background,source,term_id,term_name,description,term_size,effective_domain_size,query_size,intersection_size,raw_hypergeom_p,gprofiler_adjusted_p,gprofiler_significant,intersection_genes,parents,query_input_symbols,background_input_symbols
gelsemium_crc1893,KEGG,KEGG:05415,Diabetic cardiomyopathy,Diabetic cardiomyopathy,68,1875,41,4,0.05846803192710858,0.25915560097354473,True,MMP2;MMP9;PPARA;RELA,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:00000,KEGG root term,KEGG root term,1373,1875,41,35,0.04934199425276174,0.25915560097354473,True,AKR1C3;ATG5;BECN1;CA9;CCL20;CXCR4;CYP1A2;CYP2C9;CYP3A4;DKK1;DUSP1;ESR1;F3;HPGD;HSPA1A;IL1A;MMP2;MMP9;NR3C1;PGR;PPARA;PPARD;PPARG;PTGER2;PTGER4;PTGES2;PTGS1;PTGS2;RELA;RXRA;SELE;SIRT1;SQSTM1;STAT3;TIMP1,,41,1893
gelsemium_crc1893,KEGG,KEGG:05140,Leishmaniasis,Leishmaniasis,41,1875,41,3,0.058256153684804565,0.25915560097354473,True,IL1A;PTGS2;RELA,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04976,Bile secretion,Bile secretion,19,1875,41,2,0.06309995221575773,0.2700092007895573,True,CYP3A4;RXRA,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:00760,Nicotinate and nicotinamide metabolism,Nicotinate and nicotinamide metabolism,3,1875,41,1,0.06420950506600727,0.2700092007895573,True,SIRT1,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04923,Regulation of lipolysis in adipocytes,Regulation of lipolysis in adipocytes,20,1875,41,2,0.0691613861506979,0.2835616832171338,True,PTGS1;PTGS2,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04670,Leukocyte transendothelial migration,Leukocyte transendothelial migration,45,1875,41,3,0.07305861545492377,0.29223446181854124,True,CXCR4;MMP2;MMP9,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04062,Chemokine signaling pathway,Chemokine signaling pathway,75,1875,41,4,0.0782521356533649,0.30555595826445436,True,CCL20;CXCR4;RELA;STAT3,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05162,Measles,Measles,77,1875,41,4,0.0844605118142584,0.3087023625258955,True,HSPA1A;IL1A;RELA;STAT3,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:00232,Caffeine metabolism,Caffeine metabolism,4,1875,41,1,0.0847049165469702,0.3087023625258955,True,CYP1A2,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:03260,Virion - Human immunodeficiency virus,Virion - Human immunodeficiency virus,4,1875,41,1,0.0847049165469702,0.3087023625258955,True,CXCR4,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04931,Insulin resistance,Insulin resistance,49,1875,41,3,0.08938553489893537,0.3186788635517218,True,PPARA;RELA;STAT3,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:00790,Folate biosynthesis,Folate biosynthesis,5,1875,41,1,0.10476215781991621,0.3272908688993839,True,AKR1C3,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04622,RIG-I-like receptor signaling pathway,RIG-I-like receptor signaling pathway,26,1875,41,2,0.1090560924708916,0.3272908688993839,True,ATG5;RELA,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05160,Hepatitis C,Hepatitis C,82,1875,41,4,0.10101995256765771,0.3272908688993839,True,PPARA;RELA;RXRA;STAT3,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04217,Necroptosis,Necroptosis,54,1875,41,3,0.11175785767336018,0.3272908688993839,True,IL1A;SQSTM1;STAT3,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05010,Alzheimer disease,Alzheimer disease,114,1875,41,5,0.09920572480855025,0.3272908688993839,True,BECN1;DKK1;IL1A;PTGS2;RELA,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:03040,Spliceosome,Spliceosome,5,1875,41,1,0.10476215781991621,0.3272908688993839,True,HSPA1A,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:00380,Tryptophan metabolism,Tryptophan metabolism,5,1875,41,1,0.10476215781991621,0.3272908688993839,True,CYP1A2,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04936,Alcoholic liver disease,Alcoholic liver disease,54,1875,41,3,0.11175785767336018,0.3272908688993839,True,PPARA;RELA;SIRT1,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04917,Prolactin signaling pathway,Prolactin signaling pathway,52,1875,41,3,0.10256088827844477,0.3272908688993839,True,ESR1;RELA;STAT3,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04140,Autophagy - animal,Autophagy - animal,54,1875,41,3,0.11175785767336018,0.3272908688993839,True,ATG5;BECN1;SQSTM1,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04080,Neuroactive ligand-receptor interaction,Neuroactive ligand-receptor interaction,55,1875,41,3,0.11647420986893864,0.3293408692832077,True,NR3C1;PTGER2;PTGER4,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05131,Shigellosis,Shigellosis,86,1875,41,4,0.11529252819918018,0.3293408692832077,True,ATG5;BECN1;RELA;SQSTM1,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04218,Cellular senescence,Cellular senescence,88,1875,41,4,0.12275423070757877,0.3412151497623603,True,IL1A;RELA;SIRT1;SQSTM1,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05216,Thyroid cancer,Thyroid cancer,29,1875,41,2,0.1308420395242736,0.34669995762824823,True,PPARG;RXRA,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05221,Acute myeloid leukemia,Acute myeloid leukemia,58,1875,41,3,0.1310694961770015,0.34669995762824823,True,PPARD;RELA;STAT3,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05134,Legionellosis,Legionellosis,29,1875,41,2,0.1308420395242736,0.34669995762824823,True,HSPA1A;RELA,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05133,Pertussis,Pertussis,31,1875,41,2,0.1458898349609444,0.3748661225824679,True,IL1A;RELA,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04659,Th17 cell differentiation,Th17 cell differentiation,61,1875,41,3,0.14628921856905294,0.3748661225824679,True,RELA;RXRA;STAT3,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05030,Cocaine addiction,Cocaine addiction,8,1875,41,1,0.16239531817416245,0.37511031240113846,True,RELA,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04024,cAMP signaling pathway,cAMP signaling pathway,63,1875,41,3,0.1567538167388439,0.37511031240113846,True,PPARA;PTGER2;RELA,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04926,Relaxin signaling pathway,Relaxin signaling pathway,63,1875,41,3,0.1567538167388439,0.37511031240113846,True,MMP2;MMP9;RELA,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04961,Endocrine and other factor-regulated calcium reabsorption,Endocrine and other factor-regulated calcium reabsorption,8,1875,41,1,0.16239531817416245,0.37511031240113846,True,ESR1,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05222,Small cell lung cancer,Small cell lung cancer,64,1875,41,3,0.1620750448859614,0.37511031240113846,True,PTGS2;RELA;RXRA,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:03250,Viral life cycle - HIV-1,Viral life cycle - HIV-1,8,1875,41,1,0.16239531817416245,0.37511031240113846,True,CXCR4,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05167,Kaposi sarcoma-associated herpesvirus infection,Kaposi sarcoma-associated herpesvirus infection,97,1875,41,4,0.15880683187543337,0.37511031240113846,True,BECN1;PTGS2;RELA;STAT3,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04750,Inflammatory mediator regulation of TRP channels,Inflammatory mediator regulation of TRP channels,34,1875,41,2,0.16909609173984796,0.37988711020850835,True,PTGER2;PTGER4,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04066,HIF-1 signaling pathway,HIF-1 signaling pathway,65,1875,41,3,0.16745266908469494,0.37988711020850835,True,RELA;STAT3;TIMP1,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05145,Toxoplasmosis,Toxoplasmosis,67,1875,41,3,0.17836846269029402,0.3953030794739831,True,HSPA1A;RELA;STAT3,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05219,Bladder cancer,Bladder cancer,37,1875,41,2,0.19289969301476934,0.4162572322949426,True,MMP2;MMP9,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04144,Endocytosis,Endocytosis,37,1875,41,2,0.19289969301476934,0.4162572322949426,True,CXCR4;HSPA1A,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05031,Amphetamine addiction,Amphetamine addiction,10,1875,41,1,0.19878922575542973,0.423395234075334,True,SIRT1,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:01522,Endocrine resistance,Endocrine resistance,72,1875,41,3,0.20649453485466296,0.43390980576122856,True,ESR1;MMP2;MMP9,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04061,Viral protein interaction with cytokine and cytokine receptor,Viral protein interaction with cytokine and cytokine receptor,39,1875,41,2,0.2090175283855687,0.43390980576122856,True,CCL20;CXCR4,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04216,Ferroptosis,Ferroptosis,11,1875,41,1,0.21640297468009526,0.44145414734867683,True,ATG5,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04310,Wnt signaling pathway,Wnt signaling pathway,74,1875,41,3,0.21803528009382714,0.44145414734867683,True,DKK1;PPARD;SIRT1,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04064,NF-kappa B signaling pathway,NF-kappa B signaling pathway,41,1875,41,2,0.2252814951198219,0.4505629902378128,True,PTGS2;RELA,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05323,Rheumatoid arthritis,Rheumatoid arthritis,42,1875,41,2,0.23345517254227974,0.46128491923937126,True,CCL20;IL1A,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04152,AMPK signaling pathway,AMPK signaling pathway,43,1875,41,2,0.24165005826158775,0.4717929708909582,True,PPARG;SIRT1,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04723,Retrograde endocannabinoid signaling,Retrograde endocannabinoid signaling,13,1875,41,1,0.25050445276597255,0.48332623827651944,True,PTGS2,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05016,Huntington disease,Huntington disease,46,1875,41,2,0.2663158873338559,0.5078582037517587,True,BECN1;PPARG,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05208,Chemical carcinogenesis - reactive oxygen species,Chemical carcinogenesis - reactive oxygen species,85,1875,41,3,0.2836080252275184,0.5346174268639265,True,AKR1C3;CYP1A2;RELA,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04625,C-type lectin receptor signaling pathway,C-type lectin receptor signaling pathway,50,1875,41,2,0.2992359976307571,0.5576670864923889,True,PTGS2;RELA,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:01523,Antifolate resistance,Antifolate resistance,17,1875,41,1,0.3144192970339472,0.5793793788022985,True,RELA,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05014,Amyotrophic lateral sclerosis,Amyotrophic lateral sclerosis,53,1875,41,2,0.32381902676036234,0.590070226538836,True,BECN1;SQSTM1,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,PD-L1 expression and PD-1 checkpoint pathway in cancer,54,1875,41,2,0.33197522557106507,0.5917819238423938,True,RELA;STAT3,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04010,MAPK signaling pathway,MAPK signaling pathway,133,1875,41,4,0.33092503308154064,0.5917819238423938,True,DUSP1;HSPA1A;IL1A;RELA,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04672,Intestinal immune network for IgA production,Intestinal immune network for IgA production,19,1875,41,1,0.3443504867915499,0.594457682460961,True,CXCR4,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05332,Graft-versus-host disease,Graft-versus-host disease,19,1875,41,1,0.3443504867915499,0.594457682460961,True,IL1A,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05143,African trypanosomiasis,African trypanosomiasis,19,1875,41,1,0.3443504867915499,0.594457682460961,True,SELE,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:00983,Drug metabolism - other enzymes,Drug metabolism - other enzymes,20,1875,41,1,0.3588341236687619,0.606688621458025,True,CYP3A4,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05020,Prion disease,Prion disease,57,1875,41,2,0.3562882123968335,0.606688621458025,True,HSPA1A;IL1A,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05205,Proteoglycans in cancer,Proteoglycans in cancer,140,1875,41,4,0.3668972813885254,0.6139913688534661,True,ESR1;MMP2;MMP9;STAT3,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04919,Thyroid hormone signaling pathway,Thyroid hormone signaling pathway,60,1875,41,2,0.38031279007529717,0.6237129757227452,True,ESR1;RXRA,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05223,Non-small cell lung cancer,Non-small cell lung cancer,60,1875,41,2,0.38031279007529717,0.6237129757227452,True,RXRA;STAT3,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04612,Antigen processing and presentation,Antigen processing and presentation,22,1875,41,1,0.3868710203061942,0.6281866072280473,True,HSPA1A,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04940,Type I diabetes mellitus,Type I diabetes mellitus,23,1875,41,1,0.40043728483300683,0.6399958335022272,True,IL1A,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05161,Hepatitis B,Hepatitis B,105,1875,41,3,0.40585101636802434,0.6399958335022272,True,MMP9;RELA;STAT3,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04621,NOD-like receptor signaling pathway,NOD-like receptor signaling pathway,63,1875,41,2,0.4039862629521266,0.6399958335022272,True,ATG5;RELA,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04623,Cytosolic DNA-sensing pathway,Cytosolic DNA-sensing pathway,24,1875,41,1,0.41371054148665104,0.6461764647953298,True,RELA,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05017,Spinocerebellar ataxia,Spinocerebellar ataxia,25,1875,41,1,0.42669696385177275,0.6540028230981607,True,BECN1,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04060,Cytokine-cytokine receptor interaction,Cytokine-cytokine receptor interaction,108,1875,41,3,0.42392840597122483,0.6540028230981607,True,CCL20;CXCR4;IL1A,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04141,Protein processing in endoplasmic reticulum,Protein processing in endoplasmic reticulum,26,1875,41,1,0.4394025987070657,0.6557581632140962,True,HSPA1A,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04610,Complement and coagulation cascades,Complement and coagulation cascades,27,1875,41,1,0.45183336855743256,0.6557581632140962,True,F3,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04081,Hormone signaling,Hormone signaling,69,1875,41,2,0.45007248449540926,0.6557581632140962,True,ESR1;STAT3,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05212,Pancreatic cancer,Pancreatic cancer,69,1875,41,2,0.45007248449540926,0.6557581632140962,True,RELA;STAT3,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04114,Oocyte meiosis,Oocyte meiosis,27,1875,41,1,0.45183336855743256,0.6557581632140962,True,PGR,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04215,Apoptosis - multiple species,Apoptosis - multiple species,26,1875,41,1,0.4394025987070657,0.6557581632140962,True,BECN1,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05120,Epithelial cell signaling in Helicobacter pylori infection,Epithelial cell signaling in Helicobacter pylori infection,29,1875,41,1,0.47589339678985476,0.6846185708179442,True,RELA,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05171,Coronavirus disease - COVID-19,Coronavirus disease - COVID-19,74,1875,41,2,0.48699836036826066,0.6885149232769645,True,RELA;STAT3,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05203,Viral carcinogenesis,Viral carcinogenesis,74,1875,41,2,0.48699836036826066,0.6885149232769645,True,RELA;STAT3,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05152,Tuberculosis,Tuberculosis,77,1875,41,2,0.5084427048339721,0.7089013144775538,True,IL1A;RELA,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04921,Oxytocin signaling pathway,Oxytocin signaling pathway,32,1875,41,1,0.510063140907378,0.7089013144775538,True,PTGS2,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04068,FoxO signaling pathway,FoxO signaling pathway,79,1875,41,2,0.522427859559768,0.7139847413956882,True,SIRT1;STAT3,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04370,VEGF signaling pathway,VEGF signaling pathway,33,1875,41,1,0.5209624416241392,0.7139847413956882,True,PTGS2,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05144,Malaria,Malaria,34,1875,41,1,0.5316250582866666,0.7205496657754065,True,SELE,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05164,Influenza A,Influenza A,82,1875,41,2,0.5429253589508809,0.7298340890791641,True,IL1A;RELA,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04912,GnRH signaling pathway,GnRH signaling pathway,36,1875,41,1,0.552260191691785,0.7363469222540322,True,MMP2,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04662,B cell receptor signaling pathway,B cell receptor signaling pathway,37,1875,41,1,0.5622424277658633,0.7376620652274856,True,RELA,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04928,"Parathyroid hormone synthesis, secretion and action","Parathyroid hormone synthesis, secretion and action",37,1875,41,1,0.5622424277658633,0.7376620652274856,True,RXRA,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05170,Human immunodeficiency virus 1 infection,Human immunodeficiency virus 1 infection,87,1875,41,2,0.5757737601918188,0.7377101302444229,True,CXCR4;RELA,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04914,Progesterone-mediated oocyte maturation,Progesterone-mediated oocyte maturation,38,1875,41,1,0.5720074225776418,0.7377101302444229,True,PGR,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:05215,Prostate cancer,Prostate cancer,86,1875,41,2,0.56933730502602,0.7377101302444229,True,MMP9;RELA,KEGG:00000,41,1893
gelsemium_crc1893,KEGG,KEGG:04611,Platelet activation,Platelet activation,40,1875,41,1,0.5909040413089546,0.751226843212501,True,PTGS1,KEGG:00000,41,1893
