source_article,source_table,article_rank,gene_symbol_raw,gene_symbol,description,gifts,genecard_id,relevance_score,in_dinp_93,dinp_support_count,CTD,ToxCast,Tox21,T3DB
10.1186/s12906-021-03273-7,Table S2,198,MMP9,MMP9,Matrix Metallopeptidase 9,52,GC20P046008,41.44,True,1,1,0,0,0
10.1186/s12906-021-03273-7,Table S2,199,MIR10B,MIR10B,MicroRNA 10b,21,GC02P176150,41.41,False,,,,,
10.1186/s12906-021-03273-7,Table S2,200,MIR150,MIR150,MicroRNA 150,21,GC19M049500,41.35,False,,,,,
10.1186/s12906-021-03273-7,Table S2,201,ARID1A,ARID1A,AT-Rich Interaction Domain 1A,44,GC01P026693,41.35,False,,,,,
10.1186/s12906-021-03273-7,Table S2,202,EPHB2,EPHB2,EPH Receptor B2,51,GC01P022710,41.29,False,,,,,
10.1186/s12906-021-03273-7,Table S2,203,MIRLET7A1,MIRLET7A1,MicroRNA Let-7a-1,21,GC09P094175,41.25,False,,,,,
10.1186/s12906-021-03273-7,Table S2,204,INS,INS,Insulin,48,GC11M002159,41.13,False,,,,,
10.1186/s12906-021-03273-7,Table S2,205,MIR15A,MIR15A,MicroRNA 15a,16,GC13M050049,40.95,False,,,,,
10.1186/s12906-021-03273-7,Table S2,206,DPYD,DPYD,Dihydropyrimidine Dehydrogenase,51,GC01M097015,40.95,False,,,,,
10.1186/s12906-021-03273-7,Table S2,207,NFKBIA,NFKBIA,NFKB Inhibitor Alpha,50,GC14M035401,40.91,False,,,,,
10.1186/s12906-021-03273-7,Table S2,208,SOS1,SOS1,SOS Ras/Rac Guanine Nucleotide Exchange Factor 1,47,GC02M038981,40.85,False,,,,,
10.1186/s12906-021-03273-7,Table S2,209,MIR29C,MIR29C,MicroRNA 29c,18,GC01M207802,40.85,False,,,,,
10.1186/s12906-021-03273-7,Table S2,210,MIR181A1,MIR181A1,MicroRNA 181a-1,18,GC01M198860,40.85,False,,,,,
10.1186/s12906-021-03273-7,Table S2,211,MIR140,MIR140,MicroRNA 140,22,GC16P069934,40.85,False,,,,,
10.1186/s12906-021-03273-7,Table S2,212,TSC1,TSC1,TSC Complex Subunit 1,48,GC09M132891,40.76,False,,,,,
10.1186/s12906-021-03273-7,Table S2,213,BCL2,BCL2,BCL2 Apoptosis Regulator,51,GC18M063123,40.71,False,,,,,
10.1186/s12906-021-03273-7,Table S2,214,SETD2,SETD2,"SET Domain Containing 2, Histone Lysine Methyltransferase",47,GC03M047033,40.65,False,,,,,
10.1186/s12906-021-03273-7,Table S2,215,WRN,WRN,WRN RecQ Like Helicase,45,GC08P031033,40.55,False,,,,,
10.1186/s12906-021-03273-7,Table S2,216,MIR193A,MIR193A,MicroRNA 193a,18,GC17P031559,40.41,False,,,,,
10.1186/s12906-021-03273-7,Table S2,217,WNT1,WNT1,Wnt Family Member 1,46,GC12P049053,40.4,False,,,,,
10.1186/s12906-021-03273-7,Table S2,218,FGFR1,FGFR1,Fibroblast Growth Factor Receptor 1,55,GC08M038400,40.34,False,,,,,
10.1186/s12906-021-03273-7,Table S2,219,CTLA4,CTLA4,Cytotoxic T-Lymphocyte Associated Protein 4,45,GC02P203867,40.25,False,,,,,
10.1186/s12906-021-03273-7,Table S2,220,TP63,TP63,Tumor Protein P63,48,GC03P189598,40.24,False,,,,,
10.1186/s12906-021-03273-7,Table S2,221,MIR29A,MIR29A,MicroRNA 29a,21,GC07M130876,40.13,False,,,,,
10.1186/s12906-021-03273-7,Table S2,222,BAP1,BAP1,BRCA1 Associated Protein 1,45,GC03M052401,40.02,False,,,,,
10.1186/s12906-021-03273-7,Table S2,223,DDB2,DDB2,Damage Specific DNA Binding Protein 2,45,GC11P047237,39.99,False,,,,,
10.1186/s12906-021-03273-7,Table S2,224,MIR106B,MIR106B,MicroRNA 106b,21,GC07M100284,39.93,False,,,,,
10.1186/s12906-021-03273-7,Table S2,225,MIR127,MIR127,MicroRNA 127,20,GC14P104580,39.81,False,,,,,
10.1186/s12906-021-03273-7,Table S2,226,PLG,PLG,Plasminogen,48,GC06P160702,39.79,False,,,,,
10.1186/s12906-021-03273-7,Table S2,227,CASP3,CASP3,Caspase 3,50,GC04M184627,39.63,False,,,,,
10.1186/s12906-021-03273-7,Table S2,228,JUN,JUN,"Jun Proto-Oncogene, AP-1 Transcription Factor Subunit",49,GC01M058780,39.48,False,,,,,
10.1186/s12906-021-03273-7,Table S2,229,HNF4A,HNF4A,Hepatocyte Nuclear Factor 4 Alpha,50,GC20P044355,39.45,False,,,,,
10.1186/s12906-021-03273-7,Table S2,230,MIR224,MIR224,MicroRNA 224,17,GC0XM151958,39.42,False,,,,,
10.1186/s12906-021-03273-7,Table S2,231,KDR,KDR,Kinase Insert Domain Receptor,53,GC04M055078,39.33,False,,,,,
10.1186/s12906-021-03273-7,Table S2,232,PPP2R1B,PPP2R1B,Protein Phosphatase 2 Scaffold Subunit Abeta,47,GC11M111695,39.29,False,,,,,
10.1186/s12906-021-03273-7,Table S2,233,FH,FH,Fumarate Hydratase,45,GC01M241499,39.11,False,,,,,
10.1186/s12906-021-03273-7,Table S2,234,CREB1,CREB1,CAMP Responsive Element Binding Protein 1,48,GC02P207529,39.04,False,,,,,
10.1186/s12906-021-03273-7,Table S2,235,MIR18A,MIR18A,MicroRNA 18a,18,GC13P091432,38.97,False,,,,,
10.1186/s12906-021-03273-7,Table S2,236,BLM,BLM,BLM RecQ Like Helicase,48,GC15P090717,38.86,False,,,,,
10.1186/s12906-021-03273-7,Table S2,237,MIR34C,MIR34C,MicroRNA 34c,21,GC11P111582,38.83,False,,,,,
10.1186/s12906-021-03273-7,Table S2,238,MIR99A,MIR99A,MicroRNA 99a,21,GC21P016539,38.74,False,,,,,
10.1186/s12906-021-03273-7,Table S2,239,MPO,MPO,Myeloperoxidase,50,GC17M058269,38.71,False,,,,,
10.1186/s12906-021-03273-7,Table S2,240,MIR100,MIR100,MicroRNA 100,21,GC11M122152,38.59,False,,,,,
10.1186/s12906-021-03273-7,Table S2,241,MIR144,MIR144,MicroRNA 144,16,GC17M029965,38.55,False,,,,,
10.1186/s12906-021-03273-7,Table S2,242,MIR25,MIR25,MicroRNA 25,20,GC07M100093,38.5,False,,,,,
10.1186/s12906-021-03273-7,Table S2,243,IRS1,IRS1,Insulin Receptor Substrate 1,47,GC02M226731,38.49,False,,,,,
10.1186/s12906-021-03273-7,Table S2,244,MIR96,MIR96,MicroRNA 96,20,GC07M129774,38.37,False,,,,,
10.1186/s12906-021-03273-7,Table S2,245,MIR424,MIR424,MicroRNA 424,17,GC0XM134627,38.24,False,,,,,
10.1186/s12906-021-03273-7,Table S2,246,MIR93,MIR93,MicroRNA 93,20,GC07M100282,38.19,False,,,,,
10.1186/s12906-021-03273-7,Table S2,247,CXCL8,CXCL8,C-X-C Motif Chemokine Ligand 8,41,GC04P073740,38.19,False,,,,,
10.1186/s12906-021-03273-7,Table S2,248,MIRLET7B,MIRLET7B,MicroRNA Let-7b,20,GC22P046119,38.18,False,,,,,
10.1186/s12906-021-03273-7,Table S2,249,FOXP3,FOXP3,Forkhead Box P3,46,GC0XM049250,38.18,False,,,,,
10.1186/s12906-021-03273-7,Table S2,250,ETS1,ETS1,"ETS Proto-Oncogene 1, Transcription Factor",49,GC11M128458,38.17,False,,,,,
10.1186/s12906-021-03273-7,Table S2,251,U2AF1,U2AF1,U2 Small Nuclear RNA Auxiliary Factor 1,41,GC21M043092,38.07,False,,,,,
10.1186/s12906-021-03273-7,Table S2,252,MAPK1,MAPK1,Mitogen-Activated Protein Kinase 1,51,GC22M021754,38.06,False,,,,,
10.1186/s12906-021-03273-7,Table S2,253,KLF6,KLF6,Kruppel Like Factor 6,44,GC10M003779,37.99,False,,,,,
10.1186/s12906-021-03273-7,Table S2,254,MIR191,MIR191,MicroRNA 191,20,GC03M049247,37.95,False,,,,,
10.1186/s12906-021-03273-7,Table S2,255,KCNQ1OT1,KCNQ1OT1,KCNQ1 Opposite Strand/Antisense Transcript 1,25,GC11M002661,37.95,False,,,,,
10.1186/s12906-021-03273-7,Table S2,256,LEP,LEP,Leptin,47,GC07P128241,37.87,False,,,,,
10.1186/s12906-021-03273-7,Table S2,257,CEACAM5,CEACAM5,CEA Cell Adhesion Molecule 5,41,GC19P041709,37.73,False,,,,,
10.1186/s12906-021-03273-7,Table S2,258,SDHB,SDHB,Succinate Dehydrogenase Complex Iron Sulfur Subunit B,47,GC01M017020,37.39,False,,,,,
10.1186/s12906-021-03273-7,Table S2,259,MIR23A,MIR23A,MicroRNA 23a,20,GC19M014011,37.3,False,,,,,
10.1186/s12906-021-03273-7,Table S2,260,HIF1A,HIF1A,Hypoxia Inducible Factor 1 Subunit Alpha,47,GC14P061695,37.1,False,,,,,
10.1186/s12906-021-03273-7,Table S2,261,DNMT3A,DNMT3A,DNA Methyltransferase 3 Alpha,51,GC02M025228,37.04,False,,,,,
10.1186/s12906-021-03273-7,Table S2,262,BMP2,BMP2,Bone Morphogenetic Protein 2,47,GC20P006696,37,False,,,,,
10.1186/s12906-021-03273-7,Table S2,263,MIR106A,MIR106A,MicroRNA 106a,18,GC0XM134219,36.95,False,,,,,
10.1186/s12906-021-03273-7,Table S2,264,HLA-A,HLA-A,"Major Histocompatibility Complex, Class I, A",46,GC06P047265,36.84,False,,,,,
10.1186/s12906-021-03273-7,Table S2,265,SNAI2,SNAI2,Snail Family Transcriptional Repressor 2,44,GC08M048854,36.81,False,,,,,
10.1186/s12906-021-03273-7,Table S2,266,TLR2,TLR2,Toll Like Receptor 2,51,GC04P153684,36.79,False,,,,,
10.1186/s12906-021-03273-7,Table S2,267,ZEB2,ZEB2,Zinc Finger E-Box Binding Homeobox 2,48,GC02M144384,36.71,False,,,,,
10.1186/s12906-021-03273-7,Table S2,268,BIRC5,BIRC5,Baculoviral IAP Repeat Containing 5,47,GC17P078214,36.7,False,,,,,
10.1186/s12906-021-03273-7,Table S2,269,MIR29B1,MIR29B1,MicroRNA 29b-1,21,GC07M130877,36.68,False,,,,,
10.1186/s12906-021-03273-7,Table S2,270,GSTM1,GSTM1,Glutathione S-Transferase Mu 1,41,GC01P109687,36.57,False,,,,,
10.1186/s12906-021-03273-7,Table S2,271,GSTP1,GSTP1,Glutathione S-Transferase Pi 1,50,GC11P067583,36.48,False,,,,,
10.1186/s12906-021-03273-7,Table S2,272,CD274,CD274,CD274 Molecule,44,GC09P005450,36.34,False,,,,,
10.1186/s12906-021-03273-7,Table S2,273,MIR23B,MIR23B,MicroRNA 23b,20,GC09P095085,36.29,False,,,,,
10.1186/s12906-021-03273-7,Table S2,274,TYMS,TYMS,Thymidylate Synthetase,47,GC18P000657,36.28,False,,,,,
10.1186/s12906-021-03273-7,Table S2,275,ABCC2,ABCC2,ATP Binding Cassette Subfamily C Member 2,47,GC10P099782,36.01,False,,,,,
10.1186/s12906-021-03273-7,Table S2,276,NTRK1,NTRK1,Neurotrophic Receptor Tyrosine Kinase 1,48,GC01P156786,35.97,False,,,,,
10.1186/s12906-021-03273-7,Table S2,277,MIR19A,MIR19A,MicroRNA 19a,19,GC13P091433,35.86,False,,,,,
10.1186/s12906-021-03273-7,Table S2,278,MT-CO1,MT-CO1,Mitochondrially Encoded Cytochrome C Oxidase I,32,GCMTP005906,35.7,False,,,,,
10.1186/s12906-021-03273-7,Table S2,279,HOXB13,HOXB13,Homeobox B13,43,GC17M048725,35.65,False,,,,,
10.1186/s12906-021-03273-7,Table S2,280,ROS1,ROS1,"ROS Proto-Oncogene 1, Receptor Tyrosine Kinase",45,GC06M117287,35.63,False,,,,,
10.1186/s12906-021-03273-7,Table S2,281,SMARCB1,SMARCB1,"SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily B, Member 1",45,GC22P023786,35.61,False,,,,,
10.1186/s12906-021-03273-7,Table S2,282,MT-CYB,MT-CYB,Mitochondrially Encoded Cytochrome B,31,GCMTP014749,35.5,False,,,,,
10.1186/s12906-021-03273-7,Table S2,283,ACTB,ACTB,Actin Beta,49,GC07M005527,35.46,False,,,,,
10.1186/s12906-021-03273-7,Table S2,284,NF2,NF2,Neurofibromin 2,48,GC22P029603,35.41,False,,,,,
10.1186/s12906-021-03273-7,Table S2,285,MIR15B,MIR15B,MicroRNA 15b,18,GC03P160404,35.34,False,,,,,
10.1186/s12906-021-03273-7,Table S2,286,MIR192,MIR192,MicroRNA 192,21,GC11M064891,35.33,False,,,,,
10.1186/s12906-021-03273-7,Table S2,287,MIR451A,MIR451A,MicroRNA 451a,17,GC17M028861,35.13,False,,,,,
10.1186/s12906-021-03273-7,Table S2,288,MIR10A,MIR10A,MicroRNA 10a,21,GC17M048579,35.08,False,,,,,
10.1186/s12906-021-03273-7,Table S2,289,MIR34B,MIR34B,MicroRNA 34b,21,GC11P111546,34.93,False,,,,,
10.1186/s12906-021-03273-7,Table S2,290,HPGD,HPGD,15-Hydroxyprostaglandin Dehydrogenase,48,GC04M174490,34.93,True,1,1,0,0,0
10.1186/s12906-021-03273-7,Table S2,291,MIR29B2,MIR29B2,MicroRNA 29b-2,18,GC01M207806,34.85,False,,,,,
10.1186/s12906-021-03273-7,Table S2,292,MIRLET7G,MIRLET7G,MicroRNA Let-7g,20,GC03M052268,34.79,False,,,,,
10.1186/s12906-021-03273-7,Table S2,293,ADIPOQ,ADIPOQ,"Adiponectin, C1Q And Collagen Domain Containing",45,GC03P186842,34.78,False,,,,,
10.1186/s12906-021-03273-7,Table S2,294,WT1,WT1,WT1 Transcription Factor,49,GC11M032365,34.77,False,,,,,
10.1186/s12906-021-03273-7,Table S2,295,IGF1,IGF1,Insulin Like Growth Factor 1,50,GC12M102395,34.66,False,,,,,
10.1186/s12906-021-03273-7,Table S2,296,CD40LG,CD40LG,CD40 Ligand,47,GC0XP136649,34.65,False,,,,,
10.1186/s12906-021-03273-7,Table S2,297,MIR375,MIR375,MicroRNA 375,19,GC02M219001,34.64,False,,,,,
10.1186/s12906-021-03273-7,Table S2,298,SMAD2,SMAD2,SMAD Family Member 2,47,GC18M047809,34.54,False,,,,,
10.1186/s12906-021-03273-7,Table S2,299,PIK3CD,PIK3CD,"Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Delta",53,GC01P009629,34.54,False,,,,,
10.1186/s12906-021-03273-7,Table S2,300,XRCC1,XRCC1,X-Ray Repair Cross Complementing 1,43,GC19M043543,34.48,False,,,,,
10.1186/s12906-021-03273-7,Table S2,301,MIR128-2,MIR128-2,MicroRNA 128-2,20,GC03P035750,34.45,False,,,,,
10.1186/s12906-021-03273-7,Table S2,302,TLR3,TLR3,Toll Like Receptor 3,52,GC04P186059,34.32,False,,,,,
10.1186/s12906-021-03273-7,Table S2,303,TCF4,TCF4,Transcription Factor 4,46,GC18M055222,34.28,False,,,,,
10.1186/s12906-021-03273-7,Table S2,304,MIR107,MIR107,MicroRNA 107,19,GC10M089600,34.26,False,,,,,
10.1186/s12906-021-03273-7,Table S2,305,PRSS1,PRSS1,Serine Protease 1,45,GC07P144938,34.14,False,,,,,
10.1186/s12906-021-03273-7,Table S2,306,IGFBP3,IGFBP3,Insulin Like Growth Factor Binding Protein 3,45,GC07M045912,34.12,False,,,,,
10.1186/s12906-021-03273-7,Table S2,307,IL13,IL13,Interleukin 13,44,GC05P132656,34.02,False,,,,,
10.1186/s12906-021-03273-7,Table S2,308,MIR296,MIR296,MicroRNA 296,17,GC20M058817,33.96,False,,,,,
10.1186/s12906-021-03273-7,Table S2,309,DLC1,DLC1,DLC1 Rho GTPase Activating Protein,44,GC08M013083,33.95,False,,,,,
10.1186/s12906-021-03273-7,Table S2,310,MYCN,MYCN,"MYCN Proto-Oncogene, BHLH Transcription Factor",46,GC02P015949,33.9,False,,,,,
10.1186/s12906-021-03273-7,Table S2,311,TNFRSF1A,TNFRSF1A,TNF Receptor Superfamily Member 1A,49,GC12M006328,33.85,False,,,,,
10.1186/s12906-021-03273-7,Table S2,312,NKX2-1,NKX2-1,NK2 Homeobox 1,46,GC14M036516,33.72,False,,,,,
10.1186/s12906-021-03273-7,Table S2,313,IGF2R,IGF2R,Insulin Like Growth Factor 2 Receptor,45,GC06P159969,33.63,False,,,,,
10.1186/s12906-021-03273-7,Table S2,314,CD44,CD44,CD44 Molecule (Indian Blood Group),47,GC11P035139,33.59,False,,,,,
10.1186/s12906-021-03273-7,Table S2,315,CALR,CALR,Calreticulin,51,GC19P012938,33.58,False,,,,,
10.1186/s12906-021-03273-7,Table S2,316,BCL2L1,BCL2L1,BCL2 Like 1,47,GC20M031664,33.46,False,,,,,
10.1186/s12906-021-03273-7,Table S2,317,LAMC2,LAMC2,Laminin Subunit Gamma 2,45,GC01P183155,33.32,False,,,,,
10.1186/s12906-021-03273-7,Table S2,318,PDGFRL,PDGFRL,Platelet Derived Growth Factor Receptor Like,41,GC08P017576,33.22,False,,,,,
10.1186/s12906-021-03273-7,Table S2,319,VHL,VHL,Von Hippel-Lindau Tumor Suppressor,47,GC03P010211,33.17,False,,,,,
10.1186/s12906-021-03273-7,Table S2,320,FGFR4,FGFR4,Fibroblast Growth Factor Receptor 4,51,GC05P177086,33.12,False,,,,,
10.1186/s12906-021-03273-7,Table S2,321,MIR320A,MIR320A,MicroRNA 320a,20,GC08M022246,32.99,False,,,,,
10.1186/s12906-021-03273-7,Table S2,322,IGF1R,IGF1R,Insulin Like Growth Factor 1 Receptor,54,GC15P098648,32.99,False,,,,,
10.1186/s12906-021-03273-7,Table S2,323,FANCG,FANCG,FA Complementation Group G,43,GC09M035073,32.92,False,,,,,
10.1186/s12906-021-03273-7,Table S2,324,MIR32,MIR32,MicroRNA 32,19,GC09M109046,32.69,False,,,,,
10.1186/s12906-021-03273-7,Table S2,325,ALOX5,ALOX5,Arachidonate 5-Lipoxygenase,48,GC10P045374,32.68,False,,,,,
10.1186/s12906-021-03273-7,Table S2,326,CASP9,CASP9,Caspase 9,48,GC01M015491,32.54,False,,,,,
10.1186/s12906-021-03273-7,Table S2,327,SOX2,SOX2,SRY-Box Transcription Factor 2,47,GC03P181711,32.48,False,,,,,
10.1186/s12906-021-03273-7,Table S2,328,TNFSF10,TNFSF10,TNF Superfamily Member 10,46,GC03M172505,32.45,False,,,,,
10.1186/s12906-021-03273-7,Table S2,329,CYP17A1,CYP17A1,Cytochrome P450 Family 17 Subfamily A Member 1,48,GC10M102830,32.38,False,,,,,
10.1186/s12906-021-03273-7,Table S2,330,PRKAR1A,PRKAR1A,Protein Kinase CAMP-Dependent Type I Regulatory Subunit Alpha,51,GC17P068414,32.36,False,,,,,
10.1186/s12906-021-03273-7,Table S2,331,MMP7,MMP7,Matrix Metallopeptidase 7,48,GC11M102425,32.28,False,,,,,
10.1186/s12906-021-03273-7,Table S2,332,RAD54B,RAD54B,RAD54 Homolog B,42,GC08M094371,32.26,False,,,,,
10.1186/s12906-021-03273-7,Table S2,333,MAPK3,MAPK3,Mitogen-Activated Protein Kinase 3,49,GC16M030117,32.24,False,,,,,
10.1186/s12906-021-03273-7,Table S2,334,CD46,CD46,CD46 Molecule,46,GC01P207752,32.22,False,,,,,
10.1186/s12906-021-03273-7,Table S2,335,MIR181A2,MIR181A2,MicroRNA 181a-2,20,GC09P124692,32.21,False,,,,,
10.1186/s12906-021-03273-7,Table S2,336,MIR30E,MIR30E,MicroRNA 30e,21,GC01P040754,32.11,False,,,,,
10.1186/s12906-021-03273-7,Table S2,337,KRT20,KRT20,Keratin 20,41,GC17M040875,32.09,False,,,,,
10.1186/s12906-021-03273-7,Table S2,338,NR3C2,NR3C2,Nuclear Receptor Subfamily 3 Group C Member 2,48,GC04M148078,32.04,False,,,,,
10.1186/s12906-021-03273-7,Table S2,339,MIR148A,MIR148A,MicroRNA 148a,18,GC07M025993,31.86,False,,,,,
10.1186/s12906-021-03273-7,Table S2,340,GLI3,GLI3,GLI Family Zinc Finger 3,48,GC07M041960,31.79,False,,,,,
10.1186/s12906-021-03273-7,Table S2,341,IL2,IL2,Interleukin 2,45,GC04M122451,31.72,False,,,,,
10.1186/s12906-021-03273-7,Table S2,342,MIR342,MIR342,MicroRNA 342,19,GC14P100109,31.66,False,,,,,
10.1186/s12906-021-03273-7,Table S2,343,CCL2,CCL2,C-C Motif Chemokine Ligand 2,48,GC17P034255,31.52,False,,,,,
10.1186/s12906-021-03273-7,Table S2,344,MIR210,MIR210,MicroRNA 210,21,GC11M000674,31.44,False,,,,,
10.1186/s12906-021-03273-7,Table S2,345,MIR133B,MIR133B,MicroRNA 133b,21,GC06P052148,31.41,False,,,,,
10.1186/s12906-021-03273-7,Table S2,346,BCL10,BCL10,BCL10 Immune Signaling Adaptor,45,GC01M085265,31.28,False,,,,,
10.1186/s12906-021-03273-7,Table S2,347,MIR26A1,MIR26A1,MicroRNA 26a-1,20,GC03P037969,31.24,False,,,,,
10.1186/s12906-021-03273-7,Table S2,348,LRP5,LRP5,LDL Receptor Related Protein 5,48,GC11P068298,31.23,False,,,,,
10.1186/s12906-021-03273-7,Table S2,349,TGFA,TGFA,Transforming Growth Factor Alpha,46,GC02M070447,31.21,False,,,,,
10.1186/s12906-021-03273-7,Table S2,350,MIR24-2,MIR24-2,MicroRNA 24-2,18,GC19M014008,31.2,False,,,,,
10.1186/s12906-021-03273-7,Table S2,351,MIR132,MIR132,MicroRNA 132,21,GC17M002049,31.14,False,,,,,
10.1186/s12906-021-03273-7,Table S2,352,RAC2,RAC2,Rac Family Small GTPase 2,51,GC22M037227,31.1,False,,,,,
10.1186/s12906-021-03273-7,Table S2,353,MIR137,MIR137,MicroRNA 137,18,GC01M098046,31.02,False,,,,,
10.1186/s12906-021-03273-7,Table S2,354,CYP1A1,CYP1A1,Cytochrome P450 Family 1 Subfamily A Member 1,47,GC15M074719,30.96,False,,,,,
10.1186/s12906-021-03273-7,Table S2,355,TRIM28,TRIM28,Tripartite Motif Containing 28,43,GC19P058544,30.95,False,,,,,
10.1186/s12906-021-03273-7,Table S2,356,RAD51L3-RFFL,RAD51L3-RFFL,RAD51L3-RFFL Readthrough,9,GC17M035009,30.95,False,,,,,
10.1186/s12906-021-03273-7,Table S2,357,NQO1,NQO1,NAD(P)H Quinone Dehydrogenase 1,49,GC16M069706,30.94,False,,,,,
10.1186/s12906-021-03273-7,Table S2,358,KLK3,KLK3,Kallikrein Related Peptidase 3,46,GC19P050854,30.94,False,,,,,
10.1186/s12906-021-03273-7,Table S2,359,KRT7,KRT7,Keratin 7,41,GC12P052232,30.91,False,,,,,
10.1186/s12906-021-03273-7,Table S2,360,CREBBP,CREBBP,CREB Binding Protein,52,GC16M003726,30.85,False,,,,,
10.1186/s12906-021-03273-7,Table S2,361,RNASEL,RNASEL,Ribonuclease L,44,GC01M182542,30.84,False,,,,,
10.1186/s12906-021-03273-7,Table S2,362,WNT2B,WNT2B,Wnt Family Member 2B,44,GC01P112466,30.8,False,,,,,
10.1186/s12906-021-03273-7,Table S2,363,CYCS,CYCS,"Cytochrome C, Somatic",48,GC07M025118,30.8,False,,,,,
10.1186/s12906-021-03273-7,Table S2,364,CDX2,CDX2,Caudal Type Homeobox 2,43,GC13M027962,30.8,False,,,,,
10.1186/s12906-021-03273-7,Table S2,365,MACC1,MACC1,MET Transcriptional Regulator MACC1,36,GC07M020140,30.76,False,,,,,
10.1186/s12906-021-03273-7,Table S2,366,KLLN,KLLN,"Killin, P53 Regulated DNA Replication Inhibitor",29,GC10M087860,30.72,False,,,,,
10.1186/s12906-021-03273-7,Table S2,367,SIL1,SIL1,SIL1 Nucleotide Exchange Factor,41,GC05M138957,30.62,False,,,,,
10.1186/s12906-021-03273-7,Table S2,368,HPRT1,HPRT1,Hypoxanthine Phosphoribosyltransferase 1,48,GC0XP134460,30.6,False,,,,,
10.1186/s12906-021-03273-7,Table S2,369,GUSB,GUSB,Glucuronidase Beta,47,GC07M065960,30.57,False,,,,,
10.1186/s12906-021-03273-7,Table S2,370,MIR532,MIR532,MicroRNA 532,16,GC0XP050004,30.53,False,,,,,
10.1186/s12906-021-03273-7,Table S2,371,FGF2,FGF2,Fibroblast Growth Factor 2,47,GC04P122826,30.49,False,,,,,
10.1186/s12906-021-03273-7,Table S2,372,PTK2,PTK2,Protein Tyrosine Kinase 2,47,GC08M140657,30.33,False,,,,,
10.1186/s12906-021-03273-7,Table S2,373,PDCD1,PDCD1,Programmed Cell Death 1,48,GC02M241849,30.32,False,,,,,
10.1186/s12906-021-03273-7,Table S2,374,UGT1A1,UGT1A1,UDP Glucuronosyltransferase Family 1 Member A1,48,GC02P233760,30.31,False,,,,,
10.1186/s12906-021-03273-7,Table S2,375,ERBB3,ERBB3,Erb-B2 Receptor Tyrosine Kinase 3,54,GC12P056094,30.29,False,,,,,
10.1186/s12906-021-03273-7,Table S2,376,MAPK8,MAPK8,Mitogen-Activated Protein Kinase 8,50,GC10P048306,30.26,False,,,,,
10.1186/s12906-021-03273-7,Table S2,377,IL1RN,IL1RN,Interleukin 1 Receptor Antagonist,48,GC02P115307,30.25,False,,,,,
10.1186/s12906-021-03273-7,Table S2,378,PTPN11,PTPN11,Protein Tyrosine Phosphatase Non-Receptor Type 11,53,GC12P112418,30.21,False,,,,,
10.1186/s12906-021-03273-7,Table S2,379,VEGFC,VEGFC,Vascular Endothelial Growth Factor C,47,GC04M176683,30.19,False,,,,,
10.1186/s12906-021-03273-7,Table S2,380,MIR146B,MIR146B,MicroRNA 146b,19,GC10P102436,30.12,False,,,,,
10.1186/s12906-021-03273-7,Table S2,381,FZD4,FZD4,Frizzled Class Receptor 4,51,GC11M086945,30.11,False,,,,,
10.1186/s12906-021-03273-7,Table S2,382,ABCG2,ABCG2,ATP Binding Cassette Subfamily G Member 2 (Junior Blood Group),50,GC04M088090,30.08,False,,,,,
10.1186/s12906-021-03273-7,Table S2,383,PARP1,PARP1,Poly(ADP-Ribose) Polymerase 1,49,GC01M226360,29.98,False,,,,,
10.1186/s12906-021-03273-7,Table S2,384,TERC,TERC,Telomerase RNA Component,28,GC03M169765,29.96,False,,,,,
10.1186/s12906-021-03273-7,Table S2,385,FN1,FN1,Fibronectin 1,50,GC02M215360,29.87,False,,,,,
10.1186/s12906-021-03273-7,Table S2,386,MUC2,MUC2,"Mucin 2, Oligomeric Mucus/Gel-Forming",38,GC11P001074,29.86,False,,,,,
10.1186/s12906-021-03273-7,Table S2,387,PLA2G2A,PLA2G2A,Phospholipase A2 Group IIA,45,GC01M019975,29.85,False,,,,,
10.1186/s12906-021-03273-7,Table S2,388,RPS6KB1,RPS6KB1,Ribosomal Protein S6 Kinase B1,49,GC17P059893,29.79,False,,,,,
10.1186/s12906-021-03273-7,Table S2,389,WNT4,WNT4,Wnt Family Member 4,47,GC01M022190,29.78,False,,,,,
10.1186/s12906-021-03273-7,Table S2,390,MTR,MTR,5-Methyltetrahydrofolate-Homocysteine Methyltransferase,46,GC01P236795,29.74,False,,,,,
10.1186/s12906-021-03273-7,Table S2,391,ABCA1,ABCA1,ATP Binding Cassette Subfamily A Member 1,48,GC09M104781,29.72,False,,,,,
10.1186/s12906-021-03273-7,Table S2,392,SEMA4A,SEMA4A,Semaphorin 4A,45,GC01P156119,29.69,False,,,,,
10.1186/s12906-021-03273-7,Table S2,393,MUC5AC,MUC5AC,"Mucin 5AC, Oligomeric Mucus/Gel-Forming",39,GC11P001151,29.61,False,,,,,
10.1186/s12906-021-03273-7,Table S2,394,ABL1,ABL1,"ABL Proto-Oncogene 1, Non-Receptor Tyrosine Kinase",52,GC09P130713,29.59,False,,,,,
10.1186/s12906-021-03273-7,Table S2,395,MIR196B,MIR196B,MicroRNA 196b,20,GC07M027260,29.58,False,,,,,
10.1186/s12906-021-03273-7,Table S2,396,HLA-DRB1,HLA-DRB1,"Major Histocompatibility Complex, Class II, DR Beta 1",46,GC06M032578,29.53,False,,,,,
