background,source,term_id,term_name,description,term_size,effective_domain_size,query_size,intersection_size,raw_hypergeom_p,gprofiler_adjusted_p,gprofiler_significant,intersection_genes,parents,query_input_symbols,background_input_symbols
gelsemium_crc1893,REAC,REAC:R-HSA-9031528,NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose,NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose,2,1875,41,1,0.04326659551783656,0.1498003825939879,True,RXRA,REAC:R-HSA-9024446,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9694676,Translation of Replicase and Assembly of the Replication Transcription Complex,Translation of Replicase and Assembly of the Replication Transcription Complex,2,1875,41,1,0.04326659551783656,0.1498003825939879,True,BECN1,REAC:R-HSA-9772572,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9018681,Biosynthesis of protectins,Biosynthesis of protectins,2,1875,41,1,0.04326659551783656,0.1498003825939879,True,CYP1A2,REAC:R-HSA-9018677,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-3371556,Cellular response to heat stress,Cellular response to heat stress,16,1875,41,2,0.04613568853979689,0.15824109994478333,True,HSPA1A;SIRT1,REAC:R-HSA-2262752,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9009391,Extra-nuclear estrogen signaling,Extra-nuclear estrogen signaling,38,1875,41,3,0.04821701128466837,0.1623453499213414,True,ESR1;MMP2;MMP9,REAC:R-HSA-8939211,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),38,1875,41,3,0.04821701128466837,0.1623453499213414,True,IGFBP1;MMP2;TIMP1,REAC:R-HSA-392499,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-1251985,Nuclear signaling by ERBB4,Nuclear signaling by ERBB4,17,1875,41,2,0.051575650185988954,0.17207512380189163,True,ESR1;PGR,REAC:R-HSA-1236394,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-4755510,SUMOylation of immune response proteins,SUMOylation of immune response proteins,3,1875,41,1,0.06420950506600727,0.1826735531717212,True,RELA,REAC:R-HSA-3108232,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-198745,Signalling to STAT3,Signalling to STAT3,3,1875,41,1,0.06420950506600727,0.1826735531717212,True,STAT3,REAC:R-HSA-187037,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-2142770,Synthesis of 15-eicosatetraenoic acid derivatives,Synthesis of 15-eicosatetraenoic acid derivatives,3,1875,41,1,0.06420950506600727,0.1826735531717212,True,PTGS2,REAC:R-HSA-2142753,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9018683,Biosynthesis of DPA-derived SPMs,Biosynthesis of DPA-derived SPMs,3,1875,41,1,0.06420950506600727,0.1826735531717212,True,PTGS2,REAC:R-HSA-9018678,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-173107,Binding and entry of HIV virion,Binding and entry of HIV virion,3,1875,41,1,0.06420950506600727,0.1826735531717212,True,CXCR4,REAC:R-HSA-162594,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-3134963,DEx/H-box helicases activate type I IFN and inflammatory cytokines production ,DEx/H-box helicases activate type I IFN and inflammatory cytokines production ,3,1875,41,1,0.06420950506600727,0.1826735531717212,True,RELA,REAC:R-HSA-1834949,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-211999,CYP2E1 reactions,CYP2E1 reactions,3,1875,41,1,0.06420950506600727,0.1826735531717212,True,CYP2C9,REAC:R-HSA-211981,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9025094,Biosynthesis of DPAn-3 SPMs,Biosynthesis of DPAn-3 SPMs,3,1875,41,1,0.06420950506600727,0.1826735531717212,True,PTGS2,REAC:R-HSA-9018683,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-380108,Chemokine receptors bind chemokines,Chemokine receptors bind chemokines,18,1875,41,2,0.057234286286132904,0.1826735531717212,True,CCL20;CXCR4,REAC:R-HSA-375276,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-2142700,Biosynthesis of Lipoxins (LX),Biosynthesis of Lipoxins (LX),3,1875,41,1,0.06420950506600727,0.1826735531717212,True,HPGD,REAC:R-HSA-9018678,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-196807,Nicotinate metabolism,Nicotinate metabolism,3,1875,41,1,0.06420950506600727,0.1826735531717212,True,PTGS2,REAC:R-HSA-196849,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-5365859,RA biosynthesis pathway,RA biosynthesis pathway,3,1875,41,1,0.06420950506600727,0.1826735531717212,True,AKR1C3,REAC:R-HSA-5362517,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-8931987,RUNX1 regulates estrogen receptor mediated transcription,RUNX1 regulates estrogen receptor mediated transcription,3,1875,41,1,0.06420950506600727,0.1826735531717212,True,ESR1,REAC:R-HSA-8878171,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9768759,Regulation of NPAS4 gene expression,Regulation of NPAS4 gene expression,3,1875,41,1,0.06420950506600727,0.1826735531717212,True,NR3C1,REAC:R-HSA-9634815,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-8875791,MET activates STAT3,MET activates STAT3,3,1875,41,1,0.06420950506600727,0.1826735531717212,True,STAT3,REAC:R-HSA-6806834,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9029558,NR1H2 & NR1H3 regulate gene expression linked to lipogenesis,NR1H2 & NR1H3 regulate gene expression linked to lipogenesis,3,1875,41,1,0.06420950506600727,0.1826735531717212,True,RXRA,REAC:R-HSA-9024446,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9664873,Pexophagy,Pexophagy,3,1875,41,1,0.06420950506600727,0.1826735531717212,True,SQSTM1,REAC:R-HSA-9663891,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-8849474,PTK6 Activates STAT3,PTK6 Activates STAT3,3,1875,41,1,0.06420950506600727,0.1826735531717212,True,STAT3,REAC:R-HSA-8848021,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-193775,Synthesis of bile acids and bile salts via 24-hydroxycholesterol,Synthesis of bile acids and bile salts via 24-hydroxycholesterol,3,1875,41,1,0.06420950506600727,0.1826735531717212,True,AKR1C3,REAC:R-HSA-192105,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-212436,Generic Transcription Pathway,Generic Transcription Pathway,274,1875,41,10,0.06497067273241361,0.18341720686706228,True,ESR1;IGFBP1;NR3C1;PGR;PPARA;PPARD;PPARG;RELA;RXRA;SIRT1,REAC:R-HSA-73857,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-8939211,ESR-mediated signaling,ESR-mediated signaling,71,1875,41,4,0.06657133337648677,0.18650136907711107,True,ESR1;MMP2;MMP9;PGR,REAC:R-HSA-9006931,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-73857,RNA Polymerase II Transcription,RNA Polymerase II Transcription,277,1875,41,10,0.06908005559414584,0.19206348790162597,True,ESR1;IGFBP1;NR3C1;PGR;PPARA;PPARD;PPARG;RELA;RXRA;SIRT1,REAC:R-HSA-74160,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9833482,PKR-mediated signaling,PKR-mediated signaling,21,1875,41,2,0.07540769855012157,0.2080798899832908,True,HSPA1A;STAT3,REAC:R-HSA-1169410,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9623433,NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis,NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis,4,1875,41,1,0.0847049165469702,0.222047888376096,True,RXRA,REAC:R-HSA-9024446,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-8849473,PTK6 Expression,PTK6 Expression,4,1875,41,1,0.0847049165469702,0.222047888376096,True,NR3C1,REAC:R-HSA-8848021,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9757110,Prednisone ADME,Prednisone ADME,4,1875,41,1,0.0847049165469702,0.222047888376096,True,CYP3A4,REAC:R-HSA-9748784,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-2682334,EPH-Ephrin signaling,EPH-Ephrin signaling,22,1875,41,2,0.08182836190222649,0.222047888376096,True,MMP2;MMP9,REAC:R-HSA-422475,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-156581,Methylation,Methylation,4,1875,41,1,0.0847049165469702,0.222047888376096,True,CYP1A2,REAC:R-HSA-156580,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-5660668,CLEC7A/inflammasome pathway,CLEC7A/inflammasome pathway,4,1875,41,1,0.0847049165469702,0.222047888376096,True,RELA,REAC:R-HSA-5607764,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-8939256,RUNX1 regulates transcription of genes involved in WNT signaling,RUNX1 regulates transcription of genes involved in WNT signaling,4,1875,41,1,0.0847049165469702,0.222047888376096,True,ESR1,REAC:R-HSA-8878171,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-168928,DDX58/IFIH1-mediated induction of interferon-alpha/beta,DDX58/IFIH1-mediated induction of interferon-alpha/beta,23,1875,41,2,0.08841320072375047,0.22850453989784195,True,ATG5;RELA,REAC:R-HSA-168249,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-193704,p75 NTR receptor-mediated signalling,p75 NTR receptor-mediated signalling,23,1875,41,2,0.08841320072375047,0.22850453989784195,True,RELA;SQSTM1,REAC:R-HSA-73887,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-74160,Gene expression (Transcription),Gene expression (Transcription),291,1875,41,10,0.09051685455574626,0.23230549385889473,True,ESR1;IGFBP1;NR3C1;PGR;PPARA;PPARD;PPARG;RELA;RXRA;SIRT1,REAC:0000000,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-418555,G alpha (s) signalling events,G alpha (s) signalling events,24,1875,41,2,0.09515238180606793,0.24083395946674968,True,PTGER2;PTGER4,REAC:R-HSA-388396,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-1442490,Collagen degradation,Collagen degradation,24,1875,41,2,0.09515238180606793,0.24083395946674968,True,MMP2;MMP9,REAC:R-HSA-1474228,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9754706,Atorvastatin ADME,Atorvastatin ADME,5,1875,41,1,0.10476215781991621,0.25294547315661453,True,CYP3A4,REAC:R-HSA-9748784,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-2892247,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation","POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",5,1875,41,1,0.10476215781991621,0.25294547315661453,True,STAT3,REAC:R-HSA-452723,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-3371568,Attenuation phase,Attenuation phase,5,1875,41,1,0.10476215781991621,0.25294547315661453,True,HSPA1A,REAC:R-HSA-3371571,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-193692,Regulated proteolysis of p75NTR,Regulated proteolysis of p75NTR,5,1875,41,1,0.10476215781991621,0.25294547315661453,True,RELA,REAC:R-HSA-193704,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-1433557,Signaling by SCF-KIT,Signaling by SCF-KIT,25,1875,41,2,0.1020364047055173,0.25294547315661453,True,MMP9;STAT3,REAC:R-HSA-9006934,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9020956,Interleukin-27 signaling,Interleukin-27 signaling,5,1875,41,1,0.10476215781991621,0.25294547315661453,True,STAT3,REAC:R-HSA-447115,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-1236394,Signaling by ERBB4,Signaling by ERBB4,25,1875,41,2,0.1020364047055173,0.25294547315661453,True,ESR1;PGR,REAC:R-HSA-9006934,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-196854,Metabolism of vitamins and cofactors,Metabolism of vitamins and cofactors,26,1875,41,2,0.1090560924708916,0.25656144831218086,True,AKR1C3;PTGS2,REAC:R-HSA-1430728,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-8848021,Signaling by PTK6,Signaling by PTK6,26,1875,41,2,0.1090560924708916,0.25656144831218086,True,NR3C1;STAT3,REAC:R-HSA-9006927,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9006927,Signaling by Non-Receptor Tyrosine Kinases,Signaling by Non-Receptor Tyrosine Kinases,26,1875,41,2,0.1090560924708916,0.25656144831218086,True,NR3C1;STAT3,REAC:R-HSA-162582,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9616222,Transcriptional regulation of granulopoiesis,Transcriptional regulation of granulopoiesis,26,1875,41,2,0.1090560924708916,0.25656144831218086,True,RXRA;STAT3,REAC:R-HSA-1266738,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-209543,p75NTR recruits signalling complexes,p75NTR recruits signalling complexes,6,1875,41,1,0.12439036719416514,0.2685368515298023,True,SQSTM1,REAC:R-HSA-193639,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-5603029,IkBA variant leads to EDA-ID,IkBA variant leads to EDA-ID,6,1875,41,1,0.12439036719416514,0.2685368515298023,True,RELA,REAC:R-HSA-5602358,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-3371571,HSF1-dependent transactivation,HSF1-dependent transactivation,6,1875,41,1,0.12439036719416514,0.2685368515298023,True,HSPA1A,REAC:R-HSA-3371556,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-427359,SIRT1 negatively regulates rRNA expression,SIRT1 negatively regulates rRNA expression,6,1875,41,1,0.12439036719416514,0.2685368515298023,True,SIRT1,REAC:R-HSA-5250941,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-390471,Association of TriC/CCT with target proteins during biosynthesis,Association of TriC/CCT with target proteins during biosynthesis,6,1875,41,1,0.12439036719416514,0.2685368515298023,True,STAT3,REAC:R-HSA-390466,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-1474244,Extracellular matrix organization,Extracellular matrix organization,86,1875,41,4,0.11529252819918018,0.2685368515298023,True,MMP2;MMP9;TIMP1;TIMP2,REAC:0000000,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-8984722,Interleukin-35 Signalling,Interleukin-35 Signalling,6,1875,41,1,0.12439036719416514,0.2685368515298023,True,STAT3,REAC:R-HSA-447115,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9617629,Regulation of FOXO transcriptional activity by acetylation,Regulation of FOXO transcriptional activity by acetylation,6,1875,41,1,0.12439036719416514,0.2685368515298023,True,SIRT1,REAC:R-HSA-9614085,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-205043,NRIF signals cell death from the nucleus,NRIF signals cell death from the nucleus,6,1875,41,1,0.12439036719416514,0.2685368515298023,True,SQSTM1,REAC:R-HSA-204998,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-1852241,Organelle biogenesis and maintenance,Organelle biogenesis and maintenance,28,1875,41,2,0.12346731822717485,0.2685368515298023,True,PPARA;RXRA,REAC:0000000,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-8985947,Interleukin-9 signaling,Interleukin-9 signaling,6,1875,41,1,0.12439036719416514,0.2685368515298023,True,STAT3,REAC:R-HSA-451927,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9008059,Interleukin-37 signaling,Interleukin-37 signaling,6,1875,41,1,0.12439036719416514,0.2685368515298023,True,STAT3,REAC:R-HSA-446652,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-5607761,Dectin-1 mediated noncanonical NF-kB signaling,Dectin-1 mediated noncanonical NF-kB signaling,6,1875,41,1,0.12439036719416514,0.2685368515298023,True,RELA,REAC:R-HSA-5607764,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-380994,ATF4 activates genes in response to endoplasmic reticulum  stress,ATF4 activates genes in response to endoplasmic reticulum  stress,6,1875,41,1,0.12439036719416514,0.2685368515298023,True,IGFBP1,REAC:R-HSA-381042,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-8957275,Post-translational protein phosphorylation,Post-translational protein phosphorylation,29,1875,41,2,0.1308420395242736,0.2808130321947422,True,IGFBP1;TIMP1,REAC:R-HSA-597592,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9020933,Interleukin-23 signaling,Interleukin-23 signaling,7,1875,41,1,0.1435984971805001,0.2848683700819962,True,STAT3,REAC:R-HSA-447115,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-1234158,Regulation of gene expression by Hypoxia-inducible Factor,Regulation of gene expression by Hypoxia-inducible Factor,7,1875,41,1,0.1435984971805001,0.2848683700819962,True,CA9,REAC:R-HSA-1234174,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-381042,PERK regulates gene expression,PERK regulates gene expression,7,1875,41,1,0.1435984971805001,0.2848683700819962,True,IGFBP1,REAC:R-HSA-381119,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9701898,STAT3 nuclear events downstream of ALK signaling,STAT3 nuclear events downstream of ALK signaling,7,1875,41,1,0.1435984971805001,0.2848683700819962,True,STAT3,REAC:R-HSA-201556,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-450408,AUF1 (hnRNP D0) binds and destabilizes mRNA,AUF1 (hnRNP D0) binds and destabilizes mRNA,7,1875,41,1,0.1435984971805001,0.2848683700819962,True,HSPA1A,REAC:R-HSA-450531,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9020958,Interleukin-21 signaling,Interleukin-21 signaling,7,1875,41,1,0.1435984971805001,0.2848683700819962,True,STAT3,REAC:R-HSA-451927,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9827857,Specification of primordial germ cells,Specification of primordial germ cells,7,1875,41,1,0.1435984971805001,0.2848683700819962,True,CXCR4,REAC:R-HSA-1474165,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9006936,Signaling by TGFB family members,Signaling by TGFB family members,60,1875,41,3,0.14115018743794186,0.2848683700819962,True,RXRA;TIMP1;TIMP2,REAC:R-HSA-162582,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-1839117,Signaling by cytosolic FGFR1 fusion mutants,Signaling by cytosolic FGFR1 fusion mutants,7,1875,41,1,0.1435984971805001,0.2848683700819962,True,STAT3,REAC:R-HSA-1839124,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9818749,Regulation of NFE2L2 gene expression,Regulation of NFE2L2 gene expression,7,1875,41,1,0.1435984971805001,0.2848683700819962,True,RELA,REAC:R-HSA-9759194,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9692916,SARS-CoV-1 activates/modulates innate immune responses,SARS-CoV-1 activates/modulates innate immune responses,7,1875,41,1,0.1435984971805001,0.2848683700819962,True,RELA,REAC:R-HSA-9692914,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9748784,Drug ADME,Drug ADME,30,1875,41,2,0.13831877532667664,0.2848683700819962,True,CYP2C9;CYP3A4,REAC:0000000,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-162594,Early Phase of HIV Life Cycle,Early Phase of HIV Life Cycle,7,1875,41,1,0.1435984971805001,0.2848683700819962,True,CXCR4,REAC:R-HSA-162587,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-844456,The NLRP3 inflammasome,The NLRP3 inflammasome,7,1875,41,1,0.1435984971805001,0.2848683700819962,True,RELA,REAC:R-HSA-622312,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-2559583,Cellular Senescence,Cellular Senescence,61,1875,41,3,0.14628921856905294,0.2871023701322879,True,IL1A;RELA;STAT3,REAC:R-HSA-2262752,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9678108,SARS-CoV-1 Infection,SARS-CoV-1 Infection,31,1875,41,2,0.1458898349609444,0.2871023701322879,True,BECN1;RELA,REAC:R-HSA-9679506,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-390466,Chaperonin-mediated protein folding,Chaperonin-mediated protein folding,8,1875,41,1,0.16239531817416245,0.30220842343996274,True,STAT3,REAC:R-HSA-391251,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-500792,GPCR ligand binding,GPCR ligand binding,98,1875,41,4,0.16304432654303191,0.30220842343996274,True,CCL20;CXCR4;PTGER2;PTGER4,REAC:R-HSA-372790,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-391251,Protein folding,Protein folding,8,1875,41,1,0.16239531817416245,0.30220842343996274,True,STAT3,REAC:R-HSA-392499,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9824446,Viral Infection Pathways,Viral Infection Pathways,133,1875,41,5,0.16072748718895807,0.30220842343996274,True,BECN1;CXCR4;HSPA1A;NR3C1;RELA,REAC:R-HSA-5663205,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-211976,Endogenous sterols,Endogenous sterols,8,1875,41,1,0.16239531817416245,0.30220842343996274,True,RXRA,REAC:R-HSA-211897,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-159418,Recycling of bile acids and salts,Recycling of bile acids and salts,8,1875,41,1,0.16239531817416245,0.30220842343996274,True,RXRA,REAC:R-HSA-194068,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9759194,Nuclear events mediated by NFE2L2,Nuclear events mediated by NFE2L2,33,1875,41,2,0.1612855179353691,0.30220842343996274,True,RELA;SQSTM1,REAC:R-HSA-9755511,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-1169408,ISG15 antiviral mechanism,ISG15 antiviral mechanism,8,1875,41,1,0.16239531817416245,0.30220842343996274,True,BECN1,REAC:R-HSA-1169410,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-111453,BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members,BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members,8,1875,41,1,0.16239531817416245,0.30220842343996274,True,STAT3,REAC:R-HSA-109606,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-2586552,Signaling by Leptin,Signaling by Leptin,8,1875,41,1,0.16239531817416245,0.30220842343996274,True,STAT3,REAC:R-HSA-162582,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC","Antigen Presentation: Folding, assembly and peptide loading of class I MHC",8,1875,41,1,0.16239531817416245,0.30220842343996274,True,BECN1,REAC:R-HSA-983169,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-6798695,Neutrophil degranulation,Neutrophil degranulation,99,1875,41,4,0.16732461911592733,0.30858359404706387,True,HSPA1A;MMP9;PTGES2;TIMP2,REAC:R-HSA-168249,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-622312,Inflammasomes,Inflammasomes,9,1875,41,1,0.18078942205976517,0.3205300381441599,True,RELA,REAC:R-HSA-168643,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-975634,Retinoid metabolism and transport,Retinoid metabolism and transport,9,1875,41,1,0.18078942205976517,0.3205300381441599,True,AKR1C3,REAC:R-HSA-2187338;REAC:R-HSA-6806667,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9823730,Formation of definitive endoderm,Formation of definitive endoderm,9,1875,41,1,0.18078942205976517,0.3205300381441599,True,CXCR4,REAC:R-HSA-9758941,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-6806667,Metabolism of fat-soluble vitamins,Metabolism of fat-soluble vitamins,9,1875,41,1,0.18078942205976517,0.3205300381441599,True,AKR1C3,REAC:R-HSA-196854,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9029569,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,9,1875,41,1,0.18078942205976517,0.3205300381441599,True,RXRA,REAC:R-HSA-9024446,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-1810476,RIP-mediated NFkB activation via ZBP1,RIP-mediated NFkB activation via ZBP1,9,1875,41,1,0.18078942205976517,0.3205300381441599,True,RELA,REAC:R-HSA-1606322,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-452723,Transcriptional regulation of pluripotent stem cells,Transcriptional regulation of pluripotent stem cells,9,1875,41,1,0.18078942205976517,0.3205300381441599,True,STAT3,REAC:R-HSA-1266738,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-1606322,ZBP1(DAI) mediated induction of type I IFNs,ZBP1(DAI) mediated induction of type I IFNs,9,1875,41,1,0.18078942205976517,0.3205300381441599,True,RELA,REAC:R-HSA-1834949,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-913531,Interferon Signaling,Interferon Signaling,68,1875,41,3,0.1839023287252669,0.3244815127017077,True,BECN1;HSPA1A;STAT3,REAC:R-HSA-1280215,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-1266738,Developmental Biology,Developmental Biology,297,1875,41,9,0.1892543520568667,0.3323270201183726,True,CXCR4;MMP2;MMP9;PPARA;PPARG;RELA;RXRA;SIRT1;STAT3,REAC:0000000,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-933542,TRAF6 mediated NF-kB activation,TRAF6 mediated NF-kB activation,10,1875,41,1,0.19878922575542973,0.3331308029773601,True,RELA,REAC:R-HSA-168928,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9673770,Signaling by PDGFRA extracellular domain mutants,Signaling by PDGFRA extracellular domain mutants,10,1875,41,1,0.19878922575542973,0.3331308029773601,True,STAT3,REAC:R-HSA-9671555,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-1059683,Interleukin-6 signaling,Interleukin-6 signaling,10,1875,41,1,0.19878922575542973,0.3331308029773601,True,STAT3,REAC:R-HSA-6783589,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9031628,NGF-stimulated transcription,NGF-stimulated transcription,10,1875,41,1,0.19878922575542973,0.3331308029773601,True,F3,REAC:R-HSA-198725,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-3214841,PKMTs methylate histone lysines,PKMTs methylate histone lysines,10,1875,41,1,0.19878922575542973,0.3331308029773601,True,RELA,REAC:R-HSA-3247509,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9024446,NR1H2 and NR1H3-mediated signaling,NR1H2 and NR1H3-mediated signaling,10,1875,41,1,0.19878922575542973,0.3331308029773601,True,RXRA,REAC:R-HSA-9006931,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-3772470,Negative regulation of TCF-dependent signaling by WNT ligand antagonists,Negative regulation of TCF-dependent signaling by WNT ligand antagonists,10,1875,41,1,0.19878922575542973,0.3331308029773601,True,DKK1,REAC:R-HSA-201681,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-5621575,CD209 (DC-SIGN) signaling,CD209 (DC-SIGN) signaling,10,1875,41,1,0.19878922575542973,0.3331308029773601,True,RELA,REAC:R-HSA-5621481,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-8866910,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,10,1875,41,1,0.19878922575542973,0.3331308029773601,True,ESR1,REAC:R-HSA-8864260,41,1893
gelsemium_crc1893,REAC,REAC:R-HSA-9673767,"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants","Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",10,1875,41,1,0.19878922575542973,0.3331308029773601,True,STAT3,REAC:R-HSA-9671555,41,1893
