set_a,set_a_label,set_b,set_b_label,background_n,set_a_n,set_b_n,overlap_n,expected_overlap,fold_enrichment_observed_over_expected,odds_ratio,fisher_p_two_sided,fisher_p_overlap_greater,fisher_p_overlap_less,jaccard_index,a_only_n,b_only_n,neither_n,overlap_genes,a_only_genes,b_only_genes,fisher_q_two_sided_bh,primary_comparison
stable_ml,17 stable-ML genes,tier1,16 Tier 1 cross-supported genes,97,17,16,1,2.804123711340206,0.35661764705882354,0.2708333333333333,0.2903649141565514,0.9660076506006215,0.17623725765523912,0.03125,16,15,65,CEBPB,ACACA;AGTR1;ANGPT2;BMP2;CD36;CNR1;EPAS1;FABP1;FASN;INHBA;MKI67;NR3C1;RXRA;TIMP1;UBE2C;VEGFA,ADIPOQ;ESR1;IFNG;IL13;IL18;IL1A;IL1B;IL6;MMP9;PPARA;PPARG;RELA;SREBF1;STAT3;TP53,0.36295614269568927,True
