compartment,n_paired_donors,mean_delta_tumor_minus_normal,median_delta_tumor_minus_normal,sd_delta,mean_delta_95ci_low,mean_delta_95ci_high,paired_t_statistic,paired_t_p,paired_wilcoxon_statistic,paired_wilcoxon_p,direction,paired_t_BH_FDR,paired_wilcoxon_BH_FDR
epithelial,36,0.034078272296141805,0.03583990012502112,0.049144378269661185,0.017450206970446303,0.05070633762183731,4.160590508539982,0.0001956955622696449,102.0,0.0001365947537124157,up,0.0003913911245392898,0.0002731895074248314
myeloid,36,0.07609920208892909,0.0803786824589711,0.0909693977031299,0.045319586171382015,0.10687881800647617,5.01921771565016,1.5137967668501839e-05,52.0,1.153675839304924e-06,up,6.0551870674007355e-05,4.614703357219696e-06
fibroblast,32,-0.13239613680197243,-0.1345535344583495,0.2165092886255996,-0.2104560594986295,-0.054336214105315375,-3.459184840700911,0.0015983845540932444,108.0,0.0027503338642418385,down,0.002131179405457659,0.003667111818989118
endothelial,34,0.016264391381128472,0.01934081735952852,0.09237160848104467,-0.01596558648420468,0.048494369246461624,1.0266886687564596,0.31203428346748757,221.0,0.19647399161476642,up,0.31203428346748757,0.19647399161476642
