compartment,donor_id,tumor_score,normal_score,tumor_minus_normal
epithelial,C106,-0.024667229320663297,-0.014166783307096208,-0.010500446013567089
epithelial,C107,0.052041096145594115,-0.08037606101874296,0.13241715716433708
epithelial,C109,-0.06384595439204788,-0.02853973512979014,-0.035306219262257736
epithelial,C110,0.0432516897786965,-0.051868112604372706,0.0951198023830692
epithelial,C111,0.04146661163496433,0.009419824151600137,0.032046787483364196
epithelial,C112,-0.04443397285420131,0.004723496456043907,-0.049157469310245214
epithelial,C113,-0.015940361866614756,-0.08012346966654021,0.06418310779992546
epithelial,C114,-0.0006465458666616213,-0.0236376761919088,0.02299113032524718
epithelial,C115,-0.01601742786331288,-0.05204218219856179,0.03602475433524891
epithelial,C116,-0.04210677899153168,-0.03661498404756588,-0.005491794943965803
epithelial,C119,-0.010450384328708545,0.013579481620002876,-0.02402986594871142
epithelial,C122,-0.0054615663417085444,-0.04985185402107022,0.04439028767936168
epithelial,C123,-0.0030750475436386363,-0.0695106116162807,0.06643556407264206
epithelial,C124,-0.014382554617140409,0.006729772347203574,-0.021112326964343984
epithelial,C125,0.005784241845023726,-0.06347064725399472,0.06925488909901845
epithelial,C126,0.030237658244910395,-0.026690574198113902,0.05692823244302429
epithelial,C129,0.0015553147365788026,-0.10381506018903686,0.10537037492561566
epithelial,C130,0.020939000566299066,-0.06905985077145142,0.08999885133775049
epithelial,C132,0.07509950376589236,-0.1336043369285807,0.20870384069447306
epithelial,C133,0.12790708400453013,0.015241491608896084,0.11266559239563405
epithelial,C134,-0.024791219921444164,0.03841406224406259,-0.06320528216550675
epithelial,C135,-0.05138997415206245,-0.05926750176842602,0.007877527616363567
epithelial,C136,-0.007887175331216379,-0.06856828920278157,0.0606811138715652
epithelial,C137,-0.006368132229899012,-0.03709580938074307,0.030727677150844058
epithelial,C138,-0.04856546693283748,-0.01935769464911666,-0.02920777228372082
epithelial,C139,0.03702052838459494,-0.058727167683488575,0.09574769606808352
epithelial,C140,-0.032259630598818104,-0.11902069852333964,0.08676106792452154
epithelial,C142,-0.005453369646908164,-0.04995994364976184,0.044506574002853676
epithelial,C143,-0.04775604984669583,-0.07161527293753106,0.023859223090835227
epithelial,C151,0.053098386584209296,0.013620489115308462,0.03947789746890083
epithelial,C152,-0.013201592451015192,-0.033302259973240975,0.020100667522225783
epithelial,C155,0.0384161261125028,0.008772042452528642,0.02964408365997416
epithelial,C157,0.07217091878944694,0.07705814924830977,-0.004887230458862829
epithelial,C162,0.015044294504969283,-0.02767271187514419,0.04271700638011347
epithelial,C165,0.06818752486137038,0.008921707187148105,0.059265817674222274
epithelial,C170,0.010551986437525446,-0.04448720815484054,0.05503919459236598
myeloid,C106,-0.03596752346419623,-0.12031367979772553,0.08434615633352929
myeloid,C107,0.007329786943652911,-0.06645714468322694,0.07378693162687985
myeloid,C109,-0.0555493376752759,-0.08948122505615982,0.03393188738088392
myeloid,C110,-0.009313172434395667,-0.179311473546973,0.16999830111257733
myeloid,C111,-0.0072134302807630914,-0.06530536097162243,0.058091930690859335
myeloid,C112,-0.004894776277880428,-0.06367122731874054,0.058776451040860114
myeloid,C113,-0.07238833755285382,-0.15317246337820375,0.08078412582534994
myeloid,C114,-0.06762320899678285,-0.11129519780714452,0.04367198881036166
myeloid,C115,-0.03063746125209084,-0.0832980230074138,0.052660561755322965
myeloid,C116,-0.05847413029751876,-0.040768800769001245,-0.017705329528517513
myeloid,C119,-0.040660921705705,-0.20042382180690765,0.15976290010120264
myeloid,C122,-0.038993944347535746,-0.12052650394718767,0.08153255959965192
myeloid,C123,-0.03313940892077841,-0.1277786804455514,0.094639271524773
myeloid,C124,-0.01780630495337418,0.04504795557477337,-0.06285426052814755
myeloid,C125,-0.018759007053148216,-0.055902952300606386,0.03714394524745817
myeloid,C126,-0.02124006255012014,-0.04907204751473139,0.02783198496461125
myeloid,C129,-0.024024509425933573,-0.11754920104320979,0.09352469161727622
myeloid,C130,-0.024726972862116763,-0.03360342408945016,0.008876451227333399
myeloid,C132,0.05741997188412347,-0.18796403147280216,0.24538400335692562
myeloid,C133,0.04219410848589232,0.07953436975367367,-0.03734026126778135
myeloid,C134,-0.020093715508461833,-0.04289030950235352,0.022796593993891688
myeloid,C135,-0.03783475038284239,-0.04038238357752562,0.0025476331946832284
myeloid,C136,-0.003233751602581452,-0.03317148885980714,0.029937737257225688
myeloid,C137,-0.015255126328464636,-0.07143260657994688,0.05617748025148224
myeloid,C138,-0.042449480968627454,-0.07612511945910104,0.033675638490473586
myeloid,C139,-0.06604377739461924,-0.0872738393891816,0.021230061994562358
myeloid,C140,-0.024105863383336076,-0.17799710063263774,0.15389123724930165
myeloid,C142,-0.06642785905092963,-0.14861295404485786,0.08218509499392823
myeloid,C143,-0.03925871658724103,-0.12960235302781928,0.09034363644057825
myeloid,C151,-0.013835498742992058,-0.03363231222191062,0.01979681347891856
myeloid,C152,-0.04755899072430717,0.21020236300925413,-0.2577613537335613
myeloid,C155,0.09435276861506608,0.09550812812239835,-0.0011553595073322681
myeloid,C157,0.1693689304317588,0.05684990724143774,0.11251902319032106
myeloid,C162,0.03261517614665087,-0.03749078429251186,0.07010596043916273
myeloid,C165,0.028861165924301626,-0.04291731949317558,0.07177848541747721
myeloid,C170,0.01810530787136434,-0.048133306942128744,0.06623861481349308
fibroblast,C106,-0.22635439038276672,0.011376214939324806,-0.23773060532209153
fibroblast,C107,0.059968960285186765,0.02631977522139286,0.033649185063793906
fibroblast,C109,0.10269744561186858,0.00473732010207393,0.09796012550979465
fibroblast,C110,-0.013224954530596734,-0.11264123172441032,0.09941627719381359
fibroblast,C111,0.027764928626049668,-0.01926948348144916,0.04703441210749883
fibroblast,C112,-0.004376440270182987,-0.004954544048563674,0.0005781037783806871
fibroblast,C113,-0.11044941749423742,0.017600032410794688,-0.12804944990503211
fibroblast,C114,-0.04068533818309124,0.04685269730786482,-0.08753803549095607
fibroblast,C115,0.08821342140436172,-0.03221581729927233,0.12042923870363406
fibroblast,C116,0.06043915753252804,-0.0552651828953198,0.11570434042784784
fibroblast,C119,0.07141395285725594,-0.27332741022109985,0.3447413630783558
fibroblast,C122,-0.02884981134951475,-0.007391269439675356,-0.021458541909839396
fibroblast,C123,-0.00349129892885685,-0.05433559409544073,0.05084429516658388
fibroblast,C124,-0.034241972854804424,0.027755649693386807,-0.06199762254819123
