pathway,NES,raw_p,n_genes,direction,method,dataset_id,tissue,contrast_id,source,FDR
HALLMARK_IL6_JAK_STAT3_SIGNALING,2.4195120289782635,0.015541346703405005,74,up,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.05977441039771156
HALLMARK_GLYCOLYSIS,-2.3229537816430423,0.02018163545698877,185,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.07207726948924562
HALLMARK_HEME_METABOLISM,2.292222871322235,0.02189278582567435,170,up,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.07297595275224783
HALLMARK_ESTROGEN_RESPONSE_LATE,-2.1140968882606863,0.03450699291779582,175,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.10783435286811194
HALLMARK_PEROXISOME,1.8574017093312487,0.06325402347980796,96,up,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.18395955344728068
HALLMARK_ESTROGEN_RESPONSE_EARLY,-1.8335667971314067,0.06671832466157473,182,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.18395955344728068
HALLMARK_PI3K_AKT_MTOR_SIGNALING,1.8125281375385482,0.06990463030996666,94,up,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.18395955344728068
HALLMARK_FATTY_ACID_METABOLISM,1.659993606031073,0.09691573883250039,143,up,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.23477559934985892
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-1.6516508295805299,0.09860575172694075,39,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.23477559934985892
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-1.6023877253052952,0.10906989746271062,182,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.2478861305970696
HALLMARK_BILE_ACID_METABOLISM,1.53797046531207,0.12405583637043079,99,up,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.25565436950553005
HALLMARK_MYC_TARGETS_V1,-1.5376241438355445,0.12414054062621617,184,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.25565436950553005
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-1.513906458722316,0.13004956579337512,104,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.25565436950553005
HALLMARK_COMPLEMENT,1.502607562290067,0.13294027214287563,171,up,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.25565436950553005
HALLMARK_MITOTIC_SPINDLE,-1.4731221832095447,0.14071809287776163,196,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.26058906088474376
HALLMARK_ANGIOGENESIS,-1.375100194541754,0.16910038407653716,34,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.30196497156524493
HALLMARK_IL2_STAT5_SIGNALING,1.0772711486457027,0.28135914768928527,184,up,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.48510197877462974
HALLMARK_HEDGEHOG_SIGNALING,-0.979109848420926,0.3275257060216855,31,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.5458761767028092
HALLMARK_KRAS_SIGNALING_DN,-0.8676584464126668,0.3855813402796179,134,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.6219053875477707
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.8103801312885328,0.4177217335618598,71,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.6526243039014236
HALLMARK_APICAL_JUNCTION,-0.7820730897958414,0.4341716205760424,182,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.6526243039014236
HALLMARK_MYC_TARGETS_V2,0.7658181272663005,0.4437845266529681,57,up,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.6526243039014236
HALLMARK_APOPTOSIS,-0.7201139191335977,0.4714548581373519,148,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.673506940196217
HALLMARK_PANCREAS_BETA_CELLS,-0.6255971205439459,0.5315792279287266,24,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.7276170418434065
HALLMARK_TGF_BETA_SIGNALING,-0.6151788541537432,0.5384366109641208,51,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.7276170418434065
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.5898184296030942,0.555312385614086,185,up,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.7306741915974816
HALLMARK_UV_RESPONSE_UP,0.525507466815804,0.5992304639966735,136,up,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.7597295975161564
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.5132396721972206,0.6077836780129251,46,up,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.7597295975161564
HALLMARK_MYOGENESIS,-0.4030642286284643,0.6869009750777849,171,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.8376841159485182
HALLMARK_KRAS_SIGNALING_UP,-0.3302713910484881,0.7411949078601325,186,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.8760027005346479
HALLMARK_MTORC1_SIGNALING,-0.2918049072773203,0.7704357929971339,185,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.8760027005346479
HALLMARK_APICAL_SURFACE,-0.29122090342111956,0.7708823764704901,39,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.8760027005346479
HALLMARK_XENOBIOTIC_METABOLISM,0.2567901539871422,0.7973407712513227,165,up,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.8859341902792475
HALLMARK_DNA_REPAIR,-0.18528740568397667,0.85300361580531,142,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.9271778432666413
HALLMARK_NOTCH_SIGNALING,-0.15394047812500491,0.8776566675558082,31,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.9336773059104343
HALLMARK_COAGULATION,-0.08277623871173104,0.9340294630348687,111,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.9687749331934528
HALLMARK_UV_RESPONSE_DN,-0.06346097435415322,0.9493994345295838,140,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.9687749331934528
HALLMARK_ANDROGEN_RESPONSE,-0.004797903715617866,0.9961718413883874,92,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Hallmark,0.9961718413883873
