pathway,NES,raw_p,n_genes,direction,method,dataset_id,tissue,contrast_id,source,FDR
HALLMARK_G2M_CHECKPOINT,-4.337105879858374,1.4437108895974167e-05,183,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.0007218554447987084
HALLMARK_E2F_TARGETS,-3.302049113656707,0.0009598126252622555,190,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.023995315631556387
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-3.0270499940138476,0.0024695311103252915,194,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.04115885183875486
HALLMARK_P53_PATHWAY,-2.606263470915143,0.009153602064112266,177,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.11442002580140333
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-2.0812318046334313,0.03741269374325833,46,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.31043271143131357
HALLMARK_ALLOGRAFT_REJECTION,-2.0620492706623397,0.03920304535491258,156,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.31043271143131357
HALLMARK_MYC_TARGETS_V1,-2.019256374939059,0.0434605796003839,191,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.31043271143131357
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-1.9460673501601342,0.05164664992173391,175,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.3227915620108369
HALLMARK_IL6_JAK_STAT3_SIGNALING,-1.8758221353997093,0.06067970740829099,73,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.3242806658025984
HALLMARK_APICAL_JUNCTION,1.8462484901407104,0.06485613316051968,159,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.3242806658025984
HALLMARK_UV_RESPONSE_UP,1.7393787964524279,0.08196815538402853,132,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.3646710407229291
HALLMARK_MYC_TARGETS_V2,1.6716111445513795,0.09460102573117628,58,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.3646710407229291
HALLMARK_HEDGEHOG_SIGNALING,1.6705303966919685,0.09481447058796157,28,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.3646710407229291
HALLMARK_COAGULATION,1.56555103098177,0.1174537617042887,118,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.4194777203724596
HALLMARK_NOTCH_SIGNALING,-1.504496501447437,0.13245357349602388,32,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.4415119116534129
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-1.4173963861569758,0.15636706867697558,110,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.4886470896155487
HALLMARK_PEROXISOME,-1.2842151793109788,0.19906667544397205,91,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.5854902218940354
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-1.207461166192896,0.2272545918354888,37,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.604916519964899
HALLMARK_HYPOXIA,-1.2006982387448475,0.22986827758666162,171,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.604916519964899
HALLMARK_GLYCOLYSIS,-1.1532212950834868,0.24881956504052083,176,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.6220489126013021
HALLMARK_ESTROGEN_RESPONSE_EARLY,1.086599035593512,0.2772140514608137,169,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.6353066436407656
HALLMARK_APICAL_SURFACE,1.0813646872473452,0.27953492320193685,37,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.6353066436407656
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.9720271374006939,0.33103704819926894,177,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.7196457569549325
HALLMARK_INFLAMMATORY_RESPONSE,-0.9088329364744325,0.36343831798083204,160,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.7485438654638645
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.8884998569959384,0.37427193273193227,87,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.7485438654638645
HALLMARK_UV_RESPONSE_DN,0.7943749024431035,0.42697721049693105,135,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.7950281438655475
HALLMARK_KRAS_SIGNALING_DN,0.7468746280127291,0.45513924251977356,96,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.7950281438655475
HALLMARK_ESTROGEN_RESPONSE_LATE,0.7432693175070733,0.45731864376972886,159,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.7950281438655475
HALLMARK_PROTEIN_SECRETION,-0.7370099090679135,0.4611163234420176,90,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.7950281438655475
HALLMARK_IL2_STAT5_SIGNALING,-0.6854836826101055,0.4930387539082124,174,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.8217312565136873
HALLMARK_PANCREAS_BETA_CELLS,-0.624252980221634,0.5324614579916338,19,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.8324345190256022
HALLMARK_TGF_BETA_SIGNALING,0.6238012902825061,0.5327580921763854,49,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.8324345190256022
HALLMARK_APOPTOSIS,-0.5610607526521596,0.5747561222378557,142,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.8708426094512964
HALLMARK_MITOTIC_SPINDLE,-0.5138924132270468,0.6073272120850447,191,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.8875973719645192
HALLMARK_MYOGENESIS,-0.4939830355830068,0.6213181603751634,161,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.8875973719645192
HALLMARK_MTORC1_SIGNALING,-0.3353968852450455,0.7373257172472223,187,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.9341819458914804
HALLMARK_SPERMATOGENESIS,-0.3088362937045375,0.7574460594020587,76,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_1.5mgkgd,Hallmark,0.9341819458914804
