pathway,NES,raw_p,n_genes,direction,method,dataset_id,tissue,contrast_id,source,FDR
REACTOME_INNATE_IMMUNE_SYSTEM,6.537272328187649,6.265091082379413e-11,825,up,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Reactome,9.159563162438702e-08
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,5.07443573855552,3.88647542761601e-07,48,up,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Reactome,0.0002153499019515528
REACTOME_INTERFERON_GAMMA_SIGNALING,5.049963511559412,4.418944636488771e-07,68,up,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Reactome,0.0002153499019515528
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM,-4.693831893947791,2.681344013960241e-06,73,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Reactome,0.000980031237102468
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION,-4.400065215345749,1.082183501834535e-05,978,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Reactome,0.0031643045593641806
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION,-4.358283368977615,1.3108658764848575e-05,59,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Reactome,0.0031941431857014364
REACTOME_PARASITE_INFECTION,4.292000850237828,1.770702706381148e-05,58,up,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Reactome,0.003698239081041769
REACTOME_MEMBRANE_TRAFFICKING,4.157768924686331,3.213708505033751e-05,572,up,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Reactome,0.005215402024607405
REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS,4.149207848687965,3.336277823472964e-05,26,up,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Reactome,0.005215402024607405
REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS,-4.13385367454863,3.567306446379894e-05,10,down,preranked_rank_sum,GSE158473,ovary,GSE158473_0month_DiNP_100ugkgd,Reactome,0.005215402024607405
