pathway,NES,raw_p,n_genes,direction,method,dataset_id,tissue,contrast_id,source,FDR
HALLMARK_INTERFERON_GAMMA_RESPONSE,9.88889611716134,4.6512835269684927e-23,177,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Hallmark,2.3256417634842463e-21
HALLMARK_ALLOGRAFT_REJECTION,9.02865428743825,1.7379578572236378e-19,166,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Hallmark,4.344894643059094e-18
HALLMARK_INTERFERON_ALPHA_RESPONSE,7.642742857642314,2.1264240229244187e-14,87,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Hallmark,3.544040038207364e-13
HALLMARK_TNFA_SIGNALING_VIA_NFKB,6.9244353703088315,4.377178153830368e-12,182,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Hallmark,5.47147269228796e-11
HALLMARK_INFLAMMATORY_RESPONSE,6.4952124903416,8.291629456015829e-11,173,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Hallmark,8.291629456015829e-10
HALLMARK_MTORC1_SIGNALING,5.576341869291861,2.4562898564909335e-08,185,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Hallmark,2.0469082137424446e-07
HALLMARK_IL6_JAK_STAT3_SIGNALING,5.489896967951988,4.021682710876272e-08,74,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Hallmark,2.8726305077687654e-07
HALLMARK_PROTEIN_SECRETION,5.004247501180938,5.608066624799337e-07,93,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Hallmark,3.5050416404995853e-06
HALLMARK_UV_RESPONSE_DN,4.541620520996828,5.582345783401915e-06,140,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Hallmark,3.101303213001064e-05
HALLMARK_IL2_STAT5_SIGNALING,4.284942147278409,1.8278674670662413e-05,184,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Hallmark,9.139337335331206e-05
HALLMARK_ANDROGEN_RESPONSE,4.172637774330905,3.010934185541448e-05,92,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Hallmark,0.00013686064479733853
HALLMARK_MITOTIC_SPINDLE,4.122547170258663,3.747058488271262e-05,196,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Hallmark,0.00015485853956694973
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,4.1059639921128115,4.0263220287406925e-05,104,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Hallmark,0.00015485853956694973
HALLMARK_APOPTOSIS,4.065277508124096,4.7975342937993094e-05,148,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Hallmark,0.0001713405104928325
HALLMARK_E2F_TARGETS,-4.013378820527679,5.985573713115943e-05,191,down,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Hallmark,0.00019951912377053145
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-3.9173821881764326,8.951576910488428e-05,181,down,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Hallmark,0.0002797367784527634
HALLMARK_KRAS_SIGNALING_UP,3.670230080644253,0.00024233224466548709,186,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Hallmark,0.000712741896074962
HALLMARK_HYPOXIA,3.534519794848467,0.00040851683533371495,180,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Hallmark,0.001134768987038097
HALLMARK_COMPLEMENT,3.2735313956520296,0.0010621259068780914,171,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Hallmark,0.0027950681759949772
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,3.2255923118078216,0.001257122881693507,185,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Hallmark,0.0031428072042337676
HALLMARK_P53_PATHWAY,2.886593186671128,0.0038943740448672735,183,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Hallmark,0.009119444575698977
