pathway,NES,raw_p,n_genes,direction,method,dataset_id,tissue,contrast_id,source,FDR
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,10.576989847834062,3.810025212710089e-26,242,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Reactome,5.5131064827915e-23
REACTOME_TRANSLATION,10.361389705588254,3.715243576455101e-25,332,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Reactome,2.6879787275652655e-22
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,9.047811084981591,1.4586285273330447e-19,295,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Reactome,7.035451596836385e-17
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,8.383082888743234,5.155914058807189e-17,152,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Reactome,1.8651519107735004e-14
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,7.94347998754972,1.96586424212772e-15,84,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Reactome,5.689211116717622e-13
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,7.680246009327351,1.5878336731548438e-14,88,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Reactome,3.829325541758432e-12
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,7.583426635707725,3.3654588012972617e-14,65,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Reactome,6.9568841221101966e-12
REACTOME_SELENOAMINO_ACID_METABOLISM,7.379760983791684,1.5857394994629898e-13,90,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Reactome,2.8682063196536828e-11
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,7.292955612743379,3.032280168085183e-13,72,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Reactome,4.8752326702436223e-11
REACTOME_RIBOSOME_ASSOCIATED_QUALITY_CONTROL,7.180036541093163,6.969278934912871e-13,116,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Reactome,1.0084546618818924e-10
REACTOME_CELLULAR_RESPONSE_TO_STARVATION,6.681144594209044,2.370831562668694e-11,122,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Reactome,3.1187211556196365e-09
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,6.555144869467939,5.558788552753213e-11,121,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Reactome,6.702972529861582e-09
REACTOME_COMPLEX_I_BIOGENESIS,6.099241539231965,1.0657292829416485e-09,65,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Reactome,1.1862386710896658e-07
REACTOME_NONSENSE_MEDIATED_DECAY_NMD,5.834980890865322,5.379673226321982e-09,85,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Reactome,5.560276541777077e-07
REACTOME_RIBOSOME_QUALITY_CONTROL_RQC_COMPLEX_EXTRACTS_AND_DEGRADES_NASCENT_PEPTIDE,5.805102897844903,6.43264870096738e-09,86,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Reactome,6.205361780199867e-07
REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION,5.665805783770511,1.463352026240077e-08,107,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Reactome,1.265513870362963e-06
REACTOME_MITOCHONDRIAL_TRANSLATION,5.663081842731398,1.4867820177035503e-08,113,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Reactome,1.265513870362963e-06
REACTOME_MITOCHONDRIAL_TRANSLATION_ELONGATION,5.526240826294924,3.271649706764805e-08,88,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Reactome,2.6300428476048183e-06
REACTOME_SIGNALING_BY_ROBO_RECEPTORS,5.354481912617588,8.580190269758709e-08,158,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Reactome,6.3703290694234505e-06
REACTOME_INFLUENZA_INFECTION,5.343676280639905,9.108016759080794e-08,125,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Reactome,6.3703290694234505e-06
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,5.340968705752032,9.245121662604868e-08,45,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Reactome,6.3703290694234505e-06
