pathway,NES,raw_p,n_genes,direction,method,dataset_id,tissue,contrast_id,source,FDR
REACTOME_SARS_COV_INFECTIONS,5.465547092860833,4.614812498182654e-08,356,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,3.6920522368656572e-06
REACTOME_DENGUE_VIRUS_INFECTION,5.458632669527046,4.798152701808994e-08,311,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,3.6920522368656572e-06
REACTOME_MATURATION_OF_DENV_PROTEINS,5.423508187791334,5.844053706636179e-08,48,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,4.272003259551047e-06
REACTOME_DENGUE_VIRUS_GENOME_TRANSLATION_AND_REPLICATION,5.3489485957191425,8.846666223332158e-08,74,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,6.158964770719817e-06
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,5.317400440812672,1.0526024493088046e-07,65,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,6.995021731315783e-06
REACTOME_SIGNALING_BY_ALK_IN_CANCER,5.248552365252832,1.5329906725298027e-07,85,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,9.49216285347893e-06
REACTOME_INTERFERON_GAMMA_SIGNALING,5.245543724008656,1.5582209882591953e-07,68,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,9.49216285347893e-06
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,5.228043938557548,1.7131280365612622e-07,90,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,1.001837275781026e-05
REACTOME_MITOCHONDRIAL_TRANSLATION_ELONGATION,-4.990249427605071,6.030137656382467e-07,88,down,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,3.390792789858141e-05
REACTOME_CO_INHIBITION_BY_PD_1,4.958835147467163,7.091711198407383e-07,142,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,3.8400302859524424e-05
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,4.938067293645742,7.890061840302779e-07,133,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,4.119739432329523e-05
REACTOME_NEUTROPHIL_DEGRANULATION,4.926777015679393,8.359706348212342e-07,392,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,4.2144450624436015e-05
REACTOME_INTERFERON_SIGNALING,4.826515579406551,1.3894252948641337e-06,219,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,6.771132603637878e-05
REACTOME_COMPLEX_IV_ASSEMBLY,-4.732737811723622,2.2151154083271336e-06,41,down,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.00010446770087013771
REACTOME_MITOCHONDRIAL_TRANSLATION,-4.6749650342265126,2.940037071062106e-06,98,down,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.00013432294368414995
REACTOME_LEISHMANIA_INFECTION,4.599550094499592,4.234043703697425e-06,144,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.00018758096650926167
REACTOME_RAC1_GTPASE_CYCLE,4.51198617211559,6.422337612519817e-06,177,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.00027118323036696675
REACTOME_MUSCLE_CONTRACTION,4.509695489437874,6.492074598388397e-06,163,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.00027118323036696675
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,4.478075104063442,7.5319105039806485e-06,48,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.000305879254356103
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,4.471100985759573,7.781793946835827e-06,152,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.0003074860202776751
REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES,4.433250317716663,9.282299024519998e-06,49,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.0003571242414170589
REACTOME_CELL_CELL_COMMUNICATION,4.34975811384984,1.3628778074655897e-05,245,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.0005109044498755621
REACTOME_REGULATION_OF_PD_L1_CD274_TRANSCRIPTION,4.314163017423043,1.602087009275153e-05,44,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.0005855628018900684
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,4.275844784298019,1.904138584127667e-05,97,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.0006789879536572315
REACTOME_REGULATION_OF_PD_L1_CD274_EXPRESSION,4.228728866951023,2.3501536433943236e-05,132,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.0008180772920577383
REACTOME_CHROMOSOME_MAINTENANCE,-4.209635246327579,2.5578329263050755e-05,90,down,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.0008564714543483194
REACTOME_PARASITE_INFECTION,4.207506962561579,2.582034503566542e-05,58,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.0008564714543483194
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,4.2028117600726675,2.6361980468997523e-05,83,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.0008564714543483194
REACTOME_TRANSCRIPTIONAL_AND_POST_TRANSLATIONAL_REGULATION_OF_MITF_M_EXPRESSION_AND_ACTIVITY,4.196211669104085,2.7141660416397323e-05,42,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.000862632772364628
REACTOME_COMPLEX_I_BIOGENESIS,-4.176678065341122,2.9579720288585245e-05,59,down,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.0009201181077002474
REACTOME_TCR_SIGNALING,4.159916909364809,3.1836339314129255e-05,90,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.0009696818349428536
REACTOME_TELOMERE_MAINTENANCE,-4.146308286014107,3.3787883283763256e-05,64,down,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.0010081201094053445
REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS,4.067965637350774,4.7425372860398184e-05,94,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.001386717902438043
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,4.039739832528127,5.351052550422528e-05,12,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.0015339683977877916
REACTOME_EXTENSION_OF_TELOMERES,-4.026564470134413,5.659772635040118e-05,49,down,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.0015912668446978176
REACTOME_HEME_SIGNALING,4.015673806370649,5.927619495703313e-05,45,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.0016153347586462434
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,4.0141376299908735,5.966352733713895e-05,22,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.0016153347586462434
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,3.9906043015514165,6.590515779919519e-05,239,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.0017099737906642086
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT,3.989927998899016,6.609335548345638e-05,139,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.0017099737906642086
REACTOME_CDC42_GTPASE_CYCLE,3.9878744582730636,6.666792480701771e-05,149,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.0017099737906642086
REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR,3.9502918015528983,7.805597113751178e-05,87,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.0019402260381794138
REACTOME_SARS_COV_2_INFECTION,3.949547306648111,7.82991356036836e-05,247,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.0019402260381794138
REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS,3.8670404322114185,0.00011016416875191358,95,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.002684333578588294
REACTOME_DENGUE_VIRUS_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES,3.854384251358645,0.00011602125665948511,26,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.002780706184199463
REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,3.8489494398495494,0.00011862548666414955,59,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.002797265508112688
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,3.8317198779100674,0.00012725057711502602,278,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.002953021329240763
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,3.7948945491531583,0.0001477062211482839,22,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.0033741639893561104
REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE,-3.7732284723448264,0.00016114858786762658,11,down,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.0036246036224995394
REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION,-3.754327119406014,0.00017380775665662153,18,down,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.0038379314328234
REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,3.7513523565527795,0.0001758833146369137,70,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.0038379314328234
REACTOME_SARS_COV_1_INFECTION,3.7204887988768913,0.00019883756127669078,116,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.004275007567448852
REACTOME_DENGUE_VIRUS_ATTACHMENT_AND_ENTRY,3.681263261288353,0.0002320812192280481,39,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.004917431050889947
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,3.65311526125669,0.00025907786413977235,120,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.005347389173225353
REACTOME_DNA_REPAIR,-3.651092692958954,0.0002611269677574602,279,down,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.005347389173225353
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT,3.648918998821198,0.0002633461152340803,491,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.005347389173225353
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,3.6379719985662544,0.000274793292054029,187,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.005503394424424525
REACTOME_SARS_COV_2_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES,3.627550233792899,0.0002861231195074394,95,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.005652864874592925
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,3.596337403835977,0.00032272915015860073,484,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.00629106690042499
REACTOME_SIGNALING_BY_VEGF,3.586463966835355,0.00033519235677220065,102,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.00644804244211786
REACTOME_CELLULAR_RESPONSES_TO_STIMULI,3.552494967397618,0.00038159631795483645,746,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.007245374244804816
REACTOME_ATTENUATION_PHASE,3.54231061512854,0.0003966381204471985,23,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.0074344222063308235
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION,3.5323973657377707,0.00041181004460738444,166,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.007621092217924
REACTOME_SARS_COV_2_HOST_INTERACTIONS,3.5265820096352627,0.0004209607719367827,158,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.007693058107144704
REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS,-3.513630767532249,0.0004420267798456145,33,down,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.0079783105201764
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE,3.4859042471356676,0.000490476533680363,34,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.008744837710252326
REACTOME_DEUBIQUITINATION,3.4794846807702533,0.0005023790905826311,217,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.008849135306407309
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,3.463984479562117,0.000532237217979103,102,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.00926346205577915
REACTOME_DISEASES_OF_IMMUNE_SYSTEM,3.444254274580528,0.0005726368869254641,29,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.009849354455117983
REACTOME_CELL_JUNCTION_ORGANIZATION,3.4390964572955727,0.0005836592340489512,217,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.00992220697883217
REACTOME_RHO_GTPASES_ACTIVATE_PAKS,3.4147992440628503,0.0006382903747087581,19,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.010653805789994043
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT,3.41353094805422,0.0006412687479613378,91,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.010653805789994043
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,3.4071338792923855,0.0006564891740251426,91,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.010784125532862456
REACTOME_RAC3_GTPASE_CYCLE,3.3989000041058026,0.0006765744784951278,87,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.010990576528443078
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,3.394590176208181,0.0006873140098285555,33,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.011031246931759314
REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS,3.3918719425533066,0.0006941687535717215,25,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.011031246931759314
REACTOME_TELOMERE_C_STRAND_SYNTHESIS_INITIATION,-3.3885265912862637,0.0007026921507006672,13,down,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.011046622842197585
REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION,3.361692752105986,0.0007746626828047515,23,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.012048477045324966
REACTOME_RHO_GTPASES_ACTIVATE_ROCKS,3.33160079786177,0.0008634802310162068,18,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.01328850629205994
REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING,3.3202067195639184,0.0008995081519491067,29,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.01369875956405827
REACTOME_MODULATION_OF_HOST_RESPONSES_BY_IFN_STIMULATED_GENES,3.3073976894775097,0.0009416710243241903,15,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.014093780549975158
REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE,-3.305826104635256,0.0009469683833196484,22,down,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.014093780549975158
REACTOME_COHESIN_LOADING_ONTO_CHROMATIN,3.303644764441271,0.0009543668087876475,10,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.014093780549975158
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION,3.2832966923205626,0.0010260062119996987,23,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.015000210819435596
REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION,-3.2707074826962756,0.0010727881394957666,81,down,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.015528873860819907
REACTOME_SARS_COV_1_HOST_INTERACTIONS,3.2476440055955864,0.0011636476248617505,77,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.01667894928968509
REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_PATHWAY,3.243715610878087,0.001179814788056625,100,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.01674649728290083
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS,3.2309874853516067,0.001233633410546043,171,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.017342038905945333
REACTOME_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION,3.2039068544506466,0.0013557633144075916,150,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.01887739014917999
REACTOME_CIRCADIAN_CLOCK,3.2002503520804693,0.0013730826309955877,104,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.018938177419958013
REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA,3.179490188277679,0.0014753436405559241,40,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.020158433668156645
REACTOME_RAC2_GTPASE_CYCLE,3.167546678648691,0.0015373102833753367,85,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.020810626243469837
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,3.1548828295585145,0.0016056257413326308,278,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.02144956111721715
REACTOME_SMOOTH_MUSCLE_CONTRACTION,3.153391503919714,0.0016138520676428772,36,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.02144956111721715
REACTOME_RHO_GTPASES_ACTIVATE_PKNS,3.1448656072553542,0.0016616314302774992,33,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.021789716801800797
REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING,3.1413686545192823,0.0016816021611186969,35,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.021789716801800797
REACTOME_SUPPRESSION_OF_PHAGOSOMAL_MATURATION,3.1409239967453693,0.001684157317786245,12,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.021789716801800797
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,3.1324128835982528,0.0017337587094311392,103,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.02223469502796777
REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK,3.1258653902813025,0.001772826800065739,48,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.02253802418866183
REACTOME_INTERLEUKIN_35_SIGNALLING,3.122382746113235,0.001793935485344184,11,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.02260977309976894
REACTOME_SIGNALING_BY_CSF1_M_CSF_IN_MYELOID_CELLS,3.115328953837645,0.001837398767638119,30,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.022959632463990853
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE,-3.103363860416046,0.001913342417870535,18,down,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.023585251639136724
REACTOME_SARS_COV_1_TARGETS_HOST_INTRACELLULAR_SIGNALLING_AND_REGULATORY_PATHWAYS,3.102377505417991,0.0019197297845808961,16,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.023585251639136724
REACTOME_PROGRAMMED_CELL_DEATH,3.099385937596998,0.0019392223087950904,176,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.02362619179548685
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,3.089268330971787,0.002006501260146032,38,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.024243841672177673
REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES,3.085189103564059,0.002034227711344025,143,up,preranked_rank_sum,GSE158473,ovary,GSE158473_3months_DiNP_20ugkgd,Reactome,0.024377384540860365
