pathway,NES,raw_p,n_genes,direction,method,dataset_id,tissue,contrast_id,source,FDR
HALLMARK_OXIDATIVE_PHOSPHORYLATION,10.057454611225756,8.517196678515476e-24,194,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,4.258598339257738e-22
HALLMARK_FATTY_ACID_METABOLISM,6.264174601489323,3.7480533401191153e-10,145,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,9.370133350297788e-09
HALLMARK_MYC_TARGETS_V1,6.023637325744897,1.7054028056581857e-09,191,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,2.8423380094303094e-08
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-4.66697141111729,3.0567184163249106e-06,179,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,3.820898020406138e-05
HALLMARK_IL6_JAK_STAT3_SIGNALING,-4.110707931890191,3.944478864849565e-05,73,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.0003944478864849565
HALLMARK_XENOBIOTIC_METABOLISM,3.959968114349035,7.495977136596231e-05,183,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.0006246647613830193
HALLMARK_BILE_ACID_METABOLISM,3.74423423598434,0.0001809447894091444,106,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.0012924627814938886
HALLMARK_MTORC1_SIGNALING,3.408046299999001,0.0006542979175971127,188,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.004089361984981955
HALLMARK_ADIPOGENESIS,3.204441864897847,0.0013532461617411032,196,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.0073358576753971005
HALLMARK_MITOTIC_SPINDLE,-3.181099649630637,0.0014671715350794202,192,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.0073358576753971005
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-2.979315324570027,0.002888933148948225,161,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.013131514313401023
HALLMARK_APICAL_JUNCTION,-2.8820643507109476,0.003950790388797445,162,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.016461626619989355
HALLMARK_INFLAMMATORY_RESPONSE,-2.3989497805739393,0.016442169512568897,159,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.06119239336473572
HALLMARK_TGF_BETA_SIGNALING,-2.362346690471553,0.018159650764937824,50,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.06119239336473572
HALLMARK_COMPLEMENT,2.358322878404155,0.018357718009420716,169,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.06119239336473572
HALLMARK_COAGULATION,2.173278843979511,0.029759336781292653,118,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.09299792744153954
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-1.9660199184122658,0.04929630981412551,35,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.13766071311306832
HALLMARK_UV_RESPONSE_UP,-1.9637606387901865,0.04955785672070459,133,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.13766071311306832
HALLMARK_DNA_REPAIR,1.9086574231349058,0.05630629902197035,143,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.1481744711104483
HALLMARK_G2M_CHECKPOINT,-1.8154987499294775,0.0694472978978242,186,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.1736182447445605
HALLMARK_HEME_METABOLISM,1.7073472229708613,0.08775753370690026,170,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.208946508825953
HALLMARK_KRAS_SIGNALING_UP,-1.6824485199953885,0.09248189952553877,171,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.2101861352853154
HALLMARK_P53_PATHWAY,-1.6107227130376527,0.10724017292055407,180,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.23313081069685668
HALLMARK_PANCREAS_BETA_CELLS,1.5605745018236699,0.11862417885291957,19,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.24713370594358242
HALLMARK_HEDGEHOG_SIGNALING,-1.5102704511839413,0.1309744283478701,26,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.2619488566957402
HALLMARK_ALLOGRAFT_REJECTION,-1.3961217981752179,0.16267782067478442,157,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.3128419628361239
HALLMARK_NOTCH_SIGNALING,-1.2738513893347025,0.20271608876192337,31,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.3754001643739322
HALLMARK_APOPTOSIS,-1.1583262787647235,0.24673091124029645,143,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.44059091292910085
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,1.1164935349277156,0.26421093601981294,46,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.4555360965858844
HALLMARK_UV_RESPONSE_DN,-1.078315271322605,0.2808930842218317,135,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.4681551403697195
HALLMARK_PEROXISOME,1.0473483987483025,0.2949389215540875,93,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.47570793799046374
HALLMARK_SPERMATOGENESIS,0.9907831335466082,0.3217914868432089,80,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.49278906648364335
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.9837452524037228,0.32524078387920463,170,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.49278906648364335
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.7705000260242217,0.4410033395984728,86,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.6447277233270087
HALLMARK_APICAL_SURFACE,-0.7532338421075725,0.45130940632890604,38,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.6447277233270087
HALLMARK_PROTEIN_SECRETION,0.7215501453398343,0.47057109996974744,90,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.6535709721802048
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.6916940096494318,0.4891295096901228,177,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.6609858239055714
HALLMARK_HYPOXIA,-0.6614034310152549,0.5083536261879409,172,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.6688863502472906
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.5491236309470638,0.5829206091496372,94,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.7473341142944067
HALLMARK_MYC_TARGETS_V2,-0.4373468398270419,0.6618598308267989,58,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.8273247885334986
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.396744255215682,0.6915560618407426,110,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.8433610510252958
HALLMARK_IL2_STAT5_SIGNALING,-0.3396052136087776,0.7341538513688092,171,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.8670460512551107
HALLMARK_ANGIOGENESIS,-0.29476561959423686,0.7681729316898999,31,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.8670460512551107
HALLMARK_ANDROGEN_RESPONSE,0.2922937091965614,0.7700620682436141,92,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.8670460512551107
HALLMARK_GLYCOLYSIS,0.2788740992146946,0.7803414461295997,175,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.8670460512551107
HALLMARK_KRAS_SIGNALING_DN,-0.19385117238910055,0.8462924171461639,101,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.9198830621153955
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.11634928770145515,0.9073757248868205,160,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.9652933243476813
HALLMARK_MYOGENESIS,-0.08346101655465557,0.9334849734885091,170,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.972380180717197
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0487327256358067,0.9611322955641468,74,up,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.9807472403715783
HALLMARK_E2F_TARGETS,-0.014558599902752371,0.988384328241223,189,down,preranked_rank_sum,GSE313258,liver,GSE313258_20weeks_DiNP_15mgkgd,Hallmark,0.988384328241223
