"module","module_size","target_score_cor","target_score_p","cohort_COAD_cor","cohort_COAD_p","target_score_BH_FDR","cohort_COAD_BH_FDR"
"blue",679,0.0384558440551193,0.454792421125499,-0.228956271976339,6.52864874184832e-06,0.454792421125499,3.26432437092416e-05
"grey",4124,0.0795385803463392,0.121661436028429,-0.0296281074962854,0.564762666370618,0.152076795035536,0.705953332963273
"yellow",281,0.460888920435166,2.21315542515901e-21,0.0494623927085685,0.336244681858564,3.68859237526502e-21,0.560407803097607
"turquoise",2620,0.733665031309608,2.07387751943416e-65,-0.0505361733097756,0.325846780842884,1.03693875971708e-64,0.560407803097607
"brown",296,0.641976035150459,1.57574960395949e-45,-0.0110732379204702,0.829648338354736,3.93937400989873e-45,0.829648338354736
