"gene_symbol","module","network_input","kME_blue","kME_grey","kME_yellow","kME_turquoise","kME_brown","max_abs_kME","best_kME_module"
"AC037459.4","grey",TRUE,0.0245356085982181,0.034980412114089,-0.0117871391850513,0.311901017321868,0.18781921892747,0.311901017321868,"turquoise"
"NPIPA8","grey",TRUE,0.0862099479956143,0.0851497223686186,-0.0551384640530604,0.0140421543947664,0.0182090967194548,0.0862099479956143,"blue"
"BRD9P2","grey",TRUE,0.0137364527574916,0.253066393457064,0.0242979798126315,0.0357768290138782,0.0167468056345491,0.253066393457064,"grey"
"RP11-701H24.8","turquoise",TRUE,0.158681079320062,0.298864788619156,0.00796757872633221,0.361397532540612,0.205413468272554,0.361397532540612,"turquoise"
"CTC-296K1.4","turquoise",TRUE,0.167170955850596,0.137315939346679,0.108159201670779,0.528198429064861,0.281211915219583,0.528198429064861,"turquoise"
"PLAC4","grey",TRUE,0.0586253247130217,0.201342151277574,0.0312833645378111,0.0121089510769812,0.0806552659537253,0.201342151277574,"grey"
"RP11-142C4.4","grey",TRUE,0.292101249684066,0.226819695261408,0.0668358087652289,0.0508887687986865,0.102985278006894,0.292101249684066,"blue"
"RP5-1025A1.3","blue",TRUE,0.516237701162683,0.155125612021311,-0.268384749753385,-0.0732795419209567,-0.113187291350024,0.516237701162683,"blue"
"RP11-436D10.3","grey",TRUE,0.0945170556145765,0.0353108409229499,-0.116086134171902,-0.0296992804524078,-0.0775942538777076,0.116086134171902,"yellow"
"CTD-2033A16.3","grey",TRUE,0.15181361803603,0.0408354093648827,-0.0725018520853662,-0.0723704667102719,-0.142656328984312,0.15181361803603,"blue"
"P2RX3","blue",TRUE,0.45134413159887,0.158545823970631,-0.101038530308373,0.0981885658719537,0.083128353798749,0.45134413159887,"blue"
"RP11-76C10.6","grey",TRUE,0.244159469464607,0.196408292329654,-0.080152299398421,0.151192117015191,0.00022518236879096,0.244159469464607,"blue"
"RRM2P3","grey",TRUE,0.12865516889934,0.197524364395101,0.0355431733760694,0.233324483854807,0.12516119781404,0.233324483854807,"turquoise"
"CTB-151G24.1","grey",TRUE,-0.106714988769897,0.0108182218011041,-0.0304579741070205,0.0283257355862813,0.0551852576464482,0.106714988769897,"blue"
"RP11-37L2.1","grey",TRUE,-0.0317408794896541,0.103448532140482,0.0433459030663594,0.0294594223775341,0.033118310921745,0.103448532140482,"grey"
"IGKV2D-30","brown",TRUE,-0.00745838003770424,0.0485631608605459,0.363087495293373,0.427202358876643,0.711832716868133,0.711832716868133,"brown"
"RP11-1055B8.2","blue",TRUE,-0.35109480742972,-0.00664167037749927,0.144140579817903,-0.0104926285654668,-0.0591360343314513,0.35109480742972,"blue"
"PTGES3P2","turquoise",TRUE,-0.084669879099887,0.271267799695394,-0.00955952001425509,0.334811398154786,0.308302828909879,0.334811398154786,"turquoise"
"AC008280.3","grey",TRUE,0.0484130833366106,0.0225153683525071,-0.0289602021388766,0.062045095155359,0.0307772090424641,0.062045095155359,"turquoise"
"IGFL3","grey",TRUE,-0.247455066286787,-0.0482247050126516,-0.0289144480564049,0.265269281024402,0.0893625127070756,0.265269281024402,"turquoise"
"C11orf87","turquoise",TRUE,0.244101818296746,0.273951054482774,-0.054011380565938,0.364304914792108,0.1529129087275,0.364304914792108,"turquoise"
"CTCFL","grey",TRUE,0.242159042265419,0.23294992118297,-0.0315918482330604,0.122750537269615,0.0899924810655963,0.242159042265419,"blue"
"GOLGA8O","grey",TRUE,0.0576734974508883,0.199646883290981,0.148325273615823,0.269838231909135,0.283140119264281,0.283140119264281,"brown"
"HNRNPA1P28","grey",TRUE,0.0103154365143716,0.0151110699132957,-0.0415651338618503,0.12911886512619,0.0611512806976137,0.12911886512619,"turquoise"
"RP11-271K21.12","grey",TRUE,0.132225964977294,0.28986312136591,-0.0964235571116929,0.00265554326851718,-0.0169680574582266,0.28986312136591,"grey"
"SEPT14","grey",TRUE,0.0524962438375609,0.235143186574329,-0.0827018258741032,0.145578480307046,0.0336676135049487,0.235143186574329,"grey"
"SOHLH2","turquoise",TRUE,0.107279783037291,0.167491044498721,-0.0369346403160832,0.405532871539091,0.188335504674024,0.405532871539091,"turquoise"
"TRDV1","turquoise",TRUE,-0.254549161690052,0.0330624101303504,0.266779751923114,0.401211921832236,0.556208962521695,0.556208962521695,"brown"
"A2MP1","turquoise",TRUE,-0.0608960479734973,0.229398742682257,0.0900340229062773,0.388711458551791,0.264423704815127,0.388711458551791,"turquoise"
"AC090505.5","grey",TRUE,-0.234646583089441,0.127793021483855,0.0585082739964407,0.0326785841985235,-0.0313549288242183,0.234646583089441,"blue"
"ADRB3","turquoise",TRUE,0.0600500900605853,0.120759240328887,0.0180195105612674,0.586675055314306,0.317487158712306,0.586675055314306,"turquoise"
"ANGPTL5","grey",TRUE,0.0917694419072368,0.264754193571215,-0.10033591103541,0.221802526637792,0.0790181843057345,0.264754193571215,"grey"
"BNC1","turquoise",TRUE,-0.0519545027760176,0.137387849642825,-0.00194264621119864,0.707354956764648,0.435311884854721,0.707354956764648,"turquoise"
"CDH7","grey",TRUE,-0.0172550582881623,0.141771586829668,0.238691011781218,0.0930561366412509,0.107736598109686,0.238691011781218,"yellow"
"DCX","turquoise",TRUE,0.135370098239604,0.174861966378304,0.0113191998870539,0.38475403251415,0.190817985127636,0.38475403251415,"turquoise"
"DDX25","grey",TRUE,0.0095633357224512,0.161398367903337,-0.0209038268360743,0.24266161543175,0.155728037830501,0.24266161543175,"turquoise"
"KB-176G8.1","turquoise",TRUE,-0.0805518122874262,0.188727213187586,-0.0218998715452301,0.457282845323999,0.217439564626567,0.457282845323999,"turquoise"
"MIR133A1HG","turquoise",TRUE,-0.0101797006920547,0.430541901360717,0.1045361280672,0.324168566345829,0.185645349667831,0.430541901360717,"grey"
"NR5A1","grey",TRUE,0.0714229755473629,0.268193504664216,-0.0578812996188713,0.0894094935932236,0.0699398691707478,0.268193504664216,"grey"
"OLFM3","turquoise",TRUE,-0.0526082566741809,0.105141706973225,0.17966925473392,0.36843252535273,0.301319210255192,0.36843252535273,"turquoise"
"PIK3CD-AS1","turquoise",TRUE,-0.10675912651489,0.215494614828987,0.0474732239471125,0.451741602584078,0.395496815060773,0.451741602584078,"turquoise"
"RP11-403P17.4","grey",TRUE,-0.0189336212361353,0.290409842457889,-0.0986816619220888,0.163017525592402,0.0959973575381922,0.290409842457889,"grey"
"RP5-1021I20.5","grey",TRUE,-0.121253340273054,0.385182714417462,0.0894878909193986,0.0980135697742272,0.0834200254809505,0.385182714417462,"grey"
"TEKT4","grey",TRUE,0.0291850347362791,0.0326209185327965,0.0842380440200834,0.182684339507944,0.116326230329068,0.182684339507944,"turquoise"
"TRPM3","turquoise",TRUE,0.324934723272312,0.266129329517599,-0.196168333695041,0.289609762880896,0.0133930608150372,0.324934723272312,"blue"
"ZNF157","grey",TRUE,0.294156371586007,0.328368078882708,0.00661707809746599,0.268238459760169,0.150691971487935,0.328368078882708,"grey"
"RP11-503N18.5","grey",TRUE,-0.0554470394816777,0.497249473612418,-0.0592634644344218,0.0446847467551088,0.0204431199870287,0.497249473612418,"grey"
"CTD-2280E9.1","blue",TRUE,0.344693917026287,0.164581712900817,-0.0403379440005194,-0.0346966972035193,0.0193866754490174,0.344693917026287,"blue"
"RP11-462G2.1","grey",TRUE,0.226734697569235,-0.0470956863650967,0.142915166960826,-0.0728535597145711,0.00612589906895691,0.226734697569235,"blue"
"RP11-149I23.3","grey",TRUE,0.078901715319055,0.16314184255791,-0.0337893220539251,0.139596081911973,0.0725499063213069,0.16314184255791,"grey"
"RPL5P22","grey",TRUE,0.0316086991167716,0.027067505806264,-0.0800178986891909,-0.0883492490050996,-0.043623759260384,0.0883492490050996,"turquoise"
"RP11-567C2.1","grey",TRUE,0.187816657184611,0.206803680599873,0.13724027477903,-0.0440572308077559,0.0839011285988345,0.206803680599873,"grey"
"CH17-224D4.1","brown",TRUE,-0.0302052238607098,0.0179496690323465,0.291638340190514,0.370095412324514,0.629553477965792,0.629553477965792,"brown"
"MESTP1","grey",TRUE,0.10218884127414,0.140018245281099,-0.131060997525828,0.0402035905474442,-0.0401363899794996,0.140018245281099,"grey"
"RP11-435O5.6","grey",TRUE,-0.0263299358884437,0.138211978377503,-0.0343542406914447,-0.0751367489740412,-0.0509017089112415,0.138211978377503,"grey"
"DEFA5","grey",TRUE,0.183979625773236,-0.0605178356668912,0.278862027369659,-0.0890542377559996,0.0597338815486335,0.278862027369659,"yellow"
"PGM5P3-AS1","turquoise",TRUE,0.174034769868811,0.201601296311302,0.0274427759339377,0.484531037766714,0.296903389112374,0.484531037766714,"turquoise"
"AC078941.1","turquoise",TRUE,-0.0241269069747752,0.121830685752925,-0.0688236942365597,0.320695386469125,-0.0406660639043786,0.320695386469125,"turquoise"
"PDCD6IPP1","grey",TRUE,0.0736100677055027,0.0958581826245771,0.0172251322932451,0.186024555081248,0.0886785275997111,0.186024555081248,"turquoise"
"ADGRF5P1","grey",TRUE,-0.0108882888115177,0.0671639763813901,0.0345219591529324,0.203586527581623,0.137508258660584,0.203586527581623,"turquoise"
"KRT6C","grey",TRUE,-0.157977493360693,0.00134053226432393,0.118424067323621,0.116481647463331,0.109512498561662,0.157977493360693,"blue"
"RP11-3J10.7","grey",TRUE,0.0319401813440363,0.30235976207888,-0.0335269598160125,0.0804995021848124,0.0562209242094233,0.30235976207888,"grey"
"AC005523.3","grey",TRUE,-0.272361166274187,-0.137643531699021,0.112580664903573,-0.0292230182053645,0.0763874996898159,0.272361166274187,"blue"
"AC003986.6","turquoise",TRUE,-0.0491200690740194,0.233342949091896,-0.0184976307572851,0.424548647377172,0.19732136695662,0.424548647377172,"turquoise"
"BHMT","grey",TRUE,0.104131987993299,0.266455919723481,0.0786960950911868,0.164428338008382,0.0976651611146521,0.266455919723481,"grey"
"RP11-25H12.1","blue",TRUE,0.492275751351175,0.263883503732658,-0.264512361957536,0.0960570962747141,-0.0387395318056575,0.492275751351175,"blue"
"IGKV2D-24","brown",TRUE,0.011983263260854,0.132127121931557,0.356991192186441,0.415478118447395,0.679098541578629,0.679098541578629,"brown"
"RP11-444D3.1","turquoise",TRUE,0.037175611503491,0.264818029183746,0.0306883936114357,0.552200919228516,0.310490043966847,0.552200919228516,"turquoise"
"AC110615.1","turquoise",TRUE,0.0273091050145238,0.0134314315593965,-0.187120303825033,-0.39250851303041,-0.399313505155227,0.399313505155227,"brown"
"RP11-14C10.3","blue",TRUE,0.469786285216476,0.224203107950035,0.0572912764162797,-0.0621836325165336,0.0814736253052707,0.469786285216476,"blue"
"LINC01535","grey",TRUE,0.13237735177922,0.157754616177705,-0.0342341050393391,0.266980346104257,0.094797400345583,0.266980346104257,"turquoise"
"SLC39A2","blue",TRUE,0.525075718273167,0.0776581531582058,-0.0703530495483601,-0.0353422156691239,0.0287626513777206,0.525075718273167,"blue"
"GP9","yellow",TRUE,-0.0760284930611625,0.0671249981079545,0.57647817507233,0.0291776442516755,0.218073489581583,0.57647817507233,"yellow"
"RP11-48O20.5","grey",TRUE,0.0496039756097014,0.4069468921053,0.26830545140282,0.0690745859387746,0.164428505911732,0.4069468921053,"grey"
"RP11-671J11.4","grey",TRUE,-0.0259521862649079,0.22256828899512,0.136882344421503,0.037009232391409,0.0262874336205817,0.22256828899512,"grey"
"SEC13P1","grey",TRUE,0.146059126688035,0.4994447668865,-0.0351191513919459,0.164033520776292,0.1016377098111,0.4994447668865,"grey"
"RP11-834C11.11","turquoise",TRUE,-0.146153820044269,0.398483148029721,0.103155576049418,0.340970850522967,0.189503236459557,0.398483148029721,"grey"
"RP5-998N21.4","turquoise",TRUE,-0.0845093663198498,0.310824259885978,0.0263985495572473,0.468595269573062,0.33990055151428,0.468595269573062,"turquoise"
"RTP5","turquoise",TRUE,-0.218378145590942,0.0842744897513963,0.203557880166166,0.431285999717754,0.523676693249671,0.523676693249671,"brown"
"UPP2","grey",TRUE,-0.0384810840469678,0.212466912121273,-0.0428318482420488,0.0328616026401349,-0.0470721476682189,0.212466912121273,"grey"
"RP11-569G9.7","grey",TRUE,-0.00179675305849982,0.369289313845738,0.0997567026718207,0.0662796829740453,0.00834064198328122,0.369289313845738,"grey"
"NAT8","grey",TRUE,-0.0112109859703605,0.062573261435437,0.0716666260238079,-0.0162701939609347,0.0494804620853059,0.0716666260238079,"yellow"
"ELF5","blue",TRUE,0.444850880926131,0.209607830918969,-0.146521347446245,0.0533673943724077,-0.0360971119448482,0.444850880926131,"blue"
"CH17-224D4.2","brown",TRUE,0.00933010954528861,-0.0130499711273391,0.217502356591169,0.350094749910296,0.565211787499831,0.565211787499831,"brown"
"URAD","grey",TRUE,0.263687062788255,0.0114572839031367,0.157099856673874,-0.0240605063512425,0.0529197303189206,0.263687062788255,"blue"
"RP11-1060J15.5","yellow",TRUE,-0.0905205366010194,0.0698707837934888,0.542755447660295,0.0438903174365343,0.195863672253323,0.542755447660295,"yellow"
"HTR3E","brown",TRUE,0.144417914342514,0.197003856188289,0.360846243681554,0.153629381956335,0.285558336193953,0.360846243681554,"yellow"
"LINC00964","blue",TRUE,0.352168577273575,0.303468828436459,0.0852317483125203,0.0905682553581736,0.0608664949409364,0.352168577273575,"blue"
"RP11-973H7.1","grey",TRUE,0.0710655682684185,0.201700202291393,-0.0787845478982812,0.227303615972931,0.155744209861911,0.227303615972931,"turquoise"
"SEPHS1P1","grey",TRUE,0.238257837655764,0.369822931737163,-0.130986127619818,0.0599804250203964,-0.0398169263907123,0.369822931737163,"grey"
"WIF1","blue",TRUE,0.56209957652635,0.206675467805022,-0.242608969617664,0.202049547178156,-0.0237448309193677,0.56209957652635,"blue"
"ENPP7P8","grey",TRUE,0.0678756570489893,0.312396495903581,0.105434714261889,0.0327897269070183,0.0425486400085888,0.312396495903581,"grey"
"RPS3AP53","grey",TRUE,0.228130565037312,0.299510872176176,0.0139196917449579,0.0113167008050311,0.010143228349459,0.299510872176176,"grey"
"PHBP15","grey",TRUE,-0.0203157109987467,0.120547302847634,0.0798064248379499,0.0384022640465996,-0.0180384657849422,0.120547302847634,"grey"
"RPL7AP28","turquoise",TRUE,0.0704316806763667,0.0844811519352019,0.0473333010778464,0.410303829140604,0.241114418285345,0.410303829140604,"turquoise"
"CTC-506B8.1","grey",TRUE,-0.0536214870006533,0.456708042686392,0.0969346919223956,0.163657548796691,0.121906176216019,0.456708042686392,"grey"
"RN7SL657P","grey",TRUE,0.0616717133753199,0.310314044503343,0.0235204324829593,0.0705393543835248,0.0768371378997162,0.310314044503343,"grey"
"FAM27B","grey",TRUE,-0.108257377215476,-0.000593854467545833,0.135240514378339,0.0176231805601365,0.062089119556618,0.135240514378339,"yellow"
"AP000640.2","grey",TRUE,-0.00230164061408128,0.186666836953312,-0.043634678735478,0.066609396484407,0.0479218382598739,0.186666836953312,"grey"
"C12orf54","turquoise",TRUE,0.10939921537225,0.167252387906179,-0.0814726139169941,0.426295570257383,0.123088708036935,0.426295570257383,"turquoise"
"ABHD12B","grey",TRUE,0.137006003665827,0.0906202192668707,0.006622708425918,0.0389691804484013,0.0845595274597942,0.137006003665827,"blue"
"RP11-944L7.4","grey",TRUE,0.115223442978235,0.133011326498271,-0.0657925370200813,0.0378895175010256,-0.0160138949182277,0.133011326498271,"grey"
"SLCO1A2","grey",TRUE,0.0127885626045938,0.23133678920019,0.0564883840633329,0.141473770962646,0.0715230861815777,0.23133678920019,"grey"
"B3GNT6","yellow",TRUE,-0.164804889390107,-0.0693359633581276,0.842304688262653,0.122301060667743,0.400385778752311,0.842304688262653,"yellow"
"ATP6V1B1-AS1","grey",TRUE,-0.171474429243966,0.0573906499909874,-0.0745414083041731,0.127021524079949,-0.0046867260635362,0.171474429243966,"blue"
"CTC-281F24.3","grey",TRUE,-0.049787112091551,0.223785045709646,0.0853614189313764,0.144807704797435,0.166011871565517,0.223785045709646,"grey"
"EIF5AP2","grey",TRUE,-0.0288814393272658,0.136890614113958,0.018306588964123,-0.0796033478367406,0.0487645594210306,0.136890614113958,"grey"
"RP11-384K6.8","grey",TRUE,-0.0157171022197491,0.34324750929443,-0.114023715683257,0.0271637703128251,-0.0724609197678592,0.34324750929443,"grey"
"ZIC2","blue",TRUE,-0.420397182560151,-0.0751872422656841,0.113308454155993,0.0468683581042806,0.0538614595482144,0.420397182560151,"blue"
"CTD-2260A17.3","grey",TRUE,-0.134041912027523,0.196488089324908,0.0638830980080728,-0.0289111406115908,0.0352090978759706,0.196488089324908,"grey"
"RP11-419J16.1","blue",TRUE,0.412109696729297,0.0455213371811626,-0.184091050415148,-0.0948047963005362,-0.119965653383719,0.412109696729297,"blue"
"MED28P7","grey",TRUE,0.00921381796012784,0.379566964968596,-0.131838968380083,0.0662110102939952,-0.0450964350007386,0.379566964968596,"grey"
"HOXA11-AS1_5","grey",TRUE,-0.0808936392481475,0.120200922565181,0.143075120723833,0.09987226312673,0.0887231395675428,0.143075120723833,"yellow"
"RP11-269C23.5","blue",TRUE,0.427578850193735,0.215773848144927,-0.0372744362328408,0.0375186653734291,-0.0103816079338258,0.427578850193735,"blue"
"CFAP99","grey",TRUE,-0.167928426117444,0.0687653519505834,0.138682403696049,0.0172587698302,0.0467744872799376,0.167928426117444,"blue"
"CNTN6","turquoise",TRUE,-0.0252573174364326,0.170660820192187,-0.0279167933748751,0.433386908919187,0.18956006487329,0.433386908919187,"turquoise"
"CTD-2515H24.2","grey",TRUE,0.164977127729646,0.317595498896038,-0.00443956616557612,0.103229917721447,-0.00214491485605693,0.317595498896038,"grey"
"CXADRP3","grey",TRUE,0.0675522521042536,0.0928993218149398,-0.00814686808265479,0.11394174044165,0.0517518501756863,0.11394174044165,"turquoise"
"ERICH6","grey",TRUE,0.0245353127027637,0.174646401363008,0.0156299495868618,0.102964524366042,0.053774374829584,0.174646401363008,"grey"
"GCSAML-AS1","turquoise",TRUE,-0.116033175253242,0.112787250915453,0.0968099188878771,0.486376708055675,0.399730347345846,0.486376708055675,"turquoise"
"GJD4","grey",TRUE,0.123341081652658,0.142657145829745,-0.0636047946345476,0.0589342525188004,-0.096270557587558,0.142657145829745,"grey"
"GLP1R","turquoise",TRUE,0.206227353349343,0.203359866235086,-0.00638981167853698,0.463910688870716,0.215620594970446,0.463910688870716,"turquoise"
"IL12A-AS1","grey",TRUE,0.316919963595343,0.245945155005183,-0.0736173433898803,0.292135645345866,0.204364754169258,0.316919963595343,"blue"
"IL21-AS1","turquoise",TRUE,-0.0659667825318082,0.156778957399809,0.196571717494178,0.411851301660625,0.522321623044847,0.522321623044847,"brown"
"LRTM2","grey",TRUE,0.0738147554921572,0.229720257804009,0.0485134464967956,0.178071431693668,0.0981045252054457,0.229720257804009,"grey"
"NOS1","turquoise",TRUE,0.210736437477881,0.221539206797907,-0.126593590902013,0.543565025062847,0.172190310031195,0.543565025062847,"turquoise"
"OR2C1","grey",TRUE,0.0590611258785697,0.269530262716909,-0.0186584178214565,0.211179316794998,0.0820317852173588,0.269530262716909,"grey"
"PZP","turquoise",TRUE,-0.0650740959427307,0.275336036277459,0.0958838937165128,0.455471775271656,0.289305269424866,0.455471775271656,"turquoise"
"RP1-47A17.1","grey",TRUE,-0.199108329629854,0.287142126559093,0.0992428400392931,0.127105766974838,0.0830515146268927,0.287142126559093,"grey"
"RP11-461O7.1","turquoise",TRUE,0.0973764945253489,0.191697061581052,0.0361005863146735,0.617922174447487,0.363182656178084,0.617922174447487,"turquoise"
"RP11-495P10.5","grey",TRUE,0.152818534363629,0.0889153632614421,-0.0705431255612131,-0.0178671692477033,-0.0216137586820427,0.152818534363629,"blue"
"RP11-674P19.2","turquoise",TRUE,-0.052957611643794,0.387236418067863,-0.0141229126664018,0.308993772951314,0.113336326694275,0.387236418067863,"grey"
"ZIM2-AS1","turquoise",TRUE,0.0576189644104983,0.157434784852791,-0.0115043274964183,0.467155745973289,0.230755715198852,0.467155745973289,"turquoise"
"RP11-362K14.7","grey",TRUE,-0.0246175820344535,0.0568800795711566,-0.052131081848053,-0.102131995803897,-0.0678281697475751,0.102131995803897,"turquoise"
"RP4-583P15.10","grey",TRUE,-0.0472414608495441,0.123068270500498,-0.0708856690647265,0.225480742880249,0.103150085358923,0.225480742880249,"turquoise"
"RP11-64K12.1","grey",TRUE,0.0411629251855549,-0.0895212869353937,-0.18110428260533,-0.199805168561082,-0.153344800009467,0.199805168561082,"turquoise"
"CA1","yellow",TRUE,0.0870523830614024,0.0702992852006505,0.537497210674004,0.145431790856775,0.305468728684893,0.537497210674004,"yellow"
"RP11-809N8.2","grey",TRUE,-0.0336216421659543,0.0431014076919071,-0.127866059671433,-0.182110747346459,-0.204773227744349,0.204773227744349,"brown"
"DLX6-AS1","blue",TRUE,0.400658365929039,0.21380664388816,-0.0702611277617486,0.0440527433820257,-0.0210168526973502,0.400658365929039,"blue"
"RP11-294C11.2","brown",TRUE,-0.0529142415528115,0.0822755855310237,0.323437115153103,0.494699239082187,0.753362706796214,0.753362706796214,"brown"
"AC011523.2","yellow",TRUE,-0.020246162023386,0.000411133941514546,0.457381511243156,0.0479090759912804,0.0969041623365187,0.457381511243156,"yellow"
"AP001442.2","grey",TRUE,-0.0422376558041764,0.481756499192061,-0.0447856628164002,-0.0305782753758868,-0.0729429738032173,0.481756499192061,"grey"
"EFTUD1P1","grey",TRUE,0.0293224966741308,0.211523178813659,0.064827906259603,0.214489988871806,0.0958145395958174,0.214489988871806,"turquoise"
"GABRA3","grey",TRUE,0.355455362918321,0.220000307091921,-0.0820781187708328,0.200951798759993,0.0409632999838182,0.355455362918321,"blue"
"RP11-159D23.2","grey",TRUE,0.223130451171033,0.363832063781079,-0.0607236588844483,-0.0284000886954193,-0.128240726580958,0.363832063781079,"grey"
"RP11-343H19.1","grey",TRUE,0.0321258870752987,0.231067228187201,0.023678066788365,0.0982226284254587,0.0997701979577308,0.231067228187201,"grey"
"SLC6A15","turquoise",TRUE,0.0720949937293746,0.174402941352054,0.0855029521800743,0.483917688682095,0.272303261826443,0.483917688682095,"turquoise"
"FOXD4L6","grey",TRUE,-0.132030559407428,0.133684592615963,0.031112872005726,0.041074236164657,-0.0265200946145421,0.133684592615963,"grey"
"RP1-249I4.2","grey",TRUE,0.105119144516854,0.359181338399687,-0.130357086072461,0.0182806462215678,-0.0486448430252344,0.359181338399687,"grey"
"SLC35G6","turquoise",TRUE,-0.100948994042348,0.387589635512902,0.0752028577491027,0.218498863586277,0.133024327302674,0.387589635512902,"grey"
"ZMAT4","turquoise",TRUE,0.092390058012551,0.139039167193682,-0.0345636475427582,0.454360659252524,0.170793405677543,0.454360659252524,"turquoise"
"NPM1P47","grey",TRUE,0.00378480538027923,-0.10518113695531,0.27455305189593,-0.110038704650622,0.116771260415191,0.27455305189593,"yellow"
"CH17-212P11.4","brown",TRUE,-0.0732169855822905,0.053793524336506,0.341377772558706,0.483099196474246,0.760462390313438,0.760462390313438,"brown"
"UGT2B17","yellow",TRUE,0.101848547659711,0.00490112671664473,0.384389834892689,0.034193688518622,0.184241618152044,0.384389834892689,"yellow"
"RPL17P43","grey",TRUE,-0.00264390802269265,0.0481848971139346,-0.115232126771582,0.0137892070713837,0.00464747310288994,0.115232126771582,"yellow"
"B4GALNT2","yellow",TRUE,-0.0516726364852093,-0.0117500488770606,0.667985752278958,0.0775089584335012,0.310861133151195,0.667985752278958,"yellow"
"IGKV2D-40","brown",TRUE,-0.124346357602722,0.0238747249848075,0.333119474605864,0.530913356190211,0.726089071538288,0.726089071538288,"brown"
"AC002310.10","grey",TRUE,0.0427790161548226,0.318980664707709,0.0302656269047852,0.137951057915285,0.0624351888207466,0.318980664707709,"grey"
"HIST1H2AB","grey",TRUE,-0.191193234759333,0.145508347456376,-0.0273082862491942,-0.0809490561654101,-0.0734360050513559,0.191193234759333,"blue"
"RP11-445N20.3","grey",TRUE,0.121819235935523,0.188813525325911,-0.0425730039581583,-0.0650649272338559,-0.140261940939975,0.188813525325911,"grey"
"TTC28-AS1_2","grey",TRUE,0.0704092479802538,0.0673493048766653,0.00265638813301247,0.0784613891704736,0.0931658104374803,0.0931658104374803,"brown"
"LL22NC03-N64E9.1","grey",TRUE,0.148431579706946,0.193969119342863,-0.162476257830403,0.172638573034393,0.060817161311523,0.193969119342863,"grey"
"CTC-501O10.1","grey",TRUE,0.259054082950325,0.124324986012277,-0.0696712471122092,-0.0338152131253229,-0.0426804607781832,0.259054082950325,"blue"
"AP000354.4","grey",TRUE,0.104166644754727,0.0320066663843975,0.0305415911282865,-0.0612061930790397,-0.00815338555616551,0.104166644754727,"blue"
"DMRTA2","grey",TRUE,-0.024895040940764,0.00736555410497292,0.173269878168483,-0.0221362333029411,0.097577270179941,0.173269878168483,"yellow"
"RP11-83B20.8","grey",TRUE,-0.00521405372657087,0.142722276669993,0.090511464774749,-0.0141059010997891,-0.0177298047660709,0.142722276669993,"grey"
"CTD-2135D7.5","turquoise",TRUE,-0.000271780661136951,0.17606528888925,0.1806310203265,0.500948296549252,0.421287126230813,0.500948296549252,"turquoise"
"HSD3B2","yellow",TRUE,0.11012167056433,0.0557622304240674,0.349055077953031,0.0828795874187108,0.233211409957879,0.349055077953031,"yellow"
"TRAV8-3","turquoise",TRUE,-0.0525796333396582,0.0405953177778403,0.13090593417039,0.419456151889624,0.524289131383947,0.524289131383947,"brown"
"RP11-134E15.2","grey",TRUE,0.0367596200141422,0.0724784281047911,-0.138682052511943,-0.0158596520432016,-0.0534089903950885,0.138682052511943,"yellow"
"ZG16","yellow",TRUE,0.171670031291681,-0.06742211031775,0.672324860257661,0.0403198312949881,0.305272179525908,0.672324860257661,"yellow"
"C12orf71","grey",TRUE,-0.0485057332771805,0.364271819881365,0.0736588332766038,0.117923827624402,0.124133535584654,0.364271819881365,"grey"
"LINC01585","grey",TRUE,0.0851964334255373,0.289231155288564,-0.111562859073872,0.161437240417769,0.00360376162515574,0.289231155288564,"grey"
"ROPN1","grey",TRUE,0.104137181661534,0.14653091102611,0.205896590951646,0.0152474849206118,0.101781974113016,0.205896590951646,"yellow"
"HERC2P4","turquoise",TRUE,0.0451407335012667,0.219538732017323,-0.0138763036922643,0.322411857425284,0.180221638900957,0.322411857425284,"turquoise"
"VN2R17P","grey",TRUE,0.106254136670924,0.287334737528216,-0.0405094952306114,-0.00924114218245644,-0.016055017969073,0.287334737528216,"grey"
"CH17-385C13.2","turquoise",TRUE,0.0807926295249134,0.129599370683118,0.0308969570248065,0.315107499313856,0.221418048065438,0.315107499313856,"turquoise"
"FOXJ1","grey",TRUE,0.211200288920352,0.0892859210536029,0.0642377802463234,0.00189282754101991,-0.0016553604930069,0.211200288920352,"blue"
"RP4-676L2.1","blue",TRUE,-0.469911314976664,-0.0327492222400661,0.346487809599686,0.0266213491984476,0.0288393700688051,0.469911314976664,"blue"
"RP11-567G11.1","blue",TRUE,-0.319572523670737,-0.0301603037095334,0.192140461125974,-0.0231295559558127,-0.00279535279043869,0.319572523670737,"blue"
"AC005546.2","grey",TRUE,0.024674558220458,0.422759308614993,-9.77848724828465e-05,0.0735920209274762,0.0378546707446549,0.422759308614993,"grey"
"RP11-875O11.2","grey",TRUE,0.0698763312630002,0.244604652527689,-0.0923049900059681,0.0375301972108056,-0.00665596250907841,0.244604652527689,"grey"
"C11orf16","grey",TRUE,0.0136547162409898,0.0790296361584813,0.0858394598376998,0.0251683100113823,0.0584647843492606,0.0858394598376998,"yellow"
"C11orf88","turquoise",TRUE,-0.0710931268264003,0.13865628140192,0.000182368795375614,0.451917707746791,0.129161569841892,0.451917707746791,"turquoise"
"CCT5P1","grey",TRUE,0.0404836165998445,0.248984350935809,-0.0241116818153095,0.122779868082102,0.0882554524354941,0.248984350935809,"grey"
"CCT6P2","grey",TRUE,0.148161322425255,0.203857296116589,-0.0679836261690826,0.0216442762011468,0.00327030756761758,0.203857296116589,"grey"
