sample_id,AKR1C3,ATG5,BECN1,CA9,CCL20,CRP,CXCR4,CYP1A2,CYP2C9,CYP3A4,DKK1,DUSP1,ESR1,F3,HPGD,HSPA1A,IGFBP1,IL1A,MIR675,MMP2,MMP9,NEAT1,NR1I2,NR3C1,PGR,PPARA,PPARD,PPARG,PTGER2,PTGER4,PTGES2,PTGS1,PTGS2,RELA,RXRA,SELE,SIRT1,SQSTM1,STAT3,TIMP1,TIMP2
TCGA-EI-6512-01,7.345,4.822,6.021,5.748,6.167,-4.608,5.997,-9.966,0.4657,-0.4325,1.151,4.661,-4.035,4.859,4.195,6.455,-0.5543,-1.392,-9.966,6.021,3.779,6.123,5.353,0.7748,-4.035,3.454,4.786,4.305,0.5955,3.177,6.616,2.936,1.417,5.747,4.81,-0.7346,3.188,7.896,5.932,9.522,5.758
TCGA-F5-6863-01,5.479,4.297,5.413,4.569,5.681,-9.966,2.551,-9.966,-9.966,-3.816,-1.117,3.889,-5.012,2.311,1.732,8.169,-9.966,-3.816,-9.966,5.199,3.912,6.111,5.393,0.9268,-0.8599,2.47,4.403,6.231,-1.355,1.745,6.529,1.82,-1.685,5.734,4.656,-0.8863,3.227,8.661,4.583,8.393,6.312
TCGA-AG-3742-01,5.658,4.622,6.288,5.773,5.667,-9.966,3.341,-9.966,-3.816,-3.308,5.369,5.343,-3.816,4.188,1.328,6.578,-3.047,-1.994,-9.966,6.638,3.136,7.496,4.968,1.125,-3.626,3.784,4.433,4.598,0.044,2.556,6.633,2.58,1.434,5.904,4.922,1.27,2.69,8.523,5.51,8.396,6.203
TCGA-DC-6681-01,5.728,4.177,6.408,8.14,6.957,-4.608,4.615,-9.966,-1.431,0.434,-3.816,5.56,-2.635,4.848,4.672,6.252,-4.035,-0.7588,-9.966,7.306,5.295,6.086,5.334,1.832,-1.117,3.909,3.874,6.331,1.581,3.51,6.19,2.148,-0.3201,5.769,4.868,-0.9406,3.183,8.115,5.609,8.944,7.468
TCGA-DC-5337-01,5.418,4.79,5.733,3.268,7.721,-3.626,3.567,-9.966,-3.171,-2.826,-2.826,5.454,-4.293,4.41,3.167,2.053,-5.012,-0.1828,-9.966,4.84,3.0,4.185,3.916,0.3907,-3.816,1.915,3.432,5.262,0.2154,2.509,6.978,3.376,-0.2671,4.768,3.729,-0.4325,2.452,7.624,4.838,8.562,4.329
TCGA-DC-4745-01,6.959,4.674,5.533,7.262,7.528,-9.966,3.873,-9.966,-2.826,-1.595,-1.431,5.692,-6.506,4.379,5.031,4.42,-5.012,-3.171,-9.966,5.47,4.092,4.047,4.642,1.926,-4.293,2.705,2.742,5.51,0.099,2.356,7.147,1.719,0.6608,5.167,4.634,1.036,2.718,8.642,4.695,7.594,4.888
TCGA-AF-3911-01,6.711,4.318,6.192,4.092,5.133,-9.966,4.314,-9.966,-9.966,-0.8863,-4.293,5.626,-3.171,4.841,4.334,6.51,-4.293,-0.7588,-9.966,7.01,3.101,5.933,5.027,1.078,-2.932,3.511,4.388,6.227,0.7493,3.234,6.623,2.345,3.007,5.892,4.198,0.9642,2.635,8.014,5.617,8.147,6.235
TCGA-CI-6622-01,6.441,4.444,6.336,2.623,5.952,-9.966,1.864,-9.966,-3.816,-2.932,-1.214,5.149,-4.293,4.253,4.098,9.648,-4.035,-0.5756,-9.966,5.742,1.614,6.926,4.941,0.2522,-3.626,3.388,4.164,5.966,0.2277,3.913,6.754,1.844,1.449,5.845,4.65,-0.4521,2.475,8.872,5.846,8.068,5.134
TCGA-DC-6158-01,7.208,5.234,6.502,3.225,6.186,-9.966,4.986,-9.966,-3.047,-2.826,-4.608,7.358,-1.283,4.005,5.672,8.614,-3.816,-0.5973,-9.966,9.526,5.952,6.823,4.044,2.766,-2.932,3.069,4.508,4.59,1.979,1.923,6.216,3.253,3.97,7.116,4.397,1.934,3.964,8.156,6.157,9.471,8.526
TCGA-EI-6884-01,6.262,4.946,6.471,2.628,4.996,-9.966,5.213,-9.966,-5.574,-0.9971,-1.595,7.37,-2.114,5.834,4.828,6.512,-4.293,-0.1345,-9.966,7.785,4.801,7.875,4.707,2.111,-2.727,4.146,4.095,5.299,1.804,3.59,6.94,3.281,2.384,5.959,4.883,-0.394,2.975,9.049,6.618,8.466,6.796
TCGA-G5-6233-01,6.87,3.655,5.697,4.677,6.676,-4.608,3.778,-9.966,-0.5973,-1.392,-3.308,5.708,-4.608,4.487,4.881,7.984,-3.047,-1.355,-9.966,5.644,2.616,9.002,3.99,0.6969,-4.035,3.25,3.946,4.647,0.2029,1.619,7.023,1.428,0.1388,5.207,4.372,2.511,2.454,8.284,5.081,8.591,5.996
TCGA-AG-3731-11,6.861,4.766,6.287,-0.7108,5.635,-9.966,5.595,-9.966,-4.035,-1.355,-2.315,7.978,-1.552,4.309,6.323,6.413,-2.178,-1.318,-9.966,6.933,2.797,6.616,3.479,3.677,-1.086,3.388,4.357,5.214,2.373,4.414,6.059,4.867,3.162,5.401,5.043,0.4657,3.284,7.707,5.798,7.648,6.996
TCGA-AG-3725-11,7.182,5.457,5.201,-1.552,4.332,-9.966,3.253,-9.966,-9.966,1.799,-1.595,4.918,-2.826,3.205,6.702,4.636,-4.608,-3.308,-9.966,4.147,2.108,3.53,3.086,2.42,-2.053,2.199,3.274,5.415,1.322,3.29,5.245,2.967,-0.0425,4.123,3.497,-3.171,2.266,6.588,4.019,6.161,5.346
TCGA-AH-6903-01,5.931,4.464,6.291,8.605,7.132,-9.966,4.024,-9.966,-2.932,-2.245,-1.117,3.655,-5.012,4.85,3.666,4.851,-4.293,0.4552,-9.966,4.62,1.434,6.244,4.669,0.5666,-4.035,3.881,4.146,6.095,1.305,3.888,6.359,2.011,-1.149,5.298,3.507,-2.245,3.365,8.156,5.801,8.239,4.929
TCGA-CI-6621-01,4.769,4.522,6.009,1.022,7.65,-9.966,4.11,-9.966,-4.293,-4.035,-0.3201,4.581,-2.315,5.664,2.998,5.329,-4.035,0.099,-9.966,7.058,5.81,6.947,3.695,2.354,-4.608,2.59,4.396,5.086,1.736,2.409,6.681,3.417,4.385,5.639,4.017,1.828,3.236,8.086,6.44,8.933,6.541
TCGA-EI-6882-01,5.437,5.141,6.445,8.046,5.932,-9.966,4.486,-9.966,-0.9686,-2.388,-1.283,6.291,-2.727,6.922,4.225,7.26,-4.608,3.488,-9.966,5.945,4.681,7.733,3.202,1.799,-2.932,4.191,5.013,5.38,3.574,3.886,6.266,3.687,4.001,5.85,4.474,-0.3383,3.95,8.041,6.846,8.086,5.658
TCGA-AF-2687-01,4.294,5.226,5.83,2.322,5.116,-9.966,5.802,-9.966,-3.047,-6.506,1.138,7.009,-1.214,4.58,2.671,6.067,-0.9132,0.4016,-9.966,8.452,5.915,8.853,3.502,2.795,-1.994,2.193,5.017,4.83,2.342,1.532,6.154,3.403,2.539,5.844,4.058,2.42,3.129,7.697,5.704,9.777,7.851
TCGA-DC-6156-01,5.219,5.066,6.56,2.348,7.231,-9.966,6.279,-9.966,-5.574,-1.994,-3.047,6.029,-0.7108,3.444,5.292,6.202,-9.966,-0.9686,-9.966,8.14,7.071,6.989,5.516,3.482,-0.7346,3.628,5.321,6.705,2.433,2.685,5.644,3.293,-0.013,6.07,4.338,-0.6193,3.593,8.577,6.226,9.83,8.026
TCGA-EF-5830-01,7.838,4.733,5.492,3.421,6.289,-9.966,4.259,-9.966,-2.826,-1.392,2.761,4.08,-5.574,4.493,2.425,5.17,-5.012,-4.608,-9.966,4.764,3.465,5.803,4.509,-0.2498,-9.966,2.842,3.409,5.8,0.2642,1.665,6.327,0.4761,-2.466,5.863,3.937,-1.884,3.032,7.696,4.415,7.807,4.184
TCGA-G5-6641-01,5.909,4.17,6.058,2.89,5.613,1.481,2.759,-9.966,-1.938,-1.994,-0.4719,5.977,-3.458,4.965,2.882,5.793,-2.178,-1.595,2.539,3.512,0.5271,7.167,3.968,-0.7108,-9.966,2.431,3.498,6.254,2.738,4.436,5.804,3.007,-0.7108,5.407,3.976,-3.308,2.797,7.602,5.552,8.728,3.833
TCGA-AF-6136-01,8.459,5.266,6.203,2.302,6.488,-9.966,4.291,-9.966,-9.966,-2.315,-1.181,5.252,-3.626,5.073,4.641,7.54,-9.966,0.605,-9.966,5.658,2.436,7.205,5.484,0.8408,-4.608,3.247,4.295,5.03,1.092,3.39,6.683,3.492,0.9038,5.216,4.42,0.9268,3.315,7.777,5.11,8.202,5.664
TCGA-F5-6813-01,4.321,3.951,5.913,-0.6193,5.238,-4.293,3.91,-6.506,-9.966,-2.727,-3.816,5.101,-3.171,1.964,4.558,4.781,-9.966,1.196,-9.966,5.851,5.93,6.538,4.243,1.551,-2.932,2.86,3.356,5.236,-1.214,2.899,6.581,1.719,-1.318,5.806,4.158,0.1776,2.88,8.955,5.915,9.464,5.948
TCGA-AF-6655-01,6.335,4.541,6.323,7.96,6.159,-5.574,4.2,-9.966,-4.608,-3.626,2.293,7.624,-1.47,4.954,2.799,6.465,-2.727,1.227,-9.966,9.2,3.296,8.369,5.291,1.623,-4.035,3.823,4.507,5.188,1.132,3.268,7.511,2.864,3.479,5.931,4.763,2.559,3.034,8.825,5.745,8.855,7.552
TCGA-AF-A56L-01,4.991,4.22,6.039,3.708,4.688,-5.012,2.93,-9.966,-5.012,-5.012,-1.552,4.759,-3.626,3.278,2.125,3.946,-9.966,-2.548,-9.966,6.958,4.023,8.2,5.009,0.2642,-4.293,2.516,3.719,5.889,-0.5543,1.884,6.239,1.71,-0.2328,5.732,3.842,-1.026,2.766,8.395,5.098,8.193,6.071
TCGA-G5-6572-01,5.927,4.26,6.281,2.379,6.502,2.874,4.392,-9.966,-2.178,-0.5332,-0.2328,7.017,-0.8863,3.286,1.647,4.383,-1.552,-2.826,-9.966,6.487,5.167,6.145,4.995,1.975,-1.884,3.234,3.711,5.726,-0.0574,2.534,5.716,0.3115,1.727,5.47,4.719,0.6969,2.623,8.028,5.189,9.517,6.33
TCGA-AF-5654-11,6.032,4.876,6.525,1.264,2.997,-9.966,3.296,-9.966,-4.035,3.847,-3.171,5.271,-3.171,4.774,7.365,5.164,-3.626,-5.574,-9.966,5.339,1.334,7.748,5.484,2.82,-3.047,3.995,5.048,5.809,1.714,5.048,6.278,2.973,-1.732,5.265,5.241,-3.171,3.134,7.428,5.901,6.721,6.199
TCGA-EI-6507-01,2.067,4.475,5.887,3.188,7.473,-9.966,6.071,-9.966,-5.574,-2.635,6.337,5.795,-0.9686,6.519,3.788,7.421,-4.035,2.414,-9.966,8.019,6.567,8.136,-1.732,2.236,-4.608,3.088,4.963,4.088,3.53,2.797,6.464,2.751,5.2,5.884,4.614,-0.8599,3.109,7.844,5.6,9.83,7.122
TCGA-AH-6549-01,5.422,4.919,5.82,4.176,5.272,-9.966,6.233,-9.966,-1.639,-5.012,-4.608,5.64,-2.932,5.302,-0.1031,5.974,-6.506,1.322,-9.966,7.023,2.607,7.801,4.519,1.276,-4.035,2.694,5.572,4.534,1.679,1.953,5.782,3.023,2.067,5.606,3.724,-2.635,3.118,8.076,6.046,8.383,6.545
TCGA-EI-6508-01,6.381,4.138,6.941,5.526,6.795,-9.966,3.286,-9.966,0.7321,-3.308,-3.458,5.401,-2.826,4.66,5.416,6.959,-5.012,0.547,-9.966,6.453,2.687,6.409,5.489,1.896,-3.458,3.266,5.147,6.357,0.9642,3.583,7.039,2.0,-0.1504,6.098,4.75,-1.026,3.332,7.66,6.115,7.185,5.938
TCGA-AH-6897-01,0.5271,4.97,7.329,3.173,9.227,-3.047,3.376,-9.966,-3.626,-4.293,-3.458,4.862,-3.626,4.712,1.328,6.027,0.4016,1.158,-9.966,4.945,2.199,7.809,5.572,-0.013,-6.506,3.544,4.988,6.429,-0.1504,2.571,7.05,2.412,1.022,6.288,4.271,-2.635,3.067,8.476,6.801,7.568,4.556
