disease_id,disease_name,randomization_order,test_id,biomarker,variable,matrix,exposure_axis,frozen_cycle_list,frozen_weight,source_registry_status,source_registry_n,source_cycles_read,status,N,beta,SE,OR,CI_low,CI_high,P,design_df,PSU_N,strata_N,message,case_N,control_N,model_specification,weight_rule,merge_N,analytic_n,analytic_cases,analytic_controls,BH_FDR,FDR_supported,fdr_denominator
NHANES_CONGESTIVE_HEART_FAILURE,Physician-diagnosed congestive heart failure,4,NHANES_LBXPFDE,LBXPFDE,LBXPFDE,serum_or_blood,PFAS exposure axis,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSC2YR,ok,18236,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,11775,-0.02721294894060098,0.06444535924381921,0.973153987347194,0.856613574392074,1.1055494699133561,0.6735636599887292,124,244,120,Newton-IRLS converged,384,11391,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR,analyte-specific laboratory/subsample weight / 8 included cycles,14264,11775,384,11391,0.8492759191162239,False,29
NHANES_CONGESTIVE_HEART_FAILURE,Physician-diagnosed congestive heart failure,4,NHANES_LBXPFHS,LBXPFHS,LBXPFHS,serum_or_blood,PFAS exposure axis,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSC2YR,ok,18236,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,11775,-0.17449158124565672,0.05045856847895819,0.8398839249758882,0.7600559556563421,0.928096151583675,0.0007460291966047491,124,244,120,Newton-IRLS converged,384,11391,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR,analyte-specific laboratory/subsample weight / 8 included cycles,14264,11775,384,11391,0.005496482204462143,True,29
NHANES_CONGESTIVE_HEART_FAILURE,Physician-diagnosed congestive heart failure,4,NHANES_LBXPFNA,LBXPFNA,LBXPFNA,serum_or_blood,PFAS exposure axis,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSC2YR,ok,18236,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,11775,-0.09229381600818146,0.06851224651799576,0.9118371978171905,0.7962048768440305,1.0442627262203763,0.18040012051951398,124,244,120,Newton-IRLS converged,384,11391,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR,analyte-specific laboratory/subsample weight / 8 included cycles,14264,11775,384,11391,0.3077413820627003,False,29
NHANES_CONGESTIVE_HEART_FAILURE,Physician-diagnosed congestive heart failure,4,NHANES_URXBPH,URXBPH,URXBPH,urine,bisphenol exposure axis,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,WTSA2YR;WTSB2YR;WTSC2YR,ok,13381,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,ok,7634,0.10509919231270871,0.056079552174889954,1.110820789774282,0.9934968733480085,1.2419997084002226,0.06461245417030625,79,154,75,Newton-IRLS converged,240,7394,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 5 included cycles,8731,7634,240,7394,0.14483915940291167,False,29
NHANES_CONGESTIVE_HEART_FAILURE,Physician-diagnosed congestive heart failure,4,NHANES_URXCOP,URXCOP,URXCOP,urine,DINP-related exposure axis,2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR,ok,19737,2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,10846,0.067760558311964,0.03531609542771466,1.0701090490833125,0.9977677006042862,1.1476953766256963,0.057639448857531216,109,214,105,Newton-IRLS converged,333,10513,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 7 included cycles,12564,10846,333,10513,0.14483915940291167,False,29
NHANES_CONGESTIVE_HEART_FAILURE,Physician-diagnosed congestive heart failure,4,NHANES_URXECP,URXECP,URXECP,urine,DEHP-related exposure axis;phthalate exposure axis,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR,ok,22434,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,12248,0.06920782757908514,0.04615913593206805,1.0716589062823392,0.9780895659927319,1.1741795959643164,0.1363294472428543,124,244,120,Newton-IRLS converged,373,11875,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 8 included cycles,14149,12248,373,11875,0.26357026466951833,False,29
NHANES_CONGESTIVE_HEART_FAILURE,Physician-diagnosed congestive heart failure,4,NHANES_URXMBP,URXMBP,URXMBP,urine,phthalate exposure axis,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSPH2YR;WTSPH4YR,ok,27983,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,14978,0.03809988549359883,0.04766001575871599,1.0388349922423517,0.9454854496529598,1.1414011093489371,0.42529212899885416,153,301,148,Newton-IRLS converged,436,14542,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 10 included cycles,17383,14978,436,14542,0.5917845541264743,False,29
NHANES_CONGESTIVE_HEART_FAILURE,Physician-diagnosed congestive heart failure,4,NHANES_URXMEP,URXMEP,URXMEP,urine,phthalate exposure axis,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSPH2YR;WTSPH4YR,ok,27983,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,14974,-0.00038568464875977926,0.028640676463129837,0.9996143897180033,0.9446243651713443,1.0578055838630072,0.9892732957850555,153,301,148,Newton-IRLS converged,436,14538,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 10 included cycles,17383,14974,436,14538,0.9892732957850555,False,29
NHANES_CONGESTIVE_HEART_FAILURE,Physician-diagnosed congestive heart failure,4,NHANES_URXMHH,URXMHH,URXMHH,urine,DEHP-related exposure axis,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSPH2YR,ok,25335,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,13724,0.03708162994076637,0.04402343284427565,1.0377777311153822,0.9512669789858673,1.1321560014068257,0.401058206070499,139,274,135,Newton-IRLS converged,407,13317,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 9 included cycles,15862,13724,407,13317,0.5917845541264743,False,29
NHANES_CONGESTIVE_HEART_FAILURE,Physician-diagnosed congestive heart failure,4,NHANES_URXMHP,URXMHP,URXMHP,urine,DEHP-related exposure axis,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSPH2YR;WTSPH4YR,ok,27983,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,14978,-0.012255769453774783,0.04039383052804485,0.9878190266157306,0.9120527690046665,1.0698793562229258,0.7619919184591754,153,301,148,Newton-IRLS converged,436,14542,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 10 included cycles,17383,14978,436,14542,0.8851800705029886,False,29
