disease_id,disease_name,randomization_order,test_id,biomarker,variable,matrix,exposure_axis,frozen_cycle_list,frozen_weight,source_registry_status,source_registry_n,source_cycles_read,status,N,beta,SE,OR,CI_low,CI_high,P,design_df,PSU_N,strata_N,message,case_N,control_N,model_specification,weight_rule,merge_N,analytic_n,analytic_cases,analytic_controls,BH_FDR,FDR_supported,fdr_denominator
NHANES_CHRONIC_BRONCHITIS,Physician-diagnosed chronic bronchitis,3,NHANES_LBXPFDE,LBXPFDE,LBXPFDE,serum_or_blood,PFAS exposure axis,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSC2YR,ok,18236,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,11779,-0.07802271676215579,0.04681218926487771,0.9249434145853217,0.8430937205004596,1.0147392862526816,0.09809447382238672,124,244,120,Newton-IRLS converged,703,11076,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR,analyte-specific laboratory/subsample weight / 8 included cycles,14264,11779,703,11076,0.3160821934276905,False,29
NHANES_CHRONIC_BRONCHITIS,Physician-diagnosed chronic bronchitis,3,NHANES_LBXPFHS,LBXPFHS,LBXPFHS,serum_or_blood,PFAS exposure axis,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSC2YR,ok,18236,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,11779,-0.034886217913200346,0.03742576382135114,0.9657152911076297,0.8967642355495186,1.0399679051736626,0.35307327712730985,124,244,120,Newton-IRLS converged,703,11076,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR,analyte-specific laboratory/subsample weight / 8 included cycles,14264,11779,703,11076,0.6543783936040573,False,29
NHANES_CHRONIC_BRONCHITIS,Physician-diagnosed chronic bronchitis,3,NHANES_LBXPFNA,LBXPFNA,LBXPFNA,serum_or_blood,PFAS exposure axis,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSC2YR,ok,18236,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,11779,-0.03200513716408317,0.04441214781823146,0.9685016067147495,0.8870009565378859,1.0574908124904454,0.472487854644183,124,244,120,Newton-IRLS converged,703,11076,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR,analyte-specific laboratory/subsample weight / 8 included cycles,14264,11779,703,11076,0.7211656728779636,False,29
NHANES_CHRONIC_BRONCHITIS,Physician-diagnosed chronic bronchitis,3,NHANES_URXBPH,URXBPH,URXBPH,urine,bisphenol exposure axis,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,WTSA2YR;WTSB2YR;WTSC2YR,ok,13381,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,ok,7641,0.13325934703813613,0.03763718402000003,1.142546275902467,1.0600800309742802,1.231427773786891,0.000672763862637766,79,154,75,Newton-IRLS converged,441,7200,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 5 included cycles,8731,7641,441,7200,0.008984199759072763,True,29
NHANES_CHRONIC_BRONCHITIS,Physician-diagnosed chronic bronchitis,3,NHANES_URXCOP,URXCOP,URXCOP,urine,DINP-related exposure axis,2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR,ok,19737,2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,10855,-6.795047433413589e-05,0.0255525070368338,0.999932051834247,0.950552210831589,1.0518771056360154,0.9978830897449715,109,214,105,Newton-IRLS converged,622,10233,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 7 included cycles,12564,10855,622,10233,0.9978830897449715,False,29
NHANES_CHRONIC_BRONCHITIS,Physician-diagnosed chronic bronchitis,3,NHANES_URXECP,URXECP,URXECP,urine,DEHP-related exposure axis;phthalate exposure axis,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR,ok,22434,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,12264,0.0034563693620823983,0.03301393387579943,1.0034623494945298,0.9399886732458018,1.0712221492798495,0.9167875740768836,124,244,120,Newton-IRLS converged,715,11549,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 8 included cycles,14149,12264,715,11549,0.9978830897449715,False,29
NHANES_CHRONIC_BRONCHITIS,Physician-diagnosed chronic bronchitis,3,NHANES_URXMBP,URXMBP,URXMBP,urine,phthalate exposure axis,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSPH2YR;WTSPH4YR,ok,27983,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,15001,0.05526299041139367,0.04394004264089045,1.0568185112668698,0.968947806046799,1.1526579231475957,0.21041978472832248,153,301,148,Newton-IRLS converged,868,14133,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 10 included cycles,17383,15001,868,14133,0.5547430688292138,False,29
NHANES_CHRONIC_BRONCHITIS,Physician-diagnosed chronic bronchitis,3,NHANES_URXMEP,URXMEP,URXMEP,urine,phthalate exposure axis,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSPH2YR;WTSPH4YR,ok,27983,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,14997,0.03827736736527972,0.021194083904123112,1.0390193829836654,0.9964129892178343,1.0834476164980469,0.07287764360899208,153,301,148,Newton-IRLS converged,868,14129,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 10 included cycles,17383,14997,868,14129,0.2774669527181407,False,29
NHANES_CHRONIC_BRONCHITIS,Physician-diagnosed chronic bronchitis,3,NHANES_URXMHH,URXMHH,URXMHH,urine,DEHP-related exposure axis,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSPH2YR,ok,25335,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,13743,0.000599563308379014,0.028184203939815067,1.0005997430823863,0.9463662608868644,1.0579411875041773,0.9830583678796737,139,274,135,Newton-IRLS converged,791,12952,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 9 included cycles,15862,13743,791,12952,0.9978830897449715,False,29
NHANES_CHRONIC_BRONCHITIS,Physician-diagnosed chronic bronchitis,3,NHANES_URXMHP,URXMHP,URXMHP,urine,DEHP-related exposure axis,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSPH2YR;WTSPH4YR,ok,27983,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,15001,-0.009162829867406578,0.02723693493433054,0.9908790209367075,0.9389699008747654,1.0456578354831,0.7370212069568846,153,301,148,Newton-IRLS converged,868,14133,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 10 included cycles,17383,15001,868,14133,0.9978830897449715,False,29
