dataset,cell_line,gene,parental_n,resistant_n,mean_parental,mean_resistant,delta_resistant_minus_parental,p_value,direction
GSE42387,HCT116,ACADM,3,3,10.448560483333333,10.524528016666666,0.07596753333333339,0.7505386765598718,up
GSE42387,HCT116,ACADVL,3,3,13.44727847,13.924554633333335,0.4772761633333342,0.08211180359994234,up
GSE42387,HCT116,BBOX1,3,3,6.6804318113333325,6.620657359333333,-0.0597744519999992,0.6922878597995027,down
GSE42387,HCT116,CPT1A,3,3,10.284727424666666,10.289231186666665,0.004503761999998801,0.959309432733172,up
GSE42387,HCT116,CPT1B,3,3,8.418481334333334,8.259525553333333,-0.1589557810000013,0.4294073959043219,down
GSE42387,HCT116,CPT2,3,3,10.508859416666667,10.394900853333333,-0.11395856333333398,0.04586304624478809,down
GSE42387,HCT116,ECHS1,3,3,12.86376155,12.661739013333333,-0.20202253666666614,0.09264180701877746,down
GSE42387,HCT116,ETFA,3,3,11.71739727,11.627041186666666,-0.090356083333333,0.5022911835308004,down
GSE42387,HCT116,ETFB,3,3,14.582907059999998,14.404488603333334,-0.17841845666666423,0.1146741829482803,down
GSE42387,HCT116,ETFDH,3,3,10.602977033333334,11.204594893333335,0.6016178600000011,0.0005775422540131452,up
GSE42387,HCT116,FABP6,3,3,8.545104301666667,10.29177456,1.7466702583333333,0.0008047455591468286,up
GSE42387,HCT116,HADHA,3,3,10.16579152,10.079467538000001,-0.08632398199999969,0.366595197485027,down
GSE42387,HCT116,HADHB,3,3,13.156785806666667,12.875442256666666,-0.2813435500000008,0.036259064273933515,down
GSE42387,HCT116,KLF5,3,3,9.9919389,10.241191446666667,0.24925254666666774,0.048434690138127616,up
GSE42387,HCT116,PPARGC1A,3,3,6.597085501,6.542976954,-0.05410854699999934,0.2500334921998696,down
GSE42387,HCT116,SLC22A5,3,3,10.027523494333332,9.875103397666667,-0.15242009666666512,0.1357070515934137,down
GSE42387,HCT116,SLC25A20,3,3,8.673883312666666,9.295036574666666,0.621153262,0.007690970684963437,up
GSE42387,HT29,ACADM,3,3,9.987356976,9.966309651666668,-0.02104732433333112,0.9408491422454596,down
GSE42387,HT29,ACADVL,3,3,13.881407876666666,13.41697089,-0.4644369866666658,0.007002465002926934,down
