disease_id,disease_name,randomization_order,test_id,biomarker,variable,matrix,exposure_axis,frozen_cycle_list,frozen_weight,source_registry_status,source_registry_n,source_cycles_read,status,N,beta,SE,OR,CI_low,CI_high,P,design_df,PSU_N,strata_N,message,case_N,control_N,model_specification,weight_rule,merge_N,analytic_n,analytic_cases,analytic_controls,BH_FDR,FDR_supported,fdr_denominator
NHANES_CHRONIC_BRONCHITIS,Physician-diagnosed chronic bronchitis,2,NHANES_LBXPFDE,LBXPFDE,LBXPFDE,serum_or_blood,PFAS exposure axis,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSC2YR,ok,18236,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,11779,-0.07802271676215573,0.046812189264878123,0.9249434145853217,0.8430937205004589,1.0147392862526825,0.09809447382238987,124,244,120,Newton-IRLS converged,703,11076,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR,analyte-specific laboratory/subsample weight / 8 included cycles,14264,11779,703,11076,0.31608219342770066,False,29
NHANES_CHRONIC_BRONCHITIS,Physician-diagnosed chronic bronchitis,2,NHANES_LBXPFHS,LBXPFHS,LBXPFHS,serum_or_blood,PFAS exposure axis,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSC2YR,ok,18236,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,11779,-0.03488621791320034,0.03742576382135117,0.9657152911076297,0.8967642355495186,1.0399679051736628,0.35307327712731046,124,244,120,Newton-IRLS converged,703,11076,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR,analyte-specific laboratory/subsample weight / 8 included cycles,14264,11779,703,11076,0.6543783936040578,False,29
NHANES_CHRONIC_BRONCHITIS,Physician-diagnosed chronic bronchitis,2,NHANES_LBXPFNA,LBXPFNA,LBXPFNA,serum_or_blood,PFAS exposure axis,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSC2YR,ok,18236,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,11779,-0.03200513716408316,0.04441214781823148,0.9685016067147495,0.8870009565378859,1.0574908124904454,0.47248785464418314,124,244,120,Newton-IRLS converged,703,11076,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR,analyte-specific laboratory/subsample weight / 8 included cycles,14264,11779,703,11076,0.7211656728779637,False,29
NHANES_CHRONIC_BRONCHITIS,Physician-diagnosed chronic bronchitis,2,NHANES_URXBPH,URXBPH,URXBPH,urine,bisphenol exposure axis,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,WTSA2YR;WTSB2YR;WTSC2YR,ok,13381,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,ok,7641,0.13325934703813613,0.03763718401999998,1.142546275902467,1.0600800309742802,1.2314277737868908,0.0006727638626377566,79,154,75,Newton-IRLS converged,441,7200,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 5 included cycles,8731,7641,441,7200,0.008984199759071974,True,29
NHANES_CHRONIC_BRONCHITIS,Physician-diagnosed chronic bronchitis,2,NHANES_URXCOP,URXCOP,URXCOP,urine,DINP-related exposure axis,2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR,ok,19737,2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,10855,-6.795047433413711e-05,0.02555250703683392,0.999932051834247,0.9505522108315888,1.0518771056360157,0.9978830897449715,109,214,105,Newton-IRLS converged,622,10233,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 7 included cycles,12564,10855,622,10233,0.9978830897449715,False,29
NHANES_CHRONIC_BRONCHITIS,Physician-diagnosed chronic bronchitis,2,NHANES_URXECP,URXECP,URXECP,urine,DEHP-related exposure axis;phthalate exposure axis,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR,ok,22434,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,12264,0.003456369362082382,0.03301393387579974,1.0034623494945298,0.9399886732458013,1.0712221492798502,0.9167875740768848,124,244,120,Newton-IRLS converged,715,11549,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 8 included cycles,14149,12264,715,11549,0.9978830897449715,False,29
NHANES_CHRONIC_BRONCHITIS,Physician-diagnosed chronic bronchitis,2,NHANES_URXMBP,URXMBP,URXMBP,urine,phthalate exposure axis,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSPH2YR;WTSPH4YR,ok,27983,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,15001,0.055262990411393646,0.04394004264089079,1.0568185112668695,0.9689478060467983,1.1526579231475964,0.2104197847283262,153,301,148,Newton-IRLS converged,868,14133,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 10 included cycles,17383,15001,868,14133,0.5547430688292236,False,29
NHANES_CHRONIC_BRONCHITIS,Physician-diagnosed chronic bronchitis,2,NHANES_URXMEP,URXMEP,URXMEP,urine,phthalate exposure axis,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSPH2YR;WTSPH4YR,ok,27983,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,14997,0.038277367365279626,0.02119408390412312,1.0390193829836654,0.9964129892178342,1.0834476164980469,0.07287764360899288,153,301,148,Newton-IRLS converged,868,14129,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 10 included cycles,17383,14997,868,14129,0.277466952718248,False,29
NHANES_CHRONIC_BRONCHITIS,Physician-diagnosed chronic bronchitis,2,NHANES_URXMHH,URXMHH,URXMHH,urine,DEHP-related exposure axis,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSPH2YR,ok,25335,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,13743,0.0005995633083790038,0.028184203939815095,1.0005997430823863,0.9463662608868644,1.0579411875041773,0.983058367879674,139,274,135,Newton-IRLS converged,791,12952,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 9 included cycles,15862,13743,791,12952,0.9978830897449715,False,29
NHANES_CHRONIC_BRONCHITIS,Physician-diagnosed chronic bronchitis,2,NHANES_URXMHP,URXMHP,URXMHP,urine,DEHP-related exposure axis,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSPH2YR;WTSPH4YR,ok,27983,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,15001,-0.009162829867406578,0.027236934934330485,0.9908790209367075,0.9389699008747655,1.0456578354830999,0.7370212069568841,153,301,148,Newton-IRLS converged,868,14133,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 10 included cycles,17383,15001,868,14133,0.9978830897449715,False,29
NHANES_CHRONIC_BRONCHITIS,Physician-diagnosed chronic bronchitis,2,NHANES_URXMIB,URXMIB,URXMIB,urine,phthalate exposure axis,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSPH2YR,ok,25335,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,13743,-0.021999882625831513,0.03049069411907848,0.978240349871351,0.9210090616572104,1.0390279769826967,0.4717967912410103,139,274,135,Newton-IRLS converged,791,12952,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 9 included cycles,15862,13743,791,12952,0.7211656728779637,False,29
NHANES_CHRONIC_BRONCHITIS,Physician-diagnosed chronic bronchitis,2,NHANES_URXMOH,URXMOH,URXMOH,urine,DEHP-related exposure axis;phthalate exposure axis,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,WTSA2YR;WTSB2YR;WTSPH2YR,ok,25335,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,ok,13743,-0.0026494048108043895,0.02956933871458929,0.9973541017646584,0.9407167044959542,1.0574014467402995,0.9287342725839844,139,274,135,Newton-IRLS converged,791,12952,disease ~ log2(exposure) + age + sex + race + BMI + smoking + PIR + log2(creatinine),analyte-specific laboratory/subsample weight / 9 included cycles,15862,13743,791,12952,0.9978830897449715,False,29
