dataset_id,donor_key,donor_id,group,compartment,n_cells,PPARA,PPARD,PPARG,NR1I2,NR1I3,NR1H2,NR1H3,RELA,STAT3,target_gene_total_counts,PPAR_nuclear_receptor_score,PPAR_nuclear_receptor_score_n_genes,RELA_STAT3_score,RELA_STAT3_score_n_genes,DINP_axis_9_gene_score,DINP_axis_9_gene_score_n_genes,cell_id,tumor_normal,PPAR_NR_score,cell_subtype,PPAR_group_primary,PPAR_group,analysis_level
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C103,C103,tumor,epithelial,389,55.0,30.0,81.0,44.0,0.0,47.0,6.0,44.0,214.0,521.0,-0.061242369047262,7.0,0.5622298762631278,2.0,0.0773070187994912,9.0,,tumor,-0.061242369047262,not available from donor-level Phase 2F output,PPAR-low,PPAR-low,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C104,C104,tumor,epithelial,560,52.0,51.0,107.0,32.0,1.0,56.0,19.0,45.0,248.0,611.0,0.3115476179655691,7.0,0.3806288806496522,2.0,0.3268990096731431,9.0,,tumor,0.3115476179655691,not available from donor-level Phase 2F output,Q3,Q3,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C105,C105,tumor,epithelial,142,21.0,19.0,21.0,7.0,0.0,36.0,7.0,21.0,77.0,209.0,0.0111030528439071,7.0,0.5942933982316412,2.0,0.1407009073745147,9.0,,tumor,0.0111030528439071,not available from donor-level Phase 2F output,Q2,Q2,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C106,C106,normal,epithelial,723,275.0,169.0,475.0,114.0,1.0,184.0,103.0,64.0,340.0,1725.0,0.4494024076005071,7.0,-1.5911305949145844,2.0,-0.0040493707361798,9.0,,normal,0.4494024076005071,not available from donor-level Phase 2F output,PPAR-high,PPAR-high,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C106,C106,tumor,epithelial,266,24.0,12.0,30.0,15.0,0.0,33.0,6.0,25.0,74.0,219.0,0.0196557529064869,7.0,0.6072697846829365,2.0,0.150236648856809,9.0,,tumor,0.0196557529064869,not available from donor-level Phase 2F output,Q2,Q2,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C107,C107,normal,epithelial,424,120.0,34.0,137.0,43.0,0.0,104.0,63.0,31.0,117.0,649.0,0.1830803420398537,7.0,-1.4340691566950392,2.0,-0.1762862132345669,9.0,,normal,0.1830803420398537,not available from donor-level Phase 2F output,Q3,Q3,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C107,C107,tumor,epithelial,290,52.0,51.0,83.0,34.0,0.0,97.0,18.0,59.0,183.0,577.0,0.0612648673298498,7.0,0.3750010304563245,2.0,0.1309840146912886,9.0,,tumor,0.0612648673298498,not available from donor-level Phase 2F output,Q2,Q2,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C109,C109,normal,epithelial,1099,350.0,247.0,634.0,142.0,5.0,459.0,245.0,156.0,443.0,2681.0,0.5265759268527109,7.0,-1.3392991455571164,2.0,0.1119370218727493,9.0,,normal,0.5265759268527109,not available from donor-level Phase 2F output,PPAR-high,PPAR-high,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C109,C109,tumor,epithelial,74,5.0,13.0,39.0,17.0,0.0,24.0,2.0,16.0,70.0,186.0,-0.0850372002036215,7.0,0.4439099327720376,2.0,0.0325066071243027,9.0,,tumor,-0.0850372002036215,not available from donor-level Phase 2F output,PPAR-low,PPAR-low,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C110,C110,normal,epithelial,364,86.0,69.0,119.0,32.0,1.0,84.0,47.0,30.0,158.0,626.0,0.4744438624445991,7.0,-0.8909487904024089,2.0,0.1710232729230417,9.0,,normal,0.4744438624445991,not available from donor-level Phase 2F output,PPAR-high,PPAR-high,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C110,C110,tumor,epithelial,224,31.0,52.0,65.0,3.0,0.0,81.0,6.0,55.0,149.0,442.0,-0.0769541055595504,7.0,0.7058812149655309,2.0,0.0970092990015787,9.0,,tumor,-0.0769541055595504,not available from donor-level Phase 2F output,PPAR-low,PPAR-low,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C111,C111,normal,epithelial,484,189.0,141.0,247.0,58.0,3.0,163.0,41.0,96.0,397.0,1335.0,0.4167287088533004,7.0,-0.1462340027781036,2.0,0.2916258840463216,9.0,,normal,0.4167287088533004,not available from donor-level Phase 2F output,PPAR-high,PPAR-high,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C111,C111,tumor,epithelial,91,15.0,30.0,19.0,5.0,0.0,26.0,3.0,22.0,56.0,176.0,-0.0045808909441623,7.0,0.6186985619656431,2.0,0.1339256541469055,9.0,,tumor,-0.0045808909441623,not available from donor-level Phase 2F output,Q2,Q2,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C112,C112,normal,epithelial,467,156.0,257.0,231.0,119.0,3.0,215.0,73.0,116.0,302.0,1472.0,0.4902327397045982,7.0,-0.6323226410314537,2.0,0.24077598842992,9.0,,normal,0.4902327397045982,not available from donor-level Phase 2F output,PPAR-high,PPAR-high,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C112,C112,tumor,epithelial,45,12.0,19.0,13.0,13.0,0.0,15.0,1.0,12.0,31.0,116.0,0.0283634286460733,7.0,0.1143966978859381,2.0,0.0474819329215988,9.0,,tumor,0.0283634286460733,not available from donor-level Phase 2F output,Q2,Q2,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C113,C113,normal,epithelial,266,36.0,19.0,32.0,19.0,1.0,54.0,20.0,32.0,43.0,256.0,0.5068115892629744,7.0,-0.4049819285792158,2.0,0.3041908075202654,9.0,,normal,0.5068115892629744,not available from donor-level Phase 2F output,PPAR-high,PPAR-high,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C113,C113,tumor,epithelial,512,58.0,91.0,104.0,46.0,0.0,108.0,16.0,66.0,240.0,729.0,0.0486003448620342,7.0,0.2902651556442583,2.0,0.1023036361469729,9.0,,tumor,0.0486003448620342,not available from donor-level Phase 2F output,Q2,Q2,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C114,C114,normal,epithelial,287,152.0,68.0,209.0,41.0,0.0,113.0,40.0,55.0,253.0,931.0,0.1104621222127237,7.0,-0.5240937611051801,2.0,-0.030550296302366,9.0,,normal,0.1104621222127237,not available from donor-level Phase 2F output,Q3,Q3,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C114,C114,tumor,epithelial,299,66.0,48.0,82.0,25.0,0.0,80.0,7.0,55.0,201.0,564.0,-0.0031558126605915,7.0,0.5055428377066007,2.0,0.1098883318654511,9.0,,tumor,-0.0031558126605915,not available from donor-level Phase 2F output,Q2,Q2,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C115,C115,normal,epithelial,201,65.0,69.0,113.0,39.0,0.0,102.0,31.0,22.0,107.0,548.0,0.2083521534656909,7.0,-1.5125538350806285,2.0,-0.1740713995446023,9.0,,normal,0.2083521534656909,not available from donor-level Phase 2F output,Q3,Q3,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C115,C115,tumor,epithelial,85,13.0,8.0,11.0,0.0,0.0,17.0,5.0,13.0,62.0,129.0,-0.5827757205028027,7.0,1.0237933624268851,2.0,-0.2257603687406498,9.0,,tumor,-0.5827757205028027,not available from donor-level Phase 2F output,PPAR-low,PPAR-low,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C116,C116,normal,epithelial,626,302.0,273.0,514.0,117.0,2.0,227.0,113.0,95.0,379.0,2022.0,0.4802892981290861,7.0,-1.3912696819370844,2.0,0.0643873025588259,9.0,,normal,0.4802892981290861,not available from donor-level Phase 2F output,PPAR-high,PPAR-high,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C116,C116,tumor,epithelial,154,33.0,21.0,40.0,17.0,0.0,30.0,9.0,26.0,114.0,290.0,0.0029600001280695,7.0,0.5628569689686433,2.0,0.1273815487593081,9.0,,tumor,0.0029600001280695,not available from donor-level Phase 2F output,Q2,Q2,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C118,C118,tumor,epithelial,261,59.0,61.0,70.0,30.0,0.0,60.0,5.0,61.0,240.0,586.0,-0.0716182839181709,7.0,0.8059018048429056,2.0,0.1233861802509572,9.0,,tumor,-0.0716182839181709,not available from donor-level Phase 2F output,PPAR-low,PPAR-low,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C119,C119,normal,epithelial,22,5.0,2.0,7.0,5.0,0.0,6.0,1.0,2.0,14.0,42.0,0.050484821498045,7.0,-0.4528178653054214,2.0,-0.0613602200138363,9.0,,normal,0.050484821498045,not available from donor-level Phase 2F output,Q2,Q2,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C119,C119,tumor,epithelial,36,6.0,1.0,11.0,3.0,0.0,4.0,3.0,1.0,9.0,38.0,0.0960787148512821,7.0,-1.7047034524475446,2.0,-0.3040951001040127,9.0,,tumor,0.0960787148512821,not available from donor-level Phase 2F output,Q3,Q3,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C122,C122,normal,epithelial,1497,440.0,249.0,636.0,117.0,2.0,341.0,268.0,147.0,588.0,2788.0,0.4478837358292025,7.0,-1.0653194613160764,2.0,0.1116163586858072,9.0,,normal,0.4478837358292025,not available from donor-level Phase 2F output,PPAR-high,PPAR-high,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C122,C122,tumor,epithelial,366,112.0,75.0,203.0,39.0,0.0,125.0,52.0,70.0,305.0,981.0,0.0871562974546436,7.0,-0.0841341862965195,2.0,0.0490917455099406,9.0,,tumor,0.0871562974546436,not available from donor-level Phase 2F output,Q3,Q3,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C123,C123,normal,epithelial,975,295.0,208.0,343.0,89.0,0.0,243.0,135.0,102.0,404.0,1819.0,0.1745509208832084,7.0,-0.9093099093228788,2.0,-0.0663070413848109,9.0,,normal,0.1745509208832084,not available from donor-level Phase 2F output,Q3,Q3,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C123,C123,tumor,epithelial,433,68.0,95.0,86.0,16.0,0.0,98.0,16.0,59.0,271.0,709.0,-0.0056907292183172,7.0,0.4293920335821576,2.0,0.0909943291817882,9.0,,tumor,-0.0056907292183172,not available from donor-level Phase 2F output,Q2,Q2,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C124,C124,normal,epithelial,5704,1633.0,2616.0,4466.0,623.0,11.0,2719.0,247.0,1017.0,3594.0,16926.0,0.3862214123294281,7.0,-0.899321131312308,2.0,0.1005452915201534,9.0,,normal,0.3862214123294281,not available from donor-level Phase 2F output,PPAR-high,PPAR-high,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C124,C124,tumor,epithelial,407,101.0,38.0,85.0,23.0,1.0,112.0,18.0,41.0,177.0,596.0,0.3904439289720027,7.0,-0.2010255489844173,2.0,0.2590062672039093,9.0,,tumor,0.3904439289720027,not available from donor-level Phase 2F output,PPAR-high,PPAR-high,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C125,C125,normal,epithelial,2335,473.0,346.0,1030.0,253.0,0.0,609.0,319.0,235.0,607.0,3872.0,0.2073705410509773,7.0,-1.373568591640872,2.0,-0.143949266213878,9.0,,normal,0.2073705410509773,not available from donor-level Phase 2F output,Q3,Q3,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C125,C125,tumor,epithelial,220,57.0,57.0,101.0,23.0,1.0,63.0,19.0,35.0,137.0,493.0,0.4356769107622865,7.0,-0.2700683328825501,2.0,0.2788446343967673,9.0,,tumor,0.4356769107622865,not available from donor-level Phase 2F output,PPAR-high,PPAR-high,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C126,C126,normal,epithelial,2018,797.0,458.0,1334.0,353.0,4.0,564.0,437.0,233.0,1046.0,5226.0,0.4604748449160764,7.0,-1.3483222226621168,2.0,0.0585199410098112,9.0,,normal,0.4604748449160764,not available from donor-level Phase 2F output,PPAR-high,PPAR-high,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C126,C126,tumor,epithelial,120,20.0,30.0,24.0,3.0,0.0,24.0,3.0,18.0,74.0,196.0,-0.0428377911431631,7.0,0.5267229133996543,2.0,0.0837312543107962,9.0,,tumor,-0.0428377911431631,not available from donor-level Phase 2F output,PPAR-low,PPAR-low,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C129,C129,normal,epithelial,706,48.0,33.0,103.0,16.0,0.0,107.0,22.0,53.0,113.0,495.0,0.1032347798028172,7.0,-0.0972153945007869,2.0,0.0586902966242385,9.0,,normal,0.1032347798028172,not available from donor-level Phase 2F output,Q3,Q3,donor-level Phase 2F fallback; not cell-level state definition
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C129,C129,tumor,epithelial,555,91.0,54.0,114.0,43.0,2.0,127.0,19.0,69.0,257.0,776.0,0.3790591718041579,7.0,0.2784051879830858,2.0,0.3566916198439197,9.0,,tumor,0.3790591718041579,not available from donor-level Phase 2F output,PPAR-high,PPAR-high,donor-level Phase 2F fallback; not cell-level state definition
