chemical_id,canonical_name,CAS,PubChemCID,DTXSID,InChIKey,chemical_class,classification_rule_prefixes,eligible_as_environmental_exposure,drug_like_exclusion,drugcentral_match,pah_formula,pah_structure_valid,classification_exclusion_reason
C089250,(0.017ferrocene)amylose,,,,,,,False,False,False,,False,
C114385,001-C8-NBD,,,,,,,False,False,False,,False,
C114386,001-C8 oligopeptide,,,,,,,False,False,False,,False,
C434150,"0231A , Streptomyces",,,,,,,False,False,False,,False,
C434149,"0231B, Streptomyces",,,,,,,False,False,False,,False,
C000620092,027075 compound,,,,,,,False,False,False,,False,
C533344,0433YC1,,,,,,,False,False,False,,False,
C533345,0433YC2,,,,,,,False,False,False,,False,
C046983,06-Paris-LA-66 protocol,,,,,,,False,False,False,,False,
C585814,071031B compound,,,,,,,False,False,False,,False,
C533898,072RB peptide,,,,,,,False,False,False,,False,
C493119,07H239-A,,,,,,,False,False,False,,False,
C014305,0-acetylpantolactone,28227-36-3,,,,,,False,False,False,,False,
C473129,1000PEGT70PBT30,,,,,,,False,False,False,,False,
C534883,10074-G5,,CID:2836600,,,,,False,False,False,,False,
C093446,"10,10-(1,2-ethylenedioxy)-1,5-dimethylbicyclo(4.4.0)decan-4-one",,,,,,,False,False,False,,False,
C112297,"10,10-bis(4-pyridinylmethyl)-9(10H)-anthracenone",,CID:656732,,,,,False,False,False,C26H20N2O,False,
C024526,"10,10-difluoro-13-dehydroprostacyclin",80226-91-1,,,,,,False,False,False,,False,
C053260,"10,10-difluoroarachidonic acid",108212-58-4,,,,,,False,False,False,,False,
C060259,"10,10-difluorothromboxane A2",121573-36-2,,,,,,False,False,False,,False,
C040211,"10,10-dimethyl-10-deazaaminopterin",80576-88-1,,,,,,False,False,False,,False,
C033472,"10,10'-dimethyl-9,9'-biacridinium",2315-97-1,,,,,,False,False,False,,False,
C000599298,"10,10'-dimethyl-9,9'-biacridinium bis(monomethyl terephthalate)",,,,,phthalates,D02.241.223.805,True,False,False,,False,
C000598765,"10,10-dimethylanthrone",,,,,,,False,False,False,,False,
C038721,"10,10-dimethylarachidonic acid",85924-32-9,,,,,,False,False,False,,False,
C421343,"10,10-dimethylhuperzine A",,,,,,,False,False,False,,False,
C000604906,10-(10H-phenothiazin-3'-yl)propenal,,,,,,,False,False,False,,False,
C499044,"10,10'-oxybisphenoxarsine",,,,,,,False,False,False,,False,
C529594,101.10 peptide,,,,,,,False,False,False,,False,
C551215,"10,11,12-guaianetriol",,,,,,,False,False,False,,False,
C046445,"10,11,12-trihydroxy-5,8,14,17-eicosatetraenoic acid",98004-40-1,,,,,,False,False,False,,False,
C539684,"(10,11,12)-trihydroxy-(7Z,14Z)-heptadecadienoic acid",,,,,,,False,False,False,,False,
C037854,"10,11,12-trihydroxyeicosatrienoic acid",85589-25-9,,,,,,False,False,False,,False,
C085056,"10,11-dehydro-2-acetoxytrimipramine",158798-74-4,,,,,,False,False,False,,False,
C403642,"10,11-dibromoundecanoyl maltoside",,,,,,,False,False,False,,False,
C465909,"10,11-didehydroepothilone D",,,,,,,False,False,False,,False,
C004822,"10,11-dihydro-10,11-dihydroxy-5H-dibenzazepine-5-carboxamide",35079-97-1,CID:83852,DTXSID30891504,PRGQOPPDPVELEG-UHFFFAOYSA-N,,,False,False,False,,False,
C011448,"10,11-dihydro-10,11-dihydroxyprotriptyline",29785-65-7,,,,,,False,False,False,,False,
C428744,"10,11-dihydro-10-hydroxy-5H-dibenz(b,f)azepine-5-carboxamide",,,,,,,False,False,False,,False,
C039775,"10,11-dihydro-10-hydroxycarbamazepine",,CID:114709,,,,,False,False,False,,False,
C546406,"10,11-dihydro-5H-benz(b,f)azepine",,,,,,,False,False,False,,False,
C515697,"10,11-dihydro-5H-dibenzo(a,d)cycloheptene",,CID:70029,,,,,False,False,False,,False,
C000608672,"((10,11-dihydro-5H-dibenzo(b,f)azepin-5-yl)(hydroxy)methylidene)azanium chloride",,,,,,,False,False,False,,False,
C000705628,"10,11-dihydro-5H-dibenzo(b,f)azepine",,,,,,,False,False,False,,False,
C545131,"10,11-dihydroanhydrobarakol",,,,,,,False,False,False,,False,
C573734,"10,11-dihydrobenzo(j)fluoranthen-12-one",,,,,,,False,False,False,,False,
C054135,"10,11-dihydrocarbamazepine",3564-73-6,,,,,,False,False,False,,False,
C588190,"10,11-dihydrocyclonerotriol",,,,,,,False,False,False,,False,
C481482,"10,11-dihydrodesmycosin",,,,,,,False,False,False,,False,
C000599114,"10,11-dihydrodibenzo(b,f)(1,4)oxazepine",,,,,,,False,False,False,,False,
C569520,"10,11-dihydrodibenzo(b,f)oxepine-4-carboxamide",,,,,,,False,False,False,,False,
C529251,"10,11-dihydrodictyostatin",,,,,,,False,True,False,,False,drug_semantic_regex
C071545,"10,11-dihydrodiol-8,9-epoxide benzanthracene",63438-27-7,,,,,,False,False,False,,False,
C418732,"10,11-dihydroxy-10,11-dihydroacenaphtho(1,2-b)benzo(d)thiophene",,,,,,,False,False,False,,False,
C064337,"10,11-dihydroxydihydroquinidine N-oxide",100182-37-4,,,,,,False,False,False,,False,
C429827,"10,11-dihydroxydihydroquinine",,,,,,,False,False,False,,False,
C514727,"10,11-dihydroxydracaenone C",,,,,,,False,False,False,,False,
C067052,"10,11-dihydroxy-N-allylnoraporphine",18426-17-0,,,,,,False,False,False,,False,
C080453,"10,11-dihydroxy-N-methylnorapomorphine",147353-44-4,,,,,,False,True,False,,False,drug_semantic_regex
C080804,"10,11-dihydroxy-N-(n-2-fluoroethyl)norapomorphine",149156-25-2,,,,,,False,True,False,,False,drug_semantic_regex
C080805,"10,11-dihydroxy-N-(n-3-fluoropropyl)norapomorphine",146578-65-6,,,,,,False,True,False,,False,drug_semantic_regex
C425777,"10,11-dihydroxy-N-n-propylnorapomorphine",,,,,,,False,True,False,,False,drug_semantic_regex
C060442,"10,11-dihydroxyoctadeca-6,8,12-trienoic acid",121979-39-3,,,,,,False,False,False,,False,
C518834,"10,11-dihydroxyquinine",,,,,,,False,False,False,,False,
C557762,"10,11-dimethoxy-4-N-hydroxymethyl strychnidin-17-acetic acid",,,,,,,False,False,False,,False,
C432983,"10,11-dimethoxyisomitraphylline",,,,,,,False,False,False,,False,
C432982,"10,11-dimethoxymitraphylline",,,,,,,False,False,False,,False,
C044756,"10,11-dimethoxy-N-n-propylnoraporphine",40285-10-7,,,,,,False,False,False,,False,
C527622,"10,11-dioxoepierythratidine",,,,,,,False,False,False,,False,
C527623,"10,11-dioxoerythratidinone",,,,,,,False,False,False,,False,
C527621,"10,11-dioxoerythratine",,,,,,,False,False,False,,False,
C001149,"10,11-epoxy-6,7-farnesyl propenyl ether",51023-58-6,,,,,,False,False,False,,False,
C469614,"10,11-epoxy-hexadecadienoic acid",,,,,,,False,False,False,,False,
C094352,"10',11'-epoxyoligosporon",,,,,,,False,False,False,,False,
C519985,"10,11-methylenedioxy-14-azacamptothecin",,,,,,,False,False,False,,False,
C066731,"10,11-methylenedioxy-20-camptothecin",104155-89-7,,,,,,False,False,False,,False,
C120496,"10,11-methylenedioxycamptothecin",,,,,,,False,False,False,,False,
C033829,"10,11-methylenedioxy-N-propylnoraporphine",81264-57-5,,,,,,False,False,False,,False,
C000598013,"10,11-threo-xanthopappin D",,,,,,,False,False,False,,False,
C577304,"10,12-hexadecadienyl acetate",,,,,,,False,False,False,,False,
C094849,"10,12-octadecadienoic acid",,CID:5282801,,,,,False,False,False,,False,
C493048,"10, 12-pentacosadiynoic acid",,,,,,,False,False,False,,False,
C096076,"10,12-peroxycalamenene",,,,,,,False,False,False,,False,
C060004,1012S,95211-91-9,,,,,,False,False,False,,False,
C044711,1012-S-acetamide adipic hydrazide Sepharose 4B,100365-92-2,,,,,,False,False,False,,False,
C447625,"10,12-tetradecadienoic acid",,,,,,,False,False,False,,False,
C108651,"10,12-tetradecadienyl acetate",,,,,,,False,False,False,,False,
C434762,"10,12-tricosadiynoic acid",,,,,,,False,False,False,,False,
C495463,"10,13,16,17-tetrahydroxy-9-methyl-15-oxo-20-norkaurane-18,10-carbolactone",,,,,,,False,False,False,,False,
C420910,"10,13a,14-hydroxyantofine N-oxide",,,,,,,False,False,False,,False,
C420908,"10,13a-secoantofine N-oxide",,,,,,,False,False,False,,False,
C119819,"10,13-diacetoxy-2,5,20-trihydroxy-3,8-secotaxa-3,7,11-trien-9-one",,,,,,,False,False,False,,False,
C549326,"10,13-dimethyl-17-(2-(6-sulfanylidene-3H-purin-9-yl)acetyl)-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta(a)phenanthren-3-one",,,,,,,False,False,False,,False,
C411203,"10,13-dimethyltetradecanoic acid",,,,,,,False,False,False,,False,
C096139,"10,13-epoxy-11-methyloctadeca-10,12-dienoic acid",57818-39-0,,,,,,False,False,False,,False,
C547066,"10,14-dihydroxy-9,11,13,13-tetramethyl-2-(1-methyl-2-(2-methyl-thiazol-4-yl)-vinyl)-5-(7-nitro-benzo(1,2,5)oxadiazol-4-yl)-1-oxa-5-aza-cyclohexadecane-12,16-dione",,,,,,,False,False,False,,False,
C525040,"10,14-dihydroxyaromadendrane",,,,,,,False,False,False,,False,
C000595989,"10,14-dimethyloctadec-1-ene",,,,,,,False,False,False,,False,
C000597843,"10,14-hexadecadienal",,,,,,,False,False,False,,False,
C478045,"10, 15, 20-triphenyl-5-(4-hydroxy-3-(trimethylammonium)methyl)phenylporphyrin",,,,,,,False,False,False,,False,
C439830,"10,15,20-tritolylporphyrin-5-(4-amidophenyl)-(5-(4-phenyl)-10,15,20-tritolylporphyrin)",,,,,,,False,False,False,,False,
C540693,"10,15-dihydro-5H-diindeno(1,2-a)fluoren",,,,,,,False,False,False,,False,
C540692,"10,15-dihydro-5H-diindeno(1,2-c)fluoren",,,,,,,False,False,False,,False,
C080244,"10,15-eicosadienoic acid",145930-75-2,,,,,,False,False,False,,False,
C474391,"10,16-dihydroxyhexadecanoic acid",,,,,,,False,False,False,,False,
C000591716,"10,17-dihydroxydocosa-4,7,11,13,15,19-hexaenoic acid",,,,,,,False,False,False,,False,
C035708,"10,17-dioxosparteine",52717-73-4,,,,,,False,False,False,,False,
C000601944,"10,18-diacetoxy-7-hydroxy-2,8(17)-dolabelladiene",,,,,,,False,False,False,,False,
C489630,1018 oligonucleotide,,,,,,,False,False,False,,False,
C099511,"10-(1-azirinyl)estr-4-en-3,17-dione",,,,,,,False,False,False,,False,
C046718,10-((1-carboxy-2-methylpropylidene)amino)-9-hydroxy-2-methylellipticinium,89683-26-1,,,,,,False,False,False,,False,
C524705,"10-(1-(dimethylamino)ethyl)-1,4a,5,7,7a,9,9a,10,11,12,12a,12b,13,14,14a,14b-hexadecahydro-11-hydroxy-9a,12,a,14b-trimethyl-3-(1-methylethyl)-8H-indeno(5',4'-4,5)cyclohepta(1,2-f)(3,1)benzoxazin-8-one",,,,,,,False,False,False,,False,
C065199,"10,20-methanoretinal",128434-80-0,,,,,,False,False,False,,False,
C097329,"10,23,24,25-tetrahydro-24-hydroxyaflavinine",,,,,,,False,False,False,,False,
C097328,"10,23-dihydro-24,25-dehydroaflavinine",,,,,,,False,False,False,,False,
C516821,"10-(2,3-dihydro-5-hydroxy-7-methyl-1-benzofuran-2-yl)-10-hydroxy-6-methyl-2-(4-methyl-3-pentenyl)-2,6-undecadienoic acid",,,,,,,False,False,False,,False,
C450154,10-(2-(3-trifluoromethylphenylpiperazyl)ethyl)deoxoartemisinin,,,,,,,False,False,False,,False,
C007496,"10-(2',4'-dinitrophenylthio)phenothiazine",54199-19-8,,,,,,False,False,False,,False,
C550360,10-(2-(4-methoxyphenyl)-2-oxoethylidene)-10H-anthracen-9-one,,,,,,,False,False,False,,False,
C003895,"10-(2',6'-dimethylphenyl)-3-methylisoalloxazine-6,8- disulfonate",40155-15-5,,,,,,False,False,False,,False,
C586272,"10-(2-aminoethyl)-1,4,7,10-tetraazacyclododecane-1,4,7-tris(methylenephosphonic acid)",,,,,,,False,False,False,,False,
C057261,"10-(2-aminoethyl)estr-5-ene-3,17-dione, cyclic bis(1,2-ethanediylacetal)",,,,,,,False,False,False,,False,
C485826,"10-(2-benzoxazolcarbonyl)-5,10-dideaza-acyclic-5,6,7,8-tetrahydrofolic acid",,,,,,,False,False,False,,False,
C580900,10-(2-chloroethyl)acridin-9(10H)-one,,,,,,,False,False,False,,False,
C527048,"10-(2-deoxy-beta -D-ribofuranosyl)-pyrimido(4',5' :4,5)-pyrimido(1,6-a)indole-6,9(7H)-dione",,,,,,,False,False,False,,False,
C031531,10-(2-dimethylaminoethyl)acridan,78305-11-0,,,,,,False,False,False,,False,
C009964,10-(2-dimethylaminopropyl)-9-acridone monohydrochloride,3785-45-3,,,,,,False,False,False,,False,
C580901,10-(2-hydroxyethyl)acridin-9(10H)-one,,,,,,,False,False,False,,False,
C076555,10-(2-hydroxyethyl)phenazine,130942-94-8,,,,,,False,False,False,,False,
C544520,"10-(2-hydroxypropyl)-1,4,7-tetraazacyclododecane-1,4,7-triacetic acid",,,,,,,False,False,False,,False,
C571390,"10-(2-nitro-phenyl)-2,3,4,10-tetrahydro-4-aza-cyclopenta(b)fluorene-1,9-dione",,,,,,,False,False,False,,False,
C534422,10-(2-pyrazolylethoxy)camptothecin,,,,,,,False,False,False,,False,
C543049,"10-(2-sulfanylethyl)-1,4,7,10-tetraazacyclododecane-1,4,7-triacetic acid",,,,,,,False,False,False,,False,
C009969,10-(2-triethylaminoethyl)-9-acridone iodide,55011-84-2,,,,,,False,False,False,,False,
C049282,10-(3-(3-hydroxypyrrolidinyl)propyl)-2-trifluoromethylphenothiazine,62848-18-4,,,,,,False,False,False,,False,
C055344,"10-(3',5'-dichlorophenyl)-3-methylflavin",119237-62-6,,,,,,False,False,False,,False,
C055345,"10-(3',5'-dimethylphenyl)-3-methylflavin",119237-63-7,,,,,,False,False,False,,False,
C530306,"10-(3-cyclopropylaminomethyl-4-fluoro-1-pyrrolidinyl)-9-fluoro-3-fluoromethyl-2,3-dihydro-7-oxo-7H-pyrido(1,2,3-de)(1,4)benzoxazine-6-carboxylic acid",,,,,,,False,False,False,,False,
C496879,103D5R,,CID:11267663,,,,,False,False,False,,False,
C000620971,"10-(3-hydroxy-3-(5-methylisoxazol-3-yl)but-1-ynyl)-N3-methyl-5,6-dihydroimidazo(1,2-d)(1,4)benzoxazepine-2,3-dicarboxamide",,,,,,,False,False,False,,False,
C476444,10-((3-hydroxy-4-methoxybenzylidene))-9(10H)-anthracenone,,,,,,,False,False,False,,False,
C568687,10-(3-hydroxy-4-methoxy-phenylimino)-10H-anthracen-9-one,,,,,,,False,False,False,,False,
C008647,10-(3'-nitrophenylthio)-3-methylthiophenothiazine,54199-18-7,,,,,,False,False,False,,False,
C042522,10-(3-propionyloxysuccinimide)-2-(trifluoromethyl)phenothiazine,92911-21-2,,,,,,False,False,False,,False,
C000620976,10-(4-(3-methoxyphenyl)piperazine-1-carbonyl)-10H-phenoxazine-3-carbonitrile,,,,,,,False,False,False,,False,
C092022,1045U85,129314-29-0,,,,,,False,False,False,,False,
C580653,"10-(4,6-dichloropyrimidin-5-yl)-5,15-dimesitylcorrole",,,,,,,False,False,False,,False,
C113408,10-(4-acetimdobenzylidene)-9-anthrone,,,,,,,False,False,False,,False,
C513781,"10-(4-aminophenyl)-5,15-dimesitylcorrole",,,,,,,False,False,False,,False,
C103145,"10-(4-chlorobutyl)-1,3,4-trifluoro-2-nitrophenothiazine",,,,,,,False,False,False,,False,
C103147,10-(4-chlorobutyl)-3-nitrophenothiazine,,,,,,,False,False,False,,False,
C054314,10-(4'-chlorophenyl)-3-methylflavin,65626-87-1,,,,,,False,False,False,,False,
C000622246,"10-(4-cyanophenyl)-1,2,6a,6b,9,9,13a-heptamethyl-1,2,3,4,5,6,6a,6b,7,8,8a,9,10,13,13a,3b,14,15b-octadecahydro-4aH-chryseno(1,2-f)indazole-4a-carboxylic acid",,,,,,,False,False,False,,False,
C572610,"10-(((4-ethyl-5-(2-furyl)-4H-1,2,4-triazol-3-yl)thio)acetyl)-10H-phenothiazine",,,,,,,False,False,False,,False,
C435316,"10-(4-fluorophenyl)-3,3,6,6,9-pentamethyl-3,4,6,7,9,10-hexahydroacridine-1,8(2h,5h)-dione",,,,,,,False,False,False,,False,
C435317,"10-(4-fluorophenyl)-3,3,6,6-tetramethyl-9-propyl-3,4,6,7,9,10-hexahydroacridine-1,8(2h,5h)-dione",,,,,,,False,False,False,,False,
C000619707,"10-(4-hydroxylphenyl)-5,15-bis (pentafluorophenyl)corrole",,,,,pfas_perfluoro,D02.455.526.510.435,True,False,False,,False,
C559134,"10-((4-hydroxypiperidin-1-yl)methyl)chromeno(4,3,2-de)phthalazin-3(2H)-one",,,,,,,False,False,False,,False,
C103197,"10-(4-methylpiperazin-1-yl)pyrido(4,3-b)(1,4)benzothiazepine",136772-40-2,,,,,,False,False,False,,False,
C011929,"10-(4-methylpiperazino)dibenzo(b,f)thiepin",22012-13-1,,,,,,False,False,False,,False,
C553100,10-(4'-(N-diethylamino)butyl)-2-chlorophenoxazine,,,,,,,False,False,False,,False,
C008648,10-(4'-nitrophenylthio)-3-methylthiophenothiazine,54199-17-6,,,,,,False,False,False,,False,
C459202,10-(4-(pyrrolidin-1-yl)butyl)phenothiazine,,,,,,,False,False,False,,False,
C419403,10-(4-trifluoromethylphenoxy)dihydroartemisinin,,,,,,,False,False,False,,False,
C569122,1050-Da MAA,,,,,,,False,False,False,,False,
C494720,10-(5-methoxy-1H-indol-3-yl)decan-1-ol,,,,,,,False,False,False,,False,
C560971,10'-(5''-((methoxycarbonyl)amino)-2'-methyl)phenylaminocarbonylstaurosporine,,,,,,,False,False,False,,False,
C571391,"10-(5-nitro-furan-2-yl)-2,3,4,10-tetrahydro-4-aza-cyclopenta(b)fluorene-1,9-dione",,,,,,,False,False,False,,False,
C571389,"10-(5-nitro-furan-2-yl)-2,3-dihydro-4-aza-cyclopenta(b)fluorene-1,9-dione",,,,,,,False,False,False,,False,
C002122,1067CERM,24646-20-6,,,,,,False,False,False,,False,
C534903,10-(6'-plastoquinonyl) decylrhodamine 19,,,,,,,False,False,False,,False,
C532038,10-(6'-plastoquinonyl)decyltriphenylphosphonium,,CID:16679091,,,,,False,False,False,,False,
C008083,10(9)-hydroxystearic acid,25498-28-6,,,,,,False,False,False,,False,
C035711,10-acetoxy-17-hydroxy-17-ethinylestr-4-en-3-one,82683-45-2,,,,,,False,False,False,,False,
C057029,"10-acetoxy-8,9-epoxythymol isobutyrate",106009-86-3,,,,,,False,False,False,,False,
C469807,10-acetoxyactinidine,,,,,,,False,False,False,,False,
C555913,10-acetoxyangasiol,,,,,,,False,False,False,,False,
C090791,10-acetyl-4-deacetyltaxotere,,,,,,,False,False,False,,False,
C050336,"10-acetyl-5,8-dideazafolic acid",94843-77-3,,,,,,False,False,False,,False,
C583576,10-acetyl-7-(t-butyldiphenylsilyloxymethyl)-4-methylbicyclo(5.3.0)dec-4-en-1-ol,,,,,,,False,False,False,,False,
C000608391,10-acetylborreriagenin,,,,,,,False,False,False,,False,
C051287,10-acetyl dithranol,3022-61-5,,,,,,False,False,False,,False,
C562206,10-acetylirciformonin B,,,,,,,False,False,False,,False,
C063604,10-acetyllactyldithranol,128864-31-3,,,,,,False,False,False,,False,
C585868,10-acetyl-pyranomalvidin-3-beta-O-glucoside,,,,,,,False,False,False,,False,
C585867,10-acetyl-pyranopeonidin-3-beta-O-glucoside,,,,,,,False,False,False,,False,
C063603,10-acetylsalicyldithranol,128864-32-4,,,,,,False,False,False,,False,
C571514,10-allyl-6-chloro-4-methoxy-9(10H)-acridone,,,,,,,False,False,False,,False,
C576446,"10alpha,18-epoxy-10beta-hydroxy-9-oxo-2alpha,5alpha,14beta-triacetoxytaxa-4(20),11(12)-diene",,,,,,,False,False,False,,False,
C013759,10-(alpha-diethylaminopropionyl)phenothiazine,63834-04-8,CID:113918,DTXSID50980424,POZJNEBUHLZROM-UHFFFAOYSA-N,,,False,False,True,,False,drugcentral_cas_or_inn
C506390,10alpha-methoxycadinan-4-en-3-one,,,,,,,False,False,False,,False,
C015348,"10 alpha-methoxy-delta (8,9)-lysergaldehyde",55839-57-1,,,,,,False,False,False,,False,
C042444,10-alpha-S-glutathionylmorphine,92780-96-6,,,,,,False,True,False,,False,drug_semantic_regex
C520115,10-amine-4-azadecylsilica,,,,,,,False,False,False,,False,
C006553,"10-amino-1,2,3,4,4a,9,10,10a-octahydrophenanthrene",54378-50-6,,,,,,False,False,False,,False,
C041488,"10-amino-4-estrene-3,17-dione",89578-47-2,,,,,,False,False,False,,False,
C483494,10-amino-7-ethylcamptothecin,,,,,,,False,False,False,,False,
C106646,10-aminocamptothecin,86639-63-6,,,,,,False,False,False,,False,
C413406,10-aminodec-1-ene,,,,,,,False,False,False,,False,
C094629,"10-(aminomethyl)-9,10-dihydro-1,2-dihydroxyanthracene",,,,,,,False,False,False,,False,
C420907,10-antofine N-oxide,,,,,,,False,False,False,,False,
C078857,10-aza-10-demethyl-9-deoxo-11-deoxyerythromycin A,146763-21-5,,,,,,False,False,False,,False,
C023961,10-azabenzo(a)pyrene,189-92-4,,,,,,False,False,False,,False,
C023962,"10-azabenzo(a)pyrene 4,5-oxide",67977-01-9,,,,,,False,False,False,,False,
C583650,"10-azatricyclo(3.3.2.0(4,8))decane",,,,,,,False,False,False,,False,
C000594945,10-benzoyl-cycloparvifloralone,,,,,,,False,False,False,,False,
C454019,10-(benzoyloxymethyl)-9-(3-chloro-4-(tri-n-butylstannyl)benzylidene)-7-azatricyclo(4.3.1.0)-decane,,,,,,,False,False,False,,False,
C442801,"(10-benzyl-(1,2,4)triazino(4,3-a)benzimidazol-3,4(10H)-dion-2-yl)acetic acid",,,,,,,False,False,False,,False,
C473585,10b-epi-deoxypancratistatin,,,,,,,False,True,False,,False,drug_semantic_regex
C587379,10beta-acetoxy-5alpha-((3'-dimethylamino-3'-phenyl)-propionyloxy)moiety-9alpha-hydroxy-taxa-4(20)11-dien-13-one,,,,,,,False,False,False,,False,
C063893,10-beta-carbethoxypropionylchrysarobin,127848-71-9,,,,,,False,False,False,,False,
C514144,"10beta-chloro-17beta-hydroxyestra-1,4-dien-3-one",,,,,,,False,False,False,,False,
C511154,10beta-formamidokalihinol-A,,,,,,,False,False,False,,False,
C575043,10beta-hydroxy-19-nor-cardenolide,,,,,,,False,False,False,,False,
C007642,10 beta-hydroxy-19-norethisterone,1236-00-6,,,,,,False,False,False,,False,
C034721,"10 beta-hydroxy-4-estrene-3,17-dione formate",82183-64-0,,,,,,False,False,False,,False,
C000594758,10beta-hydroxyartemisinin,,,,,,,False,False,False,,False,
C552661,10beta-hydroxyisodauc-6-en-14-al,,,,,,,False,False,False,,False,
C506389,10beta-methoxymuurolan-4-en-3-one,,,,,,,False,False,False,,False,
C527611,10beta-(trifluoropropyloxy)dihydroartemisinin,,,,,,,False,False,False,,False,
C559336,"10'-bis(acetamido)ethane-bis(1,4,7-tri(carboxymethane)-1,4,7,10-tetraazacyclododecane)",,,,,,,False,False,False,,False,
C558688,"10'-bis(acetamido)-ethane-bis(1,4,7-tri(methylene phosphonic acid)-1,4,7,10-tetraazacyclododecane)",,,,,,,False,False,False,,False,
C066310,10-bromoacetamidomethylcamptothecin,131206-45-6,,,,,,False,False,False,,False,
C050668,10-bromocarbamazepine,59690-97-0,,,,,,False,False,False,,False,
C529298,10-bromomethyl-11-demethyl-12-oxocalanolide A,,,,,,,False,False,False,,False,
C519137,10b(s)-epipancratistatin,,,,,,,False,True,False,,False,drug_semantic_regex
C006881,10-camphorsulfonic acid,76-26-6,,,,,,False,False,False,,False,
C549718,"10-carboxy-11,12,13,14-tetranor-plakortide Q",,,,,,,False,False,False,,False,
C048661,10-carboxy-13-deoxocarminomycin,97583-07-8,,,,,,False,False,False,,False,
C099676,10-carboxydecyl-2-chloroethylsulfide,,,,,,,False,False,False,,False,
C037346,10-carboxydecylamino-sepharose,76929-94-7,,,,,,False,False,False,,False,
C032781,10-carboxydecyl-sepharose,,,,,,,False,False,False,,False,
C047571,10-(carboxyethyl)flavin,20781-13-9,,,,,,False,False,False,,False,
C026430,10-carboxymethyl-9-acridanone,38609-97-1,,DTXSID6046557,UOMKBIIXHQIERR-UHFFFAOYSA-N,,,False,False,True,,False,drugcentral_cas_or_inn
C011719,"10-chloro-1,4,6,9-tetrahydro-4,6-dioxopyrido(3,2-g)quinoline-2,8-dicarboxylic acid",49635-52-1,,,,,,False,False,False,,False,
C460641,"10-chloro-1-heptadecene-4,6-diyne-3,8,9-triol",,,,,,,False,False,False,,False,
C525444,"10-chloro-2,6-dimethyl-2H-pyrido(3',4'-4,5)pyrrolo(2,3-g)isoquinoline",,,,,,,False,False,False,,False,
C007003,"10-chloro-2-methoxy-5-methyl-7H-pyrrolo(3,2,1-d,e)phenanthrid-7-one-4-acetic acid",51806-88-3,,,,,,False,False,False,,False,
C015745,"10-chloro-5-(2-dimethylaminoethyl)-7H-indolo(2,3-c)quinoline-6(5H)-one",52865-60-8,,,,,,False,False,False,,False,
C000607152,"10-chloro-6-(piperazin-1-yl)-12H-thiochromeno(2,3-c)quinolin-12-one",,,,,,,False,False,False,,False,
C000593972,"10-chloro-7H-benzimidazo(2,1-a)benzo(de)Isoquinolin-7-one",,,,,,,False,False,False,,False,
C000628154,10-chlorocanthin-6-one,,,,,,,False,False,False,,False,
C057956,10-chloroestradien-3-one,,,,,,,False,False,False,,False,
C547679,10-chloromethyl-11-demethyl-12-oxocalanolide A,,,,,,,False,False,False,,False,
C446040,10-cinnamoylcatalpol,,,,,,,False,False,False,,False,
C559861,"10-(cyclohexylamino)-12-((2-hydroxyethyl)amino)-15-oxa-14-azatetracyclohexadeca-1(16),2,4,6,9,11,13-heptaen-8-one",,,,,,,False,False,False,,False,
C414592,10-daunosaminyl-epsilon-rhodomycinone,,,,,,,False,False,False,,False,
C508212,10-deacetoxy-7-deoxypaclitaxel,,,,,,,False,False,False,,False,
C402708,10-deacetoxypaclitaxel,,,,,,,False,False,False,,False,
C442365,10-deacetyl-10-(3-aminobenzoyl)paclitaxel,,,,,,,False,False,False,,False,
C442366,10-deacetyl-10-(7-(diethylamino)coumarin-3-carbonyl)paclitaxel,,,,,,,False,False,False,,False,
C098224,10-deacetyl-9-dihydrotaxol,,,,,,,False,False,False,,False,
C042213,10-deacetylbaccatine III,92999-93-4,,,,,,False,False,False,,False,
C425406,10-Deacetyl baccatin III dimethyl sulfoxide disolvate,,,,,,,False,False,False,,False,
C095360,10-deacetylpaclitaxel,,CID:155831,,,,,False,False,False,,False,
C000604666,10-deacetyl suspensolide A aglycone,,,,,,,False,False,False,,False,
C508658,10-deacetyltaxinine,,,,,,,False,False,False,,False,
C031494,10-deacetyltaxol,78432-77-6,,,,,,False,False,False,,False,
C017178,10-deazaaminopterin,52454-37-2,,,,,,False,False,False,,False,
C000723079,10-DEBC hydrochloride,,CID:16760284,,,,,False,False,False,,False,
C117591,"10-debenzoyl-5,10,13-triacetylbrevifoliol",,,,,,,False,False,False,,False,
C067795,10-decarbamoylmitomycin C,26909-37-5,CID:10424358,DTXSID80949701,OUADMZZEIRSDSG-CHFCKMNRSA-N,,,False,False,False,,False,
C081151,10-decarbamoylmitomycin C-N(2)-deoxyguanosine-adduct,149633-11-4,,,,,,False,False,False,,False,
C032358,10-decarbamoyloxy-9-dehydromitomycin B,74148-44-0,,,,,,False,False,False,,False,
C478393,10-decarboxymethylaclacinomycin T,,,,,,,False,False,False,,False,
C501240,10-dehydro-11-dehydroxyoleandomycin,,,,,,,False,False,False,,False,
C561631,(10)-dehydrogingerdione,,,,,,,False,False,False,,False,
C000596075,10-dehydroxymelleolide D,,,,,,,False,False,False,,False,
C442623,10-demethoxystegane,,,,,,,False,False,False,,False,
