biomarker,matrix,source_variable,model_variant,weight_variable,dilution_terms,status,reason,interaction_beta,interaction_se,interaction_z,interaction_ci_low,interaction_ci_high,interaction_p,male_beta,male_se,male_z,female_beta,female_se,female_z,analytic_n,total_cases,total_controls,male_n,female_n,male_cases,female_cases,n_contributing_cycles,contributing_cycles,interaction_positive,interaction_p_lt_0_05,matched_complete_case_n,matched_complete_case_total_oa_cases,matched_complete_case_male_cases,matched_complete_case_female_cases,same_seqn_set,no_new_fdr
urinary_cadmium,urine,log2(URXUCD),ucr_main_plus_sex_interaction,WTSA2YR,log2(URXUCR) + log2(URXUCR):female,ok,,0.1892066397358671,0.07450980409183072,2.5393522643366038,0.041730866006659095,0.3366824134650751,0.012342093398309283,-0.2589003222731868,0.0739691309305909,-3.500113074413792,-0.09615100271913503,0.05488473764349712,-1.7518714099297008,10218,1268,8950,5080,5138,481,787,8,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,True,10218,1268,481,787,True,True
blood_cadmium,blood,log2(LBXBCD),original_frozen,WTMEC2YR,none,ok,,0.0016418108842919338,0.07305468867412465,0.02247372364579591,-0.1429538818313219,0.14623750359990578,0.9821061965837021,-0.13827836478037317,0.08152102157310505,-1.696229538247018,-0.24534167269669613,0.07289017004794236,-3.3659089083661966,10218,1268,8950,5080,5138,481,787,8,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,True,False,10218,1268,481,787,True,True
