time_ps,core_internal_rmsd_A,pair_retention_4p5A,residue_contact_fraction_4p5A,core_pocket_nearest_distance_A
7.060000021048724193e+03,4.325295220083037739e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.938310369998307969e+00
7.070000021078538339e+03,4.137291078199723665e-02,4.166666666666666435e-02,3.333333333333333148e-01,4.003731270027524047e+00
7.080000021108352485e+03,2.328424452265346126e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.921896465441335078e+00
7.090000021138166630e+03,4.068498033228764438e-02,4.166666666666666435e-02,3.333333333333333148e-01,4.395895098764819764e+00
7.100000021167980776e+03,3.268013997680574434e-02,8.333333333333332871e-02,1.666666666666666574e-01,4.161988743206012309e+00
7.110000021197794922e+03,3.762444087236719442e-02,4.166666666666666435e-02,3.333333333333333148e-01,4.269032602689760481e+00
7.120000021227608158e+03,4.459920452455140572e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.767932373428943382e+00
7.130000021257422304e+03,4.042620370946299613e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.575076086125731578e+00
7.140000021287236450e+03,4.560018478112772000e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.522156358325140069e+00
7.150000021317050596e+03,3.669992348693094930e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.794358561007069142e+00
7.160000021346864742e+03,7.664600082436495709e-02,8.333333333333332871e-02,3.333333333333333148e-01,4.086781074001403447e+00
7.170000021376678887e+03,3.961131930062249118e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.816702127562184632e+00
7.180000021406493033e+03,4.435360500971551739e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.502899894218729937e+00
7.190000021436307179e+03,5.422083159307140160e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.976237496179772180e+00
7.200000021466121325e+03,3.857096572244347876e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.486710878363294519e+00
7.210000021495935471e+03,5.081893080607402524e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.852460575738990922e+00
7.220000021525748707e+03,3.480755719472292120e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.665698306327517919e+00
7.230000021555562853e+03,4.523741472611281234e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.662170504485791955e+00
7.240000021585376999e+03,5.305510272561637236e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.393807568805011332e+00
7.250000021615191145e+03,4.321507597746449686e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.626474548784082597e+00
7.260000021645005290e+03,6.432366675700350311e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.468184521405772269e+00
7.270000021674819436e+03,3.152992979534134654e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.630789502501965416e+00
7.280000021704633582e+03,4.640291069351344666e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.849998571097470013e+00
7.290000021734447728e+03,3.637940980151813108e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.610975376590782826e+00
7.300000021764261874e+03,4.537942621381459152e-02,1.666666666666666574e-01,3.333333333333333148e-01,4.058253732043938022e+00
7.310000021794076019e+03,5.531354548295071283e-02,0.000000000000000000e+00,3.333333333333333148e-01,3.831929163757732404e+00
7.320000021823890165e+03,5.075496026158144575e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.771414029548405544e+00
7.330000021853703402e+03,4.882583471636175315e-02,4.166666666666666435e-02,1.666666666666666574e-01,4.450105100249889922e+00
7.340000021883517547e+03,6.869161640240684097e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.933558068941865216e+00
7.350000021913331693e+03,4.003446363877319336e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.698153971008359520e+00
7.360000021943145839e+03,4.584033393108687127e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.679593405401494710e+00
7.370000021972959985e+03,3.798337009508861994e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.579292875228095028e+00
7.380000022002774131e+03,5.344874593566055487e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.737311830859959993e+00
7.390000022032588276e+03,4.844385191008911129e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.792768819608378195e+00
7.400000022062402422e+03,5.411799114138637207e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.735164595269516941e+00
7.410000022092216568e+03,3.972942430064153874e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.750879226529466148e+00
7.420000022122030714e+03,5.331715957830457375e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.477887172768454604e+00
7.430000022151843950e+03,3.548827566571034764e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.750197631105697926e+00
7.440000022181658096e+03,4.280818980049489603e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.509022410248793022e+00
7.450000022211472242e+03,4.305676630854052972e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.535035501289803594e+00
7.460000022241286388e+03,3.208116924127296654e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.701801383085006947e+00
7.470000022271100534e+03,4.595225578612797956e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.507248648284899240e+00
7.480000022300914679e+03,4.289680138159825823e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.374728663788581606e+00
7.490000022330728825e+03,4.477735933060188883e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.507332227363083366e+00
7.500000022360542971e+03,5.264894816689327101e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.716067179431573386e+00
7.510000022390357117e+03,4.350184753141878025e-02,8.333333333333332871e-02,3.333333333333333148e-01,4.018519679408263379e+00
7.520000022420171263e+03,3.910067835832445327e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.719566473414478214e+00
7.530000022449984499e+03,3.235484694995333088e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.798249176090716883e+00
7.540000022479798645e+03,5.791344464228912609e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.547532585585238873e+00
7.550000022509612791e+03,6.084389200827870076e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.566435177268414858e+00
7.560000022539426936e+03,3.296275683748139951e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.866991073577828786e+00
7.570000022569241082e+03,4.700288940852626052e-02,1.666666666666666574e-01,1.666666666666666574e-01,4.037539154068110037e+00
7.580000022599055228e+03,4.137523487744439871e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.568633831604691053e+00
7.590000022628869374e+03,3.820577543564667583e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.612205554334156243e+00
7.600000022658683520e+03,6.695576782634549140e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.500644847853838559e+00
7.610000022688497666e+03,5.910863111039945522e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.564302881938822942e+00
7.620000022718311811e+03,3.715332854762962850e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.597316845415889031e+00
7.630000022748125048e+03,2.163319554643795828e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.371460143345538896e+00
7.640000022777939193e+03,5.485433566276554096e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.536756765072634590e+00
7.650000022807753339e+03,3.870158888877451436e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.462510654063019278e+00
7.660000022837567485e+03,3.726067967925588559e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.737698973143582570e+00
7.670000022867381631e+03,4.606763014548046625e-02,1.250000000000000000e-01,1.666666666666666574e-01,3.990838601038636302e+00
7.680000022897195777e+03,5.635027536327667785e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.737667522646598073e+00
7.690000022927009923e+03,4.494000569888904201e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.374447072528750979e+00
7.700000022956824068e+03,3.295385207847915943e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.600203160928096224e+00
7.710000022986638214e+03,5.501208042367968648e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.636996573029421143e+00
7.720000023016452360e+03,3.429764066586647037e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.592909599135032384e+00
7.730000023046266506e+03,2.990947539561499349e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.606697193281434011e+00
7.740000023076079742e+03,3.330420516201574449e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.660738207860393612e+00
7.750000023105893888e+03,5.208420061464266726e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.309279525637965236e+00
7.760000023135708034e+03,5.833323690938595207e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.479851931624585948e+00
7.770000023165522180e+03,3.314574878631491167e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.418498442979225338e+00
7.780000023195336325e+03,3.177504383374646357e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.978254263042140249e+00
7.790000023225150471e+03,4.967893037859948818e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.653163583704985395e+00
7.800000023254964617e+03,3.801431946860819866e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.679930875867023055e+00
7.810000023284778763e+03,2.844565620427207467e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.556225454677422348e+00
7.820000023314592909e+03,3.731947235967509463e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.537810835906823659e+00
7.830000023344407055e+03,2.941908747813928859e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.724978284152596242e+00
7.840000023374220291e+03,5.826681694133194200e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.585652879800206971e+00
7.850000023404034437e+03,2.776786526012541348e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.460956061702062936e+00
7.860000023433848582e+03,4.988627570375797626e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.347486666566865221e+00
7.870000023463662728e+03,3.481467172450405934e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.501924100344964597e+00
7.880000023493476874e+03,5.833710982529417832e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.621232001369752318e+00
7.890000023523291020e+03,4.675229820311641721e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.804192948244257799e+00
7.900000023553105166e+03,4.185193006731095094e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.445969176228844244e+00
7.910000023582919312e+03,4.549257239939769049e-02,1.250000000000000000e-01,3.333333333333333148e-01,4.083056372886607832e+00
7.920000023612733457e+03,4.524666948480057793e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.461001655165162116e+00
7.930000023642547603e+03,2.402017471616936864e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.600274911670717781e+00
7.940000023672360840e+03,5.197742413668478278e-02,4.166666666666666435e-02,1.666666666666666574e-01,4.280412996496580469e+00
7.950000023702174985e+03,4.186286327628466197e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.911845516916234278e+00
7.960000023731989131e+03,2.818763650937636256e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.968606987837353994e+00
7.970000023761803277e+03,4.481926907522368331e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.639030257500167398e+00
7.980000023791617423e+03,2.950382693235515871e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.829346911457195635e+00
7.990000023821431569e+03,3.511876045394291684e-02,1.250000000000000000e-01,1.666666666666666574e-01,3.910101809654793925e+00
8.000000023851245714e+03,3.508381192698295514e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.751220183831797783e+00
8.010000023881059860e+03,4.154094517110390461e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.767834029873466051e+00
8.020000023910874006e+03,3.923683754770920101e-02,1.250000000000000000e-01,3.333333333333333148e-01,4.112395516961131925e+00
8.030000023940688152e+03,4.592047954313529384e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.791768461454986916e+00
8.040000023970501388e+03,4.704051225329584224e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.746048864977515436e+00
8.050000024000315534e+03,5.693890159194683193e-02,1.666666666666666574e-01,1.666666666666666574e-01,3.757083208532951524e+00
8.060000024030129680e+03,4.691667900796387541e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.609937372892778829e+00
8.070000024059943826e+03,3.217925394822383073e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.866137154761525974e+00
8.080000024089757972e+03,4.533732307334874256e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.480642874547834609e+00
8.090000024119572117e+03,5.229740632095379593e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.659158756976964355e+00
8.100000024149386263e+03,3.374882877575574591e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.638203420743778782e+00
8.110000024179200409e+03,4.097703884853460404e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.724659795539251750e+00
8.120000024209014555e+03,3.009164542541959211e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.466772166260096544e+00
8.130000024238828701e+03,4.525143238145196145e-02,1.666666666666666574e-01,1.666666666666666574e-01,3.582490356758487593e+00
8.140000024268642846e+03,4.575884117132011930e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.759398220468848084e+00
8.150000024298456083e+03,5.395153890126358487e-02,1.666666666666666574e-01,1.666666666666666574e-01,3.373558614233748365e+00
8.160000024328270229e+03,5.344281640461624738e-02,8.333333333333332871e-02,1.666666666666666574e-01,4.364112046985445303e+00
8.170000024358084374e+03,5.667334698197128845e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.965378631146463384e+00
8.180000024387898520e+03,5.143784030479314068e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.789113677192532226e+00
8.190000024417712666e+03,2.800789101710158407e-02,1.666666666666666574e-01,1.666666666666666574e-01,3.570224185799590888e+00
8.200000024447526812e+03,6.736344885672401750e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.547516777359085438e+00
8.210000024477340048e+03,3.973585470149536281e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.630523081855578926e+00
8.220000024507155103e+03,2.906392888879942571e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.341623003826851512e+00
8.230000024536968340e+03,4.652366968899793176e-02,1.250000000000000000e-01,1.666666666666666574e-01,3.807986307555017991e+00
8.240000024566783395e+03,2.167759799477422117e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.532017667488778656e+00
8.250000024596596631e+03,2.847544614107778982e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.763280170218731513e+00
8.260000024626411687e+03,6.627733307997391021e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.888642886782499364e+00
8.270000024656224923e+03,4.888339376869727665e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.641170683831351784e+00
8.280000024686039978e+03,5.826318023920793593e-02,8.333333333333332871e-02,1.666666666666666574e-01,3.778250842605481719e+00
8.290000024715853215e+03,5.228840217686772651e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.876809830627241826e+00
8.300000024745666451e+03,6.902229356756309220e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.760563495287310598e+00
8.310000024775481506e+03,4.234769598483045794e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.689751285995209074e+00
8.320000024805294743e+03,4.559347741966326278e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.308054925381398448e+00
8.330000024835109798e+03,2.553882271206841040e-02,1.250000000000000000e-01,1.666666666666666574e-01,3.925380900111791416e+00
8.340000024864923034e+03,4.152703655325405002e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.551761942962108343e+00
8.350000024894738090e+03,3.635688350920755763e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.919788126367730108e+00
8.360000024924551326e+03,3.392219745473953885e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.725283954283823640e+00
8.370000024954366381e+03,5.944132165597482836e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.579948977338962557e+00
8.380000024984179618e+03,3.409770919490365260e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.557863857278768194e+00
8.390000025013994673e+03,6.656280111320177217e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.491746029359349635e+00
8.400000025043807909e+03,3.073770456962073364e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.660367818314991251e+00
8.410000025073621146e+03,2.377965191350752544e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.649020955352818785e+00
8.420000025103436201e+03,4.956813209709886453e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.355523467031469753e+00
8.430000025133249437e+03,5.185564598995865554e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.631960964475564602e+00
8.440000025163064493e+03,5.987901539295015924e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.613399229393118084e+00
8.450000025192877729e+03,5.948497982548649199e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.455332608658230331e+00
8.460000025222692784e+03,4.359280780691038304e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.684919313205645253e+00
8.470000025252506020e+03,4.601470391375492991e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.863447245793797613e+00
8.480000025282321076e+03,3.788113795576757148e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.607884275568110422e+00
8.490000025312134312e+03,4.109416214252696598e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.618251385758193717e+00
8.500000025341947548e+03,4.110569410436038656e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.796782460348990806e+00
8.510000025371762604e+03,3.582175479315498345e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.604689221963579548e+00
8.520000025401575840e+03,4.399545739403005334e-02,8.333333333333332871e-02,3.333333333333333148e-01,4.195086686017717170e+00
8.530000025431390895e+03,6.842903520877072210e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.512164760125842111e+00
8.540000025461204132e+03,2.202676507309123469e-02,1.250000000000000000e-01,1.666666666666666574e-01,3.608421028172100531e+00
8.550000025491019187e+03,4.129757388923833983e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.624195528815925549e+00
8.560000025520832423e+03,6.821369312922234696e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.839003421603465416e+00
8.570000025550647479e+03,4.812140329537514805e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.967763509335874073e+00
8.580000025580460715e+03,5.275248978069232292e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.604396692648395906e+00
8.590000025610275770e+03,4.441494795003868290e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.890656100238849113e+00
8.600000025640089007e+03,7.796054376817279641e-02,1.250000000000000000e-01,3.333333333333333148e-01,4.026741995142327113e+00
8.610000025669902243e+03,3.040691313276222205e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.720916833599026585e+00
8.620000025699717298e+03,2.969942458672561458e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.655585772432388580e+00
8.630000025729530535e+03,4.895327666943637829e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.799014723776405589e+00
8.640000025759345590e+03,4.292625950954259695e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.768969423101947047e+00
8.650000025789158826e+03,5.706609663356501660e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.686862779608387264e+00
8.660000025818973882e+03,6.079495460488719416e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.787989172192806286e+00
8.670000025848787118e+03,4.634267855405493908e-02,1.250000000000000000e-01,1.666666666666666574e-01,3.781490494394557977e+00
8.680000025878602173e+03,3.308097165554842872e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.728752023932168758e+00
8.690000025908415410e+03,3.575871894002752988e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.461694860396544726e+00
8.700000025938230465e+03,4.063222066877185401e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.376366334762701538e+00
8.710000025968043701e+03,4.975559512861742195e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.906446330662937338e+00
8.720000025997856937e+03,4.865038068017050327e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.480615431716537866e+00
8.730000026027671993e+03,5.959584766901313696e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.496044875209854741e+00
8.740000026057485229e+03,5.687446111284220895e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.867620772405507168e+00
8.750000026087300284e+03,4.958002951203141495e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.276391525591992426e+00
8.760000026117113521e+03,3.726073452735389341e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.564668778255154269e+00
8.770000026146928576e+03,4.804034143361016890e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.918221987159337338e+00
8.780000026176741812e+03,4.410138300783381787e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.377423046551915498e+00
8.790000026206556868e+03,6.016154561860777988e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.525129130173175973e+00
8.800000026236370104e+03,3.731720536973730240e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.469586281403724382e+00
8.810000026266183340e+03,5.044874524827130946e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.752211676478971025e+00
8.820000026295998396e+03,6.318124639970848500e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.280696091967766570e+00
8.830000026325811632e+03,4.628498848113764969e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.968062825886593536e+00
8.840000026355626687e+03,2.439815869236109519e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.626613953063360984e+00
8.850000026385439924e+03,2.505012928992600418e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.540540842369575891e+00
8.860000026415254979e+03,5.663631207414257518e-02,1.250000000000000000e-01,3.333333333333333148e-01,4.096026569328684808e+00
8.870000026445068215e+03,2.482802215379943667e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.635493223590197331e+00
8.880000026474883271e+03,3.179670259655064529e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.592358099698993001e+00
8.890000026504696507e+03,5.381326511294502041e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.617284401126771964e+00
8.900000026534511562e+03,4.589655626086108775e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.693158892434019513e+00
8.910000026564324799e+03,5.024600709083832523e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.944622206953787291e+00
8.920000026594138035e+03,2.938321137011544112e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.508079297860915879e+00
8.930000026623953090e+03,3.414761621778023004e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.901188914829058607e+00
8.940000026653766326e+03,3.597108797465556340e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.530451321257497721e+00
8.950000026683581382e+03,6.712845128331898503e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.430378153740536007e+00
8.960000026713394618e+03,2.608042400599323157e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.759734461241408976e+00
8.970000026743209673e+03,5.354475426401343607e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.579684622019110751e+00
8.980000026773022910e+03,5.065692881898910260e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.359703322670908321e+00
8.990000026802837965e+03,4.054073347914773778e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.310425520559136192e+00
9.000000026832651201e+03,4.232464034370291700e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.749750570915163284e+00
9.010000026862466257e+03,5.346043752540217964e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.324683771331138349e+00
9.020000026892279493e+03,4.368371721948206138e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.467616640913107506e+00
9.030000026922092729e+03,2.680412213974826818e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.577984145605081157e+00
9.040000026951907785e+03,2.735992806934918475e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.496041289851576916e+00
9.050000026981721021e+03,5.060177031887622828e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.644556354392494146e+00
9.060000027011536076e+03,5.411651276159381435e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.687198345893364593e+00
9.070000027041349313e+03,5.872872890922467559e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.645689448161362645e+00
9.080000027071164368e+03,3.148524723751205956e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.761221030038524482e+00
9.090000027100977604e+03,2.866174358306469716e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.640930598862504475e+00
9.100000027130792660e+03,3.866777804969327020e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.690967023056010099e+00
9.110000027160605896e+03,2.040242006680143688e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.700862935393808506e+00
9.120000027190419132e+03,5.288552926110028085e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.522142945096229383e+00
9.130000027220234188e+03,5.381783997210858039e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.361436998908225338e+00
9.140000027250047424e+03,4.327532730914555870e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.578432833519698431e+00
9.150000027279862479e+03,5.014192234029701822e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.658262028972477875e+00
9.160000027309675716e+03,3.723239216700376109e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.709356316329224690e+00
9.170000027339490771e+03,2.976240210390957222e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.757372256962115298e+00
9.180000027369304007e+03,5.616068867798392622e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.557943247706991219e+00
9.190000027399119062e+03,4.791907081380619715e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.509181370254016663e+00
9.200000027428932299e+03,4.000075132286020491e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.938611027568948764e+00
9.210000027458747354e+03,6.744574322139200440e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.551054167307801990e+00
9.220000027488560590e+03,3.415735476056470932e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.739744006464025716e+00
9.230000027518373827e+03,3.387990075043806337e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.735454882537304844e+00
9.240000027548188882e+03,2.974686619543842267e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.994943539899086460e+00
9.250000027578002118e+03,4.893818978494830774e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.449577177721403043e+00
9.260000027607817174e+03,5.909855683868232845e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.341005345736933307e+00
9.270000027637630410e+03,3.308789295471347564e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.458383022391993133e+00
9.280000027667445465e+03,2.945519035964468471e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.556521705708449499e+00
9.290000027697258702e+03,5.011756904711980182e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.452947074998633514e+00
9.300000027727073757e+03,5.760260770532647789e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.692301498223931056e+00
9.310000027756886993e+03,6.650455423772536068e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.593264108827023851e+00
9.320000027786700230e+03,5.270643072806611290e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.781442248862815880e+00
9.330000027816515285e+03,3.962283091438869448e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.537382637179222744e+00
9.340000027846328521e+03,5.291854130633622671e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.668789171013818962e+00
9.350000027876143577e+03,3.835574896180777432e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.841486484193965101e+00
9.360000027905956813e+03,4.326498341232930950e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.595778632805318953e+00
9.370000027935771868e+03,7.955521257376285682e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.409647918952143808e+00
