time_ps,core_internal_rmsd_A,pair_retention_4p5A,residue_contact_fraction_4p5A,core_pocket_nearest_distance_A
1.800000005366530331e+02,6.837605234970046963e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.418489457312700264e+00
1.900000005664670937e+02,4.438093627410509556e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.418494796984580919e+00
2.000000005962811542e+02,3.997257592846933244e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.851656327722168704e+00
2.100000006260951864e+02,3.685400273217796091e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.448329470737982128e+00
2.200000006559092469e+02,3.460189280988620886e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.377708140300494488e+00
2.300000006857233075e+02,3.065959907918695132e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.938898518438239016e+00
2.400000007155373680e+02,4.318997536517722030e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.457267421300559196e+00
2.500000007453514286e+02,5.243815087193205021e-02,0.000000000000000000e+00,3.333333333333333148e-01,3.822855422225603927e+00
2.600000007751654607e+02,3.166415409514328205e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.877150555447619773e+00
2.700000008049795497e+02,3.561347860535933607e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.668677547308599074e+00
2.800000008347935818e+02,4.911805261106644976e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.515306901264812822e+00
2.900000008646076708e+02,5.700563020133345149e-02,4.166666666666666435e-02,3.333333333333333148e-01,4.006963221970345046e+00
3.000000008944217029e+02,5.429100296482757687e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.765632657932917571e+00
3.100000009242357919e+02,2.451798786931078805e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.756293693846038284e+00
3.200000009540498240e+02,4.197281529233021224e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.785312041201453148e+00
3.300000009838638562e+02,2.955187193625691613e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.730435680534448295e+00
3.400000010136779451e+02,4.873333630310620196e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.453477985699183961e+00
3.500000010434919773e+02,4.400307713026647277e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.615754802808496038e+00
3.600000010733060662e+02,4.886346150906134556e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.618867279728117836e+00
3.700000011031200984e+02,3.704322710560480764e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.375788443041874753e+00
3.800000011329341874e+02,2.827300767121731367e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.564407823976395662e+00
3.900000011627482195e+02,3.741881718962882658e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.556340054647175286e+00
4.000000011925623085e+02,5.119654218384338262e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.473953850792238729e+00
4.100000012223763406e+02,4.171555185700820401e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.666639357373873587e+00
4.200000012521903727e+02,6.080391908344200125e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.763027844589819981e+00
4.300000012820044617e+02,4.369068534208635224e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.456795761605846451e+00
4.400000013118184938e+02,3.789623906993992014e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.457622772779380238e+00
4.500000013416325828e+02,5.348049304179100516e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.375667803872012929e+00
4.600000013714466149e+02,4.484881166568226857e-02,4.166666666666666435e-02,1.666666666666666574e-01,3.446848162417506245e+00
4.700000014012607039e+02,2.784990258498964977e-02,2.083333333333333426e-01,1.666666666666666574e-01,3.164619200202247296e+00
4.800000014310747360e+02,7.532154215090797189e-02,4.166666666666666435e-02,1.666666666666666574e-01,3.261694948351898216e+00
4.900000014608887682e+02,6.637000293576782173e-02,2.500000000000000000e-01,3.333333333333333148e-01,3.263167680908960921e+00
5.000000014907028572e+02,5.138986399396580640e-02,2.083333333333333426e-01,1.666666666666666574e-01,3.269638696914630049e+00
5.100000015205168893e+02,6.924678960849868503e-02,2.916666666666666852e-01,1.666666666666666574e-01,3.001112179012448866e+00
5.200000015503309214e+02,6.361291327154533493e-02,2.083333333333333426e-01,1.666666666666666574e-01,3.381884278239539299e+00
5.300000015801450672e+02,4.326642590066986233e-02,2.083333333333333426e-01,1.666666666666666574e-01,3.658237933849716406e+00
5.400000016099590994e+02,4.062470281899650121e-02,2.083333333333333426e-01,1.666666666666666574e-01,3.456110446548572579e+00
5.500000016397731315e+02,5.453233587830021850e-02,2.916666666666666852e-01,1.666666666666666574e-01,3.481280740042637323e+00
5.600000016695871636e+02,6.754437273407191966e-02,2.916666666666666852e-01,1.666666666666666574e-01,2.932675545833470121e+00
5.700000016994011958e+02,4.311281303047188873e-02,2.916666666666666852e-01,1.666666666666666574e-01,3.119476071546988916e+00
5.800000017292153416e+02,5.537810086307072555e-02,2.916666666666666852e-01,1.666666666666666574e-01,3.299083785109316214e+00
5.900000017590293737e+02,6.232207920415511887e-02,2.916666666666666852e-01,1.666666666666666574e-01,3.237496275744765839e+00
6.000000017888434058e+02,6.727174987985730381e-02,2.916666666666666852e-01,1.666666666666666574e-01,3.067163940638664155e+00
6.100000018186574380e+02,3.351402650092735053e-02,2.083333333333333426e-01,1.666666666666666574e-01,3.349331244630234128e+00
6.200000018484715838e+02,4.985261584412831876e-02,2.916666666666666852e-01,1.666666666666666574e-01,3.164785236443879324e+00
6.300000018782856159e+02,5.701055461614933789e-02,2.916666666666666852e-01,1.666666666666666574e-01,2.964909005950818077e+00
6.400000019080996481e+02,3.750391664891159632e-02,2.916666666666666852e-01,1.666666666666666574e-01,3.136697986278164318e+00
6.500000019379136802e+02,4.271969422262637817e-02,2.916666666666666852e-01,1.666666666666666574e-01,2.975469320922042638e+00
6.600000019677277123e+02,4.866187126377187477e-02,2.083333333333333426e-01,1.666666666666666574e-01,3.432340251569501621e+00
6.700000019975418581e+02,4.134743187457635277e-02,2.500000000000000000e-01,1.666666666666666574e-01,2.988976090189365387e+00
6.800000020273558903e+02,6.798099482083767853e-02,2.916666666666666852e-01,1.666666666666666574e-01,3.035112572985037449e+00
6.900000020571699224e+02,3.106631361275953226e-02,2.916666666666666852e-01,1.666666666666666574e-01,3.357723294449939111e+00
7.000000020869839545e+02,2.911008779113728392e-02,2.916666666666666852e-01,1.666666666666666574e-01,2.987334955744285203e+00
7.100000021167981004e+02,7.660748505752604243e-02,2.916666666666666852e-01,1.666666666666666574e-01,3.323693443711704276e+00
7.200000021466121325e+02,2.561175122804923779e-02,2.916666666666666852e-01,1.666666666666666574e-01,3.269198536760950624e+00
7.300000021764261646e+02,5.298012292046085092e-02,2.083333333333333426e-01,1.666666666666666574e-01,3.609021378611538822e+00
7.400000022062401968e+02,5.791178127386399643e-02,1.666666666666666574e-01,1.666666666666666574e-01,3.114232278109529073e+00
7.500000022360542289e+02,6.411089262824735957e-02,2.500000000000000000e-01,1.666666666666666574e-01,3.449809492025130986e+00
7.600000022658683747e+02,3.773039097793957214e-02,2.500000000000000000e-01,1.666666666666666574e-01,3.281918256913892495e+00
7.700000022956824068e+02,3.986554371203533675e-02,2.083333333333333426e-01,1.666666666666666574e-01,3.164590049976472752e+00
7.800000023254964390e+02,3.206420964201060764e-02,2.083333333333333426e-01,1.666666666666666574e-01,3.311769008053104368e+00
7.900000023553104711e+02,4.992893400409970095e-02,1.666666666666666574e-01,1.666666666666666574e-01,3.474535759019280690e+00
8.000000023851246169e+02,6.438401199981258483e-02,2.083333333333333426e-01,1.666666666666666574e-01,3.624230145588481999e+00
8.100000024149386491e+02,7.181296838089831769e-02,2.083333333333333426e-01,1.666666666666666574e-01,3.272865686182563572e+00
8.200000024447526812e+02,3.178066562843527565e-02,2.083333333333333426e-01,1.666666666666666574e-01,3.234473654776009788e+00
8.300000024745667133e+02,3.155907763574045816e-02,2.083333333333333426e-01,1.666666666666666574e-01,3.440833501228825586e+00
8.400000025043807454e+02,5.104748352648883630e-02,2.500000000000000000e-01,1.666666666666666574e-01,3.077691117825670286e+00
8.500000025341948913e+02,3.725329295860461271e-02,2.916666666666666852e-01,1.666666666666666574e-01,3.100478395105765284e+00
8.600000025640089234e+02,4.447569615315565689e-02,8.333333333333332871e-02,1.666666666666666574e-01,2.944032676412115634e+00
8.700000025938229555e+02,3.369437537964877633e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.028722201066398778e+00
8.800000026236369877e+02,4.371926799476794773e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.542483519542626524e+00
8.900000026534510198e+02,5.832686975281425185e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.417671202529243057e+00
9.000000026832651656e+02,3.774172216531729296e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.519549898236986607e+00
9.100000027130791977e+02,3.861223250537464124e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.444023718218041985e+00
9.200000027428932299e+02,7.834652695164148750e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.119289949936414619e+00
9.300000027727072620e+02,5.093329126412990404e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.539104399759445574e+00
9.400000028025214078e+02,3.837559599113310460e-02,4.166666666666666435e-02,1.666666666666666574e-01,3.459286220706169424e+00
9.500000028323354400e+02,3.946122554965311030e-02,8.333333333333332871e-02,1.666666666666666574e-01,3.109716149095281157e+00
9.600000028621494721e+02,7.855977501881808434e-02,4.166666666666666435e-02,1.666666666666666574e-01,3.403671794834239428e+00
9.700000028919635042e+02,4.440642746501369947e-02,1.666666666666666574e-01,1.666666666666666574e-01,3.326504017728051821e+00
9.800000029217775364e+02,3.197216702539909527e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.429736496989953753e+00
9.900000029515916822e+02,3.541998452279152693e-02,1.666666666666666574e-01,1.666666666666666574e-01,3.657376163311164774e+00
1.000000002981405714e+03,5.819729397523028952e-02,2.500000000000000000e-01,1.666666666666666574e-01,3.029706490152205500e+00
1.010000003011219746e+03,4.028568057437363625e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.454783834673669229e+00
1.020000003041033779e+03,4.941811984749079623e-02,8.333333333333332871e-02,1.666666666666666574e-01,3.246460585027807433e+00
1.030000003070847924e+03,5.395036542493568399e-02,2.916666666666666852e-01,1.666666666666666574e-01,3.036204437671896628e+00
1.040000003100661843e+03,5.850618757875229725e-02,2.916666666666666852e-01,1.666666666666666574e-01,2.998447683529012586e+00
1.050000003130475989e+03,5.910203497901294484e-02,8.333333333333332871e-02,1.666666666666666574e-01,3.375514440335959154e+00
1.060000003160290134e+03,5.301128369947449154e-02,1.666666666666666574e-01,1.666666666666666574e-01,3.386164117220266334e+00
1.070000003190104053e+03,4.833192761071293531e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.651103240899241875e+00
1.080000003219918199e+03,3.606045987187372209e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.627349980235630156e+00
1.090000003249732117e+03,5.589987352082886884e-02,0.000000000000000000e+00,1.666666666666666574e-01,4.086689645253031244e+00
1.100000003279546263e+03,4.728385649510639249e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.480866402651142888e+00
1.110000003309360409e+03,4.561746404632698731e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.793597599207632065e+00
1.120000003339174327e+03,4.460074657370899365e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.599658519488588393e+00
1.130000003368988473e+03,4.066254728567549048e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.790378592690073933e+00
1.140000003398802392e+03,4.323421176523378762e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.560370639128050740e+00
1.150000003428616537e+03,5.845931445174734620e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.772227709838702481e+00
1.160000003458430683e+03,5.962458416759131713e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.708312517993912927e+00
1.170000003488244602e+03,5.888289683259594065e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.503601224108841450e+00
1.180000003518058747e+03,4.390321646098987313e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.895409755699424270e+00
1.190000003547872893e+03,5.058078772710477428e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.588049526526083444e+00
1.200000003577686812e+03,4.192839876892335421e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.452606806794227268e+00
1.210000003607500958e+03,3.637693685922363529e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.401952446529964647e+00
1.220000003637314876e+03,4.758875112825064480e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.587093089847106953e+00
1.230000003667129022e+03,2.936699013084613508e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.784319271949186714e+00
1.240000003696943168e+03,2.769681056351507020e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.537145109994434655e+00
1.250000003726757086e+03,6.591419927994326966e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.456016269158585175e+00
1.260000003756571232e+03,3.961309105460186081e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.608809610266533241e+00
1.270000003786385150e+03,6.762145803683550227e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.422048630934201974e+00
1.280000003816199296e+03,4.529844695530949733e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.965151778957333395e+00
1.290000003846013442e+03,6.979319082905136029e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.441227139686218628e+00
1.300000003875827360e+03,4.070407371851011286e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.405497237473795291e+00
1.310000003905641506e+03,3.131538544938995694e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.583679557248667713e+00
1.320000003935455425e+03,3.862116158816675249e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.865695409929877258e+00
1.330000003965269570e+03,3.687366570815080874e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.252961636457821104e+00
1.340000003995083716e+03,4.423062495185010878e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.627480010492829976e+00
1.350000004024897635e+03,6.026711354667495940e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.761958902622192458e+00
1.360000004054711781e+03,3.612184928688173119e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.563619327062369280e+00
1.370000004084525699e+03,7.586670963177140348e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.347722367656713605e+00
1.380000004114339845e+03,5.195008517213615257e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.504356023582401836e+00
1.390000004144153991e+03,8.113850859554301576e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.754654521129221045e+00
1.400000004173967909e+03,4.280592119730004808e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.248933083254681886e+00
1.410000004203782055e+03,4.334087494371668958e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.752904341001472854e+00
1.420000004233596201e+03,3.130376236868551154e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.782400796337476834e+00
1.430000004263410119e+03,3.364981117310725245e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.506429745509122675e+00
1.440000004293224265e+03,6.202267337086390248e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.706881539615791699e+00
1.450000004323038183e+03,5.816108993757575923e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.388758563649828748e+00
1.460000004352852329e+03,4.933368208682911010e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.841810646389883122e+00
1.470000004382666475e+03,2.816551959774241803e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.548612829916816480e+00
1.480000004412480394e+03,4.882112680153935513e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.490303291514377904e+00
1.490000004442294539e+03,3.911333456461633246e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.675933535218317783e+00
1.500000004472108458e+03,6.027188312756139726e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.293707249432088702e+00
1.510000004501922604e+03,3.984637152423288475e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.709602266344790511e+00
1.520000004531736749e+03,7.091959421510621309e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.718999080525670298e+00
1.530000004561550668e+03,4.460549543966314812e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.310848683163306383e+00
1.540000004591364814e+03,3.852391583904098138e-02,2.500000000000000000e-01,1.666666666666666574e-01,3.295380102830948399e+00
1.550000004621178732e+03,4.965682626039403386e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.926584768510382961e+00
1.560000004650992878e+03,2.647782473494584426e-02,4.166666666666666435e-02,1.666666666666666574e-01,3.081526065877021381e+00
1.570000004680807024e+03,5.989693702525373392e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.239807112367256270e+00
1.580000004710620942e+03,5.210999246808493968e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.808366451252229279e+00
1.590000004740435088e+03,4.188411732070616844e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.844154189419950463e+00
1.600000004770249234e+03,4.984688985834406783e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.731140441572361688e+00
1.610000004800063152e+03,6.456641000946668207e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.936511099482598919e+00
1.620000004829877298e+03,5.035597903295132433e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.929254056875192802e+00
1.630000004859691217e+03,3.115221410945196931e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.344270221073438965e+00
1.640000004889505362e+03,5.069337623844807211e-02,0.000000000000000000e+00,1.666666666666666574e-01,4.219292185611028145e+00
1.650000004919319508e+03,5.650603559748222648e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.710188543432610953e+00
1.660000004949133427e+03,6.305922575329656055e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.484278932450731503e+00
1.670000004978947572e+03,3.943659639963013191e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.784441073389567034e+00
1.680000005008761491e+03,4.957480324121765064e-02,0.000000000000000000e+00,1.666666666666666574e-01,4.092923355659282336e+00
1.690000005038575637e+03,6.051180584425142756e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.323163537305730220e+00
1.700000005068389783e+03,4.553982160795605472e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.614207937774213342e+00
1.710000005098203701e+03,4.025828353565887724e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.452887855941837003e+00
1.720000005128017847e+03,3.812062991647950649e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.157508425314317524e+00
1.730000005157831765e+03,5.011418670619488536e-02,1.666666666666666574e-01,3.333333333333333148e-01,4.117761336853386744e+00
1.740000005187645911e+03,2.513390041590704560e-02,8.333333333333332871e-02,3.333333333333333148e-01,4.092124804919976988e+00
1.750000005217460057e+03,3.406621597212866615e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.506933017124523655e+00
1.760000005247273975e+03,3.118061255778300719e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.665640134965041597e+00
1.770000005277088121e+03,4.890519937820857199e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.600745434466324113e+00
1.780000005306902040e+03,5.166669326275705881e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.596858553568571093e+00
1.790000005336716185e+03,3.961535961392317201e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.656261804817155792e+00
1.800000005366530331e+03,5.853521894659926422e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.951053818763744729e+00
1.810000005396344250e+03,2.578919785431841444e-02,8.333333333333332871e-02,3.333333333333333148e-01,4.153606007920051191e+00
1.820000005426158395e+03,4.991549712144106171e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.207049020403667683e+00
1.830000005455972541e+03,5.110975685134903218e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.271655321618864853e+00
1.840000005485786460e+03,5.963330884779270008e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.578871701844931863e+00
1.850000005515600606e+03,4.990316683451255508e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.467544257083455150e+00
1.860000005545414524e+03,4.980614805221554586e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.841536789791675233e+00
1.870000005575228670e+03,5.859513295703326630e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.325881399976831077e+00
1.880000005605042816e+03,5.332893483780645066e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.786141115483472763e+00
1.890000005634856734e+03,5.997280792281103196e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.147188045031652948e+00
1.900000005664670880e+03,5.606448190651333596e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.153065756134254993e+00
1.910000005694484798e+03,4.268340675344937940e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.242392638977067865e+00
1.920000005724298944e+03,3.763708532947650232e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.295766026428868845e+00
1.930000005754113090e+03,4.972820487826144081e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.754342604070785239e+00
1.940000005783927008e+03,5.796398848779595742e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.522579762300382278e+00
1.950000005813741154e+03,3.696256676188033191e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.213011752582871416e+00
1.960000005843555073e+03,3.671132028514505208e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.614486442715565850e+00
1.970000005873369219e+03,4.262844946030962257e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.663848267715250628e+00
1.980000005903183364e+03,2.935690995448006144e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.297619161207431926e+00
1.990000005932997283e+03,4.648977464413787952e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.440228918024598403e+00
2.000000005962811429e+03,2.494667880154414694e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.374550271587494876e+00
2.010000005992625347e+03,7.337726821945575462e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.153425781350726265e+00
2.020000006022439493e+03,3.966096833483855749e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.307293616602193786e+00
2.030000006052253639e+03,2.723546984410229674e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.899945007724814783e+00
2.040000006082067557e+03,5.593630134135572224e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.893996981250029243e+00
2.050000006111881703e+03,4.233010304135579466e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.941787074094220245e+00
2.060000006141695849e+03,4.055585705625636833e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.332434612629720849e+00
2.070000006171509995e+03,6.652217056874301648e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.528851684746275197e+00
2.080000006201323686e+03,4.471391600484991152e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.789112418880947963e+00
2.090000006231137831e+03,5.614157906182887930e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.425030326040793494e+00
2.100000006260951977e+03,4.993550825360153905e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.500481750856892393e+00
2.110000006290766123e+03,5.142598977394622489e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.771629624699289973e+00
2.120000006320580269e+03,4.518876486829957045e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.465743516973680549e+00
2.130000006350393960e+03,5.233193563850682684e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.509341547935937999e+00
2.140000006380208106e+03,6.633496443601664960e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.941781123198341952e+00
2.150000006410022252e+03,3.146174257667040675e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.421593075424677277e+00
2.160000006439836397e+03,3.596534069199075478e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.410822067787737222e+00
2.170000006469650543e+03,7.403113539832992251e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.296554824725180133e+00
2.180000006499464234e+03,6.248279171208619143e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.278759953879567313e+00
2.190000006529278380e+03,6.035652356419658748e-02,8.333333333333332871e-02,3.333333333333333148e-01,3.407896615400996865e+00
2.200000006559092526e+03,2.954207482762073733e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.252903386992963775e+00
2.210000006588906672e+03,5.192050701203039520e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.728330592066115390e+00
2.220000006618720818e+03,5.275509897412145738e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.503402772753886563e+00
2.230000006648534509e+03,4.642382601790674690e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.769295329390761840e+00
2.240000006678348655e+03,5.550175418920273718e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.362143483727398241e+00
2.250000006708162800e+03,3.517623059962538684e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.133884112387235188e+00
2.260000006737976946e+03,3.753405490022333757e-02,1.666666666666666574e-01,3.333333333333333148e-01,3.075145172199019949e+00
2.270000006767791092e+03,3.443935240173801732e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.700897622992728397e+00
2.280000006797604783e+03,2.671763279488527029e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.397713599128383777e+00
2.290000006827418929e+03,3.831995101221383898e-02,4.166666666666666435e-02,3.333333333333333148e-01,3.360101463298351021e+00
2.300000006857233075e+03,2.801899150905790004e-02,0.000000000000000000e+00,1.666666666666666574e-01,3.576805972900036767e+00
2.310000006887047221e+03,3.230592001071971864e-02,1.250000000000000000e-01,3.333333333333333148e-01,3.384136061063489187e+00
