#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)","Time Remaining"
950000,1899.9999999688948,-767446.3048436502,209669.43748036888,-557776.8673632813,312.0911991268427,709.6377471659714,1.0273643413383102,61.8,1:14:05:36
955000,1909.9999999686584,-767456.4475692031,208978.778455827,-558477.6691133761,311.06315896158384,710.4574507207957,1.0261790005387446,61.8,1:14:05:36
960000,1919.999999968422,-767255.3472356624,208061.15501048043,-559194.192225182,309.69728415957826,710.7435178590447,1.0257659737820608,61.8,1:14:05:34
965000,1929.9999999681854,-766242.9181106593,207515.87868950798,-558727.0394211514,308.8856449292126,710.1725026386734,1.0265907423860157,61.8,1:14:05:09
970000,1939.999999967949,-767163.5956211952,209740.90551673668,-557422.6901044585,312.1975786995515,710.3745781101128,1.0262987150322291,61.8,1:14:04:33
975000,1949.9999999677125,-765806.3595097316,207874.36247568275,-557931.9970340489,309.4192450382189,710.9204635536368,1.0255106641067528,61.8,1:14:03:56
980000,1959.999999967476,-767257.5871346458,207364.53083957138,-559893.0562950744,308.66036492398337,712.0309948445484,1.0239112089005888,61.8,1:14:03:28
985000,1969.9999999672395,-766525.9379381347,207433.12767049728,-559092.8102676374,308.7624707314737,711.4578560073008,1.0247360550594429,61.8,1:14:03:06
990000,1979.999999967003,-766842.4119264311,208513.4157872754,-558328.9961391557,310.37047053258595,711.7205931281287,1.0243577658778251,61.8,1:14:02:30
995000,1989.9999999667666,-768687.0286592394,208344.07114913804,-560342.9575101014,310.11840245906455,711.7205931281287,1.0243577658778251,61.8,1:14:01:58
1000000,1999.9999999665301,-767529.3945139055,208785.74604047125,-558743.6484734343,310.77583183034955,711.8720124616307,1.0241398790000416,61.9,1:14:01:26
1005000,2009.9999999662937,-768043.144474918,208626.34882076352,-559416.7956541545,310.53857040572865,711.799630753167,1.0242440220635458,61.9,1:14:00:49
1010000,2019.9999999660572,-765881.8237849493,208021.8140877221,-557860.0096972272,309.638725526017,712.4793116952425,1.0232669282302176,61.9,1:14:00:18
1015000,2029.9999999658207,-766592.3387947362,209499.4438987372,-557092.894895999,311.83816510637286,712.373934796607,1.02341829353165,61.9,1:13:59:51
1020000,2039.9999999655843,-767308.9890919346,208286.29099088363,-559022.698101051,310.032397178123,712.1176587378043,1.023786600093852,61.9,1:13:59:23
1025000,2049.999999965348,-766850.3223271216,209827.21680876022,-557023.1055183614,312.32605233380895,711.2711086885676,1.0250051039612667,61.9,1:13:58:52
1030000,2059.9999999651113,-767594.9890103252,207009.79735449248,-560585.1916558327,308.1323471067033,710.4732328439678,1.0261562054739422,61.9,1:13:58:22
1035000,2069.999999964875,-766799.273909511,207959.58495953062,-558839.6889499804,309.54609799063905,710.9184009846706,1.0255136393940252,61.9,1:13:57:50
1040000,2079.9999999646384,-765384.3039018675,208051.82525512128,-557332.4786467461,309.68339689697774,710.2841908472349,1.0264293167448144,61.9,1:13:57:08
1045000,2089.999999964402,-766657.3851853316,208228.97276452382,-558428.4124208078,309.9470794789322,711.3285125920333,1.0249223864924766,61.9,1:13:56:27
1050000,2099.9999999641655,-766568.0267241863,207967.80049406568,-558600.2262301205,309.5583267448882,712.3952962945746,1.0233876058672158,61.9,1:13:55:51
1055000,2109.999999963929,-765348.6070246468,207818.57330625103,-557530.0337183957,309.3362033274409,712.619271658597,1.023065956396487,62,1:13:55:16
1060000,2119.9999999636925,-767122.0611936161,208562.3588156888,-558559.7023779273,310.4433218198789,711.0087368181901,1.0253833447512128,62,1:13:54:43
1065000,2129.999999963456,-764662.4486570111,208150.26997904514,-556512.178677966,309.8299310428519,712.2402058632309,1.02361044870018,62,1:13:54:09
1070000,2139.9999999632196,-766043.0802663914,208798.35191233974,-557244.7283540517,310.7945955648965,712.2673162052124,1.0235714880056646,62,1:13:53:37
1075000,2149.999999962983,-765449.3863190608,208447.95250578353,-557001.4338132773,310.2730289871462,712.5601429492459,1.0231508510824743,62,1:13:53:04
1080000,2159.9999999627466,-765878.314721039,208166.31430041476,-557712.0004206243,309.85381288064184,711.9686363221126,1.024000889241597,62,1:13:52:31
1085000,2169.99999996251,-766613.4851861866,209143.90247061092,-557469.5827155757,311.30894467264324,711.3064914145922,1.0249541168337692,62,1:13:51:54
1090000,2179.9999999622737,-764707.7688153246,208688.42740140474,-556019.3414139199,310.63097385234073,711.9116981284659,1.0240827881078178,62,1:13:51:22
1095000,2189.9999999620372,-767475.0176054742,208404.370962287,-559070.6466431872,310.2081582251835,711.6195377476279,1.0245032324625782,62,1:13:50:51
1100000,2199.9999999618008,-765535.3111260678,208073.219680079,-557462.0914459887,309.7152423190856,711.6213804306574,1.0245005795986086,62,1:13:50:20
1105000,2209.9999999615643,-766917.698418369,209535.28481745374,-557382.4136009153,311.89151401327354,712.4959688517139,1.0232430056845743,62,1:13:49:45
1110000,2219.999999961328,-767110.480334525,207454.67066113546,-559655.8096733895,308.79453729235087,712.0062172385348,1.023946840708167,62,1:13:49:17
1115000,2229.9999999610914,-766644.734226536,209060.29269776074,-557584.4415287753,311.1844922270169,711.1290978221421,1.0252097951535548,62.1,1:13:48:46
1120000,2239.999999960855,-767498.6600408545,208789.2097015556,-558709.4503392989,310.7809874608228,711.6490945570438,1.0244606819316784,62.1,1:13:48:18
1125000,2249.9999999606184,-766580.3358349786,209386.91630539074,-557193.4195295878,311.6706687274805,712.1200556268885,1.0237831541820186,62.1,1:13:47:46
1130000,2259.999999960382,-766551.1013722215,207393.44548061752,-559157.655891604,308.7034041246645,711.9146350346015,1.0240785633948035,62.1,1:13:47:13
1135000,2269.9999999601455,-766408.5441592424,209923.19644734234,-556485.3477119,312.4689172208274,713.2217655680591,1.0222017216837171,62.1,1:13:46:41
1140000,2279.999999959909,-767133.0506202844,207501.6732236612,-559631.3773966231,308.8645002124453,714.0783262522282,1.0209755567464902,62.1,1:13:46:07
1145000,2289.9999999596726,-766782.9075628342,208758.3440403258,-558024.5635225084,310.73504418296216,713.8255218607846,1.021337139649311,62.1,1:13:45:28
1150000,2299.999999959436,-766577.4280372434,209424.78000847902,-557152.6480287644,311.7270285319528,712.7144283137246,1.022929363771842,62.1,1:13:44:53
1155000,2309.9999999591996,-766099.747478772,209419.58673667494,-556680.1607420971,311.71929839043,713.4983391978203,1.0218054852456169,62.1,1:13:44:20
1160000,2319.999999958963,-765249.1449166159,207228.03883543808,-558021.1060811778,308.45719772063177,713.0508948938635,1.0224466751626324,62.1,1:13:43:50
1165000,2329.9999999587267,-766565.9513894622,209607.7463167607,-556958.2050727016,311.9993723472348,712.6280827510798,1.0230533069809278,62.1,1:13:43:28
1170000,2339.99999995849,-766739.6259859432,208388.28965104435,-558351.3363348988,310.18422132827783,712.1504393634867,1.023739474706488,62.1,1:13:42:56
1175000,2349.9999999582537,-766721.6384781767,208211.64558846556,-558509.9928897112,309.9212881226979,711.2833474319094,1.0249874671440449,62.2,1:13:42:24
1180000,2359.9999999580173,-766532.0012183478,208873.32537971553,-557658.6758386323,310.90619294225957,710.7919602482664,1.0256960650642766,62.2,1:13:41:50
1185000,2369.999999957781,-766633.3129171394,207874.74876664404,-558758.5641504953,309.4198200290748,712.1671920001144,1.023715392811655,62.2,1:13:41:21
1190000,2379.9999999575443,-766436.4347276804,209071.81683974405,-557364.6178879363,311.2016458157025,712.978894185293,1.0225499277072558,62.2,1:13:40:52
1195000,2389.999999957308,-767594.5490125669,208450.26338931912,-559144.2856232477,310.2764687179068,712.7276430252574,1.0229103975978864,62.2,1:13:40:23
1200000,2399.9999999570714,-768701.037761962,208790.11149973632,-559910.9262622257,310.7823297798511,711.4064023858258,1.0248101707560573,62.2,1:13:39:55
1205000,2409.999999956835,-768362.2486780845,208807.5606977787,-559554.6879803058,310.8083027647854,710.8583406577708,1.0256002849053734,62.2,1:13:39:25
1210000,2419.9999999565985,-766803.5153141762,209041.75675505545,-557761.7585591208,311.1569016317668,711.1172594623695,1.0252268623843608,62.2,1:13:38:57
1215000,2429.999999956362,-765533.8509725886,209043.50876510824,-556490.3422074805,311.1595094840357,710.3169980152753,1.0263819094053164,62.2,1:13:38:33
1220000,2439.9999999561255,-765924.1295939931,208004.729585437,-557919.4000085561,309.61329538765864,710.6262350318474,1.0259352677477451,62.2,1:13:38:03
1225000,2449.999999955889,-767929.467980457,207725.15768721205,-560204.3102932449,309.1971549620072,710.0500844288812,1.026767734690683,62.2,1:13:37:33
1230000,2459.9999999556526,-766479.4977587713,208123.5317057382,-558355.9660530331,309.7901313472967,709.6059217341262,1.0274104180589574,62.2,1:13:37:01
1235000,2469.999999955416,-766373.3008508626,207966.32753112906,-558406.9733197335,309.55613425191126,709.5738023088408,1.0274569246126846,62.2,1:13:36:36
1240000,2479.9999999551796,-766560.6607426186,209395.41428730005,-557165.2464553185,311.68331790227734,709.5738023088408,1.0274569246126846,62.2,1:13:36:13
1245000,2489.999999954943,-765018.1069099098,209357.3352717794,-555660.7716381303,311.62663760705533,710.3349862232054,1.0263559177653714,62.2,1:13:35:59
1250000,2499.9999999547067,-766266.5495458762,207905.16420780297,-558361.3853380732,309.46509315813614,710.3349862232054,1.0263559177653714,62.2,1:13:35:46
1255000,2509.9999999544702,-767066.9531317954,207836.3649995607,-559230.5881322348,309.36268611370787,710.3349862232054,1.0263559177653714,62.2,1:13:35:33
1260000,2519.9999999542338,-766813.6824230193,208979.18213446034,-557834.500288559,311.0637598338438,710.3349862232054,1.0263559177653714,62.2,1:13:35:17
1265000,2529.9999999539973,-768128.6634149407,207534.1801666367,-560594.483248304,308.9128865244185,710.3349862232054,1.0263559177653714,62.2,1:13:34:59
1270000,2539.999999953761,-767448.1285028826,209594.91645216523,-557853.2120507173,311.98027520139254,710.3349862232054,1.0263559177653714,62.2,1:13:34:37
1275000,2549.9999999535244,-768327.653483096,208656.4505380908,-559671.2029450053,310.5833765594978,710.3349862232054,1.0263559177653714,62.3,1:13:34:11
1280000,2559.999999953288,-766866.2533518472,209072.40267558274,-557793.8506762644,311.2025178274348,710.3349862232054,1.0263559177653714,62.3,1:13:33:51
1285000,2569.9999999530514,-768692.7691662828,208391.07988267677,-560301.6892836061,310.18837456466014,710.3349862232054,1.0263559177653714,62.3,1:13:33:37
1290000,2579.999999952815,-768307.8847903353,207950.06954172265,-560357.8152486127,309.5319343710406,710.3349862232054,1.0263559177653714,62.3,1:13:33:24
1295000,2589.9999999525785,-766775.7969721085,208574.96608928562,-558200.8308828229,310.4620876408867,710.3349862232054,1.0263559177653714,62.3,1:13:33:12
1300000,2599.999999952342,-766592.678859055,207630.84201579675,-558961.8368432582,309.0567668761603,710.3349862232054,1.0263559177653714,62.3,1:13:33:03
1305000,2609.9999999521056,-766149.735714185,209109.38046943414,-557040.3552447509,311.2575589634384,710.3349862232054,1.0263559177653714,62.2,1:13:32:56
1310000,2619.999999951869,-766377.4186897129,208577.5058779199,-557799.9128117929,310.46586809496677,710.3349862232054,1.0263559177653714,62.2,1:13:32:44
1315000,2629.9999999516326,-768076.0877601607,207867.33835504268,-560208.7494051179,309.40878969355964,710.3349862232054,1.0263559177653714,62.2,1:13:32:34
1320000,2639.999999951396,-766983.5106385313,208688.75755833907,-558294.7530801923,310.6314652881684,710.3826953219472,1.0262869879953374,62.2,1:13:32:24
1325000,2649.9999999511597,-767706.9326672885,208010.0482487328,-559696.8844185557,309.62121217336517,710.83062880253,1.0256402681102021,62.2,1:13:32:08
1330000,2659.999999950923,-767984.0419344804,208979.4642534741,-559004.5776810063,311.06417976562955,711.4398282619787,1.0247620216695328,62.2,1:13:31:52
1335000,2669.9999999506867,-769126.2702722666,209397.02100896195,-559729.2492633046,311.685709493995,711.6332068744848,1.0244835536947599,62.2,1:13:31:46
1340000,2679.9999999504503,-767027.056221752,209273.80133400328,-557753.2548877487,311.5022980413007,712.1868782630771,1.0236870952804353,62.2,1:13:31:52
1345000,2689.999999950214,-767222.2247667541,209183.6666819487,-558038.5580848054,311.36813336770473,711.2795170885336,1.0249929868502374,62.2,1:13:31:35
1350000,2699.9999999499773,-767142.0262183938,207455.5669136052,-559686.4593047886,308.7958713566349,711.2740441608978,1.0250008737012906,62.2,1:13:31:14
1355000,2709.999999949741,-766774.334841175,209000.29259895813,-557774.0422422169,311.0951825831887,711.7357317342712,1.02433597780667,62.2,1:13:30:50
1360000,2719.9999999495044,-766275.6025674534,208184.0857883392,-558091.5167791143,309.8802655913624,710.3901884796776,1.0262761627750536,62.2,1:13:30:24
1365000,2729.999999949268,-768038.745455117,207246.89079099311,-560791.8546641238,308.4852586983582,710.1666763374791,1.0265991646720336,62.3,1:13:29:57
1370000,2739.9999999490315,-768922.5733094406,208169.32746515216,-560753.2458442885,309.85829795108117,708.0923455381775,1.0296065496257547,62.3,1:13:29:33
1375000,2749.999999948795,-769843.4456297867,208452.355663058,-561391.0899667287,310.27958304981854,707.9952485898458,1.0297477534744388,62.3,1:13:29:14
1380000,2759.9999999485585,-769193.414960654,209052.43814597273,-560140.9768146812,311.17280079255903,708.73545258425,1.0286722839214888,62.3,1:13:29:02
1385000,2769.999999948322,-768134.6041628965,209098.48498637,-559036.1191765266,311.2413411282812,708.6923112719654,1.0287349038646338,62.3,1:13:28:49
1390000,2779.9999999480856,-768302.0855271798,208425.02789127486,-559877.0576359049,310.2389058907259,708.603237494946,1.028864219253825,62.3,1:13:28:34
1395000,2789.999999947849,-767998.0793861886,207626.7988229038,-560371.2805632849,309.05074861745067,708.5930627522198,1.0288789927949185,62.3,1:13:28:19
1400000,2799.9999999476127,-768291.1887766938,208289.27609964262,-560001.9126770512,310.03684048747374,709.3202917881342,1.0278241369185745,62.3,1:13:28:04
1405000,2809.999999947376,-767791.9931262066,207601.4503435879,-560190.5427826187,309.0130176185945,709.1686221214028,1.0280439573384892,62.3,1:13:27:49
1410000,2819.9999999471397,-766959.0964490338,209008.68406635686,-557950.412382677,311.10767321202985,709.8925798964602,1.0269955446108556,62.3,1:13:27:34
1415000,2829.9999999469032,-767408.1296197409,208707.88595290936,-558700.2436668315,310.6599377430505,710.5117274444175,1.0261006096665783,62.3,1:13:27:18
1420000,2839.999999946667,-767450.2707022275,208497.71150030667,-558952.5592019209,310.34709483314975,710.4382011256179,1.0262068052518203,62.3,1:13:26:54
1425000,2849.9999999464303,-768393.3741870392,209137.78827899395,-559255.5859080453,311.29984374970303,710.0460784213652,1.0267735276094627,62.3,1:13:26:37
1430000,2859.999999946194,-770004.3324849424,207660.52617845673,-562343.8063064857,309.10095150330943,708.5626422214632,1.028923165382041,62.3,1:13:26:12
1435000,2869.9999999459574,-768364.1213650205,207946.41589176672,-560417.7054732537,309.5264959437255,709.0997843422203,1.0281437574857855,62.3,1:13:25:55
1440000,2879.999999945721,-769693.4900550302,209831.8568476336,-559861.6332073966,312.3329589927545,708.5137862067868,1.0289941154274,62.3,1:13:25:34
1445000,2889.9999999454844,-767165.8881686153,207802.60462560947,-559363.2835430058,309.31243408024017,708.9610013038508,1.0283450223145731,62.3,1:13:25:08
1450000,2899.999999945248,-769747.6475040875,208416.25028217203,-561331.3972219155,310.22584049319687,708.9610013038508,1.0283450223145731,62.3,1:13:24:44
1455000,2909.9999999450115,-767606.4808015339,208142.65773154708,-559463.8230699869,309.81860027629733,708.9610013038508,1.0283450223145731,62.3,1:13:24:40
1460000,2919.999999944775,-767954.6281485544,208997.70223824083,-558956.9259103135,311.09132685298715,708.9610013038508,1.0283450223145731,62.3,1:13:24:50
1465000,2929.9999999445386,-768785.5908912546,209183.12083157984,-559602.4700596747,311.3673208740089,708.9610013038508,1.0283450223145731,62.3,1:13:24:44
1470000,2939.999999944302,-768138.0952706104,208516.0397243054,-559622.055546305,310.37437624084737,708.9610013038508,1.0283450223145731,62.3,1:13:24:39
1475000,2949.9999999440656,-768407.8148079705,208550.70035312185,-559857.1144548487,310.42596829613115,708.9610013038508,1.0283450223145731,62.3,1:13:24:30
1480000,2959.999999943829,-768000.3416528073,208400.69275830433,-559599.648894503,310.2026832494056,708.9610013038508,1.0283450223145731,62.3,1:13:24:18
1485000,2969.9999999435927,-768158.065822586,208489.38600784086,-559668.6798147451,310.3347024074429,708.9610013038508,1.0283450223145731,62.3,1:13:24:02
1490000,2979.999999943356,-769399.3924093917,208383.6697121862,-561015.7226972055,310.1773445880363,708.9610013038508,1.0283450223145731,62.3,1:13:23:43
1495000,2989.9999999431197,-766775.190146768,208202.5224843924,-558572.6676623756,309.90770845880326,708.9610013038508,1.0283450223145731,62.3,1:13:23:30
1500000,2999.9999999428833,-767734.4268591036,209243.919938333,-558490.5069207706,311.45781983447,708.9610013038508,1.0283450223145731,62.3,1:13:23:20
1505000,3009.999999942647,-768160.2070515794,206851.2434030712,-561308.9636485082,307.89634087985394,708.4249116337285,1.029123206614322,62.3,1:13:23:05
1510000,3019.9999999424103,-768660.9657688229,210000.92491846374,-558660.0408503592,312.5846153981588,708.0076297589077,1.0297297459269337,62.3,1:13:22:48
1515000,3029.999999942174,-768107.4128738097,207742.09583170898,-560365.3170421007,309.22236724802536,708.5852684206988,1.0288903103092988,62.3,1:13:22:30
1520000,3039.9999999419374,-767653.4002299798,208602.80182877654,-559050.5984012033,310.5035209056519,708.9160665328233,1.0284102041468048,62.3,1:13:22:11
1525000,3049.999999941701,-770007.5884098792,208733.2250398575,-561274.3633700218,310.69765476144596,709.2316717241533,1.02795256581481,62.3,1:13:21:50
1530000,3059.9999999414645,-767995.4405736849,207972.96307368163,-560022.4775000033,309.56601120134644,708.7750324852865,1.028614840098935,62.3,1:13:21:34
1535000,3069.999999941228,-766628.9129352486,208402.97128801286,-558225.9416472358,310.206074821766,709.5893647719188,1.0274343907906638,62.3,1:13:21:17
1540000,3079.9999999409915,-769378.0993708638,208489.55860911403,-560888.5407617497,310.3349593229903,709.0812822471842,1.0281705848946991,62.3,1:13:20:58
1545000,3089.999999940755,-767248.3519801204,207755.60734574994,-559492.7446343704,309.2424790233501,710.4956135514652,1.0261238814152944,62.3,1:13:20:38
1550000,3099.9999999405186,-768815.0223175082,208747.2066175384,-560067.8156999699,310.7184662225562,711.358580294686,1.0248790650756656,62.3,1:13:20:20
1555000,3109.999999940282,-766359.4563116855,207963.22787983844,-558396.2284318471,309.55152044696285,711.3779883127643,1.0248511040313966,62.3,1:13:20:07
1560000,3119.9999999400457,-768443.6102684075,209071.10079118743,-559372.50947722,311.2005799834317,712.8169657484913,1.0227822172279906,62.3,1:13:19:57
1565000,3129.999999939809,-768666.779334594,209406.79586052167,-559259.9834740723,311.7002592785569,710.8825586402062,1.0255653452808406,62.3,1:13:19:42
1570000,3139.9999999395727,-767097.1441581403,208037.5982715348,-559059.5458866055,309.6622201512354,710.3438020519791,1.0263431800206264,62.3,1:13:19:26
1575000,3149.9999999393362,-769379.8276816164,208895.9618737718,-560483.8658078446,310.939887173803,710.9183957888947,1.0255136468890331,62.3,1:13:19:21
1580000,3159.9999999391,-768156.2068110541,208601.71923502194,-559554.4875760322,310.50190947392827,709.9114733982635,1.0269682122702735,62.3,1:13:19:19
1585000,3169.9999999388633,-766805.3742586086,207537.13650698564,-559268.2377516229,308.9172870122321,711.3215793678512,1.024932376371711,62.3,1:13:19:07
1590000,3179.999999938627,-767636.3364268108,208902.8019620874,-558733.5344647234,310.9500685878909,711.6352389578253,1.0244806282691372,62.3,1:13:18:50
1595000,3189.9999999383904,-766275.148803256,207493.38976105626,-558781.7590421997,308.8521703478338,710.9397881925971,1.025482788858155,62.3,1:13:18:34
1600000,3199.999999938154,-766690.4339276324,207120.33899635647,-559570.0949312759,308.2968874134708,711.1285464671622,1.0252105900232429,62.3,1:13:18:19
1605000,3209.9999999379174,-768041.9634356871,207874.2491793565,-560167.7142563306,309.41907639758756,711.3979027199545,1.0248224150204832,62.3,1:13:18:03
1610000,3219.999999937681,-768474.5853678575,208411.79090240417,-560062.7944654534,310.2192027438146,711.4313914835585,1.0247741741978211,62.3,1:13:17:45
1615000,3229.9999999374445,-767118.3829529537,208566.0165722437,-558552.3663807099,310.4487663598322,711.6079881889798,1.0245198603818328,62.3,1:13:17:23
1620000,3239.999999937208,-767368.7579183416,207466.7363859639,-559902.0215323777,308.812497022559,711.045487114805,1.0253303479419418,62.3,1:13:17:00
1625000,3249.9999999369716,-766543.1825910727,207888.48310591833,-558654.6994851544,309.4402634778904,711.7327436533009,1.0243402782956805,62.3,1:13:16:35
1630000,3259.999999936735,-766779.9163558269,209382.34849222132,-557397.5678636056,311.6638695758895,711.6170766507583,1.0245067756626798,62.3,1:13:16:32
1635000,3269.9999999364986,-766647.3675772324,208038.60087716297,-558608.7667000694,309.6637125213037,712.3029401885909,1.023520296733499,62.3,1:13:16:14
1640000,3279.999999936262,-769158.6982119703,208464.72718190847,-560693.9710300618,310.29799795186375,712.0605194289341,1.0238687538675324,62.3,1:13:16:02
1645000,3289.9999999360257,-768446.1899281046,209109.94528146068,-559336.244646644,311.25839968140264,711.6946598916793,1.0243950921550173,62.3,1:13:15:50
1650000,3299.999999935789,-767639.5237768255,207339.97652450769,-560299.5472523179,308.6238160319557,711.0388729504092,1.0253398856813527,62.3,1:13:15:37
1655000,3309.9999999355528,-767226.9462421685,208335.53452757775,-558891.4117145909,310.10569576947137,711.7248353875203,1.0243516601595242,62.3,1:13:15:19
1660000,3319.9999999353163,-765721.8175545488,208459.6446021899,-557262.172952359,310.2904325745818,712.4243636473237,1.0233458510226925,62.3,1:13:15:04
1665000,3329.99999993508,-766253.0812095953,207815.8501030315,-558437.2311065638,309.332149862289,712.8706147776537,1.022705244952992,62.3,1:13:14:51
1670000,3339.9999999348433,-765958.0767229069,208460.18724571756,-557497.8894771894,310.29124029492147,714.020563664792,1.0210581512722894,62.3,1:13:14:35
1675000,3349.999999934607,-767381.7622636417,207950.60216805348,-559431.1600955882,309.53272718086674,713.1066683566496,1.022366707614833,62.3,1:13:14:22
1680000,3359.9999999343704,-767292.1120611602,208803.71450597647,-558488.3975551836,310.802577740547,712.6699720392344,1.0229931739930724,62.3,1:13:14:02
1685000,3369.999999934134,-766898.4256756855,208405.19892366615,-558493.2267520194,310.20939063875204,711.6282867366253,1.0244906368875066,62.3,1:13:13:46
1690000,3379.9999999338975,-767392.0308632916,207666.32353602958,-559725.707327262,309.10958082143236,711.4553490164398,1.0247396659732249,62.3,1:13:13:26
1695000,3389.999999933661,-768539.2012410923,208269.89327609696,-560269.3079649953,310.00798931719584,711.8042345306991,1.0242373975010783,62.3,1:13:13:28
1700000,3399.9999999334245,-768373.9911235068,208027.5565564362,-560346.4345670706,309.6472731425341,711.2982563108795,1.0249659833094396,62.3,1:13:13:16
1705000,3409.999999933188,-768130.5413324721,208186.4780156259,-559944.0633168463,309.88382640161433,711.697986182453,1.024390304399523,62.3,1:13:12:59
1710000,3419.9999999329516,-767258.2091338099,208565.64878347638,-558692.5603503336,310.4482189093368,711.7430694673405,1.024325417389153,62.3,1:13:12:36
1715000,3429.999999932715,-766953.4885545489,207822.5931152659,-559130.895439283,309.3421867794441,710.6896475778966,1.0258437268513338,62.3,1:13:12:23
1720000,3439.9999999324787,-767156.4677408519,209653.01703229314,-557503.4507085588,312.0667574276053,712.2461214113408,1.0236019471209186,62.3,1:13:12:11
1725000,3449.999999932242,-768859.3537366684,207725.89857941086,-561133.4551572575,309.19825777383096,710.7554519629421,1.0257487504210978,62.3,1:13:11:59
1730000,3459.9999999320057,-767510.2086687596,209269.26820621858,-558240.940462541,311.49555051861387,710.6159436148896,1.0259501257420065,62.3,1:13:11:47
1735000,3469.9999999317693,-767521.9188982137,208275.01520525233,-559246.9036929613,310.01561326578434,712.1370595038636,1.0237587090522917,62.3,1:13:11:34
1740000,3479.999999931533,-767838.112395166,208401.24753381324,-559436.8648613527,310.2035090280975,710.7639048199949,1.0257365515636423,62.3,1:13:11:19
1745000,3489.9999999312963,-767729.5017945212,208179.512832805,-559549.9889617162,309.8734587854045,712.7943354067255,1.022814689303003,62.3,1:13:10:58
1750000,3499.99999993106,-768396.3793773847,208939.10555280044,-559457.2738245842,311.0041061781777,713.776629259125,1.0214070996730524,62.3,1:13:10:36
1755000,3509.9999999308234,-766527.95846821,208931.2474041268,-557596.7110640832,310.99240938978573,711.8440958093938,1.0241800430710963,62.3,1:13:10:15
1760000,3519.999999930587,-766829.7467542612,208063.13331027713,-558766.6134439841,309.700228842233,711.8440958093938,1.0241800430710963,62.3,1:13:10:00
1765000,3529.9999999303504,-766355.4021763811,207998.30398089328,-558357.0981954879,309.6037309291889,711.8440958093938,1.0241800430710963,62.3,1:13:09:46
1770000,3539.999999930114,-766653.4927697498,208223.48148490684,-558430.011284843,309.9389057552794,711.8440958093938,1.0241800430710963,62.3,1:13:09:30
1775000,3549.9999999298775,-769017.381325087,208714.98052782,-560302.400797267,310.67049795830053,711.8440958093938,1.0241800430710963,62.3,1:13:09:15
1780000,3559.999999929641,-767973.4190367064,208994.04114730412,-558979.3778894023,311.08587734983456,711.8440958093938,1.0241800430710963,62.3,1:13:08:56
1785000,3569.9999999294046,-767036.6334058442,207995.1964107394,-559041.4369951049,309.599105337079,711.8440958093938,1.0241800430710963,62.3,1:13:08:41
1790000,3579.999999929168,-767818.6133366339,208410.55148944067,-559408.0618471932,310.2173578880138,711.8440958093938,1.0241800430710963,62.3,1:13:08:26
1795000,3589.9999999289316,-766544.5382969058,208653.9259445262,-557890.6123523796,310.5796187231515,711.8440958093938,1.0241800430710963,62.3,1:13:08:10
1800000,3599.999999928695,-766530.3792237388,209013.13035400002,-557517.2488697388,311.1142914738943,711.8440958093938,1.0241800430710963,62.3,1:13:07:53
1805000,3609.9999999284587,-767774.4402767206,207814.56218406642,-559959.8780926542,309.3302328057116,711.8440958093938,1.0241800430710963,62.3,1:13:07:38
1810000,3619.999999928222,-768370.263349615,208583.14907365083,-559787.1142759642,310.4742679444811,711.8440958093938,1.0241800430710963,62.3,1:13:07:25
1815000,3629.9999999279858,-767192.2363104085,208660.82009025724,-558531.4162201512,310.58988060124875,711.8440958093938,1.0241800430710963,62.3,1:13:07:37
1820000,3639.9999999277493,-766586.9869549861,208662.3383881121,-557924.648566874,310.59214057487134,711.8440958093938,1.0241800430710963,62.3,1:13:07:29
1825000,3649.999999927513,-765915.8140668403,208683.40273026977,-557232.4113365705,310.6234946714998,711.8440958093938,1.0241800430710963,62.3,1:13:07:16
1830000,3659.9999999272763,-767774.5919750612,208913.8078506447,-558860.7841244165,310.9664507606986,711.8440958093938,1.0241800430710963,62.3,1:13:06:58
1835000,3669.99999992704,-767443.8706464241,207994.14613364928,-559449.7245127748,309.5975420084393,711.8440958093938,1.0241800430710963,62.3,1:13:06:39
1840000,3679.9999999268034,-768442.5694374144,209639.43693885795,-558803.1324985565,312.0465435724275,711.8440958093938,1.0241800430710963,62.3,1:13:06:21
1845000,3689.999999926567,-766410.6781541482,207102.89749617636,-559307.7806579717,308.27092588674,711.8440958093938,1.0241800430710963,62.3,1:13:06:02
1850000,3699.9999999263305,-767231.839102604,208230.58909041638,-559001.2500121875,309.94948536646666,711.8440958093938,1.0241800430710963,62.3,1:13:05:50
1855000,3709.999999926094,-767070.3862691941,208754.3288231275,-558316.0574460665,310.72906756583933,711.8440958093938,1.0241800430710963,62.3,1:13:05:36
1860000,3719.9999999258575,-766768.8838303476,207176.38745884073,-559592.4963715068,308.38031507978275,711.8440958093938,1.0241800430710963,62.3,1:13:05:21
1865000,3729.999999925621,-766973.6444512112,207749.69018654292,-559223.9542646683,309.2336713814995,711.8440958093938,1.0241800430710963,62.3,1:13:05:02
1870000,3739.9999999253846,-767132.1088862498,207472.49863788817,-559659.6102483617,308.82107408621846,711.8673809660103,1.0241465421784524,62.3,1:13:04:48
