time_ps,core_rmsd_vs_40ns_after_protein_fit_A,core_internal_rmsd_vs_40ns_A,branch1_rmsd_vs_40ns_after_core_fit_A,branch2_rmsd_vs_40ns_after_core_fit_A,com_drift_vs_40ns_A,com_displacement_vs_minimized_A,pair_retention_vs_40ns,pocket_residue_fraction_vs_40ns,nearest_distance_to_40ns_pocket_A,pair_retention_vs_minimized,pocket_residue_fraction_vs_minimized,nearest_distance_to_minimized_pocket_A
4.012000011961400014e+04,8.648224251245867356e-01,4.041664257609157290e-02,1.245656089332533245e+00,1.895159938210142725e+00,5.724568319965315233e-01,6.817957419874715042e-01,6.190476190476190688e-01,8.333333333333333703e-01,3.529149522682351492e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.529149522682351492e+00
4.013000011964380974e+04,5.963108108730750256e-01,5.449213935976601059e-02,7.676522153483156252e-01,1.073409217428161977e+00,1.512576792302750828e-01,4.101486562276366876e-01,7.142857142857143016e-01,6.666666666666666297e-01,3.001365317914059805e+00,4.166666666666666435e-02,3.333333333333333148e-01,3.001365317914059805e+00
4.014000011967362661e+04,7.940216686465055851e-01,3.579902102257422059e-02,1.323616347295379914e+00,1.425379088480446033e+00,4.029594064389757091e-01,4.807748637450635631e-01,7.142857142857143016e-01,1.000000000000000000e+00,3.422757802788452430e+00,8.333333333333332871e-02,3.333333333333333148e-01,3.422757802788452430e+00
4.015000011970343621e+04,3.302553638053782326e-01,5.658414077249690477e-02,5.415397787026958731e-01,9.434575212812497114e-01,2.421800039911895797e-01,5.635751336506510389e-01,9.523809523809523281e-01,1.000000000000000000e+00,3.362596428959024220e+00,4.166666666666666435e-02,3.333333333333333148e-01,3.362596428959024220e+00
4.016000011973325309e+04,5.458323939384961410e-01,5.068472029548540259e-02,5.760534598551063645e-01,7.860977574937634271e-01,1.497426632124537749e-01,4.233875604586672114e-01,8.571428571428570953e-01,1.000000000000000000e+00,3.216710462202259535e+00,8.333333333333332871e-02,3.333333333333333148e-01,3.216710462202259535e+00
4.017000011976306996e+04,4.199979721731453841e-01,6.344932769294329977e-02,8.998826425788948313e-01,1.068270225399680307e+00,3.320528718825214720e-01,4.311618435647717740e-01,9.047619047619047672e-01,1.000000000000000000e+00,2.949215873966456680e+00,4.166666666666666435e-02,3.333333333333333148e-01,2.949215873966456680e+00
4.018000011979287956e+04,6.083633400852604955e-01,4.864501009454737929e-02,8.250917600882201608e-01,1.055061538984378267e+00,4.127471944880837795e-01,4.101428039391293301e-01,7.142857142857143016e-01,8.333333333333333703e-01,3.255869536214673676e+00,4.166666666666666435e-02,3.333333333333333148e-01,3.563470880065874091e+00
4.019000011982269643e+04,8.329496340774310559e-01,7.055334064225768365e-02,9.034258816667800618e-01,1.386912797769058514e+00,5.124227888078649595e-01,3.287519167752711025e-01,8.571428571428570953e-01,1.000000000000000000e+00,3.251980094221913475e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.251980094221913475e+00
4.020000011985250603e+04,8.953708516996549127e-01,5.708366497761912378e-02,1.015148322098382572e+00,9.258254435886681399e-01,4.350969642746365107e-01,5.315949283636047795e-01,8.571428571428570953e-01,1.000000000000000000e+00,3.288101839833385220e+00,4.166666666666666435e-02,3.333333333333333148e-01,3.288101839833385220e+00
4.021000011988232291e+04,6.270721544001754966e-01,7.297969392660585974e-02,9.855884897697155811e-01,1.487008357136617498e+00,4.367589609607085421e-01,5.548074673984040306e-01,8.571428571428570953e-01,1.000000000000000000e+00,3.350745217103856088e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.350745217103856088e+00
4.022000011991213978e+04,9.507271666218990447e-01,6.043196948801292379e-02,1.215973216969328252e+00,1.863879029199493775e+00,3.436120191783322841e-01,4.370182959157885988e-02,7.619047619047618625e-01,1.000000000000000000e+00,3.243664739731318303e+00,8.333333333333332871e-02,3.333333333333333148e-01,3.243664739731318303e+00
4.023000011994194938e+04,3.602267856541994662e-01,3.793604433035070028e-02,7.676459444370288265e-01,1.565954153661245130e+00,9.260340527796938614e-01,1.144004706139876149e+00,8.571428571428570953e-01,1.000000000000000000e+00,3.570945049799228777e+00,8.333333333333332871e-02,3.333333333333333148e-01,3.804452659345501697e+00
4.024000011997176625e+04,1.138588726082192526e+00,5.998941217649147312e-02,9.263976883476742197e-01,1.711005623659776154e+00,2.316589581104230300e-01,1.819851534558236117e-01,7.142857142857143016e-01,1.000000000000000000e+00,3.333462461769043816e+00,4.166666666666666435e-02,3.333333333333333148e-01,3.396181145407952684e+00
4.025000012000157585e+04,1.070373312947625610e+00,5.833592794628892492e-02,5.733884896411890475e-01,6.451701401442745398e-01,2.474758873694297145e-01,5.970159073631357005e-01,7.619047619047618625e-01,1.000000000000000000e+00,3.326164642101061553e+00,4.166666666666666435e-02,3.333333333333333148e-01,3.326164642101061553e+00
4.026000012003139273e+04,9.047135862604863688e-01,5.517636197652060065e-02,1.482408624069681213e+00,2.255564186088298673e+00,4.925764553058822881e-01,6.045984924175737962e-01,6.666666666666666297e-01,6.666666666666666297e-01,3.461582521572676985e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.461582521572676985e+00
4.027000012006120960e+04,8.904068302785823619e-01,5.509327480077338274e-02,1.021872622242262496e+00,1.648274551051964076e+00,6.910665663861795815e-01,9.867907436411134103e-01,6.666666666666666297e-01,1.000000000000000000e+00,3.409399800067442587e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.409399800067442587e+00
4.028000012009101920e+04,1.212312513187490115e+00,4.891746612942605293e-02,9.685710478657407752e-01,1.350463137404961822e+00,3.706923359027304854e-01,6.483465360442993708e-01,6.190476190476190688e-01,6.666666666666666297e-01,3.477557405314335437e+00,8.333333333333332871e-02,3.333333333333333148e-01,3.477557405314335437e+00
4.029000012012083607e+04,1.222598749685186226e+00,6.560314510930424781e-02,1.646904374661855464e+00,2.456295348440322268e+00,2.542662291168909516e-01,4.708366896975459404e-01,5.238095238095238360e-01,8.333333333333333703e-01,3.695151509541608981e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.831290773708555975e+00
4.030000012015065295e+04,9.510526765951586858e-01,7.226532435098299845e-02,6.756709003963433657e-01,1.521248849019327443e+00,1.512803763107855304e-01,2.790228781296585914e-01,6.666666666666666297e-01,8.333333333333333703e-01,3.527688886268737889e+00,4.166666666666666435e-02,3.333333333333333148e-01,3.527688886268737889e+00
4.031000012018046255e+04,1.406421483753344415e+00,5.923988822634334434e-02,1.912136488899884412e+00,2.618972939239562425e+00,1.723498874155112714e-01,3.271520648964488243e-01,5.714285714285713969e-01,8.333333333333333703e-01,3.468174079633100426e+00,8.333333333333332871e-02,3.333333333333333148e-01,3.468174079633100426e+00
4.032000012021027942e+04,1.831325384648671006e+00,5.566650523226188835e-02,1.196836860927218860e+00,2.320929742457794820e+00,2.643018337312763033e-01,3.275044363386206414e-01,3.333333333333333148e-01,6.666666666666666297e-01,3.834869060870464974e+00,4.166666666666666435e-02,3.333333333333333148e-01,3.693194877727953518e+00
4.033000012024008902e+04,8.135593248339572092e-01,6.983553841316104960e-02,9.692526533176638592e-01,1.387456173891364219e+00,3.272602315258026917e-01,3.506097578979538443e-01,5.714285714285713969e-01,1.000000000000000000e+00,3.782035635960701025e+00,8.333333333333332871e-02,3.333333333333333148e-01,3.937936042420075555e+00
4.034000012026990589e+04,1.212454157103922014e+00,4.907577401729915773e-02,8.201764762551313481e-01,1.652618536270074046e+00,3.550921145612406238e-01,3.962527002871395476e-01,3.333333333333333148e-01,8.333333333333333703e-01,3.696164360844878871e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.696164360844878871e+00
4.035000012029972277e+04,1.011959535598393467e+00,4.606149232359960100e-02,1.122293048551368244e+00,1.977849890897098062e+00,1.834347081495903420e-01,2.714941691336295593e-01,7.619047619047618625e-01,1.000000000000000000e+00,3.746919723622016640e+00,4.166666666666666435e-02,3.333333333333333148e-01,3.746919723622016640e+00
4.036000012032953236e+04,1.524918828803745852e+00,5.806975505561512430e-02,1.853550553361552611e+00,2.558929049040794546e+00,4.070014132323248046e-01,5.964742979694717118e-01,5.714285714285713969e-01,6.666666666666666297e-01,3.306152452650942930e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.306152452650942930e+00
4.037000012035934924e+04,9.663419085341561354e-01,5.165761554845820641e-02,4.808334406366804314e-01,1.512730110439687747e+00,1.338552286729288165e-01,4.333295948827734501e-01,5.714285714285713969e-01,8.333333333333333703e-01,3.496997697946036432e+00,4.166666666666666435e-02,3.333333333333333148e-01,3.496997697946036432e+00
4.038000012038915884e+04,1.163271525147535179e+00,3.307134029701526423e-02,1.080757635572368480e+00,1.579094992436745892e+00,2.422021757932286412e-01,4.733345004074845375e-01,6.190476190476190688e-01,1.000000000000000000e+00,3.501282994862136011e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.501282994862136011e+00
4.039000012041897571e+04,9.647443113378839641e-01,6.447344904339057103e-02,9.752400879815552592e-01,2.084400119855863931e+00,3.975690187947537035e-01,4.034931801222915726e-01,5.714285714285713969e-01,1.000000000000000000e+00,3.024586923758904700e+00,4.166666666666666435e-02,3.333333333333333148e-01,3.024586923758904700e+00
4.040000012044879259e+04,7.109316987617586570e-01,3.441066542821959173e-02,9.002461811479376408e-01,1.369075962049591144e+00,3.545872418492905243e-01,3.587216164263869467e-01,6.666666666666666297e-01,1.000000000000000000e+00,3.438138419843906224e+00,8.333333333333332871e-02,3.333333333333333148e-01,3.573912727876547013e+00
4.041000012047860218e+04,1.270803259289065235e+00,4.531549585630986754e-02,1.239512518410810893e+00,2.302463863023377577e+00,6.448782351882995645e-01,5.482763735713807041e-01,7.619047619047618625e-01,8.333333333333333703e-01,3.484853963756484152e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.484853963756484152e+00
4.042000012050841906e+04,7.250103978619465428e-01,6.305881009155216155e-02,5.735284636362124600e-01,1.931520068549591462e+00,3.491336341559897471e-01,6.630385428815268600e-01,6.666666666666666297e-01,8.333333333333333703e-01,3.665282025031781465e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.666096108216744920e+00
4.043000012053823593e+04,8.458270886318779436e-01,4.428955707363486233e-02,1.462993217361659548e+00,1.413355310638373386e+00,3.243572997497519705e-01,5.031024325082130710e-01,6.666666666666666297e-01,8.333333333333333703e-01,3.468676427992981370e+00,8.333333333333332871e-02,3.333333333333333148e-01,3.468676427992981370e+00
4.044000012056804553e+04,8.009914159715334492e-01,7.819775761645179901e-02,6.632909041362503588e-01,1.149241314122394275e+00,3.306802533001345634e-01,5.165236617892057236e-01,6.666666666666666297e-01,1.000000000000000000e+00,3.417067222765076906e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.417067222765076906e+00
4.045000012059786241e+04,8.476751604705728971e-01,3.214187337169467640e-02,5.598324287534662824e-01,1.417095150690734995e+00,2.744738622581524568e-01,1.730400590078988721e-01,6.666666666666666297e-01,8.333333333333333703e-01,3.194680926864146731e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.194680926864146731e+00
4.046000012062767200e+04,1.117173314866772849e+00,5.169760337168698150e-02,6.531751867516765175e-01,1.106534886968501885e+00,4.291522490088665043e-01,4.198410309926828288e-01,4.761904761904761640e-01,8.333333333333333703e-01,3.184095465858876928e+00,4.166666666666666435e-02,3.333333333333333148e-01,3.184095465858876928e+00
4.047000012065748888e+04,5.816946496616572926e-01,4.497772528304986445e-02,7.839308564190388129e-01,1.286164139867135736e+00,1.154323453927515314e-01,3.256812765303009893e-01,7.619047619047618625e-01,1.000000000000000000e+00,3.453360777300197970e+00,8.333333333333332871e-02,3.333333333333333148e-01,3.453360777300197970e+00
4.048000012068730575e+04,9.154596374344969867e-01,5.988676270847925753e-02,1.036166332657375566e+00,1.674649389641664321e+00,3.003795894175985137e-01,4.834186811206879208e-01,6.190476190476190688e-01,8.333333333333333703e-01,3.046492536419249664e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.046492536419249664e+00
4.049000012071711535e+04,6.688321235637203488e-01,4.543507283918576944e-02,1.233144013756301227e+00,1.479049978451062897e+00,3.064881759882122636e-01,5.753245288520976164e-01,7.619047619047618625e-01,1.000000000000000000e+00,3.309230982469177018e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.309230982469177018e+00
4.050000012074693223e+04,9.849049134946706863e-01,7.316426437911480174e-02,1.421828963534895074e+00,1.500335222457175322e+00,3.345887598053459699e-01,2.547090783307182429e-02,6.666666666666666297e-01,1.000000000000000000e+00,3.605269430724083790e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.700210569214135159e+00
4.051000012077674182e+04,9.541534430898519492e-01,7.011352262232829757e-02,7.883179732827070296e-01,1.794373651629566968e+00,6.708043386885809145e-01,5.552731796853643820e-01,8.095238095238095344e-01,8.333333333333333703e-01,3.409026247292403777e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.409026247292403777e+00
4.052000012080655870e+04,6.120363875958850786e-01,5.440565690689938561e-02,1.408716574233197516e+00,1.738543731983570151e+00,1.899431577033917351e-01,2.449567217599686875e-01,8.571428571428570953e-01,8.333333333333333703e-01,3.053707858838503153e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.053707858838503153e+00
4.053000012083637557e+04,3.900986606058659545e-01,6.803995470500837084e-02,5.857285265761619231e-01,2.529153021821719527e+00,8.778118884314892734e-01,9.759359008678263336e-01,8.095238095238095344e-01,1.000000000000000000e+00,3.300623708019152946e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.300623708019152946e+00
4.054000012086618517e+04,6.524598867572314331e-01,7.270281972345689347e-02,1.851195556164595413e+00,2.852236751074859633e+00,1.919498823366596885e-01,4.169490834566926263e-01,8.571428571428570953e-01,1.000000000000000000e+00,3.511861967363809178e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.946018662299825674e+00
4.055000012089600204e+04,8.317015922704976694e-01,8.978169039691329123e-02,1.546226035738211380e+00,3.424890421112117167e+00,2.721776269325689723e-01,3.560653592714843052e-01,6.190476190476190688e-01,1.000000000000000000e+00,3.497733860492805658e+00,4.166666666666666435e-02,3.333333333333333148e-01,3.497733860492805658e+00
4.056000012092581164e+04,6.194954786441045913e-01,5.891215470644200342e-02,1.467387753811630224e+00,2.064815758560793579e+00,2.248288171775133792e-01,5.205988428630055065e-01,7.619047619047618625e-01,1.000000000000000000e+00,3.330647207357511075e+00,0.000000000000000000e+00,1.666666666666666574e-01,4.255499239148600843e+00
4.057000012095562852e+04,8.841094974557802688e-01,5.775409573862894802e-02,1.969164112164336622e+00,1.936335278186055886e+00,3.667900031879025580e-01,7.018330105126715512e-01,5.714285714285713969e-01,1.000000000000000000e+00,3.473419722418912503e+00,0.000000000000000000e+00,1.666666666666666574e-01,4.299829393153336454e+00
4.058000012098544539e+04,9.467795457667710357e-01,4.645651595304863685e-02,4.794596281032232898e-01,8.205444611839268765e-01,4.208958633524371717e-01,3.208018368604525494e-01,7.142857142857143016e-01,1.000000000000000000e+00,3.427228671633043788e+00,8.333333333333332871e-02,3.333333333333333148e-01,3.427228671633043788e+00
4.059000012101525499e+04,6.915955959509448858e-01,4.312016295436395946e-02,7.646245260106694364e-01,1.663593176972798515e+00,1.940027147815061026e-01,4.353725699732144960e-01,6.666666666666666297e-01,1.000000000000000000e+00,3.507850536500147332e+00,8.333333333333332871e-02,3.333333333333333148e-01,3.899262223217242251e+00
4.060000012104507186e+04,1.006540283368858368e+00,3.890140032337649489e-02,6.009495913918150301e-01,1.164950109955652513e+00,4.288377954517722523e-01,4.055022735527986089e-01,6.190476190476190688e-01,8.333333333333333703e-01,3.457697043836985618e+00,8.333333333333332871e-02,3.333333333333333148e-01,4.053941580615581408e+00
4.061000012107488874e+04,7.220762572778733901e-01,6.312820622651026115e-02,5.279922876404546939e-01,1.479822559068761700e+00,5.280687092132542171e-01,6.464091404387571904e-01,7.619047619047618625e-01,1.000000000000000000e+00,3.406994703836861760e+00,8.333333333333332871e-02,3.333333333333333148e-01,3.406994703836861760e+00
4.062000012110469834e+04,1.385803531561984769e+00,6.051082862171509869e-02,8.027430062336800010e-01,1.330574299627579116e+00,2.513217642497359017e-01,4.480815894663420229e-01,6.190476190476190688e-01,1.000000000000000000e+00,3.484865922208372435e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.847696111890738457e+00
4.063000012113451521e+04,1.215781457104917473e+00,3.975624576427638779e-02,2.280160870931556172e+00,1.562089551180172009e+00,4.907445248409514904e-01,4.698853782949218294e-01,4.761904761904761640e-01,1.000000000000000000e+00,4.027841515173490095e+00,4.166666666666666435e-02,3.333333333333333148e-01,4.027841515173490095e+00
4.064000012116432481e+04,1.047822013972705246e+00,7.058524579461766812e-02,7.716828167107455672e-01,1.428251384171238536e+00,2.908590981922940522e-01,5.531905918048194426e-01,3.809523809523809312e-01,1.000000000000000000e+00,3.613960442000761386e+00,0.000000000000000000e+00,1.666666666666666574e-01,4.417478500136726716e+00
4.065000012119414168e+04,8.058668088584962641e-01,5.377927067320949911e-02,7.732999323960404459e-01,1.417864842283631965e+00,4.008633861135384446e-01,4.693810496407898047e-01,6.666666666666666297e-01,1.000000000000000000e+00,3.188495383776471570e+00,8.333333333333332871e-02,3.333333333333333148e-01,3.787093915186160231e+00
4.066000012122395856e+04,1.035362530458125319e+00,5.283217889811472889e-02,9.809802996939347430e-01,1.516700100440039334e+00,3.393822114356869202e-01,2.229674325118883860e-01,4.761904761904761640e-01,6.666666666666666297e-01,3.475470616638220989e+00,4.166666666666666435e-02,3.333333333333333148e-01,3.475470616638220989e+00
4.067000012125376816e+04,1.701465332914850359e+00,7.877792956818631398e-02,8.766974542316139374e-01,1.775163158790095341e+00,5.066038592244143102e-01,5.349472164562592003e-01,4.761904761904761640e-01,5.000000000000000000e-01,3.748226030291145872e+00,4.166666666666666435e-02,3.333333333333333148e-01,3.748226030291145872e+00
4.068000012128358503e+04,1.023716703202675493e+00,5.350520159450684876e-02,1.156211007228108434e+00,1.380193182546329167e+00,5.316563040894921599e-01,6.972902879687087330e-01,5.714285714285713969e-01,5.000000000000000000e-01,3.539082918441643244e+00,8.333333333333332871e-02,1.666666666666666574e-01,4.004004872488811095e+00
4.069000012131339463e+04,5.279575817317679887e-01,7.092969839322145476e-02,1.040618201836716938e+00,1.373507453307541093e+00,2.988463402235714828e-01,5.406227745212133229e-01,7.619047619047618625e-01,1.000000000000000000e+00,3.738626096794835263e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.820789592741789420e+00
4.070000012134321150e+04,9.019801923447420267e-01,6.130934140953631789e-02,1.072010983183404820e+00,1.469954950346290978e+00,3.821984437341501839e-01,4.086965962336290281e-01,5.714285714285713969e-01,8.333333333333333703e-01,3.526918038288162638e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.536450169115600062e+00
4.071000012137302838e+04,1.312456313845703271e+00,4.027356924274208549e-02,1.049919854140965780e+00,1.523606156425185709e+00,1.931673742408528682e-01,4.544873416840141123e-01,3.809523809523809312e-01,6.666666666666666297e-01,3.645910956143461945e+00,8.333333333333332871e-02,3.333333333333333148e-01,3.645910956143461945e+00
4.072000012140283798e+04,7.898967148735849264e-01,7.137864898365153810e-02,1.503476759129088736e+00,1.405384530715697577e+00,9.171462414734542212e-02,2.652133812516951350e-01,6.666666666666666297e-01,1.000000000000000000e+00,3.709421555747126398e+00,4.166666666666666435e-02,3.333333333333333148e-01,3.862145165186338325e+00
4.073000012143265485e+04,8.778860307089334514e-01,4.716892455726619249e-02,8.062577504273157336e-01,1.523881691959149354e+00,2.556723677920841320e-01,1.456114549336571529e-01,7.142857142857143016e-01,8.333333333333333703e-01,3.228953137392076123e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.228953137392076123e+00
4.074000012146247172e+04,2.933302953817027436e-01,5.961483705183251436e-02,1.316854893681347116e+00,1.996528584823530128e+00,2.521687801241859761e-01,4.661965941010285386e-01,8.095238095238095344e-01,1.000000000000000000e+00,3.604934978628063558e+00,4.166666666666666435e-02,3.333333333333333148e-01,3.720883171495321218e+00
4.075000012149228132e+04,1.173542122250526898e+00,5.195379877172678212e-02,5.289090007293199003e-01,1.004044716461134357e+00,2.867405552699202054e-01,4.271624586447217986e-01,4.285714285714285476e-01,1.000000000000000000e+00,3.591262680121796169e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.704838908705015310e+00
4.076000012152209820e+04,1.752610604531185556e+00,4.519588064282140105e-02,1.480437637554301578e+00,1.374135396427612843e+00,5.639710085184190813e-01,3.007254291110743605e-01,3.333333333333333148e-01,6.666666666666666297e-01,3.260724219243825495e+00,4.166666666666666435e-02,3.333333333333333148e-01,3.260724219243825495e+00
4.077000012155190780e+04,1.128666109193644962e+00,6.737777058357474758e-02,6.456451313353185339e-01,1.593150236695141775e+00,4.076984022248181239e-01,3.102020116920859438e-01,5.714285714285713969e-01,8.333333333333333703e-01,3.349205355649181648e+00,4.166666666666666435e-02,3.333333333333333148e-01,3.500399338702482765e+00
4.078000012158172467e+04,1.071816044993326722e+00,5.446119850005204377e-02,5.993171147727229808e-01,1.733147271840433046e+00,5.321771896277046610e-01,5.211639283923393817e-01,6.190476190476190688e-01,1.000000000000000000e+00,3.491871027671063388e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.491871027671063388e+00
4.079000012161154154e+04,1.648127156398857318e+00,6.658487128081713724e-02,1.070555909653767346e+00,2.172068618718696609e+00,6.111681554971108987e-01,7.488177684623844588e-01,4.761904761904761640e-01,6.666666666666666297e-01,3.452074192724043922e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.452074192724043922e+00
4.080000012164135114e+04,1.466593388728221425e+00,5.213703867806343539e-02,7.827540177757396078e-01,1.521045934744634565e+00,6.140944549272681074e-01,7.114549993054960497e-01,3.809523809523809312e-01,6.666666666666666297e-01,3.220417949838678240e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.220417949838678240e+00
4.081000012167116802e+04,9.894550429537259939e-01,6.347291978285077296e-02,5.425234191390185812e-01,1.408703662920718358e+00,3.361503443218859521e-01,5.394737380955249018e-01,6.666666666666666297e-01,1.000000000000000000e+00,3.309861467999181794e+00,8.333333333333332871e-02,3.333333333333333148e-01,3.309861467999181794e+00
4.082000012170097762e+04,9.370040781753132819e-01,8.327727313672023124e-02,8.418293085251329355e-01,1.350907052187045432e+00,3.751643189392110944e-01,3.111412333996831370e-01,7.142857142857143016e-01,1.000000000000000000e+00,3.085190183410025266e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.085190183410025266e+00
4.083000012173079449e+04,9.299051102599344976e-01,3.743728862223218157e-02,8.659424185212860614e-01,2.146103789805474893e+00,4.188589928432659981e-01,7.463640177452426361e-01,7.619047619047618625e-01,1.000000000000000000e+00,3.637445081710585004e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.858801851785152337e+00
4.084000012176061136e+04,8.376849302443730716e-01,3.215567728578898332e-02,6.284628966458484234e-01,2.264106802671229879e+00,3.474214877537487589e-01,3.477520309503919771e-01,8.571428571428570953e-01,1.000000000000000000e+00,3.488526602278934963e+00,8.333333333333332871e-02,3.333333333333333148e-01,3.488526602278934963e+00
4.085000012179042096e+04,8.056401482819093296e-01,3.278452084246651077e-02,5.885643498887078717e-01,1.635719101296296607e+00,3.176393779255787808e-01,5.798575642678360786e-01,6.190476190476190688e-01,8.333333333333333703e-01,3.312169370228731591e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.312169370228731591e+00
