time_ps,core_rmsd_vs_40ns_after_protein_fit_A,core_internal_rmsd_vs_40ns_A,branch1_rmsd_vs_40ns_after_core_fit_A,branch2_rmsd_vs_40ns_after_core_fit_A,com_drift_vs_40ns_A,com_displacement_vs_minimized_A,pair_retention_vs_40ns,pocket_residue_fraction_vs_40ns,nearest_distance_to_40ns_pocket_A,pair_retention_vs_minimized,pocket_residue_fraction_vs_minimized,nearest_distance_to_minimized_pocket_A
4.728000014096085943e+04,1.362745950304712350e+00,6.014080011628678696e-02,2.891695428968165338e+00,2.761030949265966150e+00,3.018239263649998283e-01,4.706320612739262055e-01,5.238095238095238360e-01,6.666666666666666297e-01,3.569155507123287219e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.569155507123287219e+00
4.729000014099067630e+04,1.496728378056685793e+00,5.740427902199808641e-02,2.579188683994001252e+00,3.152371472364790428e+00,7.088999112603789898e-01,8.684864277356844076e-01,4.761904761904761640e-01,5.000000000000000000e-01,3.758731995587176744e+00,1.666666666666666574e-01,3.333333333333333148e-01,3.596516094631134308e+00
4.730000014102049317e+04,1.658375975367132327e+00,5.602529184191050449e-02,3.381587207680996521e+00,2.852787829846807899e+00,9.266211874729504139e-01,9.983147428275169766e-01,4.761904761904761640e-01,6.666666666666666297e-01,3.683008827112606465e+00,1.666666666666666574e-01,3.333333333333333148e-01,3.519828155806985492e+00
4.731000014105030277e+04,1.477529801045790459e+00,4.424426943220138853e-02,3.082265530332972236e+00,1.704037815640718323e+00,9.268975805155376113e-01,9.519574740979737104e-01,5.238095238095238360e-01,8.333333333333333703e-01,3.797879570231116553e+00,1.666666666666666574e-01,3.333333333333333148e-01,3.406814861626143109e+00
4.732000014108011965e+04,1.508298842217642877e+00,4.962859084316940950e-02,2.659258317140344108e+00,1.934662271616898188e+00,7.413185541449417437e-01,8.677163164344369184e-01,2.857142857142856984e-01,5.000000000000000000e-01,4.005706140616579702e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.670354427753654392e+00
4.733000014110992925e+04,1.095971604850423775e+00,7.565072613876913654e-02,2.046448948783823329e+00,9.603353559817784380e-01,3.968867109045181030e-01,5.047446853407645539e-01,4.285714285714285476e-01,5.000000000000000000e-01,3.801537339556632755e+00,8.333333333333332871e-02,3.333333333333333148e-01,3.602867682159529128e+00
4.734000014113974612e+04,1.510479721615745285e+00,6.671581794619031724e-02,2.796370665609344108e+00,2.023333740418319149e+00,5.723475546095344590e-01,7.451113691067817735e-01,6.666666666666666297e-01,6.666666666666666297e-01,3.313504613019113254e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.612578800425283898e+00
4.735000014116956299e+04,1.345656167595986608e+00,6.164616470800331205e-02,2.216401783711888118e+00,2.142857947469873015e+00,4.804577463677571769e-01,6.777649179206860497e-01,5.714285714285713969e-01,8.333333333333333703e-01,3.521630120155683663e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.512926710398714736e+00
4.736000014119937259e+04,1.557600387165198885e+00,8.933728170054337780e-02,2.145466921912519087e+00,1.374590768818018782e+00,4.342258130044341913e-01,6.420613982968520483e-01,4.761904761904761640e-01,8.333333333333333703e-01,3.686495489535955628e+00,1.666666666666666574e-01,3.333333333333333148e-01,3.454465689462278277e+00
4.737000014122918947e+04,1.411012689822559674e+00,5.902672626553530366e-02,2.299141695989241452e+00,1.879001619677665103e+00,4.437361875940841749e-01,6.787355895015518836e-01,5.714285714285713969e-01,6.666666666666666297e-01,3.573345882136764295e+00,1.666666666666666574e-01,3.333333333333333148e-01,3.695757919634783839e+00
4.738000014125899907e+04,1.644829411717606105e+00,3.146417000374521905e-02,1.851949253738685019e+00,1.355906106529578548e+00,6.563945240057096342e-01,7.389413868627943138e-01,3.809523809523809312e-01,6.666666666666666297e-01,3.438037834985138819e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.485329469751552445e+00
4.739000014128881594e+04,1.336742784545725371e+00,5.101801334749059280e-02,2.010326237936760574e+00,1.774118947001710689e+00,7.309276761059154692e-01,9.657185422117708917e-01,4.285714285714285476e-01,6.666666666666666297e-01,3.936084601748290890e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.646524587918368088e+00
4.740000014131863281e+04,1.324861671369440330e+00,6.870861970586243650e-02,2.228391071897386944e+00,2.262453813707495875e+00,8.225278639312306739e-01,9.779190461593513239e-01,5.238095238095238360e-01,8.333333333333333703e-01,3.808555429815723592e+00,1.666666666666666574e-01,3.333333333333333148e-01,3.578554302141079724e+00
4.741000014134844241e+04,1.306162554945209386e+00,7.814294640233622469e-02,2.236331796213541168e+00,2.533080455132866504e+00,7.334725091789791040e-01,8.513170559188261155e-01,4.761904761904761640e-01,8.333333333333333703e-01,3.370794287928160049e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.822204858057855592e+00
4.742000014137825929e+04,1.410820622532347191e+00,5.030498678115517819e-02,1.076978472450027091e+00,1.427126822360174296e+00,2.995121092330683688e-01,5.349554135604850380e-01,4.761904761904761640e-01,8.333333333333333703e-01,3.901630809728938498e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.629333262647951308e+00
4.743000014140806888e+04,1.288619768283584710e+00,4.695074603614593500e-02,1.614493747173890936e+00,1.441440780104251917e+00,8.272149372883691454e-01,8.568916234682021349e-01,5.238095238095238360e-01,8.333333333333333703e-01,3.829333798023122348e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.536940889400374211e+00
4.744000014143788576e+04,9.933552502535595297e-01,5.449514575755443763e-02,1.788122559988323923e+00,1.737764189732197595e+00,3.735653506065484963e-01,6.521251356411156275e-01,4.761904761904761640e-01,1.000000000000000000e+00,3.704738129621683917e+00,1.250000000000000000e-01,3.333333333333333148e-01,4.059925579923481465e+00
4.745000014146770263e+04,8.432669108995866081e-01,4.012188541279444742e-02,1.671237664098669473e+00,9.417494198073235179e-01,8.561555588739672151e-01,1.060787655002302099e+00,3.333333333333333148e-01,5.000000000000000000e-01,3.744548338744369431e+00,1.666666666666666574e-01,1.666666666666666574e-01,3.909156833347568583e+00
4.746000014149751223e+04,1.175548846680868564e+00,6.198977404321602547e-02,2.509992985550275169e+00,2.431958707430812883e+00,4.411240630096730508e-01,4.383699400977969507e-01,6.190476190476190688e-01,6.666666666666666297e-01,3.536542072534694547e+00,8.333333333333332871e-02,3.333333333333333148e-01,3.843797126922585683e+00
4.747000014152732911e+04,9.241236304141071667e-01,3.664505209630913168e-02,2.195380048800191997e+00,2.450072346265320888e+00,5.600842318979789569e-01,7.849818208342433934e-01,4.761904761904761640e-01,8.333333333333333703e-01,3.614021465285363277e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.603965075258749540e+00
4.748000014155714598e+04,1.208442905122924849e+00,4.806074251098202410e-02,1.597724783316306629e+00,2.223054781555846127e+00,6.537008339892782516e-01,6.622705529802884739e-01,6.190476190476190688e-01,8.333333333333333703e-01,3.589737257322865194e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.543111861634428816e+00
4.749000014158695558e+04,1.497710354610925831e+00,6.563205435734018045e-02,1.914694839859073516e+00,6.333668425461119744e-01,7.093050115307404369e-01,7.343908071822323747e-01,5.238095238095238360e-01,8.333333333333333703e-01,3.488270473932914673e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.580336432005822633e+00
4.750000014161677245e+04,1.103921728186359807e+00,5.620543382969231394e-02,1.470403951074903182e+00,1.200029242162190757e+00,5.149965375824295810e-01,5.410917755598295686e-01,6.666666666666666297e-01,8.333333333333333703e-01,3.535360601223609844e+00,8.333333333333332871e-02,3.333333333333333148e-01,3.535360601223609844e+00
4.751000014164658205e+04,1.313325434914901058e+00,5.719608327482397087e-02,1.202311620637160461e+00,1.839917690909510073e+00,4.036156075771197282e-01,4.069937901834652094e-01,5.238095238095238360e-01,6.666666666666666297e-01,3.709079984491120197e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.441331036862828707e+00
4.752000014167639893e+04,1.092078455720973729e+00,4.490563438962325016e-02,2.000992722799648238e+00,1.761453868670482370e+00,6.167705742851146145e-01,5.170951529706967476e-01,5.238095238095238360e-01,8.333333333333333703e-01,3.532930406645356403e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.532930406645356403e+00
4.753000014170621580e+04,1.198118051882101520e+00,4.012018437806706000e-02,1.960656505092527757e+00,2.712763797193180615e+00,6.410369730234910524e-01,5.877288109522063042e-01,4.761904761904761640e-01,8.333333333333333703e-01,3.602002214462818319e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.710199780090732258e+00
4.754000014173602540e+04,1.361015091737195704e+00,5.158601296529671809e-02,1.831363602649636491e+00,1.354653279112316255e+00,6.341925417480330784e-01,6.694889475930088096e-01,5.714285714285713969e-01,8.333333333333333703e-01,3.448203694223527016e+00,1.666666666666666574e-01,3.333333333333333148e-01,3.393953805160701886e+00
4.755000014176584227e+04,1.343145054065217892e+00,6.755346882971080547e-02,2.653297676380443892e+00,1.875738497209918254e+00,6.789298258408971165e-01,6.996369248915620398e-01,5.714285714285713969e-01,8.333333333333333703e-01,3.589335075814177323e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.563825420568571545e+00
4.756000014179565187e+04,1.165483316700077987e+00,6.089684814165050031e-02,1.569335883567717360e+00,8.443229487628779451e-01,6.962969087442074656e-01,7.942841083892372422e-01,5.714285714285713969e-01,8.333333333333333703e-01,3.828602251857205818e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.689261638423850798e+00
4.757000014182546875e+04,1.280455077375191264e+00,4.892854082563972279e-02,2.153514252959329855e+00,2.365477233324396522e+00,3.304509889200897277e-01,4.558869593155224220e-01,5.238095238095238360e-01,8.333333333333333703e-01,3.649822640349185132e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.324021646313187084e+00
4.758000014185528562e+04,1.630993815565150218e+00,5.698507470992893870e-02,2.100772083954537628e+00,1.926620847647663615e+00,3.440364057660118546e-01,4.309260778534763636e-01,6.666666666666666297e-01,8.333333333333333703e-01,3.727849370588626421e+00,1.666666666666666574e-01,3.333333333333333148e-01,3.557422633080079777e+00
4.759000014188509522e+04,1.442603665784411682e+00,4.298342733556344275e-02,1.633353697206020749e+00,1.471340410309487368e+00,4.710861832314529596e-01,5.904868918766060792e-01,5.714285714285713969e-01,8.333333333333333703e-01,3.571394804920614785e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.570429738747848525e+00
4.760000014191491209e+04,1.545001248189761922e+00,5.441433983974839489e-02,2.542669065417893837e+00,1.984975335978624189e+00,6.284342409759667847e-01,6.833924639470845275e-01,5.238095238095238360e-01,6.666666666666666297e-01,3.565789105147555649e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.527394614790465788e+00
4.761000014194472897e+04,1.240113156990046983e+00,4.520900010885719328e-02,1.388224498111892746e+00,1.309278775013812846e+00,3.988726031089550039e-01,3.665688810499332373e-01,6.190476190476190688e-01,8.333333333333333703e-01,3.483781028083249076e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.624082714621450041e+00
4.762000014197453856e+04,1.590758391811641692e+00,4.765265810721593109e-02,2.522016177930940906e+00,2.917518439299855881e+00,1.016022002938418822e+00,9.449383947413620977e-01,5.238095238095238360e-01,8.333333333333333703e-01,3.783909474195811917e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.344763034527480361e+00
4.763000014200435544e+04,1.361583024054503932e+00,9.123076599850700463e-02,1.305471458046310929e+00,1.808130187863221217e+00,6.539037055912940710e-01,7.774636672754831057e-01,5.714285714285713969e-01,6.666666666666666297e-01,3.301295482642407464e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.851033520465724891e+00
4.764000014203416504e+04,1.391028041887602429e+00,6.299527092328989497e-02,2.747231235551534922e+00,1.922726222987010791e+00,6.079624466167067309e-01,7.152216465953087354e-01,4.285714285714285476e-01,6.666666666666666297e-01,3.597415466425123221e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.706133308122139702e+00
4.765000014206398191e+04,1.467797648839639146e+00,7.223515881897527025e-02,2.352257510468291901e+00,1.856290401842739302e+00,5.368215473826184470e-01,5.573193250328394299e-01,4.761904761904761640e-01,6.666666666666666297e-01,3.389166488137811850e+00,1.666666666666666574e-01,3.333333333333333148e-01,3.776596464363558781e+00
4.766000014209379879e+04,1.101134093138083525e+00,7.491334009957305307e-02,1.668856893522764562e+00,2.482609330644208967e+00,4.151420104380193488e-01,6.980542130803242262e-01,5.238095238095238360e-01,6.666666666666666297e-01,3.684541483435805898e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.492528283891533025e+00
4.767000014212360838e+04,1.030229865730931893e+00,6.533322052454099138e-02,1.296433089269673600e+00,2.002568067837730226e+00,5.168821056451449181e-01,7.591102526337070167e-01,4.285714285714285476e-01,6.666666666666666297e-01,3.706255406111024886e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.604999045830501458e+00
4.768000014215342526e+04,1.092254811438712281e+00,6.294603044435970185e-02,2.072750065293505362e+00,1.650315700534984442e+00,1.901379009970894651e-01,4.876410247852501767e-01,6.190476190476190688e-01,8.333333333333333703e-01,3.576380400476222743e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.884679674630774127e+00
4.769000014218323486e+04,1.198684230362557557e+00,2.822268496101456789e-02,1.515409258541898341e+00,1.242353040919017992e+00,3.106085201431446619e-01,6.158199645237514286e-01,5.238095238095238360e-01,8.333333333333333703e-01,3.568170027330868077e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.623288643107533513e+00
4.770000014221305173e+04,1.299331385536584893e+00,5.909419285212680339e-02,1.371290322580952292e+00,1.690413193376245848e+00,5.212241672064498177e-01,3.822226976528447229e-01,6.190476190476190688e-01,8.333333333333333703e-01,3.330638122984311167e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.330638122984311167e+00
4.771000014224286861e+04,9.768274566365945377e-01,4.059134182937006174e-02,2.479118099913052209e+00,2.357491235388763151e+00,1.429865548195426439e-01,4.517036463859416817e-01,4.761904761904761640e-01,8.333333333333333703e-01,3.318438321999862328e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.318438321999862328e+00
4.772000014227267820e+04,1.017887568519151742e+00,6.799916114521387112e-02,1.882664048643702293e+00,1.702274267397225982e+00,3.712984891451203695e-01,5.258625341874733072e-01,3.333333333333333148e-01,8.333333333333333703e-01,3.820270199641650155e+00,1.666666666666666574e-01,3.333333333333333148e-01,3.579807919993685861e+00
4.773000014230249508e+04,1.217407037084369703e+00,4.684618074802737037e-02,1.298415987507117730e+00,2.568662677042552023e+00,4.929727487598573044e-01,6.474622358083841345e-01,5.714285714285713969e-01,8.333333333333333703e-01,3.506583688586550007e+00,1.666666666666666574e-01,3.333333333333333148e-01,3.337089820464735013e+00
4.774000014233230468e+04,6.790744067392868732e-01,8.258184096689356879e-02,1.622807131843965189e+00,1.913078806838380830e+00,3.064086543324942014e-01,5.768377177416926793e-01,5.238095238095238360e-01,8.333333333333333703e-01,3.528183524605762678e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.528183524605762678e+00
4.775000014236212155e+04,1.226478936632958039e+00,4.990738536648590268e-02,1.145354284871767492e+00,1.085167067064569446e+00,1.824053497094848819e-01,2.765762776463989159e-01,5.714285714285713969e-01,8.333333333333333703e-01,3.885801648718936629e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.885801648718936629e+00
4.776000014239193843e+04,1.027259751942025234e+00,3.082164449016831093e-02,1.574805250908875243e+00,1.159178904984275560e+00,6.302627062465582242e-01,5.926753652846714626e-01,6.190476190476190688e-01,6.666666666666666297e-01,3.557641572459006252e+00,0.000000000000000000e+00,1.666666666666666574e-01,3.579194579679231047e+00
4.777000014242174802e+04,9.816356698845891682e-01,4.866026676535133155e-02,1.359767569060235548e+00,1.471712859641534532e+00,5.486642003683245283e-01,6.188825268586507500e-01,5.714285714285713969e-01,6.666666666666666297e-01,3.623532657430119208e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.623532657430119208e+00
4.778000014245156490e+04,1.501576742883587556e+00,5.242191433232319675e-02,2.075058793176586480e+00,8.315710109620526591e-01,5.386640188812341634e-01,6.622108648258346886e-01,5.238095238095238360e-01,8.333333333333333703e-01,3.585769250569281752e+00,1.666666666666666574e-01,3.333333333333333148e-01,3.635996049685654707e+00
4.779000014248138177e+04,9.208705946796003072e-01,5.752287083684849006e-02,1.236679883644792532e+00,1.478336997699715605e+00,2.227454722496439998e-01,4.415660792212642294e-01,5.238095238095238360e-01,5.000000000000000000e-01,3.740631068911577373e+00,1.666666666666666574e-01,3.333333333333333148e-01,3.587602511930134241e+00
4.780000014251119137e+04,7.362541976335726934e-01,6.116604256975636394e-02,1.670169077371355337e+00,1.264593457918675723e+00,3.093258391747171765e-01,6.500439520606783317e-01,7.619047619047618625e-01,1.000000000000000000e+00,3.447618395096707644e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.447618395096707644e+00
4.781000014254100824e+04,8.986674819386857305e-01,5.892448914717114683e-02,1.254461177708948272e+00,1.555120110480315176e+00,3.408529143985806753e-01,5.846885544777561394e-01,5.714285714285713969e-01,8.333333333333333703e-01,3.339453706848059422e+00,8.333333333333332871e-02,3.333333333333333148e-01,3.339453706848059422e+00
4.782000014257081784e+04,4.457201847291318297e-01,8.204499720181707145e-02,1.695817404896028835e+00,2.226240473972575629e+00,8.291443484799247976e-01,1.169100779723282857e+00,7.619047619047618625e-01,1.000000000000000000e+00,3.471361306457686702e+00,8.333333333333332871e-02,3.333333333333333148e-01,3.689817031246973134e+00
4.783000014260063472e+04,1.240964173931337067e+00,6.690973651827249180e-02,1.093948146668754617e+00,1.542475781454611727e+00,3.034999922210225853e-01,4.458200043537441926e-01,2.857142857142856984e-01,6.666666666666666297e-01,3.938473643033017613e+00,4.166666666666666435e-02,3.333333333333333148e-01,4.011248156036305801e+00
4.784000014263045159e+04,8.622677432534623376e-01,7.437532492160470188e-02,1.658856966692286772e+00,1.188569560688973903e+00,2.484977799397915799e-01,5.899286266806168522e-01,5.238095238095238360e-01,6.666666666666666297e-01,3.748499518072150316e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.275867831457642154e+00
4.785000014266026119e+04,1.218475745322910919e+00,6.716262134502527792e-02,1.797258699957388739e+00,1.446284528558446469e+00,2.812431591235759476e-01,6.164475398991166033e-01,4.761904761904761640e-01,6.666666666666666297e-01,3.707413777208718564e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.709794105831751843e+00
4.786000014269007806e+04,8.098320023192683292e-01,6.472564978514828982e-02,1.262205257007764203e+00,1.234989190085048927e+00,5.579566933252471106e-01,8.473251750126750137e-01,6.190476190476190688e-01,8.333333333333333703e-01,3.396776324048283779e+00,4.166666666666666435e-02,3.333333333333333148e-01,3.396776324048283779e+00
4.787000014271988766e+04,1.091172900890611253e+00,6.177861999123664821e-02,1.877483684262366559e+00,9.726575890117461487e-01,2.858388625902162361e-01,5.731680117646857919e-01,5.714285714285713969e-01,8.333333333333333703e-01,3.821288458784975361e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.494211043907425207e+00
4.788000014274970454e+04,1.160722513059211147e+00,3.168594728692355339e-02,1.494592201057518555e+00,1.541371214154992009e+00,3.989285496526514541e-01,6.701324399410732990e-01,6.666666666666666297e-01,6.666666666666666297e-01,3.516983625177645845e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.792298763537757189e+00
4.789000014277952141e+04,7.143741445391114109e-01,6.181916172705002183e-02,1.155792057751099611e+00,1.053102320887733478e+00,4.767054575467337130e-01,8.122558237751340560e-01,1.904761904761904656e-01,6.666666666666666297e-01,4.076633392409145351e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.670023641980900031e+00
4.790000014280933101e+04,6.439779619023028312e-01,3.542826230404234888e-02,2.257257327247053524e+00,2.103150941840100430e+00,4.138816205549527560e-01,7.391246460261188256e-01,3.809523809523809312e-01,8.333333333333333703e-01,3.779843722994078448e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.483572357032279410e+00
4.791000014283914788e+04,6.275313079659754489e-01,5.250593957991611660e-02,1.150550116289064562e+00,1.205907716308776134e+00,2.988429572823689817e-01,5.830685732225481255e-01,5.714285714285713969e-01,1.000000000000000000e+00,3.748642698567650644e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.748642698567650644e+00
4.792000014286896476e+04,5.014867363914461418e-01,5.573888924400100670e-02,1.430322062554804985e+00,7.726781156116651061e-01,7.803253224438657654e-01,1.129550238633714843e+00,5.238095238095238360e-01,8.333333333333333703e-01,3.641665621627159233e+00,4.166666666666666435e-02,3.333333333333333148e-01,4.066775290225239203e+00
4.793000014289877436e+04,8.689418850836971853e-01,7.964446713924959453e-02,1.717954769143757110e+00,1.464452605804157592e+00,5.985199652716642893e-01,8.255019034644883735e-01,5.238095238095238360e-01,6.666666666666666297e-01,3.896751319502471222e+00,8.333333333333332871e-02,3.333333333333333148e-01,4.014367689104213710e+00
4.794000014292859123e+04,7.545994501815083133e-01,4.806032285170144802e-02,9.043623764345565252e-01,1.252706019389443037e+00,5.420939645615845404e-01,8.527496068523854333e-01,4.761904761904761640e-01,1.000000000000000000e+00,3.684925033722223908e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.683573138460409790e+00
4.795000014295840083e+04,7.407272344022122201e-01,6.652289950984427436e-02,2.813348571035533929e+00,2.071398222161954905e+00,3.991374364996129187e-01,7.422427107652467271e-01,4.761904761904761640e-01,6.666666666666666297e-01,3.780817582716949232e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.853809534701777562e+00
4.796000014298821770e+04,8.721209100644170542e-01,4.873864038600118909e-02,1.556324666945947621e+00,1.164731856640929264e+00,3.560544852878595457e-01,6.945075955344026664e-01,4.761904761904761640e-01,6.666666666666666297e-01,3.648046813981322245e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.639392148382961434e+00
4.797000014301803458e+04,7.299487379013809285e-01,5.432962398658041508e-02,1.409712026483648240e+00,1.276658793162302574e+00,3.459501275454164859e-01,6.687074343425351008e-01,6.666666666666666297e-01,1.000000000000000000e+00,3.494970842434988345e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.494970842434988345e+00
4.798000014304784418e+04,1.423958875586696315e+00,5.365733733035521480e-02,1.466773351605821896e+00,1.539317186710605689e+00,5.197000778017106803e-01,6.801162730857699401e-01,4.761904761904761640e-01,6.666666666666666297e-01,3.377140872368354252e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.377140872368354252e+00
4.799000014307766105e+04,9.696709435378011444e-01,4.823387030186598867e-02,1.597009960084156965e+00,1.439429715623258277e+00,5.165662760068346904e-01,7.436628255938139143e-01,3.333333333333333148e-01,6.666666666666666297e-01,3.491171518259389650e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.491171518259389650e+00
4.800000014310747065e+04,6.204863902321525737e-01,7.794430897985400730e-02,1.412904781051773861e+00,1.962902357580363466e+00,5.881426440774384368e-01,9.251267811846545230e-01,6.666666666666666297e-01,1.000000000000000000e+00,3.426080803291533083e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.639080316904872880e+00
4.801000014313728752e+04,8.711625067215652551e-01,4.384300717030055472e-02,1.270248506697245761e+00,1.774368613487647739e+00,6.132976814548266598e-01,9.458631505796433192e-01,6.666666666666666297e-01,8.333333333333333703e-01,3.451215389007390666e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.451215389007390666e+00
4.802000014316710440e+04,9.228030630461345751e-01,4.782006920297750263e-02,1.585278952627191540e+00,1.560244893472737315e+00,3.727036590064851662e-01,6.689846071068328293e-01,5.714285714285713969e-01,6.666666666666666297e-01,3.553802330128943421e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.800930273475425558e+00
4.803000014319691400e+04,9.970964881386410461e-01,4.056295586290561278e-02,1.397285340686547306e+00,1.716046531491457694e+00,5.450556537117829947e-01,8.791897622372916166e-01,6.666666666666666297e-01,8.333333333333333703e-01,3.513698163211608883e+00,8.333333333333332871e-02,3.333333333333333148e-01,4.102626438354148419e+00
4.804000014322673087e+04,1.090023909039244288e+00,5.536495288307551749e-02,1.387900536823053699e+00,1.600883370219893020e+00,4.308078372052271954e-01,7.699658488569943726e-01,5.238095238095238360e-01,8.333333333333333703e-01,3.693381775215808904e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.674114014102821013e+00
4.805000014325654047e+04,1.320470601796855936e+00,4.235347304357692938e-02,2.111807892731706549e+00,1.911275523859755632e+00,2.705579803817742546e-01,3.193784910208626315e-01,6.190476190476190688e-01,8.333333333333333703e-01,3.522575620785100003e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.482074313624436535e+00
4.806000014328635734e+04,1.103462624530168634e+00,6.871137160839863034e-02,1.409087050401178542e+00,1.782046288575675819e+00,2.200744909857660914e-01,4.859835146019907959e-01,6.666666666666666297e-01,8.333333333333333703e-01,3.460998383726196170e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.684354706746971964e+00
4.807000014331617422e+04,1.150477413551867389e+00,4.250212334317653856e-02,2.451414742386523127e+00,1.860944924959221591e+00,3.740673013368629451e-01,6.857898412980528713e-01,5.238095238095238360e-01,6.666666666666666297e-01,3.598561036564029703e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.598561036564029703e+00
4.808000014334598382e+04,1.210567799044425241e+00,4.496652517157861267e-02,2.143807934757319344e+00,1.566519918485883789e+00,3.148043666872356039e-01,6.038386618537475714e-01,5.714285714285713969e-01,6.666666666666666297e-01,3.547431796429180828e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.586316989773761676e+00
4.809000014337580069e+04,1.341065327560187370e+00,6.407689922016256145e-02,2.337145429682337294e+00,2.976702792633980188e+00,5.155178634179198305e-01,8.267203305416094272e-01,5.714285714285713969e-01,6.666666666666666297e-01,3.618070369875638459e+00,8.333333333333332871e-02,3.333333333333333148e-01,3.724507594117020037e+00
4.810000014340561756e+04,1.155932404101689626e+00,6.040999668606650969e-02,2.016353412240853515e+00,2.309318370728403291e+00,2.184480702151722076e-01,5.613246776526956694e-01,4.285714285714285476e-01,5.000000000000000000e-01,3.511806121376278789e+00,1.666666666666666574e-01,3.333333333333333148e-01,3.357069006602210859e+00
4.811000014343542716e+04,1.014511574043729381e+00,3.466189658898818221e-02,2.234570212428543812e+00,1.924379915061984692e+00,3.931324618473140964e-01,7.423665082513288827e-01,5.238095238095238360e-01,8.333333333333333703e-01,3.631839185364214462e+00,1.250000000000000000e-01,3.333333333333333148e-01,3.836428171858285108e+00
4.812000014346524404e+04,6.817067838890851217e-01,7.610929410553404773e-02,1.485507838022473992e+00,1.619871672445319710e+00,6.060769609496047261e-01,9.539415957613460728e-01,4.761904761904761640e-01,8.333333333333333703e-01,3.701467613893824726e+00,8.333333333333332871e-02,3.333333333333333148e-01,3.433549844445664245e+00
4.813000014349505363e+04,8.939214461291896674e-01,7.207301768116571028e-02,1.964904349363097547e+00,1.521824721350717002e+00,5.341898902412940409e-01,8.112186585444340903e-01,7.142857142857143016e-01,1.000000000000000000e+00,3.528604093619527315e+00,1.666666666666666574e-01,3.333333333333333148e-01,3.546665010902845250e+00
4.814000014352487051e+04,9.565375234396826798e-01,5.321423869363322429e-02,1.975670112718326266e+00,1.707916409074014652e+00,6.244887385788350231e-01,8.976670078914081863e-01,6.190476190476190688e-01,1.000000000000000000e+00,3.440186906244050213e+00,1.666666666666666574e-01,3.333333333333333148e-01,3.494853398960822588e+00
4.815000014355468738e+04,7.843754039150178103e-01,7.272519350567920038e-02,1.724370165545288325e+00,1.588042641186065973e+00,5.759681459127398151e-01,8.159014083116202798e-01,5.238095238095238360e-01,1.000000000000000000e+00,3.602369715857950183e+00,1.666666666666666574e-01,3.333333333333333148e-01,3.799953348481862392e+00
