#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)","Time Remaining"
3390000,6780.000000463769,-766323.8913561618,207265.36862599445,-559058.5227301674,308.5127628007784,710.6697184907244,1.0258724942639947,62.5,1:11:47:38
3395000,6790.000000465806,-767134.9798684889,207996.33990650513,-559138.6399619838,309.60080742093544,709.6342838473514,1.0273693553154164,62.5,1:11:47:23
3400000,6800.000000467843,-767857.507588896,207702.04604218615,-560155.4615467098,309.16275347223063,710.4528482100836,1.0261856484110903,62.5,1:11:47:08
3405000,6810.00000046988,-767919.9166118335,208431.47234630297,-559488.4442655306,310.24849840798356,710.6975743580236,1.0258322850820627,62.5,1:11:46:50
3410000,6820.000000471918,-767473.4061413407,208500.71475649736,-558972.6913848433,310.3515651548003,710.2151321726429,1.0265291229091238,62.5,1:11:46:34
3415000,6830.000000473955,-768154.4257139484,207989.3055215297,-560165.1201924188,309.59033679789906,709.968930933706,1.0268851000946784,62.5,1:11:46:20
3420000,6840.000000475992,-766941.3988401527,208110.33878622128,-558831.0600539313,309.7704937972489,709.9496396515885,1.0269130033839566,62.5,1:11:46:07
3425000,6850.0000004780295,-767198.6145816343,209650.77792058283,-557547.8366610515,312.0634245286046,709.0118653015612,1.0282712495874577,62.5,1:11:45:53
3430000,6860.000000480067,-766801.0703563606,209695.13819057035,-557105.9321657903,312.1294544184177,709.9877234635037,1.0268579196685885,62.5,1:11:45:37
3435000,6870.000000482104,-767201.397703419,208007.21408079972,-559194.1836226193,309.61699353816783,710.9232535070637,1.0255066395837433,62.5,1:11:45:21
3440000,6880.000000484141,-767945.1406800458,208884.1583504713,-559060.9823295745,310.92231772837005,710.4073664269397,1.0262513469881773,62.5,1:11:45:04
3445000,6890.000000486179,-767759.3779204795,207790.1118301645,-559969.2660903151,309.29383865900127,710.6803653496429,1.025857125442444,62.5,1:11:44:47
3450000,6900.000000488216,-769214.0903048394,208042.90411014506,-561171.1861946944,309.67011784750497,709.9445447734303,1.026920372968905,62.5,1:11:44:29
3455000,6910.000000490253,-766171.6284192675,207776.42547225114,-558395.2029470163,309.273466630039,711.6498036586537,1.0244596611392673,62.5,1:11:44:14
3460000,6920.00000049229,-767123.6459398908,209831.95154425158,-557291.6943956392,312.3330999478761,710.4817853831153,1.02614385295302,62.5,1:11:44:00
3465000,6930.000000494328,-768598.1181643521,208337.14898040943,-560260.9691839428,310.1080988689704,709.0631496133063,1.0281968779558883,62.5,1:11:43:47
3470000,6940.000000496365,-767841.2808283279,208488.90092670242,-559352.3799016254,310.33398036823684,709.7559030969967,1.0271933118481384,62.5,1:11:43:35
3475000,6950.000000498402,-768000.979841629,208196.48459271388,-559804.4952489152,309.8987211076815,710.0427072134671,1.0267784026218962,62.5,1:11:43:22
3480000,6960.0000005004395,-767964.4128880217,209847.0439378274,-558117.3689501942,312.3555648491291,710.3367079214615,1.026353430106809,62.5,1:11:43:09
3485000,6970.000000502477,-767421.7158886301,208960.1060110309,-558461.6098775992,311.0353651841164,710.051254030909,1.0267660433907693,62.5,1:11:42:55
3490000,6980.000000504514,-766804.5557852923,208294.99565192778,-558509.5601333645,310.04535399307855,709.3502408771624,1.0277807417171523,62.5,1:11:42:44
3495000,6990.000000506551,-768078.9247517441,209683.1614922248,-558395.7632595194,312.1116272033826,708.9363400098119,1.0283807946646946,62.5,1:11:42:37
3500000,7000.0000005085885,-769920.131385786,207297.62869810834,-562622.5026876776,308.5607816475447,709.5346786862085,1.02751357841439,62.5,1:11:42:26
3505000,7010.000000510626,-769828.8912229701,208454.31413961426,-561374.5770833559,310.2824982257462,708.26989251049,1.0293484509440343,62.5,1:11:42:12
3510000,7020.000000512663,-766582.8436897579,207274.88937205073,-559307.9543177071,308.52693435142976,710.2226413570625,1.0265182694160822,62.5,1:11:41:59
3515000,7030.0000005147,-768295.6765195644,208500.74848028168,-559794.9280392827,310.35161535237046,710.1316486418611,1.0266498023293336,62.5,1:11:41:45
3520000,7040.000000516738,-767949.6246321159,207092.71748602652,-560856.9071460895,308.25577302701487,710.1316486418611,1.0266498023293336,62.5,1:11:41:31
3525000,7050.000000518775,-768490.0262900484,207991.33844608552,-560498.6878439628,309.59336278904965,710.1316486418611,1.0266498023293336,62.5,1:11:41:16
3530000,7060.000000520812,-767736.4504848169,209212.4286781008,-558524.0218067161,311.4109453577414,710.1316486418611,1.0266498023293336,62.5,1:11:41:02
3535000,7070.000000522849,-768092.0531530064,210011.41437478462,-558080.6387782218,312.6002288659141,710.1316486418611,1.0266498023293336,62.5,1:11:40:47
3540000,7080.000000524887,-769334.6125148232,206314.9264306582,-563019.686084165,307.09803756467426,710.1316486418611,1.0266498023293336,62.5,1:11:40:31
3545000,7090.000000526924,-768460.9024959798,207853.70121352514,-560607.2012824547,309.3884909227897,709.5575933696405,1.0274803955570837,62.5,1:11:40:15
3550000,7100.000000528961,-767706.9491468677,208995.32889877426,-558711.6202480935,311.0877941570971,709.5771037860677,1.0274521441235451,62.5,1:11:40:01
3555000,7110.0000005309985,-768921.5139814178,208252.4443693996,-560669.0696120182,309.9820167659262,709.2840915252287,1.0278765947481263,62.5,1:11:39:49
3560000,7120.000000533036,-768290.53596537,207154.8617140868,-561135.6742512833,308.34827418925966,707.7382013621963,1.0301217530758442,62.5,1:11:39:37
3565000,7130.000000535073,-767272.7225105194,209869.25015642156,-557403.4723540979,312.3886186192561,707.9951280776039,1.0297479287541906,62.5,1:11:39:24
3570000,7140.00000053711,-768421.4393888367,208953.46515659435,-559467.9742322424,311.0254803279865,709.0008053210903,1.0282872899922837,62.5,1:11:39:08
3575000,7150.000000539148,-769312.1501917453,208430.68031950237,-560881.4698722429,310.2473194827339,708.7908209572176,1.0285919274764086,62.5,1:11:38:53
3580000,7160.000000541185,-768456.2135654055,209461.1811042915,-558995.032461114,311.7812112577624,708.694192196767,1.0287321735290162,62.5,1:11:38:38
3585000,7170.000000543222,-768067.5686969804,207426.37232236104,-560641.1963746194,308.7524154524321,709.1109351011476,1.0281275899404625,62.5,1:11:38:24
3590000,7180.000000545259,-768135.5890450603,208175.45948412403,-559960.1295609362,309.8674254098896,709.3958494903172,1.0277146634418273,62.5,1:11:38:10
3595000,7190.000000547297,-769124.6029249243,207698.03856657594,-561426.5643583484,309.15678837839675,709.914928476151,1.0269632141289202,62.5,1:11:37:56
3600000,7200.000000549334,-769729.255120934,207632.67801599673,-562096.5771049373,309.05949974705885,710.2413099265286,1.0264912875616716,62.5,1:11:37:39
3605000,7210.000000551371,-768817.1590710976,207965.5163655128,-560851.6427055849,309.55492683869494,710.311728792369,1.0263895232948925,62.5,1:11:37:24
3610000,7220.000000553408,-767865.4415501221,208492.6510721399,-559372.7904779823,310.3395624282669,710.3732065724578,1.0263006965362045,62.5,1:11:37:14
3615000,7230.000000555446,-767119.6177448789,210029.1416085575,-557090.4761363214,312.6266157047012,709.8792802134305,1.0270147855094098,62.5,1:11:37:07
3620000,7240.000000557483,-767350.5950095705,209676.07994417837,-557674.5150653921,312.1010863785107,711.5810741420205,1.024558610675559,62.5,1:11:36:51
3625000,7250.00000055952,-767025.6932793381,208023.24335135837,-559002.4499279797,309.6408529729519,711.849717178454,1.024171955276907,62.5,1:11:36:33
3630000,7260.0000005615575,-766622.6504333927,208293.85257285772,-558328.797860535,310.04365252947014,711.4007316046053,1.0248183398146662,62.5,1:11:36:18
3635000,7270.000000563595,-767501.3544632457,209315.69115848007,-558185.6633047657,311.5646506936914,712.1956530221644,1.023674482724316,62.5,1:11:36:03
3640000,7280.000000565632,-767039.950575497,208179.1112308514,-558860.8393446456,309.87286100426496,711.5408792381857,1.0246164879332555,62.5,1:11:35:50
3645000,7290.000000567669,-768875.2578826905,207858.92829417464,-561016.3295885159,309.39627138849534,711.5408792381857,1.0246164879332555,62.5,1:11:35:38
3650000,7300.000000569707,-767051.3484098022,208099.79334857652,-558951.5550612257,309.75479700176254,711.5087746903984,1.024662720460767,62.5,1:11:35:25
3655000,7310.000000571744,-768752.2594690807,207134.92611625002,-561617.3333528307,308.3186002190856,711.7191262001035,1.024359877186991,62.5,1:11:35:12
3660000,7320.000000573781,-768431.0966314124,208565.1631496505,-559865.933481762,310.4474960474601,711.8287365473432,1.0242021419958247,62.5,1:11:34:57
3665000,7330.000000575818,-768449.2885151966,208433.50084135775,-560015.7876738389,310.251517805859,710.2085905744391,1.0265385780764587,62.5,1:11:34:43
3670000,7340.000000577856,-768078.2014550739,209577.42630870343,-558500.7751463705,311.9542412695449,709.3472391896195,1.0277850908940838,62.5,1:11:34:29
3675000,7350.000000579893,-767597.3595157019,208071.47703475726,-559525.8824809446,309.71264840614026,709.3472391896195,1.0277850908940838,62.5,1:11:34:17
3680000,7360.00000058193,-767561.4851564276,208270.55603797827,-559290.9291184493,310.00897583269733,709.3472391896195,1.0277850908940838,62.5,1:11:34:04
3685000,7370.000000583967,-767688.0780882472,209381.22080701787,-558306.8572812293,311.6621910259224,709.6816534824139,1.0273007807493457,62.5,1:11:33:49
3690000,7380.000000586005,-769017.8278918979,206873.81756720535,-562144.0103246926,307.92994233383115,709.9053276869998,1.0269771028221026,62.5,1:11:33:36
3695000,7390.000000588042,-768199.8061471507,208088.1724423028,-560111.6337048479,309.73749938024224,709.7361005477347,1.027221971861549,62.5,1:11:33:22
3700000,7400.000000590079,-767705.7713291002,208780.93079853652,-558924.8405305637,310.7686643831167,708.3712085609984,1.0292012265532258,62.5,1:11:33:06
3705000,7410.0000005921165,-768042.065463623,208823.1952101718,-559218.8702534512,310.831574605351,709.729551649456,1.0272314503624618,62.5,1:11:32:50
3710000,7420.000000594154,-768544.7415199005,208510.2647392993,-560034.4767806012,310.36578022410237,709.1724229200846,1.0280384475527282,62.5,1:11:32:32
3715000,7430.000000596191,-768260.9081042116,208722.0504299837,-559538.8576742278,310.6810214483737,708.2883081892612,1.0293216876187088,62.5,1:11:32:16
3720000,7440.000000598228,-767894.3886587331,208095.67312873143,-559798.7155300017,309.7486640890807,709.2007764072177,1.0279973470973074,62.5,1:11:31:59
3725000,7450.000000600266,-768005.4275073251,207766.9998344186,-560238.4276729065,309.25943664718096,709.8742465313175,1.0270220680189261,62.5,1:11:31:43
3730000,7460.000000602303,-768010.7396390303,207087.0753716267,-560923.6642674035,308.2473747870529,710.8594537641106,1.025598678958975,62.5,1:11:31:36
3735000,7470.00000060434,-769209.3713812563,208542.87194396602,-560666.4994372902,310.41431577476203,709.3002271048006,1.0278532120055996,62.5,1:11:31:30
3740000,7480.000000606377,-768731.4963478833,209315.41030785232,-559416.0860400309,311.5642326498876,711.0556287851201,1.0253157238226296,62.5,1:11:31:18
3745000,7490.000000608415,-767866.9740958833,208293.61478213978,-559573.3593137435,310.04329857998084,710.9800597215791,1.0254247031786943,62.5,1:11:31:05
3750000,7500.000000610452,-766867.1036659158,206841.89171361426,-560025.2119523016,307.88242096853287,710.274885993307,1.0264427633343642,62.5,1:11:30:51
3755000,7510.000000612489,-768412.7135287551,208709.82708793954,-559702.8864408156,310.662827106262,710.6150114413805,1.0259514715671205,62.5,1:11:30:35
3760000,7520.0000006145265,-767081.7374989036,208852.16806455888,-558229.5694343448,310.8747004561019,711.1517474253492,1.0251771430576437,62.5,1:11:30:21
3765000,7530.000000616564,-767903.0038455152,207514.1726649195,-560388.8311805957,308.88310552592156,711.1328782942334,1.0252043450089523,62.5,1:11:30:06
3770000,7540.000000618601,-766907.2304240186,208560.48458281683,-558346.7458412017,310.4405320399688,711.7116974747224,1.0243705692807785,62.5,1:11:29:52
3775000,7550.000000620638,-766068.5677553527,208669.9811117408,-557398.5866436119,310.60351670489075,712.0971666392529,1.0238160617135403,62.5,1:11:29:37
3780000,7560.0000006226755,-768626.5744078183,206753.81450791832,-561872.7598999,307.75131878658533,712.3041648668138,1.0235185369754072,62.5,1:11:29:23
3785000,7570.000000624713,-767743.3030753601,207911.78490980947,-559831.5181655507,309.47494801754294,711.9315220286435,1.0240542722824373,62.5,1:11:29:07
3790000,7580.00000062675,-766886.777770061,207770.94935773168,-559115.8284123293,309.2653154795066,711.9315220286435,1.0240542722824373,62.5,1:11:28:50
3795000,7590.000000628787,-767091.2539729648,209070.33989455854,-558020.9140784063,311.19944739518144,713.3397511272726,1.022032650716382,62.5,1:11:28:31
3800000,7600.000000630825,-767495.2408758183,208737.09910516356,-558758.1417706547,310.703421275161,712.0155988301472,1.0239333490780564,62.5,1:11:28:14
3805000,7610.000000632862,-768681.5390601661,208186.75554444143,-560494.7835157247,309.8842395009285,712.1805135698754,1.0236962438799433,62.5,1:11:27:56
3810000,7620.000000634899,-766316.5710654082,208678.39260027834,-557638.1784651298,310.61603713502905,712.1944000682548,1.0236762836608935,62.5,1:11:27:40
3815000,7630.000000636936,-766720.2439729278,208425.15803566805,-558295.0859372597,310.2390996095636,712.1944000682548,1.0236762836608935,62.5,1:11:27:33
3820000,7640.000000638974,-767556.0031035664,209502.7672359384,-558053.2358676279,311.843111865923,712.1944000682548,1.0236762836608935,62.5,1:11:27:20
3825000,7650.000000641011,-767009.2924029022,208610.353323491,-558398.9390794111,310.51476124219766,712.1944000682548,1.0236762836608935,62.5,1:11:27:07
3830000,7660.000000643048,-766062.2108503799,208715.02453630604,-557347.1863140739,310.6705634645629,712.1944000682548,1.0236762836608935,62.5,1:11:26:53
3835000,7670.0000006450855,-766467.0694919862,207174.48165513686,-559292.5878368493,308.3774783069541,712.1944000682548,1.0236762836608935,62.5,1:11:26:42
3840000,7680.000000647123,-765839.7539643017,209030.63412716961,-556809.119837132,311.14034569344767,712.1944000682548,1.0236762836608935,62.5,1:11:26:29
3845000,7690.00000064916,-767316.5122228661,208671.8946152524,-558644.6176076137,310.60636493881856,712.1944000682548,1.0236762836608935,62.5,1:11:26:17
3850000,7700.000000651197,-765312.2517919643,209003.63299120436,-556308.6188007599,311.1001547290303,712.1944000682548,1.0236762836608935,62.5,1:11:26:12
3855000,7710.000000653235,-766295.7091588862,208695.63547162522,-557600.073687261,310.6417030044076,712.1944000682548,1.0236762836608935,62.5,1:11:26:03
3860000,7720.000000655272,-766633.557886153,207894.4422836356,-558739.1156025174,309.4491336639411,712.140727223192,1.0237534364152114,62.5,1:11:25:49
3865000,7730.000000657309,-768426.7912660544,208224.21554279886,-560202.5757232555,309.93999839429495,712.3590017419444,1.0234397472667507,62.5,1:11:25:33
3870000,7740.000000659346,-767767.3061080845,208498.13747193417,-559269.1686361503,310.3477288883445,712.3613353992021,1.0234363945334182,62.5,1:11:25:17
3875000,7750.000000661384,-767189.0379410977,208732.88706876372,-558456.150872334,310.69715169430754,710.8593256779858,1.0255988637563824,62.5,1:11:25:00
3880000,7760.000000663421,-769041.3950025071,208755.47198955112,-560285.923012956,310.73076915947286,710.4569148588216,1.0261797745340335,62.5,1:11:24:44
3885000,7770.000000665458,-766810.92643419,209148.49328121287,-557662.4331529771,311.3157780557197,711.3015965807965,1.0249611700726124,62.5,1:11:24:25
3890000,7780.000000667495,-767781.4039479983,208521.28402952908,-559260.1199184692,310.3821823451872,711.5120464435159,1.0246580087437034,62.5,1:11:24:09
3895000,7790.000000669533,-767050.1596734794,208986.9247976907,-558063.2348757887,311.075284723122,710.7081707306993,1.0258169903357193,62.5,1:11:23:51
3900000,7800.00000067157,-767802.063061507,208446.21610079374,-559355.8469607132,310.27044436288264,711.9372813453442,1.02404598805147,62.5,1:11:23:36
3905000,7810.000000673607,-765633.7293711524,208285.26768671992,-557348.4616844325,310.0308739984581,712.9247650670727,1.0226275652485997,62.5,1:11:23:21
3910000,7820.0000006756445,-767715.1227841987,207821.39820307848,-559893.7245811203,309.3404081626752,712.9247650670727,1.0226275652485997,62.5,1:11:23:06
3915000,7830.000000677682,-766964.4806847125,208820.8140418377,-558143.6666428748,310.8280302562573,711.2395134616341,1.0250506375238073,62.5,1:11:22:52
3920000,7840.000000679719,-767954.7628160762,207665.54445524543,-560289.2183608308,309.1084211662195,710.6109224985782,1.025957375018295,62.5,1:11:22:37
3925000,7850.000000681756,-767108.3776275367,209263.00374298234,-557845.3738845543,311.48622591762876,709.5814290549437,1.0274458812668825,62.5,1:11:22:21
3930000,7860.000000683794,-766971.1402513436,207799.7222634321,-559171.4179879115,309.30814370831445,711.5553954720227,1.0245955850314903,62.5,1:11:22:04
3935000,7870.000000685831,-766569.6359547577,209464.61040514876,-557105.025549609,311.7863157433258,712.2560206898191,1.023587720606251,62.5,1:11:21:48
3940000,7880.000000687868,-768548.3763497183,208249.00839868822,-560299.3679510301,309.9769023523408,711.2532342436037,1.0250308632779717,62.5,1:11:21:32
3945000,7890.000000689905,-769068.7382157501,208772.62939379865,-560296.1088219514,310.7563078117908,711.6514808751463,1.0244572466980897,62.5,1:11:21:17
3950000,7900.000000691943,-767726.4152288856,208932.96758518927,-558793.4476436963,310.9949698648695,711.7255927900168,1.0243505700673419,62.5,1:11:21:02
3955000,7910.00000069398,-769390.1526962821,208781.38966305245,-560608.7630332296,310.7693473991,711.2236091839133,1.0250735595553688,62.5,1:11:20:46
3960000,7920.000000696017,-766891.5542126624,208431.87328612834,-558459.6809265341,310.24909520355084,711.4038010698838,1.0248139180723221,62.5,1:11:20:29
3965000,7930.0000006980545,-766958.8765733284,208508.12098215884,-558450.7555911696,310.3625892595792,711.6624243021462,1.0244414933398809,62.5,1:11:20:13
3970000,7940.000000700092,-767808.1455635759,208846.51914242207,-558961.6264211538,310.8662920828805,711.3498232539995,1.0248916818042824,62.5,1:11:20:02
3975000,7950.000000702129,-768422.9369436409,207823.70384490074,-560599.2330987402,309.3438400911895,710.9865842176524,1.0254152931847536,62.5,1:11:19:51
3980000,7960.000000704166,-767200.0641353545,208764.74282607523,-558435.3213092792,310.7445687218816,712.0295146790097,1.0239133374051732,62.5,1:11:19:36
3985000,7970.0000007062035,-767870.2658702298,209097.98691490357,-558772.2789553262,311.24059975308086,712.4902384974437,1.0232512353340633,62.5,1:11:19:23
3990000,7980.000000708241,-767486.2227848233,207522.37662504305,-559963.8461597802,308.8953170517563,712.4902384974437,1.0232512353340633,62.5,1:11:19:10
3995000,7990.000000710278,-768019.884208303,208314.86511125637,-559705.0190970466,310.0749295166378,712.4902384974437,1.0232512353340633,62.5,1:11:18:57
4000000,8000.000000712315,-766184.2981951758,207538.5792907352,-558645.7189044406,308.91943458374226,712.4902384974437,1.0232512353340633,62.5,1:11:18:44
4005000,8010.000000714353,-765769.3967086412,209119.4337538513,-556649.9629547899,311.2725231929733,712.4902384974437,1.0232512353340633,62.5,1:11:18:29
4010000,8020.00000071639,-766800.9477461916,208853.00749871135,-557947.9402474803,310.8759499467972,712.4902384974437,1.0232512353340633,62.5,1:11:18:14
4015000,8030.000000718427,-766577.9891830017,208700.2181732495,-557877.7710097522,310.6485243173388,712.4902384974437,1.0232512353340633,62.5,1:11:17:59
4020000,8040.000000720464,-767786.7647886234,206794.1092566031,-560992.6555320204,307.81129718203806,712.4902384974437,1.0232512353340633,62.5,1:11:17:44
4025000,8050.000000722502,-767445.8624827508,208406.4813240085,-559039.3811587424,310.2112994809057,712.4902384974437,1.0232512353340633,62.5,1:11:17:30
4030000,8060.000000724539,-768003.3673119377,209891.7010932449,-558111.6662186929,312.4220366504146,712.4902384974437,1.0232512353340633,62.5,1:11:17:13
4035000,8070.000000726576,-765483.16462577,207813.36285414986,-557669.80177162,309.32844761318995,712.4902384974437,1.0232512353340633,62.5,1:11:16:58
4040000,8080.0000007286135,-767350.4052104433,206517.90320430102,-560832.5020061423,307.4001667898124,712.4902384974437,1.0232512353340633,62.5,1:11:16:41
4045000,8090.000000730651,-766184.8636263958,209114.73720212386,-557070.126424272,311.26553241511846,712.4902384974437,1.0232512353340633,62.5,1:11:16:26
4050000,8100.000000732688,-767443.3145851525,208634.1323964395,-558809.182188713,310.55015619283904,712.4902384974437,1.0232512353340633,62.5,1:11:16:10
4055000,8110.000000734725,-767399.8088147691,209504.64001678882,-557895.1687979803,311.8458994845112,712.4902384974437,1.0232512353340633,62.5,1:11:15:54
4060000,8120.000000736763,-767076.9395074658,207405.92780053843,-559671.0117069273,308.72198395317366,712.4902384974437,1.0232512353340633,62.5,1:11:15:37
4065000,8130.0000007388,-766018.2635651203,208622.3488812112,-557395.9146839092,310.5326165292537,712.4902384974437,1.0232512353340633,62.5,1:11:15:21
4070000,8140.000000740837,-766546.0850721835,210095.46120233848,-556450.6238698451,312.72533186380116,712.4902384974437,1.0232512353340633,62.5,1:11:15:07
4075000,8150.000000742874,-767648.8487225985,208162.75974367512,-559486.0889789234,309.8485219527481,712.5664069080763,1.0231418568683963,62.5,1:11:14:54
4080000,8160.000000744912,-765334.7175772199,210090.3909397402,-555244.3266374797,312.7177848204495,712.0121173454538,1.0239383557460542,62.5,1:11:14:42
4085000,8170.000000746949,-768258.1533387257,209558.17980441148,-558699.9735343142,311.9255930093328,711.3609242449787,1.0248756880760261,62.5,1:11:14:28
4090000,8180.000000748986,-768532.9109247071,208838.8403211566,-559694.0706035504,310.8548622218315,711.2813255869665,1.024990380710945,62.5,1:11:14:20
4095000,8190.000000751023,-767326.0912967506,208890.95518425392,-558435.1361124967,310.9324347584483,711.1788266496582,1.025138107865969,62.5,1:11:14:10
4100000,8200.00000075306,-767387.2419751231,207400.2003081729,-559987.0416669501,308.71345862882583,710.3387836222225,1.0263504309708402,62.5,1:11:13:55
4105000,8210.000000755097,-768639.978005188,208114.210797014,-560525.7672081741,309.7762572528381,710.3999984012638,1.0262619909159525,62.5,1:11:13:42
4110000,8220.000000757134,-768854.8333664546,207786.74911775778,-561068.0842486968,309.288833289788,711.18223879532,1.0251331894071596,62.5,1:11:13:28
4115000,8230.000000759172,-769366.4749763063,208513.3699909418,-560853.1049853645,310.3704023651275,710.8232300354935,1.0256509437227685,62.5,1:11:13:14
4120000,8240.000000761209,-768525.7720315466,207397.20496655998,-561128.5670649866,308.70900008795786,710.9202526410788,1.0255109683505501,62.5,1:11:12:58
4125000,8250.000000763246,-767271.3041326683,208554.26214425208,-558717.0419884162,310.43126999235466,710.5895885661855,1.025988177193881,62.5,1:11:12:42
4130000,8260.000000765283,-767796.4049931439,208766.26676697232,-559030.1382261715,310.7468370951251,713.4078206384012,1.0219351338951765,62.5,1:11:12:27
4135000,8270.00000076732,-766551.4651429504,209311.03274994355,-557240.4323930069,311.5577166916563,712.4832990298469,1.0232612016291338,62.5,1:11:12:11
4140000,8280.000000769358,-768340.8352413154,207321.49288400623,-561019.3423573092,308.5963032880973,711.750957509548,1.0243140652131688,62.5,1:11:11:53
4145000,8290.000000771395,-769164.3377918634,210159.9922544504,-559004.3455374129,312.82138579362777,710.5979208073913,1.0259761467886175,62.5,1:11:11:36
4150000,8300.000000773432,-767442.2221536143,209333.75552836346,-558108.4666252509,311.59153935675135,710.7094623981201,1.025815125981217,62.5,1:11:11:18
4155000,8310.00000077547,-767437.1894299709,209027.86722029664,-558409.3222096743,311.13622717577414,711.1826551651354,1.0251325892315033,62.5,1:11:11:03
4160000,8320.000000777507,-767252.2905540452,208431.3273006411,-558820.9632534041,310.2482825087324,710.3960220520478,1.0262677352837928,62.5,1:11:10:49
4165000,8330.000000779544,-768080.5669968207,207946.99466763498,-560133.5723291858,309.527357446751,708.9250647304123,1.0283971508091814,62.5,1:11:10:36
4170000,8340.000000781582,-769400.6769844531,208466.72234632217,-560933.954638131,310.3009677373595,709.0707603504368,1.0281858419118233,62.5,1:11:10:24
4175000,8350.000000783619,-766979.0523568853,208667.3191701965,-558311.7331866887,310.5995544272286,710.1228020856466,1.0266625921104282,62.5,1:11:10:10
4180000,8360.000000785656,-768179.8092585532,208968.9208351021,-559210.8884234511,311.0484859758137,712.1587130872852,1.0237275810969602,62.5,1:11:10:02
4185000,8370.000000787693,-768241.4875583993,208723.61865607946,-559517.8689023198,310.68335573976407,711.6049372883349,1.0245242528588083,62.5,1:11:09:47
4190000,8380.00000078973,-766933.9885336161,208288.31118062825,-558645.6773529878,310.0354042136139,712.4194252756757,1.0233529446840348,62.5,1:11:09:31
4195000,8390.000000791768,-765714.9658295969,209731.38237317893,-555983.5834564179,312.18340358023937,713.4505781330932,1.0218738887474361,62.5,1:11:09:16
4200000,8400.000000793805,-766224.9446577067,208147.78057354182,-558077.1640841649,309.82622558363965,712.4645613455571,1.0232881132067508,62.5,1:11:09:01
4205000,8410.000000795842,-768187.074198714,209332.97088968032,-558854.1033090337,311.59037142865253,712.4645613455571,1.0232881132067508,62.5,1:11:08:48
4210000,8420.00000079788,-766881.4513390106,208560.08676293856,-558321.3645760721,310.43993988841663,712.4645613455571,1.0232881132067508,62.5,1:11:08:41
4215000,8430.000000799917,-768955.3928284566,207710.25214345052,-561245.140685006,309.1749681851355,712.4645613455571,1.0232881132067508,62.5,1:11:08:32
4220000,8440.000000801954,-766692.3573824349,208445.850806813,-558246.5065756219,310.2699006258561,712.4645613455571,1.0232881132067508,62.5,1:11:08:19
4225000,8450.000000803991,-767342.4427802111,207031.47053105274,-560310.9722491584,308.1646074482336,712.4645613455571,1.0232881132067508,62.5,1:11:08:04
4230000,8460.000000806029,-767574.4516595379,210073.51010704873,-557500.9415524891,312.692657842573,711.9038477160658,1.0240940810264392,62.5,1:11:07:48
4235000,8470.000000808066,-768074.6292054704,209299.85451553966,-558774.7746899307,311.54107798350145,710.2469125735338,1.0264831902813647,62.5,1:11:07:38
4240000,8480.000000810103,-765925.5465977299,209330.86883967777,-556594.6777580521,311.58724254485423,710.7556601301033,1.025748449998298,62.5,1:11:07:22
4245000,8490.00000081214,-767417.3752856753,207663.71461813705,-559753.6606675382,309.1056974690311,712.2713212735257,1.0235657325110792,62.5,1:11:07:07
4250000,8500.000000814178,-766832.3028377932,209265.20526378063,-557567.0975740126,311.4895028628722,710.4653124496058,1.0261676452468373,62.5,1:11:06:52
4255000,8510.000000816215,-766655.2516804547,208617.36069881156,-558037.8909816431,310.5251916615893,711.1094371981068,1.0252381399670047,62.5,1:11:06:40
4260000,8520.000000818252,-767360.6114678597,207171.47079217373,-560189.140675686,308.37299666268655,710.3079350875314,1.0263950051693127,62.5,1:11:06:26
4265000,8530.00000082029,-767613.0612925999,208350.7401448209,-559262.321147779,310.1283292032036,711.0538082295253,1.0253183490026876,62.5,1:11:06:12
4270000,8540.000000822327,-767206.1684062732,208286.53598984468,-558919.6324164285,310.0327618570217,711.909934795765,1.0240853246627672,62.5,1:11:05:57
4275000,8550.000000824364,-768153.0003443081,209748.85161641514,-558404.1487278929,312.2094064022765,711.963763881209,1.0240078971597961,62.5,1:11:05:42
4280000,8560.000000826401,-767725.7500270745,208134.128679788,-559591.6213472865,309.80590485428974,712.5023435222054,1.023233850855747,62.5,1:11:05:26
4285000,8570.000000828439,-766970.6235716217,209090.51746422207,-557880.1061073997,311.2294815383901,712.7712961191345,1.0228477502889146,62.5,1:11:05:08
4290000,8580.000000830476,-767464.003832723,208315.19715765474,-559148.8066750683,310.0754237649168,712.84942065187,1.0227356515760087,62.5,1:11:04:51
4295000,8590.000000832513,-767469.7161573069,209151.30218176742,-558318.4139755395,311.319959080636,712.5875037385316,1.0231115657810945,62.5,1:11:04:35
4300000,8600.00000083455,-766456.0813008696,207869.95943764644,-558586.1218632231,309.4126911530315,712.2789083277187,1.0235548296911419,62.5,1:11:04:20
4305000,8610.000000836588,-768095.0320794014,209511.7260197245,-558583.3060596769,311.8564469404485,711.8076352062736,1.0242325041859073,62.5,1:11:04:04
4310000,8620.000000838625,-768111.8512729816,209005.55107430933,-559106.3001986723,311.1030097796445,711.7230338053512,1.0243542530975045,62.5,1:11:03:47
4315000,8630.000000840662,-767192.7642145534,209318.65542852116,-557874.1087860323,311.5690629847853,711.4300524536452,1.0247761029935882,62.5,1:11:03:30
