condition,sender_subtype,receiver_state,receiver_group,ligand,receptor,pathway,category,sender_cells,receiver_cells,ligand_mean,ligand_detection_fraction,receptor_mean,receptor_detection_fraction,communication_score,ligand_components_present,receptor_components_present
tumor,SPP1_like_TAM,CMS4,tumor_epithelial,SPP1,ITGAV+ITGB5,SPP1,ECM-Receptor,185,30,3.5185468196868896,0.8162162162162162,0.06446811783116282,0.04714045207910317,0.09342296438730929,1,2
tumor,SPP1_like_TAM,tumor_epithelial,tumor_epithelial,SPP1,ITGAV+ITGB5,SPP1,ECM-Receptor,185,2212,3.5185468196868896,0.8162162162162162,0.16709222583102903,0.23229324483913175,0.33387253071663275,1,2
tumor,SPP1_like_TAM,CMS1,tumor_epithelial,CXCL12,CXCR4,CXCL,Secreted Signaling,185,758,0.003325898898765445,0.0054054054054054074,0.09344714879989624,0.12269129287598943,0.0004540028262450992,1,1
tumor,SPP1_like_TAM,CMS2,tumor_epithelial,CXCL12,CXCR4,CXCL,Secreted Signaling,185,620,0.003325898898765445,0.0054054054054054074,0.11758650839328766,0.1096774193548387,0.0004815107820967746,1,1
tumor,SPP1_like_TAM,CMS3,tumor_epithelial,CXCL12,CXCR4,CXCL,Secreted Signaling,185,804,0.003325898898765445,0.0054054054054054074,0.10566143691539766,0.16417910447761194,0.0005584520055243885,1,1
tumor,SPP1_like_TAM,CMS4,tumor_epithelial,CXCL12,CXCR4,CXCL,Secreted Signaling,185,30,0.003325898898765445,0.0054054054054054074,0.03200212866067886,0.03333333333333333,0.00013848331897510513,1,1
tumor,SPP1_like_TAM,tumor_epithelial,tumor_epithelial,CXCL12,CXCR4,CXCL,Secreted Signaling,185,2212,0.003325898898765445,0.0054054054054054074,0.10381936281919481,0.13291139240506328,0.0004980683451339978,1,1
tumor,SPP1_like_TAM,CMS1,tumor_epithelial,CXCL9,CXCR3,CXCL,Secreted Signaling,185,758,0.03440359979867935,0.021621621621621626,0.03637086227536201,0.0554089709762533,0.001224370666090804,1,1
tumor,SPP1_like_TAM,CMS2,tumor_epithelial,CXCL9,CXCR3,CXCL,Secreted Signaling,185,620,0.03440359979867935,0.021621621621621626,0.020010067149996758,0.04516129032258064,0.0008198860911558194,1,1
tumor,SPP1_like_TAM,CMS3,tumor_epithelial,CXCL9,CXCR3,CXCL,Secreted Signaling,185,804,0.03440359979867935,0.021621621621621626,0.028257796540856354,0.0572139303482587,0.001096645127583375,1,1
tumor,SPP1_like_TAM,CMS4,tumor_epithelial,CXCL9,CXCR3,CXCL,Secreted Signaling,185,30,0.03440359979867935,0.021621621621621626,1.000000000000001e-12,1.000000000000001e-12,2.7273826597467844e-14,1,1
tumor,SPP1_like_TAM,tumor_epithelial,tumor_epithelial,CXCL9,CXCR3,CXCL,Secreted Signaling,185,2212,0.03440359979867935,0.021621621621621626,0.028342958539724353,0.05244122965641953,0.0010514898844603147,1,1
tumor,SPP1_like_TAM,CMS1,tumor_epithelial,CXCL10,CXCR3,CXCL,Secreted Signaling,185,758,0.05544680356979369,0.021621621621621626,0.03637086227536201,0.0554089709762533,0.0015543514759076486,1,1
tumor,SPP1_like_TAM,CMS2,tumor_epithelial,CXCL10,CXCR3,CXCL,Secreted Signaling,185,620,0.05544680356979369,0.021621621621621626,0.020010067149996758,0.04516129032258064,0.0010408540413117727,1,1
tumor,SPP1_like_TAM,CMS3,tumor_epithelial,CXCL10,CXCR3,CXCL,Secreted Signaling,185,804,0.05544680356979369,0.021621621621621626,0.028257796540856354,0.0572139303482587,0.0013922025574563484,1,1
tumor,SPP1_like_TAM,CMS4,tumor_epithelial,CXCL10,CXCR3,CXCL,Secreted Signaling,185,30,0.05544680356979369,0.021621621621621626,1.000000000000001e-12,1.000000000000001e-12,3.4624410564144785e-14,1,1
tumor,SPP1_like_TAM,tumor_epithelial,tumor_epithelial,CXCL10,CXCR3,CXCL,Secreted Signaling,185,2212,0.05544680356979369,0.021621621621621626,0.028342958539724353,0.05244122965641953,0.0013348774999903832,1,1
tumor,SPP1_like_TAM,CMS1,tumor_epithelial,CXCL11,CXCR3,CXCL,Secreted Signaling,185,758,0.0064892284572124455,0.0054054054054054074,0.03637086227536201,0.0554089709762533,0.0002658750036545893,1,1
tumor,SPP1_like_TAM,CMS2,tumor_epithelial,CXCL11,CXCR3,CXCL,Secreted Signaling,185,620,0.0064892284572124455,0.0054054054054054074,0.020010067149996758,0.04516129032258064,0.0001780402156957864,1,1
tumor,SPP1_like_TAM,CMS3,tumor_epithelial,CXCL11,CXCR3,CXCL,Secreted Signaling,185,804,0.0064892284572124455,0.0054054054054054074,0.028257796540856354,0.0572139303482587,0.0002381390990319539,1,1
tumor,SPP1_like_TAM,CMS4,tumor_epithelial,CXCL11,CXCR3,CXCL,Secreted Signaling,185,30,0.0064892284572124455,0.0054054054054054074,1.000000000000001e-12,1.000000000000001e-12,5.922576346449813e-15,1,1
