condition,sender_subtype,receiver_state,receiver_group,ligand,receptor,pathway,category,sender_cells,receiver_cells,ligand_mean,ligand_detection_fraction,receptor_mean,receptor_detection_fraction,communication_score,ligand_components_present,receptor_components_present
tumor,SPP1_like_TAM,CMS2,tumor_epithelial,DLL4,NOTCH1,Notch,Cell-Cell Contact,185,620,1.000000000000001e-12,1.000000000000001e-12,0.04577590525150299,0.0838709677419355,6.196183884219958e-14,1,1
tumor,SPP1_like_TAM,CMS3,tumor_epithelial,DLL4,NOTCH1,Notch,Cell-Cell Contact,185,804,1.000000000000001e-12,1.000000000000001e-12,0.07408642023801802,0.13681592039800994,1.0067870566241009e-13,1,1
tumor,SPP1_like_TAM,CMS4,tumor_epithelial,DLL4,NOTCH1,Notch,Cell-Cell Contact,185,30,1.000000000000001e-12,1.000000000000001e-12,0.06869667023420332,0.06666666666666667,6.767405718304145e-14,1,1
tumor,SPP1_like_TAM,tumor_epithelial,tumor_epithelial,DLL4,NOTCH1,Notch,Cell-Cell Contact,185,2212,1.000000000000001e-12,1.000000000000001e-12,0.06477184593677521,0.11075949367088608,8.470004049636504e-14,1,1
tumor,C1QC_like_TAM,CMS1,tumor_epithelial,SPP1,CD44,SPP1,Secreted Signaling,208,758,1.0302237272262573,0.3894230769230769,0.5276780724525452,0.5105540897097626,0.3287623070529016,1,1
tumor,C1QC_like_TAM,CMS2,tumor_epithelial,SPP1,CD44,SPP1,Secreted Signaling,208,620,1.0302237272262573,0.3894230769230769,0.19708217680454254,0.21290322580645157,0.1297452335176644,1,1
tumor,C1QC_like_TAM,CMS3,tumor_epithelial,SPP1,CD44,SPP1,Secreted Signaling,208,804,1.0302237272262573,0.3894230769230769,0.49735817313194275,0.5199004975124378,0.32208563965312564,1,1
tumor,C1QC_like_TAM,CMS4,tumor_epithelial,SPP1,CD44,SPP1,Secreted Signaling,208,30,1.0302237272262573,0.3894230769230769,0.29226410388946533,0.2,0.1531367242604791,1,1
tumor,C1QC_like_TAM,tumor_epithelial,tumor_epithelial,SPP1,CD44,SPP1,Secreted Signaling,208,2212,1.0302237272262573,0.3894230769230769,0.42080238461494446,0.42631103074141047,0.2682742547518794,1,1
tumor,C1QC_like_TAM,CMS1,tumor_epithelial,SPP1,ITGAV+ITGB1,SPP1,ECM-Receptor,208,758,1.0302237272262573,0.3894230769230769,0.36642613440984595,0.3806177204726299,0.23654530822524686,1,2
tumor,C1QC_like_TAM,CMS2,tumor_epithelial,SPP1,ITGAV+ITGB1,SPP1,ECM-Receptor,208,620,1.0302237272262573,0.3894230769230769,0.10961729123665934,0.14335797447283205,0.07940120200668659,1,2
tumor,C1QC_like_TAM,CMS3,tumor_epithelial,SPP1,ITGAV+ITGB1,SPP1,ECM-Receptor,208,804,1.0302237272262573,0.3894230769230769,0.4033640292272618,0.4589400555678149,0.27252301257584205,1,2
tumor,C1QC_like_TAM,CMS4,tumor_epithelial,SPP1,ITGAV+ITGB1,SPP1,ECM-Receptor,208,30,1.0302237272262573,0.3894230769230769,0.2053809174752114,0.10540925533894598,0.09319573405064632,1,2
tumor,C1QC_like_TAM,tumor_epithelial,tumor_epithelial,SPP1,ITGAV+ITGB1,SPP1,ECM-Receptor,208,2212,1.0302237272262573,0.3894230769230769,0.307405402455198,0.3403555705399117,0.20487963666821896,1,2
tumor,C1QC_like_TAM,CMS1,tumor_epithelial,SPP1,ITGAV+ITGB5,SPP1,ECM-Receptor,208,758,1.0302237272262573,0.3894230769230769,0.2109932467172493,0.2750588446526764,0.15258916647432355,1,2
tumor,C1QC_like_TAM,CMS2,tumor_epithelial,SPP1,ITGAV+ITGB5,SPP1,ECM-Receptor,208,620,1.0302237272262573,0.3894230769230769,0.045662376368802556,0.08144762047066192,0.038627363897743,1,2
tumor,C1QC_like_TAM,CMS3,tumor_epithelial,SPP1,ITGAV+ITGB5,SPP1,ECM-Receptor,208,804,1.0302237272262573,0.3894230769230769,0.2180390665752459,0.3108557084937972,0.164900964774266,1,2
tumor,C1QC_like_TAM,CMS4,tumor_epithelial,SPP1,ITGAV+ITGB5,SPP1,ECM-Receptor,208,30,1.0302237272262573,0.3894230769230769,0.06446811783116282,0.04714045207910317,0.034917728433385156,1,2
tumor,C1QC_like_TAM,tumor_epithelial,tumor_epithelial,SPP1,ITGAV+ITGB5,SPP1,ECM-Receptor,208,2212,1.0302237272262573,0.3894230769230769,0.16709222583102903,0.23229324483913175,0.12478805864689599,1,2
tumor,C1QC_like_TAM,CMS1,tumor_epithelial,CXCL12,CXCR4,CXCL,Secreted Signaling,208,758,0.12287212908267972,0.14423076923076922,0.09344714879989624,0.12269129287598943,0.014254288703245067,1,1
tumor,C1QC_like_TAM,CMS2,tumor_epithelial,CXCL12,CXCR4,CXCL,Secreted Signaling,208,620,0.12287212908267972,0.14423076923076922,0.11758650839328766,0.1096774193548387,0.015117953688744992,1,1
tumor,C1QC_like_TAM,CMS3,tumor_epithelial,CXCL12,CXCR4,CXCL,Secreted Signaling,208,804,0.12287212908267972,0.14423076923076922,0.10566143691539766,0.16417910447761194,0.017533670835241346,1,1
tumor,C1QC_like_TAM,CMS4,tumor_epithelial,CXCL12,CXCR4,CXCL,Secreted Signaling,208,30,0.12287212908267972,0.14423076923076922,0.03200212866067886,0.03333333333333333,0.0043479491649442824,1,1
tumor,C1QC_like_TAM,tumor_epithelial,tumor_epithelial,CXCL12,CXCR4,CXCL,Secreted Signaling,208,2212,0.12287212908267972,0.14423076923076922,0.10381936281919481,0.13291139240506328,0.015637810108377375,1,1
tumor,C1QC_like_TAM,CMS1,tumor_epithelial,CXCL9,CXCR3,CXCL,Secreted Signaling,208,758,0.14226597547531128,0.08173076923076925,0.03637086227536201,0.0554089709762533,0.004840722169788271,1,1
tumor,C1QC_like_TAM,CMS2,tumor_epithelial,CXCL9,CXCR3,CXCL,Secreted Signaling,208,620,0.14226597547531128,0.08173076923076925,0.020010067149996758,0.04516129032258064,0.0032415353357254286,1,1
tumor,C1QC_like_TAM,CMS3,tumor_epithelial,CXCL9,CXCR3,CXCL,Secreted Signaling,208,804,0.14226597547531128,0.08173076923076925,0.028257796540856354,0.0572139303482587,0.004335741233030673,1,1
tumor,C1QC_like_TAM,CMS4,tumor_epithelial,CXCL9,CXCR3,CXCL,Secreted Signaling,208,30,0.14226597547531128,0.08173076923076925,1.000000000000001e-12,1.000000000000001e-12,1.0783092140459047e-13,1,1
tumor,C1QC_like_TAM,tumor_epithelial,tumor_epithelial,CXCL9,CXCR3,CXCL,Secreted Signaling,208,2212,0.14226597547531128,0.08173076923076925,0.028342958539724353,0.05244122965641953,0.0041572136085769795,1,1
tumor,C1QC_like_TAM,CMS1,tumor_epithelial,CXCL10,CXCR3,CXCL,Secreted Signaling,208,758,0.20874379575252533,0.1153846153846154,0.03637086227536201,0.0554089709762533,0.006967028427773895,1,1
tumor,C1QC_like_TAM,CMS2,tumor_epithelial,CXCL10,CXCR3,CXCL,Secreted Signaling,208,620,0.20874379575252533,0.1153846153846154,0.020010067149996758,0.04516129032258064,0.004665392485150713,1,1
tumor,C1QC_like_TAM,CMS3,tumor_epithelial,CXCL10,CXCR3,CXCL,Secreted Signaling,208,804,0.20874379575252533,0.1153846153846154,0.028257796540856354,0.0572139303482587,0.006240232627793505,1,1
tumor,C1QC_like_TAM,CMS4,tumor_epithelial,CXCL10,CXCR3,CXCL,Secreted Signaling,208,30,0.20874379575252533,0.1153846153846154,1.000000000000001e-12,1.000000000000001e-12,1.5519607787192915e-13,1,1
tumor,C1QC_like_TAM,tumor_epithelial,tumor_epithelial,CXCL10,CXCR3,CXCL,Secreted Signaling,208,2212,0.20874379575252533,0.1153846153846154,0.028342958539724353,0.05244122965641953,0.005983286041915343,1,1
tumor,C1QC_like_TAM,CMS1,tumor_epithelial,CXCL11,CXCR3,CXCL,Secreted Signaling,208,758,0.006869575008749963,0.009615384615384618,0.03637086227536201,0.0554089709762533,0.00036485063494958066,1,1
tumor,C1QC_like_TAM,CMS2,tumor_epithelial,CXCL11,CXCR3,CXCL,Secreted Signaling,208,620,0.006869575008749963,0.009615384615384618,0.020010067149996758,0.04516129032258064,0.000244318137659748,1,1
tumor,C1QC_like_TAM,CMS3,tumor_epithelial,CXCL11,CXCR3,CXCL,Secreted Signaling,208,804,0.006869575008749963,0.009615384615384618,0.028257796540856354,0.0572139303482587,0.000326789657898815,1,1
tumor,C1QC_like_TAM,CMS4,tumor_epithelial,CXCL11,CXCR3,CXCL,Secreted Signaling,208,30,0.006869575008749963,0.009615384615384618,1.000000000000001e-12,1.000000000000001e-12,8.127336947202643e-15,1,1
tumor,C1QC_like_TAM,tumor_epithelial,tumor_epithelial,CXCL11,CXCR3,CXCL,Secreted Signaling,208,2212,0.006869575008749963,0.009615384615384618,0.028342958539724353,0.05244122965641953,0.0003133338315048745,1,1
tumor,C1QC_like_TAM,CMS1,tumor_epithelial,CXCL8,CXCR1,CXCL,Secreted Signaling,208,758,0.7623655796051025,0.38461538461538464,0.0021367045119404797,0.003957783641160951,0.001574683308593191,1,1
tumor,C1QC_like_TAM,CMS2,tumor_epithelial,CXCL8,CXCR1,CXCL,Secreted Signaling,208,620,0.7623655796051025,0.38461538461538464,1.000000000000001e-12,1.000000000000001e-12,5.414956422884193e-13,1,1
tumor,C1QC_like_TAM,CMS3,tumor_epithelial,CXCL8,CXCR1,CXCL,Secreted Signaling,208,804,0.7623655796051025,0.38461538461538464,0.0011359467171132562,0.001243781094527363,0.0006436442917168925,1,1
tumor,C1QC_like_TAM,CMS4,tumor_epithelial,CXCL8,CXCR1,CXCL,Secreted Signaling,208,30,0.7623655796051025,0.38461538461538464,1.000000000000001e-12,1.000000000000001e-12,5.414956422884193e-13,1,1
tumor,C1QC_like_TAM,tumor_epithelial,tumor_epithelial,CXCL8,CXCR1,CXCL,Secreted Signaling,208,2212,0.7623655796051025,0.38461538461538464,0.001145082875154913,0.0018083182640144663,0.0007792034382630562,1,1
tumor,C1QC_like_TAM,CMS1,tumor_epithelial,CXCL8,CXCR2,CXCL,Secreted Signaling,208,758,0.7623655796051025,0.38461538461538464,0.001648259232752025,0.0013192612137203166,0.00079849669279016,1,1
tumor,C1QC_like_TAM,CMS2,tumor_epithelial,CXCL8,CXCR2,CXCL,Secreted Signaling,208,620,0.7623655796051025,0.38461538461538464,1.000000000000001e-12,1.000000000000001e-12,5.414956422884193e-13,1,1
tumor,C1QC_like_TAM,CMS3,tumor_epithelial,CXCL8,CXCR2,CXCL,Secreted Signaling,208,804,0.7623655796051025,0.38461538461538464,1.000000000000001e-12,1.000000000000001e-12,5.414956422884193e-13,1,1
tumor,C1QC_like_TAM,CMS4,tumor_epithelial,CXCL8,CXCR2,CXCL,Secreted Signaling,208,30,0.7623655796051025,0.38461538461538464,1.000000000000001e-12,1.000000000000001e-12,5.414956422884193e-13,1,1
tumor,C1QC_like_TAM,tumor_epithelial,tumor_epithelial,CXCL8,CXCR2,CXCL,Secreted Signaling,208,2212,0.7623655796051025,0.38461538461538464,0.0005648193764500321,0.0004520795660036165,0.0002736258969252218,1,1
tumor,C1QC_like_TAM,CMS1,tumor_epithelial,CXCL1,CXCR2,CXCL,Secreted Signaling,208,758,0.14494702219963074,0.10576923076923075,0.001648259232752025,0.0013192612137203166,0.00018258389919887164,1,1
tumor,C1QC_like_TAM,CMS2,tumor_epithelial,CXCL1,CXCR2,CXCL,Secreted Signaling,208,620,0.14494702219963074,0.10576923076923075,1.000000000000001e-12,1.000000000000001e-12,1.238181531131263e-13,1,1
tumor,C1QC_like_TAM,CMS3,tumor_epithelial,CXCL1,CXCR2,CXCL,Secreted Signaling,208,804,0.14494702219963074,0.10576923076923075,1.000000000000001e-12,1.000000000000001e-12,1.238181531131263e-13,1,1
tumor,C1QC_like_TAM,CMS4,tumor_epithelial,CXCL1,CXCR2,CXCL,Secreted Signaling,208,30,0.14494702219963074,0.10576923076923075,1.000000000000001e-12,1.000000000000001e-12,1.238181531131263e-13,1,1
tumor,C1QC_like_TAM,tumor_epithelial,tumor_epithelial,CXCL1,CXCR2,CXCL,Secreted Signaling,208,2212,0.14494702219963074,0.10576923076923075,0.0005648193764500321,0.0004520795660036165,6.256717608663238e-05,1,1
tumor,C1QC_like_TAM,CMS1,tumor_epithelial,CXCL2,CXCR2,CXCL,Secreted Signaling,208,758,0.3653320968151093,0.22596153846153844,0.001648259232752025,0.0013192612137203166,0.00042368133511550986,1,1
tumor,C1QC_like_TAM,CMS2,tumor_epithelial,CXCL2,CXCR2,CXCL,Secreted Signaling,208,620,0.3653320968151093,0.22596153846153844,1.000000000000001e-12,1.000000000000001e-12,2.8731690281938156e-13,1,1
tumor,C1QC_like_TAM,CMS3,tumor_epithelial,CXCL2,CXCR2,CXCL,Secreted Signaling,208,804,0.3653320968151093,0.22596153846153844,1.000000000000001e-12,1.000000000000001e-12,2.8731690281938156e-13,1,1
tumor,C1QC_like_TAM,CMS4,tumor_epithelial,CXCL2,CXCR2,CXCL,Secreted Signaling,208,30,0.3653320968151093,0.22596153846153844,1.000000000000001e-12,1.000000000000001e-12,2.8731690281938156e-13,1,1
tumor,C1QC_like_TAM,tumor_epithelial,tumor_epithelial,CXCL2,CXCR2,CXCL,Secreted Signaling,208,2212,0.3653320968151093,0.22596153846153844,0.0005648193764500321,0.0004520795660036165,0.00014518555477839977,1,1
tumor,C1QC_like_TAM,CMS1,tumor_epithelial,CCL2,CCR2,CCL,Secreted Signaling,208,758,0.3022224009037018,0.21153846153846154,0.00047357485163956886,0.0013192612137203166,0.00019985623863074919,1,1
tumor,C1QC_like_TAM,CMS2,tumor_epithelial,CCL2,CCR2,CCL,Secreted Signaling,208,620,0.3022224009037018,0.21153846153846154,0.0007814907585270702,0.0016129032258064512,0.00028387299187222846,1,1
tumor,C1QC_like_TAM,CMS3,tumor_epithelial,CCL2,CCR2,CCL,Secreted Signaling,208,804,0.3022224009037018,0.21153846153846154,1.000000000000001e-12,1.000000000000001e-12,2.528471113729191e-13,1,1
tumor,C1QC_like_TAM,CMS4,tumor_epithelial,CCL2,CCR2,CCL,Secreted Signaling,208,30,0.3022224009037018,0.21153846153846154,1.000000000000001e-12,1.000000000000001e-12,2.528471113729191e-13,1,1
tumor,C1QC_like_TAM,tumor_epithelial,tumor_epithelial,CCL2,CCR2,CCL,Secreted Signaling,208,2212,0.3022224009037018,0.21153846153846154,0.000381326419301331,0.000904159132007233,0.00014846664023144228,1,1
tumor,C1QC_like_TAM,CMS1,tumor_epithelial,CCL3,CCR1,CCL,Secreted Signaling,208,758,0.7990427017211914,0.38461538461538464,0.010515837930142878,0.010554089709762536,0.005840239446757986,1,1
tumor,C1QC_like_TAM,CMS2,tumor_epithelial,CCL3,CCR1,CCL,Secreted Signaling,208,620,0.7990427017211914,0.38461538461538464,0.00032767388620413867,0.0016129032258064512,0.00040301702403257447,1,1
tumor,C1QC_like_TAM,CMS3,tumor_epithelial,CCL3,CCR1,CCL,Secreted Signaling,208,804,0.7990427017211914,0.38461538461538464,0.003525843610987068,0.007462686567164181,0.0028436585262508877,1,1
tumor,C1QC_like_TAM,CMS4,tumor_epithelial,CCL3,CCR1,CCL,Secreted Signaling,208,30,0.7990427017211914,0.38461538461538464,1.000000000000001e-12,1.000000000000001e-12,5.543682134165095e-13,1,1
tumor,C1QC_like_TAM,tumor_epithelial,tumor_epithelial,CCL3,CCR1,CCL,Secreted Signaling,208,2212,0.7990427017211914,0.38461538461538464,0.004976917523890732,0.00678119349005425,0.0032205616023230606,1,1
tumor,C1QC_like_TAM,CMS1,tumor_epithelial,CCL3,CCR5,CCL,Secreted Signaling,208,758,0.7990427017211914,0.38461538461538464,0.0012859199196100233,0.0026385224274406336,0.0010211409142507912,1,1
tumor,C1QC_like_TAM,CMS2,tumor_epithelial,CCL3,CCR5,CCL,Secreted Signaling,208,620,0.7990427017211914,0.38461538461538464,1.000000000000001e-12,1.000000000000001e-12,5.543682134165095e-13,1,1
tumor,C1QC_like_TAM,CMS3,tumor_epithelial,CCL3,CCR5,CCL,Secreted Signaling,208,804,0.7990427017211914,0.38461538461538464,1.000000000000001e-12,1.000000000000001e-12,5.543682134165095e-13,1,1
tumor,C1QC_like_TAM,CMS4,tumor_epithelial,CCL3,CCR5,CCL,Secreted Signaling,208,30,0.7990427017211914,0.38461538461538464,1.000000000000001e-12,1.000000000000001e-12,5.543682134165095e-13,1,1
tumor,C1QC_like_TAM,tumor_epithelial,tumor_epithelial,CCL3,CCR5,CCL,Secreted Signaling,208,2212,0.7990427017211914,0.38461538461538464,0.00044065428664907797,0.000904159132007233,0.0003499207984871782,1,1
tumor,C1QC_like_TAM,CMS1,tumor_epithelial,CCL4,CCR5,CCL,Secreted Signaling,208,758,0.4717245399951935,0.2740384615384615,0.0012859199196100233,0.0026385224274406336,0.0006622734610178838,1,1
tumor,C1QC_like_TAM,CMS2,tumor_epithelial,CCL4,CCR5,CCL,Secreted Signaling,208,620,0.4717245399951935,0.2740384615384615,1.000000000000001e-12,1.000000000000001e-12,3.595423023932254e-13,1,1
tumor,C1QC_like_TAM,CMS3,tumor_epithelial,CCL4,CCR5,CCL,Secreted Signaling,208,804,0.4717245399951935,0.2740384615384615,1.000000000000001e-12,1.000000000000001e-12,3.595423023932254e-13,1,1
tumor,C1QC_like_TAM,CMS4,tumor_epithelial,CCL4,CCR5,CCL,Secreted Signaling,208,30,0.4717245399951935,0.2740384615384615,1.000000000000001e-12,1.000000000000001e-12,3.595423023932254e-13,1,1
tumor,C1QC_like_TAM,tumor_epithelial,tumor_epithelial,CCL4,CCR5,CCL,Secreted Signaling,208,2212,0.4717245399951935,0.2740384615384615,0.00044065428664907797,0.000904159132007233,0.00022694542453650924,1,1
tumor,C1QC_like_TAM,CMS1,tumor_epithelial,CCL5,CCR5,CCL,Secreted Signaling,208,758,0.1910818517208099,0.1971153846153846,0.0012859199196100233,0.0026385224274406336,0.0003574846006389057,1,1
tumor,C1QC_like_TAM,CMS2,tumor_epithelial,CCL5,CCR5,CCL,Secreted Signaling,208,620,0.1910818517208099,0.1971153846153846,1.000000000000001e-12,1.000000000000001e-12,1.9407517279386206e-13,1,1
tumor,C1QC_like_TAM,CMS3,tumor_epithelial,CCL5,CCR5,CCL,Secreted Signaling,208,804,0.1910818517208099,0.1971153846153846,1.000000000000001e-12,1.000000000000001e-12,1.9407517279386206e-13,1,1
tumor,C1QC_like_TAM,CMS4,tumor_epithelial,CCL5,CCR5,CCL,Secreted Signaling,208,30,0.1910818517208099,0.1971153846153846,1.000000000000001e-12,1.000000000000001e-12,1.9407517279386206e-13,1,1
tumor,C1QC_like_TAM,tumor_epithelial,tumor_epithelial,CCL5,CCR5,CCL,Secreted Signaling,208,2212,0.1910818517208099,0.1971153846153846,0.00044065428664907797,0.000904159132007233,0.0001225015031291887,1,1
tumor,C1QC_like_TAM,CMS1,tumor_epithelial,CCL20,CCR6,CCL,Secreted Signaling,208,758,0.05544918775558472,0.04807692307692307,0.0017254966078326104,0.005277044854881267,0.00015580033052764873,1,1
tumor,C1QC_like_TAM,CMS2,tumor_epithelial,CCL20,CCR6,CCL,Secreted Signaling,208,620,0.05544918775558472,0.04807692307692307,0.005257006734609604,0.00967741935483871,0.00036826884017578863,1,1
tumor,C1QC_like_TAM,CMS3,tumor_epithelial,CCL20,CCR6,CCL,Secreted Signaling,208,804,0.05544918775558472,0.04807692307692307,0.004808090627193449,0.011194029850746265,0.00037878736127488994,1,1
tumor,C1QC_like_TAM,CMS4,tumor_epithelial,CCL20,CCR6,CCL,Secreted Signaling,208,30,0.05544918775558472,0.04807692307692307,1.000000000000001e-12,1.000000000000001e-12,5.163164082617476e-14,1,1
tumor,C1QC_like_TAM,tumor_epithelial,tumor_epithelial,CCL20,CCR6,CCL,Secreted Signaling,208,2212,0.05544918775558472,0.04807692307692307,0.0038123754784464823,0.00858951175406872,0.00029545952807117726,1,1
tumor,C1QC_like_TAM,CMS1,tumor_epithelial,VEGFA,FLT1,VEGF,Secreted Signaling,208,758,0.1587836742401123,0.1971153846153846,0.0016928535187616949,0.005277044854881267,0.0005287717780502265,1,1
tumor,C1QC_like_TAM,CMS2,tumor_epithelial,VEGFA,FLT1,VEGF,Secreted Signaling,208,620,0.1587836742401123,0.1971153846153846,0.0009304643608629699,0.0032258064516129024,0.0003065012211777074,1,1
tumor,C1QC_like_TAM,CMS3,tumor_epithelial,VEGFA,FLT1,VEGF,Secreted Signaling,208,804,0.1587836742401123,0.1971153846153846,0.0036071429494768394,0.009950248756218907,0.001059892527806141,1,1
tumor,C1QC_like_TAM,CMS4,tumor_epithelial,VEGFA,FLT1,VEGF,Secreted Signaling,208,30,0.1587836742401123,0.1971153846153846,1.000000000000001e-12,1.000000000000001e-12,1.7691440025753622e-13,1,1
tumor,C1QC_like_TAM,tumor_epithelial,tumor_epithelial,VEGFA,FLT1,VEGF,Secreted Signaling,208,2212,0.1587836742401123,0.1971153846153846,0.002151995431631804,0.006329113924050632,0.0006529129965871849,1,1
tumor,C1QC_like_TAM,CMS1,tumor_epithelial,VEGFA,KDR,VEGF,Secreted Signaling,208,758,0.1587836742401123,0.1971153846153846,0.004845096729695797,0.006596306068601583,0.0010001492412671127,1,1
tumor,C1QC_like_TAM,CMS2,tumor_epithelial,VEGFA,KDR,VEGF,Secreted Signaling,208,620,0.1587836742401123,0.1971153846153846,0.0006273260805755853,0.0032258064516129024,0.00025166858613312785,1,1
tumor,C1QC_like_TAM,CMS3,tumor_epithelial,VEGFA,KDR,VEGF,Secreted Signaling,208,804,0.1587836742401123,0.1971153846153846,0.003159801708534361,0.007462686567164181,0.0008590940281461634,1,1
tumor,C1QC_like_TAM,CMS4,tumor_epithelial,VEGFA,KDR,VEGF,Secreted Signaling,208,30,0.1587836742401123,0.1971153846153846,1.000000000000001e-12,1.000000000000001e-12,1.7691440025753622e-13,1,1
tumor,C1QC_like_TAM,tumor_epithelial,tumor_epithelial,VEGFA,KDR,VEGF,Secreted Signaling,208,2212,0.1587836742401123,0.1971153846153846,0.002984632272273302,0.005877034358047017,0.0007409479736444206,1,1
tumor,C1QC_like_TAM,CMS1,tumor_epithelial,VEGFA,NRP1,VEGF,Secreted Signaling,208,758,0.1587836742401123,0.1971153846153846,0.03354321792721748,0.05936675461741424,0.00789472852307051,1,1
tumor,C1QC_like_TAM,CMS2,tumor_epithelial,VEGFA,NRP1,VEGF,Secreted Signaling,208,620,0.1587836742401123,0.1971153846153846,0.005112511105835436,0.008064516129032256,0.0011359768320461847,1,1
tumor,C1QC_like_TAM,CMS3,tumor_epithelial,VEGFA,NRP1,VEGF,Secreted Signaling,208,804,0.1587836742401123,0.1971153846153846,0.02560189738869667,0.04228855721393035,0.0058211755285617625,1,1
tumor,C1QC_like_TAM,CMS4,tumor_epithelial,VEGFA,NRP1,VEGF,Secreted Signaling,208,30,0.1587836742401123,0.1971153846153846,1.000000000000001e-12,1.000000000000001e-12,1.7691440025753622e-13,1,1
tumor,C1QC_like_TAM,tumor_epithelial,tumor_epithelial,VEGFA,NRP1,VEGF,Secreted Signaling,208,2212,0.1587836742401123,0.1971153846153846,0.0222330205142498,0.03797468354430379,0.005140548968660102,1,1
tumor,C1QC_like_TAM,CMS1,tumor_epithelial,VEGFC,FLT4,VEGF,Secreted Signaling,208,758,1.000000000000001e-12,1.000000000000001e-12,0.0013225169386714697,0.0026385224274406336,1.8680178273653627e-15,1,1
tumor,C1QC_like_TAM,CMS2,tumor_epithelial,VEGFC,FLT4,VEGF,Secreted Signaling,208,620,1.000000000000001e-12,1.000000000000001e-12,1.000000000000001e-12,1.000000000000001e-12,1.000000000000002e-24,1,1
tumor,C1QC_like_TAM,CMS3,tumor_epithelial,VEGFC,FLT4,VEGF,Secreted Signaling,208,804,1.000000000000001e-12,1.000000000000001e-12,0.001185077358968556,0.0037313432835820903,2.102838663310272e-15,1,1
tumor,C1QC_like_TAM,CMS4,tumor_epithelial,VEGFC,FLT4,VEGF,Secreted Signaling,208,30,1.000000000000001e-12,1.000000000000001e-12,1.000000000000001e-12,1.000000000000001e-12,1.000000000000002e-24,1,1
tumor,C1QC_like_TAM,tumor_epithelial,tumor_epithelial,VEGFC,FLT4,VEGF,Secreted Signaling,208,2212,1.000000000000001e-12,1.000000000000001e-12,0.000883937638718635,0.002260397830018083,1.4135242199661507e-15,1,1
tumor,C1QC_like_TAM,CMS1,tumor_epithelial,TGFB1,TGFBR1+TGFBR2,TGFb,Secreted Signaling,208,758,0.47418496012687683,0.4807692307692308,0.07554922431298865,0.11998751452139388,0.04545956268726105,1,2
tumor,C1QC_like_TAM,CMS2,tumor_epithelial,TGFB1,TGFBR1+TGFBR2,TGFb,Secreted Signaling,208,620,0.47418496012687683,0.4807692307692308,0.02111259844893521,0.041436234124726225,0.014122227490143843,1,2
tumor,C1QC_like_TAM,CMS3,tumor_epithelial,TGFB1,TGFBR1+TGFBR2,TGFb,Secreted Signaling,208,804,0.47418496012687683,0.4807692307692308,0.0787420022606596,0.13590834208604713,0.0493933525155944,1,2
tumor,C1QC_like_TAM,CMS4,tumor_epithelial,TGFB1,TGFBR1+TGFBR2,TGFb,Secreted Signaling,208,30,0.47418496012687683,0.4807692307692308,3.299287085397915e-07,3.162277660168379e-07,1.5422411034121126e-07,1,2
tumor,C1QC_like_TAM,tumor_epithelial,tumor_epithelial,TGFB1,TGFBR1+TGFBR2,TGFb,Secreted Signaling,208,2212,0.47418496012687683,0.4807692307692308,0.06467923565966509,0.1061607578363433,0.03956458955492413,1,2
tumor,C1QC_like_TAM,CMS1,tumor_epithelial,TGFB2,TGFBR1+TGFBR2,TGFb,Secreted Signaling,208,758,0.022482940927147862,0.019230769230769235,0.07554922431298865,0.11998751452139388,0.001979738921378739,1,2
tumor,C1QC_like_TAM,CMS2,tumor_epithelial,TGFB2,TGFBR1+TGFBR2,TGFb,Secreted Signaling,208,620,0.022482940927147862,0.019230769230769235,0.02111259844893521,0.041436234124726225,0.0006150152303738988,1,2
tumor,C1QC_like_TAM,CMS3,tumor_epithelial,TGFB2,TGFBR1+TGFBR2,TGFb,Secreted Signaling,208,804,0.022482940927147862,0.019230769230769235,0.0787420022606596,0.13590834208604713,0.002151053302145048,1,2
tumor,C1QC_like_TAM,CMS4,tumor_epithelial,TGFB2,TGFBR1+TGFBR2,TGFb,Secreted Signaling,208,30,0.022482940927147862,0.019230769230769235,3.299287085397915e-07,3.162277660168379e-07,6.716375077296219e-09,1,2
tumor,C1QC_like_TAM,tumor_epithelial,tumor_epithelial,TGFB2,TGFBR1+TGFBR2,TGFb,Secreted Signaling,208,2212,0.022482940927147862,0.019230769230769235,0.06467923565966509,0.1061607578363433,0.0017230160877066123,1,2
tumor,C1QC_like_TAM,CMS1,tumor_epithelial,TGFB3,TGFBR1+TGFBR2,TGFb,Secreted Signaling,208,758,0.010974373668432234,0.004807692307692308,0.07554922431298865,0.11998751452139388,0.0006915781088684987,1,2
tumor,C1QC_like_TAM,CMS2,tumor_epithelial,TGFB3,TGFBR1+TGFBR2,TGFb,Secreted Signaling,208,620,0.010974373668432234,0.004807692307692308,0.02111259844893521,0.041436234124726225,0.00021484200030329954,1,2
tumor,C1QC_like_TAM,CMS3,tumor_epithelial,TGFB3,TGFBR1+TGFBR2,TGFb,Secreted Signaling,208,804,0.010974373668432234,0.004807692307692308,0.0787420022606596,0.13590834208604713,0.0007514230077048724,1,2
tumor,C1QC_like_TAM,CMS4,tumor_epithelial,TGFB3,TGFBR1+TGFBR2,TGFb,Secreted Signaling,208,30,0.010974373668432234,0.004807692307692308,3.299287085397915e-07,3.162277660168379e-07,2.346217435162215e-09,1,2
