gene_symbol,gene_id,chemical,chemical_identity,evidence_tier,evidence_type,species,tissue_or_cell,direction,effect_size,p_value,fdr,dose,duration,dataset_or_reference,source_database,notes
CASP3,836,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1347034,PubChem BioAssay,"assay_name=Caspase-3/7 induction in HepG2 cells by small molecules, qHTS assay: Summary; assay_type=Summary; activity_name=; target_accession=CAC88866"
SMAD2,4087,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1347035,PubChem BioAssay,"assay_name=TGF-beta/Smad small molecule agonists, qHTS assay: Summary; assay_type=Summary; activity_name=Potency; target_accession=AAH14840"
SMAD3,4088,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1347035,PubChem BioAssay,"assay_name=TGF-beta/Smad small molecule agonists, qHTS assay: Summary; assay_type=Summary; activity_name=Potency; target_accession=AAH50743"
SMAD2,4087,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1347035,PubChem BioAssay,"assay_name=TGF-beta/Smad small molecule agonists, qHTS assay: Summary; assay_type=Summary; activity_name=Potency; target_accession=AAH14840"
SMAD3,4088,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1347035,PubChem BioAssay,"assay_name=TGF-beta/Smad small molecule agonists, qHTS assay: Summary; assay_type=Summary; activity_name=Potency; target_accession=AAH50743"
PGR,5241,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1347036,PubChem BioAssay,"assay_name=Progesterone receptor (PR) small molecule agonists, qHTS assay: Summary; assay_type=Summary; activity_name=Potency; target_accession=ABB72139"
PGR,5241,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1347036,PubChem BioAssay,"assay_name=Progesterone receptor (PR) small molecule agonists, qHTS assay: Summary; assay_type=Summary; activity_name=Potency; target_accession=ABB72139"
Casp7,100766857,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,bioassay activity,Cricetulus griseus,,Inactive,,,,,,PubChem-AID:1347037,PubChem BioAssay,"assay_name=Caspase-3/7 induction in CHO-K1 cells by small molecules, qHTS assay: Summary; assay_type=Summary; activity_name=; target_accession=EGW14942"
Casp3,100689061,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,bioassay activity,Cricetulus griseus,,Inactive,,,,,,PubChem-AID:1347037,PubChem BioAssay,"assay_name=Caspase-3/7 induction in CHO-K1 cells by small molecules, qHTS assay: Summary; assay_type=Summary; activity_name=; target_accession=NP_001230975"
Casp7,100766857,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,bioassay activity,Cricetulus griseus,,Inactive,,,,,,PubChem-AID:1347037,PubChem BioAssay,"assay_name=Caspase-3/7 induction in CHO-K1 cells by small molecules, qHTS assay: Summary; assay_type=Summary; activity_name=; target_accession=EGW14942"
Casp3,100689061,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,bioassay activity,Cricetulus griseus,,Inactive,,,,,,PubChem-AID:1347037,PubChem BioAssay,"assay_name=Caspase-3/7 induction in CHO-K1 cells by small molecules, qHTS assay: Summary; assay_type=Summary; activity_name=; target_accession=NP_001230975"
TRHR,7201,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1347038,PubChem BioAssay,assay_name=Thyrotropin-releasing hormone receptor (TRHR) small molecule antagonists: Summary; assay_type=Summary; activity_name=; target_accession=P34981
TRHR,7201,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1347038,PubChem BioAssay,assay_name=Thyrotropin-releasing hormone receptor (TRHR) small molecule antagonists: Summary; assay_type=Summary; activity_name=; target_accession=P34981
ACHE,43,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1347395,PubChem BioAssay,assay_name=Acetylcholinesterase (AChE) small molecule antagonists: colormetric cell-based qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=AAA68151
ACHE,43,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1347395,PubChem BioAssay,assay_name=Acetylcholinesterase (AChE) small molecule antagonists: colormetric cell-based qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=AAA68151
ACHE,43,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1347397,PubChem BioAssay,assay_name=Acetylcholinesterase (AChE) small molecule antagonists: enzyme-based qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=AAA68151
ACHE,43,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1347397,PubChem BioAssay,assay_name=Acetylcholinesterase (AChE) small molecule antagonists: enzyme-based qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=AAA68151
ACHE,43,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1347398,PubChem BioAssay,assay_name=Acetylcholinesterase (AChE) small molecule antagonists: fluorescence cell-based qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=AAA68151
ACHE,43,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1347398,PubChem BioAssay,assay_name=Acetylcholinesterase (AChE) small molecule antagonists: fluorescence cell-based qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=AAA68151
ACHE,43,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1347399,PubChem BioAssay,assay_name=Acetylcholinesterase (AChE) small molecule antagonists: enzyme-based qHTS assay with human liver microsomes; assay_type=Confirmatory; activity_name=Potency; target_accession=AAA68151
ACHE,43,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1347399,PubChem BioAssay,assay_name=Acetylcholinesterase (AChE) small molecule antagonists: enzyme-based qHTS assay with human liver microsomes; assay_type=Confirmatory; activity_name=Potency; target_accession=AAA68151
GPR151,134391,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1508602,PubChem BioAssay,assay_name=Cell-based high throughput primary assay to identify activators of GPR151; assay_type=Screening; activity_name=; target_accession=Q8TDV0
CYP2D6,1565,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,64.864,,,,,PubChem-AID:1671196,PubChem BioAssay,assay_name=Cytochrome P450 Family 2 Subfamily D Member 6 (CYP2D6) small molecule antagonists: luciferase reporter qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=
CYP2D6,1565,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,64.864,,,,,PubChem-AID:1671196,PubChem BioAssay,assay_name=Cytochrome P450 Family 2 Subfamily D Member 6 (CYP2D6) small molecule antagonists: luciferase reporter qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=ANW61984
CYP2D6,1565,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1671196,PubChem BioAssay,assay_name=Cytochrome P450 Family 2 Subfamily D Member 6 (CYP2D6) small molecule antagonists: luciferase reporter qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=
CYP2D6,1565,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1671196,PubChem BioAssay,assay_name=Cytochrome P450 Family 2 Subfamily D Member 6 (CYP2D6) small molecule antagonists: luciferase reporter qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=ANW61984
CYP2C19,1557,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,36.4757,,,,,PubChem-AID:1671197,PubChem BioAssay,assay_name=Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=
CYP2C19,1557,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,36.4757,,,,,PubChem-AID:1671197,PubChem BioAssay,assay_name=Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=AAV41877
CYP2C19,1557,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,35.5742,,,,,PubChem-AID:1671197,PubChem BioAssay,assay_name=Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=
CYP2C19,1557,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,35.5742,,,,,PubChem-AID:1671197,PubChem BioAssay,assay_name=Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=AAV41877
CYP2C9,1559,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1671198,PubChem BioAssay,assay_name=Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=
CYP2C9,1559,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1671198,PubChem BioAssay,assay_name=Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=AGS09764
CYP2C9,1559,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1671198,PubChem BioAssay,assay_name=Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=
CYP2C9,1559,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1671198,PubChem BioAssay,assay_name=Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=AGS09764
CYP1A2,1544,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,10.2803,,,,,PubChem-AID:1671199,PubChem BioAssay,assay_name=Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=
CYP1A2,1544,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,10.2803,,,,,PubChem-AID:1671199,PubChem BioAssay,assay_name=Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=EAW99313
CYP1A2,1544,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,22.4458,,,,,PubChem-AID:1671199,PubChem BioAssay,assay_name=Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=
CYP1A2,1544,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,22.4458,,,,,PubChem-AID:1671199,PubChem BioAssay,assay_name=Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=EAW99313
KCNH2,3757,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1671200,PubChem BioAssay,assay_name=Human Ether-a-go-go-Related Gene (hERG) channel small molecule antagonists: fluorescence cell-based qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=
KCNH2,3757,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1671200,PubChem BioAssay,assay_name=Human Ether-a-go-go-Related Gene (hERG) channel small molecule antagonists: fluorescence cell-based qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=ABQ01243
KCNH2,3757,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1671200,PubChem BioAssay,assay_name=Human Ether-a-go-go-Related Gene (hERG) channel small molecule antagonists: fluorescence cell-based qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=
KCNH2,3757,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1671200,PubChem BioAssay,assay_name=Human Ether-a-go-go-Related Gene (hERG) channel small molecule antagonists: fluorescence cell-based qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=ABQ01243
CYP3A4,1576,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,64.864,,,,,PubChem-AID:1671201,PubChem BioAssay,assay_name=Cytochrome P450 Family 3 Subfamily A Member 4 (CYP3A4) small molecule antagonists: luciferase reporter qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=
CYP3A4,1576,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,64.864,,,,,PubChem-AID:1671201,PubChem BioAssay,assay_name=Cytochrome P450 Family 3 Subfamily A Member 4 (CYP3A4) small molecule antagonists: luciferase reporter qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=ABI96208
CYP3A4,1576,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1671201,PubChem BioAssay,assay_name=Cytochrome P450 Family 3 Subfamily A Member 4 (CYP3A4) small molecule antagonists: luciferase reporter qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=
CYP3A4,1576,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1671201,PubChem BioAssay,assay_name=Cytochrome P450 Family 3 Subfamily A Member 4 (CYP3A4) small molecule antagonists: luciferase reporter qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=ABI96208
radA,41713747,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,bioassay activity,Pyrococcus furiosus DSM 3638,,Inactive,460,,,,,PubChem-AID:1799876; PMID:23344974,PubChem BioAssay,"assay_name=Thermal Denaturation Assay from Article 10.1002/cbic.201200521: ""Using a fragment-based approach to target protein-protein interactions.""; assay_type=Confirmatory; activity_name=Kd; target_accession=O74036"
UL50,3077439,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,bioassay activity,Human betaherpesvirus 5,,Inactive,,,,,,PubChem-AID:1918969,PubChem BioAssay,assay_name=Discovery of Small Molecules to Inhibit Human Cytomegalovirus Nuclear Egress; assay_type=Screening; activity_name=; target_accession=
UL53,3077575,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier B,bioassay activity,Human betaherpesvirus 5,,Inactive,,,,,,PubChem-AID:1918969,PubChem BioAssay,assay_name=Discovery of Small Molecules to Inhibit Human Cytomegalovirus Nuclear Egress; assay_type=Screening; activity_name=; target_accession=
NFE2L2,4780,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inconclusive,35.217,,,,,PubChem-AID:1919969,PubChem BioAssay,assay_name=Nuclear factor erythroid 2-related factor 2/antioxidant responsive element (Nrf2/ARE) small molecule agonists: luciferase reporter gene qHTS assay in human keratinocytes; assay_type=Confirmatory; activity_name=Potency; target_accession=
NFE2L2,4780,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inconclusive,35.217,,,,,PubChem-AID:1919969,PubChem BioAssay,assay_name=Nuclear factor erythroid 2-related factor 2/antioxidant responsive element (Nrf2/ARE) small molecule agonists: luciferase reporter gene qHTS assay in human keratinocytes; assay_type=Confirmatory; activity_name=Potency; target_accession=AAH11558
NFE2L2,4780,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1919969,PubChem BioAssay,assay_name=Nuclear factor erythroid 2-related factor 2/antioxidant responsive element (Nrf2/ARE) small molecule agonists: luciferase reporter gene qHTS assay in human keratinocytes; assay_type=Confirmatory; activity_name=Potency; target_accession=
NFE2L2,4780,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1919969,PubChem BioAssay,assay_name=Nuclear factor erythroid 2-related factor 2/antioxidant responsive element (Nrf2/ARE) small molecule agonists: luciferase reporter gene qHTS assay in human keratinocytes; assay_type=Confirmatory; activity_name=Potency; target_accession=AAH11558
NFE2L2,4780,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Active,,,,,,PubChem-AID:1919970,PubChem BioAssay,"assay_name=Nuclear factor erythroid 2-related factor 2/antioxidant responsive element (Nrf2/ARE) small molecule agonists, luciferase reporter gene qHTS assay in human keratinocytes: Summary; assay_type=Summary; activity_name=; target_accession=AAH11558"
NFE2L2,4780,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1919970,PubChem BioAssay,"assay_name=Nuclear factor erythroid 2-related factor 2/antioxidant responsive element (Nrf2/ARE) small molecule agonists, luciferase reporter gene qHTS assay in human keratinocytes: Summary; assay_type=Summary; activity_name=; target_accession=AAH11558"
GNRHR,2798,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1920063,PubChem BioAssay,"assay_name=Human gonadotropin-releasing hormone receptor (GnRHR) small molecule agonists, calcium flux assay in GnRHR-HEK293 cells; assay_type=Confirmatory; activity_name=Potency; target_accession=AAI13547"
GNRHR,2798,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1920063,PubChem BioAssay,"assay_name=Human gonadotropin-releasing hormone receptor (GnRHR) small molecule agonists, calcium flux assay in GnRHR-HEK293 cells; assay_type=Confirmatory; activity_name=Potency; target_accession=AAI13547"
KISS1R,84634,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1920064,PubChem BioAssay,"assay_name=Human kisspeptin (KISS1R) small molecule agonists, calcium flux assay in KISS1R-HEK293 cells; assay_type=Confirmatory; activity_name=Potency; target_accession=ACG60651"
KISS1R,84634,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1920064,PubChem BioAssay,"assay_name=Human kisspeptin (KISS1R) small molecule agonists, calcium flux assay in KISS1R-HEK293 cells; assay_type=Confirmatory; activity_name=Potency; target_accession=ACG60651"
GNRHR,2798,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1920067,PubChem BioAssay,"assay_name=Human gonadotropin-releasing hormone receptor (GnRHR) small molecule agonists, calcium flux assay in GnRHR-HEK293 cells: Summary; assay_type=Summary; activity_name=; target_accession=AAI13547"
GNRHR,2798,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1920067,PubChem BioAssay,"assay_name=Human gonadotropin-releasing hormone receptor (GnRHR) small molecule agonists, calcium flux assay in GnRHR-HEK293 cells: Summary; assay_type=Summary; activity_name=; target_accession=AAI13547"
KISS1R,84634,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1920068,PubChem BioAssay,"assay_name=Human kisspeptin (KISS1R) small molecule agonists, calcium flux assay in KISS1R-HEK293 cells: Summary; assay_type=Summary; activity_name=; target_accession=ACG60651"
KISS1R,84634,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1920068,PubChem BioAssay,"assay_name=Human kisspeptin (KISS1R) small molecule agonists, calcium flux assay in KISS1R-HEK293 cells: Summary; assay_type=Summary; activity_name=; target_accession=ACG60651"
TP53,7157,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1963577,PubChem BioAssay,"assay_name=p53 small molecule agonists, cell-based qHTS assay with human liver microsomes; assay_type=Confirmatory; activity_name=Potency; target_accession=AFN61604"
TP53,7157,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1963577,PubChem BioAssay,"assay_name=p53 small molecule agonists, cell-based qHTS assay with human liver microsomes; assay_type=Confirmatory; activity_name=Potency; target_accession=AFN61604"
TP53,7157,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1963578,PubChem BioAssay,"assay_name=p53 small molecule agonists, cell-based qHTS assay with rat liver microsomes; assay_type=Confirmatory; activity_name=Potency; target_accession=AFN61604"
TP53,7157,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1963578,PubChem BioAssay,"assay_name=p53 small molecule agonists, cell-based qHTS assay with rat liver microsomes; assay_type=Confirmatory; activity_name=Potency; target_accession=AFN61604"
TP53,7157,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1963582,PubChem BioAssay,"assay_name=p53 small molecule agonists, cell-based qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession="
TP53,7157,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1963582,PubChem BioAssay,"assay_name=p53 small molecule agonists, cell-based qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=AFN61604"
TP53,7157,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1963582,PubChem BioAssay,"assay_name=p53 small molecule agonists, cell-based qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession="
TP53,7157,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1963582,PubChem BioAssay,"assay_name=p53 small molecule agonists, cell-based qHTS assay; assay_type=Confirmatory; activity_name=Potency; target_accession=AFN61604"
TP53,7157,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1963583,PubChem BioAssay,"assay_name=p53 small molecule agonists, cell-based qHTS assay with rat liver microsomes: Summary; assay_type=Summary; activity_name=Potency; target_accession="
TP53,7157,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1963583,PubChem BioAssay,"assay_name=p53 small molecule agonists, cell-based qHTS assay with rat liver microsomes: Summary; assay_type=Summary; activity_name=Potency; target_accession=AFN61604"
TP53,7157,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1963583,PubChem BioAssay,"assay_name=p53 small molecule agonists, cell-based qHTS assay with rat liver microsomes: Summary; assay_type=Summary; activity_name=Potency; target_accession="
TP53,7157,2-naphthol,CTD:C028405; PubChem CID:8663; ChEMBL:CHEMBL14126,Tier A,bioassay activity,Homo sapiens,,Inactive,,,,,,PubChem-AID:1963583,PubChem BioAssay,"assay_name=p53 small molecule agonists, cell-based qHTS assay with rat liver microsomes: Summary; assay_type=Summary; activity_name=Potency; target_accession=AFN61604"
