chemical_id,chemical_name,chemical_class,human_biomarker,exposure_axis,mapping_type,mapping_confidence,mapping_source,mapping_status,candidate_is_primary,NHANES_variable,matrix,NHANES_lab_component,cycle_list,n_cycles_available,weight_variable,n_measured,n_above_lod,pooled_above_lod_pct,mapped
C006780,bisphenol A,bisphenols,URXBPH,bisphenol exposure axis,direct urinary analyte,high,CDC NHANES environmental phenols panel and codebook,mapped,True,URXBPH,urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,WTSA2YR;WTSB2YR;WTSC2YR,12907,11918,92.3374912837995,True
C487806,"bisphenol A 3,4-quinone",bisphenols,URXBPH,bisphenol exposure axis,direct urinary analyte,high,CDC NHANES environmental phenols panel and codebook,mapped,True,URXBPH,urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,WTSA2YR;WTSB2YR;WTSC2YR,12907,11918,92.3374912837995,True
C000592166,bisphenol A bis(diphenylphosphate),bisphenols,URXBPH,bisphenol exposure axis,direct urinary analyte,high,CDC NHANES environmental phenols panel and codebook,mapped,True,URXBPH,urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,WTSA2YR;WTSB2YR;WTSC2YR,12907,11918,92.3374912837995,True
D000098826,Bisphenol A Compounds,bisphenols,URXBPH,bisphenol exposure axis,direct urinary analyte,high,CDC NHANES environmental phenols panel and codebook,mapped,True,URXBPH,urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,WTSA2YR;WTSB2YR;WTSC2YR,12907,11918,92.3374912837995,True
C019273,bisphenol A diglycidyl ether,bisphenols,URXBPH,bisphenol exposure axis,direct urinary analyte,high,CDC NHANES environmental phenols panel and codebook,mapped,True,URXBPH,urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,WTSA2YR;WTSB2YR;WTSC2YR,12907,11918,92.3374912837995,True
C574799,bisphenol A disulfate,bisphenols,URXBPH,bisphenol exposure axis,direct urinary analyte,high,CDC NHANES environmental phenols panel and codebook,mapped,True,URXBPH,urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,WTSA2YR;WTSB2YR;WTSC2YR,12907,11918,92.3374912837995,True
C029420,bisphenol A epoxy resin diacrylate ester,bisphenols,URXBPH,bisphenol exposure axis,direct urinary analyte,high,CDC NHANES environmental phenols panel and codebook,mapped,True,URXBPH,urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,WTSA2YR;WTSB2YR;WTSC2YR,12907,11918,92.3374912837995,True
C583074,bisphenol AF,bisphenols;pfas_perfluoro,URXBPH,bisphenol exposure axis,direct urinary analyte,high,CDC NHANES environmental phenols panel and codebook,mapped,True,URXBPH,urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,WTSA2YR;WTSB2YR;WTSC2YR,12907,11918,92.3374912837995,True
C512161,bisphenol A glucuronide,bisphenols,URXBPH,bisphenol exposure axis,direct urinary analyte,high,CDC NHANES environmental phenols panel and codebook,mapped,True,URXBPH,urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,WTSA2YR;WTSB2YR;WTSC2YR,12907,11918,92.3374912837995,True
C000710671,bisphenol A-glycidyl dimethacrylate,bisphenols,URXBPH,bisphenol exposure axis,direct urinary analyte,high,CDC NHANES environmental phenols panel and codebook,mapped,True,URXBPH,urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,WTSA2YR;WTSB2YR;WTSC2YR,12907,11918,92.3374912837995,True
D017438,Bisphenol A-Glycidyl Methacrylate,bisphenols,URXBPH,bisphenol exposure axis,direct urinary analyte,high,CDC NHANES environmental phenols panel and codebook,mapped,True,URXBPH,urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,WTSA2YR;WTSB2YR;WTSC2YR,12907,11918,92.3374912837995,True
C470376,bisphenol A-O-beta-D-glucopyranoside,bisphenols,URXBPH,bisphenol exposure axis,direct urinary analyte,high,CDC NHANES environmental phenols panel and codebook,mapped,True,URXBPH,urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,WTSA2YR;WTSB2YR;WTSC2YR,12907,11918,92.3374912837995,True
C028237,bisphenol-A-polycarbonate,bisphenols,URXBPH,bisphenol exposure axis,direct urinary analyte,high,CDC NHANES environmental phenols panel and codebook,mapped,True,URXBPH,urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,WTSA2YR;WTSB2YR;WTSC2YR,12907,11918,92.3374912837995,True
C492482,bisphenol B,bisphenols,URXBPH,bisphenol exposure axis,direct urinary analyte,high,CDC NHANES environmental phenols panel and codebook,mapped,True,URXBPH,urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,WTSA2YR;WTSB2YR;WTSC2YR,12907,11918,92.3374912837995,True
D000098923,Bisphenol B Compounds,bisphenols,URXBPH,bisphenol exposure axis,direct urinary analyte,high,CDC NHANES environmental phenols panel and codebook,mapped,True,URXBPH,urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,WTSA2YR;WTSB2YR;WTSC2YR,12907,11918,92.3374912837995,True
C000705701,bisphenol E,bisphenols,URXBPH,bisphenol exposure axis,direct urinary analyte,high,CDC NHANES environmental phenols panel and codebook,mapped,True,URXBPH,urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,WTSA2YR;WTSB2YR;WTSC2YR,12907,11918,92.3374912837995,True
C000611646,bisphenol F,bisphenols,URXBPH,bisphenol exposure axis,direct urinary analyte,high,CDC NHANES environmental phenols panel and codebook,mapped,True,URXBPH,urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,WTSA2YR;WTSB2YR;WTSC2YR,12907,11918,92.3374912837995,True
D000098833,Bisphenol F Compounds,bisphenols,URXBPH,bisphenol exposure axis,direct urinary analyte,high,CDC NHANES environmental phenols panel and codebook,mapped,True,URXBPH,urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,WTSA2YR;WTSB2YR;WTSC2YR,12907,11918,92.3374912837995,True
C000730470,bisphenol P,bisphenols,URXBPH,bisphenol exposure axis,direct urinary analyte,high,CDC NHANES environmental phenols panel and codebook,mapped,True,URXBPH,urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,WTSA2YR;WTSB2YR;WTSC2YR,12907,11918,92.3374912837995,True
C000731776,bisphenol ph,bisphenols,URXBPH,bisphenol exposure axis,direct urinary analyte,high,CDC NHANES environmental phenols panel and codebook,mapped,True,URXBPH,urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,WTSA2YR;WTSB2YR;WTSC2YR,12907,11918,92.3374912837995,True
C543008,bisphenol S,bisphenols,URXBPH,bisphenol exposure axis,direct urinary analyte,high,CDC NHANES environmental phenols panel and codebook,mapped,True,URXBPH,urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,WTSA2YR;WTSB2YR;WTSC2YR,12907,11918,92.3374912837995,True
D000098704,Bisphenols,bisphenols,URXBPH,bisphenol exposure axis,direct urinary analyte,high,CDC NHANES environmental phenols panel and codebook,mapped,True,URXBPH,urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,WTSA2YR;WTSB2YR;WTSC2YR,12907,11918,92.3374912837995,True
D000098831,Bisphenol S Compounds,bisphenols,URXBPH,bisphenol exposure axis,direct urinary analyte,high,CDC NHANES environmental phenols panel and codebook,mapped,True,URXBPH,urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,WTSA2YR;WTSB2YR;WTSC2YR,12907,11918,92.3374912837995,True
C517113,bisphenol Z,bisphenols,URXBPH,bisphenol exposure axis,direct urinary analyte,high,CDC NHANES environmental phenols panel and codebook,mapped,True,URXBPH,urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,WTSA2YR;WTSB2YR;WTSC2YR,12907,11918,92.3374912837995,True
C539578,bisphosphitopyrophosphatotricontamolybdate,heavy_metals,,metal exposure axis,metal family searched; no mapped elemental analyte,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C013590,bis(tribromocarboranyl)cobaltate,heavy_metals,URXUCO,metal exposure axis,elemental urinary biomarker for parent metal/species,moderate,CDC NHANES metals blood/urine panels and codebooks,mapped,True,URXUCO,urine,Metals - Urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,WTSA2YR;WTSHM2YR,26801,26648,99.42912577888885,True
C522307,bis(trifluoroaceto) disulfide,pfas_perfluoro,,PFAS exposure axis,PFAS class searched; no candidate-specific NHANES variable,unresolved,CDC NHANES PFAS panels searched; no specific analyte name match,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C521471,bis(trifluoroacetoxy)iodo(III) pentafluorobenzene,pfas_perfluoro,,PFAS exposure axis,PFAS class searched; no candidate-specific NHANES variable,unresolved,CDC NHANES PFAS panels searched; no specific analyte name match,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C074419,bis(trifluoromethyl)disulfide,pfas_perfluoro,,PFAS exposure axis,PFAS class searched; no candidate-specific NHANES variable,unresolved,CDC NHANES PFAS panels searched; no specific analyte name match,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C506333,BKM-570,pfas_perfluoro,,PFAS exposure axis,PFAS class searched; no candidate-specific NHANES variable,unresolved,CDC NHANES PFAS panels searched; no specific analyte name match,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C417045,BKM 870,pfas_perfluoro,,PFAS exposure axis,PFAS class searched; no candidate-specific NHANES variable,unresolved,CDC NHANES PFAS panels searched; no specific analyte name match,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C417046,BKM 872,pfas_perfluoro,,PFAS exposure axis,PFAS class searched; no candidate-specific NHANES variable,unresolved,CDC NHANES PFAS panels searched; no specific analyte name match,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C031354,black copper cement,heavy_metals,,metal exposure axis,metal family searched; no mapped elemental analyte,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C088923,BMS 180550,heavy_metals,,metal exposure axis,metal family searched; no mapped elemental analyte,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C092683,Boc-alanine pentafluorophenyl ester,pfas_perfluoro,,PFAS exposure axis,PFAS class searched; no candidate-specific NHANES variable,unresolved,CDC NHANES PFAS panels searched; no specific analyte name match,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C006788,Bordeaux mixture,heavy_metals,,metal exposure axis,metal family searched; no mapped elemental analyte,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C550757,bornite,heavy_metals,,metal exposure axis,metal family searched; no mapped elemental analyte,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C000715167,boron-doped bismuth oxybromide,heavy_metals,,metal exposure axis,metal family searched; no mapped elemental analyte,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C471302,BR14 contrast agent,pfas_perfluoro,,PFAS exposure axis,PFAS class searched; no candidate-specific NHANES variable,unresolved,CDC NHANES PFAS panels searched; no specific analyte name match,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C048399,brass,heavy_metals,,metal exposure axis,metal family searched; no mapped elemental analyte,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C582932,BRD73954,phthalates,,,none,unresolved,,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C083517,BRL 55834,pfas_perfluoro,,PFAS exposure axis,PFAS class searched; no candidate-specific NHANES variable,unresolved,CDC NHANES PFAS panels searched; no specific analyte name match,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C013419,bromoacetylaminoisophthalic acid,phthalates,,,none,unresolved,,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C027561,butylbenzyl phthalate,phthalates,URXMZP,phthalate exposure axis,parent-to-validated-urinary-metabolite axis,moderate,CDC NHANES phthalate/plasticizer metabolite panel and codebook,mapped,True,URXMZP,urine,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,WTSA2YR;WTSB2YR;WTSPH2YR;WTSPH4YR,26740,26365,98.59760658189978,True
C026105,butylidenephthalide,phthalates,,,none,unresolved,,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C557975,butyl isobutyl phthalate,phthalates,,,none,unresolved,,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C048569,butyl phthalyl butyl glycolate,phthalates,,,none,unresolved,,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C013859,cadminate,heavy_metals,,metal exposure axis,metal family searched; no mapped elemental analyte,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
D002104,Cadmium,heavy_metals,URXUCD,metal exposure axis,elemental urinary biomarker for parent metal/species,moderate,CDC NHANES metals blood/urine panels and codebooks,mapped,True,URXUCD,urine,Metals - Urine,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,8,WTSA2YR,21631,18152,83.91660117424067,True
C000615545,Cadmium-106,heavy_metals,URXUCD,metal exposure axis,elemental urinary biomarker for parent metal/species,moderate,CDC NHANES metals blood/urine panels and codebooks,mapped,True,URXUCD,urine,Metals - Urine,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,8,WTSA2YR,21631,18152,83.91660117424067,True
C000615546,Cadmium-110,heavy_metals,URXUCD,metal exposure axis,elemental urinary biomarker for parent metal/species,moderate,CDC NHANES metals blood/urine panels and codebooks,mapped,True,URXUCD,urine,Metals - Urine,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,8,WTSA2YR,21631,18152,83.91660117424067,True
C000615547,Cadmium-111,heavy_metals,URXUCD,metal exposure axis,elemental urinary biomarker for parent metal/species,moderate,CDC NHANES metals blood/urine panels and codebooks,mapped,True,URXUCD,urine,Metals - Urine,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,8,WTSA2YR,21631,18152,83.91660117424067,True
C000615548,Cadmium-112,heavy_metals,URXUCD,metal exposure axis,elemental urinary biomarker for parent metal/species,moderate,CDC NHANES metals blood/urine panels and codebooks,mapped,True,URXUCD,urine,Metals - Urine,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,8,WTSA2YR,21631,18152,83.91660117424067,True
C028031,cadmium acetate,heavy_metals,URXUCD,metal exposure axis,elemental urinary biomarker for parent metal/species,moderate,CDC NHANES metals blood/urine panels and codebooks,mapped,True,URXUCD,urine,Metals - Urine,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,8,WTSA2YR,21631,18152,83.91660117424067,True
C038075,cadmium carbonate,heavy_metals,URXUCD,metal exposure axis,elemental urinary biomarker for parent metal/species,moderate,CDC NHANES metals blood/urine panels and codebooks,mapped,True,URXUCD,urine,Metals - Urine,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,8,WTSA2YR,21631,18152,83.91660117424067,True
C006872,calcium antimonate,heavy_metals,,metal exposure axis,metal family searched; no mapped elemental analyte,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C546142,calcium antimony oxide hydroxide,heavy_metals,URXUSB,metal exposure axis,elemental urinary biomarker for parent metal/species,moderate,CDC NHANES metals blood/urine panels and codebooks,mapped,True,URXUSB,urine,Metals - Urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,WTSA2YR;WTSHM2YR,26611,21457,80.63206944496636,True
D002142,Californium,heavy_metals,,metal exposure axis,metal family searched; no mapped elemental analyte,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C000615199,Californium-252,heavy_metals,,metal exposure axis,metal family searched; no mapped elemental analyte,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C000599117,CaMoO4,heavy_metals,,metal exposure axis,metal family searched; no mapped elemental analyte,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C554924,CaO-ZrO2-SiO2,heavy_metals,,metal exposure axis,metal family searched; no mapped elemental analyte,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C082959,carazolol FD,pfas_perfluoro,,PFAS exposure axis,PFAS class searched; no candidate-specific NHANES variable,unresolved,CDC NHANES PFAS panels searched; no specific analyte name match,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C035066,carbon tetrafluoride,pfas_perfluoro,,PFAS exposure axis,PFAS class searched; no candidate-specific NHANES variable,unresolved,CDC NHANES PFAS panels searched; no specific analyte name match,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C094094,carboxydextran-coated magnetic iron oxide particles,heavy_metals,,metal exposure axis,metal family searched; no mapped elemental analyte,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C002553,caroxin D,pfas_perfluoro,,PFAS exposure axis,PFAS class searched; no candidate-specific NHANES variable,unresolved,CDC NHANES PFAS panels searched; no specific analyte name match,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C006920,caroxin F,pfas_perfluoro,,PFAS exposure axis,PFAS class searched; no candidate-specific NHANES variable,unresolved,CDC NHANES PFAS panels searched; no specific analyte name match,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C000625762,cathinone phthalimide,phthalates,,,none,unresolved,,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C089532,cationic colloidal gold,heavy_metals,,metal exposure axis,metal family searched; no mapped elemental analyte,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C115112,CC 3052,phthalates,,,none,unresolved,,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C000609735,CC-885,phthalates,,,none,unresolved,,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C049948,CCI 103F,pfas_perfluoro,,PFAS exposure axis,PFAS class searched; no candidate-specific NHANES variable,unresolved,CDC NHANES PFAS panels searched; no specific analyte name match,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C474490,CdZnTe,heavy_metals,,metal exposure axis,metal family searched; no mapped elemental analyte,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C082960,celiprolol FD,pfas_perfluoro,,PFAS exposure axis,PFAS class searched; no candidate-specific NHANES variable,unresolved,CDC NHANES PFAS panels searched; no specific analyte name match,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C519939,CeNiSb3,heavy_metals,,metal exposure axis,metal family searched; no mapped elemental analyte,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C118004,CEP 1612,phthalates,,,none,unresolved,,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C523456,CEP 8983,phthalates,,,none,unresolved,,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C000597465,CEP-9722,phthalates,,,none,unresolved,,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
C005364,Cervisol,heavy_metals,,metal exposure axis,metal family searched; no mapped elemental analyte,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,resolved_no_candidate_specific_analyte,False,,,,,0,,0,0,,False
D002586,Cesium,heavy_metals,URXUCS,metal exposure axis,elemental urinary biomarker for parent metal/species,moderate,CDC NHANES metals blood/urine panels and codebooks,mapped,True,URXUCS,urine,Metals - Urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,WTSA2YR;WTSHM2YR,26799,26798,99.996268517482,True
C000614983,Cesium-128,heavy_metals,URXUCS,metal exposure axis,elemental urinary biomarker for parent metal/species,moderate,CDC NHANES metals blood/urine panels and codebooks,mapped,True,URXUCS,urine,Metals - Urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,WTSA2YR;WTSHM2YR,26799,26798,99.996268517482,True
C000614984,Cesium-129,heavy_metals,URXUCS,metal exposure axis,elemental urinary biomarker for parent metal/species,moderate,CDC NHANES metals blood/urine panels and codebooks,mapped,True,URXUCS,urine,Metals - Urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,WTSA2YR;WTSHM2YR,26799,26798,99.996268517482,True
C000614985,Cesium-131,heavy_metals,URXUCS,metal exposure axis,elemental urinary biomarker for parent metal/species,moderate,CDC NHANES metals blood/urine panels and codebooks,mapped,True,URXUCS,urine,Metals - Urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,WTSA2YR;WTSHM2YR,26799,26798,99.996268517482,True
C000614986,Cesium-132,heavy_metals,URXUCS,metal exposure axis,elemental urinary biomarker for parent metal/species,moderate,CDC NHANES metals blood/urine panels and codebooks,mapped,True,URXUCS,urine,Metals - Urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,WTSA2YR;WTSHM2YR,26799,26798,99.996268517482,True
C000614987,Cesium-134,heavy_metals,URXUCS,metal exposure axis,elemental urinary biomarker for parent metal/species,moderate,CDC NHANES metals blood/urine panels and codebooks,mapped,True,URXUCS,urine,Metals - Urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,WTSA2YR;WTSHM2YR,26799,26798,99.996268517482,True
C000614988,Cesium-135,heavy_metals,URXUCS,metal exposure axis,elemental urinary biomarker for parent metal/species,moderate,CDC NHANES metals blood/urine panels and codebooks,mapped,True,URXUCS,urine,Metals - Urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,WTSA2YR;WTSHM2YR,26799,26798,99.996268517482,True
C000614989,Cesium-137,heavy_metals,URXUCS,metal exposure axis,elemental urinary biomarker for parent metal/species,moderate,CDC NHANES metals blood/urine panels and codebooks,mapped,True,URXUCS,urine,Metals - Urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,WTSA2YR;WTSHM2YR,26799,26798,99.996268517482,True
C000614990,Cesium-138,heavy_metals,URXUCS,metal exposure axis,elemental urinary biomarker for parent metal/species,moderate,CDC NHANES metals blood/urine panels and codebooks,mapped,True,URXUCS,urine,Metals - Urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,WTSA2YR;WTSHM2YR,26799,26798,99.996268517482,True
C000614991,Cesium-144,heavy_metals,URXUCS,metal exposure axis,elemental urinary biomarker for parent metal/species,moderate,CDC NHANES metals blood/urine panels and codebooks,mapped,True,URXUCS,urine,Metals - Urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,WTSA2YR;WTSHM2YR,26799,26798,99.996268517482,True
C025761,cesium arsenate,heavy_metals,URXUCS,metal exposure axis,elemental urinary biomarker for parent metal/species,moderate,CDC NHANES metals blood/urine panels and codebooks,mapped,True,URXUCS,urine,Metals - Urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,WTSA2YR;WTSHM2YR,26799,26798,99.996268517482,True
C078556,cesium bromide,heavy_metals,URXUCS,metal exposure axis,elemental urinary biomarker for parent metal/species,moderate,CDC NHANES metals blood/urine panels and codebooks,mapped,True,URXUCS,urine,Metals - Urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,WTSA2YR;WTSHM2YR,26799,26798,99.996268517482,True
C545311,cesium carbonate,heavy_metals,URXUCS,metal exposure axis,elemental urinary biomarker for parent metal/species,moderate,CDC NHANES metals blood/urine panels and codebooks,mapped,True,URXUCS,urine,Metals - Urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,WTSA2YR;WTSHM2YR,26799,26798,99.996268517482,True
C028019,cesium chloride,heavy_metals,URXUCS,metal exposure axis,elemental urinary biomarker for parent metal/species,moderate,CDC NHANES metals blood/urine panels and codebooks,mapped,True,URXUCS,urine,Metals - Urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,WTSA2YR;WTSHM2YR,26799,26798,99.996268517482,True
C027754,cesium fluoride,heavy_metals,URXUCS,metal exposure axis,elemental urinary biomarker for parent metal/species,moderate,CDC NHANES metals blood/urine panels and codebooks,mapped,True,URXUCS,urine,Metals - Urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,WTSA2YR;WTSHM2YR,26799,26798,99.996268517482,True
C040050,cesium iodide,heavy_metals,URXUCS,metal exposure axis,elemental urinary biomarker for parent metal/species,moderate,CDC NHANES metals blood/urine panels and codebooks,mapped,True,URXUCS,urine,Metals - Urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,WTSA2YR;WTSHM2YR,26799,26798,99.996268517482,True
