gene,n_independent_datasets,n_significant_datasets,direction,all_directions_same,median_log2FC,min_FDR,meta_log2FC,meta_SE,meta_p,strict_supported,direction_supported,label
USP14,2,1,up,True,0.1475062271075062,0.0194515235082466,0.1538620247433893,0.1048600600719667,0.1422922373087062,False,True,DINP
BET1L,2,1,down,True,-0.3122522242210719,0.0195509382940307,-0.299444672288122,0.1921832475145468,0.119204667990058,False,True,DINP
CRIPT,2,1,up,True,0.177394353472275,0.0203651143830879,0.168783333811918,0.1213381061905926,0.164220358324263,False,True,DINP
LTV1,2,1,up,True,0.2475806819665207,0.0203651143830879,0.2346574077438653,0.1834813311970541,0.2009262584384163,False,True,DINP
NUFIP2,2,1,down,True,-0.2694212510476643,0.020405986646275,-0.2872226070058685,0.0614429313356115,2.944925298141953e-06,False,True,DINP
USP9X,2,1,up,True,0.2490296391134112,0.020405986646275,0.2728538397266559,0.0890431276138809,0.0021818832571135,False,True,DINP
ZNF845,2,1,up,True,0.4235052130992888,0.020405986646275,0.4061995175036478,0.2219048965833701,0.0671734534639676,False,True,DINP
PDE2A,2,1,down,True,-0.4671867151179028,0.0206420717902717,-0.5099272931850741,0.1176506094007097,1.4625710356794217e-05,False,True,DINP
GAPDH,2,1,up,True,0.3666667387111042,0.0210358747539134,0.3919815736938111,0.0784948072673111,5.922535295126262e-07,False,True,DINP
UBE2G2,2,1,down,True,-0.3230256873293873,0.0210358747539134,-0.3159952016746963,0.2406790761043684,0.1892059455378413,False,True,DINP
SLC16A6,2,1,down,True,-0.4791291651677335,0.0210618657496118,-0.5985785110661913,0.1409377867838311,2.165440976452594e-05,False,True,DINP
UBR1,2,1,up,True,0.2408164401147465,0.0213888646350948,0.2655455906834699,0.1056056993327543,0.0119201111449164,False,True,DINP
ANAPC13,2,1,up,True,0.4742557848969815,0.0217321715004163,0.532139928406723,0.1139732643073549,3.026854403095879e-06,False,True,DINP
COMMD6,2,1,up,True,0.2529195612854251,0.0218019945814301,0.2422189797995375,0.1542783677421694,0.1164121821846473,False,True,DINP
AURKAIP1,2,1,up,True,0.2210397629494727,0.0222678066197962,0.2302992116791225,0.0494270150292871,3.1716427379936643e-06,False,True,DINP
MFSD1,2,1,down,True,-0.2059054093302084,0.0222678066197962,-0.1989893654304704,0.0996877739887568,0.045920201013247,False,True,DINP
TRMT112,2,1,down,True,-0.2567664561518841,0.0222678066197962,-0.2459718417358589,0.1887136446657308,0.192433757253037,False,True,DINP
PDIA4,2,1,down,True,-0.6502399037809141,0.0229358492954053,-0.6525251867530465,0.1317260182370975,7.28324681066718e-07,False,True,DINP
SLC12A7,2,1,up,True,0.2881154942013009,0.0231806757740244,0.3335983480810701,0.0745079355983805,7.557414018999993e-06,False,True,DINP
C5,2,1,up,True,0.6787758350123917,0.0235220735188673,0.5271526938013968,0.3854901648947631,0.1714727867380083,False,True,DINP
YTHDF3,2,1,down,True,-0.2963471629316017,0.0235220735188673,-0.3282663448438997,0.0687741108193584,1.814033171356891e-06,False,True,DINP
SCAMP5,2,1,down,True,-0.6013674473345819,0.0235572474469076,-0.5319219932663101,0.1038451892046669,3.0189623322583504e-07,False,True,DINP
ITIH4,2,1,up,True,0.5931579441781689,0.0236680867344882,0.4245759557934245,0.0952995489834784,8.382566129485593e-06,False,True,DINP
NADSYN1,2,1,up,True,0.4338746170413624,0.0236680867344882,0.4277218440341043,0.0998558259118764,1.8406382084167754e-05,False,True,DINP
UBL3,2,1,up,True,0.2868106091784952,0.0243734907986185,0.3096876003796301,0.0716824692286921,1.5583861445255552e-05,False,True,DINP
POFUT2,2,1,down,True,-0.2535959364392937,0.0245107411713971,-0.2671597204381515,0.0897280896788896,0.002906695206287,False,True,DINP
PPP1R11,2,1,up,True,0.3741162822631301,0.0246060949243787,0.4082381669786401,0.0857333359620853,1.9194959448494416e-06,False,True,DINP
PTPRF,2,1,down,True,-0.318079133958836,0.0247969754797255,-0.2947112029727901,0.0559332537183624,1.371838047196691e-07,False,True,DINP
MRPL13,2,1,up,True,0.4837088285930764,0.025312436847206,0.5310780181306126,0.1544472267437679,0.0005847894824028,False,True,DINP
WDR5,2,1,down,True,-0.1627407944692509,0.0258504371087344,-0.1691412801153436,0.1006089689629211,0.0927289342723032,False,True,DINP
FITM2,2,1,up,True,0.2904813774246246,0.02588501657458,0.2742919085962954,0.1201286931818342,0.0224116919330682,False,True,DINP
HPX,2,1,down,True,-0.5345629193471166,0.02588501657458,-0.5061559682243624,0.1057259651739834,1.6892815733640146e-06,False,True,DINP
FBXW2,2,1,down,True,-0.1949676263299025,0.0259674252287014,-0.185649887082479,0.1715436420430877,0.279149793918554,False,True,DINP
GTF3C2,2,1,up,True,0.2430508661620252,0.0259674252287014,0.226970693801194,0.0678920607434074,0.0008284476026906,False,True,DINP
TLK2,2,1,down,True,-0.3244413476112551,0.0261329007083251,-0.3062403088571134,0.2736100318277371,0.2630299449140131,False,True,DINP
CTDNEP1,2,1,up,True,0.2491247082377401,0.0268732337456201,0.2810997563287137,0.0621316046688915,6.06061561653533e-06,False,True,DINP
ACP1,2,1,up,True,0.2843289501656096,0.027110464845798,0.2940164495967369,0.0664485149158723,9.656491422519438e-06,False,True,DINP
DCTN2,2,1,down,True,-0.1955629186092493,0.027110464845798,-0.1867716733176406,0.119140812100515,0.1169617012227877,False,True,DINP
NAE1,2,1,up,True,0.2200376197837754,0.027110464845798,0.2124941629116848,0.1480240221905243,0.1511337437371241,False,True,DINP
APOC3,2,1,down,True,-0.360824280860981,0.0271665775247447,-0.3114448208544172,0.0675740790719978,4.047286879116388e-06,False,True,DINP
CHD3,2,1,up,True,0.2402455683102489,0.0272518806817035,0.2669126326122071,0.1183069357293616,0.024064181308031,False,True,DINP
PDGFA,2,1,down,True,-0.3329488802910891,0.0272518806817035,-0.3306229373074545,0.228086201716764,0.1471833336819399,False,True,DINP
PDHA1,2,1,up,True,0.2060506159020945,0.0274088325093816,0.2215454710716478,0.1330040456972852,0.0957722348652078,False,True,DINP
PROX1,2,1,down,True,-0.367449697310382,0.027415409624543,-0.362692877100309,0.0690801715455434,1.5183675134315105e-07,False,True,DINP
CHMP2A,2,1,up,True,0.4430267091628779,0.027557635490733,0.3776337325627619,0.085089647449541,9.076949414380204e-06,False,True,DINP
ZNF644,2,1,down,True,-0.2333314333754599,0.027557635490733,-0.2284671857012359,0.1371679561497876,0.095792765422319,False,True,DINP
