gene,n_independent_datasets_DINP,n_significant_datasets_DINP,direction_DINP,all_directions_same_DINP,median_log2FC_DINP,min_FDR_DINP,meta_log2FC_DINP,meta_SE_DINP,meta_p_DINP,strict_supported_DINP,direction_supported_DINP,label_DINP,n_independent_datasets_CRC,n_significant_datasets_CRC,direction_CRC,all_directions_same_CRC,median_log2FC_CRC,min_FDR_CRC,meta_log2FC_CRC,meta_SE_CRC,meta_p_CRC,strict_supported_CRC,direction_supported_CRC,label_CRC,same_direction,opposite_direction,legacy_81_annotation
TRMT112,2,1,down,True,-0.2567664561518841,0.0222678066197962,-0.2459718417358589,0.1887136446657308,0.192433757253037,False,True,DINP,2,2,up,True,1.004739525797837,6.3685719309035365e-28,1.015296464503688,0.1433728415098689,1.4259025646902606e-12,True,True,CRC,False,True,False
PDIA4,2,1,down,True,-0.6502399037809141,0.0229358492954053,-0.6525251867530465,0.1317260182370975,7.28324681066718e-07,False,True,DINP,2,2,up,True,0.7418551028856077,5.814866221954633e-20,0.7617860028660907,0.0567820826525709,4.875950798643736e-41,True,True,CRC,False,True,False
SLC12A7,2,1,up,True,0.2881154942013009,0.0231806757740244,0.3335983480810701,0.0745079355983805,7.557414018999993e-06,False,True,DINP,2,0,up,True,0.1448216844109815,0.0001091268836702,0.1573296908624022,0.0355879672695976,9.830540400234846e-06,False,True,CRC,True,False,False
C5,2,1,up,True,0.6787758350123917,0.0235220735188673,0.5271526938013968,0.3854901648947631,0.1714727867380083,False,True,DINP,2,1,up,True,0.2772913839887876,2.1315453450003857e-06,0.3291362522409163,0.0618749584938191,1.041229825630008e-07,False,True,CRC,True,False,False
YTHDF3,2,1,down,True,-0.2963471629316017,0.0235220735188673,-0.3282663448438997,0.0687741108193584,1.814033171356891e-06,False,True,DINP,2,0,down,True,-0.1886278258127385,0.0036653417004007,-0.1748176295407919,0.0595103605317321,0.0033076357922353,False,True,CRC,True,False,False
SCAMP5,2,1,down,True,-0.6013674473345819,0.0235572474469076,-0.5319219932663101,0.1038451892046669,3.0189623322583504e-07,False,True,DINP,2,1,down,True,-0.2572370954553213,0.0003459086709623,-0.2445163462923507,0.226077797555765,0.27944878729644,False,True,CRC,True,False,False
ITIH4,2,1,up,True,0.5931579441781689,0.0236680867344882,0.4245759557934245,0.0952995489834784,8.382566129485593e-06,False,True,DINP,2,0,down,True,-0.1541022743607074,0.0001074931687335,-0.120464067047097,0.0685990561937079,0.0790781431734609,False,True,CRC,False,True,False
NADSYN1,2,1,up,True,0.4338746170413624,0.0236680867344882,0.4277218440341043,0.0998558259118764,1.8406382084167754e-05,False,True,DINP,2,2,down,True,-0.4120011023818914,1.239201602218727e-10,-0.4245509002435876,0.097882346744,1.4420483208011582e-05,True,True,CRC,False,True,False
UBL3,2,1,up,True,0.2868106091784952,0.0243734907986185,0.3096876003796301,0.0716824692286921,1.5583861445255552e-05,False,True,DINP,2,2,down,True,-0.5746555169817782,1.8528650914828518e-09,-0.5494073508471582,0.1143217461502514,1.541345755089949e-06,True,True,CRC,False,True,False
POFUT2,2,1,down,True,-0.2535959364392937,0.0245107411713971,-0.2671597204381515,0.0897280896788896,0.002906695206287,False,True,DINP,2,0,down,False,-0.035668445471346,0.0002296724864026,-0.007970896984345,0.1074491186498312,0.940864779900952,False,False,CRC,True,False,False
PPP1R11,2,1,up,True,0.3741162822631301,0.0246060949243787,0.4082381669786401,0.0857333359620853,1.9194959448494416e-06,False,True,DINP,2,1,down,True,-0.2966074292594411,2.953861487763866e-07,-0.2597040795900258,0.0887907949923735,0.0034456838474713,False,True,CRC,False,True,False
PTPRF,2,1,down,True,-0.318079133958836,0.0247969754797255,-0.2947112029727901,0.0559332537183624,1.371838047196691e-07,False,True,DINP,2,2,down,True,-0.8810751734276616,1.6752650908091204e-21,-0.8625102579195263,0.1799755048399906,1.6481778707039694e-06,True,True,CRC,True,False,False
MRPL13,2,1,up,True,0.4837088285930764,0.025312436847206,0.5310780181306126,0.1544472267437679,0.0005847894824028,False,True,DINP,2,1,up,True,0.2368916896633663,1.9102758652282666e-07,0.2398578172471508,0.1257758916587658,0.0565173013464279,False,True,CRC,True,False,False
WDR5,2,1,down,True,-0.1627407944692509,0.0258504371087344,-0.1691412801153436,0.1006089689629211,0.0927289342723032,False,True,DINP,2,2,up,True,0.6807316197809654,7.878142127402147e-31,0.6897968834140186,0.1682280499519347,4.124939784168466e-05,True,True,CRC,False,True,False
FITM2,2,1,up,True,0.2904813774246246,0.02588501657458,0.2742919085962954,0.1201286931818342,0.0224116919330682,False,True,DINP,2,1,up,True,0.6291827800824494,9.824628128804176e-23,0.6383613689134805,0.3661215731237961,0.0812327743886032,False,True,CRC,True,False,False
HPX,2,1,down,True,-0.5345629193471166,0.02588501657458,-0.5061559682243624,0.1057259651739834,1.6892815733640146e-06,False,True,DINP,2,1,down,True,-0.412415215325425,0.0001239547942721,-0.3934774914172103,0.4087192343656323,0.3356938171316388,False,True,CRC,True,False,False
FBXW2,2,1,down,True,-0.1949676263299025,0.0259674252287014,-0.185649887082479,0.1715436420430877,0.279149793918554,False,True,DINP,2,0,up,True,0.0537980553101657,0.074221584542227,0.0584310436071564,0.028782872762388,0.0423501409025867,False,True,CRC,False,True,False
GTF3C2,2,1,up,True,0.2430508661620252,0.0259674252287014,0.226970693801194,0.0678920607434074,0.0008284476026906,False,True,DINP,2,0,up,False,0.0439199383530906,1.2963258642374639e-09,0.0470838315586528,0.1700788673132252,0.7819065867396936,False,False,CRC,True,False,False
TLK2,2,1,down,True,-0.3244413476112551,0.0261329007083251,-0.3062403088571134,0.2736100318277371,0.2630299449140131,False,True,DINP,2,0,down,True,-0.2419764425891677,1.2781610303203448e-11,-0.2416398395384461,0.0289775302554689,7.500421212286381e-17,False,True,CRC,True,False,False
CTDNEP1,2,1,up,True,0.2491247082377401,0.0268732337456201,0.2810997563287137,0.0621316046688915,6.06061561653533e-06,False,True,DINP,1,1,down,True,-0.3204708521120132,0.0025455106470078,,,,False,False,CRC,False,True,False
ACP1,2,1,up,True,0.2843289501656096,0.027110464845798,0.2940164495967369,0.0664485149158723,9.656491422519438e-06,False,True,DINP,2,2,up,True,0.5941907938964253,1.827392397756823e-33,0.5952751592618964,0.0296866792491634,1.9417188521717878e-89,True,True,CRC,True,False,False
DCTN2,2,1,down,True,-0.1955629186092493,0.027110464845798,-0.1867716733176406,0.119140812100515,0.1169617012227877,False,True,DINP,2,1,down,True,-0.2832136845168773,7.379116517177635e-19,-0.3237309508567236,0.0280332253636599,7.545599415929059e-31,False,True,CRC,True,False,False
NAE1,2,1,up,True,0.2200376197837754,0.027110464845798,0.2124941629116848,0.1480240221905243,0.1511337437371241,False,True,DINP,2,2,up,True,0.5778852753968824,3.5912801188193146e-24,0.5867773441915733,0.0375503691122178,4.8118288944622346e-55,True,True,CRC,True,False,False
APOC3,2,1,down,True,-0.360824280860981,0.0271665775247447,-0.3114448208544172,0.0675740790719978,4.047286879116388e-06,False,True,DINP,2,0,down,False,-0.1753431776015619,0.0391085489631256,-0.1236925322226679,0.2539697217599817,0.6262324431450768,False,False,CRC,True,False,False
CHD3,2,1,up,True,0.2402455683102489,0.0272518806817035,0.2669126326122071,0.1183069357293616,0.024064181308031,False,True,DINP,2,1,down,True,-0.3476714540230254,2.4349391449686613e-14,-0.3632692483691924,0.1087623154728762,0.0008376975120018,False,True,CRC,False,True,False
PDGFA,2,1,down,True,-0.3329488802910891,0.0272518806817035,-0.3306229373074545,0.228086201716764,0.1471833336819399,False,True,DINP,2,1,down,True,-0.3752001679987331,4.396634581009405e-11,-0.3874211412921025,0.2194105121199006,0.0774400726505523,False,True,CRC,True,False,False
PDHA1,2,1,up,True,0.2060506159020945,0.0274088325093816,0.2215454710716478,0.1330040456972852,0.0957722348652078,False,True,DINP,2,1,down,False,-0.1930759610309209,0.0004227468769225,-0.1868706237258602,0.2281634304041352,0.4127744753756284,False,False,CRC,False,True,False
PROX1,2,1,down,True,-0.367449697310382,0.027415409624543,-0.362692877100309,0.0690801715455434,1.5183675134315105e-07,False,True,DINP,2,2,up,True,1.4257063696993049,2.7192912697440866e-26,1.4316824742261036,0.3701311028988365,0.0001097129864922,True,True,CRC,False,True,False
CHMP2A,2,1,up,True,0.4430267091628779,0.027557635490733,0.3776337325627619,0.085089647449541,9.076949414380204e-06,False,True,DINP,2,2,down,True,-0.468841167356655,3.461308445625747e-18,-0.4911975029186641,0.0400411399485013,1.3566885387215074e-34,True,True,CRC,False,True,False
ZNF644,2,1,down,True,-0.2333314333754599,0.027557635490733,-0.2284671857012359,0.1371679561497876,0.095792765422319,False,True,DINP,2,0,down,False,-0.0493417147759074,0.1618259340807488,-0.0365082903304947,0.082475466265641,0.6580143066003059,False,False,CRC,True,False,False
RPL13A,2,1,up,True,0.459283085996113,0.0277390660437184,0.4403878588674054,0.2631072460272979,0.0941706965892818,False,True,DINP,2,0,up,False,0.0633532823719074,3.7627181152674313e-17,0.0695272271077398,0.1525997658412138,0.6486645698684063,False,False,CRC,True,False,False
GLRX3,2,1,up,True,0.3064443136187544,0.027800810213387,0.3381475412418843,0.0780601857675102,1.4783993618831236e-05,False,True,DINP,2,2,up,True,0.5054765773795462,8.086466798876821e-31,0.5346059993747864,0.1076882817246006,6.891940867662168e-07,True,True,CRC,True,False,False
HAGH,2,1,up,True,0.3939432469341035,0.027800810213387,0.4202000333431058,0.0949708013970542,9.665778322433652e-06,False,True,DINP,2,2,down,True,-0.2985686339521738,1.0730708983042533e-08,-0.297637397979764,0.0396685521130139,6.232255443319537e-14,True,True,CRC,False,True,False
SLC25A16,2,1,up,True,0.3615417216281391,0.0278410883348115,0.3904851780538018,0.0917199070847342,2.0684992809463852e-05,False,True,DINP,2,2,down,True,-0.3083843505823909,6.500748503650063e-08,-0.305139797047872,0.038407914917434,1.9464351579056644e-15,True,True,CRC,False,True,False
VWA8,2,1,up,True,0.2371912414402563,0.0280173493159451,0.2537272847561904,0.0531830222015811,1.8346616359707049e-06,False,True,DINP,1,0,up,True,0.0013119334422029,0.991251337574598,,,,False,False,CRC,True,False,False
