gene,n_independent_datasets_DINP,n_significant_datasets_DINP,direction_DINP,all_directions_same_DINP,median_log2FC_DINP,min_FDR_DINP,meta_log2FC_DINP,meta_SE_DINP,meta_p_DINP,strict_supported_DINP,direction_supported_DINP,label_DINP,n_independent_datasets_CRC,n_significant_datasets_CRC,direction_CRC,all_directions_same_CRC,median_log2FC_CRC,min_FDR_CRC,meta_log2FC_CRC,meta_SE_CRC,meta_p_CRC,strict_supported_CRC,direction_supported_CRC,label_CRC,same_direction,opposite_direction,legacy_81_annotation
IDH3B,2,1,up,True,0.2708353151044118,0.0114012764723916,0.2680561971337203,0.1989382341221128,0.1778404049393495,False,True,DINP,2,0,down,True,-0.112463052419264,0.0437128592940536,-0.0993391807593135,0.1086328743971665,0.3604811704666185,False,True,CRC,False,True,False
NUDT12,2,1,up,True,0.6571039679998556,0.0114012764723916,0.7107689700815496,0.1391405017134687,3.251005878821329e-07,False,True,DINP,2,2,down,True,-0.5909564668141147,1.194939418343563e-08,-0.5540890196208853,0.1545752758334512,0.0003376078698939,True,True,CRC,False,True,False
NUDT9,2,1,up,True,0.2815021859987388,0.0114379116191372,0.2755238484880837,0.1633791956717561,0.0917173996359402,False,True,DINP,2,2,down,True,-0.346721454208919,7.96758529277845e-08,-0.3370096080180045,0.0748295684926179,6.678180349054416e-06,True,True,CRC,False,True,False
TIMM44,2,1,down,True,-0.2981596954983478,0.0114379116191372,-0.2896738890822006,0.18966251465377,0.126683375506525,False,True,DINP,2,1,up,True,0.2635238666368851,2.5313676226646234e-11,0.2756962621936221,0.108039526108137,0.0107165172056229,False,True,CRC,False,True,False
NDUFAF2,2,1,up,True,0.5802833560248915,0.0115743792505641,0.6492228369694921,0.201564417271662,0.0012777986839826,False,True,DINP,2,2,up,True,0.8301560505621022,8.869234294968081e-27,0.8575975659516417,0.1200893406991733,9.243239739733482e-13,True,True,CRC,True,False,False
FMO1,2,1,up,True,0.5287641016121689,0.0115835833050859,0.52892678770523,0.1346217388538474,8.530517279064023e-05,False,True,DINP,2,0,up,True,0.2056388864047731,0.1060967833788005,0.1233004765198473,0.0648566944271072,0.0572860590449192,False,True,CRC,True,False,False
HSPE1,2,1,up,True,0.5026117787764188,0.0117887010304208,0.5083668053418342,0.3642458874257382,0.162814101050608,False,True,DINP,2,2,up,True,0.8407988145611864,1.1563532722391577e-30,0.8777714029564547,0.0468723127189136,2.9902196808284766e-78,True,True,CRC,True,False,False
LIN7C,2,1,up,True,0.2440258666281158,0.0118097300216145,0.2412240856568316,0.1073150120896414,0.0245881127726432,False,True,DINP,2,0,down,True,-0.088398762114517,0.015029335287975,-0.0967302244373661,0.0348949590689346,0.0055706180523259,False,True,CRC,False,True,False
MOCS2,2,1,up,True,0.3403604936721707,0.0118097300216145,0.3363972215083479,0.0638207999306803,1.3570813122444548e-07,False,True,DINP,2,0,down,False,-0.0866490233015562,0.0248423567004116,-0.0820208355728564,0.1239401912875305,0.5081137988155837,False,False,CRC,False,True,False
POLDIP3,2,1,down,True,-0.2829631084498107,0.0118097300216145,-0.2801454445407252,0.164921713259957,0.0893838048674193,False,True,DINP,2,0,down,False,-0.0435236049861136,0.0065980600761282,-0.0291998020013942,0.105368966351234,0.7816883000817368,False,False,CRC,True,False,False
ATXN7L3,2,1,down,True,-0.3208526992808216,0.0120771226289669,-0.3114772642053715,0.2786783025545173,0.2636974033973628,False,True,DINP,2,0,down,False,-0.0202164092998535,0.4926411366151284,0.0006093572309538,0.0377725344910984,0.9871288584381216,False,False,CRC,True,False,False
PSMD12,2,1,up,True,0.3071385378337936,0.0122676201459125,0.3285741379552063,0.0619557522971266,1.1368558005270677e-07,False,True,DINP,2,2,up,True,0.5497674300266655,1.801622806700274e-24,0.5576214838169834,0.0760359160976609,2.2395242218582882e-13,True,True,CRC,True,False,False
RIC8A,2,1,up,True,0.3138541470511069,0.0125145437836443,0.3106065099994615,0.1168595822249064,0.0078618387357001,False,True,DINP,2,0,up,True,0.1299163665950859,7.3125737837542815e-06,0.1481464880804536,0.029072154377831,3.472335290762692e-07,False,True,CRC,True,False,False
NR1D2,2,1,up,True,0.3002613776029659,0.0125400952487551,0.3378215483947075,0.1171873983500011,0.0039422470551205,False,True,DINP,2,0,down,False,-0.0874107931230847,0.3487187732987303,-0.0370364317812585,0.0786447567215937,0.6376883946020118,False,False,CRC,False,True,False
HEATR3,2,1,up,True,0.4463501909840541,0.0125941685251008,0.4265337266925926,0.2166142118256632,0.048942307338242,False,True,DINP,2,1,up,True,0.326799274755168,6.6977990280811655e-15,0.3271997516392657,0.2256626147857276,0.1470721620654616,False,True,CRC,True,False,False
LNX2,2,1,down,True,-0.3214203178784197,0.0125941685251008,-0.3358536063659875,0.1514064713078803,0.0265395010217179,False,True,DINP,2,0,down,False,-0.0209211534304647,0.0529214354350964,-0.0112443594165226,0.1614916942014954,0.9444896726995125,False,False,CRC,True,False,False
CWC15,2,1,up,True,0.20823275123798,0.0126049682496399,0.2005049576826024,0.081835200983781,0.0142813967508469,False,True,DINP,2,0,up,False,0.0176902697871215,0.3871724922708139,0.0065024459164054,0.0401610656228217,0.8713773596217479,False,False,CRC,True,False,False
ACOT12,2,1,up,True,0.7511376539693853,0.0127829494485505,0.3806886988512354,0.081554353282445,3.042733594056013e-06,False,True,DINP,2,0,down,True,-0.1311812563296803,0.0156829111376322,-0.0509182045538055,0.0191677186971931,0.0078966715812584,False,True,CRC,False,True,False
PHYH,2,1,up,True,0.3871835775605494,0.0129283920548346,0.4029713183217632,0.1803088143168237,0.0254242244166605,False,True,DINP,2,2,down,True,-0.8193924259291201,1.0024852486159371e-11,-0.7958322148749359,0.2392576613871622,0.0008802106876916,True,True,CRC,False,True,False
HMOX2,2,1,up,True,0.3043826543434833,0.0131463338399098,0.3116432869408274,0.0529171045662989,3.878976891852654e-09,False,True,DINP,2,0,up,True,0.1263905187475162,2.3159196015266963e-07,0.1338857525700618,0.1224394659603719,0.2741807926199598,False,True,CRC,True,False,False
ATG3,2,1,up,True,0.3088025725222603,0.0132514374237274,0.2976934622033377,0.1672937583723979,0.0751634852048372,False,True,DINP,2,0,up,True,0.163020301142887,9.433254807939752e-07,0.1940686641493695,0.0351589982720981,3.394941947014332e-08,False,True,CRC,True,False,False
MBD6,2,1,down,True,-0.2638542019499605,0.0132514374237274,-0.2496943657641694,0.1105409873025472,0.0238933607441356,False,True,DINP,2,0,down,False,-0.0832046393727681,0.0494929240320147,-0.0710152356716895,0.0893334954579056,0.4266453651917825,False,False,CRC,True,False,False
SUMO3,2,1,down,True,-0.3837660182058227,0.0132514374237274,-0.3709791991866827,0.2542863488356848,0.1445917185452021,False,True,DINP,2,0,up,False,0.084366564233679,0.0001267523684573,0.0846861381720507,0.1296585173404522,0.5136611837487937,False,False,CRC,False,True,False
TOP3B,2,1,down,True,-0.3353730153508043,0.0132514374237274,-0.337162044517835,0.2555158205944396,0.1869903482177527,False,True,DINP,2,0,down,False,-0.0372726887997969,0.1839204308862793,-0.0042772420634878,0.0689787803843894,0.950556393653764,False,False,CRC,True,False,False
ULK1,2,1,down,True,-0.3071531704165986,0.0132514374237274,-0.2918096627448197,0.1990436883522653,0.1426323892361425,False,True,DINP,2,0,up,True,0.057227777431104,0.4292755598396889,0.0344742770912957,0.0340578347499359,0.3114292880201842,False,True,CRC,False,True,False
MFSD14B,2,1,up,True,0.1751453361054094,0.0132740248201986,0.170785373817964,0.0962767874009593,0.0760797260111924,False,True,DINP,1,0,up,True,0.065745909462314,0.7395028379672761,,,,False,False,CRC,True,False,False
RUFY3,2,1,up,True,0.3737152071238279,0.0133384766441437,0.3974218961892671,0.082818706905393,1.5970102736776605e-06,False,True,DINP,2,1,down,True,-0.2123752154899612,2.5054863968860167e-10,-0.2192560242753839,0.115891105061217,0.0585024169951755,False,True,CRC,False,True,False
SLC25A10,2,1,up,True,0.3929785840033584,0.0137605503450246,0.3475823353961826,0.0709400197361342,9.60001751121208e-07,False,True,DINP,2,1,up,False,0.1843528428804899,5.480965579655207e-08,0.188203770701875,0.2483994513717848,0.4486510738656424,False,False,CRC,True,False,False
IGF1,2,1,up,True,0.2801254834975215,0.0140531023495075,0.3582594352805491,0.0790811364954997,5.890646758091453e-06,False,True,DINP,2,2,down,True,-1.3794978193412333,8.375311484577176e-21,-1.334304670897417,0.0915179975945194,3.781917712006413e-48,True,True,CRC,False,True,False
HACD3,2,1,up,True,0.2359906830591507,0.0142311381211863,0.2573941659419941,0.0532418753800459,1.3352709509281205e-06,False,True,DINP,1,1,up,True,0.6829449659773559,1.2725891163437467e-06,,,,False,False,CRC,True,False,False
KLHL20,2,1,down,True,-0.3668170358545097,0.0143397781558004,-0.4042689225026692,0.0850365108006331,1.993689501758428e-06,False,True,DINP,2,0,down,True,-0.0452958323124399,0.0347168764853729,-0.0579803164973411,0.0252514713689083,0.0216692291817602,False,True,CRC,True,False,False
MXD4,2,1,down,True,-0.3246182256702075,0.0143397781558004,-0.3531855296028228,0.1172930389707613,0.0026027051535533,False,True,DINP,2,1,down,True,-0.399753574904063,3.5376454994009365e-06,-0.390474558105513,0.1745943195940404,0.025321150159485,False,True,CRC,True,False,False
PPP3R1,2,1,down,True,-0.3648939565147879,0.0143397781558004,-0.357347755347832,0.278947394561456,0.200173340024,False,True,DINP,2,0,up,True,0.1072883789274783,0.0001508917008264,0.1180838336364478,0.0277147301044412,2.037980539697532e-05,False,True,CRC,False,True,False
SNRNP70,2,1,down,True,-0.3281381746274014,0.0143397781558004,-0.311674567567214,0.1096729907682926,0.0044852103366525,False,True,DINP,2,0,up,False,0.022677910861383,1.1224545061006123e-09,0.038694859873925,0.1978503330529013,0.8449417177957756,False,False,CRC,False,True,False
SNRPA1,2,1,up,True,0.469973897414663,0.0143397781558004,0.526628938054551,0.1127438403636479,2.997051017333559e-06,False,True,DINP,2,2,up,True,0.4055619372249044,3.6507931384711724e-16,0.4026486071308466,0.0354623570314769,7.064030856521532e-30,True,True,CRC,True,False,False
TMEM41B,2,1,up,True,0.3107876868554615,0.0143397781558004,0.3113687522998193,0.135880005676133,0.0219346312172399,False,True,DINP,2,1,down,False,-0.1123977112669911,0.00712224799982,-0.1047657745645783,0.1606769682587063,0.5143835420230539,False,False,CRC,False,True,False
ANKRD40,2,1,up,True,0.251093019440717,0.0144379729886243,0.2434750666471943,0.2059828492517693,0.2371992692773311,False,True,DINP,2,0,up,True,0.0514398945410436,0.0731924566551336,0.0712949370184228,0.0373914776745457,0.0565573452622635,False,True,CRC,True,False,False
RAB14,2,1,up,True,0.2526158763213617,0.0144379729886243,0.2445804645973993,0.150021877400058,0.1030383921999245,False,True,DINP,2,2,down,True,-0.4374677751924509,3.731249375363481e-21,-0.4492124798684488,0.0328215503546051,1.2224092929783657e-42,True,True,CRC,False,True,False
RCL1,2,1,up,True,0.3167100004745586,0.0144379729886243,0.3668923910476172,0.181614566128256,0.0433657038533912,False,True,DINP,2,2,up,True,1.0097478105997086,7.786544818699356e-38,1.0153347717513317,0.5103532420577711,0.0466488513939646,True,True,CRC,True,False,False
UQCC1,2,1,up,True,0.2444898845185643,0.0144379729886243,0.2852269015561529,0.0551412222454252,2.307823351278695e-07,False,True,DINP,1,0,up,True,0.0295478752508167,0.881750997074206,,,,False,False,CRC,True,False,False
PHC3,2,1,down,True,-0.4922797527895526,0.0145473520544203,-0.5247630900897491,0.1056272554912807,6.762423434358156e-07,False,True,DINP,2,0,down,False,-0.0488253897208643,3.9402214323227546e-07,-0.039215118986215,0.1674287598551483,0.8148143983814038,False,False,CRC,True,False,False
CHPT1,2,1,up,True,0.2073387800034094,0.0147145582125532,0.2543691696331173,0.1223733453273027,0.0376511738252344,False,True,DINP,2,1,down,True,-0.5005992421081968,1.1778169973794205e-07,-0.4929905394775408,0.33412741710057,0.1400897986216139,False,True,CRC,False,True,False
LRP1,2,1,up,True,0.3592363269950582,0.0147145582125532,0.3456453388426493,0.2390412659488955,0.1481869781516075,False,True,DINP,2,1,down,True,-0.311380559315102,0.0022240813385642,-0.2900152040114043,0.2060957189583655,0.1593719633830773,False,True,CRC,False,True,False
PSMA3,2,1,up,True,0.3556291469755246,0.0148880589542599,0.406477395718986,0.0864073487040447,2.548640996733161e-06,False,True,DINP,2,2,up,True,0.4431395748839741,3.25128498235339e-16,0.4630261947860564,0.0670185835522466,4.883488983857067e-12,True,True,CRC,True,False,False
RIDA,2,1,up,True,0.5047156832388531,0.0148880589542599,0.495904767839056,0.2751491464785373,0.0714962405268005,False,True,DINP,1,1,up,True,0.3493269060633581,0.0323310190413971,,,,False,False,CRC,True,False,False
HMGN5,2,1,up,True,0.4810107670685335,0.0150213359427812,0.4761854162938964,0.1749318359667526,0.0064864621178564,False,True,DINP,2,2,down,True,-0.4459444564338422,0.0001129962545807,-0.4440919962221498,0.0782195409190086,1.3667188351604516e-08,True,True,CRC,False,True,False
NFATC1,2,1,down,True,-0.2862742152142925,0.0151041778087573,-0.3422670674718424,0.074359316413432,4.166868011021017e-06,False,True,DINP,2,0,down,True,-0.0439632637672207,0.0367447421695955,-0.078616445251632,0.0359586984692317,0.0287937804745722,False,True,CRC,True,False,False
ERGIC3,2,1,up,True,0.2757435097352383,0.0156762571418758,0.2801989097922883,0.054231556017128,2.382460941349461e-07,False,True,DINP,2,1,up,True,0.4691258632382293,2.0387125081980904e-27,0.4817127356827958,0.3890157996870383,0.2156101119563374,False,True,CRC,True,False,False
DCUN1D1,2,1,down,True,-0.2068331475035455,0.015843259306638,-0.2073798686342146,0.1196954268741131,0.0831733692705155,False,True,DINP,2,0,down,False,-0.0002698630489637,0.3783560515764028,0.0182338761044759,0.0426183632855849,0.668767005180255,False,False,CRC,True,False,False
RBM34,2,1,up,True,0.2978868306193734,0.0161883341690017,0.2827915372174579,0.1932981139270478,0.1434724800340474,False,True,DINP,2,1,up,True,0.2586036724847713,4.924349405981045e-13,0.2184978916845405,0.0240376061285212,9.91887800861431e-20,False,True,CRC,True,False,False
RPL19,2,1,up,True,0.4401692115006104,0.0161883341690017,0.4828626608635864,0.0988939391704019,1.0467939375723071e-06,False,True,DINP,2,1,up,True,0.2273802067204213,4.452025541816965e-26,0.2343903582641833,0.1231735320749367,0.0570499458719834,False,True,CRC,True,False,False
ARID1A,2,1,down,True,-0.2267757406937824,0.0161949910005639,-0.2228783214660904,0.1081171073600823,0.0392598551925065,False,True,DINP,2,0,down,True,-0.119395475126526,0.0122330661188809,-0.1082126498942322,0.0814646757288006,0.1840663683027892,False,True,CRC,True,False,False
BLCAP,2,1,down,True,-0.3303895414621234,0.0162921009745514,-0.3178047542523473,0.1659820341928742,0.0555315782144871,False,True,DINP,2,0,up,False,0.0860718533786055,0.0017233857399067,0.1061521297987254,0.0951976884629263,0.2648202310698776,False,False,CRC,False,True,False
DLD,2,1,up,True,0.187261448822821,0.0165436029121123,0.1794003608218794,0.1514510966670681,0.2361981214436948,False,True,DINP,2,1,down,True,-0.2366116176121702,1.5976868954455177e-06,-0.2270097973686135,0.0329094155611981,5.273242976204716e-12,False,True,CRC,False,True,False
MARK3,2,1,up,True,0.288014698834522,0.0166270665122385,0.2770703472250719,0.2707820141315409,0.306202486273751,False,True,DINP,2,0,up,True,0.0959065090445512,0.0512910990183764,0.0840712392332073,0.0321761971310675,0.0089793456400852,False,True,CRC,True,False,False
ZC3H15,2,1,up,True,0.3180399307515715,0.0166270665122385,0.3067329290204567,0.1766509685688075,0.0824969460814585,False,True,DINP,2,2,up,True,0.3831135551843609,2.217872127069178e-22,0.4069324619537658,0.1075287237743124,0.0001540754671051,True,True,CRC,True,False,False
NFATC3,2,1,down,True,-0.4392984580567867,0.0170464818376489,-0.4580365319247361,0.1639071384226153,0.0051981969492607,False,True,DINP,2,1,up,True,0.2863425611909518,9.191500335616688e-20,0.2917286261658798,0.1742585749219319,0.0941083025189537,False,True,CRC,False,True,False
TSPAN4,2,1,up,True,0.498588497141982,0.0170464818376489,0.5033350054314979,0.0909915195928457,3.171973053164279e-08,False,True,DINP,2,1,down,True,-0.2921765144836472,2.5220360661097866e-05,-0.3105519026400448,0.2001716374096378,0.1207991260533629,False,True,CRC,False,True,False
COX17,2,1,up,True,0.6233119888591596,0.0170622754174272,0.7427345386942068,0.1523379397738467,1.0849381293385022e-06,False,True,DINP,2,0,down,False,-0.0254468762642554,0.0109768063303476,-0.0070776306695332,0.132935774575102,0.9575399060550202,False,False,CRC,False,True,False
GNL2,2,1,up,True,0.2730253278266472,0.0171765375517502,0.2726273279673822,0.188959280951508,0.1490814757096812,False,True,DINP,2,2,up,True,0.6216595203891715,2.753470484306033e-26,0.6361699866129701,0.1121068349621969,1.389512423183056e-08,True,True,CRC,True,False,False
RBM8A,2,1,down,True,-0.2733134743916046,0.0174738630280298,-0.2702316322557926,0.1547431976150192,0.0807548109607754,False,True,DINP,2,0,up,True,0.1536498306651266,0.0007051200287783,0.132016796358213,0.0312710756679195,2.424771332441726e-05,False,True,CRC,False,True,False
TAOK2,2,1,down,True,-0.3039606486447133,0.0176841981852265,-0.2913033024393401,0.1484320606050416,0.049700082291729,False,True,DINP,2,0,down,True,-0.1327057159450497,1.1716244148103668e-08,-0.1416732212878243,0.0214486292675779,3.9688918828958433e-11,False,True,CRC,True,False,False
ABHD17C,2,1,down,True,-0.2915130290784855,0.0177136139518286,-0.2830803650617627,0.1911784478138185,0.1386831351433171,False,True,DINP,1,1,down,True,-0.646721242390246,0.0001008706216399,,,,False,False,CRC,True,False,False
ATF6B,2,1,down,True,-0.2748462977858894,0.0177136139518286,-0.2751456365834364,0.1897353615775957,0.1470153692002014,False,True,DINP,2,0,down,False,-0.0120504984009754,3.5933844506009132e-09,0.0029237726247075,0.2606032950089803,0.9910485241644162,False,False,CRC,True,False,False
MPHOSPH8,2,1,up,True,0.2784738973769713,0.0177136139518286,0.3044655950396231,0.1696707191964023,0.0727413978151986,False,True,DINP,2,0,up,True,0.0498886264840203,0.3094767202992003,0.0504104239589279,0.0378627257644066,0.1830575086721512,False,True,CRC,True,False,False
EIF3E,2,1,up,True,0.2334196033749154,0.01777486341607,0.244690654744363,0.0779595358302893,0.001697060706243,False,True,DINP,2,2,up,True,0.5663809529085579,1.0307687815156572e-33,0.571068258821754,0.1624065217272014,0.0004376244191196,True,True,CRC,True,False,False
IDH3A,2,1,up,True,0.3205813298714632,0.01777486341607,0.3139265069034185,0.1685319198071552,0.0625027319241129,False,True,DINP,2,2,down,True,-0.802078337126876,6.693675736365915e-27,-0.8200894767493461,0.0785800621006409,1.6918137682651728e-25,True,True,CRC,False,True,False
MAGED1,2,1,down,True,-0.1798667110169991,0.0183320859132338,-0.1782987319405229,0.1159976099173471,0.1242713438252118,False,True,DINP,2,2,up,True,0.402617152031639,4.081273248858632e-08,0.3963677739387793,0.0520166375457398,2.5363809582195035e-14,True,True,CRC,False,True,False
C11ORF54,2,1,up,True,0.2339978927049344,0.0185755454815171,0.252039515499226,0.0927066493631635,0.0065543406238125,False,True,DINP,2,2,down,True,-0.9694882435831964,3.0668247706626315e-25,-0.9346001846909014,0.0555581055317413,1.6828859094823534e-63,True,True,CRC,False,True,False
WDR77,2,1,down,True,-0.2042947755566819,0.0185755454815171,-0.2084154507939879,0.1346898001442106,0.1217731657739362,False,True,DINP,2,2,up,True,1.0550837092370495,1.0963294812722611e-41,1.059354116494976,0.4569000080279428,0.0204184269061515,True,True,CRC,False,True,False
C11ORF98,2,1,up,True,0.5476326338358204,0.0186629656067806,0.592427422072147,0.1230196399388587,1.4667435853372302e-06,False,True,DINP,1,1,up,True,0.381534815359295,0.0001022702586398,,,,False,False,CRC,True,False,False
COPS4,2,1,up,True,0.3001828877092305,0.0186629656067806,0.3497015975864576,0.0790952865469026,9.81225870448382e-06,False,True,DINP,2,1,down,True,-0.2635234370192245,0.0086235341422963,-0.2389175286870152,0.1835807530499524,0.1931112559456669,False,True,CRC,False,True,False
DNAJA3,2,1,up,True,0.2713024932211574,0.0186629656067806,0.2761948201796748,0.2220107571027298,0.2134772861564575,False,True,DINP,2,2,up,True,0.6512455662518559,7.087913483985875e-26,0.6568480239456853,0.2051299823793884,0.0013642660962927,True,True,CRC,True,False,False
KCTD2,2,1,down,True,-0.2912538771371378,0.0186629656067806,-0.2779690320672373,0.1691601422404078,0.1003353409672085,False,True,DINP,2,2,down,True,-0.3917604456863941,1.5192030838255928e-11,-0.3456723988090323,0.0992617855715208,0.0004968817651499,True,True,CRC,True,False,False
LRP5,2,1,down,True,-0.3913604614763495,0.0186629656067806,-0.3808303042235037,0.2306044464683525,0.0986479689875269,False,True,DINP,2,1,up,False,0.1597995951830189,8.173637757381939e-13,0.1724141437610225,0.3438313250607615,0.616054610205718,False,False,CRC,False,True,False
RBM26,2,1,down,True,-0.207847073152346,0.0186629656067806,-0.2401067040470631,0.0516259582485821,3.305040043979596e-06,False,True,DINP,2,2,up,True,0.4662904745723346,3.256943836968369e-26,0.4902862837602438,0.0308612664580932,7.823952615963098e-57,True,True,CRC,False,True,False
VPS13A,2,1,up,True,0.3083314423748033,0.0186629656067806,0.2939726650433691,0.1572600879878,0.0615754449202386,False,True,DINP,2,2,down,True,-0.34531526317165,9.732850237910504e-10,-0.329744485038727,0.0398246743858748,1.2327450782986459e-16,True,True,CRC,False,True,False
PERP,2,1,up,True,0.289503931112065,0.0190285719338128,0.3456511029944632,0.0753867331351042,4.5390194917620295e-06,False,True,DINP,2,2,up,True,0.4578077979065447,4.699300695701228e-11,0.4612614804086035,0.150082741638722,0.0021164792082374,True,True,CRC,True,False,False
RNF13,2,1,up,True,0.3299048259652881,0.0190285719338128,0.3439910946139061,0.1415780819665686,0.0151116699037975,False,True,DINP,2,0,down,True,-0.0517146624246231,0.1622775973520376,-0.060494831167096,0.0386317086980512,0.1173633113208708,False,True,CRC,False,True,False
RPL36A,2,1,up,True,0.5236773950419753,0.0190285719338128,0.6112807839566466,0.1271188782135702,1.5188968279221548e-06,False,True,DINP,2,1,up,True,0.3220087008880359,6.3685719309035365e-28,0.3326135698339068,0.1348555774033075,0.0136462516457408,False,True,CRC,True,False,False
SERPINA3,2,1,up,True,0.6574667571173349,0.0190828027655395,0.5634332394983362,0.3108876929808565,0.0699341553775404,False,True,DINP,2,2,up,False,0.2119712588977709,7.361401941591266e-05,0.1724547870912335,0.9220100323308966,0.8516275440568697,False,False,CRC,True,False,False
PYROXD1,2,1,up,True,0.3510391249175448,0.019125165890847,0.3431903366733397,0.1353165617962855,0.0112061595404938,False,True,DINP,2,2,down,True,-0.4694272898459459,2.003527098146341e-12,-0.4016856858261621,0.1067636764261977,0.0001683030283035,True,True,CRC,False,True,False
NRP2,2,1,up,True,0.3165023647508276,0.0191755485007004,0.3351970423407976,0.1673203873902568,0.0451424624175029,False,True,DINP,2,1,up,False,0.2764032706820607,0.0078627408086958,0.251731192764678,0.2900466446325559,0.3854496265784906,False,False,CRC,True,False,False
NDUFV2,2,1,up,True,0.3110719061522333,0.01939631660838,0.3309262186379861,0.0749979207276052,1.0219705644625653e-05,False,True,DINP,2,1,down,True,-0.4098664951628938,2.7374390626876025e-21,-0.4220626514874299,0.1752156740822632,0.0160042813621878,False,True,CRC,False,True,False
PIP5K1A,2,1,down,True,-0.2835894047070968,0.0194515235082466,-0.3277077384937563,0.2015189199526581,0.1039095741243978,False,True,DINP,2,0,up,True,0.1657168761689424,4.793600649746316e-10,0.1478183763124742,0.0202079681309411,2.576576039899626e-13,False,True,CRC,False,True,False
USP14,2,1,up,True,0.1475062271075062,0.0194515235082466,0.1538620247433893,0.1048600600719667,0.1422922373087062,False,True,DINP,2,2,up,True,0.3495274780002786,3.8241704634050305e-11,0.3535023439713029,0.083417925489398,2.2579470100822417e-05,True,True,CRC,True,False,False
BET1L,2,1,down,True,-0.3122522242210719,0.0195509382940307,-0.299444672288122,0.1921832475145468,0.119204667990058,False,True,DINP,2,1,up,True,0.2493164777712597,1.505926390337404e-09,0.2319120883166996,0.0314683098324388,1.710089518935103e-13,False,True,CRC,False,True,False
CRIPT,2,1,up,True,0.177394353472275,0.0203651143830879,0.168783333811918,0.1213381061905926,0.164220358324263,False,True,DINP,2,1,up,False,0.1127940561639642,1.1825825604138069e-17,0.1145275502783267,0.2714669397573625,0.6731097110115594,False,False,CRC,True,False,False
LTV1,2,1,up,True,0.2475806819665207,0.0203651143830879,0.2346574077438653,0.1834813311970541,0.2009262584384163,False,True,DINP,2,2,up,True,0.6175742858231903,6.314315895616103e-29,0.6248768098767472,0.2315499786127629,0.0069617325534668,True,True,CRC,True,False,False
NUFIP2,2,1,down,True,-0.2694212510476643,0.020405986646275,-0.2872226070058685,0.0614429313356115,2.944925298141953e-06,False,True,DINP,2,1,up,True,0.2548683470511048,6.018521318389038e-12,0.259519162912817,0.0634883561346778,4.3573581616618105e-05,False,True,CRC,False,True,False
USP9X,2,1,up,True,0.2490296391134112,0.020405986646275,0.2728538397266559,0.0890431276138809,0.0021818832571135,False,True,DINP,2,0,up,True,0.2047559094889477,0.001950166085718,0.1773294395474618,0.0463292984450229,0.0001294054341193,False,True,CRC,True,False,False
ZNF845,2,1,up,True,0.4235052130992888,0.020405986646275,0.4061995175036478,0.2219048965833701,0.0671734534639676,False,True,DINP,1,0,up,True,0.0268040816326529,0.4768432781718243,,,,False,False,CRC,True,False,False
PDE2A,2,1,down,True,-0.4671867151179028,0.0206420717902717,-0.5099272931850741,0.1176506094007097,1.4625710356794217e-05,False,True,DINP,2,2,down,True,-0.8063930655128617,7.465127321002691e-31,-0.8266643982276954,0.1717643669995185,1.4884386623758949e-06,True,True,CRC,True,False,False
GAPDH,2,1,up,True,0.3666667387111042,0.0210358747539134,0.3919815736938111,0.0784948072673111,5.922535295126262e-07,False,True,DINP,2,1,up,True,0.2065073075134762,9.722693157992854e-16,0.2072346621269784,0.1982893176524099,0.2959709363927113,False,True,CRC,True,False,False
UBE2G2,2,1,down,True,-0.3230256873293873,0.0210358747539134,-0.3159952016746963,0.2406790761043684,0.1892059455378413,False,True,DINP,2,0,up,False,0.0447301511395537,0.2976660208154152,0.0225468746033052,0.0796417786155781,0.7770974185081259,False,False,CRC,False,True,False
SLC16A6,2,1,down,True,-0.4791291651677335,0.0210618657496118,-0.5985785110661913,0.1409377867838311,2.165440976452594e-05,False,True,DINP,2,1,up,True,0.4652663550800486,2.458182726963691e-06,0.4413053428202249,0.3377033406616477,0.1912860600266438,False,True,CRC,False,True,False
UBR1,2,1,up,True,0.2408164401147465,0.0213888646350948,0.2655455906834699,0.1056056993327543,0.0119201111449164,False,True,DINP,2,0,down,False,-0.0838513442739214,5.358081572757455e-08,-0.0958141643480862,0.0966111687706886,0.321319303259524,False,False,CRC,False,True,False
ANAPC13,2,1,up,True,0.4742557848969815,0.0217321715004163,0.532139928406723,0.1139732643073549,3.026854403095879e-06,False,True,DINP,2,1,up,True,0.375220182653678,6.110196438468088e-18,0.4277433343082878,0.1432726679342135,0.0028309714998331,False,True,CRC,True,False,False
COMMD6,2,1,up,True,0.2529195612854251,0.0218019945814301,0.2422189797995375,0.1542783677421694,0.1164121821846473,False,True,DINP,2,1,up,True,0.2538968398384869,3.6627591751937194e-11,0.2935709456233172,0.1234348891900855,0.017390472346023,False,True,CRC,True,False,False
AURKAIP1,2,1,up,True,0.2210397629494727,0.0222678066197962,0.2302992116791225,0.0494270150292871,3.1716427379936643e-06,False,True,DINP,2,0,down,True,-0.1868530669158739,5.820080211471128e-05,-0.1848558692714522,0.0342598003935386,6.825397968476445e-08,False,True,CRC,False,True,False
MFSD1,2,1,down,True,-0.2059054093302084,0.0222678066197962,-0.1989893654304704,0.0996877739887568,0.045920201013247,False,True,DINP,2,2,down,True,-0.3803889981817345,1.5795467302043294e-07,-0.3720385444322721,0.0473940284616168,4.163578937513536e-15,True,True,CRC,True,False,False
