pathway,n_datasets,n_significant_datasets,median_NES,min_FDR,direction,strict_supported
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,2,0,0.1339220110635428,0.2546358211851302,up,False
REACTOME_CHROMATIN_MODIFICATIONS_DURING_THE_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT,2,0,-0.703214504119021,0.1846521557573373,down,False
REACTOME_CHROMATIN_ORGANIZATION,2,2,-0.138846445824508,0.0026436693865475,down,True
REACTOME_CHROMOSOME_MAINTENANCE,2,1,-1.5884824127071142,0.0008564714543483,down,False
REACTOME_CHYLOMICRON_ASSEMBLY,2,0,0.2074377708844706,0.2843751775163755,up,False
REACTOME_CHYLOMICRON_REMODELING,2,0,0.0935704116167087,0.1629604200621445,up,False
REACTOME_CILIUM_ASSEMBLY,2,0,0.0623507330236467,0.1815186560210553,up,False
REACTOME_CIRCADIAN_CLOCK,2,2,2.4748759394254987,0.018938177419958,up,True
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,2,2,2.0121118344114004,0.0008496347653723,up,True
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,2,1,0.0377654407592702,0.0266034969924163,up,False
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS,2,0,-0.0871920908789841,0.294954192364875,down,False
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS,1,0,-0.8638672394717812,0.3448585945209038,down,False
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,2,1,1.2434494677773082,0.0300999634689912,up,False
REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT,2,1,1.3794508938171512,0.0497830567504001,up,False
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,2,1,1.5541057947610557,4.119739432329523e-05,up,False
REACTOME_CLEC7A_DECTIN_1_INDUCES_NFAT_ACTIVATION,2,0,0.5997092288531978,0.1954502554505387,up,False
REACTOME_CLEC7A_DECTIN_1_SIGNALING,2,1,1.0311673434305764,0.0001512554726759,up,False
REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM,2,0,1.0602409029815298,0.4721023847290279,up,False
REACTOME_COHESIN_LOADING_ONTO_CHROMATIN,2,1,0.2827031670530853,0.0140937805499751,up,False
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,2,1,-0.9969084618549048,0.001493523011517,down,False
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION,2,1,-0.0390536685797377,0.0158618010172589,down,False
REACTOME_COLLAGEN_DEGRADATION,2,1,-1.0130288200149484,0.0009622147522859,down,False
REACTOME_COLLAGEN_FORMATION,2,1,-0.5360771700691362,0.0030010149757873,down,False
REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION,2,0,0.3073619911878945,0.3599871782077251,up,False
REACTOME_COMPLEMENT_CASCADE,2,1,1.4789097523883712,0.0279564753120151,up,False
REACTOME_COMPLEX_III_ASSEMBLY,2,2,2.4029509718792594,8.77565408959011e-05,up,True
REACTOME_COMPLEX_IV_ASSEMBLY,2,2,1.1661611628577615,0.0001044677008701,up,True
REACTOME_COMPLEX_I_BIOGENESIS,2,2,2.258797270078292,1.0896695023336482e-12,up,True
REACTOME_CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES,2,0,-1.4235307033869724,0.0679202672351759,down,False
