gene,n_independent_datasets,n_significant_datasets,direction,all_directions_same,median_log2FC,min_FDR,meta_log2FC,meta_SE,meta_p,strict_supported,direction_supported,label
PADI2,2,2,down,True,-2.429174946858893,8.483831132049282e-39,-2.382733853596925,0.2526616789570597,4.080172209899153e-21,True,True,CRC
WDR12,2,2,up,True,0.5826381984951627,1.0364132271620079e-38,0.5886946648720264,0.2984843763664802,0.0485776900571036,True,True,CRC
RCN1,2,2,up,True,1.383535114785341,1.0515848917641647e-38,1.392921875868708,0.2152351262661987,9.695196225826716e-11,True,True,CRC
SRPX,2,2,down,True,-1.7658043065762403,1.0515848917641647e-38,-1.766768031087932,1.254947364198751,0.1591777605581108,True,True,CRC
RETSAT,2,2,down,True,-1.7595874287548394,1.0652649100238275e-38,-1.7749641479256353,0.2510017064354154,1.5324324310352529e-12,True,True,CRC
HRASLS2,2,2,down,True,-2.447280482198168,1.093026936931998e-38,-2.445527095030802,1.5625756769096308,0.1175684804141018,True,True,CRC
CDKN2B,2,2,down,True,-2.676884486700951,1.211062938640333e-38,-2.607398992363968,0.3263598427155827,1.3566560988519557e-15,True,True,CRC
CD177,2,2,down,True,-4.604228663232664,1.246219255853164e-38,-4.551345512755188,0.1903654350895644,2.5007361166662475e-126,True,True,CRC
ATIC,2,2,up,True,0.9339858109194572,1.3051523728429995e-38,0.9375054480241872,0.3156486484838966,0.0029771081423167,True,True,CRC
MXI1,2,2,down,True,-1.6381159271867136,1.3819044510944988e-38,-1.658241710824235,0.2252119092669822,1.7978394241501038e-13,True,True,CRC
CCDC68,2,2,down,True,-2.171248918399398,1.5360096477942963e-38,-2.190277948305359,0.3973399000304526,3.54067079763068e-08,True,True,CRC
FXYD1,2,2,down,True,-2.138744827638182,1.5555637393323887e-38,-2.1021143546894017,0.3658036351368637,9.107464755900643e-09,True,True,CRC
NME1-NME2,2,2,up,True,0.8052701312296922,1.657641793161209e-38,0.8068934631126402,0.4517825645703234,0.0740957449881013,True,True,CRC
RAE1,2,2,up,True,1.032068595196888,1.7161479740325405e-38,1.0394920490475992,0.4159840499104267,0.0124588327483582,True,True,CRC
UBA2,2,2,up,True,0.7158294095087521,1.7635077006785416e-38,0.7195417429731318,0.3309944157972154,0.0297142386703224,True,True,CRC
STX12,2,2,down,True,-0.7843243410711915,1.789270451273587e-38,-0.7897796326166536,0.1671131711789224,2.2896686151506525e-06,True,True,CRC
POLR1C,2,2,up,True,0.8457832886821275,1.817456843198851e-38,0.8814473958138607,0.0372379511802921,7.2307811364211694e-124,True,True,CRC
PNO1,2,2,up,True,1.1991848222715649,1.821522621432773e-38,1.2055710115996556,0.3270555553911736,0.0002276853795313,True,True,CRC
NR3C2,2,2,down,True,-2.4168568838619486,1.8722497572573536e-38,-2.368994121536811,0.5126165568043308,3.812021937942568e-06,True,True,CRC
NAAA,2,2,down,True,-1.455828093714631,1.9345736489536507e-38,-1.4406418033475277,0.5569745012467751,0.0096942403816086,True,True,CRC
PLP1,2,2,down,True,-3.4346976503112594,1.9929505448853902e-38,-3.4197750386798584,1.0598823999984626,0.0012528759633144,True,True,CRC
CASP7,2,2,down,True,-1.5742588703368794,2.0367738540400047e-38,-1.5891677024887154,0.2631581798361135,1.5523498486856252e-09,True,True,CRC
CKAP5,2,2,up,True,1.03618349014147,2.411385595049048e-38,1.0428864973839995,0.2606936148601148,6.322755041595256e-05,True,True,CRC
GALK1,2,2,up,True,0.7914180076346284,2.439869293587865e-38,0.807818917396185,0.0351991537666806,1.4750725968871806e-116,True,True,CRC
METTL7A,2,2,down,True,-1.7000363850656883,2.521711522357237e-38,-1.703365433238763,0.6429621394865934,0.0080671380233067,True,True,CRC
TOMM34,2,2,up,True,1.3631797680520044,2.559133895372865e-38,1.367470979290781,0.4435811084611674,0.0020506426023435,True,True,CRC
PHLDA1,2,2,up,True,2.716465669896808,2.65114192697363e-38,2.6843501345444825,0.1921518514176169,2.378217366934323e-44,True,True,CRC
RFC3,2,2,up,True,0.9467282793954156,2.8135106207251723e-38,1.0052387334826547,0.0436521627360915,2.4226025802785907e-117,True,True,CRC
DCUN1D5,2,2,up,True,1.1195657684921394,2.9628508865840607e-38,1.1244225517677815,0.3632119651703983,0.0019629919800204,True,True,CRC
SHMT2,2,2,up,True,1.451124198494302,3.0118044799428384e-38,1.469403084048254,0.1758561855984403,6.504095685940604e-17,True,True,CRC
TTYH3,2,2,up,True,0.9834609200394404,3.218536209560821e-38,0.964501977795708,0.0403307325905693,2.1479661672653368e-126,True,True,CRC
LRP8,2,2,up,True,2.190841455154445,3.2420610759556953e-38,2.169212860003376,0.085264262544885,8.866799053397751e-143,True,True,CRC
CITED2,2,2,down,True,-1.2071402534465223,3.3807314279291143e-38,-1.2098379565877084,0.4373090788029996,0.0056652688051965,True,True,CRC
CCND1,2,2,up,True,1.6377004292223667,3.422217079950704e-38,1.6509725792074,0.0650043265396718,2.6610856656049377e-142,True,True,CRC
BEST2,2,2,down,True,-3.696909386628853,3.664662501901377e-38,-3.794195129022746,0.1551437413659029,4.344737868474077e-132,True,True,CRC
CDK5RAP1,2,2,up,True,0.9108750218118344,4.564513598162359e-38,0.922080540949379,0.2351959504527091,8.837351716106853e-05,True,True,CRC
DHRS11,2,2,down,True,-2.6962379665640177,4.898456533058825e-38,-2.642957813510804,0.2395314403509336,2.623399570209583e-28,True,True,CRC
PRIMA1,2,2,down,True,-1.871476180141864,5.401078131012805e-38,-1.845519860871824,0.2844002831275662,8.631441012679575e-11,True,True,CRC
RNF114,2,2,up,True,0.8269651655728567,5.432847798575114e-38,0.8317890989802108,0.2192239433780353,0.0001480940769185,True,True,CRC
CHP2,2,2,down,True,-4.584670008478485,5.991215681925112e-38,-4.393107999340742,0.1826977437171001,9.243144155367264e-128,True,True,CRC
MIF,2,2,up,True,1.066020845114915,6.091823774974786e-38,1.0708497919469186,0.2143099616623189,5.83095232554657e-07,True,True,CRC
NAA25,2,2,up,True,0.7591519128728477,6.149042635492395e-38,0.7645183218269549,0.2884530197789337,0.0080394511744316,True,True,CRC
DDX56,2,2,up,True,0.7453369429339709,6.321851603082029e-38,0.750616033217263,0.4042194025014996,0.0633179815675668,True,True,CRC
ABI3BP,2,2,down,True,-2.2242251369395016,6.340605158949878e-38,-2.234605157287888,0.5669436240136079,8.097550320421255e-05,True,True,CRC
MYOT,2,2,down,True,-2.872814161058806,7.380792051108319e-38,-2.863037114804029,1.17904811434519,0.0151714008989457,True,True,CRC
RCL1,2,2,up,True,1.0097478105997086,7.786544818699356e-38,1.0153347717513317,0.5103532420577711,0.0466488513939646,True,True,CRC
CHCHD6,2,2,up,True,0.9399631821228528,8.28377654446768e-38,0.9567425778520552,0.1902242294896856,4.916281868747522e-07,True,True,CRC
USP2,2,2,down,True,-1.9905629887418892,8.903075815178849e-38,-1.958895855391635,0.4077357909710254,1.5527329505602755e-06,True,True,CRC
ZC3HAV1L,2,2,up,True,0.8519080354165993,9.148312301674828e-38,0.8171658526960087,0.2093461451134558,9.484305325461808e-05,True,True,CRC
ATP6V1F,2,2,up,True,1.1072428437404174,9.238617257016268e-38,1.1201525562320251,0.128833393393271,3.4810766266063295e-18,True,True,CRC
MET,2,2,up,True,1.1634623406947575,9.342983305256424e-38,1.1376309054686338,0.1672576101728663,1.034139739010252e-11,True,True,CRC
TMEM185B,2,2,up,True,0.911694823949531,9.939922878070522e-38,0.917148601872768,0.2601051489028027,0.0004217776793925,True,True,CRC
CCT7,2,2,up,True,0.8661268388877259,1.0663319157584965e-37,0.895554667966063,0.060848004522211,4.9480938033391366e-49,True,True,CRC
TESC,2,2,up,True,2.6499972328607337,1.1148151051769331e-37,2.6494028549362603,1.3036679377651346,0.0421265148926887,True,True,CRC
WDR75,2,2,up,True,0.8916180516692274,1.1279324890695486e-37,0.9135874817761388,0.1111639662953801,2.062741363703455e-16,True,True,CRC
