pathway,n_datasets,n_significant_datasets,median_NES,min_FDR,direction,strict_supported
REACTOME_CHROMATIN_ORGANIZATION,2,2,-0.13884644582450806,0.002643669386547572,down,True
REACTOME_CHROMOSOME_MAINTENANCE,2,1,-1.5884824127071142,0.0008564714543483194,down,False
REACTOME_CHYLOMICRON_ASSEMBLY,2,0,0.20743777088447066,0.2843751775163755,up,False
REACTOME_CHYLOMICRON_REMODELING,2,0,0.09357041161670876,0.1629604200621445,up,False
REACTOME_CILIUM_ASSEMBLY,2,0,0.0623507330236467,0.18151865602105538,up,False
REACTOME_CIRCADIAN_CLOCK,2,2,2.4748759394254987,0.018938177419958013,up,True
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,2,2,2.0121118344114004,0.0008496347653723877,up,True
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,2,1,0.03776544075927025,0.026603496992416344,up,False
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS,2,0,-0.08719209087898418,0.294954192364875,down,False
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS,1,0,-0.8638672394717812,0.3448585945209038,down,False
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,2,1,1.2434494677773082,0.030099963468991246,up,False
REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT,2,1,1.3794508938171512,0.04978305675040014,up,False
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,2,1,1.5541057947610557,4.119739432329523e-05,up,False
REACTOME_CLEC7A_DECTIN_1_INDUCES_NFAT_ACTIVATION,2,0,0.5997092288531978,0.1954502554505387,up,False
REACTOME_CLEC7A_DECTIN_1_SIGNALING,2,1,1.0311673434305764,0.00015125547267595216,up,False
REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM,2,0,1.0602409029815298,0.4721023847290279,up,False
REACTOME_COHESIN_LOADING_ONTO_CHROMATIN,2,1,0.2827031670530853,0.014093780549975158,up,False
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,2,1,-0.9969084618549047,0.0014935230115170229,down,False
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION,2,1,-0.03905366857973776,0.0158618010172589,down,False
REACTOME_COLLAGEN_DEGRADATION,2,1,-1.0130288200149484,0.0009622147522859854,down,False
REACTOME_COLLAGEN_FORMATION,2,1,-0.5360771700691362,0.0030010149757873847,down,False
REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION,2,0,0.30736199118789453,0.3599871782077251,up,False
REACTOME_COMPLEMENT_CASCADE,2,1,1.4789097523883712,0.02795647531201513,up,False
REACTOME_COMPLEX_III_ASSEMBLY,2,2,2.4029509718792594,8.77565408959011e-05,up,True
REACTOME_COMPLEX_IV_ASSEMBLY,2,2,1.1661611628577617,0.00010446770087013771,up,True
REACTOME_COMPLEX_I_BIOGENESIS,2,2,2.258797270078292,1.0896695023336482e-12,up,True
REACTOME_CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES,2,0,-1.4235307033869724,0.06792026723517595,down,False
REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES,2,0,-0.6405968890025628,0.33831268577708534,down,False
REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,2,1,-0.24467895316856653,0.0038379314328234,down,False
REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER,2,0,-0.44566106046167336,0.17871343067903475,down,False
REACTOME_CONSTITUTIVE_SIGNALING_BY_EGFRVIII,2,0,-0.3706860789926223,0.2739656638589673,down,False
REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS,2,0,-0.7152247151023264,0.6243557700174682,down,False
REACTOME_CONSTITUTIVE_SIGNALING_BY_OVEREXPRESSED_ERBB2,2,0,-0.887356265956807,0.3972535665361526,down,False
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE,2,0,-0.5138370626989486,0.0784558628772952,down,False
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING,2,1,0.41208238478555126,0.04403070656844191,up,False
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING,2,1,0.4033690612520622,3.171072826017981e-06,up,False
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT,2,0,0.4518885583327848,0.15974610395844108,up,False
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,2,2,-0.8238449387539597,4.770023127133199e-05,down,True
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,2,1,-0.19382623121718398,0.0378713429631424,down,False
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT,2,1,1.3938137914745377,5.5324696782678574e-05,up,False
REACTOME_CO_INHIBITION_BY_CTLA4,2,0,0.5241322758849014,0.2623767489534198,up,False
REACTOME_CO_INHIBITION_BY_PD_1,2,1,-0.18692748939293605,3.8400302859524424e-05,down,False
REACTOME_CO_STIMULATION_BY_CD28,2,0,0.932893561115915,0.07344503700516172,up,False
REACTOME_CO_STIMULATION_BY_ICOS,2,0,-0.1032736373589522,0.37249405040248307,down,False
REACTOME_CREATINE_METABOLISM,2,0,-0.09583933527375796,0.19543376027911397,down,False
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,2,0,0.696338063337586,0.11019262451795211,up,False
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING,2,1,-1.1823747282159296,0.0073172747569405765,down,False
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_ADENYLATE_CYCLASE,2,0,-0.7588341670548926,0.20669147679647507,down,False
REACTOME_CRISTAE_FORMATION,2,2,0.2484657696779451,4.531026605281687e-05,up,True
REACTOME_CRMPS_IN_SEMA3A_SIGNALING,2,0,-0.2376994965259056,0.10184853059376067,down,False
REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS,2,0,-0.8119402643290693,0.060051342427241396,down,False
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,2,1,1.8186951528258757,6.978134299591756e-13,up,False
REACTOME_CS_DS_DEGRADATION,2,0,0.09113015276683979,0.44891077506586086,up,False
REACTOME_CS_GAG_BIOSYNTHESIS,2,0,-0.5847801857778339,0.4209919295351293,down,False
REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION,2,0,-1.0498167286809117,0.2524033436715542,down,False
REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,2,1,0.4105229820202014,0.00039869554303155605,up,False
REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1,2,0,-1.1699822559843955,0.44270240006403605,down,False
REACTOME_CYP2E1_REACTIONS,1,0,-0.5423802802219166,0.500870467126134,down,False
REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE,2,0,0.9429010543884575,0.5278507053380631,up,False
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE,2,1,0.6206756678157208,0.0443621364481558,up,False
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,2,2,0.8177982946512327,5.59854926994169e-13,up,True
REACTOME_CYTOPROTECTION_BY_HMOX1,2,0,0.8788584433988254,0.19133803873766775,up,False
REACTOME_CYTOSOLIC_IRON_SULFUR_CLUSTER_ASSEMBLY,2,0,-0.24427244119690972,0.12268265216627591,down,False
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,2,0,1.4003577895623518,0.1403713129361743,up,False
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES,2,0,0.21457831012086087,0.2505043242313818,up,False
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,2,0,1.0289541508644147,0.09830141061954685,up,False
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,2,1,0.5556132961697936,0.0013547568643929265,up,False
REACTOME_DAG1_GLYCOSYLATIONS,2,0,0.09417832271463322,0.173669646554427,up,False
REACTOME_DAG_AND_IP3_SIGNALING,2,1,0.3114414768647652,0.00988737900723153,up,False
REACTOME_DAP12_INTERACTIONS,2,0,0.3733242909941412,0.11809815987529791,up,False
REACTOME_DAP12_SIGNALING,2,0,0.21962123102392347,0.12639221814769244,up,False
REACTOME_DARPP_32_EVENTS,2,0,-0.33349202252607363,0.5746087810888035,down,False
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING,2,0,-0.7141759539149554,0.11972901589824474,down,False
REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,2,1,1.0001138063713506,0.002797265508112688,up,False
REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX,2,1,-1.1133319431632642,0.04907853955757995,down,False
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,2,0,-0.5188509119606359,0.1303422127347762,down,False
REACTOME_DEADENYLATION_OF_MRNA,2,0,-0.6241252337595316,0.236782972960085,down,False
REACTOME_DEATH_RECEPTOR_SIGNALING,2,0,0.7354329489704392,0.15882485547897482,up,False
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,2,1,1.6245792296299868,3.699494505636254e-10,up,False
REACTOME_DECTIN_2_FAMILY,2,0,1.079162648081355,0.16795607389455885,up,False
REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE,2,0,-0.25290711746891015,0.06195305750651037,down,False
REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TNPS,2,0,0.10484327314678281,0.7554547629837179,up,False
REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2,2,0,-0.2852909953511578,0.07414234144933456,down,False
REACTOME_DEFECTIVE_GALNT3_CAUSES_HFTC,1,0,-0.687154605428806,0.42165121575999215,down,False
REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS,2,0,-0.5281075703867689,0.26299870298018646,down,False
REACTOME_DEFECTIVE_PYROPTOSIS,2,0,-0.7277971754451272,0.34976052595615126,down,False
REACTOME_DEFECTS_IN_COBALAMIN_B12_METABOLISM,2,0,1.5731522467816426,0.14497132845380942,up,False
REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM,2,0,1.635021020479092,0.18820606837117856,up,False
REACTOME_DEFECTS_OF_CONTACT_ACTIVATION_SYSTEM_CAS_AND_KALLIKREIN_KININ_SYSTEM_KKS,2,0,0.5064999838164482,0.376758932800207,up,False
REACTOME_DEFENSINS,2,0,0.2241245358339316,0.14041785719922342,up,False
REACTOME_DEGRADATION_OF_AXIN,2,1,1.2519667169707787,2.066949945524319e-08,up,False
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,2,1,1.040750978673206,5.856341359008329e-05,up,False
REACTOME_DEGRADATION_OF_CRY_AND_PER_PROTEINS,2,2,1.409467100643468,6.740481854685271e-09,up,True
REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE,2,0,1.246202894906054,0.11401613795832455,up,False
REACTOME_DEGRADATION_OF_DVL,2,1,1.3439064362548208,3.592743672883888e-10,up,False
REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,2,1,1.232666399029701,4.6206657124330467e-07,up,False
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,2,1,0.0656149931308152,0.0002211699606227686,up,False
REACTOME_DENGUE_VIRUS_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES,2,1,1.2921884833854536,0.002780706184199463,up,False
REACTOME_DENGUE_VIRUS_ATTACHMENT_AND_ENTRY,2,1,1.8059950780363416,0.004917431050889947,up,False
REACTOME_DENGUE_VIRUS_GENOME_TRANSLATION_AND_REPLICATION,2,1,-0.3702542767636741,6.158964770719817e-06,down,False
REACTOME_DENGUE_VIRUS_HOST_INTERACTIONS,2,1,-0.44162172042900627,0.025141464772486247,down,False
REACTOME_DENGUE_VIRUS_INFECTION,2,1,-1.4515543360556966,3.6920522368656572e-06,down,False
REACTOME_DENGUE_VIRUS_MODULATES_APOPTOSIS,2,0,0.8982645310990258,0.3561031819548917,up,False
REACTOME_DEPOLYMERIZATION_OF_THE_NUCLEAR_LAMINA,2,0,0.021734410471463524,0.18151838018011618,up,False
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,2,0,-1.18260690863144,0.27929476529655295,down,False
REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,2,1,0.8305687973130934,0.004687862510408785,up,False
REACTOME_DEUBIQUITINATION,2,1,2.241247925686495,0.008849135306407309,up,False
REACTOME_DEVELOPMENTAL_CELL_LINEAGES,2,0,-1.621970386675779,0.087556072141719,down,False
REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS,2,0,-0.8863002092002902,0.33512050491143464,down,False
REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_INTEGUMENTARY_SYSTEM,2,1,-1.0344519055478674,0.020848442840652178,down,False
REACTOME_DEVELOPMENTAL_LINEAGES_OF_THE_MAMMARY_GLAND,2,0,-0.9056089870691494,0.07462486617609738,down,False
REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_GLAND_ALVEOLAR_CELLS,2,1,-0.9457794698756516,0.026603496992416344,down,False
REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_GLAND_LUMINAL_EPITHELIAL_CELLS,2,0,-1.0004640451790439,0.11012906638641665,down,False
REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_GLAND_MYOEPITHELIAL_CELLS,2,0,-0.7408509983028084,0.18755714475372473,down,False
REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_STEM_CELLS,2,0,-0.4693519333144094,0.06446324191822382,down,False
REACTOME_DEVELOPMENTAL_LINEAGE_OF_MULTIPOTENT_PANCREATIC_PROGENITOR_CELLS,2,0,0.09549610468655127,0.44084105750514585,up,False
REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_ACINAR_CELLS,2,0,-0.5846194852474647,0.36071459618864166,down,False
REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_DUCTAL_CELLS,2,0,-0.9505077865715909,0.2133227001191057,down,False
REACTOME_DIFFERENTIATION_OF_KERATINOCYTES_IN_INTERFOLLICULAR_EPIDERMIS_IN_MAMMALIAN_SKIN,2,0,-0.20386330407143924,0.13151294649449258,down,False
REACTOME_DIFFERENTIATION_OF_NAIVE_CD_T_CELLS_TO_T_HELPER_1_CELLS_TH1_CELLS,2,1,1.4950254459784402,0.03613581459270897,up,False
REACTOME_DIGESTION,1,0,-0.22819401189694744,0.9170385145073402,down,False
REACTOME_DIGESTION_AND_ABSORPTION,2,0,-0.9723442780510828,0.2682671685795131,down,False
REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE,2,0,0.3471153533303664,0.2677236502515562,up,False
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM,2,1,0.013849594629667073,0.014813363755146844,up,False
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS,2,1,1.132872787123703,0.016942754863909847,up,False
REACTOME_DISEASES_ASSOCIATED_WITH_N_GLYCOSYLATION_OF_PROTEINS,2,0,-0.036077789841631965,0.20136599839692182,down,False
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS,2,1,-0.15846946337038512,0.049518793798597166,down,False
REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM,2,0,-0.3014790531971414,0.5005818188992575,down,False
REACTOME_DISEASES_OF_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,2,1,0.3735517081813378,0.012269118580603365,up,False
REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM,2,0,-0.3623884587252133,0.15868740668092213,down,False
REACTOME_DISEASES_OF_DNA_REPAIR,2,0,-1.3462055686810737,0.15126040858944842,down,False
REACTOME_DISEASES_OF_GLYCOSYLATION,2,0,-0.08153559428583643,0.09432748092178721,down,False
REACTOME_DISEASES_OF_HEMOSTASIS,2,0,0.4895985298724017,0.6280503637591895,up,False
REACTOME_DISEASES_OF_IMMUNE_SYSTEM,2,1,0.9227571859631143,0.009849354455117983,up,False
REACTOME_DISEASES_OF_METABOLISM,2,0,1.2883631009090724,0.1353059957667159,up,False
REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE,2,0,-1.1419960828406706,0.33574132304276205,down,False
REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH,2,0,-0.2953596516897024,0.37657408344116505,down,False
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS,2,1,0.02000518311824615,3.0651298239599254e-07,up,False
REACTOME_DISORDERS_OF_DEVELOPMENTAL_BIOLOGY,2,0,-0.6566395957483181,0.3007554139149109,down,False
REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS,2,0,1.3149257434898234,0.0847284831021667,up,False
REACTOME_DISSOLUTION_OF_FIBRIN_CLOT,2,0,-0.32297826192038803,0.0684496519216692,down,False
REACTOME_DNA_DAMAGE_BYPASS,2,0,0.3078637667054786,0.4496530695844831,up,False
REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER,2,1,0.5549891631672069,0.017731901287313254,up,False
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE,2,0,-0.9992993699371611,0.12639221814769244,down,False
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,2,1,-1.411604507795192,0.03966858329332357,down,False
REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,2,0,-0.6956306938717456,0.5779726567007734,down,False
REACTOME_DNA_METHYLATION,2,0,-0.6773660769074056,0.4457185972256956,down,False
REACTOME_DNA_REPAIR,2,1,-0.05547579331765412,0.005347389173225353,down,False
REACTOME_DNA_REPLICATION,2,1,-0.8563353883870466,0.0062604003041789365,down,False
REACTOME_DNA_REPLICATION_PRE_INITIATION,2,1,-0.6098681913040518,0.0015798165320997492,down,False
REACTOME_DNA_STRAND_ELONGATION,2,0,-1.587700272640264,0.18221484331299392,down,False
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE,2,0,0.0022109041412611036,0.25789513326524416,up,False
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING,2,0,-0.9821938069355776,0.2857151565942909,down,False
REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING,2,0,0.029559985976336692,0.2995480712063685,up,False
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY,2,0,0.4951933690580968,0.07846445940239766,up,False
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING,2,0,0.36105509936638824,0.23306621919385362,up,False
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,2,1,0.6524918758666478,0.0003397654468450779,up,False
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1,2,0,-0.19015673510414752,0.14286639551124786,down,False
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2,2,0,-0.03938605531079711,0.23358215279226976,down,False
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3,2,0,-0.1958917586038253,0.32082017869636753,down,False
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4,2,0,0.09049861933895607,0.3236779119987384,up,False
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION,2,0,-0.013507606383018948,0.32501234546796204,down,False
REACTOME_DOWNSTREAM_TCR_SIGNALING,2,1,1.248594214455933,2.582673809292722e-07,up,False
REACTOME_DRUG_ADME,2,1,1.3932279426814487,0.0006203326335287721,up,False
REACTOME_DS_GAG_BIOSYNTHESIS,2,0,-0.4812543981914624,0.5528502814501483,down,False
REACTOME_DUAL_INCISION_IN_GG_NER,2,0,0.256969221003314,0.21912287702845124,up,False
REACTOME_DUAL_INCISION_IN_TC_NER,2,0,0.619824481902714,0.09009689359555295,up,False
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION,2,0,-0.43671004611092307,0.13208831975565619,down,False
REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS,2,0,0.8405253649972674,0.1119883921357886,up,False
REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE,2,0,0.3008542088204294,0.2916423445713216,up,False
REACTOME_EARLY_SARS_COV_2_INFECTION_EVENTS,2,0,0.9167341924940734,0.25021569480908856,up,False
REACTOME_ECM_PROTEOGLYCANS,2,2,-1.7874864220465903,0.0003808193702454681,down,True
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS,2,0,-0.0633687234093724,0.13352363315844085,down,False
REACTOME_EGFR_DOWNREGULATION,2,0,-0.336227856526448,0.09778759472284053,down,False
REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION,2,0,0.0348057034820101,0.12805835018787784,up,False
REACTOME_EICOSANOIDS,2,0,0.2584805294682479,0.21383419499913253,up,False
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS,2,0,0.1741861346679759,0.3817790141356874,up,False
REACTOME_ELASTIC_FIBRE_FORMATION,2,1,-0.922055078350567,0.011637416450956105,down,False
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS,2,0,0.9573819094745215,0.4379807453423001,up,False
REACTOME_ENDOGENOUS_STEROLS,2,0,1.0406403409530514,0.268740656819679,up,False
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT,2,1,1.4656796158978982,0.003144787655284228,up,False
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK,2,1,0.5784841505408989,0.0022668114734921445,up,False
REACTOME_ENOS_ACTIVATION,2,0,-0.5350034779244416,0.4455980298011825,down,False
REACTOME_ENTEROBACTERIAL_FACTORS_ANTAGONIZE_HOST_DEFENSE,2,0,1.5999749677318402,0.08090567335692805,up,False
REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE,2,0,-0.8050671676114316,0.33805572528036354,down,False
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING,2,0,0.9275236793665258,0.13305754557257427,up,False
REACTOME_EPHRIN_SIGNALING,2,0,-0.6871801455089184,0.27164535172940274,down,False
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS,2,0,-0.08306413124456362,0.2154094731040337,down,False
REACTOME_EPH_EPHRIN_SIGNALING,2,0,0.5724631093575241,0.05386531402484014,up,False
REACTOME_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES,2,1,1.0055899399799344,0.021804303117554505,up,False
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,2,1,-0.2056701774254752,0.009412672997500668,down,False
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES,2,0,0.6672533497104434,0.1943112396099934,up,False
REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING,2,0,-0.8943986947604167,0.2739656638589673,down,False
REACTOME_ERBB2_REGULATES_CELL_MOTILITY,2,0,-0.21280872677150672,0.4805910803233625,down,False
REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION,2,0,-0.6152200898750911,0.4437101130114655,down,False
REACTOME_ERKS_ARE_INACTIVATED,2,0,-0.87505858902198,0.33730299798357133,down,False
REACTOME_ERK_MAPK_TARGETS,2,0,-1.1401356853468934,0.3302922801770228,down,False
REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN,2,0,-0.24027058268875556,0.2554882356936613,down,False
REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOINOSITIDE_3_KINASE_PI3K,2,0,0.6363740228721719,0.07445804253982635,up,False
REACTOME_ERYTHROPOIETIN_ACTIVATES_RAS,2,0,0.7564067595254179,0.541706469341913,up,False
REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC,2,0,0.25720942848544054,0.2722829091009647,up,False
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT,2,1,1.1671082071017664,0.0002835318565886555,up,False
REACTOME_ESR_MEDIATED_SIGNALING,2,0,-0.7231966508602716,0.10249056314466669,down,False
REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION,2,0,0.6444169705022933,0.052528589597463156,up,False
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION,2,0,0.07374831305001442,0.3811879057207187,up,False
REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING,2,0,-0.044691042837434664,0.12584961840131995,down,False
REACTOME_ETHANOL_OXIDATION,2,0,0.5488659326008392,0.2672777872667148,up,False
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,2,2,-0.11494583625707824,6.9568841221101966e-12,down,True
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,2,2,1.5713857549719876,3.2158454767496526e-17,up,True
REACTOME_EVASION_BY_RSV_OF_HOST_INTERFERON_RESPONSES,2,0,0.27361344972988266,0.31048104843883884,up,False
REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS,2,1,-0.9812445302005769,0.0485608224244688,down,False
REACTOME_EXPRESSION_OF_BMAL_ARNTL_CLOCK_AND_NPAS2,2,1,0.8870916641146495,0.00035788084316965414,up,False
REACTOME_EXTENSION_OF_TELOMERES,2,1,-0.8034007570593029,0.0015912668446978176,down,False
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,2,2,-0.7043977743750854,7.026150880051293e-10,down,True
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING,2,0,-0.9475410405585909,0.07819356276201529,down,False
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,2,1,-1.693498926294613,0.01778263388233049,down,False
REACTOME_FANCONI_ANEMIA_PATHWAY,2,0,-0.37382051870892047,0.15099991678924088,down,False
REACTOME_FATTY_ACIDS,2,0,0.7118797438451919,0.19383658415612315,up,False
REACTOME_FATTY_ACID_METABOLISM,2,2,3.5952879497053374,2.0404240785816567e-11,up,True
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,2,0,0.880747648069887,0.21917207782437767,up,False
REACTOME_FBXL7_DOWN_REGULATES_AURKA_DURING_MITOTIC_ENTRY_AND_IN_EARLY_MITOSIS,2,1,1.4225447708998853,1.0698939719948908e-09,up,False
