gene,n_independent_datasets_DINP,n_significant_datasets_DINP,direction_DINP,all_directions_same_DINP,median_log2FC_DINP,min_FDR_DINP,meta_log2FC_DINP,meta_SE_DINP,meta_p_DINP,strict_supported_DINP,direction_supported_DINP,label_DINP,n_independent_datasets_CRC,n_significant_datasets_CRC,direction_CRC,all_directions_same_CRC,median_log2FC_CRC,min_FDR_CRC,meta_log2FC_CRC,meta_SE_CRC,meta_p_CRC,strict_supported_CRC,direction_supported_CRC,label_CRC,same_direction,opposite_direction,legacy_81_annotation,tier,priority_score
ACP1,2,1,up,True,0.2843289501656096,0.027110464845798,0.2940164495967369,0.0664485149158723,9.656491422519438e-06,False,True,DINP,2,2,up,True,0.5941907938964253,1.827392397756823e-33,0.5952751592618964,0.0296866792491634,1.9417188521717878e-89,True,True,CRC,True,False,False,B,9
NAE1,2,1,up,True,0.2200376197837754,0.027110464845798,0.2124941629116848,0.1480240221905243,0.1511337437371241,False,True,DINP,2,2,up,True,0.5778852753968824,3.5912801188193146e-24,0.5867773441915733,0.0375503691122178,4.8118288944622346e-55,True,True,CRC,True,False,False,B,9
GLRX3,2,1,up,True,0.3064443136187544,0.027800810213387,0.3381475412418843,0.0780601857675102,1.4783993618831236e-05,False,True,DINP,2,2,up,True,0.5054765773795462,8.086466798876821e-31,0.5346059993747864,0.1076882817246006,6.891940867662168e-07,True,True,CRC,True,False,False,B,9
MICAL2,2,1,down,True,-0.610853156061866,0.0281871194009795,-0.6191920039605463,0.1259704457424449,8.861258872126024e-07,False,True,DINP,2,2,down,True,-0.5807766762702715,1.485608433706248e-16,-0.5465248727265158,0.0570066831650828,9.065564151349814e-22,True,True,CRC,True,False,False,B,9
DCUN1D2,2,1,up,True,0.2622169512157164,0.0284845861291162,0.2483935544914344,0.1259722510927766,0.0486311099199996,False,True,DINP,2,2,up,True,0.4276331073396002,5.279351814268307e-12,0.4119153506619018,0.1260981133916217,0.0010883743865472,True,True,CRC,True,False,False,B,9
STRAP,2,1,up,True,0.178221023392485,0.0314907902056477,0.1886565364655189,0.0720879288747886,0.0088697593830819,False,True,DINP,2,2,up,True,0.6154086548355684,2.8267485090339628e-27,0.6249864005556504,0.1668339946274929,0.0001795639624765,True,True,CRC,True,False,False,B,9
RPL23,2,1,up,True,0.3112630649422656,0.0329171283462721,0.327183647197907,0.0739040107796237,9.548929178274786e-06,False,True,DINP,2,2,up,True,0.3213149931239165,7.034255685448382e-14,0.28892209468355,0.046984885061083,7.78471569403846e-10,True,True,CRC,True,False,False,B,9
SURF2,2,1,up,True,0.3369596535979551,0.0337059923321496,0.3608205142095511,0.0860256301060693,2.736704270208385e-05,False,True,DINP,2,2,up,True,0.7204850087482058,1.9504580342965502e-19,0.6659491660930363,0.1816857960997552,0.0002469626574931,True,True,CRC,True,False,False,B,9
MRPL32,2,1,up,True,0.2784276294995904,0.034182024428713,0.261182983611037,0.1931907046241324,0.1763932807024087,False,True,DINP,2,2,up,True,0.4039315052037295,1.2057153682946504e-18,0.4140749690295683,0.0857933873215089,1.3900880038694652e-06,True,True,CRC,True,False,False,B,9
ACSF2,2,1,down,True,-0.4254821843845078,0.0343360567425495,-0.4049574879601058,0.2550410310172367,0.1123286102121259,False,True,DINP,2,2,down,True,-1.587077568829598,2.563872526624544e-20,-1.553608101150935,0.1000975722875446,2.5036861669727942e-54,True,True,CRC,True,False,False,B,9
SAR1A,2,1,up,True,0.1923061240851944,0.0360787005626405,0.1840090609393553,0.0925363247192946,0.0467557274130893,False,True,DINP,2,2,up,True,0.4389173615039214,6.056418678140056e-15,0.3903843875841053,0.0733113304697234,1.0094127642272925e-07,True,True,CRC,True,False,False,B,9
CNPY2,2,1,up,True,0.3335375419850215,0.0370724627804891,0.3085640894902706,0.0742805968775725,3.266652868349393e-05,False,True,DINP,2,2,up,True,0.6488886588615301,1.1091857161211146e-36,0.6554723297314833,0.1217930505982905,7.372284203129043e-08,True,True,CRC,True,False,False,B,9
ACTL6A,2,1,up,True,0.1644320354933002,0.0383680488763298,0.1669415275153025,0.1183041117454066,0.1582086621866482,False,True,DINP,2,2,up,True,0.7707265341387868,1.2931436084705027e-41,0.7770857399157675,0.2674825776469937,0.0036703886079702,True,True,CRC,True,False,False,B,9
JUND,2,1,down,True,-0.3206072208765151,0.0388941849398762,-0.3586265739787598,0.0829352992379752,1.5310518173398603e-05,False,True,DINP,2,2,down,True,-0.5450313038759846,9.20190746592928e-22,-0.5646922234696372,0.0835141865806167,1.3644561573595152e-11,True,True,CRC,True,False,False,B,9
ASGR1,2,1,up,True,0.5561986120300113,0.0390235316372227,0.4057858594076992,0.0909613995163534,8.154856236949906e-06,False,True,DINP,2,2,up,True,1.0133567560078804,3.4144552504199933e-07,0.9891264118850892,0.6862709725016235,0.1494982770023007,True,True,CRC,True,False,False,B,9
FLVCR2,2,1,down,True,-0.4674182438300182,0.0390235316372227,-0.5142893504987193,0.2709952015614517,0.0577250315114484,False,True,DINP,2,2,down,True,-1.1463642636854912,3.2684822778641076e-34,-1.1635031427712086,0.0547348018795585,2.833978045864997e-100,True,True,CRC,True,False,False,B,9
FPGS,2,1,up,True,0.2501020942305607,0.0391430162696532,0.3463581699546013,0.0854953524350622,5.095716173002415e-05,False,True,DINP,2,2,up,True,0.5910574106084772,1.8045150169079463e-24,0.5676320049299324,0.0364769070562332,1.3313914290340684e-54,True,True,CRC,True,False,False,B,9
UMPS,2,1,up,True,0.2506321376781286,0.0399311728081082,0.2673126598796664,0.0924469957677052,0.0038337893124578,False,True,DINP,2,2,up,True,0.563025849338119,1.616775317836418e-30,0.5704266528798235,0.213005143836057,0.0074064383414764,True,True,CRC,True,False,False,B,9
CCT6A,2,1,up,True,0.1780580918062866,0.0404466172388373,0.1711752923032208,0.0949868629383722,0.071530557066686,False,True,DINP,2,2,up,True,1.1172988229732406,9.670632172173506e-40,1.1569359945638549,0.0457044826756443,2.2742021363060777e-141,True,True,CRC,True,False,False,B,9
MND1,2,1,up,True,0.4937841046556781,0.0404466172388373,0.4653986037761785,0.2113271660411202,0.0276465340268268,False,True,DINP,2,2,up,True,1.498852671639213,1.087942069411255e-25,1.5221553900153164,0.1809149958757487,3.974466777540395e-17,True,True,CRC,True,False,False,B,9
RFT1,2,1,up,True,0.2172196225283804,0.0409247530493133,0.2278689499106262,0.0824176678828712,0.0056956473468516,False,True,DINP,2,2,up,True,0.2655782194169149,7.004437463503108e-09,0.2567674828933956,0.0367716316352366,2.8943638493680946e-12,True,True,CRC,True,False,False,B,9
GNA12,2,1,up,True,0.2430268800974748,0.0421786586687302,0.2494566142663829,0.076174300279867,0.001057318126396,False,True,DINP,2,2,up,True,0.406781302963795,5.360179130194417e-12,0.3853947224402628,0.0677626855096818,1.2897444019969117e-08,True,True,CRC,True,False,False,B,9
HAT1,2,1,up,True,0.3060107156491454,0.0422869850441886,0.3686369257530347,0.1450945055675726,0.0110641015278855,False,True,DINP,2,2,up,True,0.4946994758431109,9.416564753606997e-14,0.4815600762298193,0.0446863321842884,4.4471352046948095e-27,True,True,CRC,True,False,False,B,9
E2F2,2,1,down,True,-0.3893300321623703,0.042726757859436,-0.3840475908882274,0.2047372837814124,0.060681812739117,False,True,DINP,2,2,down,True,-0.4274570482352495,1.1696700084841609e-07,-0.3913068364160137,0.1323215669210068,0.0031040484171185,True,True,CRC,True,False,False,B,9
MIER3,2,1,down,True,-0.2335938288481314,0.0429208625209645,-0.2213256375117633,0.0735653065289411,0.0026248897828748,False,True,DINP,2,2,down,True,-1.6902914730056593,2.4646261597825486e-39,-1.6752260048856975,0.0677353742351299,4.852459165342141e-135,True,True,CRC,True,False,False,B,9
NTAN1,2,1,down,True,-0.1912132282596044,0.0439885126925022,-0.1788244541095748,0.1230382031318335,0.1461110808510646,False,True,DINP,2,2,down,True,-0.6596596961378034,2.0060291419229904e-19,-0.65751584878477,0.0483696660665346,4.372959964080994e-42,True,True,CRC,True,False,False,B,9
FNBP1,2,1,down,True,-0.4795614974727069,0.0441449036733084,-0.5250218564839808,0.1204016534045831,1.2971413265648614e-05,False,True,DINP,2,2,down,True,-0.951970297336048,2.0422532141093773e-22,-0.9729962801554108,0.2243081358159726,1.4393806104513877e-05,True,True,CRC,True,False,False,B,9
CFI,2,1,up,True,0.3199420982155467,0.0469742673257336,0.3348068965006334,0.0885393519523823,0.0001559192100259,False,True,DINP,2,2,up,True,1.276661944408078,2.395673177488167e-10,1.2198835500632512,0.2917340014999269,2.89601758433468e-05,True,True,CRC,True,False,False,B,9
ADRM1,2,1,up,True,0.2654372960457656,0.0494638907784338,0.2680694446790124,0.061409423918355,1.2695894058909754e-05,False,True,DINP,2,2,up,True,1.1021716576787788,8.359603659342574e-31,1.130692928034796,0.0730873285533311,5.493268067491974e-54,True,True,CRC,True,False,False,B,9
FAM91A1,2,1,up,True,0.209792489029452,0.0495724611080747,0.2283134474645579,0.1238593108189057,0.0652810037097844,False,True,DINP,2,2,up,True,0.5341241601404381,1.0858784168444048e-28,0.5380576461085467,0.1421265208461015,0.0001532362720902,True,True,CRC,True,False,False,B,9
GPCPD1,2,1,up,True,0.6566192666692596,0.0499261251008451,0.6297000538656874,0.4237881121129593,0.1373097572794541,False,True,DINP,2,2,up,True,0.8293083062762894,1.4564145152036581e-18,0.8225127449321106,0.0632105183905244,1.0419119422721988e-38,True,True,CRC,True,False,False,B,9
SLC27A2,2,1,down,False,-0.0088103393642343,9.36296093670044e-05,0.033539038291772,0.5646519080725385,0.9526353257045248,False,False,DINP,2,2,down,True,-0.5703348935994415,0.0003278830431241,-0.5646279201301422,0.1014952924786196,2.6503202141862088e-08,True,True,CRC,True,False,False,B,9
KIF1C,2,1,down,False,-0.1993737514033116,0.0040573616914115,-0.1983701141519363,0.2853268767520918,0.4869061024413119,False,False,DINP,2,2,down,True,-0.6585485756366452,1.117648121680037e-28,-0.6924077404165864,0.0699633810811029,4.301671316375253e-23,True,True,CRC,True,False,False,B,9
RNF24,2,1,up,False,0.2676087581194369,0.0040833692463444,0.3138936371482071,0.6536099539911983,0.6310524039252157,False,False,DINP,2,2,up,True,1.128289433836385,3.8473356902049375e-22,1.113211158771599,0.2450204803320714,5.537003981748958e-06,True,True,CRC,True,False,False,B,9
ABCE1,2,1,up,False,0.1561372269566543,0.0041670884893124,0.1542271575248942,0.254901506909955,0.5451483795652341,False,False,DINP,2,2,up,True,0.9804206049056968,1.6732934018638887e-35,0.995534265465604,0.1913737293158311,1.971101770943777e-07,True,True,CRC,True,False,False,B,9
DOLPP1,2,1,down,False,-0.3296506759173956,0.0047271007270651,-0.3200114508514357,0.4843092529146478,0.5087672069605791,False,False,DINP,2,2,down,True,-0.5820054336682534,2.0817643296266425e-15,-0.5656862725226642,0.1218975039857954,3.4727882105345784e-06,True,True,CRC,True,False,False,B,9
NSMCE2,2,1,up,False,0.1392448842648472,0.0049769769507732,0.1409745588659169,0.3708534538363161,0.7038448435163138,False,False,DINP,2,2,up,True,0.4679689622322889,8.234984297750488e-20,0.4676465637665757,0.2155032455891893,0.0300052567763357,True,True,CRC,True,False,False,B,9
ACAA1,2,1,down,False,-0.2473603405654834,0.0051027892028921,-0.1250946142934758,0.6881749000203939,0.8557574551635662,False,False,DINP,2,2,down,True,-0.8589235415123402,1.4330808404543617e-29,-0.8676078061175994,0.044289985198888,1.909648026624312e-85,True,True,CRC,True,False,False,B,9
ZMYM5,2,1,up,False,0.089299194381577,0.0079101288724086,0.1246516866808387,0.3138663042572455,0.6912575932188099,False,False,DINP,2,2,up,True,0.4584430662365983,3.646412891893167e-19,0.4778746778700932,0.0581692696912113,2.117352886407204e-16,True,True,CRC,True,False,False,B,9
SSBP1,2,1,up,False,0.3542398564953624,0.0083538387656666,0.3433455948421504,0.4653392622930222,0.4606121093898965,False,False,DINP,2,2,up,True,0.8513698976870243,1.8170654646623148e-35,0.8580652320617018,0.2353246714241137,0.0002660394820449,True,True,CRC,True,False,False,B,9
COL5A3,2,1,up,False,0.2158690605974604,0.0099966150722608,0.0850708274512146,0.6963157145975277,0.9027621823975844,False,False,DINP,2,2,up,True,1.086254535837718,5.575943808417371e-09,1.0594860334470444,0.7610461580100062,0.1638787206115055,True,True,CRC,True,False,False,B,9
OLA1,2,1,up,False,0.1311320468650589,0.0100125832287504,0.1260854530628782,0.2180310037007534,0.5630674037003043,False,False,DINP,2,2,up,True,0.6736347438490151,3.155367703586922e-37,0.6901906813959191,0.1549737307530264,8.444317888428045e-06,True,True,CRC,True,False,False,B,9
CCDC59,2,1,up,False,0.1198185200577819,0.0106579669578679,0.1166663272789762,0.2059828961132042,0.5711297643183951,False,False,DINP,2,2,up,True,0.6592211406051112,3.9855957897372154e-31,0.6790460068459119,0.0344897912149871,2.7155323868369752e-86,True,True,CRC,True,False,False,B,9
MRPL42,2,1,up,False,0.3674204813435433,0.0106579669578679,0.3549852205712045,0.4666225799592874,0.4468037246166445,False,False,DINP,2,2,up,True,0.4847022520849307,1.1347841959345546e-25,0.4901628769683854,0.216941619295501,0.0238570871424092,True,True,CRC,True,False,False,B,9
BDH1,2,1,down,False,-0.1503790926842239,0.0118097300216145,-0.2332646625621303,0.4190785076682815,0.5777916787037207,False,False,DINP,2,2,down,True,-0.8617655043604198,7.538788293372189e-22,-0.8912523144638808,0.2742313131513132,0.0011540419943717,True,True,CRC,True,False,False,B,9
NPM1,2,1,up,False,0.2104324994031854,0.0126049682496399,0.2142826897505386,0.3239604517853998,0.508325651923516,False,False,DINP,2,2,up,True,0.8327111812228596,1.2334502807231223e-40,0.8580811472206448,0.0578190891488708,7.980665138551201e-50,True,True,CRC,True,False,False,B,9
ARF6,2,1,down,False,-0.167268262711607,0.0144379729886243,-0.1704065120482682,0.3094036537830746,0.5817996356103243,False,False,DINP,2,2,down,True,-0.4491104504330439,2.852552485702522e-19,-0.4630335204285225,0.0995210249897449,3.2774374619284027e-06,True,True,CRC,True,False,False,B,9
ATP2B1,2,1,down,False,-0.1693947644952933,0.0144379729886243,-0.1696885166379017,0.3049821893824255,0.5779454472021369,False,False,DINP,2,2,down,True,-0.9157630639904024,7.368227403983146e-30,-0.9257131713017044,0.1684629878498528,3.9059145461774334e-08,True,True,CRC,True,False,False,B,9
SERPINA6,2,1,down,False,-0.0159524168865446,0.0154153800013379,0.0125757360762038,0.5168639789261564,0.980588711634229,False,False,DINP,2,2,down,True,-1.0938623006205184,2.511377492259095e-05,-1.0610763970050143,0.7474006865353028,0.1556982950359977,True,True,CRC,True,False,False,B,9
SRD5A1,2,1,up,False,0.0852963641529891,0.0171935312106885,0.1056648425844773,0.3323415573279574,0.7505300669274861,False,False,DINP,2,2,up,True,0.5078743635961387,2.662997928651624e-15,0.5339674671071416,0.113199603811405,2.392964193609239e-06,True,True,CRC,True,False,False,B,9
RHOU,2,1,down,False,-0.0670615239469998,0.0173309185282409,-0.0900022298056422,0.3415419136060698,0.79215183046823,False,False,DINP,2,2,down,True,-1.3380482936254063,2.992413969797966e-31,-1.3534975096806028,0.0706240087317727,7.278646616496646e-82,True,True,CRC,True,False,False,B,9
CANT1,2,1,down,False,-0.1148926336467617,0.0195509382940307,-0.1180107684940358,0.2362856681900102,0.6174686875628757,False,False,DINP,2,2,down,True,-0.3937422480550099,2.2975731802937213e-06,-0.3685987033809303,0.0571762840501896,1.143070847843977e-10,True,True,CRC,True,False,False,B,9
POMP,2,1,up,False,0.1109150178314228,0.0200224448838158,0.0412440427552111,0.3630132066018395,0.9095423468518422,False,False,DINP,2,2,up,True,0.7507668594804997,3.711876742238002e-31,0.7543822141294957,0.1084092673651678,3.4354734905527538e-12,True,True,CRC,True,False,False,B,9
MRPL52,2,1,up,False,0.0464867221285461,0.0216893697355621,-0.0280326728884442,0.3626387878385083,0.9383833672214212,False,False,DINP,2,2,up,True,0.45647700735026,2.545548320034532e-18,0.4755235711431921,0.0389772740095929,3.1074285633422603e-34,True,True,CRC,True,False,False,B,9
NCBP2,2,1,up,False,0.2396736935921244,0.0219330245528057,0.2288870676217905,0.3551611700930666,0.5192773705231077,False,False,DINP,2,2,up,True,0.6564038026531431,3.751294814369405e-24,0.6644948339281321,0.1180408577942266,1.8087640366590745e-08,True,True,CRC,True,False,False,B,9
HSPD1,2,1,up,False,0.021149211555806,0.0228585201013312,0.1188751969179452,0.2079843717963995,0.5676212433357177,False,False,DINP,2,2,up,True,0.769638989555617,1.6956617123855112e-34,0.7952074516207385,0.105647386900309,5.192098643691064e-14,True,True,CRC,True,False,False,B,9
COX8A,2,1,down,False,-0.1485291164270124,0.0246060949243787,-0.1847391466367419,0.3768129789264402,0.6239446413564693,False,False,DINP,2,2,down,True,-0.4686936002658983,2.424620165814817e-20,-0.4747618769339706,0.0707753003975408,1.9728774189117983e-11,True,True,CRC,True,False,False,B,9
CACYBP,2,1,up,False,0.1114494997404249,0.0258504371087344,0.1223852738426035,0.2276091518348513,0.5907846861767146,False,False,DINP,2,2,up,True,0.3227853004608523,6.703500722082271e-26,0.3432622772683912,0.0222710114203845,1.3392741669141706e-53,True,True,CRC,True,False,False,B,9
L2HGDH,2,1,up,False,0.0517088911032201,0.0261329007083251,0.0491950529036643,0.3680512398467822,0.893668591522915,False,False,DINP,2,2,up,True,0.3265622621921207,1.598463471829489e-11,0.3328614470015315,0.0398696004169431,6.898742398329092e-17,True,True,CRC,True,False,False,B,9
SMARCC1,2,1,up,False,0.2274386587704959,0.0265904335606302,0.2179255793964943,0.3477867132157735,0.5309168968026753,False,False,DINP,2,2,up,True,0.7019631170594653,1.7432938516854131e-34,0.7076315935711033,0.2807715052644489,0.0117251091545257,True,True,CRC,True,False,False,B,9
GOLGB1,2,1,down,False,-0.1147638090670004,0.0270872615117133,-0.1250451746287434,0.3458928034785472,0.7177150603744484,False,False,DINP,2,2,down,True,-0.3987736668842387,2.3285076545775138e-15,-0.4123313426564872,0.0723195457613852,1.1874374153605826e-08,True,True,CRC,True,False,False,B,9
PIM3,2,1,up,False,0.0040975590374432,0.0272518806817035,0.1014610070651086,0.4470233748707986,0.8204468756980194,False,False,DINP,2,2,up,True,0.6986808564455509,3.525226659989935e-10,0.6870308520730003,0.2366810441259351,0.0036987708529317,True,True,CRC,True,False,False,B,9
ALAD,2,1,down,False,-0.0630618655041792,0.027808488871467,-0.0494322798714978,0.4426071533221589,0.9110737107085038,False,False,DINP,2,2,down,True,-0.5036057440577797,7.660318429502082e-13,-0.4871937007114181,0.1185748196084048,3.978149795954077e-05,True,True,CRC,True,False,False,B,9
KDM4A,2,1,down,False,-0.2371048036543024,0.0289607189048945,-0.2239694879290853,0.374562678934221,0.549873769745273,False,False,DINP,2,2,down,True,-0.3888010582630392,5.7512281602076366e-15,-0.3928608774278518,0.0341859830427428,1.4493978058591405e-30,True,True,CRC,True,False,False,B,9
PCNA,2,1,up,False,0.2220807093330394,0.0302324264394323,0.2110638232882159,0.2588918670414764,0.4149242961707338,False,False,DINP,2,2,up,True,0.6197902652064231,3.0106555646620945e-20,0.5884931759524835,0.068002819490151,4.974588001824056e-18,True,True,CRC,True,False,False,B,9
EIF2A,2,1,up,False,0.1714922914952239,0.031446551043124,0.1626503156692493,0.2395322942131828,0.4971169969357391,False,False,DINP,2,2,up,True,0.3237989822186433,6.667375760020087e-12,0.3146256904645917,0.03553183906116,8.386864914816099e-19,True,True,CRC,True,False,False,B,9
BAD,2,1,down,False,-0.1328942899113001,0.0317862241737219,-0.1289326778956444,0.2686936852605705,0.6313340221632273,False,False,DINP,2,2,down,True,-0.5179877334756964,4.2643403735880196e-27,-0.5260208313408521,0.1453404375058131,0.0002954781038738,True,True,CRC,True,False,False,B,9
NUTF2,2,1,up,False,0.0680125595581204,0.0318115340425084,0.067185399330102,0.2159450224961193,0.7557073417348948,False,False,DINP,2,2,up,True,0.5472850379787002,5.730858908053423e-33,0.5702097616143491,0.0334867158969862,5.096776324071025e-65,True,True,CRC,True,False,False,B,9
COX5A,2,1,down,False,-0.1165392960278257,0.0322039196679478,-0.1104853828131224,0.5129909367815149,0.8294750208391417,False,False,DINP,2,2,down,True,-0.6410094261896138,3.374671681702286e-14,-0.635236372683896,0.1593702045528701,6.72200705621985e-05,True,True,CRC,True,False,False,B,9
ULK3,2,1,down,False,-0.0971473265889505,0.0357736079319329,-0.0968686282559701,0.3203282365249512,0.7623438959333626,False,False,DINP,2,2,down,True,-0.768043437272788,5.588402433270449e-18,-0.759242427454566,0.398904524238747,0.0569989764885246,True,True,CRC,True,False,False,B,9
TCF7L1,2,1,down,False,-0.1105515596909769,0.0381447807665063,-0.1205970987687416,0.3194163379378181,0.7057615171864869,False,False,DINP,2,2,down,True,-0.3776749882729742,3.1580006208609205e-11,-0.3263211984956727,0.1018678324178511,0.0013582545802555,True,True,CRC,True,False,False,B,9
HYAL2,2,1,up,False,0.0987463347366071,0.0384321212235463,0.1062733817489717,0.1805123177482075,0.5560410535386164,False,False,DINP,2,2,up,True,0.7103089052700904,1.5994129017343238e-27,0.734122147285702,0.0418070982219289,5.009633237032996e-69,True,True,CRC,True,False,False,B,9
ARF3,2,1,down,False,-0.0833451407078531,0.0391430162696532,-0.1035711873137185,0.2085906631129878,0.6195216583193758,False,False,DINP,2,2,down,True,-0.437899342883445,3.2456295764371485e-22,-0.4567472546297892,0.0491936846373492,1.6220512200343914e-20,True,True,CRC,True,False,False,B,9
CAMLG,2,1,up,False,0.2100805067507645,0.0410229853737827,0.201426358608854,0.292736806613518,0.4914023683623515,False,False,DINP,2,2,up,True,0.2968171969151059,3.658906202609166e-13,0.3029074601459587,0.032426986624162,9.523472403629922e-21,True,True,CRC,True,False,False,B,9
KPNA3,2,1,up,False,0.1393337691451874,0.0419077439151998,0.1407791805063767,0.254402730004957,0.5800091573541227,False,False,DINP,2,2,up,True,0.4398971390926398,2.2878975590028875e-16,0.4630941420966971,0.0927816842747892,5.999795986964236e-07,True,True,CRC,True,False,False,B,9
ERH,2,1,up,False,0.8921304037594415,0.0419162466701472,0.8442452328309864,0.9924363587693282,0.3949474321600358,False,False,DINP,2,2,up,True,0.338290292986759,4.418621759455119e-18,0.346767155935764,0.065450804427464,1.1699186782791537e-07,True,True,CRC,True,False,False,B,9
NUCKS1,2,1,up,False,0.0942395300339424,0.0419162466701472,0.0935630486307792,0.2781293550185239,0.7365683451063361,False,False,DINP,2,2,up,True,0.3496483733901874,1.4518523282462078e-08,0.3363178018400514,0.0457163491670747,1.8862552670851297e-13,True,True,CRC,True,False,False,B,9
TDRD7,2,1,down,False,-0.1611102189148261,0.0419162466701472,-0.1532399734646423,0.2291722680147787,0.5037078098896549,False,False,DINP,2,2,down,True,-0.7429337921638952,7.474857062751197e-29,-0.7496164014738241,0.1593659561089896,2.554355269896368e-06,True,True,CRC,True,False,False,B,9
ZDHHC9,2,1,up,False,0.0572738940201071,0.0419162466701472,0.0776043415054119,0.2287854103555128,0.7344579817055104,False,False,DINP,2,2,up,True,1.08808738476595,9.07395282104181e-41,1.091410733253077,0.5630936245333759,0.052593917026589,True,True,CRC,True,False,False,B,9
SLC25A34,2,1,down,False,-0.0541008948264278,0.0463631262905033,-0.0048427347941605,0.6881778024652493,0.9943853006877736,False,False,DINP,2,2,down,True,-2.698163570749484,7.114588556803197e-43,-2.682225541706431,0.6968660290542114,0.000118609208045,True,True,CRC,True,False,False,B,9
UAP1,2,1,down,False,-0.1370487036427414,0.047036268548704,-0.1339448284379632,0.1993794319966235,0.5017055168255897,False,False,DINP,2,2,down,True,-0.6793976285659875,4.037680684744768e-25,-0.7144658083255633,0.0799194409801321,3.897875077142839e-19,True,True,CRC,True,False,False,B,9
NDUFV1,2,1,down,False,-0.0279507149868187,0.0492236282600688,-0.0786229879536506,0.2371374328193584,0.7402288503437573,False,False,DINP,2,2,down,True,-0.3811940948732473,1.5782659976574555e-14,-0.4002683021217811,0.0954597234206268,2.7521719406224177e-05,True,True,CRC,True,False,False,B,9
PRKAA2,2,1,down,False,-0.0601453327455132,0.0492236282600688,0.0157786409945277,0.4239043323170238,0.9703078582319786,False,False,DINP,2,2,down,True,-1.1158293412861742,1.179115065438943e-13,-1.0374546927140225,0.1961307585576785,1.2257925307668948e-07,True,True,CRC,True,False,False,B,9
CSF1R,2,1,down,False,-0.0944428745744281,0.0495724611080747,-0.0926962810221785,0.5069642770945558,0.8549190232001166,False,False,DINP,2,2,down,True,-0.6332692373354181,4.075541348521329e-06,-0.616113886525773,0.3644326809925552,0.0909111290462486,True,True,CRC,True,False,False,B,9
KRT23,1,1,up,True,1.4242324597446774,0.0001842697304422,,,,False,False,DINP,2,2,up,True,4.849828903005513,1.2882703770011428e-28,4.751227045740263,0.3927331225979013,1.0841131144759113e-33,True,True,CRC,True,False,False,B,8
NDUFB1,1,1,down,True,-0.2504704896728302,0.0251457891115936,,,,False,False,DINP,2,2,down,True,-0.4752455577237207,1.9682156797961806e-24,-0.4748492591624926,0.0297719198689028,2.8687463093325483e-57,True,True,CRC,True,False,False,B,8
SLC10A2,1,1,down,True,-0.5967105998613627,0.0363237538491835,,,,False,False,DINP,2,2,down,True,-0.8967796218518931,1.824477734691635e-07,-0.860425942703153,0.5170102324760221,0.0960657009211575,True,True,CRC,True,False,False,B,8
EIF3CL,2,0,up,True,0.178418807929984,0.0143397781558004,0.1713683336134363,0.0670034843417588,0.0105396244995976,False,True,DINP,2,2,up,True,0.4336318322808945,2.0932738092883134e-21,0.4533730682314758,0.1252402055140303,0.0002945709782777,True,True,CRC,True,False,False,B,6
PSMB1,2,0,up,True,0.3188227514460524,0.0170202004858818,0.2169857125599373,0.1058317322797795,0.0403361673273668,False,True,DINP,2,2,up,True,0.3200914079517281,7.374393290583246e-17,0.3437449684861324,0.0317871488683925,2.9562540403460173e-27,True,True,CRC,True,False,False,B,6
EIF3I,2,0,up,True,0.1554943929305343,0.0274009835243891,0.1608218588662397,0.0481530614979317,0.0008383708859563,False,True,DINP,2,2,up,True,0.6212715330516887,2.8528378639541727e-16,0.6287744924006101,0.050109712619175,4.079013218674705e-36,True,True,CRC,True,False,False,B,6
ATP6V1F,2,0,up,True,0.3092596469259643,0.037236543050242,0.1909503902993063,0.0428822979769204,8.472000556180659e-06,False,True,DINP,2,2,up,True,1.1072428437404174,9.238617257016268e-38,1.1201525562320251,0.128833393393271,3.4810766266063295e-18,True,True,CRC,True,False,False,B,6
GLIPR2,2,0,down,True,-0.5315657072117634,0.0515906312439214,-0.531026616047239,0.154229029184023,0.0005750777210263,False,True,DINP,2,2,down,True,-1.049712636143275,3.6838147283962485e-30,-1.078941788456429,0.1203206268460047,3.0408642638847927e-19,True,True,CRC,True,False,False,B,6
SLC16A1,2,0,down,True,-0.4430183404250603,0.0515906312439214,-0.4653033425117298,0.1130419355389539,3.851682246764758e-05,False,True,DINP,2,2,down,True,-0.8988245448231464,2.636682274354796e-12,-0.8739246779000768,0.0892501935855008,1.220398554152221e-22,True,True,CRC,True,False,False,B,6
EIF1AX,2,0,up,True,0.3525052958179804,0.052106555726773,0.355951067301027,0.1690713460173406,0.0352625459292023,False,True,DINP,2,2,up,True,0.6113203695750773,2.1278328127788712e-23,0.6205515961201422,0.223634595614092,0.0055227827480775,True,True,CRC,True,False,False,B,6
DNTTIP2,2,0,up,True,0.1534301832078486,0.0528833377630957,0.1418085857131363,0.1049027701362559,0.1764361896632948,False,True,DINP,2,2,up,True,0.4270385012296649,4.470884123594621e-14,0.4277585345981043,0.0407688226179926,9.372325490072064e-26,True,True,CRC,True,False,False,B,6
CCT2,2,0,up,True,0.2245521349451968,0.0548315870649415,0.2256196370927002,0.1308203665016111,0.0845901643600042,False,True,DINP,2,2,up,True,0.9311955448339662,3.3078710107797403e-31,0.9419541906332342,0.1641272150262753,9.5140987963308e-09,True,True,CRC,True,False,False,B,6
