source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	dorothea_level
P23771	Q9C0B1	GATA3	FTO	True	False	False	False	False	False	B
P23771	O15117	GATA3	FYB1	True	False	False	False	False	False	B
P23771	P06241	GATA3	FYN	True	False	False	False	False	False	B
P23771	O75899	GATA3	GABBR2	True	False	False	False	False	False	B
P23771	Q10471	GATA3	GALNT2	True	False	False	False	False	False	C
P23771	Q9NY12	GATA3	GAR1	True	False	False	False	False	False	C
P23771	Q9H706	GATA3	GAREM1	True	False	False	False	False	False	C
P23771	O43903	GATA3	GAS2	True	False	False	False	False	False	C
P23771	P43694	GATA3	GATA4	True	False	False	False	False	False	C
P23771	P10912	GATA3	GHR	True	False	False	False	False	False	B
P23771	P10071	GATA3	GLI3	True	False	False	False	False	False	B
P23771	Q8NEA6	GATA3	GLIS3	True	False	False	False	False	False	B
P23771	O60547	GATA3	GMDS	True	False	False	False	False	False	B
P23771	P50148	GATA3	GNAQ	True	False	False	False	False	False	B
P23771	Q9H8Y8	GATA3	GORASP2	True	False	False	False	False	False	C
P23771	Q9NW75	GATA3	GPATCH2	True	False	False	False	False	False	B
P23771	Q9H9Y4	GATA3	GPN2	True	False	False	False	False	False	C
P23771	Q5VW38	GATA3	GPR107	True	False	False	False	False	False	C
P23771	Q5T848	GATA3	GPR158	True	False	False	False	False	False	C
P23771	Q96CP6	GATA3	GRAMD1A	True	False	False	False	False	False	C
P23771	Q8IYS0	GATA3	GRAMD1C	True	False	False	False	False	False	C
P23771	Q96HH9	GATA3	GRAMD2B	True	False	False	False	False	False	B
P23771	Q14449	GATA3	GRB14	True	False	False	False	False	False	C
P23771	Q6ISB3	GATA3	GRHL2	True	False	False	False	False	False	B
P23771	Q14687	GATA3	GSE1	True	False	False	False	False	False	B
P23771	Q9UBP9	GATA3	GULP1	True	False	False	False	False	False	B
P23771	P62805	GATA3	H4C6	True	False	False	False	False	False	C
P23771	P56524	GATA3	HDAC4	True	False	False	False	False	False	B
P23771	Q9UKV0	GATA3	HDAC9	True	False	False	False	False	False	B
P23771	Q86WZ0	GATA3	HEATR4	True	False	False	False	False	False	C
P23771	Q9P2P5	GATA3	HECW2	True	False	False	False	False	False	B
P23771	P49773	GATA3	HINT1	True	False	False	False	False	False	C
P23771	P15822	GATA3	HIVEP1	True	False	False	False	False	False	B
P23771	P31629	GATA3	HIVEP2	True	False	False	False	False	False	B
P23771	Q5T1R4	GATA3	HIVEP3	True	False	False	False	False	False	B
P23771	Q96RW7	GATA3	HMCN1	True	False	False	False	False	False	B
P23771	P09429	GATA3	HMGB1	True	False	False	False	False	False	C
P23771	P14866	GATA3	HNRNPL	True	False	False	False	False	False	C
P23771	O43390	GATA3	HNRNPR	True	False	False	False	False	False	C
P23771	P05981	GATA3	HPN	True	False	False	False	False	False	C
P23771	Q5VY09	GATA3	IER5	True	False	False	False	False	False	B
P23771	Q13099	GATA3	IFT88	True	False	False	False	False	False	C
P23771	Q86VG3	GATA3	IFTAP	True	False	False	False	False	False	C
P23771	P08069	GATA3	IGF1R	True	False	False	False	False	False	B
P23771	P14778	GATA3	IL1R1	True	False	False	False	False	False	B
P23771	P18510	GATA3	IL1RN	True	False	False	False	False	False	C
P23771	P01589	GATA3	IL2RA	True	False	False	False	False	False	A
P23771	P24394	GATA3	IL4R	True	False	False	False	False	False	A
P23771	P08887	GATA3	IL6R	True	False	False	False	False	False	C
P23771	P13232	GATA3	IL7	True	False	False	False	False	False	C
P23771	P15248	GATA3	IL9	True	False	False	False	False	False	C
P23771	Q96T52	GATA3	IMMP2L	True	False	False	False	False	False	B
P23771	Q9BZV3	GATA3	IMPG2	True	False	False	False	False	False	C
P23771	Q9ULG1	GATA3	INO80	True	False	False	False	False	False	C
P23771	O15327	GATA3	INPP4B	True	False	False	False	False	False	B
P23771	Q1A5X6	GATA3	IQCJ	True	False	False	False	False	False	B
P23771	Q15306	GATA3	IRF4	True	False	False	False	False	False	C
P23771	P11215	GATA3	ITGAM	True	False	False	False	False	False	C
P23771	P18084	GATA3	ITGB5	True	False	False	False	False	False	B
P23771	P18564	GATA3	ITGB6	True	False	False	False	False	False	B
P23771	Q14643	GATA3	ITPR1	True	False	False	False	False	False	B
P23771	Q14571	GATA3	ITPR2	True	False	False	False	False	False	B
P23771	Q15811	GATA3	ITSN1	True	False	False	False	False	False	C
P23771	Q92833	GATA3	JARID2	True	False	False	False	False	False	B
P23771	Q9P266	GATA3	JCAD	True	False	False	False	False	False	C
P05412	P23771	JUN	GATA3	True	False	False	False	False	False	C
P23771	O60229	GATA3	KALRN	True	False	False	False	False	False	B
P23771	Q92831	GATA3	KAT2B	True	False	False	False	False	False	B
P23771	Q674X7	GATA3	KAZN	True	False	False	False	False	False	C
P23771	P48051	GATA3	KCNJ6	True	False	False	False	False	False	C
P23771	O00180	GATA3	KCNK1	True	False	False	False	False	False	B
P23771	O95069	GATA3	KCNK2	True	False	False	False	False	False	B
P23771	Q12791	GATA3	KCNMA1	True	False	False	False	False	False	B
P23771	Q96KK3	GATA3	KCNS1	True	False	False	False	False	False	C
P23771	Q9Y597	GATA3	KCTD3	True	False	False	False	False	False	B
P23771	Q9H3R0	GATA3	KDM4C	True	False	False	False	False	False	B
P23771	Q8IV33	GATA3	KIAA0825	True	False	False	False	False	False	C
P23771	Q5T5P2	GATA3	KIAA1217	True	False	False	False	False	False	B
P23771	Q7Z4S6	GATA3	KIF21A	True	False	False	False	False	False	B
P23771	Q92845	GATA3	KIFAP3	True	False	False	False	False	False	C
P23771	Q9UKR3	GATA3	KLK13	True	False	False	False	False	False	C
P23771	Q8NEZ4	GATA3	KMT2C	True	False	False	False	False	False	C
P23771	P52294	GATA3	KPNA1	True	False	False	False	False	False	C
P23771	C9JBD0	GATA3	KRBOX1	True	False	False	False	False	False	C
P23771	Q7Z3Y7	GATA3	KRT28	True	False	False	False	False	False	C
P23771	Q86UP2	GATA3	KTN1	True	False	False	False	False	False	C
P23771	P11047	GATA3	LAMC1	True	False	False	False	False	False	B
P23771	O95835	GATA3	LATS1	True	False	False	False	False	False	C
P23771	O43679	GATA3	LDB2	True	False	False	False	False	False	C
P23771	Q6ZUX7	GATA3	LHFPL2	True	False	False	False	False	False	B
P23771	Q9UHB6	GATA3	LIMA1	True	False	False	False	False	False	B
P23771	Q9UPQ0	GATA3	LIMCH1	True	False	False	False	False	False	B
P23771	P38571	GATA3	LIPA	True	False	False	False	False	False	C
P23771	Q8WVP7	GATA3	LMBR1	True	False	False	False	False	False	B
P23771	Q8N9Z9	GATA3	LMNTD1	True	False	False	False	False	False	C
P23771	Q8TAP4	GATA3	LMO3	True	False	False	False	False	False	C
P23771	Q9Y4K0	GATA3	LOXL2	True	False	False	False	False	False	C
P23771	Q93052	GATA3	LPP	True	False	False	False	False	False	B
P23771	P50851	GATA3	LRBA	True	False	False	False	False	False	B
P23771	Q9Y2L9	GATA3	LRCH1	True	False	False	False	False	False	B
P23771	Q96JA1	GATA3	LRIG1	True	False	False	False	False	False	B
P23771	Q9NZR2	GATA3	LRP1B	True	False	False	False	False	False	B
P23771	Q96JM4	GATA3	LRRIQ1	True	False	False	False	False	False	C
P23771	Q13449	GATA3	LSAMP	True	False	False	False	False	False	B
P23771	Q14766	GATA3	LTBP1	True	False	False	False	False	False	B
P23771	Q8NI32	GATA3	LYPD6B	True	False	False	False	False	False	B
P23771	Q6UWQ5	GATA3	LYZL1	True	False	False	False	False	False	B
P23771	A1Z1Q3	GATA3	MACROD2	True	False	False	False	False	False	B
P23771	O75444	GATA3	MAF	True	False	False	False	False	False	A
P23771	Q96QZ7	GATA3	MAGI1	True	False	False	False	False	False	B
P23771	Q5VYJ5	GATA3	MALRD1	True	False	False	False	False	False	B
P23771	Q8IZL2	GATA3	MAML2	True	False	False	False	False	False	B
P23771	Q96JK9	GATA3	MAML3	True	False	False	False	False	False	B
P23771	P11137	GATA3	MAP2	True	False	False	False	False	False	B
P23771	Q6ZN16	GATA3	MAP3K15	True	False	False	False	False	False	C
P23771	Q56UN5	GATA3	MAP3K19	True	False	False	False	False	False	C
P23771	O95819	GATA3	MAP4K4	True	False	False	False	False	False	B
P23771	P53779	GATA3	MAPK10	True	False	False	False	False	False	B
P23771	Q9BPZ7	GATA3	MAPKAP1	True	False	False	False	False	False	B
P23771	Q8NA82	GATA3	MARCHF10	True	False	False	False	False	False	B
P23771	O15021	GATA3	MAST4	True	False	False	False	False	False	B
P23771	Q8IYB1	GATA3	MB21D2	True	False	False	False	False	False	B
P23771	Q9NR56	GATA3	MBNL1	True	False	False	False	False	False	B
P23771	O43462	GATA3	MBTPS2	True	False	False	False	False	False	C
P23771	Q01718	GATA3	MC2R	True	False	False	False	False	False	C
P23771	P23508	GATA3	MCC	True	False	False	False	False	False	B
P23771	Q86YR7	GATA3	MCF2L2	True	False	False	False	False	False	B
P23771	Q00987	GATA3	MDM2	True	False	False	False	False	False	A
P23771	Q16798	GATA3	ME3	True	False	False	False	False	False	B
P23771	Q03112	GATA3	MECOM	True	False	False	False	False	False	B
P23771	Q71F56	GATA3	MED13L	True	False	False	False	False	False	B
P23771	Q9Y316	GATA3	MEMO1	True	False	False	False	False	False	C
P23771	O94851	GATA3	MICAL2	True	False	False	False	False	False	B
P23771	Q7RTP6	GATA3	MICAL3	True	False	False	False	False	False	C
P23771	O15344	GATA3	MID1	True	False	False	False	False	False	B
P23771	Q6PJG2	GATA3	MIDEAS	True	False	False	False	False	False	B
P23771	Q9NXC5	GATA3	MIOS	True	False	False	False	False	False	C
P23771	O75030	GATA3	MITF	True	False	False	False	False	False	B
P23771	P42568	GATA3	MLLT3	True	False	False	False	False	False	B
P23771	P08473	GATA3	MME	True	False	False	False	False	False	B
P23771	Q13875	GATA3	MOBP	True	False	False	False	False	False	C
P23771	Q15777	GATA3	MPPED2	True	False	False	False	False	False	C
P23771	O75970	GATA3	MPDZ	True	False	False	False	False	False	B
P23771	Q9ULH7	GATA3	MRTFB	True	False	False	False	False	False	C
P23771	Q96DH6	GATA3	MSI2	True	False	False	False	False	False	B
P23771	O43312	GATA3	MTSS1	True	False	False	False	False	False	B
P23771	Q9ULD2	GATA3	MTUS1	True	False	False	False	False	False	B
P23771	P20592	GATA3	MX2	True	False	False	False	False	False	C
P23771	Q15746	GATA3	MYLK	True	False	False	False	False	False	B
P23771	O43795	GATA3	MYO1B	True	False	False	False	False	False	B
P23771	Q9NZM1	GATA3	MYOF	True	False	False	False	False	False	B
P23771	Q9H7X0	GATA3	NAA60	True	False	False	False	False	False	C
P23771	Q58DX5	GATA3	NAALADL2	True	False	False	False	False	False	B
P23771	Q9H009	GATA3	NACA2	True	False	False	False	False	False	B
P23771	Q4G0N4	GATA3	NADK2	True	False	False	False	False	False	C
P23771	Q9UK23	GATA3	NAGPA	True	False	False	False	False	False	C
P23771	Q8IVL1	GATA3	NAV2	True	False	False	False	False	False	B
P23771	Q8IVL0	GATA3	NAV3	True	False	False	False	False	False	B
P23771	Q8NFP9	GATA3	NBEA	True	False	False	False	False	False	C
P23771	P41271	GATA3	NBL1	True	False	False	False	False	False	C
P23771	P61601	GATA3	NCALD	True	False	False	False	False	False	B
P23771	O15394	GATA3	NCAM2	True	False	False	False	False	False	B
P23771	Q15788	GATA3	NCOA1	True	False	False	False	False	False	C
P23771	Q9Y618	GATA3	NCOR2	True	False	False	False	False	False	B
P23771	Q330K2	GATA3	NDUFAF6	True	False	False	False	False	False	B
P23771	Q96PU5	GATA3	NEDD4L	True	False	False	False	False	False	B
P23771	Q14511	GATA3	NEDD9	True	False	False	False	False	False	B
P23771	Q8TDX7	GATA3	NEK7	True	False	False	False	False	False	B
P23771	Q12857	GATA3	NFIA	True	False	False	False	False	False	B
P23771	O00712	GATA3	NFIB	True	False	False	False	False	False	B
P23771	Q9BZQ8	GATA3	NIBAN1	True	False	False	False	False	False	B
P23771	Q8IXF0	GATA3	NPAS3	True	False	False	False	False	False	B
P23771	O00482	GATA3	NR5A2	True	False	False	False	False	False	C
P23771	O43847	GATA3	NRDC	True	False	False	False	False	False	C
P23771	Q9H7Z3	GATA3	NRDE2	True	False	False	False	False	False	C
P23771	P54845	GATA3	NRL	True	False	False	False	False	False	C
P23771	O14786	GATA3	NRP1	True	False	False	False	False	False	B
P23771	O60462	GATA3	NRP2	True	False	False	False	False	False	B
P23771	Q9BZ95	GATA3	NSD3	True	False	False	False	False	False	C
P23771	P80303	GATA3	NUCB2	True	False	False	False	False	False	C
P23771	P0C024	GATA3	NUDT7	True	False	False	False	False	False	C
P23771	Q8IZS5	GATA3	OFCC1	True	False	False	False	False	False	B
P23771	O75665	GATA3	OFD1	True	False	False	False	False	False	C
P23771	P41145	GATA3	OPRK1	True	False	False	False	False	False	C
P23771	Q8NGA5	GATA3	OR10H4	True	False	False	False	False	False	C
P23771	Q9BXB5	GATA3	OSBPL10	True	False	False	False	False	False	B
P23771	Q9H4L5	GATA3	OSBPL3	True	False	False	False	False	False	B
P23771	Q96SU4	GATA3	OSBPL9	True	False	False	False	False	False	B
P23771	Q8TE49	GATA3	OTUD7A	True	False	False	False	False	False	C
P23771	Q8IVL5	GATA3	P3H2	True	False	False	False	False	False	B
P23771	Q6VY07	GATA3	PACS1	True	False	False	False	False	False	B
P23771	Q9UNF0	GATA3	PACSIN2	True	False	False	False	False	False	B
P23771	Q8WX93	GATA3	PALLD	True	False	False	False	False	False	B
P23771	P19021	GATA3	PAM	True	False	False	False	False	False	B
P23771	Q8TEW0	GATA3	PARD3	True	False	False	False	False	False	B
P23771	Q8TEW8	GATA3	PARD3B	True	False	False	False	False	False	B
P23771	Q9BYG5	GATA3	PARD6B	True	False	False	False	False	False	B
Q06710	P23771	PAX8	GATA3	True	False	False	False	False	False	A
P23771	Q6ZW49	GATA3	PAXIP1	True	False	False	False	False	False	C
P23771	P40424	GATA3	PBX1	True	False	False	False	False	False	B
P23771	P40426	GATA3	PBX3	True	False	False	False	False	False	B
P23771	Q9HC56	GATA3	PCDH9	True	False	False	False	False	False	B
P23771	Q9Y6V0	GATA3	PCLO	True	False	False	False	False	False	C
P23771	A6NKB5	GATA3	PCNX2	True	False	False	False	False	False	B
P23771	P16519	GATA3	PCSK2	True	False	False	False	False	False	C
P23771	Q07343	GATA3	PDE4B	True	False	False	False	False	False	B
P23771	Q08499	GATA3	PDE4D	True	False	False	False	False	False	B
P23771	Q96HC4	GATA3	PDLIM5	True	False	False	False	False	False	B
P23771	Q9UPQ7	GATA3	PDZRN3	True	False	False	False	False	False	B
P23771	Q9C0D0	GATA3	PHACTR1	True	False	False	False	False	False	B
P23771	P78562	GATA3	PHEX	True	False	False	False	False	False	C
P23771	Q86SQ0	GATA3	PHLDB2	True	False	False	False	False	False	B
P23771	Q6UXB8	GATA3	PI16	True	False	False	False	False	False	C
P23771	P42338	GATA3	PIK3CB	True	False	False	False	False	False	C
P23771	P27986	GATA3	PIK3R1	True	False	False	False	False	False	B
P23771	P48426	GATA3	PIP4K2A	True	False	False	False	False	False	B
P23771	Q9UG56	GATA3	PISD	True	False	False	False	False	False	C
P23771	Q9Y2B9	GATA3	PKIG	True	False	False	False	False	False	C
P23771	Q96KN3	GATA3	PKNOX2	True	False	False	False	False	False	C
P23771	O60733	GATA3	PLA2G6	True	False	False	False	False	False	C
P23771	Q9NQ66	GATA3	PLCB1	True	False	False	False	False	False	B
P23771	Q15147	GATA3	PLCB4	True	False	False	False	False	False	B
P23771	Q15111	GATA3	PLCL1	True	False	False	False	False	False	B
P23771	Q13393	GATA3	PLD1	True	False	False	False	False	False	B
P23771	Q9HAU0	GATA3	PLEKHA5	True	False	False	False	False	False	C
P23771	Q6IQ23	GATA3	PLEKHA7	True	False	False	False	False	False	C
P23771	Q9NRY7	GATA3	PLSCR2	True	False	False	False	False	False	C
P23771	O75051	GATA3	PLXNA2	True	False	False	False	False	False	B
P23771	Q969W9	GATA3	PMEPA1	True	False	False	False	False	False	B
P23771	P56282	GATA3	POLE2	True	False	False	False	False	False	C
P23771	Q86YN6	GATA3	PPARGC1B	True	False	False	False	False	False	C
P23771	O75334	GATA3	PPFIA2	True	False	False	False	False	False	C
P23771	Q8ND30	GATA3	PPFIBP2	True	False	False	False	False	False	B
P23771	Q8NEY8	GATA3	PPHLN1	True	False	False	False	False	False	C
P23771	Q9ULR3	GATA3	PPM1H	True	False	False	False	False	False	B
P23771	O14974	GATA3	PPP1R12A	True	False	False	False	False	False	C
P23771	Q16821	GATA3	PPP1R3A	True	False	False	False	False	False	C
P23771	Q08209	GATA3	PPP3CA	True	False	False	False	False	False	B
P23771	Q5H9R7	GATA3	PPP6R3	True	False	False	False	False	False	C
P23771	P50897	GATA3	PPT1	True	False	False	False	False	False	C
P23771	Q8TCU6	GATA3	PREX1	True	False	False	False	False	False	B
P23771	Q7Z3G6	GATA3	PRICKLE2	True	False	False	False	False	False	B
P23771	Q9UGJ0	GATA3	PRKAG2	True	False	False	False	False	False	B
P23771	Q02156	GATA3	PRKCE	True	False	False	False	False	False	B
P23771	P24723	GATA3	PRKCH	True	False	False	False	False	False	B
P23771	C0HM02	GATA3	PRKCH	True	False	False	False	False	False	B
P23771	Q04759	GATA3	PRKCQ	True	False	False	False	False	False	B
P23771	P01236	GATA3	PRL	True	False	False	False	False	False	C
P23771	P16471	GATA3	PRLR	True	False	False	False	False	False	B
P23771	O43490	GATA3	PROM1	True	False	False	False	False	False	C
P23771	Q9NYI0	GATA3	PSD3	True	False	False	False	False	False	B
P23771	P60900	GATA3	PSMA6	True	False	False	False	False	False	C
P23771	P43115	GATA3	PTGER3	True	False	False	False	False	False	C
P23771	P49190	GATA3	PTH2R	True	False	False	False	False	False	C
P23771	Q05397	GATA3	PTK2	True	False	False	False	False	False	B
P23771	Q14289	GATA3	PTK2B	True	False	False	False	False	False	B
P23771	P20962	GATA3	PTMS	True	False	False	False	False	False	C
P23771	P35236	GATA3	PTPN7	True	False	False	False	False	False	B
P23771	P10586	GATA3	PTPRF	True	False	False	False	False	False	C
P23771	Q12913	GATA3	PTPRJ	True	False	False	False	False	False	B
P23771	Q15262	GATA3	PTPRK	True	False	False	False	False	False	B
P23771	Q6WKZ4	GATA3	RAB11FIP1	True	False	False	False	False	False	C
P23771	Q15771	GATA3	RAB30	True	False	False	False	False	False	C
P23771	P54727	GATA3	RAD23B	True	False	False	False	False	False	B
P23771	O15315	GATA3	RAD51B	True	False	False	False	False	False	B
P23771	Q2PPJ7	GATA3	RALGAPA2	True	False	False	False	False	False	C
P23771	Q86X10	GATA3	RALGAPB	True	False	False	False	False	False	C
P23771	Q13905	GATA3	RAPGEF1	True	False	False	False	False	False	B
P23771	Q8WZA2	GATA3	RAPGEF4	True	False	False	False	False	False	B
P23771	Q92565	GATA3	RAPGEF5	True	False	False	False	False	False	B
P23771	P10276	GATA3	RARA	True	False	False	False	False	False	B
P23771	Q9UJF2	GATA3	RASAL2	True	False	False	False	False	False	C
P23771	Q8IZ41	GATA3	RASEF	True	False	False	False	False	False	B
P23771	O43251	GATA3	RBFOX2	True	False	False	False	False	False	B
P23771	Q08999	GATA3	RBL2	True	False	False	False	False	False	C
P23771	A0AV96	GATA3	RBM47	True	False	False	False	False	False	B
P23771	Q6XE24	GATA3	RBMS3	True	False	False	False	False	False	B
P23771	Q93062	GATA3	RBPMS	True	False	False	False	False	False	B
P23771	Q9UKA8	GATA3	RCAN3	True	False	False	False	False	False	B
P23771	O95980	GATA3	RECK	True	False	False	False	False	False	C
P23771	Q9P2R6	GATA3	RERE	True	False	False	False	False	False	B
P23771	Q14699	GATA3	RFTN1	True	False	False	False	False	False	B
P23771	P48380	GATA3	RFX3	True	False	False	False	False	False	B
P23771	P0DJD0	GATA3	RGPD1	True	False	False	False	False	False	C
P23771	P49796	GATA3	RGS3	True	False	False	False	False	False	C
P23771	P49758	GATA3	RGS6	True	False	False	False	False	False	B
P23771	O94844	GATA3	RHOBTB1	True	False	False	False	False	False	C
P23771	O94955	GATA3	RHOBTB3	True	False	False	False	False	False	B
P23771	Q9UQ26	GATA3	RIMS2	True	False	False	False	False	False	B
P23771	Q96LZ7	GATA3	RMDN2	True	False	False	False	False	False	C
P23771	P07998	GATA3	RNASE1	True	False	False	False	False	False	C
P23771	Q5GAN6	GATA3	RNASE10	True	False	False	False	False	False	C
P23771	P61587	GATA3	RND3	True	False	False	False	False	False	B
P23771	Q9ULK6	GATA3	RNF150	True	False	False	False	False	False	B
P23771	Q8N6D2	GATA3	RNF182	True	False	False	False	False	False	C
P23771	Q5VTB9	GATA3	RNF220	True	False	False	False	False	False	C
P23771	Q9Y6N7	GATA3	ROBO1	True	False	False	False	False	False	B
P23771	P35244	GATA3	RPA3	True	False	False	False	False	False	C
P23771	Q9Y2J0	GATA3	RPH3A	True	False	False	False	False	False	B
P23771	Q9Y3I0	GATA3	RTCB	True	False	False	False	False	False	C
P23771	Q9NQC3	GATA3	RTN4	True	False	False	False	False	False	B
P23771	P19793	GATA3	RXRA	True	False	False	False	False	False	B
P23771	Q9UPU9	GATA3	SAMD4A	True	False	False	False	False	False	B
P23771	O94885	GATA3	SASH1	True	False	False	False	False	False	B
P23771	Q9UPW6	GATA3	SATB2	True	False	False	False	False	False	C
P23771	Q86WG5	GATA3	SBF2	True	False	False	False	False	False	B
P23771	Q9BY12	GATA3	SCAPER	True	False	False	False	False	False	B
P23771	O76038	GATA3	SCGN	True	False	False	False	False	False	C
P23771	Q9UQD0	GATA3	SCN8A	True	False	False	False	False	False	C
P23771	O94855	GATA3	SEC24D	True	False	False	False	False	False	C
P23771	Q99442	GATA3	SEC62	True	False	False	False	False	False	C
P23771	Q14563	GATA3	SEMA3A	True	False	False	False	False	False	B
P23771	Q99985	GATA3	SEMA3C	True	False	False	False	False	False	B
P23771	O15041	GATA3	SEMA3E	True	False	False	False	False	False	C
P23771	Q9H2E6	GATA3	SEMA6A	True	False	False	False	False	False	B
P23771	P49903	GATA3	SEPHS1	True	False	False	False	False	False	C
P23771	Q8IYM1	GATA3	SEPTIN12	True	False	False	False	False	False	C
P23771	Q9UHD8	GATA3	SEPTIN9	True	False	False	False	False	False	B
P23771	Q9C0A6	GATA3	SETD5	True	False	False	False	False	False	C
P23771	O95470	GATA3	SGPL1	True	False	False	False	False	False	B
P23771	Q96B97	GATA3	SH3KBP1	True	False	False	False	False	False	A
P23771	Q7Z6J0	GATA3	SH3RF1	True	False	False	False	False	False	B
P23771	Q9UPX8	GATA3	SHANK2	True	False	False	False	False	False	B
P23771	Q149N8	GATA3	SHPRH	True	False	False	False	False	False	C
P23771	Q8TF72	GATA3	SHROOM3	True	False	False	False	False	False	B
P23771	Q9H173	GATA3	SIL1	True	False	False	False	False	False	B
P23771	O43166	GATA3	SIPA1L1	True	False	False	False	False	False	B
P23771	Q9P2F8	GATA3	SIPA1L2	True	False	False	False	False	False	B
P23771	Q9UHW9	GATA3	SLC12A6	True	False	False	False	False	False	C
P23771	Q13336	GATA3	SLC14A1	True	False	False	False	False	False	C
P23771	Q6NUK1	GATA3	SLC25A24	True	False	False	False	False	False	C
P23771	Q8N357	GATA3	SLC35F6	True	False	False	False	False	False	C
P23771	Q9H2H9	GATA3	SLC38A1	True	False	False	False	False	False	B
P23771	Q96JW4	GATA3	SLC41A2	True	False	False	False	False	False	C
P23771	Q8WWI5	GATA3	SLC44A1	True	False	False	False	False	False	B
P23771	Q9UHI5	GATA3	SLC7A8	True	False	False	False	False	False	C
P23771	P32418	GATA3	SLC8A1	True	False	False	False	False	False	B
P23771	O75094	GATA3	SLIT3	True	False	False	False	False	False	B
P23771	P84022	GATA3	SMAD3	True	False	False	False	False	False	B
P23771	A6NHR9	GATA3	SMCHD1	True	False	False	False	False	False	C
P23771	Q96QK8	GATA3	SMIM14	True	False	False	False	False	False	C
P23771	Q9H7B4	GATA3	SMYD3	True	False	False	False	False	False	B
P23771	O43623	GATA3	SNAI2	True	False	False	False	False	False	C
P23771	Q7KZF4	GATA3	SND1	True	False	False	False	False	False	B
P23771	P09234	GATA3	SNRPC	True	False	False	False	False	False	C
P23771	O14544	GATA3	SOCS6	True	False	False	False	False	False	C
P23771	Q5TF21	GATA3	MTCL3	True	False	False	False	False	False	C
P23771	P35712	GATA3	SOX6	True	False	False	False	False	False	C
P23771	P38567	GATA3	SPAM1	True	False	False	False	False	False	C
P23771	Q9NUQ6	GATA3	SPATS2L	True	False	False	False	False	False	B
P23771	Q69YQ0	GATA3	SPECC1L	True	False	False	False	False	False	B
P23771	Q14159	GATA3	SPIDR	True	False	False	False	False	False	C
P23771	O60575	GATA3	SPINK4	True	False	False	False	False	False	C
P23771	Q6ZMY3	GATA3	SPOCD1	True	False	False	False	False	False	C
P23771	Q08629	GATA3	SPOCK1	True	False	False	False	False	False	B
P23771	Q7Z698	GATA3	SPRED2	True	False	False	False	False	False	B
P23771	Q01082	GATA3	SPTBN1	True	False	False	False	False	False	B
P23771	P81877	GATA3	SSBP2	True	False	False	False	False	False	B
P23771	Q11201	GATA3	ST3GAL1	True	False	False	False	False	False	B
P23771	P15907	GATA3	ST6GAL1	True	False	False	False	False	False	B
P23771	Q9Y3M8	GATA3	STARD13	True	False	False	False	False	False	B
P23771	Q13188	GATA3	STK3	True	False	False	False	False	False	B
P23771	Q9UEW8	GATA3	STK39	True	False	False	False	False	False	B
P23771	Q8N2I9	GATA3	STK40	True	False	False	False	False	False	C
P23771	Q9H668	GATA3	STN1	True	False	False	False	False	False	C
P23771	P08842	GATA3	STS	True	False	False	False	False	False	C
P23771	Q5T5C0	GATA3	STXBP5	True	False	False	False	False	False	B
P23771	Q8IWU5	GATA3	SULF2	True	False	False	False	False	False	C
P23771	G2XKQ0	GATA3	SUMO1P1	True	False	False	False	False	False	B
P23771	Q92537	GATA3	SUSD6	True	False	False	False	False	False	C
P23771	Q9NX95	GATA3	SYBU	True	False	False	False	False	False	B
P23771	Q8NF91	GATA3	SYNE1	True	False	False	False	False	False	B
P23771	Q8WXH0	GATA3	SYNE2	True	False	False	False	False	False	B
P23771	O15056	GATA3	SYNJ2	True	False	False	False	False	False	B
P23771	P21579	GATA3	SYT1	True	False	False	False	False	False	B
P23771	Q6XYQ8	GATA3	SYT10	True	False	False	False	False	False	C
P23771	Q9HCH5	GATA3	SYTL2	True	False	False	False	False	False	B
P23771	O75410	GATA3	TACC1	True	False	False	False	False	False	B
P23771	Q9C0D5	GATA3	TANC1	True	False	False	False	False	False	B
P23771	Q9H2K8	GATA3	TAOK3	True	False	False	False	False	False	B
P23771	Q6P1N9	GATA3	TATDN1	True	False	False	False	False	False	C
P23771	Q86TI0	GATA3	TBC1D1	True	False	False	False	False	False	B
P23771	Q9BZK7	GATA3	TBL1XR1	True	False	False	False	False	False	B
P23771	Q99081	GATA3	TCF12	True	False	False	False	False	False	B
P23771	P15884	GATA3	TCF4	True	False	False	False	False	False	C
P23771	Q9NR00	GATA3	TCIM	True	False	False	False	False	False	C
P23771	P28347	GATA3	TEAD1	True	False	False	False	False	False	B
P23771	Q6N022	GATA3	TENM4	True	False	False	False	False	False	B
P23771	Q9BY14	GATA3	TEX101	True	False	False	False	False	False	C
P23771	Q8N6G2	GATA3	TEX26	True	False	False	False	False	False	C
P23771	P04155	GATA3	TFF1	True	False	False	False	False	False	A
P23771	P61812	GATA3	TGFB2	True	False	False	False	False	False	B
P23771	Q15583	GATA3	TGIF1	True	False	False	False	False	False	C
P23771	Q6YHU6	GATA3	THADA	True	False	False	False	False	False	B
P23771	Q9Y2W1	GATA3	THRAP3	True	False	False	False	False	False	C
P23771	Q6ZMP0	GATA3	THSD4	True	False	False	False	False	False	B
P23771	Q9C0I4	GATA3	THSD7B	True	False	False	False	False	False	B
P23771	Q13009	GATA3	TIAM1	True	False	False	False	False	False	B
