source,cutoff,background,collection,term,background_n,query_n,term_n,overlap_n,overlap_genes,raw_p,global_fdr,key_pathway
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,15611,29,16,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION,15611,29,10,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION,15611,29,39,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION,15611,29,105,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_ARACHIDONATE_PRODUCTION_FROM_DAG,15611,29,4,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN,15611,29,70,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_CASP4_INFLAMMASOME_ASSEMBLY,15611,29,9,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_CD163_MEDIATING_AN_ANTI_INFLAMMATORY_RESPONSE,15611,29,9,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_CLEC7A_INFLAMMASOME_PATHWAY,15611,29,6,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN_AND_INFLAMMATORY_CYTOKINES_PRODUCTION,15611,29,7,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_DIGESTION_OF_DIETARY_LIPID,15611,29,5,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_EICOSANOIDS,15611,29,11,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,15611,29,111,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_GLYCEROPHOSPHOLIPID_CATABOLISM,15611,29,5,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_GLYCOSPHINGOLIPID_BIOSYNTHESIS,15611,29,18,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_GLYCOSPHINGOLIPID_CATABOLISM,15611,29,32,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,15611,29,50,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_GLYCOSPHINGOLIPID_TRANSPORT,15611,29,8,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_INFLAMMASOMES,15611,29,20,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_LIPID_PARTICLE_ORGANIZATION,15611,29,5,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_LYSOSPHINGOLIPID_AND_LPA_RECEPTORS,15611,29,12,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_NFE2L2_REGULATING_INFLAMMATION_ASSOCIATED_GENES,15611,29,5,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_NON_CANONICAL_INFLAMMASOME_ACTIVATION,15611,29,14,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_PEROXISOMAL_LIPID_METABOLISM,15611,29,22,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_PHOSPHOLIPID_METABOLISM,15611,29,179,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS,15611,29,58,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_SPHINGOLIPID_CATABOLISM,15611,29,12,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS,15611,29,34,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_SPHINGOLIPID_METABOLISM,15611,29,96,0,,1.0,1.0,True
OpenTargets,top2000,available_ranked_universe,Reactome,REACTOME_THE_NLRP3_INFLAMMASOME,15611,29,15,0,,1.0,1.0,True

