sample_id,AKR1C3,ATG5,BECN1,CA9,CCL20,CRP,CXCR4,CYP1A2,CYP2C9,CYP3A4,DKK1,DUSP1,ESR1,F3,HPGD,HSPA1A,IGFBP1,IL1A,MIR675,MMP2,MMP9,NEAT1,NR1I2,NR3C1,PGR,PPARA,PPARD,PPARG,PTGER2,PTGER4,PTGES2,PTGS1,PTGS2,RELA,RXRA,SELE,SIRT1,SQSTM1,STAT3,TIMP1,TIMP2
TCGA-DM-A1D8-01,5.495,3.563,5.015,8.77,6.209,-9.966,1.692,-9.966,-9.966,-2.727,-2.053,3.109,-5.574,3.73,0.7579,6.614,-6.506,-5.574,-9.966,4.896,4.43,6.946,3.665,-0.8084,-4.293,3.006,3.608,4.965,-0.8339,2.251,6.826,-0.8339,-1.181,5.241,4.345,-1.318,2.749,7.991,4.004,8.152,4.607
TCGA-D5-6539-01,6.462,5.238,6.376,5.944,4.69,-9.966,4.019,-9.966,-0.5973,-0.8863,-1.595,5.892,-3.458,5.574,6.546,6.257,-4.035,-0.9132,-9.966,6.016,3.24,7.854,5.424,2.339,-3.458,3.913,5.264,6.114,1.736,4.66,6.709,2.676,0.0718,5.924,5.315,-1.781,3.202,8.048,6.128,7.68,5.739
TCGA-AZ-6599-01,5.916,4.146,6.168,1.88,4.157,-9.966,5.29,-9.966,-3.308,-0.3383,-0.7346,3.98,-0.1187,5.496,1.556,6.624,-9.966,1.252,-9.966,2.48,-1.117,6.821,3.603,-0.4921,-5.574,3.731,4.323,5.671,4.829,5.64,6.265,3.524,-0.2671,5.838,3.86,-3.458,3.605,8.078,5.519,8.987,3.22
TCGA-G4-6299-01,5.828,4.365,5.791,7.509,3.623,-9.966,5.597,-9.966,-4.608,-3.171,-2.727,6.816,-2.388,4.397,4.755,5.503,-3.816,-2.388,-9.966,6.523,5.172,7.771,2.81,1.848,-2.053,1.941,3.875,4.858,1.401,1.903,6.046,1.665,-1.117,5.804,3.897,-1.431,5.082,8.346,5.429,9.323,6.859
TCGA-AZ-5403-01,6.573,5.252,6.166,1.6,6.708,-9.966,3.894,-9.966,-3.308,-6.506,0.5069,5.134,-4.293,3.829,6.086,5.96,-3.626,-0.9686,-9.966,7.036,5.269,4.746,4.26,1.614,-3.047,2.186,3.601,5.598,0.4016,3.723,6.405,1.537,1.828,5.796,3.266,2.236,2.696,8.004,5.227,9.225,6.669
TCGA-AD-5900-01,5.829,3.977,5.874,8.352,2.683,-3.626,5.933,-9.966,-9.966,-3.626,-2.727,5.191,-3.308,4.523,3.665,3.822,-4.035,-3.171,-9.966,7.242,5.218,6.001,2.359,1.423,-2.548,2.449,4.145,4.105,2.856,2.604,7.058,2.428,0.3115,5.751,4.36,-2.727,2.583,8.655,4.949,9.22,6.709
TCGA-D5-6898-01,6.617,4.517,6.739,1.997,4.356,-4.608,4.469,-6.506,-5.012,-2.826,0.4447,5.464,-2.466,4.463,8.037,5.143,-5.574,0.2881,-9.966,6.648,6.747,7.391,5.189,2.033,-2.053,3.266,3.54,5.778,0.5859,3.164,5.912,2.967,2.439,6.207,4.516,1.651,3.352,9.224,5.761,9.241,6.492
TCGA-AA-3489-01,5.101,4.117,5.942,5.36,4.788,-5.574,6.313,-6.506,-4.608,-5.012,-1.732,6.383,-0.1993,3.475,1.719,7.661,-5.574,-0.8339,-9.966,8.747,5.851,8.182,4.15,3.096,-2.635,3.365,4.143,5.089,0.4761,3.192,6.431,3.38,3.795,5.887,4.73,3.129,3.006,8.235,6.265,10.55,7.674
TCGA-DM-A1D7-01,6.083,3.934,6.233,2.549,8.081,-9.966,3.175,-9.966,-6.506,-2.548,-0.013,5.817,-4.608,4.968,1.993,5.503,-4.293,0.1776,-9.966,4.903,2.144,7.861,4.979,0.044,-4.293,2.496,3.186,4.99,-0.6643,3.265,6.957,0.517,1.078,4.798,4.535,-2.178,3.202,8.507,5.187,7.576,4.608
TCGA-AA-A02Y-01,6.371,3.907,5.908,2.414,6.476,-5.012,2.539,-9.966,-1.831,-1.355,-4.035,4.886,-6.506,3.475,3.139,4.044,-9.966,-0.0877,-9.966,1.258,1.884,6.534,4.676,-0.9686,-6.506,2.646,3.007,5.218,1.804,2.751,6.879,-0.2845,0.5859,5.172,4.476,-4.293,2.334,8.613,5.418,8.83,3.236
TCGA-CM-6676-01,1.428,4.104,6.847,-0.9406,7.172,-9.966,3.629,-9.966,-2.826,-2.635,-1.431,5.798,-3.171,4.597,6.514,3.888,-4.293,-1.639,-9.966,6.958,5.885,7.712,5.218,0.9038,-3.047,3.366,3.558,5.158,0.2522,2.452,6.495,1.151,-0.0574,6.062,4.346,-1.318,3.214,8.362,5.967,8.306,6.759
TCGA-CA-5797-01,5.614,5.023,6.07,4.93,3.767,-6.506,3.786,-9.966,-9.966,-0.2328,-0.7346,4.183,-4.293,4.651,4.949,8.074,-2.315,-2.635,-9.966,6.967,5.037,5.111,5.678,1.098,-3.458,3.417,4.924,5.17,0.4016,1.852,6.43,2.105,0.0158,5.978,4.3,1.092,3.708,8.292,5.412,8.571,6.418
TCGA-AA-3496-01,3.863,4.222,7.135,1.546,8.445,-9.966,4.708,-9.966,-5.012,-4.293,-3.171,4.337,-2.388,4.551,2.88,4.45,-4.035,-1.595,-9.966,7.641,4.392,7.457,3.755,2.193,-5.012,2.982,3.723,4.891,1.571,3.289,7.031,4.986,1.177,5.784,4.358,1.233,2.938,8.154,6.515,8.552,6.511
TCGA-NH-A8F7-01,7.203,4.346,6.632,2.036,3.704,-3.458,1.233,-9.966,0.8961,1.022,-3.626,4.133,-3.458,3.377,4.692,3.549,-9.966,-0.9686,-9.966,4.43,2.452,7.556,5.646,1.804,-4.293,4.233,3.728,4.956,-3.171,2.747,7.13,0.8246,0.7579,5.808,5.297,-0.9132,2.595,8.256,5.984,7.869,4.141
TCGA-AA-3712-01,4.562,4.544,6.297,5.158,5.853,-9.966,3.774,-9.966,-1.884,-3.171,-2.727,5.606,-3.816,5.175,3.234,5.531,-5.574,-0.4131,-9.966,7.488,4.234,6.44,5.221,1.258,-4.293,3.268,4.173,5.116,0.7916,2.848,6.792,2.504,1.541,5.329,4.632,0.3231,3.405,7.876,6.177,8.383,6.54
TCGA-CM-4743-01,4.741,4.175,5.163,1.766,7.073,-9.966,3.699,-9.966,-1.831,-5.574,-4.035,5.92,-2.466,6.374,5.824,3.004,3.184,-1.938,-9.966,3.885,2.534,7.286,0.7233,-0.1993,-6.506,2.236,4.297,5.562,-2.315,2.433,6.321,-0.6193,2.943,4.756,2.696,-1.318,2.966,7.846,4.838,9.502,4.823
TCGA-AA-3662-01,8.286,4.489,5.038,3.531,6.05,-6.506,3.975,-9.966,-1.781,-1.47,-1.392,4.565,-3.171,4.23,2.894,6.346,-1.781,-0.6193,-9.966,6.462,4.262,6.729,3.945,0.9862,-4.293,2.625,4.188,4.083,0.5069,1.692,6.442,2.18,1.385,5.001,4.277,0.7321,1.888,7.928,4.77,8.252,5.595
TCGA-A6-3809-01,2.873,3.697,4.17,4.483,5.357,-9.966,3.499,-9.966,-4.158,-2.776,-9.966,4.152,-2.351,3.936,4.189,2.773,-9.966,0.7664,1.174,6.074,1.401,9.096,-0.1827,1.979,-4.442,2.156,1.102,2.464,-0.3201,1.74,4.016,-0.1504,3.446,2.621,0.01578,0.1057,2.394,5.221,4.735,5.428,4.051
TCGA-CM-4747-01,6.209,3.834,5.697,7.162,5.726,-6.506,4.115,-9.966,-3.626,-1.47,-3.816,4.237,-4.293,3.462,2.444,4.881,-9.966,3.496,-9.966,5.598,4.412,6.793,4.952,1.293,-4.608,2.576,3.595,6.142,-0.9132,2.81,5.441,0.4125,-1.086,5.798,3.28,-2.245,2.884,7.895,5.194,8.908,5.42
TCGA-A6-5666-01,6.69,4.584,6.812,6.4,5.653,-9.966,3.918,-9.966,-3.047,-1.884,-0.8863,5.137,-6.506,2.467,-1.248,2.616,-0.5125,-2.388,-9.966,4.349,3.707,5.925,4.382,-0.6416,-6.506,2.409,3.216,5.14,-1.47,2.101,6.45,-1.056,-0.394,5.221,2.63,-0.5973,2.406,7.386,4.815,8.701,3.704
TCGA-DM-A285-01,5.409,4.748,6.579,5.34,5.943,-9.966,3.141,-6.506,-0.8599,-0.8599,-1.831,6.759,-3.816,3.302,3.879,9.086,-3.626,-5.012,-9.966,7.349,3.262,8.308,2.716,0.5955,-3.308,3.302,3.958,5.995,2.932,2.703,7.067,3.387,-0.7108,5.691,5.02,-0.0425,2.621,7.655,5.344,8.2,6.791
TCGA-CM-6171-01,6.345,4.654,6.327,4.819,4.882,-9.966,6.783,-9.966,-0.0725,0.24,-9.966,4.988,-1.994,6.035,3.927,4.223,1.085,0.3231,-9.966,5.494,4.45,5.284,2.59,1.264,-5.012,3.716,3.873,4.959,4.284,3.557,6.291,1.816,2.618,5.475,4.495,1.701,3.568,7.982,6.182,9.239,5.7
TCGA-D5-6538-01,7.416,4.422,6.342,1.345,4.062,-9.966,1.619,-9.966,-1.181,-3.458,1.202,2.78,-5.574,2.561,2.854,2.239,-5.574,-0.3566,-9.966,3.913,1.385,6.763,5.018,-0.7588,-4.035,3.392,3.789,5.337,-2.548,2.947,6.354,0.5763,-0.8599,5.187,4.449,-2.245,3.168,7.782,5.14,6.486,4.216
TCGA-AA-3511-11,6.644,4.592,6.232,-0.4921,4.187,-9.966,6.395,-9.966,-2.388,2.173,-1.51,6.277,-1.181,4.654,6.267,6.716,-5.012,-2.635,-9.966,5.961,4.656,7.08,4.471,3.616,-2.548,3.586,4.665,5.713,2.66,4.953,6.083,3.835,-0.9686,5.518,5.103,-2.114,3.165,7.693,5.992,6.478,6.34
TCGA-A6-2675-01,6.709,4.901,6.562,2.227,5.395,-5.574,5.261,-9.966,-2.466,-1.685,1.439,6.14,-2.053,4.534,5.686,5.94,-0.6193,-0.4325,-9.966,8.239,6.06,7.788,4.852,2.504,-1.994,3.062,4.875,5.375,1.714,3.511,6.2,2.795,0.8568,6.233,4.385,0.2522,2.971,8.672,6.42,8.426,7.719
TCGA-G4-6298-01,2.945,3.833,5.476,0.5763,4.621,-9.966,2.064,-9.966,-9.966,-5.574,0.517,4.712,-4.608,2.131,-0.3022,5.846,-5.574,-1.431,-9.966,6.985,1.245,7.064,4.061,-0.4325,-5.012,1.876,3.601,5.607,-1.086,0.8164,6.252,0.3115,0.537,5.371,3.812,0.0014,2.088,7.521,4.841,9.023,6.08
TCGA-A6-6650-01,5.17,4.614,5.663,-0.6491,6.79,-7.85,2.439,-7.85,-2.52,-3.626,-3.356,5.214,-2.2,4.319,3.792,4.494,-0.6341,-1.26,-9.966,4.335,2.102,7.73,4.631,0.8726,-3.458,3.421,2.968,5.443,-0.3322,2.969,5.751,0.9862,0.8109,4.65,3.585,-2.291,2.101,7.676,5.393,5.747,3.541
TCGA-AM-5820-01,5.916,4.348,6.235,-1.639,6.633,-9.966,3.217,-9.966,-2.178,-3.308,-0.1031,5.61,-5.574,3.043,3.813,6.266,-0.1828,-0.6416,-9.966,4.456,3.052,5.075,4.827,0.9191,-2.635,3.758,3.286,5.964,-0.1993,1.317,6.779,2.205,-0.1993,5.597,4.212,0.7999,3.42,8.01,5.535,8.925,5.639
TCGA-AA-3663-01,4.983,4.795,5.559,2.284,5.232,-9.966,6.562,-6.506,-1.51,-0.7108,1.276,6.792,-4.035,4.476,3.343,3.356,-4.035,1.151,-9.966,4.471,4.299,6.317,3.272,0.3115,-9.966,2.628,3.761,6.0,4.294,1.876,6.904,1.015,1.919,5.149,3.706,-1.392,1.938,7.812,5.363,7.709,3.94
TCGA-A6-6654-01,2.838,4.856,6.241,5.828,3.561,-5.574,6.639,-9.966,-3.626,-3.171,-0.6873,7.86,-1.732,3.154,2.098,6.043,0.5069,0.4016,-9.966,9.044,8.782,7.169,3.835,2.799,-2.178,2.755,4.882,5.109,1.856,2.398,5.689,3.397,2.202,5.893,4.513,2.316,2.824,8.507,6.232,10.35,8.542
TCGA-CM-5349-01,4.308,4.054,6.344,5.841,4.633,-6.506,4.794,-6.506,0.1257,1.868,-2.635,4.607,-3.047,4.71,3.442,5.022,-9.966,-1.181,-9.966,6.544,7.665,6.332,4.115,1.561,-2.727,1.856,3.579,4.761,0.5763,2.506,5.469,1.979,-0.1345,4.801,3.553,-0.7588,2.812,8.12,4.93,9.158,6.362
TCGA-AZ-6599-11,7.125,4.544,6.368,-0.1345,4.005,-4.608,3.558,-9.966,0.1776,-1.938,-3.626,7.639,-0.8599,4.675,6.556,6.561,-5.574,-4.608,-9.966,8.029,2.06,7.36,4.261,3.036,-1.431,3.985,4.446,5.953,2.768,5.05,6.235,4.622,1.799,5.627,5.254,-0.1504,2.991,7.886,6.438,8.46,7.041
TCGA-A6-2686-11,7.688,4.621,6.367,-0.1345,4.089,-9.966,3.022,-9.966,0.0854,2.131,-2.053,6.42,-1.732,3.836,6.701,6.957,-9.966,-1.732,3.26,6.314,4.044,6.676,4.883,2.257,-2.388,3.739,5.784,6.783,3.06,3.97,6.216,3.98,1.043,5.178,5.436,-1.994,2.725,8.136,5.642,5.92,6.351
TCGA-AZ-6600-01,6.62,3.838,5.755,5.691,5.442,-6.506,4.99,-9.966,-0.4719,-1.149,0.3573,5.395,-2.727,4.47,3.539,7.948,0.7493,-1.552,-9.966,7.431,4.975,7.837,3.672,1.637,-3.308,3.123,4.466,3.914,1.679,2.969,6.473,2.425,0.7999,5.643,4.698,2.167,3.108,8.22,5.571,9.225,6.973
TCGA-AA-3509-01,6.53,4.581,5.995,4.867,6.705,-9.966,4.833,-9.966,0.6425,-2.178,-3.308,5.089,-3.308,4.43,2.649,4.42,-4.608,-0.2159,-9.966,5.635,4.202,6.106,5.228,0.7999,-5.574,3.425,3.332,6.771,0.2522,2.66,6.19,2.382,1.581,5.701,3.775,0.9038,2.729,8.007,5.472,9.112,5.258
TCGA-AZ-6606-01,6.432,4.448,6.026,1.665,5.712,-9.966,3.519,-9.966,-1.552,-3.171,-0.6643,5.621,-4.608,5.304,2.541,5.751,-4.608,0.7999,-9.966,4.285,2.467,7.236,4.442,-0.0425,-6.506,3.645,3.604,5.907,0.044,2.514,6.639,0.9789,1.923,5.799,4.593,-0.9686,2.734,8.638,5.631,8.074,4.583
TCGA-WS-AB45-01,2.787,4.538,6.063,2.797,4.185,-1.552,6.373,-9.966,-2.466,-4.608,-4.293,9.344,-0.9132,4.882,2.05,5.989,0.044,-0.1031,-9.966,10.46,7.327,7.589,-5.574,4.331,-1.47,3.792,4.523,2.516,3.804,2.956,5.92,5.088,4.271,5.851,5.076,6.001,3.366,7.908,6.748,10.93,8.987
TCGA-AD-6548-01,6.336,4.595,5.945,4.657,5.996,-4.608,5.106,-9.966,-2.727,-3.047,-0.2328,6.919,-2.727,3.801,5.29,4.958,-3.816,0.1903,-9.966,7.814,5.827,7.241,3.997,1.406,-4.293,3.121,4.79,6.066,0.605,2.022,6.573,2.519,1.674,5.66,4.206,0.7407,2.987,8.01,5.589,9.051,6.726
TCGA-D5-6926-01,6.103,5.028,6.835,5.391,6.304,-9.966,4.388,-9.966,-9.966,-1.056,-0.6873,4.669,-2.548,3.048,3.845,7.094,-4.608,1.305,-9.966,8.828,6.3,7.834,5.599,2.439,-2.826,3.48,4.837,5.826,0.6608,3.421,6.608,2.928,2.78,6.216,4.469,0.6332,3.17,8.223,6.345,9.417,7.863
TCGA-AZ-6598-11,8.007,4.119,6.017,0.434,5.001,-9.966,5.162,-9.966,0.7321,-0.3566,-3.047,7.997,-1.181,4.74,6.528,6.747,-3.308,-2.932,-9.966,7.054,3.025,7.414,4.564,2.362,-1.318,3.296,4.464,5.466,1.84,4.005,6.371,4.539,0.8568,5.233,4.882,-2.315,2.984,7.339,5.883,7.231,6.863
TCGA-A6-6138-01,6.337,4.676,6.242,2.316,8.104,-5.012,5.1,-9.966,-9.966,-3.626,-2.114,6.749,-2.053,4.568,3.192,6.759,-3.816,0.2522,-9.966,7.147,6.19,6.357,5.076,2.189,-3.458,2.757,4.299,4.625,1.164,3.159,6.708,3.05,3.178,5.934,5.147,2.039,2.806,9.132,6.264,8.847,6.415
TCGA-AZ-4616-01,5.544,3.799,5.584,7.854,6.768,-9.966,3.729,-9.966,-1.51,-9.966,2.382,4.304,-3.816,5.048,4.326,8.083,-9.966,-0.8084,-9.966,6.639,2.053,7.889,2.208,0.7233,-5.574,1.808,4.304,3.964,-0.7108,1.423,7.382,-0.394,0.3685,5.088,3.17,-2.114,2.302,8.103,5.087,9.935,5.692
TCGA-A6-5659-11,7.764,4.707,6.289,-1.884,6.335,-9.966,5.201,-9.966,1.623,1.74,-1.938,6.939,-1.781,5.062,6.951,6.777,-3.626,-1.732,-9.966,5.587,3.326,7.554,5.016,2.275,-2.114,3.477,5.587,6.575,3.0,4.66,5.81,3.68,1.183,4.96,4.643,0.9935,2.977,7.477,5.703,5.806,5.687
TCGA-AA-A02K-01,6.357,4.402,6.5,0.9862,6.678,-9.966,3.375,-9.966,-4.293,-5.574,-3.816,4.659,-4.293,2.71,4.529,7.545,-4.293,2.121,-9.966,5.01,1.276,7.191,4.227,-0.9686,-5.574,3.29,3.219,5.628,-1.51,0.5568,6.847,-0.3566,0.346,5.149,4.817,-0.4521,2.48,8.563,5.261,8.72,4.299
TCGA-A6-2685-01,5.955,4.493,5.924,4.239,5.017,-4.608,5.791,-9.966,-2.727,-1.595,2.888,8.055,-1.831,4.56,4.484,7.882,-1.181,-1.884,-9.966,7.744,5.183,7.424,4.153,2.718,-1.552,2.656,4.643,4.764,1.496,3.67,6.06,4.064,2.236,5.886,4.514,0.9716,2.808,8.669,5.49,9.139,7.494
TCGA-AZ-6601-11,5.974,4.201,6.05,-0.9406,4.383,-6.506,4.439,-6.506,-5.574,0.4761,-1.355,6.657,-0.9971,3.965,5.788,6.648,-9.966,-3.308,-9.966,6.446,2.524,7.176,3.96,3.265,-0.4719,3.651,4.615,5.327,1.791,4.268,6.265,4.971,1.571,5.453,5.215,-0.6873,2.81,7.945,6.01,7.108,6.775
TCGA-DM-A1HA-01,8.741,4.464,5.74,0.03,4.01,-9.966,2.081,-9.966,-9.966,-6.506,6.809,2.969,-5.574,1.692,-1.732,4.448,-9.966,-5.574,-9.966,1.967,-0.0425,7.439,1.476,-1.938,-9.966,1.71,3.935,4.888,-2.245,-2.635,7.009,-2.466,-4.293,6.007,4.746,-3.626,3.373,8.986,4.789,8.255,6.246
TCGA-AA-3713-01,5.782,4.747,6.297,-0.5973,4.931,-4.608,4.857,-9.966,-0.3383,-4.035,-2.388,5.277,-1.781,6.685,4.616,4.98,-3.816,0.1903,-9.966,6.214,4.681,8.577,5.128,1.787,-4.608,4.294,4.848,4.944,3.817,3.907,6.768,2.214,4.408,5.95,4.306,0.1124,4.142,8.022,6.608,7.999,5.517
TCGA-G4-6627-01,6.719,4.474,5.929,6.024,6.859,-4.293,5.838,-6.506,0.058,-2.466,1.158,6.772,-2.315,5.629,4.879,6.36,-9.966,0.3346,-9.966,7.608,3.684,7.14,4.781,2.342,-1.994,2.982,4.321,5.653,1.692,3.962,5.98,3.381,2.214,5.619,4.072,3.011,3.484,7.806,5.873,9.366,6.905
TCGA-AA-3502-01,3.841,4.539,5.648,1.118,2.776,-9.966,4.256,-9.966,-2.932,-2.178,0.0158,2.816,-3.171,4.655,3.694,2.395,-5.574,-1.47,-9.966,3.806,1.986,6.599,3.825,0.1124,-4.293,2.913,3.837,5.899,4.153,4.451,5.804,2.302,1.619,5.501,3.527,-3.308,3.205,7.559,5.555,7.438,3.759
TCGA-AA-A01X-01,5.891,3.511,6.241,6.255,4.6,-3.816,3.358,-9.966,-5.012,-6.506,-6.506,4.628,-4.608,3.65,1.245,6.971,-5.012,-3.047,-9.966,5.477,1.766,7.909,3.899,0.2154,-4.035,2.954,3.66,6.045,-0.4131,1.118,6.62,2.404,-0.5756,5.58,4.098,-0.0277,2.173,8.469,5.36,8.685,5.459
TCGA-CK-5913-01,4.456,4.857,6.142,8.149,7.048,-9.966,5.128,-9.966,-3.047,-2.178,-9.966,6.992,-2.826,6.41,5.326,4.793,-3.458,3.369,-9.966,7.276,5.068,6.348,2.736,0.9642,-3.458,3.302,4.683,4.964,1.576,4.163,6.89,2.081,4.506,5.809,4.485,0.7664,3.489,7.352,6.347,8.856,6.805
TCGA-4N-A93T-01,6.642,4.077,5.852,1.334,8.531,-9.966,3.118,-9.966,-2.466,-5.012,-2.466,5.377,-5.012,2.683,2.036,7.339,-1.149,-1.318,-9.966,3.658,0.8327,10.15,4.969,-1.51,-6.506,2.834,3.812,5.667,-0.0877,1.892,6.422,0.2154,-2.388,5.649,4.307,-3.458,2.683,9.398,4.949,8.055,4.284
TCGA-AZ-6603-11,5.976,4.234,6.046,0.044,3.631,-5.574,3.787,-9.966,-1.47,-2.388,-2.727,6.634,-0.8084,3.934,5.605,7.04,-9.966,-2.053,-9.966,8.436,2.328,7.133,3.391,3.253,-0.1504,3.429,4.051,4.661,2.414,4.419,6.023,6.402,2.224,5.667,4.857,0.9038,3.133,7.932,6.566,8.996,7.904
TCGA-QG-A5YV-01,4.227,4.461,5.745,8.498,7.795,-9.966,3.251,-9.966,-3.308,-3.458,-1.595,3.805,-5.574,4.611,2.687,6.049,-6.506,0.8805,-9.966,5.152,2.854,6.876,4.804,-0.4131,-5.012,2.824,4.329,5.771,0.3115,2.414,6.911,2.011,-2.178,5.806,4.037,-4.608,3.023,7.47,5.101,7.894,4.422
TCGA-AZ-6607-01,3.433,4.452,6.252,2.339,6.86,-9.966,5.398,-9.966,-3.171,-9.966,7.918,8.555,-2.053,8.759,5.757,7.539,3.346,4.348,-9.966,9.74,4.147,6.948,-0.5973,4.019,-1.831,1.907,4.765,5.464,1.609,3.168,6.152,2.836,6.851,6.543,4.353,1.036,3.777,8.742,6.671,9.281,9.726
TCGA-G4-6321-01,6.509,4.63,6.266,0.8488,7.657,-3.816,4.936,-9.966,-0.2498,5.518,-5.574,6.59,-3.308,5.496,7.146,4.027,0.9268,2.491,-9.966,4.048,2.892,7.443,5.718,0.2642,-5.012,3.479,5.928,5.853,2.712,4.663,5.574,1.098,-1.685,5.628,4.933,-3.308,2.806,8.692,5.835,9.141,7.193
TCGA-D5-6536-01,5.145,3.937,5.767,6.648,4.616,-4.608,4.654,-9.966,-9.966,-1.639,0.4761,5.092,-3.047,3.108,0.2998,4.514,0.6608,1.964,-9.966,7.49,5.964,6.539,0.4447,0.8327,-5.012,1.623,4.159,3.823,2.934,1.956,5.811,3.741,4.122,4.839,3.529,1.379,2.616,8.007,5.457,10.2,5.828
TCGA-A6-6140-01,5.715,4.651,6.633,4.044,9.003,-9.966,3.441,-9.966,-3.171,-3.458,-2.727,6.555,-4.608,4.88,4.064,4.19,-2.635,-0.8863,-9.966,5.061,3.967,7.135,5.308,0.7321,-3.626,3.955,4.217,6.392,0.3346,4.264,6.724,1.868,2.284,6.257,5.052,-0.6873,3.386,8.479,6.215,7.963,4.48
TCGA-A6-2682-11,7.544,4.375,6.267,-1.149,4.296,-9.966,4.988,-9.966,-0.2498,1.322,-2.245,6.438,-1.781,3.507,6.872,7.276,-4.293,-2.245,-9.966,5.811,3.563,6.995,4.845,2.604,-2.548,3.491,5.022,5.611,2.984,5.736,6.225,3.759,0.1257,5.609,5.32,0.5568,2.897,8.129,5.693,6.059,5.671
TCGA-A6-A566-01,4.942,4.386,6.085,8.05,5.932,-9.966,6.556,-9.966,-0.4521,-1.026,-1.283,7.533,-1.938,5.311,5.249,6.185,-9.966,0.5666,-9.966,9.147,9.14,8.282,3.999,3.253,-1.994,2.964,4.619,5.103,0.1648,2.493,5.976,3.858,1.964,5.356,4.31,2.712,2.854,7.789,5.733,10.42,8.278
TCGA-AD-6963-01,7.694,4.386,6.479,2.791,5.917,-6.506,4.086,-9.966,-4.293,-5.574,-0.8599,5.647,-3.816,3.561,4.295,4.344,-0.8339,0.0158,-9.966,6.11,2.791,7.311,4.463,0.5271,-4.293,3.306,4.122,4.545,0.3115,1.753,7.075,1.812,2.064,5.545,4.507,1.439,2.554,7.319,5.701,8.545,5.033
TCGA-D5-5541-01,6.577,4.907,6.907,4.253,5.944,-6.506,4.134,-9.966,-6.506,-1.248,-0.9686,4.909,-2.178,2.766,4.549,4.392,-1.47,-1.214,-9.966,6.309,7.959,7.433,4.53,1.745,-3.458,2.971,3.632,5.107,0.24,1.812,6.398,2.115,1.112,6.161,4.07,-0.1828,3.547,8.601,5.891,8.744,6.381
TCGA-AM-5821-01,3.522,4.85,5.336,6.18,6.4,-9.966,4.548,-9.966,-5.574,-9.966,-3.816,6.278,-4.293,5.635,0.0014,6.815,3.039,0.679,-9.966,6.316,4.074,5.172,-1.47,1.001,-3.816,0.5271,4.594,4.501,-0.7108,1.401,6.917,2.208,1.609,5.435,3.341,1.252,1.614,6.912,4.961,9.708,6.528
TCGA-A6-6652-01,5.66,4.073,5.061,3.055,5.911,-9.966,2.549,-9.966,-4.608,-4.293,-9.966,3.766,-5.574,3.272,1.496,3.421,-2.548,0.2029,-9.966,5.346,4.655,6.509,4.458,-0.7108,-5.012,3.483,4.436,5.574,-0.4921,0.9038,6.322,1.171,0.0854,5.643,4.727,-0.8339,2.473,9.021,6.473,7.832,5.422
TCGA-DM-A282-01,4.95,3.479,5.677,4.236,4.534,-9.966,3.016,-9.966,0.6332,-2.727,-3.458,4.564,-6.506,4.583,0.7146,4.826,-5.012,-2.388,-9.966,5.753,2.331,7.821,4.923,-0.4131,-5.574,2.454,3.059,5.799,-0.2845,2.284,5.838,-0.1504,-2.826,5.186,3.312,-3.047,2.658,7.578,4.618,9.63,5.049
TCGA-AD-6901-01,6.732,4.586,5.996,8.022,4.584,-9.966,4.868,-6.506,-9.966,-2.315,0.5568,7.434,-1.639,4.137,2.151,5.553,-5.574,-2.548,-9.966,7.779,5.948,8.033,5.794,2.074,-3.047,3.062,4.977,5.82,0.7233,2.787,6.661,2.319,0.9789,5.692,4.663,0.0854,2.511,9.092,5.475,9.768,7.145
TCGA-CM-6161-01,4.934,4.792,6.252,-0.1993,8.613,-9.966,6.527,-9.966,2.433,-4.035,-0.7108,4.695,-1.47,4.701,4.512,3.693,-4.608,-1.685,-9.966,6.503,4.643,6.222,5.469,3.284,-3.626,3.422,3.603,6.575,0.6969,2.531,5.84,2.064,1.258,5.038,4.257,-1.355,3.216,7.407,5.48,7.499,6.072
TCGA-5M-AAT5-01,5.355,4.392,5.692,3.394,7.576,-9.966,3.544,-9.966,0.3231,-4.608,-1.214,7.745,-6.506,4.634,1.609,2.776,-1.117,1.758,-9.966,4.463,1.19,10.2,5.374,-0.7588,-4.293,3.039,3.242,5.716,-0.1031,1.774,7.065,0.2998,1.516,5.765,3.732,-1.026,2.008,8.412,5.253,8.14,3.726
TCGA-CK-6748-01,7.297,3.987,6.133,1.322,6.227,-9.966,4.749,-9.966,-3.458,-0.5973,-0.2498,7.563,-4.293,3.712,2.755,4.775,-2.548,-0.3752,-9.966,8.138,7.114,4.713,5.332,1.637,-3.171,2.723,4.243,5.197,0.8805,2.607,6.152,2.832,2.043,5.741,3.953,0.7233,3.105,8.442,5.485,9.307,7.688
TCGA-A6-5665-11,7.677,4.404,6.067,-2.178,4.615,-9.966,5.385,-9.966,1.701,2.705,-1.732,6.762,-2.178,4.498,7.769,7.19,-2.727,-3.626,-9.966,5.967,3.194,8.226,5.148,2.892,-2.245,3.981,5.873,6.768,2.057,4.407,5.974,3.312,-0.5125,5.13,5.429,-3.626,3.248,8.087,5.605,5.867,6.167
