sample_id,AKR1C3,ATG5,BECN1,CA9,CCL20,CRP,CXCR4,CYP1A2,CYP2C9,CYP3A4,DKK1,DUSP1,ESR1,F3,HPGD,HSPA1A,IGFBP1,IL1A,MIR675,MMP2,MMP9,NEAT1,NR1I2,NR3C1,PGR,PPARA,PPARD,PPARG,PTGER2,PTGER4,PTGES2,PTGS1,PTGS2,RELA,RXRA,SELE,SIRT1,SQSTM1,STAT3,TIMP1,TIMP2
TCGA-A6-2682-01,6.945,4.598,5.757,8.72,7.539,-9.966,4.843,-9.966,-1.552,-1.117,2.221,6.037,-3.626,4.189,3.67,6.688,-1.831,1.96,-9.966,7.299,7.332,7.284,4.461,1.74,-3.626,2.954,4.131,6.014,0.7233,2.651,6.189,1.692,4.336,5.801,3.78,-0.1187,2.376,7.758,5.414,10.16,6.484
TCGA-CK-4951-01,6.444,4.882,6.348,3.657,6.832,-5.574,4.256,-9.966,-1.685,-2.548,-3.626,6.457,-2.548,6.272,4.657,5.105,-9.966,1.322,-9.966,8.251,5.817,6.251,4.383,1.633,-3.047,3.146,4.122,5.021,1.77,3.069,6.384,2.236,1.665,5.86,4.209,1.396,3.126,8.072,6.396,10.3,7.295
TCGA-CK-4948-01,7.109,3.977,6.256,2.882,7.273,-9.966,4.155,-9.966,-3.816,-2.727,0.1257,5.57,-4.035,4.62,4.436,6.617,0.8805,0.058,-9.966,7.693,5.445,7.395,3.373,1.158,-4.293,3.079,4.379,4.99,1.05,1.132,7.26,3.796,1.77,5.786,4.401,1.605,2.539,8.571,5.72,9.081,6.885
TCGA-F4-6856-01,5.358,5.118,6.442,7.457,3.284,-9.966,4.65,-9.966,-2.932,-2.932,2.874,4.607,-5.012,5.083,3.034,4.625,-4.608,-2.178,-9.966,5.946,3.789,6.579,3.457,2.095,-4.035,3.189,4.924,5.82,3.987,3.815,6.83,0.8327,0.0854,5.942,4.454,0.1776,3.283,8.302,6.339,9.073,5.54
TCGA-F4-6569-01,6.871,4.535,6.182,6.272,5.328,-3.626,5.751,-9.966,-1.884,-1.552,-2.727,7.161,-1.732,4.467,3.775,5.695,-3.816,-1.149,-9.966,9.014,7.819,5.017,3.983,2.852,-2.053,3.046,4.514,4.495,2.121,2.628,6.329,3.108,0.679,5.907,4.646,2.395,2.907,8.345,5.903,9.784,8.424
TCGA-CM-6163-01,5.317,4.558,6.347,0.8883,5.389,-4.608,5.132,-9.966,-5.012,-0.8339,-1.685,5.065,-1.994,3.712,4.055,5.798,-4.608,-2.315,-9.966,6.859,2.954,6.311,5.191,1.816,-3.171,3.986,3.608,4.702,1.541,2.964,6.357,2.293,1.19,5.274,4.768,-0.9686,3.444,7.936,5.616,8.702,6.427
TCGA-D5-6535-01,5.206,4.688,6.46,7.317,8.141,-5.574,4.881,-9.966,-1.355,-1.938,-2.548,6.469,-2.932,5.503,2.081,9.228,0.8805,3.515,-9.966,7.059,5.287,8.561,6.079,1.322,-4.293,3.878,4.956,6.094,0.5568,3.72,6.482,1.701,0.5069,5.967,4.103,0.2998,3.352,8.571,6.363,8.469,6.852
TCGA-5M-AAT6-01,5.004,4.22,5.859,-0.3383,0.7664,-4.035,5.617,-9.966,-2.245,-9.966,3.302,6.538,-1.884,6.122,7.469,5.395,-5.012,-3.816,-9.966,7.668,5.548,8.278,2.806,2.703,-3.816,2.217,4.181,4.306,0.4967,2.934,6.466,2.82,0.7233,5.526,3.677,2.901,2.47,7.356,5.644,10.62,6.482
TCGA-A6-5662-11,7.005,4.541,6.262,-0.5756,5.251,-9.966,5.462,-9.966,-1.831,1.345,-2.548,7.107,-1.884,4.099,6.803,7.381,-4.293,-2.826,-9.966,6.908,3.636,6.78,4.521,3.536,0.4016,2.954,4.851,6.056,2.081,4.795,5.659,5.882,1.852,5.398,4.842,3.896,3.425,7.642,5.469,7.057,7.584
TCGA-AA-3526-01,6.812,4.974,5.71,6.091,7.145,-6.506,4.739,-9.966,-2.826,-2.826,-0.0425,6.525,-3.816,3.995,3.045,3.885,-5.012,1.125,-9.966,6.357,4.261,6.27,4.077,1.305,-5.574,2.436,2.791,6.641,0.4016,2.884,6.923,1.812,1.892,5.344,3.138,0.1519,2.539,8.24,5.736,8.162,5.413
TCGA-AA-3514-11,7.037,4.713,6.301,0.2154,4.424,-4.293,2.83,-9.966,-1.283,-3.171,-2.826,5.673,-2.548,3.94,8.182,5.851,-9.966,-4.035,-9.966,5.304,2.368,5.96,4.774,2.578,-2.466,3.63,4.779,6.593,2.251,3.888,6.196,3.531,-0.7834,5.484,5.262,-2.388,2.812,8.037,7.031,5.979,5.374
TCGA-AD-6895-01,4.309,4.621,6.285,6.875,4.391,-4.293,5.812,-9.966,-2.635,-2.826,-2.727,7.524,-3.458,6.377,4.637,3.996,-5.574,-0.2671,-9.966,7.044,2.676,8.813,0.9568,1.001,-3.308,2.966,4.731,4.9,1.551,1.379,6.814,2.022,0.2522,6.032,4.576,1.39,2.953,9.041,5.963,9.712,6.904
TCGA-G4-6586-01,6.449,4.114,6.418,7.042,8.166,-9.966,3.873,-9.966,-1.732,-2.315,-2.932,4.477,-5.574,4.265,3.917,4.283,-3.626,0.688,-9.966,3.123,3.591,8.11,2.698,-0.1187,-6.506,3.406,4.274,4.179,-0.3022,1.774,7.473,0.1124,0.3685,5.42,4.635,-4.035,2.658,9.347,5.718,9.205,4.645
TCGA-NH-A8F8-01,6.251,4.03,6.296,3.887,5.719,-1.086,3.947,-9.966,-1.355,-2.826,-0.2328,4.868,-2.178,2.278,1.522,7.024,0.6517,-1.248,4.288,6.367,3.98,8.167,5.02,0.9862,-3.458,3.583,3.894,5.886,0.0014,2.412,5.641,1.919,-0.4521,5.757,2.917,0.2881,2.524,8.389,5.436,8.675,6.032
TCGA-D5-6529-01,4.77,4.064,6.374,1.934,6.38,-9.966,5.372,-9.966,-2.114,-2.635,-3.458,6.569,-2.245,4.385,3.968,5.264,-1.884,0.7832,-9.966,8.345,5.497,6.444,4.057,2.305,-2.826,2.441,3.752,5.815,1.293,2.926,6.086,2.23,1.444,5.194,3.369,1.406,2.934,7.84,6.121,9.17,7.343
TCGA-DM-A0XF-01,7.001,4.292,6.744,4.311,7.008,-9.966,3.294,-9.966,-0.8084,-1.056,-0.4719,5.633,-4.293,4.066,5.584,8.359,-0.1504,-1.639,-9.966,6.69,2.98,7.269,4.261,1.125,-4.293,2.729,3.611,5.609,-0.1665,1.057,6.117,-0.013,-0.9406,5.54,2.757,-2.826,2.799,8.339,5.13,8.85,5.636
TCGA-A6-5667-01,5.956,4.587,6.518,2.687,6.932,-9.966,3.074,-9.966,-9.966,-3.047,-0.1031,5.482,-4.035,3.16,3.937,4.313,0.517,-0.5973,-9.966,6.371,4.19,6.3,4.885,0.9789,-2.466,3.06,3.78,5.887,-0.1031,3.38,6.204,2.644,2.173,6.229,4.024,0.1903,3.086,8.359,5.609,9.146,6.361
TCGA-CM-6169-01,7.098,3.852,6.572,4.648,6.192,-9.966,5.786,-9.966,-0.5543,2.205,-3.626,6.943,-1.552,4.456,5.066,6.014,-3.171,-1.781,-9.966,8.057,6.86,7.715,4.554,2.947,-2.315,3.756,4.14,4.363,0.8883,3.289,5.747,2.824,2.018,5.802,3.96,3.398,3.44,8.137,6.11,9.59,7.504
TCGA-CA-6719-01,4.688,4.973,5.872,3.568,7.069,-9.966,5.376,-9.966,-3.816,-6.506,0.0014,6.826,-1.552,3.461,2.48,5.593,-0.3566,-1.318,-9.966,7.142,6.732,7.363,4.489,2.121,-1.318,3.358,4.864,6.169,0.8082,3.057,6.24,2.322,1.281,6.2,4.24,2.287,3.336,8.193,6.249,9.12,7.176
TCGA-D5-7000-01,5.792,4.607,6.264,5.557,3.586,-4.608,3.774,-9.966,-2.727,0.3685,-0.4719,5.766,-3.171,5.871,5.253,5.088,-4.293,0.8327,-9.966,7.258,4.838,8.46,5.102,1.633,-3.816,4.068,4.339,6.408,2.057,3.164,6.477,2.694,3.134,5.549,4.597,2.074,3.02,8.623,6.037,9.181,6.642
TCGA-G4-6625-01,6.106,4.726,6.144,2.757,6.378,-2.548,5.786,-9.966,-3.458,-3.171,-3.816,6.908,-1.938,4.691,3.511,5.172,-3.816,-1.994,-9.966,6.983,6.692,8.1,4.976,2.29,-4.293,3.048,4.789,4.53,1.345,3.519,7.212,2.618,0.7493,5.734,4.996,1.328,2.81,7.998,6.04,8.659,6.309
TCGA-CM-6680-01,5.817,4.596,6.561,7.341,7.318,-9.966,6.153,-9.966,-0.394,-1.639,0.7407,6.468,-1.181,5.893,2.299,6.203,-5.574,0.8164,-9.966,7.286,5.612,8.235,2.993,1.88,-2.548,3.747,4.234,5.843,3.635,4.37,6.915,4.302,0.8327,5.908,4.392,-1.392,3.18,8.167,6.284,8.577,6.738
TCGA-CM-6166-01,4.207,4.213,5.798,4.629,7.244,-5.574,2.692,-9.966,-4.293,-4.035,-0.3752,4.728,-5.012,2.989,-1.283,4.641,-4.035,-0.5973,-9.966,5.558,5.381,6.806,4.291,0.346,-4.035,2.29,3.867,5.667,-0.9686,1.05,6.052,0.24,-0.8339,5.826,3.635,-0.6643,3.384,8.26,5.192,8.795,5.6
TCGA-NH-A6GB-01,7.012,3.958,6.551,2.227,7.643,-9.966,4.622,-9.966,0.547,-1.552,-4.608,4.884,-2.548,4.784,3.761,3.873,2.941,-0.1665,-9.966,5.454,4.235,8.816,4.412,1.171,-4.293,3.101,4.141,2.563,-0.6873,0.6608,6.865,1.585,0.8805,5.522,4.359,-0.6873,2.224,8.427,6.176,7.671,5.808
TCGA-D5-6923-01,5.781,4.575,6.465,3.144,5.201,-6.506,3.891,-9.966,-9.966,-2.826,0.9115,6.763,-2.635,5.234,4.865,5.198,-0.1993,-0.1504,4.936,9.104,6.703,7.235,4.155,2.138,-3.816,2.556,4.008,5.211,1.491,2.698,7.096,4.36,4.132,6.216,4.748,1.46,3.06,8.674,6.062,8.792,7.831
TCGA-AZ-4614-01,5.309,4.332,5.755,7.899,5.322,-9.966,1.696,-9.966,-3.047,1.919,5.172,3.332,-5.574,6.14,5.356,2.161,-0.1345,-3.047,-9.966,3.565,-0.3566,5.614,4.68,-1.431,-4.035,2.345,3.965,4.367,-2.178,1.774,6.319,-1.938,-1.086,5.917,4.246,-0.3566,2.278,6.643,4.64,8.419,4.522
TCGA-CM-5864-01,7.557,4.675,5.708,2.457,7.067,-9.966,2.644,-9.966,-4.608,-3.047,-1.781,3.775,-5.012,4.004,2.465,6.277,-4.035,-2.388,-9.966,5.22,2.556,6.282,4.446,0.0854,-5.012,2.736,3.126,4.782,-0.9406,1.77,6.419,1.098,-0.2845,4.743,3.88,0.3685,2.449,7.925,5.05,7.6,4.178
TCGA-AA-3655-11,7.299,4.919,6.159,-0.3201,5.482,-9.966,4.11,-9.966,-3.308,1.953,-1.938,6.742,-2.466,3.43,7.067,6.091,-5.574,-3.171,-9.966,5.369,2.734,5.294,3.937,3.164,-1.431,2.832,4.37,5.526,2.018,4.349,5.927,4.638,1.071,5.311,4.704,-3.626,2.656,7.547,5.251,6.734,6.24
TCGA-CK-5912-01,7.464,5.339,6.668,1.412,6.76,-9.966,3.818,-9.966,-5.574,-1.355,-3.458,5.288,-3.458,4.625,5.325,8.748,-9.966,-1.056,-9.966,5.9,5.213,5.656,4.506,1.252,-3.308,4.002,4.492,5.965,-1.086,3.356,6.705,4.009,2.287,5.698,4.988,2.718,3.802,8.442,6.389,7.525,5.207
TCGA-D5-6927-01,4.992,4.99,6.367,8.281,6.652,-5.574,5.295,-9.966,-3.626,-3.816,1.317,6.581,-2.315,4.612,4.223,7.653,-9.966,1.481,-9.966,7.572,5.184,8.373,3.202,1.701,-5.012,3.821,4.798,4.532,3.719,3.038,7.011,2.556,2.868,5.812,4.572,1.556,2.934,8.857,6.247,9.074,6.536
TCGA-QG-A5YW-01,3.868,4.635,5.963,1.993,9.595,-9.966,3.81,-9.966,-4.293,-4.608,-1.248,4.841,-3.626,5.214,1.281,3.647,-9.966,2.938,-9.966,5.355,4.804,9.405,4.438,0.5568,-4.293,2.311,4.438,5.755,1.896,2.894,6.823,3.593,-0.3566,5.703,3.83,-1.685,2.526,7.57,5.877,8.298,5.112
TCGA-D5-6532-01,6.538,4.74,7.364,5.619,4.32,-9.966,1.926,-9.966,-3.308,-1.938,-1.831,3.322,-4.293,2.046,2.376,4.547,-4.608,-2.548,-9.966,5.424,2.101,5.986,5.118,-0.2498,-5.574,4.327,3.905,5.366,-1.639,3.089,6.549,1.795,-2.114,5.736,4.31,-0.013,3.203,8.73,6.262,8.259,5.045
TCGA-CM-6172-01,5.249,4.848,6.738,-0.3201,6.027,-9.966,4.201,-9.966,-3.047,-1.149,-3.171,4.025,-3.458,5.343,5.126,4.187,-5.574,-1.884,-9.966,7.263,4.667,6.563,4.874,3.31,-3.626,3.667,3.742,6.29,2.131,3.953,6.225,3.896,0.547,5.12,4.956,1.001,3.306,8.233,6.442,7.625,6.423
TCGA-D5-6533-01,6.543,5.18,6.496,-0.1993,10.51,-9.966,4.066,-9.966,-1.117,-3.816,-3.816,5.996,-2.053,4.852,3.23,4.057,-1.831,-1.056,-9.966,5.673,5.365,8.346,4.904,0.8961,-3.816,2.894,3.728,6.21,0.3231,2.29,7.295,2.632,2.091,6.287,4.871,0.8164,3.555,9.257,6.204,7.715,5.573
TCGA-AA-3697-11,6.521,4.763,6.262,0.1257,6.535,-9.966,5.199,-9.966,-2.315,-3.458,-2.548,7.495,-1.994,5.052,6.434,6.089,-5.012,-0.0425,-9.966,7.474,6.238,6.554,4.452,2.727,-2.245,2.795,4.516,5.79,2.546,4.545,6.482,4.176,1.491,5.554,4.647,0.0158,2.938,7.727,6.239,8.04,6.632
TCGA-DM-A28H-01,5.688,4.615,6.03,-1.47,6.649,-9.966,2.597,-9.966,-2.932,-0.2498,-9.966,3.672,-5.012,3.216,3.386,3.793,-3.626,-3.816,-9.966,3.442,0.346,7.254,4.341,-0.6193,-4.608,3.177,3.907,5.764,-1.639,1.74,6.416,0.0854,-1.355,4.877,3.686,-3.308,3.025,7.648,4.497,7.525,3.907
TCGA-F4-6460-01,7.689,3.868,6.137,4.473,6.535,-9.966,4.517,-9.966,1.209,-3.047,1.281,4.982,-2.826,4.374,2.895,7.802,-1.51,-3.816,-9.966,6.449,4.932,7.29,3.484,1.967,-1.392,3.098,4.454,4.595,1.281,2.986,6.393,3.514,-0.4719,6.01,4.428,-0.8599,2.876,7.991,5.448,8.138,6.605
TCGA-D5-5540-01,5.777,5.461,4.841,4.826,6.549,-9.966,2.683,-9.966,-5.012,-5.012,-1.938,4.561,-6.506,2.46,1.406,3.183,-5.574,0.5666,-9.966,4.248,2.625,5.258,3.737,0.0718,-6.506,1.132,1.714,6.436,-1.884,1.118,5.074,-0.394,2.008,4.405,1.623,-1.639,2.573,6.134,3.642,7.537,3.105
TCGA-A6-5660-01,6.386,4.85,6.461,2.266,5.495,-9.966,4.253,-9.966,-6.506,-1.056,-0.6193,3.816,-4.293,3.917,4.047,3.448,-2.178,-1.938,-9.966,6.749,5.309,7.252,4.104,0.7916,-3.626,2.651,3.672,5.699,0.8805,2.164,6.283,1.896,-0.3022,5.856,4.104,-1.431,2.895,8.11,5.617,8.468,6.265
TCGA-F4-6463-01,4.569,4.39,5.989,2.611,4.616,-5.574,5.488,-9.966,-1.732,-4.035,4.729,6.608,-3.626,4.253,2.662,6.663,-9.966,-0.7588,-9.966,7.491,2.967,6.396,4.098,2.387,-1.938,2.681,4.089,6.334,1.938,3.099,6.353,2.354,0.8568,5.409,4.11,1.836,3.323,7.788,5.705,9.08,7.099
TCGA-CM-6170-01,6.662,4.845,6.63,-0.4719,8.429,-9.966,4.888,-9.966,-2.826,-4.608,-5.012,4.548,-4.035,3.579,3.692,6.637,-3.171,-1.355,-9.966,7.72,5.287,7.181,5.887,1.311,-3.047,2.926,3.966,6.002,0.679,2.549,6.187,2.071,0.1124,6.219,3.884,-0.1031,3.111,8.719,6.495,8.653,6.541
TCGA-AA-3662-11,7.275,4.881,6.189,-0.8599,3.461,-9.966,4.478,-9.966,-4.608,1.118,-1.781,5.212,-2.315,4.37,6.369,6.552,-2.548,-3.816,-9.966,6.662,4.346,6.249,4.184,3.339,-1.732,3.38,4.465,5.587,2.465,4.436,6.037,4.022,0.3231,5.387,4.835,-3.171,3.119,7.692,5.699,6.807,6.887
TCGA-QG-A5Z2-01,6.008,4.713,6.333,5.784,8.705,-9.966,5.548,-9.966,0.6517,0.03,-6.506,6.993,-2.466,5.629,3.355,3.712,-9.966,1.183,-9.966,4.339,3.898,9.538,5.043,1.705,-2.826,4.282,5.053,5.843,2.801,3.44,6.292,1.305,1.6,5.88,4.745,-2.727,3.542,7.745,6.361,8.422,4.129
TCGA-A6-2675-11,6.333,4.39,6.281,-9.966,4.664,-9.966,3.332,-9.966,-2.932,1.551,-0.9686,6.819,-1.026,3.652,6.02,8.338,-9.966,-2.826,-9.966,7.427,1.9,7.164,4.621,3.622,0.1519,3.384,5.599,5.124,1.84,4.477,5.947,6.629,1.84,5.703,5.05,-2.245,3.234,8.55,6.339,7.282,7.86
TCGA-G4-6294-01,7.186,4.109,5.816,-0.2845,5.864,-9.966,3.293,-9.966,-5.012,-3.308,-3.047,4.991,-4.608,5.018,4.014,6.148,3.046,-1.938,-9.966,5.699,3.475,7.63,6.0,0.4657,-4.035,3.592,4.58,5.221,-0.1345,1.118,5.868,0.3573,0.0014,5.182,4.043,-1.47,3.045,8.317,5.056,8.465,4.944
TCGA-D5-6530-01,6.056,4.313,6.258,6.162,7.116,-9.966,4.553,-9.966,1.605,-0.4921,-0.3752,7.088,-2.932,4.438,2.838,3.971,-2.932,-0.9132,-9.966,6.43,5.803,7.113,3.152,0.7321,-5.574,3.071,4.302,4.797,3.586,2.48,6.417,1.679,2.239,5.86,4.992,-0.5756,2.973,7.767,6.371,7.297,5.497
TCGA-G4-6315-01,6.176,4.667,6.296,3.136,7.005,-3.308,3.705,-9.966,-2.466,-3.458,-2.548,5.055,-5.012,3.829,3.379,6.846,-2.245,-1.884,-9.966,4.016,0.0854,6.89,5.468,0.3685,-6.506,3.257,3.789,6.177,-0.5973,3.144,7.062,0.346,0.0854,5.328,4.528,-0.9686,3.039,7.858,5.731,7.432,3.813
TCGA-AA-A01P-01,5.231,4.083,5.646,1.449,7.578,-3.626,5.41,-9.966,1.434,-9.966,-9.966,5.489,-2.315,5.238,1.787,5.831,-9.966,-2.114,-9.966,7.593,6.173,7.474,-4.293,2.131,-2.932,1.852,4.02,3.537,-0.2159,1.88,6.667,1.496,-0.1665,5.455,3.053,2.161,2.705,8.095,5.837,9.446,6.69
TCGA-G4-6303-01,6.035,4.591,7.024,1.71,6.403,-4.608,4.509,-9.966,-9.966,-3.047,0.6608,5.185,-2.932,3.972,4.331,4.235,1.112,0.3115,-9.966,6.924,5.185,8.341,5.065,1.745,-2.466,3.943,4.173,5.354,0.2762,2.924,6.327,2.986,3.294,6.395,5.092,2.154,3.628,8.713,6.107,8.177,6.552
TCGA-AZ-4682-01,6.462,4.775,5.617,6.049,4.673,-5.574,2.602,-9.966,-2.178,-0.5543,-1.994,6.245,-4.608,4.69,3.693,5.619,-6.506,-1.994,-9.966,4.977,1.571,5.151,3.872,-0.1031,-6.506,2.417,3.355,4.463,0.099,2.422,6.18,0.7493,0.8082,5.151,3.43,0.547,2.287,7.88,4.769,8.822,4.407
TCGA-AA-3527-11,7.544,4.716,6.265,-0.0574,6.477,-6.506,3.738,-9.966,-0.4131,-2.548,-3.458,6.178,-1.884,4.418,7.58,5.633,-9.966,-2.826,2.667,6.416,4.237,6.461,5.052,2.368,-1.248,3.553,4.59,6.578,2.299,4.132,6.265,4.533,-0.6643,5.535,5.549,-2.727,2.736,8.238,6.665,6.12,6.276
TCGA-AD-6890-01,6.053,4.209,6.122,4.806,7.088,-5.574,3.65,-9.966,0.3115,-4.293,-0.9971,5.667,-4.293,4.34,3.399,7.105,-3.626,0.1124,-9.966,7.059,4.087,7.868,4.894,0.4761,-3.458,2.934,3.919,6.506,-0.0425,2.592,7.111,1.036,0.6608,5.565,3.96,-0.6193,2.334,8.385,5.337,9.14,5.591
TCGA-AD-6889-01,6.022,4.358,5.864,5.354,7.412,-4.608,4.544,-9.966,-1.318,-0.8084,-4.608,5.888,-5.574,4.573,3.189,5.511,-5.012,2.074,-9.966,5.499,4.433,7.869,1.227,-0.5973,-5.574,2.644,4.042,5.542,2.635,3.391,6.981,0.1776,1.758,5.439,3.315,-2.388,2.757,7.46,5.235,9.475,4.317
TCGA-CK-4950-01,6.968,4.271,5.79,7.616,6.859,-3.816,5.138,-9.966,-0.2328,-1.781,2.561,7.671,-2.826,4.807,5.494,6.17,-3.816,-0.1828,-9.966,6.079,4.911,5.832,4.353,1.008,-4.608,2.808,4.587,5.478,1.856,4.032,6.487,2.251,2.118,5.233,4.43,-1.214,2.59,7.656,5.385,8.7,5.593
TCGA-CM-5344-01,4.91,3.936,6.5,4.151,6.826,-9.966,3.753,-9.966,-4.608,-3.816,-2.932,4.614,-4.293,3.43,3.213,4.617,-4.293,-1.831,-9.966,7.076,5.574,6.667,4.818,1.043,-2.932,2.322,4.138,6.086,0.8164,2.725,5.661,0.2998,-1.149,5.747,3.172,-1.595,2.895,8.777,5.257,9.119,6.874
TCGA-QG-A5Z1-01,4.883,4.658,7.01,3.383,5.361,-2.932,4.379,-9.966,-9.966,1.001,-1.552,5.664,-4.035,4.478,4.595,6.972,-6.506,-0.1031,-9.966,5.735,6.606,8.712,5.601,1.085,-2.466,4.309,4.764,6.207,-0.0574,4.681,6.231,3.417,-0.3752,5.972,4.608,-1.117,3.507,8.112,6.182,8.413,6.327
TCGA-G4-6628-01,5.1,4.265,6.005,0.2762,3.016,-4.608,5.998,-9.966,-4.608,-3.458,-2.315,5.635,-2.053,2.716,3.923,4.826,-3.816,-0.8084,-9.966,6.668,5.02,6.734,1.098,1.758,-3.816,1.911,3.845,1.714,0.4233,2.356,6.833,1.949,1.71,5.833,4.439,1.449,4.168,7.914,6.058,8.756,5.822
TCGA-D5-6534-01,7.305,5.133,6.001,2.193,5.744,-2.635,6.627,-9.966,-1.994,0.3573,-3.047,7.371,-0.2845,4.387,3.233,6.417,-1.994,-0.8863,-9.966,9.842,7.362,7.572,3.745,3.65,-1.639,2.768,4.51,5.105,2.067,3.256,6.192,4.155,1.551,6.07,5.325,1.705,2.878,8.722,5.963,10.59,8.725
TCGA-AA-3663-11,6.615,4.203,5.935,-0.0425,5.736,-9.966,5.091,-9.966,-1.994,-2.548,-1.639,8.308,-1.685,4.487,6.543,7.685,-9.966,-3.458,-9.966,6.72,3.631,7.008,4.297,3.086,-0.0877,3.315,5.398,6.227,3.077,4.112,6.148,5.397,2.607,5.468,4.964,-1.938,3.126,7.994,5.667,6.978,7.2
TCGA-A6-5659-01,4.374,4.212,5.501,4.585,3.219,-9.966,2.566,-9.966,-5.823,-3.356,-3.129,5.077,-2.635,2.795,2.106,6.428,-6.506,-1.38,-9.966,5.124,4.668,7.384,3.949,0.4552,-3.008,2.425,2.664,4.375,-1.405,1.351,4.954,0.5955,-0.09797,4.082,2.559,-0.4004,2.314,6.536,4.728,7.793,4.729
TCGA-CM-5862-01,9.59,4.614,5.29,0.9419,5.447,-9.966,3.358,-9.966,-0.9132,-2.178,-1.685,4.831,-5.574,2.425,2.098,6.152,-5.574,-2.466,-9.966,5.482,0.9038,5.037,2.193,2.183,-2.932,2.501,2.772,3.441,-1.639,0.3907,6.138,0.2154,1.406,4.547,3.987,1.651,2.467,7.486,4.304,8.093,4.821
TCGA-AA-3697-01,4.85,4.305,5.936,2.173,6.05,-5.574,3.58,-9.966,-2.635,-5.574,-0.8339,5.168,-4.293,5.247,3.783,5.405,-2.114,-0.1031,-9.966,5.076,4.277,8.54,4.945,1.19,-3.308,3.126,4.379,5.209,0.434,2.856,6.542,2.036,2.108,5.958,3.952,-0.8084,2.701,8.071,5.694,7.433,4.841
TCGA-F4-6704-01,5.818,3.398,5.169,5.587,4.944,-6.506,4.885,-9.966,-9.966,-5.574,-2.932,4.993,-2.245,4.627,4.471,5.727,-2.826,-2.932,-9.966,8.524,5.661,5.984,2.37,2.06,-2.053,1.428,4.051,1.719,3.274,1.328,6.27,2.621,0.2154,5.626,3.895,-0.3201,3.022,7.471,6.181,9.436,8.124
TCGA-CK-6751-01,6.165,4.222,6.0,8.704,6.335,-9.966,3.679,-9.966,-5.574,-2.114,-2.245,7.432,-4.035,4.429,3.433,7.251,-9.966,2.681,-9.966,7.308,4.416,6.775,3.862,0.7579,-4.293,3.596,3.869,5.781,0.4016,3.719,6.938,1.465,1.183,5.392,4.305,0.7407,2.561,7.616,5.281,8.495,6.632
TCGA-AD-A5EJ-01,4.191,4.489,5.647,7.104,4.981,-9.966,6.164,-9.966,-1.431,-3.816,-3.816,4.856,-4.035,6.064,4.264,3.424,-9.966,-0.3383,-9.966,6.593,4.504,7.589,2.727,-0.1828,-5.574,2.521,4.819,4.736,3.048,2.118,7.095,0.5763,2.561,5.561,4.141,-0.4325,2.774,7.524,5.402,9.406,6.077
TCGA-T9-A92H-01,4.24,4.552,6.485,3.919,6.287,-9.966,3.113,-9.966,-0.5543,-6.506,-1.994,6.425,-4.608,4.464,2.987,8.893,-5.012,0.4125,-9.966,4.636,-0.2498,8.977,4.521,-0.4921,-4.035,3.336,4.099,6.034,-1.431,3.329,6.943,0.5666,-1.149,5.875,3.879,-2.727,3.199,8.471,5.517,8.211,4.629
TCGA-AA-3713-11,8.257,5.459,5.577,-0.3752,2.899,-9.966,3.657,-9.966,-0.0725,-1.781,-0.5973,6.275,-3.626,4.012,8.0,7.662,-5.574,-3.171,-9.966,5.313,1.628,4.514,3.569,2.48,-2.635,2.694,4.104,6.139,3.292,4.151,6.236,3.081,0.2522,4.883,4.152,0.3907,2.313,7.182,5.133,6.101,5.189
TCGA-CA-6716-01,5.657,4.42,6.243,6.548,5.186,-9.966,4.235,-9.966,-9.966,-1.595,-4.035,5.374,-3.626,3.851,-1.086,4.939,-5.574,-2.114,-9.966,6.558,3.706,6.533,5.423,0.6969,-3.458,3.676,4.068,5.099,-0.3752,2.96,6.04,0.547,-1.026,5.69,3.855,0.517,3.277,8.136,5.935,9.142,5.903
TCGA-AA-3660-11,6.668,4.828,6.112,-0.5973,6.178,-9.966,4.072,-9.966,-2.548,1.656,-3.458,6.077,-2.178,4.002,6.879,5.791,-4.035,-2.635,-9.966,5.337,2.58,6.8,4.718,2.742,-3.308,2.836,4.615,6.091,2.322,3.851,5.864,2.516,-0.9686,5.114,4.848,-3.626,2.509,7.459,5.166,6.426,5.869
TCGA-AA-3489-11,6.386,5.095,5.808,-1.248,6.257,-3.816,3.438,-9.966,-9.966,-2.932,-2.178,6.783,-1.732,3.699,6.691,6.053,-9.966,-1.595,-9.966,5.463,2.971,5.53,2.934,3.462,-0.4521,2.334,3.172,4.612,1.74,3.611,6.102,4.95,2.531,5.155,4.02,-0.7834,2.785,7.033,6.145,7.241,6.451
TCGA-AA-A01Z-01,5.117,4.554,5.869,2.501,5.305,-9.966,2.254,-9.966,-2.932,-3.626,-1.938,5.289,-6.506,2.894,2.449,6.888,-5.574,0.3231,-9.966,4.85,1.412,7.263,4.119,-0.6193,-6.506,2.609,3.98,4.852,-1.639,2.351,6.999,-0.2671,0.9789,5.627,3.897,-1.639,2.662,7.302,4.893,7.573,4.031
TCGA-D5-5537-01,6.327,3.969,6.177,8.973,6.113,-6.506,3.895,-9.966,2.293,-2.053,-0.9132,5.923,-3.171,4.545,1.824,4.146,-5.574,-0.9132,-9.966,6.871,2.838,6.237,5.562,0.6969,-3.171,3.055,3.191,6.429,-0.5332,3.093,6.627,0.9935,-2.114,5.248,3.902,-2.635,2.47,8.601,4.793,9.381,6.329
