background,source,term_id,term_name,description,term_size,effective_domain_size,query_size,intersection_size,precision,recall,raw_p_hypergeom,gprofiler_fdr,gprofiler_significant,parents,source_order,tested_term_family_size,BH_FDR_all_GO_KEGG,BH_FDR_within_source,BH_FDR_all_GO_KEGG_significant,BH_FDR_within_source_significant
primary_combined_exposure_crc,GO:CC,GO:0031974,membrane-enclosed lumen,"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]",5049,16319,81,51,0.6296296296296297,0.010101010101010102,2.6771579706353737e-09,2.578995511712064e-07,True,GO:0110165,1193,4069,1.8151131040907834e-06,3.6311185941717784e-06,True,True
primary_combined_exposure_crc,GO:CC,GO:0043233,organelle lumen,"""The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."" [GOC:jl, GOC:mah]",5049,16319,81,51,0.6296296296296297,0.010101010101010102,2.6771579706353737e-09,2.578995511712064e-07,True,GO:0031974;GO:0043226,1847,4069,1.8151131040907834e-06,3.6311185941717784e-06,True,True
primary_combined_exposure_crc,GO:CC,GO:0070013,intracellular organelle lumen,"""An organelle lumen that is part of an intracellular organelle."" [GOC:mah]",5049,16319,81,51,0.6296296296296297,0.010101010101010102,2.6771579706353737e-09,2.578995511712064e-07,True,GO:0043229;GO:0043233,2333,4069,1.8151131040907834e-06,3.6311185941717784e-06,True,True
primary_combined_exposure_crc,GO:CC,GO:0031012,extracellular matrix,"""A structure lying external to one or more cells, which provides structural support, biochemical or biomechanical cues for cells or tissues."" [GOC:BHF, GOC:mah, GOC:rph, PMID:21123617, PMID:28089324, PMID:33605520]",303,16319,81,10,0.12345679012345678,0.033003300330033,2.461248911790473e-06,0.00014651348190529567,True,GO:0030312,1000,4069,0.0005562422540646469,0.0020628489891787076,True,True
primary_combined_exposure_crc,GO:CC,GO:0030312,external encapsulating structure,"""A structure that lies outside the plasma membrane and surrounds the entire cell or cells. This does not include the periplasmic space."" [GOC:go_curators]",304,16319,81,10,0.12345679012345678,0.03289473684210526,2.534835327081233e-06,0.00014651348190529567,True,GO:0071944;GO:0110165,902,4069,0.0005663628659212637,0.0020628489891787076,True,True
primary_combined_exposure_crc,GO:CC,GO:0005739,mitochondrion,"""A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."" [GOC:giardia, ISBN:0198506732]",1479,16319,81,21,0.25925925925925924,0.014198782961460446,7.366692031983006e-06,0.00035482899954051303,True,GO:0005737;GO:0043231,305,4069,0.0013473851044916267,0.004995844979689809,True,True
primary_combined_exposure_crc,GO:CC,GO:0043231,intracellular membrane-bounded organelle,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",10009,16319,81,67,0.8271604938271605,0.006693975422120092,2.549033624799844e-05,0.000994407727735731,True,GO:0043227;GO:0043229,1845,4069,0.00365832840370909,0.014000847903656407,True,True
primary_combined_exposure_crc,GO:CC,GO:0005576,extracellular region,"""The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."" [GOC:go_curators]",3525,16319,81,34,0.41975308641975306,0.009645390070921986,2.8700532672095644e-05,0.000994407727735731,True,GO:0110165,194,4069,0.004064118438156405,0.014000847903656407,True,True
primary_combined_exposure_crc,GO:CC,GO:0043227,membrane-bounded organelle,"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]",10801,16319,81,70,0.8641975308641975,0.0064808813998703824,3.0967714704573034e-05,0.000994407727735731,True,GO:0043226,1841,4069,0.004287938074093767,0.014000847903656407,True,True
primary_combined_exposure_crc,GO:CC,GO:0110165,cellular anatomical structure,"""A part of a cellular organism consisting of a material entity with granularity above the level of a protein complex but below that of an anatomical system. Note that cellular organisms exclude viruses."" [GOC:kmv]",14095,16319,81,80,0.9876543209876543,0.005675771550195104,9.419010956023353e-05,0.002722094166290762,True,GO:0005575,3366,4069,0.01064348238030639,0.038325955580059023,True,True
primary_combined_exposure_crc,GO:CC,GO:0005615,extracellular space,"""That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."" [ISBN:0198547684]",2868,16319,81,28,0.345679012345679,0.009762900976290097,0.00017598248310023127,0.004623539783269719,True,GO:0005576;GO:0110165,227,4069,0.01725769367938527,0.06509752033953099,True,False
primary_combined_exposure_crc,GO:CC,GO:0005575,cellular_component,"""A location, relative to cellular compartments and structures, occupied by a macromolecular machine. There are three types of cellular components described in the gene ontology: (1) the cellular anatomical entity where a gene product carries out a molecular function (e.g., plasma membrane, cytoskeleton) or membrane-enclosed compartments (e.g., mitochondrion); (2) virion components, where viral proteins act, and (3) the stable macromolecular complexes of which gene product are parts (e.g., the clathrin complex)."" [GOC:pdt]",14300,16319,81,80,0.9876543209876543,0.005594405594405594,0.0002746356998600749,0.006614143104963479,True,,193,4069,0.024941741942950544,0.09312438856088706,True,False
primary_combined_exposure_crc,GO:CC,GO:0043226,organelle,"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]",11333,16319,81,70,0.8641975308641975,0.006176652254478073,0.0003163204012757369,0.007032045843745215,True,GO:0110165,1840,4069,0.027952771819701298,0.09900828559930565,True,False
primary_combined_exposure_crc,GO:CC,GO:0000407,phagophore assembly site,"""Punctate structures proximal to the endoplasmic reticulum which are the sites where the Atg machinery assembles upon autophagy induction."" [GOC:elh, PMID:11689437, PMID:12048214, PMID:12554655]",30,16319,81,3,0.037037037037037035,0.1,0.00043422514875577175,0.008963647713601294,True,GO:0005737;GO:0110165,66,4069,0.035722740062075244,0.12620443787765964,True,False
primary_combined_exposure_crc,GO:CC,GO:0043229,intracellular organelle,"""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]",10704,16319,81,67,0.8271604938271605,0.006259342301943199,0.0004955886233144985,0.009548340809192674,True,GO:0005622;GO:0043226,1843,4069,0.03946740820004134,0.1344366738844463,True,False
primary_combined_exposure_crc,GO:CC,GO:0000785,chromatin,"""The ordered and organized complex of DNA, protein, and sometimes RNA, that forms the chromosome."" [GOC:elh, PMID:20404130]",1176,16319,81,15,0.18518518518518517,0.012755102040816327,0.0006004381154463027,0.010845413460248832,True,GO:0005694;GO:0110165,89,4069,0.04555520146929598,0.15269891823443785,True,False
primary_combined_exposure_crc,GO:CC,GO:0097413,Lewy body,"""Cytoplasmic, spherical inclusion commonly found in damaged neurons, and composed of abnormally phosphorylated, neurofilament proteins aggregated with ubiquitin and alpha-synuclein."" [NIF_Subcellular:sao4933778419]",8,16319,81,2,0.024691358024691357,0.25,0.000668275999017069,0.011360691983290186,True,GO:0016234,2914,4069,0.04926670698923433,0.15995382588237964,True,False
primary_combined_exposure_crc,GO:CC,GO:0034774,secretory granule lumen,"""The volume enclosed by the membrane of a secretory granule."" [GOC:rph]",307,16319,81,7,0.08641975308641975,0.02280130293159609,0.0008240029347488852,0.012697538293026483,True,GO:0030141;GO:0060205,1536,4069,0.05838394847939668,0.17877606683157385,False,False
primary_combined_exposure_crc,GO:CC,GO:0060205,cytoplasmic vesicle lumen,"""The volume enclosed by a cytoplasmic vesicle."" [GOC:dph, GOC:vesicles]",312,16319,81,7,0.08641975308641975,0.022435897435897436,0.0009055987059535894,0.012697538293026483,True,GO:0031410;GO:0031983;GO:0070013,2222,4069,0.06171882757871568,0.17877606683157385,False,False
primary_combined_exposure_crc,GO:CC,GO:0031970,organelle envelope lumen,"""The region between the inner and outer lipid bilayers of an organelle envelope."" [GOC:mah]",87,16319,81,4,0.04938271604938271,0.04597701149425287,0.0009171785113515087,0.012697538293026483,True,GO:0031967;GO:0070013,1190,4069,0.06207767259963292,0.17877606683157385,False,False
primary_combined_exposure_crc,GO:CC,GO:0031983,vesicle lumen,"""The volume enclosed by the membrane or protein that forms a vesicle."" [GOC:mah, GOC:vesicles]",313,16319,81,7,0.08641975308641975,0.022364217252396165,0.0009226584918808185,0.012697538293026483,True,GO:0031982;GO:0043233,1200,4069,0.062341275832854474,0.17877606683157385,False,False
primary_combined_exposure_crc,GO:CC,GO:0031981,nuclear lumen,"""The volume enclosed by the nuclear inner membrane."" [GOC:mah, GOC:pz]",4027,16319,81,33,0.4074074074074074,0.008194685870374968,0.001030477499701212,0.013536727155165918,True,GO:0005634;GO:0070013,1198,4069,0.06821969225294691,0.19059149755837418,False,False
primary_combined_exposure_crc,GO:CC,GO:0005776,autophagosome,"""A double-membrane-bounded compartment that engulfs endogenous cellular material as well as invading microorganisms to target them to the lytic vacuole/lysosome for degradation as part of macroautophagy."" [GOC:autophagy, ISBN:0198547684, PMID:11099404]",102,16319,81,4,0.04938271604938271,0.0392156862745098,0.0016554117440074256,0.02080060843557153,True,GO:0005773,330,4069,0.09833445834040483,0.2928639298420093,False,False
primary_combined_exposure_crc,GO:CC,GO:0005677,chromatin silencing complex,"""Any protein complex that mediates changes in chromatin structure that result in transcriptional silencing."" [GOC:mah]",13,16319,81,2,0.024691358024691357,0.15384615384615385,0.0018318607529306254,0.021834615460020905,True,GO:0140513,264,4069,0.10672013666406506,0.3074223194007786,False,False
primary_combined_exposure_crc,GO:CC,GO:0005667,transcription regulator complex,"""A protein complex that is capable of associating with DNA by direct binding, or via other DNA-binding proteins or complexes, and regulating transcription."" [GOC:jl]",456,16319,81,8,0.09876543209876543,0.017543859649122806,0.0018888075657457518,0.021834615460020905,True,GO:0032991,257,4069,0.10922863046380285,0.3074223194007786,False,False
primary_combined_exposure_crc,GO:CC,GO:0005737,cytoplasm,"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]",9926,16319,81,62,0.7654320987654321,0.006246222043119081,0.002027874980295541,0.022540610357900337,True,GO:0005622;GO:0110165,304,4069,0.115907203088869,0.31736243441625217,False,False
primary_combined_exposure_crc,GO:CC,GO:0031967,organelle envelope,"""A double membrane structure enclosing an organelle, including two lipid bilayers and the region between them. In some cases, an organelle envelope may have more than two membranes."" [GOC:mah, GOC:pz]",1065,16319,81,13,0.16049382716049382,0.012206572769953052,0.0021468471585034798,0.02255561032729581,True,GO:0043227;GO:0043229;GO:0110165,1187,4069,0.12112283739023076,0.31757362775697817,False,False
primary_combined_exposure_crc,GO:CC,GO:1904724,tertiary granule lumen,"""Any membrane-enclosed lumen that is part of a tertiary granule."" [GO_REF:0000064, GOC:TermGenie, PMID:23650620]",52,16319,81,3,0.037037037037037035,0.057692307692307696,0.0021853186476272764,0.02255561032729581,True,GO:0070013;GO:0070820,3716,4069,0.12294058726651648,0.31757362775697817,False,False
primary_combined_exposure_crc,GO:CC,GO:0005634,nucleus,"""A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."" [GOC:go_curators]",6312,16319,81,44,0.5432098765432098,0.00697084917617237,0.0030134372869584486,0.030030461238999506,True,GO:0043231,238,4069,0.15758032961749208,0.4228164248494458,False,False
primary_combined_exposure_crc,GO:CC,GO:0005622,intracellular anatomical structure,"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]",11934,16319,81,70,0.8641975308641975,0.005865594100888219,0.003183616877971257,0.030668842591123107,True,GO:0110165,232,4069,0.16343674949000223,0.43180456921550153,False,False
primary_combined_exposure_crc,GO:CC,GO:0072562,blood microparticle,"""A phospholipid microvesicle that is derived from any of several cell types, such as platelets, blood cells, endothelial cells, or others, and contains membrane receptors as well as other proteins characteristic of the parental cell. Microparticles are heterogeneous in size, and are characterized as microvesicles free of nucleic acids."" [GOC:BHF, GOC:mah, PMID:16373184]",125,16319,81,4,0.04938271604938271,0.032,0.0034644882228961884,0.032285066410896145,True,GO:0005615;GO:0110165,2745,4069,0.17443986539970513,0.4545603295015101,False,False
primary_combined_exposure_crc,GO:CC,GO:0005773,vacuole,"""A closed structure, found only in eukaryotic cells, that is completely surrounded by unit membrane and contains liquid material. Cells contain one or several vacuoles, that may have different functions from each other. Vacuoles have a diverse array of functions. They can act as a storage organelle for nutrients or waste products, as a degradative compartment, as a cost-effective way of increasing cell size, and as a homeostatic regulator controlling both turgor pressure and pH of the cytosol."" [GOC:mtg_sensu, ISBN:0198506732]",741,16319,81,10,0.12345679012345678,0.01349527665317139,0.0035748170420369435,0.032285066410896145,True,GO:0005737;GO:0043231,327,4069,0.17862275141176717,0.4545603295015101,False,False
primary_combined_exposure_crc,GO:CC,GO:0005788,endoplasmic reticulum lumen,"""The volume enclosed by the membranes of the endoplasmic reticulum."" [ISBN:0198547684]",299,16319,81,6,0.07407407407407407,0.020066889632107024,0.0036972856582409156,0.032379259249443196,True,GO:0005783;GO:0070013,340,4069,0.18380791558111978,0.45588652555703896,False,False
primary_combined_exposure_crc,GO:CC,GO:0090575,RNA polymerase II transcription regulator complex,"""A transcription factor complex that acts at a regulatory region of a gene transcribed by RNA polymerase II."" [GOC:tb]",219,16319,81,5,0.06172839506172839,0.0228310502283105,0.0046638283522088,0.03816953311779235,True,GO:0005667;GO:0140513,2789,4069,0.21735659760146775,0.537411177357429,False,False
primary_combined_exposure_crc,GO:CC,GO:0042827,platelet dense granule,"""Electron-dense granule occurring in blood platelets that stores and secretes adenosine nucleotides and serotonin. They contain a highly condensed core consisting of serotonin, histamine, calcium, magnesium, ATP, ADP, pyrophosphate and membrane lysosomal proteins."" [GOC:jl, PMID:10403682, PMID:11487378]",21,16319,81,2,0.024691358024691357,0.09523809523809523,0.004806663373843011,0.03816953311779235,True,GO:0030141,1806,4069,0.21735659760146775,0.537411177357429,False,False
primary_combined_exposure_crc,GO:CC,GO:0016914,follicle-stimulating hormone complex,"""A gonadotrophic glycoprotein hormone secreted, in mammals, by the anterior pituitary gland; consists of alpha and beta subunits, the latter of which confers hormonal specificity."" [ISBN:0198547684]",1,16319,81,1,0.012345679012345678,1.0,0.00496353943256327,0.03816953311779235,True,GO:0061696,752,4069,0.21735659760146775,0.537411177357429,False,False
primary_combined_exposure_crc,GO:CC,GO:0043228,membraneless organelle,"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]",4775,16319,81,35,0.43209876543209874,0.007329842931937173,0.00512965925694747,0.03816953311779235,True,GO:0043226,1842,4069,0.223883152741623,0.537411177357429,False,False
primary_combined_exposure_crc,GO:CC,GO:0043232,intracellular membraneless organelle,"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane and occurring within the cell. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]",4775,16319,81,35,0.43209876543209874,0.007329842931937173,0.00512965925694747,0.03816953311779235,True,GO:0043228;GO:0043229,1846,4069,0.223883152741623,0.537411177357429,False,False
primary_combined_exposure_crc,GO:CC,GO:0005740,mitochondrial envelope,"""The double lipid bilayer enclosing the mitochondrion and separating its contents from the cell cytoplasm; includes the intermembrane space."" [GOC:ai, GOC:pz]",658,16319,81,9,0.1111111111111111,0.013677811550151976,0.005229785418469178,0.03816953311779235,True,GO:0005739;GO:0031967,306,4069,0.22774759888801988,0.537411177357429,False,False
