background,source,term_id,term_name,description,term_size,effective_domain_size,query_size,intersection_size,precision,recall,raw_p_hypergeom,gprofiler_fdr,gprofiler_significant,parents,source_order,tested_term_family_size,BH_FDR_all_GO_KEGG,BH_FDR_within_source,BH_FDR_all_GO_KEGG_significant,BH_FDR_within_source_significant
primary_combined_exposure_crc,GO:MF,GO:0004879,nuclear receptor activity,"""A DNA-binding transcription factor activity regulated by binding to a ligand that modulates the transcription of specific gene sets transcribed by RNA polymerase II. Nuclear receptor ligands are usually lipid-based (such as a steroid hormone) and the binding of the ligand to its receptor often occurs in the cytosol, which leads to its translocation to the nucleus."" [GOC:txnOH-2018, PMID:23457262]",57,16319,81,11,0.13580246913580246,0.19298245614035087,3.418611622667762e-15,1.1324635596366742e-12,True,GO:0000981;GO:0038023;GO:0098531,1108,10123,2.2405580574964514e-11,2.126888425640461e-11,True,True
primary_combined_exposure_crc,GO:MF,GO:0098531,ligand-modulated transcription factor activity,"""A DNA-binding transcription factor activity regulated by binding to a ligand and that modulates the transcription of specific genes and gene sets. Examples include the lac and trp repressors in E.coli and steroid hormone receptors."" [GOC:dos, PMID:25568920, PMID:8735275]",58,16319,81,11,0.13580246913580246,0.1896551724137931,4.202091130377282e-15,1.1324635596366742e-12,True,GO:0003700,8374,10123,2.3606147372993744e-11,2.126888425640461e-11,True,True
primary_combined_exposure_crc,GO:MF,GO:0004955,prostaglandin receptor activity,"""Combining with a prostaglandin (PG) to initiate a change in cell activity."" [ISBN:0198506732]",10,16319,81,7,0.08641975308641975,0.7,6.7509620995446955e-15,1.2129228572181885e-12,True,GO:0004954,1160,10123,2.949720373361062e-11,2.277999644456365e-11,True,True
primary_combined_exposure_crc,GO:MF,GO:0004954,prostanoid receptor activity,"""Combining with a prostanoid, any compound based on or derived from the prostanoate structure, to initiate a change in cell activity."" [ISBN:0198506732]",11,16319,81,7,0.08641975308641975,0.6363636363636364,1.849145393484036e-14,2.4917234177197574e-12,True,GO:0004953,1159,10123,6.610526677578748e-11,4.679724704559724e-11,True,True
primary_combined_exposure_crc,GO:MF,GO:0004953,icosanoid receptor activity,"""Combining with an icosanoid to initiate a change in cell activity."" [GOC:dph]",15,16319,81,7,0.08641975308641975,0.4666666666666667,3.548923292774819e-13,3.8257393096112345e-11,True,GO:0004930,1158,10123,9.23046878994636e-10,7.185150098551899e-10,True,True
primary_combined_exposure_crc,GO:MF,GO:0004957,prostaglandin E receptor activity,"""Combining with prostaglandin E (PGE(2)) to initiate a change in cell activity."" [ISBN:0198506732]",5,16319,81,5,0.06172839506172839,1.0,2.6581890551616796e-12,2.387939834553576e-10,True,GO:0004955,1162,10123,4.9392604413199164e-09,4.484807967566947e-09,True,True
primary_combined_exposure_crc,GO:MF,GO:0003707,nuclear steroid receptor activity,"""A nuclear receptor activity regulated by steroid binding and modulating the transcription of specific gene sets transcribed by RNA polymerase II."" [GOC:signaling, PMID:14708019]",26,16319,81,7,0.08641975308641975,0.2692307692307692,3.4725087529549196e-11,2.673831739775305e-09,True,GO:0004879,327,10123,4.876890507185687e-08,5.021743729451807e-08,True,True
primary_combined_exposure_crc,GO:MF,GO:0070403,NAD+ binding,"""Binding to the oxidized form, NAD, of nicotinamide adenine dinucleotide, a coenzyme involved in many redox and biosynthetic reactions."" [GOC:mah]",16,16319,81,5,0.06172839506172839,0.3125,1.112479382043567e-08,7.495329836518524e-07,True,GO:0043168;GO:0051287,7921,10123,5.992758797189209e-06,1.4077035980533786e-05,True,True
primary_combined_exposure_crc,GO:MF,GO:0017136,"histone deacetylase activity, NAD-dependent","""Catalysis of the reaction: N(6)-acetyl-L-lysyl-[histone] + NAD+ + H2O = L-lysyl-[protein] + 2''-O-acetyl-ADP-D-ribose + nicotinamide. This reaction transfers an acetyl group from a histone to NAD, producing nicotinamide."" [PMID:24691964, PMID:28450737]",7,16319,81,4,0.04938271604938271,0.5714285714285714,1.9490466196429198e-08,9.5503284362503e-07,True,GO:0004407;GO:0034979,3067,10123,9.01697756127508e-06,1.7936544482404797e-05,True,True
primary_combined_exposure_crc,GO:MF,GO:0034979,NAD-dependent protein lysine deacetylase activity,"""Catalysis of the reaction: N(6)-acetyl-L-lysyl-[protein] + NAD+ + H2O = L-lysyl-[protein] + 2''-O-acetyl-ADP-D-ribose + nicotinamide. This reaction transfers an acetyl group from a protein to NAD, producing nicotinamide."" [GOC:BHF, GOC:mah, RHEA:43636]",7,16319,81,4,0.04938271604938271,0.5714285714285714,1.9490466196429198e-08,9.5503284362503e-07,True,GO:0141218,4715,10123,9.01697756127508e-06,1.7936544482404797e-05,True,True
