system,window,n_bins,total_contact_residues_mean,total_contact_pairs_mean,hydrophobic_contact_residues_mean,hydrophobic_contact_pairs_mean,hbond_proxy_mean,core_contact_retention_mean,pocket_min_distance_A_mean
DINP,0_10ns,2,20.48,140.41000000000003,12.43,38.57,0.71,0.2716666666666666,3.6458587829912905
DINP,10_50ns,8,20.200000000000003,128.255,12.4225,39.435,0.6950000000000001,0.3979166666666667,3.4690772563394665
DINP,50_80ns,6,21.34,130.71,12.763333333333334,39.46333333333333,0.7633333333333333,0.31055555555555553,3.4693247719466673
DINP,80_100ns,4,19.450000000000003,125.52499999999999,13.195,44.59,0.5850000000000001,0.28833333333333333,3.5238237913909303
MiNP,0_10ns,2,18.74,102.74,10.989999999999998,47.61,0.29000000000000004,0.26,3.7137176186898806
MiNP,10_50ns,8,17.805,91.81,10.842500000000001,43.805,0.0875,0.24791666666666662,3.8023474134343056
MiNP,50_80ns,6,17.88666666666667,100.86,12.556666666666667,51.916666666666664,0.05666666666666667,0.23444444444444446,4.032169701703137
MiNP,80_100ns,4,18.009999999999998,102.695,12.15,51.25,0.049999999999999996,0.27749999999999997,3.8126971784606383
