dtxsid,source_class,assay_source,assay_name,assay_component,endpoint_name,organism,human_label,active_hit_call,hit_call_continuous,ac50_uM,bmd_uM,scaled_top,intended_target_family,intended_target_type,intended_target_subtype,biological_process_target,cell_or_tissue,gene_symbols,entrez_gene_ids,uniprot_accessions,flags
DTXSID4022521,ToxCast,ATG,ATG,ATG_XTT_Cytotoxicity,ATG_XTT_Cytotoxicity,human,1,0,0,1.7717382554049004,,-0.2226259705954372,cell cycle,cellular,cellular,cell death,HepG2,,,,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,ATG,ATG,ATG_RORb_TRANS,ATG_RORb_TRANS,human,1,0,5.8453508121e-06,99.99999999999999,182.91535897912917,0.3389894840353975,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,RORB,6096,Q92753,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_RAR_LUC_Antagonist_viability,TOX21_RAR_LUC_Antagonist_viability,mouse,0,0,0,46.05760368663595,,0.1241482987732521,cell cycle,cellular,cellular,cell proliferation,C3H10T1/2,,,,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,BSK,BSK,BSK_BE3C_PAI1,BSK_BE3C_PAI1,human,1,0,0.022824307265791217,20,34.42658033333861,-0.9322762541263759,cytokine,protein,protein-specified,regulation of gene expression,bronchial epithelial cells,SERPINE1,5054,P05121,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | Borderline"
DTXSID4022521,ToxCast,BSK,BSK,BSK_LPS_IL1a,BSK_LPS_IL1a,human,1,0,5.270731514e-06,20,144.8159011541274,0.29941935883996207,cytokine,protein,protein-specified,regulation of gene expression,umbilical vein endothelium and peripheral blood mononuclear cells,IL1A,3552,P01583,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_PPARg_BLA_Agonist_ratio,TOX21_PPARg_BLA_Agonist_ratio,human,1,0,0,38.29310344827585,422.0501867261894,-0.058363186387717134,nuclear receptor,protein,receptor,regulation of transcription factor activity,HEK293T,PPARG,5468,P37231,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,ATG,ATG,ATG_NRF2_ARE_CIS,ATG_NRF2_ARE_CIS,human,1,0,1.2783656934e-06,100,349.6461842593119,-0.2203598463092603,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,NFE2L2,4780,Q16236,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ESRE_BLA_Agonist_viability,TOX21_ESRE_BLA_Agonist_viability,human,1,0,3.3e-15,38.29310344827585,272.1870004267402,-0.08662350123450725,cell cycle,cellular,cellular,cell proliferation,HeLa,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_CASM3C_MCP1,BSK_CASM3C_MCP1,human,1,0,0.029910955552752635,0.07383195796948294,,-0.7028244882300523,cytokine,protein,protein-specified,regulation of gene expression,coronary artery smooth muscle cells,CCL2,6347,P13500,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,BSK,BSK,BSK_MyoF_PAI1,BSK_MyoF_PAI1,human,1,0,0.22325045498937263,20,161.1430888686431,-0.9787045072558667,cytokine,protein,protein-specified,regulation of gene expression,lung fibroblast,SERPINE1,5054,P05121,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | Borderline | Inactive with multiple concs above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AR_LUC_MDAKB2_Antagonist_10nM_R1881,TOX21_AR_LUC_MDAKB2_Antagonist_10nM_R1881,human,1,0,-6.666816e-10,16.15597464300882,19.31576562040659,0.48030938887852387,nuclear receptor,protein,receptor,regulation of transcription factor activity,MDA-kb2,AR,367,P10275,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ERa_BLA_Agonist_ratio,TOX21_ERa_BLA_Agonist_ratio,human,1,0,0,38.29310344827585,,-0.029953689649077336,nuclear receptor,protein,receptor,regulation of transcription factor activity,HEK293T,ESR1,2099,P03372,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,ATG,ATG,ATG_VDRE_CIS,ATG_VDRE_CIS,human,1,0,6.106180302e-07,1.583898003313163,2.2070954820887096,0.544614193632638,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,VDR,7421,P11473,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,ATG,ATG,ATG_M_61_TRANS,ATG_M_61_TRANS,human,1,0,-1.18e-14,0.1711127155651508,0.22445154121720018,-0.26701953401175693,background measurement,protein,transcription factor,regulation of transcription factor activity,HepG2,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | Gain AC50 < lowest conc & loss AC50 < mean conc | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_BE3C_uPAR,BSK_BE3C_uPAR,human,1,0,0,0.016000000145450378,,-0.2410548369361547,cytokine,protein,protein-specified,regulation of gene expression,bronchial epithelial cells,PLAUR,5329,Q03405,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,BSK,BSK,BSK_KF3CT_MCP1,BSK_KF3CT_MCP1,human,1,0,0.03880816426846593,0.10699270297730283,,-0.8744463129661887,cytokine,protein,protein-specified,regulation of gene expression,keratinocytes and foreskin fibroblasts,CCL2,6347,P13500,Average number of replicates per conc < 2 | Borderline | Gain AC50 < lowest conc & loss AC50 < mean conc
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ELG1_LUC_Agonist_viability,TOX21_ELG1_LUC_Agonist_viability,human,1,0,0,9.139025102643101,,0.312199168723234,cell cycle,cellular,cellular,cell proliferation,HEK293T,,,,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,BSK,BSK,BSK_3C_VCAM1,BSK_3C_VCAM1,human,1,0,0.0014487043658900998,20,208.21183515438796,-0.5235197506986502,cell adhesion molecules,protein,protein-specified,regulation of gene expression,umbilical vein endothelium,VCAM1,7412,P19320,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,BSK,BSK,BSK_CASM3C_IL6,BSK_CASM3C_IL6,human,1,0,2.659179e-09,20,273.0352286590117,0.13557902724838952,cytokine,protein,protein-specified,regulation of gene expression,coronary artery smooth muscle cells,IL6,3569,P05231,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_PR_BLA_Agonist_ratio,TOX21_PR_BLA_Agonist_ratio,human,1,0,0,0.003383250063364909,,0.016011264503410033,nuclear receptor,protein,receptor,regulation of transcription factor activity,PR-UAS-bla-HEK293T,PGR,5241,P06401,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,ATG,ATG,ATG_DR5_RAR_CIS,ATG_DR5_RAR_CIS,human,1,0,3.261305163e-07,100,416.84865662429104,0.1811841212139831,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,RARA;RARB;RARG,5914;5915;5916,P10276;P10826;P13631,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ERa_LUC_VM7_Antagonist_0.5nM_E2,TOX21_ERa_LUC_VM7_Antagonist_0.5nM_E2,human,1,0,0,13.401207078551677,,-0.451228707042318,nuclear receptor,protein,receptor,regulation of transcription factor activity,VM7,ESR1,2099,P03372,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,ATG,ATG,ATG_PBREM_CIS,ATG_PBREM_CIS,human,1,0,7.666441e-10,0.08230000001864057,,0.2723467612658571,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,NR1I3,9970,Q14994,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,ATG,ATG,ATG_RORE_CIS,ATG_RORE_CIS,human,1,0,3.37911551e-08,100,399.43768060495853,0.15723521610535915,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,RORA;RORB;RORC,6095;6096;6097,P35398;P51449;Q92753,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,ATG,ATG,ATG_ERa_TRANS,ATG_ERa_TRANS,human,1,0,0,1.4253708700071581,,-0.1866475478216049,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,ESR1,2099,P03372,Average number of replicates per conc < 2 | No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,BSK,BSK,BSK_3C_uPAR,BSK_3C_uPAR,human,1,0,0.021471647855547484,20,108.60869403995027,0.4557778826787958,cytokine,protein,protein-specified,regulation of gene expression,umbilical vein endothelium,PLAUR,5329,Q03405,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ERb_BLA_Antagonist_ch1,TOX21_ERb_BLA_Antagonist_ch1,human,1,0,0,0.00011790826124987732,,-0.036332761236642544,channel 1,pathway,pathway-specified,regulation of transcription factor activity,HEK293T,,,,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,BSK,BSK,BSK_KF3CT_uPA,BSK_KF3CT_uPA,human,1,0,0,0.0160013183788297,,0.29055852542326993,protease,protein,protein-specified,regulation of gene expression,keratinocytes and foreskin fibroblasts,PLAU,5328,P00749,Average number of replicates per conc < 2 | Gain AC50 < lowest conc & loss AC50 < mean conc
DTXSID4022521,ToxCast,ATG,ATG,ATG_LXRb_TRANS,ATG_LXRb_TRANS,human,1,0,-1.65030872547e-05,100,345.4119064453357,-0.18623104629882517,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,NR1H2,7376,P55055,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_4H_VEGFRII,BSK_4H_VEGFRII,human,1,0,0,0.13580778036073318,,0.3003716382008099,kinase,protein,receptor,regulation of gene expression,umbilical vein endothelium,KDR,3791,P35968,Average number of replicates per conc < 2
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_PR_BLA_Antagonist_ch1,TOX21_PR_BLA_Antagonist_ch1,human,1,0,-2.247677005e-07,46.05760368663595,133.29942108830159,-0.24938127287399534,channel 1,pathway,pathway-specified,regulation of transcription factor activity,PR-UAS-bla-HEK293T,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ERa_LUC_VM7_Agonist_10nM_ICI182780,TOX21_ERa_LUC_VM7_Agonist_10nM_ICI182780,human,1,0,0,0.00011790827581260771,,-0.014573750689056619,nuclear receptor,protein,receptor,artifact detection,VM7,ESR1,2099,P03372,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AR_LUC_MDAKB2_Antagonist_10nM_R1881_viability,TOX21_AR_LUC_MDAKB2_Antagonist_10nM_R1881_viability,human,1,0,0,0.00011790748270525025,,0.2443510716080209,cell cycle,cellular,cellular,cell proliferation,MDA-kb2,,,,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,ATG,ATG,ATG_FXR_TRANS,ATG_FXR_TRANS,human,1,0,-2.3471484185e-06,100,422.6668278990637,-0.14379957615019118,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,NR1H4,9971,Q96RI1,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_hDFCGF_IP10,BSK_hDFCGF_IP10,human,1,0,0,0.01608695399980071,,0.20705323454471042,cytokine,protein,protein-specified,regulation of gene expression,foreskin fibroblast,CXCL10,3627,P02778,Average number of replicates per conc < 2 | Gain AC50 < lowest conc & loss AC50 < mean conc
DTXSID4022521,ToxCast,BSK,BSK,BSK_KF3CT_SRB,BSK_KF3CT_SRB,human,1,0,0,0.01600000171687868,,-0.02248624872478371,cell morphology,protein,protein-unspecified,cell death,keratinocytes and foreskin fibroblasts,,,,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,BSK,BSK,BSK_LPS_PGE2,BSK_LPS_PGE2,human,1,0,0,0.015145363953481037,,0.5364270660293605,gpcr,protein,protein-specified,regulation of gene expression,umbilical vein endothelium and peripheral blood mononuclear cells,PTGER2,5732,P43116,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,ATG,ATG,ATG_C_EBP_CIS,ATG_C_EBP_CIS,human,1,0,1.946138218e-06,100,631.9171833684287,0.09839659070731188,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,CEBPB,1051,P17676,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,ATG,ATG,ATG_FoxA2_CIS,ATG_FoxA2_CIS,human,1,0,8.41666e-11,100,304.64221334766745,-0.20501386760604381,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,FOXA2,3170,Q9Y261,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_3C_MIG,BSK_3C_MIG,human,1,0,0,0.054705133328094444,,-0.04108042019720922,cytokine,protein,protein-specified,regulation of gene expression,umbilical vein endothelium,CXCL9,4283,Q07325,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,BSK,BSK,BSK_hDFCGF_Proliferation,BSK_hDFCGF_Proliferation,human,1,0,4.019510246e-07,3.968502761785045,400,0.9237581542520288,cell cycle,cellular,cellular,cell proliferation,foreskin fibroblast,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | Borderline"
DTXSID4022521,ToxCast,BSK,BSK,BSK_BT_xIL17A,BSK_BT_xIL17A,human,1,0,1.932e-13,5.411156805256196,67.79026510110648,-0.39284558930370495,cytokine,protein,protein-specified,regulation of gene expression,B and peripheral blood mononuclear cells,IL17A,3605,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,ATG,ATG,ATG_AP_2_CIS,ATG_AP_2_CIS,human,1,0,1.1007726486e-05,100,418.0737290646014,0.15096511697299875,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,TFAP2A;TFAP2B;TFAP2D,7020;7021;83741,P05549;Q7Z6R9;Q92481,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_4H_SRB,BSK_4H_SRB,human,1,0,0,0.15514460736516783,,-0.34979528606594956,cell morphology,protein,protein-unspecified,cell death,umbilical vein endothelium,,,,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,BSK,BSK,BSK_MyoF_CollagenI,BSK_MyoF_CollagenI,human,1,0,1.1437268e-08,20,219.56829675202192,-0.3421082071050324,cell adhesion molecules,protein,protein-specified,regulation of gene expression,lung fibroblast,COL1A1,1277,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AR_BLA_Agonist_ratio,TOX21_AR_BLA_Agonist_ratio,human,1,0,8.83685469173e-05,0.0024778497253157934,,0.3890118205760206,nuclear receptor,protein,receptor,regulation of transcription factor activity,HEK293T,AR,367,P10275,Inactive with multiple concs above baseline (3*bmad)
DTXSID4022521,ToxCast,BSK,BSK,BSK_3C_SRB,BSK_3C_SRB,human,1,0,0.0001201012618369,0.6174463293212537,,-0.641482670812211,cell morphology,protein,protein-unspecified,cell death,umbilical vein endothelium,,,,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,BSK,BSK,BSK_BE3C_MMP1,BSK_BE3C_MMP1,human,1,0,7.92930161756e-05,20,400,0.07244476900894653,protease,protein,protein-specified,regulation of gene expression,bronchial epithelial cells,MMP1,4312,P03956,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,BSK,BSK,BSK_hDFCGF_EGFR,BSK_hDFCGF_EGFR,human,1,0,5.607429e-10,20,292.89678230938995,-0.08533092477159514,kinase,protein,receptor,regulation of gene expression,foreskin fibroblast,EGFR,1956,P00533,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_PPARg_BLA_Agonist_ch2,TOX21_PPARg_BLA_Agonist_ch2,human,1,0,-8.33e-14,7.598339146719825,800,-0.19393830156913047,channel 2,pathway,pathway-specified,regulation of transcription factor activity,HEK293T,,,,"Bmd > ac50, indication of high baseline variability | Model directionality questionable | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,ATG,ATG,ATG_M_06_CIS,ATG_M_06_CIS,human,1,0,9.93888e-11,100,286.22853871108316,0.10284471291846298,background measurement,protein,transcription factor,regulation of transcription factor activity,HepG2,,,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,ATG,ATG,ATG_STAT3_CIS,ATG_STAT3_CIS,human,1,0,3.4201611485e-06,100,142.9542448647139,-0.45103132990894135,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,STAT3,6774,P40763,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,ATG,ATG,ATG_THRa1_TRANS,ATG_THRa1_TRANS,human,1,0,-1e-16,2.1406658381763353,,-0.3616477742144063,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,THRA,7067,P10827,Average number of replicates per conc < 2 | No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_PR_BLA_Agonist_ch2,TOX21_PR_BLA_Agonist_ch2,human,1,0,-5.02e-14,46.05760368663594,900,-0.013851710847155613,channel 2,pathway,pathway-specified,regulation of transcription factor activity,PR-UAS-bla-HEK293T,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_KF3CT_TIMP2,BSK_KF3CT_TIMP2,human,1,0,2.57180266873e-05,0.3174216332873584,,-0.4844474557748215,protease inhibitor,protein,protein-specified,regulation of gene expression,keratinocytes and foreskin fibroblasts,TIMP2,7077,Q96MC4,Average number of replicates per conc < 2
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ELG1_LUC_Agonist,TOX21_ELG1_LUC_Agonist,human,1,0,0,0.00011934539619712876,,0.011618046805030143,hydrolase,protein,enzyme,regulation of transcription factor activity,HEK293T,ATAD5,79915,Q96QE3,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,ATG,ATG,ATG_RXRb_TRANS,ATG_RXRb_TRANS,human,1,0,-3.4e-14,1.7608649922175654,,-0.49375160155510567,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,RXRB,6257,P28702,Average number of replicates per conc < 2 | No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,BSK,BSK,BSK_BE3C_IP10,BSK_BE3C_IP10,human,1,0,5.34616e-11,20,400,0.10832652116733503,cytokine,protein,protein-specified,regulation of gene expression,bronchial epithelial cells,CXCL10,3627,P02778,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,BSK,BSK,BSK_MyoF_VCAM1,BSK_MyoF_VCAM1,human,1,0,7.7795478e-08,0.017162228458458113,,0.7033192609123537,cell adhesion molecules,protein,protein-specified,regulation of gene expression,lung fibroblast,VCAM1,7412,P19320,Average number of replicates per conc < 2 | Gain AC50 < lowest conc & loss AC50 < mean conc
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_GR_BLA_Antagonist_viability,TOX21_GR_BLA_Antagonist_viability,human,1,0,9.78082e-11,38.29310344827585,110.62094430772775,-0.2445842814257218,cell cycle,cellular,cellular,cell proliferation,HeLa,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_MyoF_Decorin,BSK_MyoF_Decorin,human,1,0,2.7113488e-09,20,155.42867924476462,-0.21742476744263683,cell adhesion molecules,protein,protein-specified,regulation of gene expression,lung fibroblast,DCN,1634,,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,ATG,ATG,ATG_CRE_CIS,ATG_CRE_CIS,human,1,0,6.0090992e-09,100,464.436630132126,-0.13300497740652528,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,CREB3,10488,O43889,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_BE3C_SRB,BSK_BE3C_SRB,human,1,0,0,20,,-0.07443998046527048,cell morphology,protein,protein-unspecified,cell death,bronchial epithelial cells,,,,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,BSK,BSK,BSK_4H_MCP1,BSK_4H_MCP1,human,1,0,0.0007955879320423,20,139.01607361229705,-0.2587410325111877,cytokine,protein,protein-specified,regulation of gene expression,umbilical vein endothelium,CCL2,6347,P13500,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_FXR_BLA_Antagonist_ch1,TOX21_FXR_BLA_Antagonist_ch1,human,1,0,1.5712224e-09,38.29310344827585,469.5201560033396,0.05788577214487374,channel 1,pathway,pathway-specified,regulation of transcription factor activity,HEK293T,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_CASM3C_IL8,BSK_CASM3C_IL8,human,1,0,0.01804942984156187,0.691333181515072,0.8445245794210761,0.8217630193649572,cytokine,protein,protein-specified,regulation of gene expression,coronary artery smooth muscle cells,CXCL8,3576,P10145,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | Borderline | Inactive with multiple concs above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AR_BLA_Agonist_ch2,TOX21_AR_BLA_Agonist_ch2,human,1,0,0,1.504338545282999,,-0.1653124549849025,channel 2,pathway,pathway-specified,regulation of transcription factor activity,HEK293T,,,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ERa_LUC_VM7_Agonist,TOX21_ERa_LUC_VM7_Agonist,human,1,0,0,0.158776108954782,,-0.47712243646778046,nuclear receptor,protein,receptor,regulation of transcription factor activity,VM7,ESR1,2099,P03372,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_FXR_BLA_Antagonist_ratio,TOX21_FXR_BLA_Antagonist_ratio,human,1,0,1.37466e-11,2.533757220612104,3.957046895618515,-0.5113257422724532,nuclear receptor,pathway,pathway-specified,regulation of transcription factor activity,HEK293T,NR1H4,9971,Q96RI1,"Bmd > ac50, indication of high baseline variability | Inactive with multiple concs above baseline (3*bmad)"
DTXSID4022521,ToxCast,ATG,ATG,ATG_NURR1_TRANS,ATG_NURR1_TRANS,human,1,0,-2.79060945e-08,100,651.5117159069318,-0.13821817820548402,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,NR4A2,4929,P43354,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,ToxCast,BSK,BSK,BSK_BT_sIgG,BSK_BT_sIgG,human,1,0,0,5.068362547646148,,-0.337815621386256,immunoglobulin,protein,protein-specified,regulation of gene expression,B and peripheral blood mononuclear cells,IGHG1,3500,,Average number of replicates per conc < 2
DTXSID4022521,ToxCast,ATG,ATG,ATG_BRE_CIS,ATG_BRE_CIS,human,1,0,0,0.8270115623662179,,-0.21197211389828108,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,SMAD1,4086,Q15797,Average number of replicates per conc < 2 | No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ERa_BLA_Agonist_ch2,TOX21_ERa_BLA_Agonist_ch2,human,1,0,0,38.29310344827585,,0.06085717510824418,channel 2,pathway,pathway-specified,regulation of transcription factor activity,HEK293T,,,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_PPARd_BLA_Agonist_viability,TOX21_PPARd_BLA_Agonist_viability,human,1,0,1.841e-12,5.734261282361695,,-0.3407746334328393,cell cycle,cellular,cellular,cell proliferation,HEK293T,,,,Model directionality questionable | No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_RAR_LUC_Antagonist,TOX21_RAR_LUC_Antagonist,mouse,0,0,0,3.1279157543215215,,-0.25765202210947735,nuclear receptor,protein,receptor,regulation of transcription factor activity,C3H10T1/2,RARA,5914,P10276,
DTXSID4022521,ToxCast,BSK,BSK,BSK_KF3CT_MMP9,BSK_KF3CT_MMP9,human,1,0,0.00517027427092939,5.407063716354163,67.79744016958418,-0.7534895971316423,protease,protein,protein-specified,regulation of gene expression,keratinocytes and foreskin fibroblasts,MMP9,4318,P14780,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability"
DTXSID4022521,ToxCast,ATG,ATG,ATG_E_Box_CIS,ATG_E_Box_CIS,human,1,0,2.684937855e-07,100,329.9515252902023,0.1890601729786096,dna binding,protein,transcription factor,regulation of transcription factor activity,HepG2,USF1,7391,P22415,"Average number of replicates per conc < 2 | Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_PXR_LUC_Agonist_viability,TOX21_PXR_LUC_Agonist_viability,human,1,0,0,0.0020386195150530113,,0.1360070885744803,cell cycle,cellular,cellular,cytotoxicity,HepG2,,,,No median responses above baseline (3*bmad)
DTXSID4022521,ToxCast,ATG,ATG,ATG_HNF4a_TRANS,ATG_HNF4a_TRANS,human,1,0,2.025848156e-07,0.08161039963765081,0.08000000000000002,0.6757761886151716,nuclear receptor,protein,transcription factor,regulation of transcription factor activity,HepG2,HNF4A,3172,P41235,Average number of replicates per conc < 2 | Gain AC50 < lowest conc & loss AC50 < mean conc
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_AR_LUC_MDAKB2_Antagonist_0.5nM_R1881_viability,TOX21_AR_LUC_MDAKB2_Antagonist_0.5nM_R1881_viability,human,1,0,0,0.00011790775125129016,,-0.0595032468818815,cell cycle,cellular,cellular,cell proliferation,MDA-kb2,,,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_PR_BLA_Agonist_viability,TOX21_PR_BLA_Agonist_viability,human,1,0,0,0.00011790794529676195,,0.046308073485968285,cell cycle,cellular,cellular,cell proliferation,PR-UAS-bla-HEK293T,,,,No median responses above baseline (3*bmad)
DTXSID4022521,Tox21,TOX21,TOX21,TOX21_ARE_BLA_agonist_viability,TOX21_ARE_BLA_agonist_viability,human,1,0,3.35967e-11,46.05760368663595,235.2773645241919,-0.1301129065587321,cell cycle,cellular,cellular,cell proliferation,HepG2,,,,"Bmd > ac50, indication of high baseline variability | No median responses above baseline (3*bmad)"
