gene_symbol,GeneCards,DisGeNET,OpenTargets,disease_support_count,GeneCards_score,DisGeNET_score,OpenTargets_score
CDC27,1,0,1,2,17.2,,0.09492380743354081
CDC34,0,0,1,1,,,0.0022174791281082107
CDC37,0,0,1,1,,,0.09783477659782056
CDC37L1,0,0,1,1,,,0.0
CDC40,0,0,1,1,,,0.004222039195489736
CDC42,1,0,1,2,8.0,,0.11692440242818598
CDC42BPA,0,0,1,1,,,0.036210269505914244
CDC42BPB,0,0,1,1,,,0.0022174791281082107
CDC42EP2,0,0,1,1,,,0.0036957985468470188
CDC42EP3,0,0,1,1,,,0.07828880667461224
CDC42EP4,0,0,1,1,,,0.0014783194187388072
CDC42EP5,0,0,1,1,,,0.012523174344028708
CDC42SE2,0,0,1,1,,,0.030921514508620053
CDC45,0,0,1,1,,,0.08073765746848367
CDC50A,0,0,1,1,,,0.004784005896751974
CDC5L,0,0,1,1,,,0.030578368486708193
CDC6,0,0,1,1,,,0.10312577537860018
CDC7,0,0,1,1,,,0.10779778658497809
CDC73,1,0,1,2,3.4,,0.5167623341977133
CDCA2,0,0,1,1,,,0.08833281405377018
CDCA3,0,0,1,1,,,0.08879146123394802
CDCA4,0,0,1,1,,,0.05410586218867251
CDCA5,0,0,1,1,,,0.08813107042147193
CDCA7,0,0,1,1,,,0.093913001027672
CDCA7L,0,0,1,1,,,0.016446303533469233
CDCA8,0,0,1,1,,,0.04498096375985133
CDCP1,1,0,1,2,3.6,,0.10472771838350892
CDH1,1,0,1,2,48.4,,0.5488383165830224
CDH10,1,0,1,2,3.4,,0.27311829467433985
CDH11,0,0,1,1,,,0.4365066686305703
CDH12,0,0,1,1,,,0.28983975835253845
CDH13,0,0,1,1,,,0.10215948508369256
CDH17,1,0,1,2,8.0,,0.29374713758386534
CDH18,0,0,1,1,,,0.0021045519502878854
CDH19,0,0,1,1,,,0.020996886201417223
CDH2,1,0,1,2,9.2,,0.09479764696680186
CDH20,0,0,1,1,,,0.006681665071394974
CDH22,0,0,1,1,,,0.03631982668763907
CDH23,0,0,1,1,,,0.0
CDH24,0,0,1,1,,,0.0103277037170225
CDH26,0,0,1,1,,,0.0014783194187388072
CDH3,1,0,1,2,4.4,,0.13748875412490474
CDH4,0,0,1,1,,,0.03740030255677306
CDH5,0,0,1,1,,,0.055542228257421715
CDH6,0,0,1,1,,,0.004422228283443948
CDH7,0,0,1,1,,,0.007763846136218127
CDH8,0,0,1,1,,,0.013345939196947565
CDH9,0,0,1,1,,,0.0051741179655858255
CDHR1,0,0,1,1,,,0.004241316532589222
CDHR2,0,0,1,1,,,0.034448323923434936
CDHR3,0,0,1,1,,,0.0
CDHR5,0,0,1,1,,,0.05867587606389025
CDIP1,0,0,1,1,,,0.0200394410095705
CDIPT,0,0,1,1,,,0.15531593393124593
CDK1,1,0,1,2,9.6,,0.12891833530596242
CDK10,0,0,1,1,,,0.04682961019583501
CDK11A,0,0,1,1,,,0.0036957985468470188
CDK11B,0,0,1,1,,,0.008970113717480695
CDK12,1,0,1,2,7.4,,0.5151335386525473
CDK13,0,0,1,1,,,0.012733348017064315
CDK14,0,0,1,1,,,0.08236479569803787
CDK15,0,0,1,1,,,0.020692147526628624
CDK16,0,0,1,1,,,0.0880144821617124
CDK17,0,0,1,1,,,0.0014783194187388072
CDK18,0,0,1,1,,,0.0014783194187388072
CDK19,0,0,1,1,,,0.018245908498534903
CDK2,1,0,1,2,10.1,,0.11254592724995026
CDK20,1,0,1,2,17.3,,0.050893877017745864
CDK2AP1,0,0,1,1,,,0.11725609823599695
CDK2AP2,0,0,1,1,,,0.0
CDK3,0,0,1,1,,,0.08872448119911883
CDK4,1,0,1,2,23.2,,0.43519292570859175
CDK5,0,0,1,1,,,0.11210269162721188
CDK5R1,0,0,1,1,,,0.01731069717840509
CDK5RAP1,0,0,1,1,,,0.0036957985468470188
CDK5RAP2,0,0,1,1,,,0.07962483784929747
CDK5RAP3,0,0,1,1,,,0.013900403195762362
CDK6,1,0,1,2,9.3,,0.43480516567519173
CDK7,0,0,1,1,,,0.042480020736738365
CDK8,1,0,1,2,12.4,,0.11063504315242148
CDK9,0,0,1,1,,,0.11525785594252053
CDKAL1,0,0,1,1,,,0.30917996511447154
CDKL1,0,0,1,1,,,0.07717673643995793
CDKL2,0,0,1,1,,,0.008869916512432843
CDKL3,0,0,1,1,,,0.028301193338905517
CDKL4,0,0,1,1,,,0.004229636114724921
CDKL5,0,0,1,1,,,0.0029566388374776143
CDKN1A,1,0,1,2,20.3,,0.36465668355902875
CDKN1B,1,0,1,2,11.6,,0.42810443299071677
CDKN1C,1,0,1,2,5.3,,0.11105165521550622
CDKN2A,1,0,1,2,29.3,,0.49656123793232404
CDKN2AIP,0,0,1,1,,,0.00813075680306344
CDKN2B,1,0,1,2,5.6,,0.39155358858205097
CDKN2B-AS1,1,0,1,2,17.5,,0.11148229038905685
CDKN2C,0,0,1,1,,,0.4046240313924355
CDKN2D,0,0,1,1,,,0.005715757774840405
CDKN3,1,0,1,2,3.3,,0.07383511760539989
CDO1,0,0,1,1,,,0.11167113334576778
CDON,0,0,1,1,,,0.01251219894685081
CDR1,0,0,1,1,,,0.0059210799163319046
CDR2,0,0,1,1,,,0.02934053401913549
CDR2L,0,0,1,1,,,0.015009048543028725
CDS1,0,0,1,1,,,0.008384945614229918
CDS2,0,0,1,1,,,0.0022174791281082107
CDT1,0,0,1,1,,,0.013169414702366301
CDV3,0,0,1,1,,,0.011251653353734256
CDX1,1,0,1,2,14.3,,0.3520401472192417
CDX2,1,0,1,2,17.1,,0.46283432143051445
CDY1,0,0,1,1,,,0.0036957985468470188
CDYL2,0,0,1,1,,,0.0070246864268487235
CEACAM1,1,0,1,2,6.7,,0.12392507017693102
CEACAM18,0,0,1,1,,,0.0036957985468470188
CEACAM19,0,0,1,1,,,0.01847899273423509
CEACAM20,0,0,1,1,,,0.0029566388374776143
CEACAM21,0,0,1,1,,,0.0014783194187388072
CEACAM3,1,0,1,2,5.9,,0.04324637166899385
CEACAM4,1,0,1,2,4.1,,0.0022174791281082107
CEACAM5,1,0,1,2,16.2,,0.14824120574819427
CEACAM6,1,0,1,2,7.9,,0.10552550636466468
CEACAM7,1,0,1,2,6.5,,0.07588735533644039
CEACAM8,0,0,1,1,,,0.08799631844364848
CEBPA,0,0,1,1,,,0.4112757380260756
CEBPB,1,0,1,2,8.1,,0.12034861752658339
CEBPD,0,0,1,1,,,0.045318700160109804
CEBPE,0,0,1,1,,,0.00406537840153172
CEBPG,0,0,1,1,,,0.03186324253697902
CEBPZ,0,0,1,1,,,0.05075072263070163
CECR2,0,0,1,1,,,0.03247067006617342
CECR7,0,0,1,1,,,0.013284342554500112
CEL,0,0,1,1,,,0.014935831807922679
CELA1,0,0,1,1,,,0.051905437369051455
CELA2A,0,0,1,1,,,0.0073915970936940375
CELA3A,0,0,1,1,,,0.033703352791812025
CELA3B,0,0,1,1,,,0.02982502364471459
CELF1,0,0,1,1,,,0.08178294192289402
CELF2,0,0,1,1,,,0.022818202470975768
CELF3,0,0,1,1,,,0.004804538110901123
CELF4,0,0,1,1,,,0.018359008242858146
CELF6,0,0,1,1,,,0.038645056979304496
CELSR1,0,0,1,1,,,0.004897135687609089
CELSR3,0,0,1,1,,,0.04654775826628638
CEMIP,0,0,1,1,,,0.1273509335954434
CEMIP2,0,0,1,1,,,0.01667729094264717
CENATAC,0,0,1,1,,,0.0
CEND1,0,0,1,1,,,0.0058674497729743254
CENPA,0,0,1,1,,,0.09662464055871835
CENPB,0,0,1,1,,,0.061685033629362396
CENPC,0,0,1,1,,,0.005409211817593594
CENPE,0,0,1,1,,,0.02061162399480028
CENPF,0,0,1,1,,,0.0925308403552662
CENPH,0,0,1,1,,,0.08456979815971202
CENPI,0,0,1,1,,,0.025619445801407043
CENPK,0,0,1,1,,,0.08186257583403374
CENPL,0,0,1,1,,,0.009230667515033411
CENPM,0,0,1,1,,,0.041280016546866284
CENPN,0,0,1,1,,,0.02366643234291092
CENPO,0,0,1,1,,,0.07664499760983128
CENPP,0,0,1,1,,,0.0
CENPQ,0,0,1,1,,,0.013239107767451573
CENPS,0,0,1,1,,,0.005844084113272592
CENPT,0,0,1,1,,,0.0014783194187388072
CENPU,0,0,1,1,,,0.0576784279676947
CENPW,0,0,1,1,,,0.283259356609304
CENPX,0,0,1,1,,,0.003326218692162316
CEP112,0,0,1,1,,,0.0014783194187388072
CEP126,0,0,1,1,,,0.18031517630966062
CEP128,0,0,1,1,,,0.0014783194187388072
CEP131,0,0,1,1,,,0.029668523569424808
CEP135,0,0,1,1,,,0.0
CEP15,0,0,1,1,,,0.0036957985468470188
CEP152,0,0,1,1,,,0.014406222735609677
CEP162,0,0,1,1,,,0.0
CEP164,0,0,1,1,,,0.005358907892928176
CEP170,0,0,1,1,,,0.003464648185902184
CEP170B,0,0,1,1,,,0.0
CEP192,0,0,1,1,,,0.008479804443598991
CEP250,0,0,1,1,,,0.011731696520541386
CEP290,0,0,1,1,,,0.0014783194187388072
CEP295,0,0,1,1,,,0.0
CEP295NL,0,0,1,1,,,0.005746619206363885
CEP41,0,0,1,1,,,0.01597173763217423
CEP43,0,0,1,1,,,0.26428552747432277
CEP55,0,0,1,1,,,0.11228810659168487
CEP57,0,0,1,1,,,0.006098067602297579
CEP57L1,0,0,1,1,,,0.012565715059279862
CEP63,0,0,1,1,,,0.017616639739970782
CEP68,0,0,1,1,,,0.008804856662555536
CEP70,0,0,1,1,,,0.0025870589827929123
CEP72,0,0,1,1,,,0.021034226785096824
CEP76,0,0,1,1,,,0.0
CEP78,1,0,1,2,3.7,,0.07852545301342456
CEP83,0,0,1,1,,,0.015567928610939634
CEP85,0,0,1,1,,,0.0
CEP85L,0,0,1,1,,,0.0022174791281082107
CEP89,0,0,1,1,,,0.29054411330693203
CERCAM,0,0,1,1,,,0.013451269455532704
CERK,0,0,1,1,,,0.006492466849063294
CERKL,0,0,1,1,,,0.0
CERNA3,1,0,0,1,11.0,,
CERS1,0,0,1,1,,,0.01963706431825991
CERS2,0,0,1,1,,,0.009099885545777037
CERS3,0,0,1,1,,,0.01088207349904955
CERS4,0,0,1,1,,,0.029215602568081634
CERS5,0,0,1,1,,,0.08966624668334269
CERS6,0,0,1,1,,,0.08492659265580019
CERS6-AS1,1,0,1,2,16.0,,0.0037573951892944687
CERT1,0,0,1,1,,,0.016210183070754006
CES1,1,0,1,2,3.3,,0.03862511219103979
CES2,1,0,1,2,4.1,,0.04677031956585993
CES3,0,0,1,1,,,0.016845135060420017
CETN2,0,0,1,1,,,0.03861277736948386
CETN3,0,0,1,1,,,0.07316120940330209
CETP,0,0,1,1,,,0.023696009361135313
CFAP126,0,0,1,1,,,0.0
CFAP157,0,0,1,1,,,0.005077593694043427
CFAP251,0,0,1,1,,,0.05073263729685199
CFAP263,0,0,1,1,,,0.0804215631235763
CFAP36,0,0,1,1,,,0.0
CFAP410,0,0,1,1,,,0.0
CFAP418,0,0,1,1,,,0.0014783194187388072
CFAP43,0,0,1,1,,,0.006652437384324632
CFAP44,0,0,1,1,,,0.025753193616741336
CFAP45,0,0,1,1,,,0.0025870589827929123
CFAP46,0,0,1,1,,,0.00406537840153172
CFAP57,0,0,1,1,,,0.0
CFAP65,0,0,1,1,,,0.07428555079162505
CFAP68,0,0,1,1,,,0.016736280370718122
CFAP69,0,0,1,1,,,0.002201583831965822
CFAP70,0,0,1,1,,,0.0051741179655858255
CFAP73,0,0,1,1,,,0.0
CFAP74,0,0,1,1,,,0.00791594958093994
CFAP90,0,0,1,1,,,0.0036957985468470188
CFAP91,0,0,1,1,,,0.0
CFAP96,0,0,1,1,,,0.0014783194187388072
CFAP97,0,0,1,1,,,0.0162216473884604
CFB,0,0,1,1,,,0.021109798991898472
CFD,0,0,1,1,,,0.040299711451413964
CFH,0,0,1,1,,,0.006233670306009359
CFHR1,0,0,1,1,,,0.04147513362017715
CFHR2,0,0,1,1,,,0.043875575007093964
CFHR3,0,0,1,1,,,0.037638195461605614
CFHR4,0,0,1,1,,,0.0038208494661898084
CFHR5,0,0,1,1,,,0.007761176948378739
CFI,0,0,1,1,,,0.01258802719031125
CFL1,1,0,1,2,6.5,,0.08635714328741301
CFL2,0,0,1,1,,,0.013004955158033848
CFLAR,1,0,1,2,8.3,,0.04805203849339068
CFP,0,0,1,1,,,0.08019385654901523
CFTR,1,0,1,2,15.8,,0.3754872481671247
CFTR-AS1,1,0,0,1,11.5,,
CGA,0,0,1,1,,,0.06529705498061417
CGAS,1,0,1,2,10.6,,0.11373892837788188
CGB1,0,0,1,1,,,0.044029895987861944
CGB2,0,0,1,1,,,0.044029895987861944
CGB3,0,0,1,1,,,0.044029895987861944
CGB5,0,0,1,1,,,0.04513863555191605
CGB7,0,0,1,1,,,0.044029895987861944
CGB8,0,0,1,1,,,0.044029895987861944
CGGBP1,0,0,1,1,,,0.0036957985468470188
CGN,0,0,1,1,,,0.09087809766979592
CGREF1,0,0,1,1,,,0.08195082075287648
CGRRF1,0,0,1,1,,,0.0018478992734235094
CH25H,0,0,1,1,,,0.024783983385469787
CHAC1,0,0,1,1,,,0.010445779580167484
CHAC2,0,0,1,1,,,0.07774006128634355
CHAD,0,0,1,1,,,0.00685626688940137
CHAF1A,0,0,1,1,,,0.01614127164683271
CHAF1B,0,0,1,1,,,0.005181920206962501
CHAMP1,0,0,1,1,,,0.0073915970936940375
CHASERR,1,0,1,2,17.1,,0.07507604103636734
CHAT,0,0,1,1,,,0.03965301128514021
CHCHD10,0,0,1,1,,,0.014196280175900765
CHCHD3,0,0,1,1,,,0.028134855969298822
CHCHD5,0,0,1,1,,,0.011703362065015557
CHCHD7,0,0,1,1,,,0.22392946056416826
CHD1,1,0,1,2,4.4,,0.2715296605689604
CHD1L,0,0,1,1,,,0.04530989302125082
CHD2,0,0,1,1,,,0.2680762875116096
CHD3,0,0,1,1,,,0.00638258984997513
CHD4,1,0,1,2,3.4,,0.5653973437128218
CHD5,0,0,1,1,,,0.026534521411129174
CHD6,0,0,1,1,,,0.08043771058427436
CHD7,0,0,1,1,,,0.10420828593493477
CHD8,1,0,1,2,4.4,,0.00884118112592156
CHD9,0,0,1,1,,,0.024475310644680275
CHDH,0,0,1,1,,,0.08096639895594221
CHEK1,1,0,1,2,11.4,,0.1285166939673503
CHEK2,1,0,1,2,58.6,,0.735584580325983
CHERP,0,0,1,1,,,0.007463459843216062
CHFR,1,0,1,2,4.7,,0.08122311614416636
CHGA,1,0,1,2,7.4,,0.11210361375326433
CHGB,0,0,1,1,,,0.03850567878630821
CHI3L1,1,0,1,2,10.5,,0.12074869519169826
CHI3L2,0,0,1,1,,,0.008284748409182066
CHIA,0,0,1,1,,,0.0014783194187388072
CHIC2,0,0,1,1,,,0.25281315281848515
CHID1,0,0,1,1,,,0.013191947590828937
CHIT1,0,0,1,1,,,0.07039969121851304
CHKA,0,0,1,1,,,0.10170439318543693
CHKB,0,0,1,1,,,0.009403754080310744
CHL1,0,0,1,1,,,0.09428277988539766
CHL1-AS2,0,0,1,1,,,0.004068129188612499
CHLSN,0,0,1,1,,,0.0018478992734235094
CHM,0,0,1,1,,,0.0770401330817958
CHML,0,0,1,1,,,0.012058704217422325
CHMP1A,0,0,1,1,,,0.032678250751221334
CHMP1B,0,0,1,1,,,0.0025870589827929123
CHMP2A,0,0,1,1,,,0.006706437107536896
CHMP2B,0,0,1,1,,,0.005032433117213333
CHMP3,0,0,1,1,,,0.0014783194187388072
CHMP4A,0,0,1,1,,,0.004506821005738447
CHMP4B,0,0,1,1,,,0.15560851798287134
CHMP4C,0,0,1,1,,,0.008913021591402703
CHMP5,0,0,1,1,,,0.02294618656666568
CHMP6,0,0,1,1,,,0.03940602879072998
CHMP7,0,0,1,1,,,0.07903769741969319
CHN1,0,0,1,1,,,0.008910980940731143
CHN2,0,0,1,1,,,0.012072941919700259
CHODL,0,0,1,1,,,0.08363997187029144
CHORDC1,0,0,1,1,,,0.0
CHP1,0,0,1,1,,,0.008849649025889379
CHP2,0,0,1,1,,,0.042882909260213264
CHPF,0,0,1,1,,,0.10804427880967113
CHPF2,0,0,1,1,,,0.017950513445712947
CHPT1,0,0,1,1,,,0.009732269506697146
CHRAC1,0,0,1,1,,,0.0066935018126229335
CHRD,0,0,1,1,,,0.0051535857514366755
CHRDL1,0,0,1,1,,,0.047457034648068004
CHRDL2,0,0,1,1,,,0.438671721815733
CHRFAM7A,0,0,1,1,,,0.0022174791281082107
CHRM1,0,0,1,1,,,0.08744622154975257
CHRM2,0,0,1,1,,,0.0346509980678798
CHRM3,0,0,1,1,,,0.07689091738870557
CHRM4,0,0,1,1,,,0.0014783194187388072
CHRM5,0,0,1,1,,,0.0
CHRNA1,0,0,1,1,,,0.02246849907349696
CHRNA10,0,0,1,1,,,0.0
CHRNA2,0,0,1,1,,,0.00406537840153172
CHRNA3,0,0,1,1,,,0.029521330065214627
CHRNA4,0,0,1,1,,,0.005583745298710431
CHRNA5,0,0,1,1,,,0.0039003736766864104
CHRNA6,0,0,1,1,,,0.005030392466541775
CHRNA7,0,0,1,1,,,0.0837877584526722
CHRNA9,0,0,1,1,,,0.009054706439775195
CHRNB1,0,0,1,1,,,0.004989328038243475
CHRNB2,0,0,1,1,,,0.059606352268902436
CHRND,0,0,1,1,,,0.004619748183558772
CHRNE,0,0,1,1,,,0.004989328038243475
CHRNG,0,0,1,1,,,0.004619748183558772
CHST1,0,0,1,1,,,0.00487640086042315
CHST10,0,0,1,1,,,0.05814880846222133
CHST11,0,0,1,1,,,0.3316743719318051
CHST12,0,0,1,1,,,0.0036957985468470188
CHST13,0,0,1,1,,,0.004784005896751974
CHST14,0,0,1,1,,,0.00487640086042315
CHST15,0,0,1,1,,,0.312614077402627
CHST3,0,0,1,1,,,0.013812521192743642
CHST4,0,0,1,1,,,0.016414207632181252
CHST5,0,0,1,1,,,0.002771848910135263
CHST7,0,0,1,1,,,0.03247619490787867
CHST9,0,0,1,1,,,0.0014783194187388072
CHSY1,1,0,1,2,3.6,,0.08957466092073656
CHSY3,0,0,1,1,,,0.014978413874260178
CHTF18,0,0,1,1,,,0.04827903770602856
CHTF8,0,0,1,1,,,0.0036957985468470188
CHTOP,0,0,1,1,,,0.05064907118526496
CHUK,1,0,1,2,6.8,,0.03557233290296723
CHURC1,0,0,1,1,,,0.013304874768649264
CIAO1,0,0,1,1,,,0.0073915970936940375
CIAO2A,0,0,1,1,,,0.002771848910135263
CIAO2B,0,0,1,1,,,0.0030182354799250647
CIAPIN1,0,0,1,1,,,0.07981481839913078
CIART,0,0,1,1,,,0.00852102559916176
CIB1,0,0,1,1,,,0.0480329183992195
CIB2,0,0,1,1,,,0.0
CIBAR1,0,0,1,1,,,0.012335910643588579
CIC,0,0,1,1,,,0.5447469691254474
CIDEA,0,0,1,1,,,0.00717456261883928
CIDEB,0,0,1,1,,,0.017226225693420767
CIDEC,0,0,1,1,,,0.017128063661813166
CIITA,0,0,1,1,,,0.5222439936742111
CILK1,0,0,1,1,,,0.03597971555459056
CILP,0,0,1,1,,,0.03771875838346096
CILP2,0,0,1,1,,,0.10828448383066547
CIMAP1D,0,0,1,1,,,0.00406537840153172
CIMAP2,0,0,1,1,,,0.003988417902180909
CIMAP3,0,0,1,1,,,0.005329469489446271
CIMIP2C,0,0,1,1,,,0.00595647770211249
CIMIP6,0,0,1,1,,,0.0
CIP2A,0,0,1,1,,,0.1133882648817238
CIRBP,0,0,1,1,,,0.024909633060301882
CIRSR,0,0,1,1,,,0.04063530502258295
CISD1,0,0,1,1,,,0.00705053187518994
CISD2,0,0,1,1,,,0.07512254153006517
CISD3,0,0,1,1,,,0.0018478992734235094
CISH,0,0,1,1,,,0.05203936989151752
CIT,0,0,1,1,,,0.0639390583527195
CITED1,0,0,1,1,,,0.009629287881995803
CITED2,0,0,1,1,,,0.02064233759390872
CITED4,0,0,1,1,,,0.03587068949745858
CIZ1,0,0,1,1,,,0.026356596997688577
CKAP2,0,0,1,1,,,0.07785684547888566
CKAP2L,0,0,1,1,,,0.02301305674032875
CKAP4,0,0,1,1,,,0.052108851110752065
CKAP5,0,0,1,1,,,0.005269888173848255
CKB,0,0,1,1,,,0.049507964753737525
CKLF,0,0,1,1,,,0.0181341290561134
CKM,0,0,1,1,,,0.011048371862914312
CKMT1A,0,0,1,1,,,0.005017662493769301
CKMT1B,0,0,1,1,,,0.015871401537293026
CKMT2,0,0,1,1,,,0.08832720427622917
CKMT2-AS1,1,0,0,1,15.5,,
CKS1B,0,0,1,1,,,0.10490496030786921
CKS2,0,0,1,1,,,0.07927717162847274
CLASP1,0,0,1,1,,,0.0022174791281082107
CLASP2,0,0,1,1,,,0.046086605011048706
CLASRP,0,0,1,1,,,0.0838997600669646
CLC,0,0,1,1,,,0.023063618260855456
CLCA1,1,0,1,2,5.6,,0.11958193976323922
CLCA2,1,0,1,2,4.7,,0.0611449630128364
CLCA3P,0,0,1,1,,,0.008315546730405791
CLCA4,0,0,1,1,,,0.12356206528897007
CLCA4-AS1,0,0,1,1,,,0.012131820140767767
CLCC1,0,0,1,1,,,0.0036957985468470188
CLCF1,0,0,1,1,,,0.04471916241684891
CLCN2,0,0,1,1,,,0.03389370181831526
CLCN3,0,0,1,1,,,0.038545818404243794
CLCN4,0,0,1,1,,,0.07884002800103404
CLCN5,0,0,1,1,,,0.00406537840153172
CLCN6,0,0,1,1,,,0.0
CLCNKA,0,0,1,1,,,0.009951788283275514
CLCNKB,0,0,1,1,,,0.023131223552703875
CLDN1,1,0,1,2,10.1,,0.1276848239132587
CLDN10,0,0,1,1,,,0.018284500464893955
CLDN11,0,0,1,1,,,0.08948567977644907
CLDN12,0,0,1,1,,,0.026753231046443986
CLDN14,0,0,1,1,,,0.03827124428489355
CLDN15,0,0,1,1,,,0.016652537053854086
CLDN16,0,0,1,1,,,0.02129464166125095
CLDN18,1,0,1,2,4.4,,0.060252487057173156
CLDN19,0,0,1,1,,,0.01607672367878453
CLDN2,1,0,1,2,8.1,,0.12240493690525589
CLDN20,0,0,1,1,,,0.0036957985468470188
CLDN22,0,0,1,1,,,0.0036957985468470188
CLDN23,0,0,1,1,,,0.042445771946070854
CLDN3,1,0,1,2,9.4,,0.10897211497120783
CLDN4,1,0,1,2,7.7,,0.07165304488848188
CLDN5,0,0,1,1,,,0.05465041239429644
CLDN6,0,0,1,1,,,0.03693818272436003
CLDN7,1,0,1,2,8.8,,0.11078595021494252
CLDN8,0,0,1,1,,,0.09833978385254703
CLDN9,0,0,1,1,,,0.015229220257965748
CLDND1,0,0,1,1,,,0.0014783194187388072
CLEC10A,0,0,1,1,,,0.05665198459598096
CLEC11A,0,0,1,1,,,0.04734563068006484
CLEC12A,0,0,1,1,,,0.003490476405355517
CLEC14A,0,0,1,1,,,0.01708361088991549
CLEC16A,0,0,1,1,,,0.0022174791281082107
CLEC18A,0,0,1,1,,,0.0036957985468470188
CLEC18B,0,0,1,1,,,0.0073915970936940375
CLEC1A,0,0,1,1,,,0.012011345277252809
CLEC1B,0,0,1,1,,,0.0480341392726193
CLEC2A,0,0,1,1,,,0.0044349582562164215
CLEC2B,0,0,1,1,,,0.004804538110901123
CLEC2D,0,0,1,1,,,0.004648082639084599
CLEC3A,0,0,1,1,,,0.0014783194187388072
CLEC3B,0,0,1,1,,,0.02819307777404098
CLEC4A,0,0,1,1,,,0.07876248485503314
CLEC4C,0,0,1,1,,,0.0326956660029969
CLEC4D,0,0,1,1,,,0.007605816422835231
CLEC4E,0,0,1,1,,,0.011758024830510534
CLEC4F,0,0,1,1,,,0.033202733590918014
CLEC4G,0,0,1,1,,,0.04645378760687007
CLEC4M,0,0,1,1,,,0.087150642587396
CLEC5A,0,0,1,1,,,0.08508738295908523
CLEC6A,0,0,1,1,,,0.003326218692162316
CLEC7A,0,0,1,1,,,0.08029261130420859
CLEC9A,0,0,1,1,,,0.005674913298719063
CLGN,0,0,1,1,,,0.0
CLHC1,0,0,1,1,,,0.00813075680306344
CLIC1,0,0,1,1,,,0.03728185494244015
CLIC2,0,0,1,1,,,0.009011884202530861
CLIC3,0,0,1,1,,,0.007000175400569304
CLIC4,0,0,1,1,,,0.03133580998413798
CLIC5,0,0,1,1,,,0.009633381066246477
CLINT1,0,0,1,1,,,0.0199573121529739
CLIP1,0,0,1,1,,,0.2697008989561611
CLIP2,0,0,1,1,,,0.0022174791281082107
CLIP4,0,0,1,1,,,0.08195644403966827
CLK1,0,0,1,1,,,0.048854526917259514
CLK2,0,0,1,1,,,0.0648301947166407
CLK3,0,0,1,1,,,0.09077115250016353
CLK4,0,0,1,1,,,0.004229636114724921
CLMAT3,0,0,1,1,,,0.08323606089483464
CLMB,0,0,1,1,,,0.008315546730405791
CLMN,0,0,1,1,,,0.0014783194187388072
CLMP,1,0,1,2,3.1,,0.053665278423996585
CLN3,0,0,1,1,,,0.03902147299045977
CLN5,0,0,1,1,,,0.01267564084688133
CLN6,0,0,1,1,,,0.0
CLN8,0,0,1,1,,,0.0029566388374776143
CLNK,0,0,1,1,,,0.0
CLNS1A,0,0,1,1,,,0.03769861213345743
CLOCK,1,0,1,2,3.3,,0.11184321634209975
CLP1,0,0,1,1,,,0.2630689937859857
CLPB,0,0,1,1,,,0.008726191013388791
CLPP,0,0,1,1,,,0.016200955122852176
CLPS,0,0,1,1,,,0.004804538110901123
CLPSL1,0,0,1,1,,,0.0036957985468470188
CLPTM1L,0,0,1,1,,,0.35016227941356104
CLRN1,0,0,1,1,,,0.0014783194187388072
CLRN3,0,0,1,1,,,0.08077222972876433
CLSPN,0,0,1,1,,,0.01030984069071274
CLSTN1,0,0,1,1,,,0.007925434661571938
CLSTN2,0,0,1,1,,,0.01420829219121187
CLSTN3,0,0,1,1,,,0.03731873647107074
CLTA,0,0,1,1,,,0.0036957985468470188
CLTB,0,0,1,1,,,0.018761642639765482
CLTC,0,0,1,1,,,0.4969512305542501
CLTCL1,0,0,1,1,,,0.48792240398686565
CLTRN,0,0,1,1,,,0.0029566388374776143
CLU,1,0,1,2,8.7,,0.10644496232358186
CLUH,0,0,1,1,,,0.0014783194187388072
CLVS2,0,0,1,1,,,0.016533157586860928
CLXN,0,0,1,1,,,0.0014783194187388072
CLYBL,0,0,1,1,,,0.024610638801181597
CMA1,0,0,1,1,,,0.029279815850824436
CMAHP,0,0,1,1,,,0.0014783194187388072
CMAS,0,0,1,1,,,0.007235141621877511
CMBL,0,0,1,1,,,0.015875459387902427
CMC1,0,0,1,1,,,0.010163446003829301
CMIP,0,0,1,1,,,0.0
CMKLR1,0,0,1,1,,,0.04482220960420182
CMKLR2,0,0,1,1,,,0.011456975495225754
CMPK1,0,0,1,1,,,0.00406537840153172
CMPK2,0,0,1,1,,,0.01049976367159238
CMSS1,0,0,1,1,,,0.016577108700151635
CMTM2,0,0,1,1,,,0.0022174791281082107
CMTM3,0,0,1,1,,,0.02145559288988495
CMTM4,0,0,1,1,,,0.04935980298888077
CMTM5,0,0,1,1,,,0.017803023660131145
CMTM6,0,0,1,1,,,0.10744845467202288
CMTM7,0,0,1,1,,,0.00406537840153172
CMTM8,0,0,1,1,,,0.028682785673940902
CMTR1,0,0,1,1,,,0.08230324237148282
CMYA5,0,0,1,1,,,0.008313090360169001
CNBD1,0,0,1,1,,,0.2667647923328327
CNBP,0,0,1,1,,,0.3922526928025091
CNDP1,0,0,1,1,,,0.01973155175312139
CNDP2,0,0,1,1,,,0.051517994488056995
CNGA3,0,0,1,1,,,0.029688378318190514
CNGB1,0,0,1,1,,,0.01534326310039583
CNGB3,0,0,1,1,,,0.0
CNIH1,0,0,1,1,,,0.0014783194187388072
CNIH3,0,0,1,1,,,0.0036957985468470188
CNIH4,0,0,1,1,,,0.015468559495686702
CNKSR1,0,0,1,1,,,0.00302850158699964
