donor_id,group,compartment,subtype,program_score,sd_cell_score,n_cells
C105,colon adenocarcinoma,myeloid,dendritic,-0.16893176625927384,0.1706256366938866,41
C105,colon adenocarcinoma,myeloid,granulocyte,-0.0743159058795416,0.12464875347025735,31
C105,colon adenocarcinoma,myeloid,macrophage,-0.16684201333788495,0.19147621876965296,80
C105,colon adenocarcinoma,myeloid,monocyte,0.008676719834103891,0.2121414735601211,51
C106,colon adenocarcinoma,epithelial,other_tumor_epithelial,-0.06651109767992729,0.23582194060210537,10
C106,colon adenocarcinoma,epithelial,source_tumor_labeled_epithelial,-0.10066555775421361,0.18376277348352624,1113
C106,colon adenocarcinoma,myeloid,dendritic,0.018100010192476916,0.22484549656351077,50
C106,colon adenocarcinoma,myeloid,granulocyte,-0.12063891309612414,0.1321422967583567,9
C106,colon adenocarcinoma,myeloid,macrophage,-0.024324961220251642,0.24539099638480988,46
C106,colon adenocarcinoma,myeloid,monocyte,0.06858335661670806,0.2029851803647778,53
C106,normal,epithelial,normal_epithelial,-0.044627806633634415,0.18606485415663573,1062
C106,normal,myeloid,dendritic,-0.13016339728291138,0.1860302272711832,11
C106,normal,myeloid,macrophage,-0.24213148839503076,0.1837512194286047,39
C106,normal,myeloid,monocyte,0.015410243137110508,0.22340126000791405,18
C107,colon adenocarcinoma,epithelial,other_tumor_epithelial,-0.05462117988863628,0.19222070373176992,103
C107,colon adenocarcinoma,epithelial,source_tumor_labeled_epithelial,0.007149665993595694,0.17251685326054658,2156
C107,colon adenocarcinoma,myeloid,dendritic,0.04784243684637325,0.17881667408755064,185
C107,colon adenocarcinoma,myeloid,granulocyte,-0.18604997713809412,0.17690994974031843,11
C107,colon adenocarcinoma,myeloid,macrophage,0.06421430156065874,0.22870609131947436,331
C107,colon adenocarcinoma,myeloid,monocyte,0.15280038077456395,0.19339185631871358,272
C107,normal,epithelial,normal_epithelial,-0.1315209645852278,0.14134525079723226,1156
C107,normal,myeloid,dendritic,-0.09613053593898457,0.08194187561003922,4
C107,normal,myeloid,macrophage,0.00021045314706011342,0.3395130105330351,2
C107,normal,myeloid,monocyte,0.08797869094239887,0.09242514181416375,2
C109,colon adenocarcinoma,epithelial,other_tumor_epithelial,-0.22806014601630645,0.12425140444562009,10
C109,colon adenocarcinoma,epithelial,source_tumor_labeled_epithelial,-0.13094555554387355,0.1536203124869763,1511
C109,colon adenocarcinoma,myeloid,dendritic,-0.053903901006435224,0.25427923919536993,9
C109,colon adenocarcinoma,myeloid,granulocyte,-0.018249727616575576,0.18091694890431367,93
C109,colon adenocarcinoma,myeloid,macrophage,0.06027996594440658,0.205993384467436,80
C109,colon adenocarcinoma,myeloid,monocyte,0.08994816201485514,0.23270664384485718,175
C109,normal,epithelial,normal_epithelial,-0.06508713652954085,0.17023524351769578,1555
C109,normal,myeloid,granulocyte,-0.3718026725443905,,1
C109,normal,myeloid,macrophage,-0.30784487370639174,,1
C109,normal,myeloid,monocyte,-0.002453450680518477,0.0849446533530257,7
C110,colon adenocarcinoma,epithelial,other_tumor_epithelial,-0.08836503797423219,,1
C110,colon adenocarcinoma,epithelial,source_tumor_labeled_epithelial,-0.005656197778254406,0.17276754389191856,790
C110,colon adenocarcinoma,myeloid,dendritic,0.057753115138500705,0.18726155964940172,61
C110,colon adenocarcinoma,myeloid,granulocyte,0.08875033174884762,0.22223562111730066,49
C110,colon adenocarcinoma,myeloid,macrophage,0.13493683357655473,0.17975026033830735,426
C110,colon adenocarcinoma,myeloid,monocyte,0.2420721145639775,0.24545468538222898,514
C110,normal,epithelial,normal_epithelial,-0.06578320109108561,0.18541320887174464,631
C110,normal,myeloid,dendritic,-0.18278930316394384,0.1723513956774608,24
C110,normal,myeloid,macrophage,-0.2573554589294719,0.12831272889095302,38
C110,normal,myeloid,monocyte,-0.0788878529616012,0.2722874854394884,4
C111,colon adenocarcinoma,epithelial,other_tumor_epithelial,-0.11514670785097043,0.058634370931574996,3
C111,colon adenocarcinoma,epithelial,source_tumor_labeled_epithelial,-0.022966009074433597,0.17310215901733728,650
C111,colon adenocarcinoma,myeloid,dendritic,0.021661863852632288,0.24436720342066381,38
C111,colon adenocarcinoma,myeloid,granulocyte,0.024429846580388204,0.1902128939866882,40
C111,colon adenocarcinoma,myeloid,macrophage,0.1574344293203453,0.2327681984507362,364
C111,colon adenocarcinoma,myeloid,monocyte,0.2421621169590151,0.25575344535116834,334
C111,normal,epithelial,normal_epithelial,-0.0015703728181723645,0.18609828728965386,746
C111,normal,myeloid,dendritic,-0.15466004569386155,0.20686894212877838,80
C111,normal,myeloid,granulocyte,-0.05503074572049649,0.25189600978598276,2
C111,normal,myeloid,macrophage,-0.17780136717917744,0.23013256598715093,34
C111,normal,myeloid,monocyte,0.06628063381023651,0.21198075124750068,139
C112,colon adenocarcinoma,epithelial,other_tumor_epithelial,-0.09838147964388377,0.2752488719284298,16
C112,colon adenocarcinoma,epithelial,source_tumor_labeled_epithelial,-0.15595121927960265,0.1469441262397731,1760
C112,colon adenocarcinoma,myeloid,dendritic,-0.011794311370983433,0.1827170870145738,158
C112,colon adenocarcinoma,myeloid,granulocyte,0.013529184655407575,0.18562412773728937,8
C112,colon adenocarcinoma,myeloid,macrophage,0.1035696401086851,0.2411712505471744,825
C112,colon adenocarcinoma,myeloid,monocyte,0.12649461293946876,0.23023709512526422,292
C112,normal,epithelial,normal_epithelial,-0.028833835869564384,0.19980402086454083,743
C112,normal,myeloid,dendritic,0.04782401294186356,0.16945523140486646,16
C112,normal,myeloid,macrophage,-0.04131014538422579,0.22931073279418662,88
C112,normal,myeloid,monocyte,-0.10974389605692025,0.17950057269101893,12
C113,colon adenocarcinoma,epithelial,other_tumor_epithelial,-0.06014292859182676,0.17663683729711915,198
C113,colon adenocarcinoma,epithelial,source_tumor_labeled_epithelial,-0.10277809665307895,0.17133232503222476,2728
C113,colon adenocarcinoma,myeloid,dendritic,-0.05411960490334491,0.19609501127203272,43
C113,colon adenocarcinoma,myeloid,granulocyte,0.22913665301391242,0.30185892933913805,3
C113,colon adenocarcinoma,myeloid,macrophage,-0.12741257408673673,0.22662348589348083,100
C113,colon adenocarcinoma,myeloid,monocyte,0.05480339183933584,0.1813161057927214,63
C113,normal,epithelial,normal_epithelial,-0.12473508815525206,0.18471538247955951,371
C113,normal,myeloid,dendritic,-0.2562194591332314,0.14762790425772057,8
C113,normal,myeloid,macrophage,-0.28934767725300414,0.12877925158543854,13
C113,normal,myeloid,monocyte,-0.04828269045645841,0.21377320779894415,7
C114,colon adenocarcinoma,epithelial,other_tumor_epithelial,-0.07377635518291165,0.18953671386244753,44
C114,colon adenocarcinoma,epithelial,source_tumor_labeled_epithelial,-0.06236520583544543,0.17552375405330176,1479
C114,colon adenocarcinoma,myeloid,dendritic,-0.02779360350108882,0.1970316619593456,32
C114,colon adenocarcinoma,myeloid,granulocyte,0.02056669199510447,0.053944801692046025,4
C114,colon adenocarcinoma,myeloid,macrophage,-0.05488376177293713,0.22505652630151288,97
C114,colon adenocarcinoma,myeloid,monocyte,0.03340676039545776,0.1569262875810467,55
C114,normal,epithelial,normal_epithelial,-0.03528208735097346,0.1844158210149194,497
C114,normal,myeloid,dendritic,-0.14233910944980074,0.18587499558596493,21
C114,normal,myeloid,macrophage,-0.16753705838670674,0.23405532004825358,41
C114,normal,myeloid,monocyte,0.09088646229957592,0.21987084031242143,20
C115,colon adenocarcinoma,epithelial,other_tumor_epithelial,-0.14370093426200872,0.15069912379474906,6
C115,colon adenocarcinoma,epithelial,source_tumor_labeled_epithelial,-0.06898714185189582,0.19553788226742244,556
C115,colon adenocarcinoma,myeloid,dendritic,0.05764098822928896,0.13716531509364266,23
C115,colon adenocarcinoma,myeloid,granulocyte,0.007076193288268236,0.19579164934830662,89
C115,colon adenocarcinoma,myeloid,macrophage,0.09167449297420514,0.23349402440578812,55
C115,colon adenocarcinoma,myeloid,monocyte,0.20409230032079437,0.24782570198013706,137
C115,normal,epithelial,normal_epithelial,-0.07714546769368376,0.19829221515027776,308
C115,normal,myeloid,dendritic,-0.06604387331846241,0.20810215941531285,7
C115,normal,myeloid,macrophage,-0.06472033476313897,0.27098872293381077,27
C115,normal,myeloid,monocyte,0.012965111570624192,0.2493923383320239,13
C116,colon adenocarcinoma,epithelial,other_tumor_epithelial,-0.12138555590735782,0.17921346594456403,54
C116,colon adenocarcinoma,epithelial,source_tumor_labeled_epithelial,-0.10104839442012942,0.15793682123896136,867
C116,colon adenocarcinoma,myeloid,dendritic,-0.079500892765356,0.16297079260926706,55
C116,colon adenocarcinoma,myeloid,granulocyte,-0.2684584396208925,,1
C116,colon adenocarcinoma,myeloid,macrophage,-0.0005310850951181987,0.19295275718530133,276
C116,colon adenocarcinoma,myeloid,monocyte,-0.0019819154225737007,0.16502518959281512,95
C116,normal,epithelial,normal_epithelial,-0.06425162852572518,0.1867371925220113,1225
C116,normal,myeloid,dendritic,-0.041754752715483325,0.14081614486924732,7
C116,normal,myeloid,granulocyte,-0.057178338459164535,,1
C116,normal,myeloid,macrophage,0.008071055510087131,0.1777766018638421,13
C116,normal,myeloid,monocyte,0.11417027919024457,0.17089843732341464,11
C118,colon adenocarcinoma,epithelial,other_tumor_epithelial,-0.09977453920562744,0.31110673624029894,8
C118,colon adenocarcinoma,epithelial,source_tumor_labeled_epithelial,-0.006034901844691419,0.18108091967318637,1192
C118,colon adenocarcinoma,myeloid,dendritic,-0.0038243661508726126,0.1907299558222414,48
C118,colon adenocarcinoma,myeloid,granulocyte,0.08121081380909248,0.19664995750410327,5
C118,colon adenocarcinoma,myeloid,macrophage,0.06663907312239653,0.2024884453915463,413
C118,colon adenocarcinoma,myeloid,monocyte,0.030695838559121714,0.17628300062930088,83
C119,colon adenocarcinoma,epithelial,other_tumor_epithelial,-0.17635666122846513,0.1411416152427635,7
C119,colon adenocarcinoma,epithelial,source_tumor_labeled_epithelial,-0.14026750860874485,0.16254084682614026,1027
C119,colon adenocarcinoma,myeloid,dendritic,-0.08025345939639629,0.07964258015428075,4
C119,colon adenocarcinoma,myeloid,granulocyte,-0.017661981080972555,0.08965411347311296,2
C119,colon adenocarcinoma,myeloid,macrophage,0.014836633690207502,0.22908387718336876,16
C119,colon adenocarcinoma,myeloid,monocyte,-0.0033127591356185695,0.20480768732832552,19
C119,normal,epithelial,normal_epithelial,0.05150213959868433,0.28425578403492674,22
C119,normal,myeloid,macrophage,-0.09566038023448498,,1
C122,colon adenocarcinoma,epithelial,other_tumor_epithelial,-0.006157894447783614,0.21549574731498122,176
C122,colon adenocarcinoma,epithelial,source_tumor_labeled_epithelial,-0.05477936172486226,0.20124781281088205,1943
C122,colon adenocarcinoma,myeloid,dendritic,-0.06618096098000134,0.23762098217960428,21
C122,colon adenocarcinoma,myeloid,granulocyte,0.047132266548399415,0.1709311441893632,12
C122,colon adenocarcinoma,myeloid,macrophage,-0.03824233083892524,0.2602638567833143,93
C122,colon adenocarcinoma,myeloid,monocyte,0.11557921821698272,0.28614456640421565,137
C122,normal,epithelial,normal_epithelial,-0.07293883317782279,0.18417876288748725,2561
C122,normal,myeloid,dendritic,-0.1433577026750733,0.16926665956599735,18
C122,normal,myeloid,macrophage,-0.18230776452440778,0.20172570547869156,57
C122,normal,myeloid,monocyte,-0.05109858102792725,0.19504297088472547,39
C123,colon adenocarcinoma,epithelial,other_tumor_epithelial,-0.06625197045425968,0.21676980734969228,88
C123,colon adenocarcinoma,epithelial,source_tumor_labeled_epithelial,-0.10131264010493576,0.14942803591135484,4031
C123,colon adenocarcinoma,myeloid,dendritic,-0.011094360113071636,0.1723948991890212,255
C123,colon adenocarcinoma,myeloid,granulocyte,-0.17628186331987705,,1
C123,colon adenocarcinoma,myeloid,macrophage,0.07125871099945219,0.22232225554501706,742
C123,colon adenocarcinoma,myeloid,monocyte,0.06075298883259653,0.21342616497375205,331
C123,normal,epithelial,normal_epithelial,-0.11490066392620844,0.18354456150037687,2337
C123,normal,myeloid,dendritic,-0.04880041827251845,0.3871376296265391,26
C123,normal,myeloid,macrophage,-0.18849270326519077,0.1852659867474167,98
C123,normal,myeloid,monocyte,-0.16454859598110116,0.21648001892292032,8
C124,colon adenocarcinoma,epithelial,other_tumor_epithelial,-0.06034835004609556,0.21754053919831942,229
C124,colon adenocarcinoma,epithelial,source_tumor_labeled_epithelial,-0.0624454838282264,0.17174264053797078,793
C124,colon adenocarcinoma,myeloid,dendritic,-0.018944939643440423,0.15919709001469493,84
C124,colon adenocarcinoma,myeloid,granulocyte,-0.11294763734157434,0.1885651442619638,15
C124,colon adenocarcinoma,myeloid,macrophage,0.10764696523557651,0.22014639861272864,1090
C124,colon adenocarcinoma,myeloid,monocyte,0.10073274460794189,0.196488890095086,826
C124,normal,epithelial,normal_epithelial,0.005310165462285105,0.20340029213121336,7812
C124,normal,myeloid,dendritic,0.11572079613222368,0.18911325685514915,21
C124,normal,myeloid,macrophage,0.04951446160601669,0.20607689317863542,51
C124,normal,myeloid,monocyte,0.09375203683538719,0.17352136750686672,68
C125,colon adenocarcinoma,epithelial,other_tumor_epithelial,-0.08840856288764154,0.18109140661478168,85
C125,colon adenocarcinoma,epithelial,source_tumor_labeled_epithelial,-0.03305184652457657,0.17991014920224557,2029
C125,colon adenocarcinoma,myeloid,dendritic,0.012260532697690594,0.17231835654564318,273
C125,colon adenocarcinoma,myeloid,granulocyte,-0.2457772508783127,,1
C125,colon adenocarcinoma,myeloid,macrophage,0.0976977921104703,0.19638607146895437,716
C125,colon adenocarcinoma,myeloid,monocyte,0.051044859719598296,0.17339300814720146,306
C125,normal,epithelial,normal_epithelial,-0.09478219139323958,0.1599296009422295,3957
C125,normal,myeloid,dendritic,-0.0637197248132073,0.17815145507507837,35
C125,normal,myeloid,macrophage,-0.013343607804503117,0.1877832783638804,79
C125,normal,myeloid,monocyte,-0.0062846488392888445,0.13326964467459831,12
C126,colon adenocarcinoma,epithelial,other_tumor_epithelial,-0.11842852482216173,0.16473627528517623,28
C126,colon adenocarcinoma,epithelial,source_tumor_labeled_epithelial,0.006669588686823872,0.23215225869734982,928
C126,colon adenocarcinoma,myeloid,dendritic,0.00970136038472948,0.16723216411847644,120
C126,colon adenocarcinoma,myeloid,granulocyte,0.12114998741170781,0.17941232972109306,7
C126,colon adenocarcinoma,myeloid,macrophage,0.1262889573567508,0.19211915636193083,601
C126,colon adenocarcinoma,myeloid,monocyte,0.1315284877821289,0.20538845897999,333
C126,normal,epithelial,normal_epithelial,-0.06172092136814923,0.18932399229751576,4054
C126,normal,myeloid,dendritic,-0.03437934944191317,0.13797662369051047,39
C126,normal,myeloid,macrophage,-0.055781330937210834,0.20736291699397827,89
C126,normal,myeloid,monocyte,0.10298864031684142,0.22814201798738384,42
C129,colon adenocarcinoma,epithelial,other_tumor_epithelial,-0.047355191873387444,0.18722513117944767,355
C129,colon adenocarcinoma,epithelial,source_tumor_labeled_epithelial,-0.06562854790385703,0.1650369411891344,2770
C129,colon adenocarcinoma,myeloid,dendritic,-0.020598118802096763,0.15888430736876955,171
C129,colon adenocarcinoma,myeloid,macrophage,0.06715882697246688,0.18139791253768126,229
C129,colon adenocarcinoma,myeloid,monocyte,0.012916631645832097,0.1767633027704821,177
C129,normal,epithelial,normal_epithelial,-0.15239684954485358,0.17176068320664808,1006
C129,normal,myeloid,dendritic,-0.1413139996816236,0.24829659900206755,12
C129,normal,myeloid,macrophage,-0.07250066163093795,0.23065420386777355,41
C129,normal,myeloid,monocyte,-0.07772161474828619,0.20904558311529706,13
C130,colon adenocarcinoma,epithelial,other_tumor_epithelial,-0.1505320462313612,0.18053206503534433,38
C130,colon adenocarcinoma,epithelial,source_tumor_labeled_epithelial,-0.03424477792424032,0.18666455397403497,3191
C130,colon adenocarcinoma,myeloid,dendritic,-0.034036077699630275,0.17938002869644526,72
C130,colon adenocarcinoma,myeloid,granulocyte,0.05291943090139534,0.22833455713490383,10
C130,colon adenocarcinoma,myeloid,macrophage,0.09377905514373645,0.22315922731025106,399
C130,colon adenocarcinoma,myeloid,monocyte,0.126528820760504,0.22319203840992827,302
C130,normal,epithelial,normal_epithelial,-0.11657966089714843,0.15967127828287975,2065
C130,normal,myeloid,dendritic,0.010056167505960115,0.18632799221688323,40
C130,normal,myeloid,macrophage,-0.0190868561881601,0.21589930253516362,61
C130,normal,myeloid,monocyte,0.13794030642354735,0.25344130262447045,13
C132,colon adenocarcinoma,epithelial,other_tumor_epithelial,-0.11138696928372296,0.3178326524687859,5
C132,colon adenocarcinoma,epithelial,source_tumor_labeled_epithelial,-0.05011031070429786,0.2227543400166752,1362
C132,colon adenocarcinoma,myeloid,dendritic,0.1518260850416973,0.18910942548112675,98
C132,colon adenocarcinoma,myeloid,granulocyte,0.03078256462142721,0.31340271380703666,10
C132,colon adenocarcinoma,myeloid,macrophage,0.12301428593063558,0.21219589429322044,296
C132,colon adenocarcinoma,myeloid,monocyte,0.17239133116298241,0.2545789158966604,118
C132,normal,epithelial,normal_epithelial,-0.2068952676840646,0.16609156527882266,975
