compartment,group,n_cells,mean_program_score,median_program_score,sd_cell_program_score
endothelial,colon adenocarcinoma,4912,0.15666416905851377,0.12363383652742901,0.316099686784502
endothelial,normal,2608,0.04347041286279867,0.03933552751812239,0.19929796287582996
epithelial,colon adenocarcinoma,113216,-0.048571479921375976,-0.04793966118579035,0.18189783536914073
epithelial,normal,55079,-0.0583469184771259,-0.0778309640673112,0.19378665003100126
fibroblast,colon adenocarcinoma,3031,0.38846012574837296,0.38374131284053065,0.28327205312482034
fibroblast,normal,2200,0.333672276764384,0.2927049311715796,0.3000904320925318
myeloid,colon adenocarcinoma,39167,0.15318658057509058,0.14093538649347184,0.26173154708672774
myeloid,normal,2947,-0.02765764947099279,-0.020513386730091177,0.2225036444888028
