file,path,sha256
figure2_primary_python_vs_r.csv,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\outputs\manuscript\figures\source_data\figure2_primary_python_vs_r.csv,97332257452eabe3570a2b3582156154c7b2b573fca26ef44d6377b91bcff375
figure2_loco.csv,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\outputs\manuscript\figures\source_data\figure2_loco.csv,e6472a4c94f72e9a69fa06f0799c3519499a690e4c07a4488df60a843aa0967f
figure2_per_cycle.csv,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\outputs\manuscript\figures\source_data\figure2_per_cycle.csv,54ebc0689575b77cc210080e6426cddb752c2bf59a584faae920a909046d184e
figure2_cycle_interaction.csv,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\outputs\manuscript\figures\source_data\figure2_cycle_interaction.csv,14b8ffb50352c94a3b1081606da136720add651c37ca7f6d5af8a790b082a405
figure3_sensitivity.csv,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\outputs\manuscript\figures\source_data\figure3_sensitivity.csv,4bb155c6edf6a95d2ed8a773ac18c166b44cb43816f74cf2c85821c43ee678a6
figure3_coexposure.csv,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\outputs\manuscript\figures\source_data\figure3_coexposure.csv,3a6c132bee87423cc2e13974fb2213fa4edf258f42f444a574917a0d42a51c08
figure3_rcs_curve_with_ci.csv,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\outputs\manuscript\figures\source_data\figure3_rcs_curve_with_ci.csv,fc15e2f3722945e2ddc981cc7e473bb268c7756829a5c3e512779d63ebc69939
figure3_rcs_curve_with_ci_metadata.json,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\outputs\manuscript\figures\source_data\figure3_rcs_curve_with_ci_metadata.json,28f1d1bfec6688b76c11aadeb403ebfd68b66ba7c446e48ac02d396b816f6d49
figure3_weighted_quartiles.csv,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\outputs\manuscript\figures\source_data\figure3_weighted_quartiles.csv,a87d57caffa1e10b37f6c41946bd8b35c3cf1eb4309638367b36988048229ff0
figure4_bulk_scores.csv,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\outputs\manuscript\figures\source_data\figure4_bulk_scores.csv,d14d86325abcf8c944749acbc3b098452c74e330885174a0a8dda5d350b69ede
figure4_bulk_sample_manifest.csv,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\outputs\manuscript\figures\source_data\figure4_bulk_sample_manifest.csv,f3f2ad4769bb2470f3b4498e8ec6c8faef75bed05ec4fd4539dfff4b3c524e9f
figure4_census_donor_scores.csv,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\outputs\manuscript\figures\source_data\figure4_census_donor_scores.csv,13beb6f4ec0a4803de50ca0cf68d434869401540d2a0a32360fe28d97f76cdfa
figure4_census_paired_summary.csv,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\outputs\manuscript\figures\source_data\figure4_census_paired_summary.csv,f5d25d141602eef5c9141f21b4d1ccac38c4aca68bcd9182b74eba7862a6127c
figure4_gse144735_scores.csv,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\outputs\manuscript\figures\source_data\figure4_gse144735_scores.csv,56af3bbdcce294a0a903e9af6dd99d845475f94e592d7c146cb019e2d4e85a69
figure4_gse144735_paired_summary.csv,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\outputs\manuscript\figures\source_data\figure4_gse144735_paired_summary.csv,658104af69cbf7e536cea1b92ea1e02e4d134dd332db64bdabf3c425709a84fb
figure4_tcga_paired_summary.csv,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\outputs\manuscript\figures\source_data\figure4_tcga_paired_summary.csv,cbae8d292cf05568ad808d322e87fc97e927800bb72d96ae313d04b053bfdb03
