Analysis,Exposure,status,N,CRC_N,Control_N,beta,SE,OR,CI_low,CI_high,P,design_df,PSU_N,strata_N,message,Cycle
Single_cycle_2005-2006,mcop_log2,converged_with_warning,1286,6,1280,0.39482440104218525,0.2063763906637277,1.484123557488141,0.9559435048211676,2.30413483933165,0.07501550213695485,15,30,15,Newton-IRLS stopped before tolerance,2005-2006
Single_cycle_2007-2008,mcop_log2,converged_with_warning,1476,13,1463,0.12167508824716947,0.20813208650344306,1.129387091021125,0.7264793466994292,1.7557487451778664,0.5669661255617627,16,32,16,Newton-IRLS stopped before tolerance,2007-2008
Single_cycle_2009-2010,mcop_log2,ok,1574,16,1558,0.30392413361106235,0.24134912283248966,1.3551662406205158,0.8124400510333537,2.260444370488263,0.22599399306146487,16,31,15,Newton-IRLS converged,2009-2010
Single_cycle_2011-2012,mcop_log2,ok,1415,10,1405,-0.17419556998002103,0.15003158525023788,0.8401325768795741,0.6121765573290522,1.1529725179511006,0.2616622096154898,17,31,14,Newton-IRLS converged,2011-2012
Single_cycle_2013-2014,mcop_log2,ok,1484,7,1477,0.39354866461295335,0.2542943018229946,1.4822314141950588,0.8620286179029912,2.5486508447610787,0.14255210585581987,15,30,15,Newton-IRLS converged,2013-2014
Single_cycle_2015-2016,mcop_log2,ok,1377,9,1368,0.27955226353777934,0.18333023353869676,1.322537531478965,0.894753623664631,1.9548459776074276,0.1480999024444228,15,30,15,Newton-IRLS converged,2015-2016
Single_cycle_2017-2018,mcop_log2,converged_with_warning,1324,9,1315,0.45656071647208785,0.30295238531386515,1.5786352634446854,0.8276482716571918,3.011048751423338,0.1525701137800599,15,30,15,Newton-IRLS stopped before tolerance,2017-2018
