status,N,CRC_N,knots_log2,overall_P_chi2,overall_P_F,nonlinear_P_chi2,nonlinear_P_F,nonlinear_df,design_df
ok,9936,70,0;2.2630344;3.776104;6.9081224,0.001459030668804838,0.002268201740956876,0.35481541694608626,0.3582834241320163,2,109
