window,n_frames,whole_ligand_rmsd_A_mean,whole_ligand_rmsd_A_sd,whole_ligand_rmsd_A_min,whole_ligand_rmsd_A_max,core_rmsd_A_mean,core_rmsd_A_sd,core_rmsd_A_min,core_rmsd_A_max,branch_A_rmsd_A_mean,branch_A_rmsd_A_sd,branch_A_rmsd_A_min,branch_A_rmsd_A_max,branch_B_rmsd_A_mean,branch_B_rmsd_A_sd,branch_B_rmsd_A_min,branch_B_rmsd_A_max,whole_com_displacement_A_mean,whole_com_displacement_A_sd,whole_com_displacement_A_min,whole_com_displacement_A_max,core_com_displacement_A_mean,core_com_displacement_A_sd,core_com_displacement_A_min,core_com_displacement_A_max,core_internal_rmsd_A_mean,core_internal_rmsd_A_sd,core_internal_rmsd_A_min,core_internal_rmsd_A_max,pocket_min_distance_A_mean,pocket_min_distance_A_sd,pocket_min_distance_A_min,pocket_min_distance_A_max,initial_contact_retention_mean,initial_contact_retention_sd,initial_contact_retention_min,initial_contact_retention_max,protein_backbone_rmsd_A_mean,protein_backbone_rmsd_A_sd,protein_backbone_rmsd_A_min,protein_backbone_rmsd_A_max,total_contact_residues_mean,total_contact_pairs_mean,hydrophobic_contact_residues_mean,hydrophobic_contact_pairs_mean,hbond_count_mean
0-10 ns,999,4.563343776228206,0.8001495032091626,1.408555374280305,7.033909871111383,6.002611816061569,1.0246109293420298,1.675299482981703,8.166076553107684,3.369471908441832,0.7381715965255283,1.3937563162466151,6.163752774417101,5.274204092594866,0.9065360219637318,1.4195534235865783,7.621608618461454,3.665665049048749,0.8107564527507137,0.90473214766321,6.52582220326927,5.848720570915731,1.0119222277343214,1.6006274710457282,8.024078327019838,0.05014075152032773,0.011629113162376858,0.0170604013830888,0.0993653289426607,2.753206623847626,0.7237158541486138,0.8349653482778312,4.796281303658019,0.2278111444778111,0.15621836516035428,0.0,0.6666666666666666,2.144149223722276,0.17549822094578205,1.6237729657615545,2.5548843309561997,16.06,88.41,9.42,34.42,0.09
10-30 ns,2000,3.911637206749232,0.515825337719668,2.5410984965541084,6.71974484324288,5.433813043397138,0.7051689463349519,2.925262020941033,8.570390418989199,2.740668421421261,0.6473509805254597,1.3894238827716705,5.472462719159737,4.577932968369613,0.5805988971849345,2.8724631029530365,7.520659058058765,2.1996356462441082,0.8100096490737743,0.245240421709752,5.496878741783231,5.028971165087865,0.7541038791701707,2.611298319254898,8.287897441985228,0.049957306867746715,0.012021016799965688,0.0152669262313391,0.0948574437101851,3.619265924598814,0.43614255358550397,1.4280563653530938,5.006711585865423,0.10266666666666663,0.09267604858077315,0.0,0.5833333333333334,2.538641706976995,0.12070648612775219,2.158633963581464,2.9105949411243093,17.445,109.55,10.635,43.315,0.455
30-50 ns,2000,3.3882789040510577,0.2439402329311483,2.6082630716686483,4.19892910662348,4.440412661493845,0.44165948824260287,3.056261396915072,5.976181324874925,2.5738006462821303,0.4980276764565056,1.1358229571315244,3.997149597805672,3.865399016752401,0.31514502754968365,2.8224403410080803,5.002851718109894,1.0522142819852696,0.43605464062374544,0.0860804337890606,2.714732169017928,4.007037294201573,0.4301150816119732,2.5422251718312885,5.505595411097221,0.050244789761111956,0.011978341116282128,0.0204475856202195,0.1055353743541757,3.7445861389359707,0.3424660943847704,2.4687471079957097,4.709049487790012,0.10954166666666662,0.07481424897580537,0.0,0.5,2.4408197328284182,0.2274119873345439,1.940797173057347,3.0347845592686107,16.744999999999997,98.78,10.860000000000001,44.53,0.56
50-70 ns,2000,3.5275842407116724,0.2291144269072127,2.718355665509788,4.161710938970434,4.269170115313462,0.3552730146383855,3.21153045519974,5.641512273950916,3.058689010071424,0.5193101555827966,1.6924169366603388,4.744792256564186,3.8175328026841124,0.276029827061104,3.105368876033133,5.00817570455323,0.903166753778468,0.4663256211895719,0.0720536924508198,2.4727941324960305,3.801779972217956,0.41564994398715405,2.5829022070286745,5.315343666911638,0.05072408412507426,0.012162996446748642,0.0207462100526649,0.0971420941831002,3.6949583909837105,0.38028186970955996,2.482007194845116,4.783734447375197,0.10679166666666662,0.06532849857303735,0.0,0.25,2.715168386733246,0.14335347771705964,2.341645745812224,3.134231557670507,16.6,94.77000000000001,10.829999999999998,43.825,0.34500000000000003
70-100 ns,2992,3.544102516758464,0.2599291825088002,2.439748770435808,4.360302254146574,4.438159557526935,0.46336555270092566,2.5370555858058026,5.763796286229119,2.925014972923767,0.4843313679915698,1.4191739273945745,4.939209222698706,3.924710732460721,0.321523876826327,2.636785627791418,4.979363268939127,1.0603106640785227,0.35621692866215726,0.0465477259989753,2.644992614184194,3.910357917704005,0.49357138800142386,1.431963998842637,5.253157769707572,0.05004013128403699,0.01215130437594602,0.0127514873464098,0.126562758638536,3.6678535243785935,0.2906747300465348,2.5175314622312848,4.4594222058205455,0.10444518716577536,0.08177193435161094,0.0,0.5,2.7475360802190636,0.2059953244507975,2.2365230009328663,3.5681801425113684,17.183333333333334,103.74000000000001,11.076666666666668,45.61333333333332,0.5566666666666668
80-100 ns,1992,3.5648267003994234,0.2768689182902377,2.497158898465744,4.360302254146574,4.5322587641606775,0.4645137446465668,3.083170568530845,5.763796286229119,2.8800958388758815,0.5100209002785943,1.4191739273945745,4.939209222698706,3.9795426941291274,0.3466352429661463,2.647474409465988,4.979363268939127,1.0835505519569604,0.3608207753092103,0.0465477259989753,2.644992614184194,4.044345534180933,0.4385381672788402,2.6521271266447908,5.253157769707572,0.05039420034729547,0.01232544929170376,0.0127514873464098,0.126562758638536,3.6670850366414136,0.31087982078802506,2.5175314622312848,4.4594222058205455,0.0791080990629183,0.07613473247423456,0.0,0.4166666666666667,2.757791785512883,0.21816994877946622,2.2365230009328663,3.5681801425113684,17.134999999999998,103.67999999999999,11.025000000000002,46.394999999999996,0.66
