cluster,n_samples,occupancy,time_min_ns,time_max_ns,medoid_time_ns
1,259,0.8633333333333333,70.01000020872821,99.91000029787224,88.2100002629898
2,26,0.08666666666666667,73.01000021767244,99.21000029578525,76.21000022721293
3,14,0.04666666666666667,82.81000024689021,98.8100002945927,83.01000024748649
4,1,0.0033333333333333335,82.91000024718835,82.91000024718835,82.91000024718835
