concept_label,disease_id,disease_name,target_id,gene_symbol,overall_score,datasource_scores_json
left_rectosigmoid_sensitivity,MONDO_0002424,rectosigmoid carcinoma,ENSG00000133703,KRAS,0.024631060059744934,"[{""id"": ""europepmc"", ""score"": 0.20258111742745252}]"
left_rectosigmoid_sensitivity,MONDO_0002424,rectosigmoid carcinoma,ENSG00000137673,MMP7,0.01626151360612688,"[{""id"": ""europepmc"", ""score"": 0.13374477547455663}]"
left_rectosigmoid_sensitivity,MONDO_0002424,rectosigmoid carcinoma,ENSG00000110092,CCND1,0.01626151360612688,"[{""id"": ""europepmc"", ""score"": 0.13374477547455663}]"
left_rectosigmoid_sensitivity,MONDO_0002424,rectosigmoid carcinoma,ENSG00000148773,MKI67,0.01626151360612688,"[{""id"": ""europepmc"", ""score"": 0.13374477547455663}]"
left_rectosigmoid_sensitivity,MONDO_0002424,rectosigmoid carcinoma,ENSG00000112715,VEGFA,0.01404403447801867,"[{""id"": ""europepmc"", ""score"": 0.115506851546208}]"
left_rectosigmoid_sensitivity,MONDO_0002424,rectosigmoid carcinoma,ENSG00000039068,CDH1,0.009609076221802246,"[{""id"": ""europepmc"", ""score"": 0.07903100368951074}]"
left_rectosigmoid_sensitivity,MONDO_0002424,rectosigmoid carcinoma,ENSG00000168036,CTNNB1,0.009609076221802246,"[{""id"": ""europepmc"", ""score"": 0.07903100368951074}]"
left_rectosigmoid_sensitivity,MONDO_0002424,rectosigmoid carcinoma,ENSG00000177084,POLE,0.006282857529639931,"[{""id"": ""europepmc"", ""score"": 0.051674117796987794}]"
left_rectosigmoid_sensitivity,MONDO_0002424,rectosigmoid carcinoma,ENSG00000134160,TRPM1,0.0036957985468470188,"[{""id"": ""europepmc"", ""score"": 0.030396539880581056}]"
left_rectosigmoid_sensitivity,MONDO_0002424,rectosigmoid carcinoma,ENSG00000168542,COL3A1,0.0036957985468470188,"[{""id"": ""europepmc"", ""score"": 0.030396539880581056}]"
left_rectosigmoid_sensitivity,MONDO_0002424,rectosigmoid carcinoma,ENSG00000105388,CEACAM5,0.0029361066233284643,"[{""id"": ""europepmc"", ""score"": 0.024148362238461615}]"
left_rectosigmoid_sensitivity,MONDO_0002424,rectosigmoid carcinoma,ENSG00000215182,MUC5AC,0.002771848910135263,"[{""id"": ""europepmc"", ""score"": 0.02279740491043579}]"
left_rectosigmoid_sensitivity,MONDO_0002424,rectosigmoid carcinoma,ENSG00000076242,MLH1,0.0022174791281082107,"[{""id"": ""europepmc"", ""score"": 0.01823792392834863}]"
left_rectosigmoid_sensitivity,MONDO_0002424,rectosigmoid carcinoma,ENSG00000232810,TNF,0.0022174791281082107,"[{""id"": ""europepmc"", ""score"": 0.01823792392834863}]"
left_rectosigmoid_sensitivity,MONDO_0002424,rectosigmoid carcinoma,ENSG00000116062,MSH6,0.0022174791281082107,"[{""id"": ""europepmc"", ""score"": 0.01823792392834863}]"
left_rectosigmoid_sensitivity,MONDO_0002424,rectosigmoid carcinoma,ENSG00000122512,PMS2,0.0022174791281082107,"[{""id"": ""europepmc"", ""score"": 0.01823792392834863}]"
left_rectosigmoid_sensitivity,MONDO_0002424,rectosigmoid carcinoma,ENSG00000104368,PLAT,0.0022174791281082107,"[{""id"": ""europepmc"", ""score"": 0.01823792392834863}]"
left_rectosigmoid_sensitivity,MONDO_0002424,rectosigmoid carcinoma,ENSG00000095002,MSH2,0.0022174791281082107,"[{""id"": ""europepmc"", ""score"": 0.01823792392834863}]"
left_rectosigmoid_sensitivity,MONDO_0002424,rectosigmoid carcinoma,ENSG00000164944,VIRMA,0.0014783194187388072,"[{""id"": ""europepmc"", ""score"": 0.012158615952232422}]"
left_rectosigmoid_sensitivity,MONDO_0002424,rectosigmoid carcinoma,ENSG00000119888,EPCAM,0.0014783194187388072,"[{""id"": ""europepmc"", ""score"": 0.012158615952232422}]"
left_rectosigmoid_sensitivity,MONDO_0002424,rectosigmoid carcinoma,ENSG00000157764,BRAF,0.0014783194187388072,"[{""id"": ""europepmc"", ""score"": 0.012158615952232422}]"
left_rectosigmoid_sensitivity,MONDO_0002424,rectosigmoid carcinoma,ENSG00000185728,YTHDF3,0.0014783194187388072,"[{""id"": ""europepmc"", ""score"": 0.012158615952232422}]"
left_rectosigmoid_sensitivity,MONDO_0002424,rectosigmoid carcinoma,ENSG00000121879,PIK3CA,0.0014783194187388072,"[{""id"": ""europepmc"", ""score"": 0.012158615952232422}]"
left_rectosigmoid_sensitivity,MONDO_0002424,rectosigmoid carcinoma,ENSG00000165819,METTL3,0.0014783194187388072,"[{""id"": ""europepmc"", ""score"": 0.012158615952232422}]"
left_rectosigmoid_sensitivity,MONDO_0002424,rectosigmoid carcinoma,ENSG00000091542,ALKBH5,0.0014783194187388072,"[{""id"": ""europepmc"", ""score"": 0.012158615952232422}]"
left_rectosigmoid_sensitivity,MONDO_0002424,rectosigmoid carcinoma,ENSG00000104499,GML,0.0014783194187388072,"[{""id"": ""europepmc"", ""score"": 0.012158615952232422}]"
left_rectosigmoid_sensitivity,MONDO_0002424,rectosigmoid carcinoma,ENSG00000171862,PTEN,0.0014783194187388072,"[{""id"": ""europepmc"", ""score"": 0.012158615952232422}]"
