dataset_id,donor_key,donor_id,group,compartment,n_cells,PPARA,PPARD,PPARG,NR1I2,NR1I3,NR1H2,NR1H3,RELA,STAT3,target_gene_total_counts,PPAR_nuclear_receptor_score,PPAR_nuclear_receptor_score_n_genes,RELA_STAT3_score,RELA_STAT3_score_n_genes,DINP_axis_9_gene_score,DINP_axis_9_gene_score_n_genes
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C138,C138,tumor,epithelial,82,11.0,4.0,8.0,0.0,0.0,11.0,1.0,8.0,27.0,70.0,-0.5541567361722896,7,0.8207003984484291,2,-0.2486329284787965,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C139,C139,normal,epithelial,636,181.0,91.0,347.0,56.0,2.0,140.0,101.0,53.0,258.0,1229.0,0.47211569066172826,7,-1.3114718668243954,2,0.07576290010925632,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C139,C139,tumor,epithelial,646,212.0,80.0,181.0,88.0,0.0,119.0,63.0,70.0,499.0,1312.0,0.033509505495219166,7,-0.1064127500913058,2,0.0024156709204358443,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C140,C140,normal,epithelial,848,63.0,38.0,146.0,28.0,0.0,149.0,40.0,68.0,145.0,677.0,0.1192680660703201,7,-0.2752766576672632,2,0.03159146079530159,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C140,C140,tumor,epithelial,121,32.0,20.0,55.0,10.0,0.0,30.0,1.0,36.0,88.0,272.0,-0.08322223377948683,7,0.7132833163944604,2,0.09377899959250145,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C142,C142,normal,epithelial,680,268.0,79.0,267.0,80.0,0.0,186.0,102.0,85.0,366.0,1433.0,0.12455544606008272,7,-0.6186661505066031,2,-0.04060490873251415,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C142,C142,tumor,epithelial,500,126.0,69.0,146.0,50.0,0.0,117.0,20.0,77.0,448.0,1053.0,-0.029949626957914113,7,0.44754126739150224,2,0.07615946067528952,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C143,C143,normal,epithelial,1300,257.0,199.0,443.0,87.0,2.0,295.0,129.0,118.0,528.0,2058.0,0.4364098921831686,7,-0.6517518272466689,2,0.19459617675431587,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C143,C143,tumor,epithelial,92,13.0,16.0,47.0,2.0,0.0,29.0,2.0,10.0,36.0,155.0,0.03969333817495254,7,-0.6711234831912716,2,-0.11826595546198614,9
16023185-de21-4c0d-a9c8-73abdd52d142,16023185-de21-4c0d-a9c8-73abdd52d142::C144,C144,tumor,epithelial,371,51.0,24.0,125.0,27.0,1.0,66.0,22.0,62.0,179.0,557.0,0.33230505461700943,7,0.4969058312208344,2,0.36888300497341503,9
