rank,gene,n_backgrounds,n_positive_backgrounds,n_stable_backgrounds_rho_ge_0.10,n_resampling_supported_backgrounds,median_background_vulnerability_rho,meta_empirical_p_value_fisher,meta_empirical_q_value,leave_HCT116_out_median_vulnerability_rho,prior_analytical_meta_q_value,tier1_flag,tier2_flag,tier3_flag,strict_empirical_convergence_flag,primary_tier
711,IL1RAPL1,4,3,2,1,0.1366522366522366,0.0009052850681001605,0.11504497946525892,0.2324675324675324,0.383654781657845,False,True,False,False,Tier2_discovery
712,C6ORF58,4,3,2,0,0.1366161616161616,0.059066670228172205,0.39036150137285736,0.216017316017316,0.6608272039407147,False,True,False,False,Tier2_discovery
713,CYP2J2,4,4,3,0,0.1366161616161616,0.18373755444136353,0.5933587316690715,0.1533189033189033,0.8758863249615075,False,True,False,False,Tier2_discovery
714,LRRC4C,4,3,2,0,0.13661616161616155,0.12066256425769796,0.5093403787246988,0.1814574314574314,0.8399639451963103,False,True,False,False,Tier2_discovery
715,SPOCD1,4,3,3,0,0.13658008658008655,0.045350670922336966,0.35251534627850195,0.1272727272727272,0.6479079013901448,False,True,False,False,Tier2_discovery
716,BCS1L,4,3,3,0,0.13654401154401155,0.31008606575506986,0.7205960011809055,0.1603896103896104,0.911228170292871,False,True,False,False,Tier2_discovery
717,FRA10AC1,4,3,3,0,0.13650793650793647,0.07326406724710204,0.4246974743425892,0.1549783549783549,0.757028696160902,False,True,False,False,Tier2_discovery
718,ATL3,4,3,3,0,0.13647186147186144,0.22608022334030883,0.6442437593688323,0.1694083694083694,0.890676095753871,False,True,False,False,Tier2_discovery
719,ILKAP,4,3,2,0,0.1363636363636363,0.0013216870725257538,0.12118559034146142,0.0596681096681096,0.3715438152508876,False,True,False,False,Tier2_discovery
720,TUT4,4,3,3,0,0.1363275613275613,0.028188071163587448,0.2947123562755347,0.1081529581529581,0.6771706066362645,False,True,False,False,Tier2_discovery
721,MROH2B,4,4,3,0,0.13632756132756124,0.1526683877156584,0.5555902485992387,0.1168831168831168,0.9196847467202118,False,True,False,False,Tier2_discovery
722,RNASET2,4,4,2,0,0.13629148629148624,0.24021284713760632,0.6570550910209163,0.2037518037518037,0.8751215798358545,False,True,False,False,Tier2_discovery
723,P2RY6,4,3,3,0,0.1361471861471861,0.12404876341817804,0.5146803839116814,0.1269841269841269,0.8437642615589794,False,True,False,False,Tier2_discovery
724,CYP51A1,4,3,3,0,0.13607503607503604,0.01052441298927247,0.21052250407934073,0.1212121212121212,0.7299421345616006,False,True,False,False,Tier2_discovery
725,MRGPRX4,4,3,3,0,0.13603896103896104,0.1148243894954557,0.49851841230336386,0.147979797979798,0.8115027700986488,False,True,False,False,Tier2_discovery
726,TNRC6C,4,3,3,0,0.13600288600288601,0.2139540688588164,0.6287372358131216,0.1440836940836941,0.8904067512356313,False,True,False,False,Tier2_discovery
727,CDC42EP2,4,3,2,0,0.13600288600288596,0.010339396041182797,0.20887469334466066,0.0308802308802308,0.6805760565401245,False,True,False,False,Tier2_discovery
728,SRSF1,4,3,2,1,0.13585858585858585,0.004439244721035226,0.15805596600396268,0.0406204906204906,0.4845246247526812,False,True,False,False,Tier2_discovery
729,CABP7,4,3,2,1,0.1358225108225108,0.01157998110617238,0.217967083821012,0.0774170274170274,0.6658636852672869,False,True,False,False,Tier2_discovery
730,SFXN4,4,3,2,0,0.1357142857142857,0.10961649554093436,0.4900413229570982,0.1844155844155844,0.76206695932849,False,True,False,False,Tier2_discovery
731,GBP7,4,3,3,0,0.1357142857142857,0.176561574779831,0.5860179213600508,0.1261183261183261,0.9110241636301754,False,True,False,False,Tier2_discovery
732,CMTM4,4,3,2,0,0.13567821067821062,0.009276022039006087,0.20118234866976972,0.0054834054834054,0.64671284810115,False,True,False,False,Tier2_discovery
733,VIP,4,3,2,0,0.1356421356421356,0.005173214687384477,0.16535459008567055,0.0339105339105339,0.725900836175743,False,True,False,False,Tier2_discovery
734,SAMD10,4,3,3,0,0.1356060606060606,0.00298895717313641,0.14482978250292036,0.1095238095238095,0.3701570606117131,False,True,False,False,Tier2_discovery
735,IQCC,4,3,3,0,0.13560606060606056,0.052171568978862194,0.37249117787119207,0.1648629148629148,0.6875152239125389,False,True,False,False,Tier2_discovery
736,LPP,4,3,3,0,0.13560606060606056,0.12741425471946785,0.5201010682626407,0.1335497835497835,0.831389088628062,False,True,False,False,Tier2_discovery
737,SPC25,4,3,3,0,0.13549783549783545,0.1708179362717294,0.5787858200666941,0.1358585858585858,0.8542043573594921,False,True,False,False,Tier2_discovery
738,TMOD2,4,3,3,1,0.13546176046176045,0.00013156677108677078,0.09959553957535099,0.103030303030303,0.2318632186178979,False,True,False,False,Tier2_discovery
739,ANKDD1A,4,3,3,0,0.1354617604617604,0.2405162344251783,0.6572589882210051,0.1402597402597402,0.897550902465285,False,True,False,False,Tier2_discovery
740,COLEC10,4,3,3,1,0.13535353535353528,0.22398228093454592,0.6414449079620854,0.1432178932178932,0.9027211069672222,False,True,False,False,Tier2_discovery
741,WNT8A,4,3,3,1,0.1353174603174603,0.012679004428655704,0.22835827995868863,0.1294372294372294,0.7090227475480837,False,True,False,False,Tier2_discovery
742,ADTRP,4,4,3,0,0.13531746031746028,0.3288277170192031,0.7358128591343318,0.1341269841269841,0.9535569282067162,False,True,False,False,Tier2_discovery
743,HJURP,4,3,2,1,0.13528138528138525,0.01464037350484782,0.24041664019585177,0.0552669552669552,0.5683605070563273,False,True,False,False,Tier2_discovery
744,MRPL4,4,3,3,0,0.13528138528138525,0.06006953757786824,0.3927033311126653,0.1675324675324675,0.7216147627059671,False,True,False,False,Tier2_discovery
745,ZNF671,4,3,3,0,0.1352453102453102,0.08430899508262761,0.4493701869094861,0.1163059163059163,0.8437642615589794,False,True,False,False,Tier2_discovery
746,STK11,4,3,3,0,0.1352453102453102,0.228883691650634,0.6467312936212153,0.1387445887445887,0.8670993173970346,False,True,False,False,Tier2_discovery
747,RPL37A,4,4,3,0,0.1351370851370851,0.4807485620530628,0.8358701302082099,0.141991341991342,0.9517838322151948,False,True,False,False,Tier2_discovery
748,SPRED3,4,3,3,0,0.1351010101010101,0.045321796763955875,0.35251534627850195,0.122005772005772,0.7299421345616006,False,True,False,False,Tier2_discovery
749,ELAC2,4,4,3,0,0.135064935064935,0.20667760387394193,0.6199991945750017,0.1462481962481962,0.8545442588365633,False,True,False,False,Tier2_discovery
750,POLDIP3,4,4,2,0,0.13488455988455983,0.30463509246652787,0.7168136017300553,0.1863636363636363,0.901002890600799,False,True,False,False,Tier2_discovery
751,VPS26B,4,3,3,1,0.1348484848484848,0.006123898219600847,0.17650397553605063,0.1657287157287157,0.496679863834481,False,True,False,False,Tier2_discovery
752,PIK3AP1,4,3,3,0,0.1348484848484848,0.11300240403977549,0.49527170572851215,0.1022366522366522,0.831389088628062,False,True,False,False,Tier2_discovery
753,LAMA2,4,4,2,0,0.13481240981240974,0.24301271787878212,0.6602269642177168,0.2127705627705627,0.8616599734560026,False,True,False,False,Tier2_discovery
754,CBX4,4,3,3,0,0.1347402597402597,0.10749339269882072,0.48758008891892535,0.1103174603174603,0.8330804910697154,False,True,False,False,Tier2_discovery
755,APOC3,4,3,2,0,0.1346320346320346,0.0275650509199318,0.2925099160623143,0.0894660894660894,0.7180041590955528,False,True,False,False,Tier2_discovery
756,ADGRA2,4,3,3,0,0.13448773448773443,0.05974918445680994,0.39206192723157784,0.1036796536796536,0.7607175472376956,False,True,False,False,Tier2_discovery
757,SLC38A8,4,3,3,0,0.13437950937950935,0.09720078075490504,0.46786115075342216,0.1502164502164502,0.7751818654672793,False,True,False,False,Tier2_discovery
758,TTC23,4,4,3,0,0.13434343434343435,0.050896537130026405,0.36908299514891896,0.1227994227994228,0.6940887097563536,False,True,False,False,Tier2_discovery
759,FOS,4,3,3,0,0.13427128427128426,0.05246205794168951,0.37329002664064875,0.1115440115440115,0.8245655881467027,False,True,False,False,Tier2_discovery
760,EFL1,4,3,3,0,0.1342352092352092,0.021878349504931244,0.2733792051567396,0.1202020202020202,0.5988264360248491,False,True,False,False,Tier2_discovery
761,TRAPPC4,4,3,2,0,0.1342352092352092,0.1354653736325333,0.5316672757551814,0.058008658008658,0.8758863249615075,False,True,False,False,Tier2_discovery
762,C8ORF74,4,3,3,0,0.1342352092352092,0.2324784850146416,0.650356994833469,0.1171717171717171,0.9338090407048834,False,True,False,False,Tier2_discovery
763,TMOD4,4,4,3,0,0.1341269841269841,0.5027344536512779,0.8476807029338561,0.1397546897546897,0.9459076214146832,False,True,False,False,Tier2_discovery
764,GUCY1B1,4,3,2,1,0.13409090909090904,0.024984519456972644,0.28726381071403384,0.058080808080808,0.7136748398123853,False,True,False,False,Tier2_discovery
765,SLC35C2,4,3,3,0,0.13398268398268395,0.29993136055656183,0.7130232125218704,0.1538961038961039,0.9088127697762418,False,True,False,False,Tier2_discovery
766,CREM,4,3,3,0,0.1339105339105339,0.022058448578781354,0.273663203956198,0.1088023088023088,0.6008977572288304,False,True,False,False,Tier2_discovery
767,PIGX,4,4,2,0,0.13391053391053387,0.0809485235273532,0.4416963371050222,0.0756854256854256,0.7849640562643888,False,True,False,False,Tier2_discovery
768,TRIAP1,4,4,3,0,0.13387445887445887,0.1554027362608511,0.5590485650860492,0.125036075036075,0.8676739204171573,False,True,False,False,Tier2_discovery
769,GLI4,4,3,3,0,0.13380230880230876,0.08136328857398861,0.442710578950824,0.101082251082251,0.811079355758691,False,True,False,False,Tier2_discovery
770,NDUFA8,4,3,3,0,0.13373015873015864,0.24800928454938442,0.6643286756046651,0.1435786435786435,0.9001289323656362,False,True,False,False,Tier2_discovery
771,ZNF217,4,3,2,0,0.13369408369408364,0.04994032254088161,0.36576893487003004,0.074025974025974,0.7638579610899678,False,True,False,False,Tier2_discovery
772,ESD,4,3,2,0,0.13369408369408364,0.059432003057450895,0.3916939242012552,0.20007215007215,0.7062728170623054,False,True,False,False,Tier2_discovery
773,C22ORF31,4,4,2,0,0.13369408369408364,0.34393813221640634,0.7465749872257391,0.174025974025974,0.899872664131315,False,True,False,False,Tier2_discovery
774,HORMAD2,4,3,3,0,0.13358585858585856,0.17248824273394217,0.5807093097423024,0.1458874458874459,0.8090920522750273,False,True,False,False,Tier2_discovery
775,LAP3,4,3,2,0,0.1335497835497835,0.19295191733418246,0.6025418576692054,0.1888888888888888,0.8156799170966768,False,True,False,False,Tier2_discovery
776,ICE2,4,3,3,0,0.13351370851370845,0.2508511705577704,0.6677414629964717,0.1633477633477633,0.8427393237197482,False,True,False,False,Tier2_discovery
777,PCGF2,4,3,3,0,0.1334415584415584,0.18505851356147526,0.5940808878333199,0.1551948051948052,0.8758863249615075,False,True,False,False,Tier2_discovery
778,ATP7A,4,3,3,0,0.13340548340548336,0.00859731522921552,0.19679026901884236,0.1125541125541125,0.496853814545815,False,True,False,False,Tier2_discovery
779,APOBEC3G,4,3,2,0,0.13340548340548336,0.19180822558329966,0.6010265473483489,0.2228715728715728,0.807475001594393,False,True,False,False,Tier2_discovery
780,MEGF11,4,3,2,0,0.1333333333333333,0.017400665858344246,0.25294575284891974,0.1989177489177489,0.5149683058401591,False,True,False,False,Tier2_discovery
781,YIF1B,4,4,3,0,0.13329725829725825,0.18689097681176303,0.5957190261561262,0.1629148629148629,0.8504801765857662,False,True,False,False,Tier2_discovery
782,ACE,4,3,3,0,0.13326118326118325,0.05564982823464956,0.38325234582958995,0.1204184704184704,0.7216147627059671,False,True,False,False,Tier2_discovery
783,TCF25,4,4,2,1,0.1331529581529581,0.0031642528885030305,0.14774257220926934,0.0325396825396825,0.496679863834481,False,True,False,False,Tier2_discovery
784,ACTR1A,4,3,2,0,0.1331529581529581,0.13983554801573206,0.5384307499792779,0.2005772005772005,0.8306961186072773,False,True,False,False,Tier2_discovery
785,KLF13,4,3,2,0,0.1331168831168831,0.10607892973857971,0.4840306118767513,0.0865079365079365,0.8670993173970346,False,True,False,False,Tier2_discovery
786,DEFB136,4,4,3,0,0.1331168831168831,0.2897079259917991,0.7044929614106434,0.1221500721500721,0.9517838322151948,False,True,False,False,Tier2_discovery
787,POLR3K,4,3,3,0,0.13311688311688305,0.15383651978634383,0.5563239193605712,0.1627705627705627,0.8310855320513247,False,True,False,False,Tier2_discovery
788,CEMIP2,4,4,3,0,0.1329725829725829,0.24257502016292865,0.6598775550981076,0.116089466089466,0.916126119481432,False,True,False,False,Tier2_discovery
789,ALAS2,4,4,3,0,0.13290043290043285,0.10083989470769518,0.4761891965785974,0.1421356421356421,0.7706455129450958,False,True,False,False,Tier2_discovery
790,SMIM21,4,3,3,0,0.13290043290043285,0.18836236183088076,0.598516003148807,0.163059163059163,0.869593513581167,False,True,False,False,Tier2_discovery
791,H2AJ,4,3,2,0,0.1328282828282828,0.0677032035353707,0.41199120090174685,0.0721500721500721,0.7979625497532311,False,True,False,False,Tier2_discovery
792,ACSL5,4,3,2,0,0.1328282828282828,0.14063624165531322,0.5390179145571367,0.1935064935064935,0.807475001594393,False,True,False,False,Tier2_discovery
793,EPN3,4,3,3,0,0.13279220779220774,0.01646829020173183,0.25078170050003623,0.1256132756132756,0.5930505015925583,False,True,False,False,Tier2_discovery
794,YPEL3,4,3,2,0,0.13272005772005765,0.17358000342373636,0.5818141197053487,0.2176767676767676,0.8054678378161554,False,True,False,False,Tier2_discovery
795,TACC2,4,3,2,0,0.13268398268398265,0.0118757779977017,0.2212373470824368,0.0841269841269841,0.6905428542433183,False,True,False,False,Tier2_discovery
796,RASGRF1,4,3,2,0,0.13257575757575754,0.09888154734194013,0.4726989055540181,0.0648629148629148,0.8658522540793544,False,True,False,False,Tier2_discovery
797,TNNI1,4,3,3,0,0.13257575757575754,0.13834185030609217,0.5363513501771414,0.1414862914862915,0.816305853910745,False,True,False,False,Tier2_discovery
798,OSR1,4,3,3,0,0.13250360750360746,0.00963027662707987,0.20311848893998405,0.141053391053391,0.51368752205928,False,True,False,False,Tier2_discovery
799,NDUFC1,4,3,3,0,0.13239538239538234,0.2314679484402215,0.6493752760181278,0.116017316017316,0.9459076214146832,False,True,False,False,Tier2_discovery
800,RALGPS1,4,3,2,0,0.1323593073593073,0.2062700661205048,0.6190787354695639,0.1702741702741702,0.8751215798358545,False,True,False,False,Tier2_discovery
801,KCTD16,4,3,2,0,0.1323232323232323,0.009209344180134653,0.2003580659971697,0.0955988455988456,0.589644900717326,False,True,False,False,Tier2_discovery
802,FAF2,4,3,3,0,0.13232323232323226,0.12297660139427143,0.5134646848620087,0.109090909090909,0.831282657088031,False,True,False,False,Tier2_discovery
803,ISOC1,4,4,3,0,0.13217893217893215,0.12369262085263308,0.5141517174050788,0.1348484848484848,0.7934911229376498,False,True,False,False,Tier2_discovery
804,STXBP1,4,3,3,0,0.1321067821067821,0.01375242585148835,0.2354681413198831,0.1142135642135642,0.542663465268834,False,True,False,False,Tier2_discovery
805,LYPD4,4,3,3,0,0.13210678210678206,0.09292785255702737,0.4615447751674394,0.1281385281385281,0.807475001594393,False,True,False,False,Tier2_discovery
806,DEFB1,4,4,2,0,0.13196248196248195,0.16823783612130208,0.5755162372016761,0.0984126984126984,0.902758777342058,False,True,False,False,Tier2_discovery
807,BAD,4,3,2,0,0.1319264069264069,0.03616291719642908,0.3253427716359715,0.0866522366522366,0.7150907179515695,False,True,False,False,Tier2_discovery
808,ZCCHC3,4,3,3,0,0.13189033189033186,0.18215283456383463,0.5917144691180274,0.119047619047619,0.7907445884458597,False,True,False,False,Tier2_discovery
809,DERL2,4,3,3,1,0.1318181818181818,0.09156079913335655,0.45937318237663083,0.1075036075036075,0.6941541064307214,False,True,False,False,Tier2_discovery
810,KIDINS220,4,3,3,0,0.13178210678210675,0.13285215185755897,0.5267905002292861,0.1561327561327561,0.8324762666804852,False,True,False,False,Tier2_discovery
811,FEN1,4,3,3,0,0.1317460317460317,0.0626727935986409,0.397669299739487,0.1007215007215007,0.780598953290076,False,True,False,False,Tier2_discovery
812,ZNF580,4,4,4,0,0.1316738816738816,0.18571425947380946,0.5943741833948872,0.1287878787878787,0.8823342356666672,False,True,False,False,Tier2_discovery
813,MAPK12,4,3,2,0,0.13163780663780664,0.322579861754911,0.7307644257526716,0.1751803751803752,0.912934419121307,False,True,False,False,Tier2_discovery
814,PPP2R5E,4,4,2,0,0.1316017316017316,0.35950129355817656,0.7575763764407437,0.1880952380952381,0.9262472823354504,False,True,False,False,Tier2_discovery
815,PDE7A,4,3,2,0,0.13160173160173155,0.05158664517595143,0.3716872589001968,0.2103174603174603,0.696093115111252,False,True,False,False,Tier2_discovery
816,POU2F1,4,4,3,1,0.13160173160173155,0.2658052945590138,0.6830601194524545,0.1194083694083694,0.9393898865397284,False,True,False,False,Tier2_discovery
817,CHN1,4,4,2,0,0.1315656565656565,0.07471722425708446,0.42821931851255707,0.0819624819624819,0.8670993173970346,False,True,False,False,Tier2_discovery
818,SLC39A12,4,3,2,0,0.13149350649350647,0.003341478948307894,0.14815125221376277,0.2558441558441558,0.5591284994988994,False,True,False,False,Tier2_discovery
819,B4GAT1,4,3,2,1,0.13145743145743144,0.026037645573837753,0.2894588892816695,0.0170995670995671,0.7442754399172081,False,True,False,False,Tier2_discovery
820,UBE2T,4,3,3,0,0.13142135642135638,0.20905939613045857,0.6221480952701912,0.1455988455988456,0.8787099712609598,False,True,False,False,Tier2_discovery
821,NELFA,4,3,2,0,0.13142135642135636,0.06961463841873246,0.4172610795379075,0.2042568542568542,0.7865760484439962,False,True,False,False,Tier2_discovery
822,TP53TG5,4,3,2,0,0.13142135642135636,0.256832698736182,0.6743686592812363,0.1855699855699855,0.891074758230014,False,True,False,False,Tier2_discovery
823,CMTM2,4,3,2,1,0.1313492063492063,0.049426076358811334,0.3644601659909549,0.2231601731601731,0.6008977572288304,False,True,False,False,Tier2_discovery
824,OBSCN,4,3,2,0,0.1312409812409812,0.04253509618300404,0.34619363587958674,0.2004329004329004,0.5821084681056179,False,True,False,False,Tier2_discovery
825,KMT2E,4,3,2,0,0.13120490620490616,0.1290799312571154,0.5220660465296006,0.1791486291486291,0.7979625497532311,False,True,False,False,Tier2_discovery
826,ZSCAN18,4,3,2,1,0.13116883116883116,0.07975820879705561,0.44028154589766433,0.0543290043290043,0.8180353103986973,False,True,False,False,Tier2_discovery
827,SGSH,4,3,3,0,0.1311688311688311,0.04775678182437849,0.35840341517921664,0.1134920634920634,0.7427912428223443,False,True,False,False,Tier2_discovery
828,ZMYND15,4,3,2,0,0.13098845598845596,0.03405733555357177,0.31835754668754396,0.0521645021645021,0.720449643915976,False,True,False,False,Tier2_discovery
829,CCDC83,4,4,3,0,0.13095238095238096,0.3133222756044209,0.7235916264678606,0.1549062049062049,0.8893512942129507,False,True,False,False,Tier2_discovery
830,MAPK1,4,3,3,0,0.13091630591630588,0.07349529454256128,0.42507378113958594,0.1327561327561327,0.780598953290076,False,True,False,False,Tier2_discovery
831,PTGDR,4,3,2,1,0.13088023088023085,0.04770949409292538,0.3582679965618171,0.1681096681096681,0.7068093880059902,False,True,False,False,Tier2_discovery
832,PPP1R9A,4,3,3,0,0.13084415584415582,0.32708048182363575,0.735058092306399,0.1501443001443001,0.908560915066402,False,True,False,False,Tier2_discovery
833,CHMP4B,4,3,2,0,0.1308441558441558,0.12409115506241837,0.5146803839116814,0.0839105339105339,0.8797308888646432,False,True,False,False,Tier2_discovery
834,SMIM6,4,3,2,0,0.1308080808080808,0.008718172150609008,0.19679026901884236,0.0574314574314574,0.5895442326092365,False,True,False,False,Tier2_discovery
835,PCDH19,4,3,2,1,0.13077200577200576,0.013570407877936036,0.23429077381332886,0.0629148629148629,0.6637573534431441,False,True,False,False,Tier2_discovery
836,LMO2,4,3,3,1,0.13066378066378065,0.0013256265079300339,0.12118559034146142,0.1264069264069264,0.2318632186178979,False,True,False,False,Tier2_discovery
837,TYMP,4,3,3,0,0.1306277056277056,0.10541507627918313,0.483418785564718,0.1396103896103896,0.7337606116522084,False,True,False,False,Tier2_discovery
838,FHIP1A,4,4,3,0,0.13059163059163056,0.28037540809738276,0.6952534557586346,0.1447330447330447,0.875712739634967,False,True,False,False,Tier2_discovery
839,SCEL,4,4,4,0,0.13055555555555554,0.13759713180857067,0.535267644367321,0.1466089466089466,0.831658972644539,False,True,False,False,Tier2_discovery
840,DNAJC5G,4,3,2,0,0.1305555555555555,0.12123371637474428,0.5100167497945731,0.0645743145743145,0.8751215798358545,False,True,False,False,Tier2_discovery
841,COLEC11,4,3,3,0,0.1303391053391053,0.22836682071333397,0.6460759739861971,0.1212842712842712,0.8959324394359556,False,True,False,False,Tier2_discovery
842,HMMR,4,3,2,0,0.13030303030303025,0.026852252211238947,0.2908418462731541,0.0808802308802308,0.6732271571276084,False,True,False,False,Tier2_discovery
843,HIRIP3,4,4,2,0,0.1302308802308802,0.030230357820648885,0.30265142888155677,0.0252525252525252,0.8306961186072773,False,True,False,False,Tier2_discovery
844,ZNF354A,4,3,3,0,0.1302308802308802,0.2934298369334333,0.7079316499848112,0.119047619047619,0.9426948807754888,False,True,False,False,Tier2_discovery
845,ASB11,4,3,3,0,0.13012265512265508,0.06278168838353428,0.39792947852745775,0.1143578643578643,0.7442754399172081,False,True,False,False,Tier2_discovery
846,GCG,4,3,3,1,0.13012265512265503,0.1512639834118341,0.5542939888862422,0.1541847041847041,0.8437642615589794,False,True,False,False,Tier2_discovery
847,ARHGEF12,4,3,3,0,0.13005050505050506,0.43447134375578755,0.8074319823546946,0.1406926406926407,0.8880112797805637,False,True,False,False,Tier2_discovery
848,LRRC63,4,4,2,0,0.130050505050505,0.12554283405096292,0.5164936510555278,0.089033189033189,0.8880112797805637,False,True,False,False,Tier2_discovery
849,URGCP,4,4,3,0,0.130050505050505,0.19401564540092314,0.603920767616747,0.1102453102453102,0.8963451126315933,False,True,False,False,Tier2_discovery
850,SSMEM1,4,3,3,0,0.130050505050505,0.34228593946708874,0.7456549790741716,0.1335497835497835,0.9517838322151948,False,True,False,False,Tier2_discovery
851,GNB4,4,4,3,1,0.12994227994227994,0.03906734206564103,0.33457723465134626,0.1126984126984127,0.7216147627059671,False,True,False,False,Tier2_discovery
852,YARS2,4,3,2,0,0.12994227994227991,0.0256742603253305,0.2882073947343388,0.0829725829725829,0.71075484652038,False,True,False,False,Tier2_discovery
853,LOX,4,3,3,0,0.12994227994227991,0.04725952332596867,0.3566315011050901,0.1186147186147186,0.739452341300518,False,True,False,False,Tier2_discovery
854,PGGT1B,4,4,2,0,0.1298701298701298,0.09844452268167259,0.4716491856561654,0.0888888888888888,0.8740798945083932,False,True,False,False,Tier2_discovery
855,TPK1,4,3,3,0,0.1298701298701298,0.3204896722030583,0.7298476480058037,0.1049783549783549,0.9541390919155908,False,True,False,False,Tier2_discovery
856,NEMP2,4,3,3,0,0.1298340548340548,0.26045091974007306,0.6795156758758194,0.1444444444444444,0.908560915066402,False,True,False,False,Tier2_discovery
857,RBAK,4,4,3,0,0.12976190476190474,0.2903470031643458,0.7052103341308887,0.1375901875901876,0.9329537969053132,False,True,False,False,Tier2_discovery
858,DYNC1LI1,4,3,2,0,0.1297619047619047,0.07519261891048604,0.42999404746190517,0.0669552669552669,0.8330804910697154,False,True,False,False,Tier2_discovery
859,PANK1,4,4,3,0,0.12965367965367966,0.16299658161088815,0.5695615677623361,0.1088023088023088,0.8767425777578354,False,True,False,False,Tier2_discovery
860,ZNF836,4,3,3,0,0.1296536796536796,0.23696166216695078,0.6552322413961958,0.1533910533910533,0.8670993173970346,False,True,False,False,Tier2_discovery
861,WDR12,4,3,3,0,0.1296176046176046,0.053348238592373115,0.37676595648596123,0.1558441558441558,0.6832712536116361,False,True,False,False,Tier2_discovery
862,MARS2,4,3,2,0,0.12958152958152955,0.06926727577793364,0.41667176454406135,0.0821067821067821,0.7956313615103986,False,True,False,False,Tier2_discovery
863,GRSF1,4,3,2,0,0.12958152958152955,0.1704067791138036,0.5782796487340082,0.1832611832611832,0.8076961978007503,False,True,False,False,Tier2_discovery
864,CCRL2,4,3,3,0,0.12958152958152955,0.28961029433601115,0.7044910957161039,0.1373015873015873,0.9063588136683196,False,True,False,False,Tier2_discovery
865,RAD51AP1,4,3,2,0,0.1295454545454545,0.418076309332645,0.797371393280452,0.1701298701298701,0.9368691426148632,False,True,False,False,Tier2_discovery
866,PCSK1N,4,3,2,1,0.12950937950937946,0.022193911691867175,0.273663203956198,0.0505772005772005,0.7737597899687044,False,True,False,False,Tier2_discovery
867,MOV10,4,3,2,0,0.12950937950937946,0.02290049150507307,0.27729230508660796,0.0769841269841269,0.7855206735843991,False,True,False,False,Tier2_discovery
868,ITGB4,4,4,2,0,0.1294733044733044,0.13857366933763915,0.5363513501771414,0.1671717171717171,0.82868066888928,False,True,False,False,Tier2_discovery
869,NDST2,4,3,3,0,0.1294372294372294,0.052306462602474506,0.37289837254636155,0.1282106782106782,0.7258554717379273,False,True,False,False,Tier2_discovery
870,MARK4,4,3,2,0,0.1294372294372294,0.09261366619684586,0.46114304688672464,0.0839826839826839,0.831282657088031,False,True,False,False,Tier2_discovery
871,SLC2A4,4,4,2,1,0.1294011544011544,0.027348619875306544,0.29231147169317934,0.2085858585858586,0.5821084681056179,False,True,False,False,Tier2_discovery
872,COA5,4,4,3,0,0.12940115440115435,0.24278943340195527,0.6598775550981076,0.1138528138528138,0.9286053328689068,False,True,False,False,Tier2_discovery
873,DDX54,4,3,3,0,0.1293650793650793,0.19092744778200144,0.599980963787138,0.1316738816738816,0.856435849928763,False,True,False,False,Tier2_discovery
874,REEP2,4,3,3,0,0.1293650793650793,0.19685666654958636,0.6077381153622399,0.1222943722943722,0.8899480501047652,False,True,False,False,Tier2_discovery
875,FAM216B,4,3,2,0,0.1293290043290043,0.04398427309194244,0.3502858916627136,0.029004329004329,0.7936189686109959,False,True,False,False,Tier2_discovery
876,OTUD6A,4,3,3,0,0.12929292929292924,0.20492008319547644,0.6174385058608352,0.1139249639249639,0.8829704155075043,False,True,False,False,Tier2_discovery
877,NTNG1,4,3,3,0,0.12918470418470415,0.4567925359303503,0.8240853702595569,0.1344155844155844,0.8758863249615075,False,True,False,False,Tier2_discovery
878,ZNF771,4,4,2,0,0.12911255411255404,0.28255357245391366,0.6977953316507136,0.2179653679653679,0.869593513581167,False,True,False,False,Tier2_discovery
879,NLGN4X,4,3,2,0,0.12907647907647904,0.009821722434985834,0.20360782245620151,0.0519480519480519,0.543415689090802,False,True,False,False,Tier2_discovery
880,HACD3,4,3,2,0,0.129004329004329,0.10187601490779527,0.4775655069791695,0.1663059163059163,0.7722401601565412,False,True,False,False,Tier2_discovery
881,ELF2,4,3,3,0,0.12900432900432895,0.1436122067572501,0.5426428865445531,0.1384559884559884,0.8362620328919096,False,True,False,False,Tier2_discovery
882,SERTAD4,4,4,2,1,0.1289682539682539,0.045824263610222564,0.35359594040540304,0.1816738816738816,0.5646448830801327,False,True,False,False,Tier2_discovery
883,CLK2,4,4,3,0,0.1289682539682539,0.373873966518169,0.7664915033897945,0.122077922077922,0.971221626147934,False,True,False,False,Tier2_discovery
884,SPATA20,4,3,2,0,0.1289321789321789,0.04733404592080303,0.3568252348886519,0.0961760461760461,0.799969231442879,False,True,False,False,Tier2_discovery
885,SLC26A6,4,3,2,0,0.1288961038961039,0.08745427227162113,0.452601976126802,0.0740981240981241,0.8670993173970346,False,True,False,False,Tier2_discovery
886,PIGQ,4,3,2,0,0.12882395382395376,0.19099323528679107,0.599980963787138,0.2104617604617604,0.8068938169777937,False,True,False,False,Tier2_discovery
887,HAND1,4,3,3,0,0.12878787878787876,0.3083059323514937,0.7189387166972561,0.1197691197691197,0.9550149242837236,False,True,False,False,Tier2_discovery
888,CFAP97,4,4,2,1,0.1287518037518037,0.011595298360441358,0.217967083821012,0.0427128427128427,0.6442862054610886,False,True,False,False,Tier2_discovery
