mcop_log2,spline_linear_predictor,spline_log_OR_vs_median,OR_vs_median
-2.8365012677171206,-0.9380454415906355,-1.9109984901523072,0.147932603579918
-2.7635403000695984,-0.9139168773291844,-1.886869925890856,0.15154541561932097
-2.6905793324220766,-0.8897883130677334,-1.862741361629405,0.15524645980306662
-2.6176183647745543,-0.8656597488062824,-1.838612797367954,0.15903789093777385
-2.544657397127032,-0.8415311845448312,-1.8144842331065028,0.16292191645477794
-2.4716964294795103,-0.8174026202833803,-1.790355668845052,0.16690079769533173
-2.398735461831988,-0.7932740560219291,-1.7662271045836007,0.17097685122719503
-2.325774494184466,-0.7691454917604781,-1.7420985403221496,0.17515245019337636
-2.252813526536944,-0.7450169274990271,-1.7179699760606988,0.17943002569381494
-2.1798525588894218,-0.720888363237576,-1.6938414117992475,0.18381206820080565
-2.1068915912419,-0.696759798976125,-1.6697128475377967,0.18830112900899093
-2.0339306235943777,-0.6726312347146739,-1.6455842832763454,0.19289982172076586
-1.9609696559468555,-0.6485026704532229,-1.6214557190148944,0.19761082376795808
-1.8880086882993334,-0.6243741061917718,-1.5973271547534433,0.20243687797067159
-1.8150477206518114,-0.6002455419303208,-1.5731985904919923,0.20738079413419994
-1.7420867530042892,-0.5761169776688696,-1.5490700262305412,0.21244545068493945
-1.6691257853567671,-0.5519884134074186,-1.5249414619690902,0.2176337963462547
-1.5961648177092451,-0.5278598491459676,-1.5008128977076391,0.22294885185527205
-1.5232038500617229,-0.5037312848845165,-1.476684333446188,0.22839371172160064
-1.4502428824142009,-0.4796027206230654,-1.452555769184737,0.23397154602900508
-1.3772819147666788,-0.45547415636161437,-1.428427204923286,0.23968560228107838
-1.3043209471191566,-0.43134559210016327,-1.404298640661835,0.24553920729199014
-1.2313599794716346,-0.4072170278387123,-1.380170076400384,0.2515357691234104
-1.1583990118241125,-0.38308846357726123,-1.3560415121389329,0.2576787790687373
-1.0854380441765903,-0.3589598993158101,-1.3319129478774818,0.26397181368578343
-1.0124770765290683,-0.3348313350543591,-1.3077843836160308,0.27041853687910455
-0.9395161088815462,-0.31070277079290803,-1.2836558193545797,0.27702270203318274
-0.8665551412340242,-0.286574206531457,-1.2595272550931287,0.2837881541977067
-0.7935941735865022,-0.262445642270006,-1.2353986908316776,0.29071883232622037
-0.72063320593898,-0.23831707800855487,-1.2112701265702266,0.29781877156944425
-0.6476722382914577,-0.21418851374710376,-1.1871415623087753,0.3050921056246042
-0.5747112706439359,-0.1900599494856528,-1.1630129980473245,0.3125430691421353
-0.5017503029964137,-0.1659313852242017,-1.1388844337858735,0.320176000191163
-0.4287893353488914,-0.1418028209627506,-1.1147558695244222,0.32799534278519515
-0.3558283677013696,-0.11767425670129963,-1.0906273052629714,0.3360056494694973
-0.28286740005384736,-0.09354569243984852,-1.06649874100152,0.3442115839716574
-0.20990643240632512,-0.06941712817839742,-1.042370176740069,0.35261792391688085
-0.13694546475880331,-0.04528856391694645,-1.018241612478618,0.3612295636096005
-0.06398449711128107,-0.021159999655495348,-0.994113048217167,0.3700515168830181
0.008976470536241177,0.0029685646059557586,-0.9699844839557159,0.3790889200182373
0.08193743818376298,0.027097128867406717,-0.945855919694265,0.38834703473468823
0.15489840583128522,0.05122569312885782,-0.9217273554328138,0.3978312512535841
0.22785937347880747,0.07535425739030893,-0.8975987911713628,0.4075470914361928
0.30082034112632927,0.0994828216517599,-0.8734702269099117,0.4175002119987529
0.3737813087738515,0.123611385913211,-0.8493416626484607,0.4276964078059032
0.44674227642137376,0.1477399501746621,-0.8252130983870095,0.4381416152445447
0.5197032440688956,0.17186851443611306,-0.8010845341255586,0.44884191568009946
0.5926642117164178,0.19599707869756416,-0.7769559698641075,0.4598035389971779
0.6656251793639401,0.2201256429590153,-0.7528274056026564,0.4710328672267164
0.7385861470114619,0.24425420722046623,-0.7286988413412054,0.4825364382616967
0.8115471146589841,0.26838277148191736,-0.7045702770797543,0.4943209496636115
0.8845080823065059,0.2925113357433683,-0.6804417128183033,0.5063932625618902
0.9574690499540282,0.3166399000048194,-0.6563131485568523,0.5187604056485579
1.0304300176015504,0.3407684642662705,-0.6321845842954011,0.5314295792704511
1.1033909852490722,0.3648970285277215,-0.6080560200339502,0.5444081596213736
1.1763519528965949,0.38902559278917276,-0.5839274557724989,0.5577037030366341
1.2493129205441162,0.4131541570506235,-0.5597988915110481,0.5713239503924635
1.3222738881916385,0.4372827213120747,-0.535670327249597,0.5852768316128774
