mcop_log2,spline_linear_predictor,spline_log_OR_vs_median,OR_vs_median
1.3952348558391607,0.4614112855735258,-0.5115417629881458,0.5995704702866016
1.468195823486683,0.4855398498349769,-0.48741319872669475,0.6142131883967558
1.5411567911342052,0.5096684140964279,-0.4632846344652437,0.6292135111660436
1.6141177587817275,0.5337969783578791,-0.43915607020379255,0.6445801720202726
1.6870787264292488,0.5579255426193299,-0.4150275059423417,0.6603221176730927
1.760039694076771,0.582054106880781,-0.3908989416808907,0.676448513334916
1.8330006617242933,0.6061826711422321,-0.3667703774194395,0.6929687480490462
1.9059616293718156,0.6303112354036832,-0.3426418131579885,0.7098924401581294
1.9789225970193378,0.6544397996651343,-0.3185132488965373,0.7272294429041055
2.051883564666859,0.6785683639265851,-0.2943846846350865,0.7449898501649218
2.1248445323143814,0.7026969281880362,-0.27025612037363544,0.7631840023313494
2.1978054999619037,0.7268254924494874,-0.2461275561121843,0.7818224923273217
2.270766467609426,0.7509540471832244,-0.2219990013784472,0.8009161641464033
2.343727435256948,0.7750717914119836,-0.19788125714968807,0.8204672719762834
2.4166884029044704,0.799136414033287,-0.1738166345283847,0.8404509932228386
2.4896493705519918,0.8230998835887708,-0.1498531649729008,0.8608343677832129
2.562610338199514,0.8469141686200725,-0.12603887994159912,0.881580570315998
2.6355713058470362,0.8705312376688281,-0.10242181089284352,0.9026487242916378
2.7085322734945585,0.8939030592766741,-0.07904998928499751,0.9239937335044903
2.7814932411420807,0.9169816019852473,-0.05597144657642439,0.9455661346553024
2.854454208789603,0.939718834336184,-0.03323421422548767,0.9673119748303911
2.9274151764371243,0.9620667248711204,-0.010886323690551203,0.9891727178883929
3.0003761440846466,0.9839772421316939,0.011024193570022267,1.0110851839090087
3.073337111732169,1.0054023546595405,0.03244930609786889,1.0329815259522552
3.146298079379691,1.026294030996297,0.05334098243462526,1.0547892484126087
3.2192590470272133,1.0466042396835995,0.07365119112192786,1.0764312712211463
3.2922200146747356,1.066284949263085,0.0933319007014134,1.0978260440416163
3.365180982322257,1.0852881282763898,0.11233507971471812,1.1188877144147384
3.438141949969779,1.1035657452651506,0.13061269670347897,1.1395263535210978
3.5111029176173014,1.121069768771004,0.14811672020933242,1.1596482428496426
3.5840638852648237,1.1377521673355864,0.16479911877391473,1.1791562245702567
3.657024852912346,1.1535649095005343,0.1806118609388626,1.197950117810758
3.729985820559868,1.1684599638074842,0.19550691524581254,1.2159272023285923
3.8029467882073895,1.1823900856997402,0.2094370371380686,1.2329837404817847
3.8759077558549118,1.1953453292231084,0.2223922806614368,1.2490612643504584
3.948868723502434,1.2073684834638074,0.2344154349021358,1.2641695632926082
4.021829691149956,1.2185063282453519,0.24555327968368024,1.278328390708691
4.0947906587974785,1.2288056433912562,0.25585259482958456,1.2915623309418032
4.167751626445001,1.2383132087250348,0.26536016016336317,1.303900504239186
4.240712594092522,1.2470758040702024,0.2741227555085307,1.315376262010436
4.313673561740044,1.2551402092502735,0.28218716068860183,1.3260268768668402
4.386634529387567,1.2625532040887626,0.28960015552709095,1.3358932316977792
4.459595497035089,1.2693615684091843,0.2964085198475127,1.3450195117790666
4.532556464682611,1.2756120820350532,0.3026590334733815,1.3534529036228753
4.605517432330132,1.2813515247898835,0.3083984762282118,1.361243303977596
4.678478399977655,1.2866266764971899,0.31367362793551823,1.3684430420762743
4.751439367625177,1.2914843169804868,0.3185312684188152,1.3751066179212652
4.824400335272699,1.2959712260632892,0.32301817750161754,1.3812904590869817
4.897361302920221,1.3001341835691111,0.3271811350074395,1.3870526982279645
4.970322270567744,1.3040199693214674,0.3310669207597957,1.3924529732012378
5.043283238215265,1.3076753631438722,0.3347223145822006,1.3975522514545757
5.116244205862787,1.3111471448598406,0.338194096298169,1.4024126800999344
5.18920517351031,1.3144820942928865,0.3415290457312149,1.407097462887212
5.262166141157832,1.317726991266525,0.3447739427048534,1.4116707651206106
5.335127108805353,1.32092861560427,0.34797556704259847,1.4161976474205151
5.408088076452876,1.3241337471296366,0.35118069856796497,1.4207440291300533
5.481049044100398,1.3273891656661392,0.35443611710446754,1.4253766820989755
5.554010011747921,1.3307416510372923,0.3577886024756206,1.4301632555497437
5.626970979395442,1.33423798306661,0.36128493450493837,1.4351723327430699
5.6999319470429635,1.3379249415776076,0.3649718930159359,1.4404735202139454
5.772892914690487,1.341849306393799,0.3688962578321274,1.446137570445888
5.845853882338008,1.3460578573386988,0.3731048087770271,1.452236538992338
5.918814849985531,1.3505973742358222,0.3776443256741505,1.4588439772417665
5.9917758176330524,1.3555146369086828,0.38256158834701115,1.4660351622595
6.064736785280576,1.3608564251807953,0.38790337661912366,1.473887365427478
6.137697752928097,1.3666695188756748,0.39371647031400314,1.4824801619466974
6.210658720575618,1.3730006978168356,0.400047649255164,1.4918957836705329
6.283619688223141,1.3798967418277917,0.40694369326612,1.5022195182059102
6.356580655870663,1.3874044307320579,0.41445138217038624,1.5135401577601943
6.429541623518186,1.3955705443531492,0.42261749579147756,1.5259505018327701
6.502502591165707,1.4044418625145798,0.43148881395290817,1.539547918561512
6.575463558813229,1.4140651650398641,0.4411121164781925,1.5544349703474205
6.648424526460752,1.4244872317525172,0.4515341831908456,1.5707201103097397
6.721385494108273,1.4357548424760527,0.46280179391438103,1.5885184571856943
6.794346461755796,1.447914777033986,0.4749617284723143,1.6079526575035268
6.867307429403318,1.4610138152498309,0.48806076668815923,1.629153845248414
6.940268397050839,1.475098400878297,0.5021453523166254,1.6522621555623778
7.013229364698362,1.4902045745654795,0.5172515260038079,1.6774109877367194
7.0861903323458835,1.5063562280445781,0.5334031794829065,1.7047239295671808
7.159151299993407,1.523576565182802,0.5506235166211303,1.7343340669236638
7.232112267640928,1.5418887898473561,0.5689357412856845,1.7663861588706924
7.305073235288451,1.5613161059054497,0.588363057343778,1.8010378054578648
7.3780342029359725,1.5818817172242878,0.6089286686626162,1.838460742751083
7.450995170583494,1.6036088276710785,0.6306557791094068,1.878842280875778
7.523956138231017,1.62652064111303,0.6535675925513583,1.922386902947255
7.596917105878538,1.6506403614173475,0.6776873128556758,1.9693180451717704
7.669878073526061,1.6759911924512392,0.7030381438895675,2.019880081162115
7.742839041173583,1.7025963380819114,0.7296432895202397,2.074340536678405
7.815800008821104,1.7304790021765701,0.7575259536148985,2.1329925646430454
7.888760976468627,1.759662388602425,0.7867093400407533,2.1961577144632325
7.961721944116149,1.7901697012266817,0.8172166526650101,2.264189034513058
8.03468291176367,1.8220241439165519,0.8490710953548802,2.3374745521831577
8.107643879411192,1.8552489205392344,0.8822958719775628,2.4164411823194003
8.180604847058717,1.8898672349619423,0.9169141864002707,2.50155912228571
8.253565814706239,1.9259022910518782,0.9529492424902065,2.5933468004653553
8.32652678235376,1.9633772926762505,0.9904242441145789,2.6923764549576803
8.399487750001281,2.00231544370227,1.0293623951405984,2.79928043076297
8.472448717648803,2.042739947997139,1.0697868994354676,2.9147582971514123
8.545409685296327,2.0846740094280696,1.111720960866398,3.039584902505105
8.618370652943849,2.1281408318622637,1.1551877833005921,3.1746195020867116
8.69133162059137,2.17316361916693,1.2002105706052584,3.320816115378622
8.764292588238892,2.219765575209279,1.2468125266476076,3.4792352943887215
8.837253555886413,2.2679699038565126,1.2950168552948411,3.6510575132735084
8.910214523533938,2.317799808975843,1.3448467604141716,3.8375984235466887
8.98317549118146,2.369278494434472,1.3963254458728005,4.04032625892812
9.05613645882898,2.42242916409961,1.4494761155379385,4.260881720628582
9.129097426476502,2.4772750218384623,1.5043219732767907,4.501100728853044
9.202058394124023,2.5338392715182385,1.560886222956567,4.763040491091659
9.275019361771548,2.592145117006146,1.6191920684444745,5.049009414211073
9.34798032941907,2.6522157621693876,1.679262713607716,5.361601477693661
9.420941297066591,2.714074410875171,1.7411213623134993,5.7037357922845855
9.493902264714112,2.7777442669907093,1.8047912184290378,6.07870219503289
9.566863232361634,2.8432485343832017,1.8702954858215302,6.490213882159135
9.639824200009159,2.910610416919864,1.9376573683581926,6.942468260069016
9.71278516765668,2.9798531184678945,2.006900069906223,7.440217407871923
9.785746135304201,3.0509998428945027,2.078046794332831,7.98884979888823
9.858707102951723,3.1240737940668986,2.151120745505227,8.594485232247944
9.931668070599244,3.1990981758522876,2.226145127290616,9.264085289037828
10.004629038246769,3.2760961921178815,2.30314314355621,10.005582063013481
10.07759000589429,3.3550910467308745,2.382137998169203,10.828028438882228
10.150550973541812,3.436105943558486,2.4631528949968144,11.741773820198718
10.223511941189333,3.5191640864679186,2.546211037906247,12.75866996678988
10.296472908836858,3.6042886793263804,2.631335630764709,13.892312516320139
10.36943387648438,3.6915029260010797,2.718549877439408,15.158324870488702
10.4423948441319,3.7808300303592177,2.807876981797546,16.5746924657552
10.515355811779422,3.872293196268008,2.8993401477063365,18.162157073622886
10.588316779426943,3.9659156275946543,2.992962579032983,19.94468275088324
10.661277747074468,4.06172052820637,3.088767479644699,21.950007465712503
10.73423871472199,4.1597311019703485,3.186778053408677,24.210297360151518
10.807199682369511,4.259970552753808,3.2870175041921366,26.762924196382233
10.880160650017032,4.362462084423951,3.3895090358622797,29.651390926534084
10.953121617664554,4.467228900847989,3.494275852286317,32.92643571463251
11.026082585312079,4.57429420589313,3.6013411573314587,36.64735136351691
11.0990435529596,4.683681203426572,3.7107281548649,40.88356525813014
11.172004520607121,4.795413097315529,3.8224600487538574,45.71653500460971
11.244965488254643,4.909513091427205,3.9365600428655334,51.24202739359537
11.317926455902164,5.026004389628809,4.053051341067137,57.57286374000718
11.390887423549689,5.144910195787551,4.171957147225879,64.8422337997163
11.46384839119721,5.2662537137706344,4.293300665208963,73.20770428390087
11.536809358844732,5.390058147445261,4.41710509888359,82.85607768557443
11.609770326492253,5.516346700678648,4.543393652116976,94.00929422506715
11.682731294139774,5.645142577337997,4.672189528776325,106.93161615306303
