database,DRUG_NAME,drug_key,n_trajectory_rows,n_trajectories_n20,n_trajectories_n30,max_crc_n,median_crc_n,any_trajectory_n20,any_trajectory_n30,three_trajectories_n20,three_trajectories_n30,all_four_trajectories_n20,primary_discovery_gate,SYNONYMS,TARGET,TARGET_PATHWAY,prism_name,prism_disease_area,prism_indication,prism_phase,prism_name_count_by_key,clinical_status,clinical_context,approved_nononcology_high_confidence,annotation_source
GDSC2,THR-101,THR101,6,6,6,36,35.0,True,True,True,True,True,TierB_moderate_candidate,WIMM synthesis,Mutant RAS,PI3K/MTOR signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,THR-102,THR102,6,6,6,36,35.0,True,True,True,True,True,none,WIMM synthesis,Mutant RAS,PI3K/MTOR signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,THR-103,THR103,6,6,6,36,35.0,True,True,True,True,True,none,WIMM synthesis,Mutant RAS,PI3K/MTOR signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,TW 37,TW37,6,6,0,22,21.0,True,False,True,False,True,none,"TW37, TW-37","BCL2, BCL-XL, MCL1",Apoptosis regulation,TW-37,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Talazoparib,TALAZOPARIB,6,6,6,38,37.0,True,True,True,True,True,none,"BMN-673, BMN 973","PARP1, PARP2",Genome integrity,talazoparib,,,Phase 3,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Tamoxifen,TAMOXIFEN,6,6,6,38,37.0,True,True,True,True,True,none,"Nolvadex, Soltamox, Zynoplex, ICI-46474, Kessar",ESR1,Hormone-related,tamoxifen,oncology,breast cancer,Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Tanespimycin,TANESPIMYCIN,6,6,6,39,38.0,True,True,True,True,True,none,"17-AAG, BMS-722782",HSP90,Protein stability and degradation,tanespimycin,,,Phase 3,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Taselisib,TASELISIB,6,6,6,40,39.0,True,True,True,True,True,none,"GDC-0032, GDC0032, RG7604",PI3K (beta sparing),PI3K/MTOR signaling,taselisib,,,Phase 3,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Telomerase Inhibitor IX,TELOMERASEINHIBITORIX,6,6,6,38,37.0,True,True,True,True,True,TierA_strong_collateral,"MST-312, MST 312, MST312",Telomerase,Genome integrity,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Temozolomide,TEMOZOLOMIDE,6,6,6,39,38.0,True,True,True,True,True,none,"Temodar, Temodal, M-39831, SCH 52365",DNA alkylating agent,DNA replication,temozolomide,oncology,"glioblastoma, astrocytoma",Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Temsirolimus,TEMSIROLIMUS,6,6,6,38,37.0,True,True,True,True,True,none,"CCI-779, Torisel",MTOR,PI3K/MTOR signaling,temsirolimus,oncology,renal cell carcinoma (RCC),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Teniposide,TENIPOSIDE,6,6,6,39,38.0,True,True,True,True,True,none,Vumon,,DNA replication,teniposide,hematologic malignancy,acute lymphoblastic leukemia (ALL),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Topotecan,TOPOTECAN,6,6,6,39,38.0,True,True,True,True,True,TierB_moderate_candidate,,TOP1,DNA replication,topotecan,oncology,"small cell lung cancer, cervical cancer",Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Tozasertib,TOZASERTIB,6,0,0,5,5.0,False,False,False,False,False,,"MK 0457,MK-0457,MK-045, VX-680 VX 680 VX-68","AURKA, AURKB, AURKC, others",Mitosis,tozasertib,,,Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Trametinib,TRAMETINIB,6,6,6,40,39.0,True,True,True,True,True,none,"GSK1120212, Mekinist","MEK1, MEK2",ERK MAPK signaling,trametinib,oncology,melanoma,Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Tretinoin,TRETINOIN,6,0,0,5,5.0,False,False,False,False,False,,"ATRA, Vesanoid, Renova, Atralin, Tretin-X, Avita",Retinoic acid,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,ULK1_4989,ULK14989,6,6,6,39,38.0,True,True,True,True,True,TierB_moderate_candidate,"SN1049257073, ULK1_4989",ULK1,"Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,UMI-77,UMI77,6,6,6,35,34.0,True,True,True,True,True,none,"UMI 77, UMI-77",MCL1,Apoptosis regulation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,UNC0379,UNC0379,6,6,6,36,35.0,True,True,True,True,True,none,,SETD8,Chromatin histone methylation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,UNC0638,UNC0638,6,6,6,36,35.0,True,True,True,True,True,none,"UNC-0638, UNC 0683",G9a and GLP methyltransferases,Chromatin histone methylation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Ulixertinib,ULIXERTINIB,6,6,6,38,37.0,True,True,True,True,True,none,"BVD-523, VRT752271","ERK1, ERK2",ERK MAPK signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Uprosertib,UPROSERTIB,6,6,6,40,39.0,True,True,True,True,True,none,"GSK2141795, GSK2141795C, GSK-2141795","AKT1, AKT2, AKT3",PI3K/MTOR signaling,uprosertib,,,Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,VE-822,VE822,6,6,6,40,39.0,True,True,True,True,True,none,"VE 822, VE822, Berzosertib",ATR,Genome integrity,VE-822,,,Phase 2,1.0,investigational,investigational_nononcology_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,VE821,VE821,6,6,6,37,36.0,True,True,True,True,True,none,"VE 821, VE-821",ATR,Genome integrity,VE-821,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,VSP34_8731,VSP348731,6,6,6,39,38.0,True,True,True,True,True,none,"SN1049998399, VSP34_8731",VSP34,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,VTP-A,VTPA,6,6,6,34,33.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,VTP-B,VTPB,6,6,6,34,33.0,True,True,True,True,True,none,,,Unclassified,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,VX-11e,VX11E,6,6,6,37,36.0,True,True,True,True,True,none,"VX11e, VX11e",ERK2,ERK MAPK signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Veliparib,VELIPARIB,6,6,6,39,38.0,True,True,True,True,True,none,"ABT-888, ABT888, ABT 888","PARP1, PARP2",Genome integrity,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Venetoclax,VENETOCLAX,6,6,6,38,37.0,True,True,True,True,True,none,"ABT-199, Veneclexta, GDC-0199",BCL2,Apoptosis regulation,venetoclax,hematologic malignancy,chronic lymphocytic leukemia (CLL),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Vinblastine,VINBLASTINE,6,6,6,35,34.0,True,True,True,True,True,none,Velban,Microtubule destabiliser,Mitosis,vinblastine,"hematologic malignancy, infectious disease, oncology","Hodgkin's lymphoma, true histiocytic lymphoma (THL), mycosis, small lymphocytic lymphoma (SLL), testicular carcinoma, Kaposi sarcoma",Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Vinorelbine,VINORELBINE,6,6,6,39,38.0,True,True,True,True,True,none,"vinorelbine tartrate, Navelbine, Exelbine",Microtubule destabiliser,Mitosis,vinorelbine,oncology,non-small cell lung cancer (NSCLC),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Vismodegib,VISMODEGIB,6,6,6,39,38.0,True,True,True,True,True,none,"GDC0449, Erivedge",SMO,Other,vismodegib,oncology,basal cell carcinoma (BCC),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Vorinostat,VORINOSTAT,6,6,6,38,37.0,True,True,True,True,True,none,"Zolinza, SAHA, suberanilohydroxamic acid, suberoylanilide hydroxamic acid, MK-0683","HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,vorinostat,hematologic malignancy,cutaneous T-cell lymphoma (CTCL),Launched,1.0,approved,approved_oncology,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,WEHI-539,WEHI539,6,6,6,39,38.0,True,True,True,True,True,TierA_strong_collateral,"WEHI539, WEHI-539",BCL-XL,Apoptosis regulation,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,WIKI4,WIKI4,6,6,6,38,37.0,True,True,True,True,True,TierA_strong_collateral,"WIKI-4, WIKI 4","TNKS1, TNKS2",WNT signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,WZ4003,WZ4003,6,6,6,40,39.0,True,True,True,True,True,TierB_moderate_candidate,WZ 4003,"NUAK1, NUAK2","Other, kinases",,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Wee1 Inhibitor,WEE1INHIBITOR,6,6,6,38,37.0,True,True,True,True,True,none,"681640, Wee1 Inhibitor","WEE1, CHEK1",Cell cycle,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,Wnt-C59,WNTC59,6,6,6,40,39.0,True,True,True,True,True,none,,PORCN,WNT signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,XAV939,XAV939,6,6,6,40,39.0,True,True,True,True,True,none,"NVP-XAV939, XAV-939, XAV 939","TNKS1, TNKS2",WNT signaling,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,YK-4-279,YK4279,6,6,6,38,37.0,True,True,True,True,True,none,YK 4-279,RNA helicase A,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,ZM447439,ZM447439,6,6,6,39,38.0,True,True,True,True,True,none,"ZM-447439, ZM 447439","AURKA, AURKB",Mitosis,ZM-447439,,,Preclinical,1.0,preclinical,preclinical_or_unresolved,False,GDSC screened_compounds_rel_8.4 + normalized PRISM secondary metadata
GDSC2,Zoledronate,ZOLEDRONATE,6,6,6,39,38.0,True,True,True,True,True,none,"Zoledronic acid, Zometa, Reclast", ,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,alpha-lipoic acid,ALPHALIPOICACID,6,6,6,36,35.0,True,True,True,True,True,none,aLA,Metabolism,Metabolism,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,ascorbate (vitamin C),ASCORBATEVITAMINC,6,6,6,36,35.0,True,True,True,True,True,TierA_strong_collateral,back-up solution from YWKim,anti-oxidant proteins,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
GDSC2,glutathione,GLUTATHIONE,6,6,6,36,35.0,True,True,True,True,True,none,"G6013, sigma",anti-oxidant proteins,Other,,,,,,unresolved,unresolved,False,GDSC screened_compounds_rel_8.4; no normalized PRISM metadata match
