drug_key,platforms_tested,n_platforms_tested,GDSC1_DRUG_NAME,GDSC1_status,GDSC2_DRUG_NAME,GDSC2_status,PRISM_DRUG_NAME,PRISM_status,PRISM_median_background_rho,PRISM_global_empirical_q_value,PRISM_n_backgrounds_available,PRISM_n_positive_backgrounds,PRISM_n_positive_nonHCT116_backgrounds,PRISM_leave_HCT116_out_median_rho,PRISM_n_models_direction_consistent_ge3of4,PRISM_signature_robust_flag,PRISM_strict_database_gate,CTRPv2_DRUG_NAME,CTRPv2_status,strict_platforms,n_strict_gdsc_platforms,n_strict_external_platforms,replication_level,external_replication_flag,GDSC2_median_background_rho,GDSC2_global_empirical_q_value,GDSC2_n_backgrounds_available,GDSC2_n_positive_backgrounds,GDSC2_n_positive_nonHCT116_backgrounds,GDSC2_leave_HCT116_out_median_rho,GDSC2_n_models_direction_consistent_ge3of4,GDSC2_signature_robust_flag,GDSC2_strict_database_gate,CTRPv2_median_background_rho,CTRPv2_global_empirical_q_value,CTRPv2_n_backgrounds_available,CTRPv2_n_positive_backgrounds,CTRPv2_n_positive_nonHCT116_backgrounds,CTRPv2_leave_HCT116_out_median_rho,CTRPv2_n_models_direction_consistent_ge3of4,CTRPv2_signature_robust_flag,CTRPv2_strict_database_gate,GDSC1_median_background_rho,GDSC1_global_empirical_q_value,GDSC1_n_backgrounds_available,GDSC1_n_positive_backgrounds,GDSC1_n_positive_nonHCT116_backgrounds,GDSC1_leave_HCT116_out_median_rho,GDSC1_n_models_direction_consistent_ge3of4,GDSC1_signature_robust_flag,GDSC1_strict_database_gate
ALPELISIB,GDSC2;PRISM,2,,not_tested_or_name_unmatched,Alpelisib,tested,alpelisib,tested,0.11045028985336078,0.08845313342676676,4.0,3.0,2.0,0.0668779911411878,2.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,0.0266194331983805,0.7853873240795856,4.0,2.0,2.0,0.1487854251012145,0.0,False,False,,,,,,,,,,,,,,,,,,
ALPHALIPOICACID,GDSC2,1,,not_tested_or_name_unmatched,alpha-lipoic acid,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,0.0249981073510485,0.0006043235797284,4.0,2.0,2.0,0.1603603603603604,0.0,False,False,,,,,,,,,,,,,,,,,,
ALVOCIDIB,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,alvocidib,tested,-0.3453846153846154,0.008243712082325803,4.0,1.0,0.0,-0.42923076923076925,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM251,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,AM-251,tested,-0.0726086956521739,0.0003439312137572485,4.0,1.0,1.0,-0.07999999999999999,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMBAZONE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,ambazone,tested,-0.047430830039525695,0.0003439312137572485,4.0,1.0,1.0,-0.021739130434782605,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMFENAC,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,amfenac,tested,0.04154150197628459,0.0003439312137572485,4.0,2.0,2.0,0.10086956521739131,2.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMG232,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,AMG-232,tested,-0.037662337662337675,0.0003439312137572485,4.0,2.0,2.0,0.08181818181818182,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMG319,GDSC2,1,,not_tested_or_name_unmatched,AMG-319,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,-0.0310160427807486,0.0006043235797284,4.0,1.0,1.0,-0.0084033613445378,0.0,False,False,,,,,,,,,,,,,,,,,,
AMG900,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,AMG900,tested,-0.16443143812709027,0.0003439312137572485,4.0,1.0,1.0,-0.16538461538461538,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMINOGLUTETHIMIDE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,aminoglutethimide,tested,-0.10898022486959222,0.3522465127227719,4.0,2.0,1.0,-0.2755454715902624,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMINOPURVALANOLA,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,aminopurvalanol-a,tested,0.01692307692307692,0.0003439312137572485,4.0,2.0,1.0,-0.061538461538461535,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMISULPRIDE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,amisulpride,tested,0.010612648221343876,0.0003439312137572485,4.0,2.0,2.0,0.06818181818181818,4.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMMONIUMLACTATE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,ammonium-lactate,tested,-0.0423076923076923,0.12215682449264599,4.0,2.0,1.0,-0.13384615384615384,3.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMONAFIDE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,amonafide,tested,-0.08726495726495727,0.09885738048989565,4.0,1.0,1.0,-0.05299145299145299,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMOXICILLIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,amoxicillin,tested,-0.10375494071146246,0.0003439312137572485,4.0,1.0,1.0,-0.10770750988142294,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMPROLIUM,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,amprolium,tested,0.03585544889892719,0.0003439312137572485,4.0,2.0,2.0,0.16657255787690575,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMSACRINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,amsacrine,tested,0.03610954263128177,0.0003439312137572485,4.0,2.0,2.0,0.14624505928853757,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMUVATINIB,GDSC1,1,Amuvatinib,tested,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,-0.0692372823951771,0.0002492038905651,4.0,1.0,1.0,-0.0453024453024453,1.0,False,False
ANAGRELIDE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,anagrelide,tested,-0.08613026325636608,0.45917521793654514,4.0,1.0,1.0,-0.092123422727485,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANASTROZOLE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,anastrozole,tested,0.008988380041011615,0.0003439312137572485,4.0,2.0,2.0,0.11278195488721804,2.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANGUIDINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,anguidine,tested,0.02149572649572648,0.1229458905266917,4.0,2.0,2.0,0.1699145299145299,0.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANISOMYCIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,anisomycin,tested,0.020618729096989974,0.0003439312137572485,4.0,2.0,2.0,0.21739130434782608,1.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP1903,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,AP1903,tested,-0.11434782608695651,0.0003439312137572485,4.0,1.0,1.0,-0.12956521739130433,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP26113,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,AP26113,tested,-0.02799145299145299,0.12334221288217058,4.0,2.0,1.0,-0.07829059829059828,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
APATINIB,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,apatinib,tested,-0.11202341137123745,0.0003439312137572485,4.0,1.0,1.0,-0.1623076923076923,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
APHIDICOLIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,aphidicolin,tested,-0.13555183946488292,0.0003439312137572485,4.0,0.0,0.0,-0.12153846153846154,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
APICIDIN,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,Apicidin,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.056376573617952924,0.00019996000799840029,4.0,2.0,1.0,-0.12260536398467432,2.0,False,False,,,,,,,,,
APITOLISIB,GDSC1,1,Apitolisib,tested,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,-0.0642119852646168,0.0002492038905651,4.0,1.0,1.0,-0.0591968486705328,0.0,False,False
AR12,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,AR-12,tested,-0.042549407114624516,0.0003439312137572485,4.0,2.0,2.0,0.02260869565217391,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR42,GDSC1;PRISM,2,AR-42,tested,,not_tested_or_name_unmatched,AR-42,tested,0.009914529914529915,0.9346311177491567,4.0,3.0,2.0,0.016752136752136753,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,0.0127379258958206,0.0002492038905651,4.0,3.0,2.0,0.0043758043758043,1.0,False,False
ARCTIGENIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,arctigenin,tested,0.26692307692307693,0.027914212815163656,4.0,3.0,3.0,0.3276923076923077,3.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARCYRIAFLAVINA,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,arcyriaflavin-a,tested,0.03478260869565217,0.0003439312137572485,4.0,2.0,2.0,0.12,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARRY334543,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,ARRY-334543,tested,-0.1888622025471004,0.10870190691320654,4.0,1.0,0.0,-0.21950499505666146,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARRY520,GDSC1,1,ARRY-520,tested,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,-0.0483336720178825,0.0002492038905651,4.0,2.0,2.0,0.1539253539253539,0.0,False,False
ARTESUNATE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,artesunate,tested,-0.050384615384615375,0.11298397037010509,4.0,2.0,1.0,-0.1392307692307692,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS1949490,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,AS-1949490,tested,-0.022727272727272728,0.0003439312137572485,4.0,2.0,1.0,-0.11264822134387352,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS601245,GDSC1,1,AS601245,tested,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,-0.0719827586206896,0.0002492038905651,4.0,1.0,1.0,-0.0625139043381535,0.0,False,False
AS605240,GDSC1,1,AS605240,tested,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,0.1037221431958274,0.0002492038905651,4.0,2.0,2.0,0.2406353722143195,4.0,True,False
AS703026,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,AS-703026,tested,0.07372476176114114,0.5473958866763232,4.0,2.0,1.0,-0.021917840351520595,2.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AST1306,GDSC1,1,AST-1306,tested,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,-0.0451635846372688,0.0002492038905651,4.0,1.0,1.0,-0.0628259838786154,0.0,False,False
ASTEMIZOLE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,astemizole,tested,-0.09956521739130433,0.0003439312137572485,4.0,1.0,1.0,-0.1469565217391304,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASYMMETRICALDIMETHYLARGININE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,asymmetrical-dimethylarginine,tested,-0.04453177257525084,0.0003439312137572485,4.0,0.0,0.0,-0.06384615384615384,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT13148,GDSC2,1,,not_tested_or_name_unmatched,AT13148,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,0.0468942626837363,0.0006043235797284,4.0,3.0,3.0,0.0918918918918919,2.0,True,False,,,,,,,,,,,,,,,,,,
AT13387,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,AT13387,tested,-0.07658572462194045,0.5267574353981663,4.0,2.0,2.0,0.0865549296008756,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT7519,GDSC1;PRISM,2,AT-7519,tested,,not_tested_or_name_unmatched,AT-7519,tested,-0.027054834183908243,0.8359967912886636,4.0,2.0,2.0,0.02465757039546067,5.0,True,False,,not_tested_or_name_unmatched,,0,0,Reject_opposite_direction,False,,,,,,,,,,,,,,,,,,,0.0254826254826254,0.0002492038905651,4.0,2.0,2.0,0.0998712998712998,1.0,True,False
AT7867,CTRPv2;GDSC1,2,AT7867,tested,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,AT7867,tested,,0,0,Reject_opposite_direction,False,,,,,,,,,,0.03423207227555054,0.00019996000799840029,4.0,2.0,2.0,0.1643139469226426,1.0,True,False,-0.0621147463252726,0.0002492038905651,4.0,2.0,2.0,0.1446183025130393,0.0,False,False
AT9283,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,AT-9283,tested,0.020750988142292495,0.0003439312137572485,4.0,2.0,2.0,0.1324110671936759,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATENOLOL,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,atenolol-(+/-),tested,0.09220779220779221,0.0003439312137572485,4.0,3.0,2.0,0.012987012987012986,3.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATIPAMEZOLE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,atipamezole,tested,-0.040702341137123746,0.0003439312137572485,4.0,1.0,1.0,-0.01217391304347826,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATIPRIMOD,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,atiprimod,tested,0.01522890811232019,0.9043839550132786,4.0,2.0,1.0,-0.04579453571900969,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATORVASTATIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,atorvastatin,tested,-0.006822742474916387,0.0003439312137572485,4.0,2.0,2.0,0.004615384615384616,1.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AURORAAINHIBITORI,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,aurora-a-inhibitor-i,tested,-0.04991452991452991,0.6901844412690139,4.0,2.0,1.0,-0.10427350427350426,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUSTOCYSTIND,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,Austocystin D,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.22439661326293542,0.00019996000799840029,4.0,0.0,0.0,-0.27092846911397045,0.0,False,False,,,,,,,,,
AV412,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,AV-412,tested,-0.08732441471571906,0.0003439312137572485,4.0,0.0,0.0,-0.0876923076923077,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVAGACESTAT,GDSC1;GDSC2,2,Avagacestat,tested,Avagacestat,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,Reject_opposite_direction,False,-0.1304136119925593,0.0714953783436861,4.0,1.0,1.0,-0.0368421052631578,0.0,False,False,,,,,,,,,,0.0468277871037819,0.5876422313134971,4.0,3.0,3.0,0.0799595141700404,5.0,True,False
AVANAFIL,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,avanafil,tested,-0.18608695652173912,0.0003439312137572485,4.0,1.0,1.0,-0.11913043478260868,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVL292,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,AVL-292,tested,-0.11851115462604998,0.31754414423237803,4.0,1.0,1.0,-0.09895701589831069,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVN944,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,AVN-944,tested,0.18178539912175706,0.11835183202593931,4.0,3.0,3.0,0.2354553926277816,3.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXITINIB,CTRPv2;GDSC1;GDSC2;PRISM,4,Axitinib,tested,Axitinib,tested,axitinib,tested,0.010830752412706392,0.9267311556700067,4.0,2.0,2.0,0.052034658299166814,0.0,False,False,Axitinib,tested,,0,0,Reject_opposite_direction,False,-0.1016522595469963,0.0841641890599982,4.0,1.0,1.0,-0.0556953714848451,0.0,False,False,-0.01565217391304348,0.00019996000799840029,4.0,1.0,1.0,-0.00608695652173913,3.0,False,False,0.0470510996826786,0.0002492038905651,4.0,2.0,2.0,0.1209103840682788,3.0,True,False
AZ628,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,AZ-628,tested,0.1176523301224725,0.3369041927655078,4.0,2.0,1.0,-0.013615551557200081,2.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZACITIDINE,CTRPv2;PRISM,2,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,azacitidine,tested,-0.23256182281569943,0.03386870275246094,4.0,1.0,1.0,-0.2041178391677266,1.0,False,False,Azacitidine,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.03287125089318802,0.00019996000799840029,4.0,1.0,1.0,-0.0030792926753312137,3.0,False,False,,,,,,,,,
AZALOMYCINB,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,azalomycin-b,tested,0.04047008547008546,0.11449690357495003,4.0,2.0,2.0,0.21094017094017092,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZATHIOPRINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,azathioprine,tested,-0.12391304347826086,0.0003439312137572485,4.0,1.0,1.0,-0.09130434782608696,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZD1208,GDSC1;GDSC2,2,AZD1208,tested,AZD1208,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,Reject_opposite_direction,False,-0.1517069701280227,0.0599805272590341,4.0,1.0,1.0,-0.1161943319838056,0.0,False,False,,,,,,,,,,0.0184812342707079,0.0731570608955132,4.0,2.0,2.0,0.0434402013349381,3.0,True,False
AZD2858,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,AZD2858,tested,-0.1364102564102564,0.2343217021535244,4.0,0.0,0.0,-0.12136752136752137,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZD3463,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,AZD3463,tested,-0.05859584859584859,0.6288535396369002,4.0,2.0,2.0,0.06776556776556776,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZD3514,GDSC1,1,AZD3514,tested,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,0.0179450705766495,0.0717645290817612,4.0,2.0,2.0,0.1635846372688478,4.0,True,False
AZD3759,GDSC2,1,,not_tested_or_name_unmatched,AZD3759,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,-0.0995978772294561,0.0853607056366504,4.0,1.0,0.0,-0.1957544589123536,0.0,False,False,,,,,,,,,,,,,,,,,,
AZD4547,CTRPv2;GDSC1;GDSC2,3,AZD4547,tested,AZD4547,tested,,not_tested_or_name_unmatched,,,,,,,,,,AZD4547,tested,,0,0,Reject_opposite_direction,False,-0.0543522267206477,0.5985079134800656,4.0,1.0,1.0,-0.1012145748987854,0.0,False,False,-0.1538396386222473,0.00019996000799840029,4.0,1.0,0.0,-0.2506493506493506,0.0,False,False,0.0105044315570631,0.0749562625701159,4.0,2.0,2.0,0.1449830397198818,0.0,False,False
AZD4877,GDSC1,1,AZD4877,tested,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,0.0964766385819017,0.0439870646560343,4.0,2.0,2.0,0.2366779735200787,1.0,True,False
AZD5363,GDSC2;PRISM,2,,not_tested_or_name_unmatched,AZD5363,tested,AZD5363,tested,-0.1515384615384615,0.07185997479838949,4.0,0.0,0.0,-0.15384615384615383,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,-0.0712422949265054,0.0006043235797284,4.0,1.0,1.0,-0.027027027027027,0.0,False,False,,,,,,,,,,,,,,,,,,
AZD5582,GDSC1;GDSC2,2,AZD5582,tested,AZD5582,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,0.0859311740890688,0.3846087925272088,4.0,3.0,3.0,0.091497975708502,3.0,True,False,,,,,,,,,,0.0372305503884451,0.0002492038905651,4.0,2.0,1.0,-0.0642302221249589,3.0,True,False
AZD5991,GDSC2,1,,not_tested_or_name_unmatched,AZD5991,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,-0.1379308458255826,0.0616089171546221,4.0,1.0,1.0,-0.142914979757085,0.0,False,False,,,,,,,,,,,,,,,,,,
AZD6738,GDSC1;GDSC2,2,AZD6738,tested,AZD6738,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,Reject_opposite_direction,False,-0.0364007732428785,0.0006043235797284,4.0,2.0,2.0,0.0336652441915599,0.0,False,False,,,,,,,,,,0.1476994200678411,0.0327905538025968,4.0,2.0,2.0,0.3421599737389211,4.0,True,False
AZD7762,CTRPv2;GDSC1;GDSC2;PRISM,4,AZD7762,tested,AZD7762,tested,AZD7762,tested,0.0,1.0,4.0,2.0,2.0,0.14188034188034188,0.0,False,False,AZD7762,tested,,0,0,Reject_opposite_direction,False,-0.0134615384615384,0.9010122503801126,4.0,2.0,2.0,0.1012145748987854,0.0,False,False,-0.03610374300029473,0.00019996000799840029,4.0,1.0,1.0,-0.03557744937055282,2.0,False,False,0.056089287668235,0.0599984921048577,4.0,2.0,2.0,0.215012583433636,1.0,True,False
