trajectory,dataset,background,signature_size,n_up,n_down,parental_n,resistant_n,platform,self_line_exclusion
GSE77932|HCT116,GSE77932,HCT116,100,100,100,1,3,GPL16699,per-trajectory CRC self-line excluded
GSE77932|DLD1,GSE77932,DLD1,100,100,100,1,3,GPL16699,per-trajectory CRC self-line excluded
GSE42387|HCT116,GSE42387,HCT116,100,100,100,3,3,GPL16297,per-trajectory CRC self-line excluded
GSE42387|HT29,GSE42387,HT29,100,100,100,3,3,GPL16297,per-trajectory CRC self-line excluded
GSE42387|LoVo,GSE42387,LoVo,100,100,100,3,3,GPL16297,per-trajectory CRC self-line excluded
GSE119603|HCT116,GSE119603,HCT116,100,100,100,3,3,RNA_COUNTS,per-trajectory CRC self-line excluded
GSE77932|HCT116,GSE77932,HCT116,250,250,250,1,3,GPL16699,per-trajectory CRC self-line excluded
GSE77932|DLD1,GSE77932,DLD1,250,250,250,1,3,GPL16699,per-trajectory CRC self-line excluded
GSE42387|HCT116,GSE42387,HCT116,250,250,250,3,3,GPL16297,per-trajectory CRC self-line excluded
GSE42387|HT29,GSE42387,HT29,250,250,250,3,3,GPL16297,per-trajectory CRC self-line excluded
GSE42387|LoVo,GSE42387,LoVo,250,250,250,3,3,GPL16297,per-trajectory CRC self-line excluded
GSE119603|HCT116,GSE119603,HCT116,250,250,250,3,3,RNA_COUNTS,per-trajectory CRC self-line excluded
GSE77932|HCT116,GSE77932,HCT116,500,500,500,1,3,GPL16699,per-trajectory CRC self-line excluded
GSE77932|DLD1,GSE77932,DLD1,500,500,500,1,3,GPL16699,per-trajectory CRC self-line excluded
GSE42387|HCT116,GSE42387,HCT116,500,500,500,3,3,GPL16297,per-trajectory CRC self-line excluded
GSE42387|HT29,GSE42387,HT29,500,500,500,3,3,GPL16297,per-trajectory CRC self-line excluded
GSE42387|LoVo,GSE42387,LoVo,500,500,500,3,3,GPL16297,per-trajectory CRC self-line excluded
GSE119603|HCT116,GSE119603,HCT116,500,500,500,3,3,RNA_COUNTS,per-trajectory CRC self-line excluded
